gene	logFC	se	t	p	fdr	AveExpr	method	contrast	family
LY6E	-0.579788722607692	0.464709675495635	-1.24763643448852	0.221139297173956	0.580857111546291	9.32030940620718	edgeR-QL	stacked	IFN
LYSMD2	0.296314249776055	0.310694235216159	0.953716600405864	0.347240362694771	0.691972452513737	4.54879443061669	edgeR-QL	stacked	IFN
MAGI1	0.795807145966108	0.310915561509695	2.55956035813053	0.0153068257720191	0.175691983915481	3.99928148376404	edgeR-QL	stacked	TJ
MAP2K7	0.480750557521268	0.166279311290517	2.89122292960017	0.00677753984282031	0.117637295998929	4.55233425880772	edgeR-QL	stacked	TJ
MAP3K1	0.282944562139214	0.23368687460697	1.21078499858021	0.234676248595974	0.594146075400895	3.65385793575831	edgeR-QL	stacked	TJ
MAP3K5	0.12229587717455	0.33628539043477	0.363666934850898	0.718452822602449	0.905819310058506	3.72217846329287	edgeR-QL	stacked	TJ
MAPK10	-0.070408795429202	0.654749977911868	-0.107535391835751	0.915030798291782	0.977566855653351	3.24881171753598	edgeR-QL	stacked	TJ
MAPK8	0.314238270519463	0.25461599636662	1.23416546879872	0.225957704627975	0.584514640994063	4.14536612940048	edgeR-QL	stacked	TJ
MAPK9	0.26979509169804	0.233414781857866	1.15586120789182	0.256132602770778	0.616711063503968	4.36597181806851	edgeR-QL	stacked	TJ
MARVELD2	0.664701123149752	0.255533720482748	2.6012266478726	0.013853192824742	0.167405332122972	4.27195676559674	edgeR-QL	stacked	TJ
MARVELD3	0.598983172337928	0.35200422634418	1.70163630862846	0.0983583365282501	0.405025266915791	4.16523767935425	edgeR-QL	stacked	TJ
METTL7B	0.714985795720682	0.726310934765614	0.984407313035171	0.332246984822766	0.679029079105595	2.70571788778073	edgeR-QL	stacked	IFN
MICALL2	0.877891229746199	0.400358380231925	2.19276346666614	0.0356311448405946	0.262764456390662	4.25654652593644	edgeR-QL	stacked	TJ
MOV10	-0.187622865029952	0.273359108144734	-0.686360393488745	0.497335262764955	0.794758697102633	3.77601126233927	edgeR-QL	stacked	IFN
MPDZ	-0.327197344919436	0.567030918117293	-0.577036162341597	0.567914035828702	0.832082842562217	3.0761363017199	edgeR-QL	stacked	TJ
MPP7	0.490988967457407	0.494892675425186	0.992112011024564	0.328532339260034	0.676685742519565	3.9576535761964	edgeR-QL	stacked	TJ
MSN	-0.578423494713233	0.46155419792913	-1.25320817643619	0.219144458041465	0.577860808153024	6.37484930622386	edgeR-QL	stacked	TJ
MT2A	-1.76092707501188	0.694976969252872	-2.53379198580486	0.0163394373343251	0.180950735165691	11.0734777423196	edgeR-QL	stacked	IFN
MTHFD2	-0.445646015765216	0.383712255142144	-1.16140678279908	0.253989029496821	0.616120167267162	6.00664991713762	edgeR-QL	stacked	IFN
MVB12A	0.00542692307093273	0.196428152488241	0.0276280309221846	0.97812713477611	0.993582647695185	5.31852826494663	edgeR-QL	stacked	IFN
MVP	-0.226847728125505	0.388562599921007	-0.58381256500657	0.563406459828266	0.830662556308491	6.40659196340189	edgeR-QL	stacked	IFN
MX1	-0.979649219037867	0.483044000071274	-2.02807450023873	0.0508841620292716	0.309314597070537	5.40068215354053	edgeR-QL	stacked	IFN
MX2	-0.463216857424744	0.624080966463686	-0.742238399048655	0.463317544931777	0.7738959264519	3.88358864222508	edgeR-QL	stacked	IFN
MYD88	-0.471860760320816	0.249703720999878	-1.8896825342905	0.0677140474983629	0.350738054863016	3.98438310914054	edgeR-QL	stacked	IFN
MYH10	0.537856702471251	0.478346968875742	1.12440704649049	0.269144128446586	0.627594839786846	4.49022815023993	edgeR-QL	stacked	TJ
MYH14	0.398989178217686	0.379998351887581	1.04997607551657	0.301530098557364	0.659134177417681	5.19703993152821	edgeR-QL	stacked	TJ
MYH9	-0.584239301709482	0.323376976537965	-1.80668181131593	0.0800433122763329	0.371797373937268	6.97372977083678	edgeR-QL	stacked	TJ
MYL12A	-0.342003342246301	0.249754812484816	-1.36935636532366	0.18024107389464	0.530014683780566	8.79451265830614	edgeR-QL	stacked	TJ
MYL12B	-0.0701390402756604	0.215691233369743	-0.32518261952458	0.747119095309881	0.917087838740831	8.98623439916873	edgeR-QL	stacked	TJ
MYL6	-0.31062603916111	0.170185622730498	-1.8252190412877	0.077135255958908	0.366092252722083	10.302033345319	edgeR-QL	stacked	TJ
MYL6B	0.112625720662457	0.259836467229617	0.433448475740434	0.667541542847305	0.88580956625741	6.3120395958394	edgeR-QL	stacked	TJ
MYL9	-1.73668546753031	0.770270369797932	-2.25464399985411	0.0310798142574625	0.247182239440002	6.34435103497947	edgeR-QL	stacked	TJ
MYO1C	-0.351163555980251	0.285647065147435	-1.22936168029243	0.227729006952642	0.586048919749591	5.46783422816224	edgeR-QL	stacked	TJ
NAMPT	-0.570249169457483	0.424827149224586	-1.34230867894938	0.188867470058633	0.541390841693379	7.89289365501461	edgeR-QL	stacked	IFN
NCOA3	-0.468152229475794	0.195745641649883	-2.39163552010597	0.0227003079154882	0.214353535797504	5.02379702813713	edgeR-QL	stacked	IFN
NCOA7	0.569916539911845	0.405657855172502	1.40491927530774	0.169608277510842	0.5156618539399	6.78558474820812	edgeR-QL	stacked	IFN
NEDD4	-0.243163516561111	0.42518791015392	-0.571896591493122	0.571311749313683	0.83445186384544	2.29827250265767	edgeR-QL	stacked	TJ
NEDD4L	0.82670827596993	0.420796517694888	1.96462718013594	0.0581269324217549	0.32922002130966	6.33031701409687	edgeR-QL	stacked	TJ
NF2	0.0554479465424804	0.234099190685467	0.23685663491669	0.814248949373588	0.941769819741241	3.71554710529862	edgeR-QL	stacked	TJ
NFKB1	-0.486466850532404	0.312504682780704	-1.55667059515321	0.129197305342825	0.457139507848248	5.36765539818109	edgeR-QL	stacked	IFN
NFKBIA	0.803253912616695	0.483149866962851	1.66253572140269	0.106088401326095	0.416052021479461	9.78546121331686	edgeR-QL	stacked	IFN
NLRC5	-0.59345925766879	0.417494823115512	-1.42147692572608	0.164667343742737	0.508816249937959	3.18688316494291	edgeR-QL	stacked	IFN|MHC-I/APM
NMI	-0.514976331686	0.24315443882428	-2.11789813164035	0.0418919230651832	0.282671952370658	4.82503223868796	edgeR-QL	stacked	IFN
NOD1	0.279920325436984	0.337126262316995	0.830313021338512	0.412396780476269	0.741567126345756	2.66553792187481	edgeR-QL	stacked	IFN
NPHP1	-0.284938138601154	0.307992595574491	-0.925146067455506	0.361682821571774	0.70227424269404	3.70391779286934	edgeR-QL	stacked	TJ
NPHP4	0.452055300994046	0.346268968644512	1.30550335701071	0.200853232255823	0.555242057996399	2.30621497052836	edgeR-QL	stacked	TJ
NUB1	-0.281850113989185	0.215770517402476	-1.30624942361079	0.200602404261591	0.555242057996399	5.38826764479893	edgeR-QL	stacked	IFN
NUP93	-0.102204662239407	0.228211897666656	-0.447849841679572	0.657221394776677	0.881185448263913	3.96497684643452	edgeR-QL	stacked	IFN
OAS1	-1.45558274361599	0.672340684672563	-2.16494818296601	0.0379007512904393	0.269133971019575	5.70729402864084	edgeR-QL	stacked	IFN
OAS2	-1.77081815754578	0.649311985269753	-2.7272223487606	0.0102487284522603	0.144298782931189	3.839342116894	edgeR-QL	stacked	IFN
OAS3	-0.360054955228163	0.34925202720093	-1.03093161151794	0.310174604960631	0.666541938365347	4.4540524265466	edgeR-QL	stacked	IFN
OASL	-1.35257326703773	0.66917586659205	-2.02125231133343	0.0516230477514456	0.311121738097404	2.89088642157323	edgeR-QL	stacked	IFN
OCEL1	-0.218422499980834	0.192306371882159	-1.13580479857775	0.264313267626329	0.623239542093952	4.46083662488095	edgeR-QL	stacked	TJ
OCLN	0.960448936925524	0.309620234107874	3.10202251378344	0.00394991847257553	0.092476432911662	5.47646430189586	edgeR-QL	stacked	TJ
OGFR	-0.206206968651801	0.189869496671575	-1.08604579601581	0.285418302871299	0.643342342787917	5.13985759515232	edgeR-QL	stacked	IFN
PAK2	-0.299619254180038	0.204722441375449	-1.46353888790606	0.152888848267066	0.492386087406323	6.18473604052786	edgeR-QL	stacked	TJ
PARD3	-0.190579952120529	0.244325527261946	-0.78002472462161	0.440998844670574	0.760336384766446	4.51465947804082	edgeR-QL	stacked	TJ
PARD6A	1.07484649898385	0.397770308876157	2.70217880771612	0.0108494013579304	0.148137458854698	3.76680145786	edgeR-QL	stacked	TJ
PARD6B	-0.128143669686906	0.308903441742103	-0.414834062593225	0.680978663757484	0.890763142272115	4.90524760915962	edgeR-QL	stacked	TJ
PARD6G	-0.341349625393572	0.497129403461328	-0.686641391591166	0.497160440819847	0.794583465056547	2.26023632129375	edgeR-QL	stacked	TJ
PARP12	-0.810726667157002	0.293907029441235	-2.75844599123173	0.00944254764086491	0.138452843188877	4.25648751799247	edgeR-QL	stacked	IFN
PARP14	-0.511263237006633	0.2971462669561	-1.72057768803189	0.094800403968076	0.399551097678103	5.8498600947063	edgeR-QL	stacked	IFN
PARP9	-0.448730540178192	0.25177217940075	-1.78228802422185	0.0840117147429565	0.378130246534097	4.89002136092967	edgeR-QL	stacked	IFN
PCNA	0.487419882093549	0.302732187836648	1.61006956536963	0.117017296674106	0.435811864545815	6.11708175278393	edgeR-QL	stacked	TJ
PDCD6IP	-0.329611668110905	0.194228567844978	-1.69702980240261	0.0992129068295305	0.405650897702398	5.44469855346928	edgeR-QL	stacked	TJ
PDE4B	-2.14160207985432	0.624756406647427	-3.42789934935858	0.00168117459430597	0.0574189406957219	3.77651800151394	edgeR-QL	stacked	IFN
PDIA3	0.2263084578016	0.236295301483841	0.957735750057122	0.345239894344982	0.689857428998422	8.01736003980711	edgeR-QL	stacked	MHC-I/APM
PECAM1	-2.07314576617988	0.664171647736898	-3.12140057956995	0.00378328947195489	0.0899213421667562	4.25880282017406	edgeR-QL	stacked	TJ
PELI1	0.336324800696459	0.376418273339388	0.893486912079903	0.378204377948874	0.717176668791698	5.23413941106683	edgeR-QL	stacked	IFN
PFKP	-1.64324796899614	0.407278679035339	-4.03470167622881	0.000314415189743558	0.023960402553395	6.23667397212897	edgeR-QL	stacked	IFN
PIM1	-0.818434743517624	0.434828993157322	-1.88219910906795	0.0688634617184737	0.35385035023141	5.54975504152632	edgeR-QL	stacked	IFN
PLA2G4A	1.25684919638515	1.04453400665567	1.20326307078241	0.237637699426266	0.597905939156686	2.78316619325855	edgeR-QL	stacked	IFN
PLEC	-0.660355103489974	0.496658335122798	-1.32959633774535	0.192984511533967	0.547096058854606	6.65870634144912	edgeR-QL	stacked	TJ
PLSCR1	-0.406636810910418	0.283288279886877	-1.43541699315198	0.160686899859401	0.502759910183648	6.00185007604875	edgeR-QL	stacked	IFN
PML	-0.638443977327244	0.297656146047128	-2.14490439994529	0.0395027869834391	0.274761826405632	4.61087108843221	edgeR-QL	stacked	IFN
PNP	-0.11893626117879	0.307488531471651	-0.386799015265893	0.70141680902208	0.898816645854976	5.26028837437735	edgeR-QL	stacked	IFN
PNPT1	-0.356297394384262	0.187159441944625	-1.90371049775667	0.0658003754519754	0.348496488771646	4.36564843459209	edgeR-QL	stacked	IFN
PPP2CA	-0.345831123422073	0.1850154506903	-1.86920131335931	0.0705939879588441	0.357432259595097	6.10237132685893	edgeR-QL	stacked	TJ
PPP2CB	0.459080972260205	0.375951998872852	1.22111592340667	0.230883931282718	0.588716136509884	5.86677767118288	edgeR-QL	stacked	TJ
PPP2R1A	-0.0159632792501051	0.194644691674386	-0.0820124048222668	0.935137941991672	0.983112340636701	6.5572635138508	edgeR-QL	stacked	TJ
PPP2R1B	-0.424203149526529	0.259818023917843	-1.63269331022495	0.112149370494405	0.426653713900294	3.49864882228866	edgeR-QL	stacked	TJ
PPP2R2A	-0.163481292792099	0.217429107010025	-0.751883200185157	0.457511599805611	0.769970867692176	5.65176519532465	edgeR-QL	stacked	TJ
PPP2R2D	0.190125531312032	0.182721814264061	1.04051906488446	0.305748744398586	0.662872411175668	4.37826140117749	edgeR-QL	stacked	TJ
PRKAA1	0.27351756658583	0.210521118389087	1.29924051648022	0.202968252819806	0.55741160297178	4.88705512085311	edgeR-QL	stacked	TJ
PRKAA2	1.4676828883998	0.600559546307515	2.44385906014434	0.0201818153883765	0.200551650391585	3.25655319110749	edgeR-QL	stacked	TJ
PRKAB1	0.567792405284018	0.250424762190145	2.26731733842239	0.0301258702528695	0.242298638517967	4.37234320077739	edgeR-QL	stacked	TJ
PRKAB2	-0.0597834962965511	0.233315843782882	-0.256234190217207	0.799378845177981	0.937436409763728	3.32032349186468	edgeR-QL	stacked	TJ
PRKACA	0.365789833413311	0.207844314123425	1.75992225217233	0.0877954156805781	0.38615005187513	4.0055087980793	edgeR-QL	stacked	TJ
PRKACB	-0.628220938210192	0.501678430902796	-1.25223828554813	0.219488892191771	0.578268812120628	3.47275267923298	edgeR-QL	stacked	TJ
PRKAG1	-0.141668613418927	0.214565857804999	-0.660257017906723	0.51372384917511	0.804086635814135	4.99319548479574	edgeR-QL	stacked	TJ
PRKAG2	-0.228725418275244	0.210903799877755	-1.08450117260959	0.286092027757666	0.643839072434335	4.45240862538252	edgeR-QL	stacked	TJ
PRKCE	-0.409059876349961	0.36982266552014	-1.10609736635432	0.27677411521808	0.635144576220726	3.15030462457511	edgeR-QL	stacked	TJ
PRKCH	0.167024686925226	0.525674347652834	0.317734140292371	0.75273583488486	0.918729533008117	3.95531148705192	edgeR-QL	stacked	TJ
PRKCI	0.162836250658443	0.285578097384107	0.570198667720043	0.572449146149194	0.835110110941544	5.24138787753259	edgeR-QL	stacked	TJ
PRKCZ	0.194970581908052	0.292524122147596	0.66651112556686	0.509770682536	0.802654207961411	4.58911754879486	edgeR-QL	stacked	TJ
PROCR	-1.36377669222879	0.653383996624985	-2.08725144673468	0.0448547630406602	0.2914222714673	3.8125376009928	edgeR-QL	stacked	IFN
PSMA2	-0.503647101873458	0.213534814724072	-2.35861820717276	0.0244905330224218	0.223171932952479	7.35001255200408	edgeR-QL	stacked	IFN
PSMA3	0.220762540923464	0.273124733441105	0.808284691547599	0.424781563090316	0.749503627830437	7.06952938320873	edgeR-QL	stacked	IFN
PSMB10	-0.893272272786329	0.344600353834539	-2.59219778170987	0.0141780991001276	0.169983837097203	5.28790040634613	edgeR-QL	stacked	IFN|MHC-I/APM
PSMB2	-0.191452757859268	0.193238147943946	-0.990760674827026	0.329094032842423	0.677066666553391	7.37177118394573	edgeR-QL	stacked	IFN
PSMB8	-0.761615773250409	0.291564793769657	-2.61216645330679	0.0134932461427732	0.165018204833334	7.09415815939499	edgeR-QL	stacked	IFN|MHC-I/APM
PSMB9	-1.56385343468779	0.430324025156856	-3.63412996547835	0.000959864220540248	0.0416499090428728	7.22867631459308	edgeR-QL	stacked	IFN|MHC-I/APM
PSME1	-0.567588302164364	0.20504475308066	-2.76811912344368	0.00921935369276418	0.1370872921657	7.8208724567128	edgeR-QL	stacked	IFN
PSME2	-0.77566076790123	0.207049709661446	-3.74625383039434	0.000695615472997451	0.0351935247396594	7.7159668311861	edgeR-QL	stacked	IFN
PTGS2	0.902042602588999	0.724223578126207	1.24553056519213	0.221914786690413	0.581506623898666	5.70957703205295	edgeR-QL	stacked	IFN
PTPN1	-0.443437062506656	0.200884593084807	-2.20742196152122	0.0344307583762933	0.259665332560705	5.26426650208284	edgeR-QL	stacked	IFN
PTPN2	-0.128848192566059	0.182096397992208	-0.707582324454175	0.484229012695867	0.786639207723797	5.69581300038571	edgeR-QL	stacked	IFN
PTPN6	-0.613402616687835	0.306566468217505	-2.00087967955006	0.0537829172738354	0.316341104833514	4.37221186398073	edgeR-QL	stacked	IFN
RAB13	-0.275231018475199	0.249360991704078	-1.10374528347169	0.277778322288085	0.63616661977059	7.33584702026345	edgeR-QL	stacked	TJ
RAB8A	-0.210872536904494	0.202825702411537	-1.03967364292238	0.306135559477494	0.663003708118843	5.07727917156799	edgeR-QL	stacked	TJ
RAB8B	-0.895747997499763	0.354310372670487	-2.52814500108587	0.0164943372755612	0.181840374684374	3.69670424555742	edgeR-QL	stacked	TJ
RAC1	-0.117651177354588	0.239825230274378	-0.490570475925267	0.6270136659572	0.865916596332104	9.61291074445982	edgeR-QL	stacked	TJ
RAMP2	-0.408609598863026	1.00658291610621	-0.40593734736097	0.68747086862451	0.892659755439955	4.53021875490019	edgeR-QL	stacked	TJ
RAP1A	-0.444929227202453	0.182709900255399	-2.43516758851334	0.0205218695974237	0.20293848824119	5.89529915913444	edgeR-QL	stacked	TJ
RAP2C	-0.437223398722712	0.243551392635157	-1.79519974816025	0.0818909317987533	0.375378188937562	3.83041097947251	edgeR-QL	stacked	TJ
RAPGEF2	-0.172216559578553	0.342259077829016	-0.503176017042236	0.618221555518528	0.861286040497876	4.33434123378982	edgeR-QL	stacked	TJ
RAPGEF6	0.108163544775781	0.260975466640977	0.414458669881724	0.681250758867071	0.890763142272115	3.40025024510253	edgeR-QL	stacked	IFN|TJ
RBCK1	-0.095413201421191	0.247759899330378	-0.385103488010226	0.702660049188887	0.899187930547253	6.83939638069092	edgeR-QL	stacked	IFN
RDX	-0.304864113236169	0.326658336676411	-0.933281288143486	0.357538529690272	0.699641677501763	6.75485260626589	edgeR-QL	stacked	TJ
RHOA	-0.223586219891257	0.177296052656365	-1.26108966635941	0.216220090862252	0.573997728692236	8.22020033456446	edgeR-QL	stacked	TJ
RIPK1	-0.0638902595890705	0.188238097394267	-0.339411949406031	0.736474653727799	0.913234562483784	3.84190064396005	edgeR-QL	stacked	IFN
RIPK2	-0.689710139890526	0.33408033293761	-2.06450386895217	0.0470176543691933	0.298898606703499	4.64675670179097	edgeR-QL	stacked	IFN
RNF213	-0.33356454416415	0.287280385109395	-1.16111144879289	0.25402182861981	0.616120167267162	6.7868147910453	edgeR-QL	stacked	IFN
ROCK1	0.206338689381649	0.242269202005934	0.851691786133818	0.400593788021583	0.732666877563962	6.0290275411378	edgeR-QL	stacked	TJ
ROCK2	0.261819001590311	0.255056734110081	1.02651279725597	0.312200964623572	0.668109278017617	5.11040294130866	edgeR-QL	stacked	TJ
RSAD2	-0.631148052577329	0.547754646660876	-1.15224591233469	0.257634113880463	0.618193954755563	2.7670936300645	edgeR-QL	stacked	IFN
RTP4	-1.57414091236926	0.489938392464141	-3.21293643564477	0.00296424677682485	0.0781254289926073	3.06957096601109	edgeR-QL	stacked	IFN
RUNX1	0.124814818885287	0.359034726305763	0.347639962767813	0.730362904176206	0.91086434121755	5.83297397459839	edgeR-QL	stacked	TJ
SAMD9	-1.27003845296798	0.438674982122609	-2.89516955542499	0.00674577770596987	0.117501810812701	4.00778256162748	edgeR-QL	stacked	IFN
SAMD9L	-1.62855762128545	0.540209883881505	-3.01467572119187	0.00498290015890199	0.102468412979753	3.95086143802982	edgeR-QL	stacked	IFN
SAMHD1	-1.21512754717822	0.311999108700726	-3.89465070024858	0.000459533336385194	0.0285952540742616	4.67101634815092	edgeR-QL	stacked	IFN
SCRIB	0.257011714382258	0.2361805313188	1.08820025489459	0.284480459409547	0.642759230180392	4.45970187578078	edgeR-QL	stacked	TJ
SECTM1	-0.601753953428939	0.587181473566559	-1.02481767650785	0.313078914213782	0.668109278017617	3.44027348842396	edgeR-QL	stacked	IFN
SELL	-2.87511081657435	0.903250570057793	-3.18307113428159	0.00322105657836299	0.0808173742301005	4.01188688203658	edgeR-QL	stacked	IFN
SERPING1	-2.08266698340926	0.635753220132593	-3.27590473387598	0.00252251279775169	0.0715279035883405	5.79978069904889	edgeR-QL	stacked	IFN
SLAMF7	-1.77020704160249	1.00675591990198	-1.75832791902017	0.0881843156059971	0.386815834009543	2.95912460834342	edgeR-QL	stacked	IFN
SLC25A28	0.136779054019474	0.222769168844548	0.613994543001236	0.543476914099161	0.821752729862484	3.61399275305503	edgeR-QL	stacked	IFN
SLC39A9	0.63170217241549	0.210004691602337	3.00803838045522	0.00503433213700014	0.103165734027635	4.16887269634877	edgeR-QL	stacked	TJ
SLC9A3R1	-0.20775953831435	0.360005980801608	-0.577100241089722	0.567864049171927	0.832082842562217	5.86078072775439	edgeR-QL	stacked	TJ
SNAI1	-0.18204268434571	0.54179461526108	-0.335999434505245	0.739048688848011	0.914706512037889	3.49334845072586	edgeR-QL	stacked	TJ
SNAI2	-1.9052881069247	0.896108814017027	-2.12617940714563	0.0412408736870746	0.280295414083891	2.76796370430152	edgeR-QL	stacked	TJ
SOCS1	-0.220824895293157	0.486298258937167	-0.454093534646375	0.652804428018051	0.879382935430204	5.50251289196483	edgeR-QL	stacked	IFN
SOCS3	-0.26853507658664	0.39339364693644	-0.682611624966143	0.499721939306485	0.796380813745127	7.12346155608873	edgeR-QL	stacked	IFN
SOD2	-1.35060984485429	0.460550107423926	-2.93260130240527	0.00614167459332353	0.112441251767888	7.62914560158662	edgeR-QL	stacked	IFN
SP110	-0.562421138309668	0.221835869634988	-2.53530296626548	0.0162165450585296	0.18057382091201	4.29492999895926	edgeR-QL	stacked	IFN
SPPL2A	0.148043222007373	0.224807707177632	0.658532680511687	0.514816717193167	0.804536580506318	5.38327411171597	edgeR-QL	stacked	IFN
SRC	0.628165135818561	0.338149550111896	1.8576548027661	0.0722634640937698	0.357715129330225	3.58263761175206	edgeR-QL	stacked	TJ
SRF	-0.0526780014826123	0.221841498428388	-0.237457832983476	0.813786511269369	0.941592231154622	4.28062103252674	edgeR-QL	stacked	TJ
SRI	-0.403680644642349	0.219089854397943	-1.84253463379972	0.0745007015066068	0.361168961415045	7.78956735746602	edgeR-QL	stacked	IFN
SSPN	-1.45128046162998	0.756972391875712	-1.9172171630115	0.0641094684067088	0.345065123615098	3.86548387462253	edgeR-QL	stacked	IFN
ST3GAL5	1.47354633786516	0.441687253492296	3.33617582625318	0.00214931641820719	0.0661402039476823	4.8822621979448	edgeR-QL	stacked	IFN
ST8SIA4	0.0351568594183992	0.656059847268998	0.053587884649164	0.957594256654852	0.989576404568769	3.60103471384755	edgeR-QL	stacked	IFN
STAT1	-1.1037370831377	0.255390048795391	-4.3217701251233	0.000136333343246132	0.0147977338871671	6.32655063419525	edgeR-QL	stacked	IFN
STAT2	-0.833281871060911	0.238676987261942	-3.49125351639539	0.00140201117240319	0.0507709597243819	4.81801836253689	edgeR-QL	stacked	IFN
STAT3	0.062239693343508	0.197509985930853	0.315121754731418	0.754675984396801	0.919257170604415	6.85799903751832	edgeR-QL	stacked	IFN
STAT4	-1.80179882203269	0.565306102188387	-3.18729766945315	0.0031601158699321	0.0806093991675357	2.0824783072038	edgeR-QL	stacked	IFN
STK11	0.488274540338336	0.28960050480777	1.68602793238375	0.101332543793662	0.408842387118908	4.15557583194667	edgeR-QL	stacked	TJ
STRN	0.459856757065362	0.182678972129733	2.51729441929849	0.0169237813205361	0.184131142855256	4.01800961241337	edgeR-QL	stacked	TJ
SYMPK	-0.282522061310523	0.238455735859263	-1.18479876482094	0.244656242953238	0.60595333520811	4.65792665564598	edgeR-QL	stacked	TJ
SYNPO	-0.386170092028073	0.687929029956931	-0.561351644154703	0.578439980644185	0.838227636226754	3.67336524569991	edgeR-QL	stacked	TJ
TAP1	-1.71749295741825	0.376345575573111	-4.56360608146596	6.88938632335648e-05	0.00965543533800984	6.35284431762628	edgeR-QL	stacked	IFN|MHC-I/APM
TAP2	-1.50747884918367	0.380040614840693	-3.96662564556576	0.00037996301757223	0.0261557239537647	5.09563072857755	edgeR-QL	stacked	MHC-I/APM
TAPBP	-0.376755971348216	0.209775902870068	-1.79599261017874	0.0817621960143835	0.375348816266332	6.9458054528674	edgeR-QL	stacked	IFN|MHC-I/APM
TAPBPL	-0.618394334895618	0.342465717552083	-1.80571164703974	0.080198042297724	0.372014325808006	4.09408455158887	edgeR-QL	stacked	MHC-I/APM
TBCD	0.830693411073787	0.18825019502522	4.41270943152276	0.000104902064794206	0.0122987584234208	4.66851349884646	edgeR-QL	stacked	TJ
TDRD7	0.124793913512195	0.266035775572982	0.46908696111798	0.642127169145608	0.874461684150204	2.30102748787757	edgeR-QL	stacked	IFN
TGFB3	-0.638411136800203	0.808428469321172	-0.789694031107378	0.435472611475434	0.756246865525055	1.96291572759294	edgeR-QL	stacked	TJ
TGFBR1	-0.23158967371714	0.329584686231042	-0.702671220454684	0.487244484623154	0.787539803262558	3.52305495729711	edgeR-QL	stacked	TJ
TIAM1	-0.0647484706931266	0.616419072366906	-0.105039693928527	0.916994997019419	0.978245518903971	3.07195404248408	edgeR-QL	stacked	TJ
TJAP1	0.0169847217519986	0.231326219909333	0.0734232451412368	0.941917639779615	0.986220372769277	3.71789442874807	edgeR-QL	stacked	TJ
TJP1	0.181387633878147	0.278778393822395	0.650651692877266	0.519827659790632	0.808142121105084	5.55174380745777	edgeR-QL	stacked	TJ
TJP2	0.341598232039008	0.19727830253077	1.7315550045638	0.092800334858788	0.395856008492519	4.79071386808274	edgeR-QL	stacked	TJ
TJP3	0.164583585916127	0.452128269052662	0.364019675790184	0.718220271337104	0.905819310058506	4.06046711120995	edgeR-QL	stacked	TJ
TMEM140	-1.83332348548926	0.472666075979613	-3.878686410252	0.000480595212951904	0.0288303023144844	2.5389068022568	edgeR-QL	stacked	IFN
TNF	-0.953816391367339	0.548315569804983	-1.73953913383597	0.0914709664573643	0.393256236694396	3.18254198116132	edgeR-QL	stacked	TJ
TNFAIP2	0.418329600414685	0.644471184298317	0.649105205332262	0.520868849053708	0.808216984568357	5.29276493734897	edgeR-QL	stacked	IFN
TNFAIP3	-1.53861285957147	0.534657903668522	-2.87775201491341	0.00705295611458117	0.119930516687887	6.43263834802647	edgeR-QL	stacked	IFN
TNFSF10	-1.05984341943857	0.486227984687391	-2.17972525814196	0.0366924203508833	0.265671425972874	6.1549612271096	edgeR-QL	stacked	IFN
TOR1B	0.12076252544942	0.198149430331837	0.609451792251844	0.546446252836468	0.822825087919828	3.23390953295834	edgeR-QL	stacked	IFN
TRAFD1	0.0926572379985732	0.199142464123248	0.46528116645794	0.644821016828014	0.875819950611788	3.93803334526821	edgeR-QL	stacked	IFN
TRIM14	0.374470041375992	0.32312561204947	1.15889928687752	0.254909643166986	0.616120167267162	3.56684824352585	edgeR-QL	stacked	IFN
TRIM21	-0.183667759003149	0.361698353578334	-0.507792632136965	0.615014795838226	0.859371465236706	2.60481105597867	edgeR-QL	stacked	IFN
TRIM25	-0.256727248073467	0.236428370825171	-1.08585635123843	0.285500873354466	0.643342342787917	4.31342651334189	edgeR-QL	stacked	IFN
TRIM26	-0.0234188617415875	0.201858150384051	-0.116016428848829	0.908350708202466	0.974981348353579	4.17506533105182	edgeR-QL	stacked	IFN
TRIM5	0.14117659885428	0.453303029992175	0.311439786442011	0.757459298847912	0.92034890192851	3.30384198128623	edgeR-QL	stacked	IFN
TUBA1A	0.322877068428027	0.758515561565092	0.425669669534287	0.67317731382054	0.888185326705656	8.36612418765841	edgeR-QL	stacked	TJ
TUBA1B	-0.113781122913477	0.281055412629182	-0.404835195483664	0.688240851115802	0.892727911465366	9.55057191593626	edgeR-QL	stacked	TJ
TUBA1C	-0.737165126590357	0.22651612013613	-3.25436055565203	0.00264764395593022	0.0732034529584063	7.71344410901696	edgeR-QL	stacked	TJ
TUBA4A	-0.0357142750472986	0.432203821019532	-0.082632946101799	0.934654413783328	0.983112340636701	6.24887192174771	edgeR-QL	stacked	TJ
TXNIP	0.0775678353577805	0.343449574375851	0.225849269135779	0.822729338641573	0.945019580733039	7.76652565983807	edgeR-QL	stacked	IFN
UBA7	-0.523649140162414	0.385852894569251	-1.35712119186508	0.184058052101162	0.535225390821844	3.39558831539175	edgeR-QL	stacked	IFN
UBE2L6	-0.945484691133451	0.273055707050091	-3.46260732415311	0.00151531713331723	0.0533245695766845	6.28046370236454	edgeR-QL	stacked	IFN
UPP1	-1.04918102339264	0.409183045427544	-2.56408723459297	0.0152029106446527	0.175258801982904	6.58806814030956	edgeR-QL	stacked	IFN
