gene	family	method	k	logFC	se	p_z	p_t	fdr_kge2	fdr_kge3	tau2	I2	max_weight_share	dominant_cohort
IFITM2	IFN	edgeR-QL	4	-0.300294988984468	0.322072240017507	0.351138133724383	0.419916549684626	0.909018311673697	0.872933715610992	0.00324339570050756	0.00618983533173198	0.591668624598744	GSE189357
IFITM3	IFN	edgeR-QL	4	-0.622499231188638	0.263971752567854	0.0183636004770911	0.0995618919389642	0.909018311673697	0.853828235683129	0	0	0.454329249546435	GSE189357
IFNAR2	IFN	edgeR-QL	4	-0.142807966335382	0.331713770886508	0.666820592302121	0.695875954883513	0.950392527826623	0.940554306650174	0.217581456213734	0.505823211899797	0.327060646956794	GSE189357
IKBKB	TJ	edgeR-QL	4	0.265210602705422	0.430488180991356	0.537848705707595	0.581438399324233	0.92987017727141	0.912895857534972	0.500679575092346	0.683524121623632	0.288909103238813	GSE189357
IL10RA	IFN	edgeR-QL	4	-1.95064637835203	0.478478728304247	4.56661753784721e-05	0.0266458869637284	0.909018311673697	0.853828235683129	0.321593448348624	0.353155487627264	0.300899282259587	GSE123902
IL15	IFN|chemokine	edgeR-QL	4	-0.642586930479754	0.405655950495643	0.113178065853708	0.211345712574398	0.909018311673697	0.853828235683129	0.181710879023751	0.273853814514169	0.355292177612857	GSE189357
IL15RA	IFN	edgeR-QL	4	-1.74141322266628	0.677720134834685	0.0101840475150794	0.0825277975668952	0.909018311673697	0.853828235683129	1.33195907908104	0.747873188102399	0.287110964053382	GSE189357
IL18BP	IFN	edgeR-QL	4	-1.31877345833812	0.400050202332187	0.000978906747631465	0.0458529859031315	0.909018311673697	0.853828235683129	0	0	0.334136792313587	GSE131907
IL2RB	IFN	edgeR-QL	3	-2.31097268960538	1.36037558050472	0.0893614939501884	0.231460050974078	0.909018311673697	0.853828235683129	4.3764524941718	0.798410769246375	0.381928210405299	GSE189357
IL4R	IFN	edgeR-QL	4	-0.750342038507511	0.247949444789046	0.00247656930071723	0.0564812246308854	0.909018311673697	0.853828235683129	0.0365468933953692	0.131242912175865	0.517159322634712	GSE189357
IL6	IFN	edgeR-QL	3	-1.73783544999842	0.519854484659369	0.000828997868712002	0.0790227057777098	0.909018311673697	0.853828235683129	0	0	0.638692024498896	GSE189357
IL7	IFN|chemokine	edgeR-QL	3	-0.466151462136349	0.428801387914034	0.276991099543211	0.390554538430602	0.909018311673697	0.868900549046168	0	0	0.655595400417449	GSE189357
ILDR1	TJ	edgeR-QL	4	0.76993778409581	0.371067565722918	0.0379933825628322	0.129629765671248	0.909018311673697	0.853828235683129	0.134329436341484	0.243125787636912	0.294435464411764	GSE189357
IRF1	IFN|MHC-I/APM	edgeR-QL	4	-0.655725890288332	0.268594995001546	0.0146337482262531	0.0923915177488802	0.909018311673697	0.853828235683129	0	0	0.384189412971531	GSE189357
IRF2	IFN	edgeR-QL	4	-0.0856964630144153	0.199326839149256	0.667247017837241	0.696258289332084	0.950392527826623	0.940554306650174	0.0266164659327601	0.166476894159139	0.308238016401671	GSE189357
IRF4	IFN	edgeR-QL	3	-2.41325442115516	1.86426657115619	0.195499926860123	0.324809297282555	0.909018311673697	0.859365212451985	9.36887218590784	0.912540799406892	0.360693016789483	GSE189357
IRF5	IFN	edgeR-QL	3	-0.265969255924284	1.120081126843	0.812303554269816	0.834411664517516	0.968138441789095	0.964508551706646	3.00129294836178	0.798238349169963	0.340658478814402	GSE189357
IRF7	IFN	edgeR-QL	4	0.201884498823531	0.426347825841619	0.635841773320911	0.668167432167877	0.947331492411142	0.934486456041104	0.429211242421677	0.600779428016155	0.292104800218026	GSE131907
IRF8	IFN	edgeR-QL	3	-1.59141255173281	0.775295770477889	0.0401063231914314	0.176523190686282	0.909018311673697	0.853828235683129	0.96222976428037	0.538317460890619	0.481392285953085	GSE189357
IRF9	IFN	edgeR-QL	4	-0.621655469438654	0.301438335595272	0.0391794387275023	0.131206637703546	0.909018311673697	0.853828235683129	0	0	0.302148587450753	GSE189357
ISG15	IFN	edgeR-QL	4	-0.90297301072753	0.642432171468985	0.159856648781483	0.254518443034335	0.909018311673697	0.853828235683129	0.936931708339314	0.578024320649446	0.325575545048957	GSE189357
ISG20	IFN	edgeR-QL	4	-0.647170446470954	0.914644634244292	0.479215491458716	0.530230392855935	0.922304833678184	0.900675610648358	2.79520107292117	0.862346528442913	0.274139283011164	GSE131907
ISOC1	IFN	edgeR-QL	4	0.427860985122209	0.181988840393186	0.0187215902520224	0.100212151271861	0.909018311673697	0.853828235683129	0	0	0.451226521315012	GSE189357
ITGB1	TJ	edgeR-QL	4	-0.758284243740126	0.247042945696061	0.00214458315215736	0.0545862433232629	0.909018311673697	0.853828235683129	0	0	0.404246106252601	GSE189357
ITGB7	IFN	edgeR-QL	2	-2.10911868373045	1.1390242471587	0.0640704926568999	0.315235031515712	0.909018311673697	NA	1.52626842202171	0.576061102035071	0.571867647645506	GSE189357
JAK2	IFN	edgeR-QL	3	-0.82290343538987	0.38573786068524	0.0328982418659641	0.166509619395134	0.909018311673697	0.853828235683129	0.160086044154999	0.355982598425729	0.409559471428532	GSE189357
JAM2	TJ	edgeR-QL	2	-2.37245610057548	0.785842409467932	0.00253612804292062	0.203630214970048	0.909018311673697	NA	0	0	0.692542325719633	GSE189357
JAM3	TJ	edgeR-QL	2	2.18677746519243	4.44146819178309	0.622468660877754	0.708738410606278	0.952629301285168	NA	37.5138886746986	0.949851650662487	0.516147575589891	GSE189357
JUN	TJ	edgeR-QL	4	0.442539599131456	0.251705353464131	0.0787194005122335	0.176962538355803	0.909018311673697	0.853828235683129	0.0401299253803919	0.15692523219961	0.294436596791877	GSE205335
KLRK1	IFN	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
KRT10	keratin	edgeR-QL	4	0.290429155751106	0.206226294528075	0.159041300995901	0.253784834933294	0.909018311673697	0.853828235683129	0	0	0.400647101206262	GSE189357
KRT13	keratin	edgeR-QL	2	-3.16836819303212	5.1260182705037	0.536512469832332	0.6475553393827	0.944247515591981	NA	48.7964789935209	0.923543697648823	0.536658074974033	GSE189357
KRT15	keratin	edgeR-QL	4	0.662843106704741	0.66402720154025	0.318174242790329	0.391740224788726	0.909018311673697	0.868900549046168	0.960976128145398	0.591073214885823	0.375836227474475	GSE189357
KRT16	keratin	edgeR-QL	4	-2.24992828070104	1.55642942350846	0.148297738133338	0.244062968040706	0.909018311673697	0.853828235683129	7.63032474584653	0.828869505898573	0.30883563232834	GSE189357
KRT17	keratin	edgeR-QL	4	-1.62417689148267	1.07483321878515	0.130763824491102	0.227937108947829	0.909018311673697	0.853828235683129	3.14584672712708	0.767304155915354	0.341027842121818	GSE189357
KRT18	keratin	edgeR-QL	4	0.377338889320313	0.312908038512885	0.227852247906047	0.314285072545971	0.909018311673697	0.859166561344228	0	0	0.470612334367271	GSE189357
KRT19	keratin	edgeR-QL	4	-0.448402940154822	0.676946162158194	0.507720769636929	0.555062626156753	0.926033998640579	0.90717496886977	1.12384850672928	0.655914301595603	0.356716772352843	GSE189357
KRT4	keratin	edgeR-QL	2	-1.45712489196295	1.82845251570559	0.425499237522246	0.571645143924826	0.927731354912935	NA	5.2237860369123	0.735225530672482	0.621353766696603	GSE189357
KRT5	keratin	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
KRT6A	keratin	edgeR-QL	2	-3.62287836601356	4.95901390197513	0.465045343531789	0.598327451455415	0.931683057231354	NA	45.1369144423496	0.917475168740678	0.508202723217779	GSE131907
KRT6B	keratin	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
KRT7	keratin	edgeR-QL	4	0.214974231221178	0.44716297078439	0.630693184031012	0.663575446901176	0.945936256440942	0.932868543244081	0.232536871827692	0.269504031261413	0.519099774896698	GSE189357
KRT8	keratin	edgeR-QL	4	0.171275934894707	0.316951832229181	0.588931726303649	0.626471195051258	0.938703055745042	0.925014209930785	0	0	0.434076518675638	GSE189357
LAMP3	IFN	edgeR-QL	4	0.770647771366989	0.749365771202231	0.303761700839303	0.379424856106041	0.909018311673697	0.86622095405978	1.40491482590338	0.639657912255477	0.319107062301696	GSE189357
LAP3	IFN	edgeR-QL	4	-0.67918359930211	0.201470973428942	0.000748621998928749	0.043374781958853	0.909018311673697	0.853828235683129	0	0	0.392773341716928	GSE131907
LATS2	IFN	edgeR-QL	4	-0.571768221009471	0.342876428551173	0.0954024068548707	0.193993696649489	0.909018311673697	0.853828235683129	0	0	0.615132525640338	GSE189357
LCP2	IFN	edgeR-QL	4	-1.87303916033943	0.734540432102645	0.0107739301073048	0.0839467794567571	0.909018311673697	0.853828235683129	1.5151511215061	0.753924016482884	0.324978069848739	GSE189357
LGALS3BP	IFN	edgeR-QL	4	0.880603791936338	0.362517668888477	0.0151349607772422	0.0934023600891501	0.909018311673697	0.853828235683129	0.203636866120679	0.388617214255296	0.411641940433308	GSE189357
LLGL1	TJ	edgeR-QL	3	-0.227311108740694	0.413189885278442	0.582225302903481	0.637459166193978	0.942364656339246	0.929332571073448	0	0	0.430834024668064	GSE205335
LLGL2	TJ	edgeR-QL	4	0.569649762149364	0.20149253410813	0.00469642182006506	0.0663454390694701	0.909018311673697	0.853828235683129	0	0	0.555248517512374	GSE189357
LPAR6	IFN	edgeR-QL	4	-1.13902358430057	0.391227676534096	0.00359803268798392	0.0619258276076644	0.909018311673697	0.853828235683129	0	0	0.395958820868207	GSE123902
LSR	TJ	edgeR-QL	4	0.265994557412738	0.279491703069763	0.341244968199699	0.41145659129664	0.909018311673697	0.870886813515923	0	0	0.38509963164592	GSE189357
LY6E	IFN	edgeR-QL	4	-0.388085099572808	0.63649502304848	0.542045894091613	0.58512365361859	0.930391885477015	0.914186156196477	1.09742090463707	0.688936128472074	0.301732681808696	GSE189357
LYSMD2	IFN	edgeR-QL	4	0.132168601732878	0.264260760639556	0.616973239043152	0.651357374900511	0.944247515591981	0.931562322821687	0	0	0.384500015282271	GSE189357
MAGI1	TJ	edgeR-QL	4	0.607021051293658	0.409098251772648	0.137861296079721	0.234507985909163	0.909018311673697	0.853828235683129	0.384029634105702	0.580153674131849	0.284081689966239	GSE189357
MAP2K7	TJ	edgeR-QL	4	0.411161679842752	0.170671403567261	0.0159926340078066	0.0950952212278577	0.909018311673697	0.853828235683129	0	0	0.406472713255961	GSE131907
MAP3K1	TJ	edgeR-QL	4	0.27011780350985	0.263070608166021	0.304520193897952	0.38007306504587	0.909018311673697	0.866242089020168	0.081388449755092	0.293809476154548	0.305526315540269	GSE189357
MAP3K5	TJ	edgeR-QL	4	0.0518933027877729	0.299066415178833	0.862244552374661	0.873292065721442	0.97442037575509	0.972343502450066	0	0	0.292569255697278	GSE189357
MAPK10	TJ	edgeR-QL	2	-0.00953684398737689	0.786183749515053	0.990321456063401	0.992277828588639	0.998604651811429	NA	0.685675596447412	0.440571220318982	0.726779892958414	GSE189357
MAPK8	TJ	edgeR-QL	4	0.281281258690068	0.283757557904138	0.321552202104475	0.394626495324001	0.909018311673697	0.869323311656903	0.142900941462625	0.446345795809544	0.309964536644222	GSE189357
MAPK9	TJ	edgeR-QL	4	0.336242381601993	0.291205275208046	0.248230672655092	0.331856537934653	0.909018311673697	0.860170407605519	0.16948087836129	0.501485706781958	0.291458739705949	GSE189357
MARVELD2	TJ	edgeR-QL	4	0.695369981111858	0.304181081757979	0.0222519453113576	0.106342779665127	0.909018311673697	0.853828235683129	0.158970327061199	0.43105443134045	0.306837560890778	GSE205335
MARVELD3	TJ	edgeR-QL	4	0.661773901702346	0.355182784835618	0.0624351873606909	0.159324695367613	0.909018311673697	0.853828235683129	0.170512139086422	0.337517657278833	0.362869251159172	GSE189357
METTL7B	IFN	edgeR-QL	4	0.329615174013011	0.459624607905822	0.473287739864444	0.525081059416895	0.922105624885426	0.899463738962739	0	0	0.453861983309111	GSE131907
MICALL2	TJ	edgeR-QL	4	0.853903089497994	0.262643750808638	0.00114925562286651	0.0474469871463267	0.909018311673697	0.853828235683129	0	0	0.550026003157616	GSE189357
MOV10	IFN	edgeR-QL	4	-0.0756486325514611	0.289256705479048	0.793685613329355	0.810613031631827	0.966827619905195	0.9640436882174	0.115571587283354	0.346951195633466	0.36628460562145	GSE205335
MPDZ	TJ	edgeR-QL	4	-0.661237790963762	0.57954159821707	0.253883690170509	0.336715686419457	0.909018311673697	0.860170407605519	0.787366774946063	0.604360090048609	0.320272428673919	GSE189357
MPP7	TJ	edgeR-QL	4	0.610218905063692	0.696611558123484	0.381040038437566	0.445522315328232	0.909018311673697	0.875731383750189	1.52747229706606	0.810760767314595	0.298747234776866	GSE189357
MSN	TJ	edgeR-QL	4	-0.0796828330782065	0.290479505144936	0.78384269670352	0.801647383842977	0.964818879984443	0.961348639742179	0.0516577285942515	0.126702009713507	0.580336375037409	GSE189357
MT2A	IFN	edgeR-QL	4	-1.11426471289939	1.14957606990481	0.332403934605232	0.403899581963651	0.909018311673697	0.870886813515923	4.26542031270417	0.823210581791948	0.282278292516911	GSE205335
MTHFD2	IFN	edgeR-QL	4	-0.779252984391205	0.305183267021524	0.0106678883472883	0.0836947078406622	0.909018311673697	0.853828235683129	0.076937894054147	0.195688470971381	0.450965964028342	GSE189357
MVB12A	IFN	edgeR-QL	4	-0.000944834154799269	0.30536217203948	0.99753123519946	0.997725484423062	0.998912006510169	0.998905028147257	0.257135580231895	0.703453328412435	0.285533553865603	GSE131907
MVP	IFN	edgeR-QL	4	-0.0868198680914093	0.280039769191144	0.756540482416155	0.776829215900761	0.961820919049098	0.956991602630863	0.058499922822146	0.178936025730806	0.39266342973873	GSE189357
MX1	IFN	edgeR-QL	4	-0.724249968325588	0.44115848942604	0.100652155840277	0.199191268439138	0.909018311673697	0.853828235683129	0.321955889079156	0.411484827968484	0.428305729840459	GSE189357
MX2	IFN	edgeR-QL	4	-0.634396133875903	0.608703755450119	0.297315094674494	0.373914869530027	0.909018311673697	0.865576532670337	0.947610788197251	0.683250755082003	0.324325329449497	GSE189357
MYD88	IFN	edgeR-QL	4	-0.482426856871555	0.366619547753098	0.188214756191	0.279733382295467	0.909018311673697	0.853918811757095	0.374385456187339	0.703471932748364	0.286679295868766	GSE189357
MYH10	TJ	edgeR-QL	4	0.628474458022177	0.400368361490833	0.116475479812518	0.214494750889387	0.909018311673697	0.853828235683129	0	0	0.343898931936514	GSE189357
MYH11	TJ	edgeR-QL	3	-2.37783776608297	1.19526730228324	0.0466595615151503	0.184956680501346	0.909018311673697	0.853828235683129	2.70216820112057	0.631844010940127	0.371131494110566	GSE205335
MYH14	TJ	edgeR-QL	4	0.464213168701936	0.301756505295217	0.123958162058148	0.221572982052921	0.909018311673697	0.853828235683129	0.0988211580173319	0.260261183537167	0.457160650653367	GSE189357
MYH9	TJ	edgeR-QL	4	-0.575713747000282	0.410191178621857	0.160460216681575	0.255061144843224	0.909018311673697	0.853828235683129	0.458512721556855	0.690038819341292	0.281476535414419	GSE189357
MYL12A	TJ	edgeR-QL	4	-0.307894477846171	0.212734738949464	0.147808326215335	0.243617485214952	0.909018311673697	0.853828235683129	0	0	0.396293841802795	GSE131907
MYL12B	TJ	edgeR-QL	4	-0.182055645036369	0.217590648749007	0.402767551826238	0.464174207474904	0.912430299791093	0.881184990302209	0.0251684931252703	0.131946639822051	0.296208572095799	GSE189357
MYL6	TJ	edgeR-QL	4	-0.304490558410065	0.185323160731969	0.100377791828627	0.198921273464912	0.909018311673697	0.853828235683129	0	0	0.330954135704321	GSE131907
MYL6B	TJ	edgeR-QL	4	0.150916637655897	0.442059540002635	0.732806713755582	0.755319950861777	0.957993369361083	0.951410704973241	0.622805083153269	0.803132280704444	0.265103958694631	GSE131907
MYL9	TJ	edgeR-QL	4	-1.97130109994911	0.571954728304573	0.000567681321708648	0.0410380332485591	0.909018311673697	0.853828235683129	0.402620755605977	0.29956450979853	0.43193482957638	GSE189357
MYO1C	TJ	edgeR-QL	4	-0.168184889271876	0.22700503645382	0.458762469068628	0.512483792703206	0.91855579726591	0.894714746913447	0	0	0.363198794619961	GSE189357
NAMPT	IFN	edgeR-QL	4	-0.226892558326436	0.402171940616213	0.572639771451131	0.612066194405372	0.934488091991645	0.919961561976431	0.24582314913763	0.381401188087117	0.358710817036711	GSE189357
NCOA3	IFN	edgeR-QL	4	-0.427073059688713	0.194870230763518	0.0284100849858119	0.116082906715074	0.909018311673697	0.853828235683129	0	0	0.325078595306311	GSE131907
NCOA7	IFN	edgeR-QL	4	0.447248606509694	0.406726500821103	0.271493424883825	0.351821384078219	0.909018311673697	0.860927622214936	0.34960825884514	0.554465480005937	0.335072123713047	GSE189357
NEDD4	TJ	edgeR-QL	3	-0.156984423549938	0.506278378919993	0.75650368994443	0.785831129963276	0.962044674755944	0.95800531636497	0.376558524757824	0.489498196044659	0.398334611553924	GSE189357
NEDD4L	TJ	edgeR-QL	4	0.836757182947224	0.534371591694424	0.117378730722523	0.21535404542249	0.909018311673697	0.853828235683129	0.79939264665221	0.737604764438583	0.315490708393433	GSE189357
NF2	TJ	edgeR-QL	4	0.0327794511092418	0.210389615185577	0.876187864137352	0.886081358818725	0.976483899854746	0.974525101127533	0	0	0.397267983403874	GSE189357
NFKB1	IFN	edgeR-QL	4	-0.354751179280542	0.437490971673635	0.417436555708234	0.476793891577082	0.913611458551049	0.884504518625862	0.580754796020685	0.776508748708851	0.286896841101953	GSE189357
NFKBIA	IFN	edgeR-QL	4	0.599026886232684	0.398690165232236	0.132971320715008	0.229987689855911	0.909018311673697	0.853828235683129	0.221642678341131	0.350884656160679	0.344716040824348	GSE189357
NLRC5	IFN|MHC-I/APM	edgeR-QL	4	-0.686060203512999	0.35466330538692	0.0530641377372969	0.14852443735692	0.909018311673697	0.853828235683129	0.0913449078682726	0.178486000298484	0.362292778961315	GSE123902
NMI	IFN	edgeR-QL	4	-0.384348001926903	0.236215360178696	0.103714072666515	0.202192797748286	0.909018311673697	0.853828235683129	0.0579725770143092	0.255454868455393	0.385517373364086	GSE189357
NOD1	IFN	edgeR-QL	4	0.423468782560588	0.308702967497756	0.170135742348675	0.263721755187877	0.909018311673697	0.853918811757095	0	0	0.326171043357485	GSE189357
NPHP1	TJ	edgeR-QL	4	-0.329199610192312	0.319755483513788	0.303228123576179	0.378968851340448	0.909018311673697	0.86622095405978	0.147423355017502	0.361645654149376	0.292580053205466	GSE189357
NPHP4	TJ	edgeR-QL	4	0.364048285309616	0.284673998929133	0.200958615647236	0.290911658542763	0.909018311673697	0.855246908601341	0	0	0.406693940387085	GSE189357
NUB1	IFN	edgeR-QL	4	-0.201420866794404	0.227677473016181	0.376331236020268	0.441485689251352	0.909018311673697	0.875731383750189	0.069180121007616	0.332256456093528	0.362383362715007	GSE189357
NUP93	IFN	edgeR-QL	4	0.0296614970291785	0.259177281505706	0.908885187067257	0.916114925350413	0.983367851913803	0.981515046324981	0.0946313439602788	0.352314037736862	0.274974484347825	GSE189357
OAS1	IFN	edgeR-QL	4	-1.27661102905733	0.722316548271013	0.0771638668150847	0.175327308034295	0.909018311673697	0.853828235683129	1.4005338336242	0.690566560576371	0.28825692653492	GSE189357
OAS2	IFN	edgeR-QL	4	-1.38456831532334	0.657455699409313	0.0352087638172017	0.125850785151057	0.909018311673697	0.853828235683129	1.05004046776352	0.628960202412452	0.336084352228034	GSE189357
OAS3	IFN	edgeR-QL	4	-0.350072830744573	0.477928202923803	0.463875670257198	0.516915002245592	0.919779199532379	0.896244172570547	0.605332726890413	0.664642680931475	0.271769510189556	GSE189357
OASL	IFN	edgeR-QL	3	-0.896395259699888	0.893060417574415	0.315506760799428	0.421215128244033	0.909018311673697	0.872933715610992	1.36680260427143	0.574072034377803	0.36660199346487	GSE131907
OCEL1	TJ	edgeR-QL	4	-0.207491843197628	0.197287355603015	0.292926204846003	0.37016270724676	0.909018311673697	0.864722166414129	0	0	0.310998399750878	GSE131907
OCLN	TJ	edgeR-QL	4	0.976701540960764	0.310851891613158	0.00167789006898797	0.0515829513120495	0.909018311673697	0.853828235683129	0.0791844567060987	0.202950776797038	0.342800378679189	GSE131907
OGFR	IFN	edgeR-QL	4	-0.184196737545677	0.187938741636815	0.327042072418111	0.399317484826341	0.909018311673697	0.870886813515923	0	0	0.265851879038616	GSE189357
P2RY14	IFN	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
PAK2	TJ	edgeR-QL	4	-0.419033036756845	0.180909417514997	0.0205441404754955	0.103437178831633	0.909018311673697	0.853828235683129	0	0	0.421824427550607	GSE189357
PARD3	TJ	edgeR-QL	4	-0.136906751683298	0.216619716132197	0.527377552893796	0.572255962677008	0.927731354912935	0.910086517307666	0	0	0.383737767269099	GSE189357
PARD6A	TJ	edgeR-QL	4	0.797453883755172	0.534883314027331	0.135989542825474	0.232781227081134	0.909018311673697	0.853828235683129	0.700962942534571	0.617486773140125	0.276020156169952	GSE189357
PARD6B	TJ	edgeR-QL	4	-0.104305784657203	0.255521346496882	0.683121185515587	0.71050849670824	0.952629301285168	0.943661019637731	0.027055888576076	0.0996672608946625	0.397339122802242	GSE189357
PARD6G	TJ	edgeR-QL	3	-0.592572833305763	0.592065918288592	0.316896344232567	0.42232032800979	0.909018311673697	0.872933715610992	0.402138565809145	0.378406925715827	0.427883894490078	GSE189357
PARP12	IFN	edgeR-QL	4	-0.680209534723759	0.286712873401891	0.0176709586464497	0.0982867251525146	0.909018311673697	0.853828235683129	0.0937527695768409	0.282589678692749	0.364412770560099	GSE189357
PARP14	IFN	edgeR-QL	4	-0.32528024194122	0.321327991776909	0.311394760023662	0.385947531083541	0.909018311673697	0.86839375010682	0.187260988413779	0.456949798915426	0.302087577006193	GSE189357
PARP9	IFN	edgeR-QL	4	-0.39817395479071	0.222845637346984	0.0739746298226864	0.171945062395836	0.909018311673697	0.853828235683129	0	0	0.291382150093093	GSE123902
PATJ	TJ	edgeR-QL	3	0.495570810356935	0.404156135350632	0.220128487972508	0.344906319218574	0.909018311673697	0.860170407605519	0.250368766579488	0.511206700148922	0.374197760714051	GSE205335
PCNA	TJ	edgeR-QL	4	0.676731209346001	0.219271849395978	0.00202687548322603	0.0538708567055387	0.909018311673697	0.853828235683129	0	0	0.541953796721082	GSE189357
PDCD6IP	TJ	edgeR-QL	4	-0.243611098191677	0.181703400167852	0.18001546211915	0.272496555601541	0.909018311673697	0.853918811757095	0	0	0.375186972983097	GSE189357
PDE4B	IFN	edgeR-QL	4	-1.64293239279486	0.372264821093655	1.01786475820119e-05	0.0215875716041484	0.909018311673697	0.853828235683129	0	0	0.621759484907362	GSE189357
PDIA3	MHC-I/APM	edgeR-QL	4	0.277667838601814	0.208835458167204	0.183649761236533	0.275708980841727	0.909018311673697	0.853918811757095	0	0	0.422174514142308	GSE189357
PECAM1	TJ	edgeR-QL	4	-1.9338344030538	0.451104909961568	1.81196882474344e-05	0.0233291526798851	0.909018311673697	0.853828235683129	0	0	0.594963487256953	GSE189357
PELI1	IFN	edgeR-QL	4	0.510460055264032	0.509379399351858	0.316284908004731	0.39012590987395	0.909018311673697	0.868900549046168	0.677672490079821	0.659767352049298	0.280102435624585	GSE131907
PFKP	IFN	edgeR-QL	4	-1.42630327509435	0.356457936634487	6.29893530983883e-05	0.0279842266102079	0.909018311673697	0.853828235683129	0.0600801867166244	0.117261746569241	0.301840788515035	GSE189357
PIM1	IFN	edgeR-QL	4	-0.545238543481666	0.228107704708778	0.016836083044852	0.0967180220548401	0.909018311673697	0.853828235683129	0	0	0.691221247823801	GSE189357
PLA2G4A	IFN	edgeR-QL	3	1.5300982634964	1.65829360754477	0.356166472974733	0.453573832845629	0.910327961812738	0.877111623261747	6.62603332820992	0.815274765236754	0.363338887979522	GSE189357
PLEC	TJ	edgeR-QL	4	-0.264231971430248	0.497956019186675	0.595673018562793	0.632443308071108	0.940178017024195	0.926507285841614	0.532637340269358	0.567012053755781	0.40048515352481	GSE189357
PLSCR1	IFN	edgeR-QL	4	-0.393848942641734	0.242273594085046	0.104026878247314	0.202498260717358	0.909018311673697	0.853828235683129	0	0	0.382663150045316	GSE189357
PML	IFN	edgeR-QL	4	-0.589507788820272	0.267581829591347	0.0275881594164575	0.11483955585612	0.909018311673697	0.853828235683129	0.0694290472802385	0.235482609004213	0.415025457099566	GSE189357
PNP	IFN	edgeR-QL	4	-0.246389337152908	0.245508275648033	0.315576891764477	0.389520954521944	0.909018311673697	0.868900549046168	0	0	0.391275994826288	GSE205335
PNPT1	IFN	edgeR-QL	4	-0.271802855667732	0.184175506386616	0.140002484913179	0.236478202321613	0.909018311673697	0.853828235683129	0	0	0.347350978729567	GSE131907
POF1B	TJ	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
PPP2CA	TJ	edgeR-QL	4	-0.388160810672396	0.177659240581214	0.0288990131177642	0.11681535347386	0.909018311673697	0.853828235683129	0	0	0.333665965942459	GSE189357
PPP2CB	TJ	edgeR-QL	4	0.477861442702729	0.41538215472524	0.249973400046014	0.333355132495257	0.909018311673697	0.860170407605519	0.39665411351804	0.597990774442966	0.345808221322089	GSE189357
PPP2R1A	TJ	edgeR-QL	4	-0.000213043142811159	0.179725227639655	0.999054201812077	0.999128619426668	0.999691243143135	0.999679267533772	0	0	0.35786014135982	GSE189357
PPP2R1B	TJ	edgeR-QL	4	-0.346990862599579	0.227478673168706	0.127164953417811	0.224579935005446	0.909018311673697	0.853828235683129	0	0	0.456703211791406	GSE189357
PPP2R2A	TJ	edgeR-QL	4	-0.256880596778046	0.191088399591136	0.178850615417198	0.271465250005565	0.909018311673697	0.853918811757095	0	0	0.355375817361901	GSE189357
PPP2R2B	TJ	edgeR-QL	2	0.52428165363555	0.891081803605163	0.556287092901529	0.661432438967437	0.945936256440942	NA	0	0	0.581226448401671	GSE189357
PPP2R2C	TJ	edgeR-QL	2	0.810109174052866	0.926319352692145	0.381820810629542	0.542542229182599	0.923204652165822	NA	0	0	0.737575050020659	GSE131907
PPP2R2D	TJ	edgeR-QL	4	0.211311566918909	0.178754013887002	0.237151715497901	0.322315468887337	0.909018311673697	0.859166561344228	0	0	0.383716491911367	GSE189357
PRKAA1	TJ	edgeR-QL	4	0.171097060712956	0.193589301925412	0.376796277836577	0.441884265505685	0.909018311673697	0.875731383750189	0	0	0.378228069791933	GSE189357
PRKAA2	TJ	edgeR-QL	4	1.45616366975934	0.823596919509371	0.0770519086455549	0.175209257508634	0.909018311673697	0.853828235683129	1.90720348242989	0.708426440929995	0.277968809047567	GSE189357
PRKAB1	TJ	edgeR-QL	4	0.670824153633921	0.366719065596212	0.0673608166021539	0.164791450359157	0.909018311673697	0.853828235683129	0.355921056568784	0.672604546989338	0.293063166133788	GSE189357
PRKAB2	TJ	edgeR-QL	4	-0.0491221566732763	0.242738278271431	0.839630019633254	0.852576531261676	0.971967127243676	0.968955843044328	0	0	0.30832364321995	GSE131907
PRKACA	TJ	edgeR-QL	4	0.279858280229065	0.187054657066695	0.134619508299175	0.231514602398278	0.909018311673697	0.853828235683129	0	0	0.404811560550739	GSE189357
PRKACB	TJ	edgeR-QL	4	-0.683326461104946	0.288263171828761	0.0177642752715319	0.0984598714803442	0.909018311673697	0.853828235683129	0	0	0.625682930614829	GSE189357
PRKAG1	TJ	edgeR-QL	4	-0.187820943619357	0.212222741048079	0.376146928903166	0.44132772885296	0.909018311673697	0.875731383750189	0.0311517721681589	0.168623681661762	0.363286538044244	GSE131907
PRKAG2	TJ	edgeR-QL	4	-0.139550069028799	0.250686606730236	0.577751948070088	0.61658198738175	0.936432944929011	0.921755869927678	0.105273992813502	0.421398579610512	0.329609335864453	GSE189357
PRKCE	TJ	edgeR-QL	4	-0.195332043033957	0.517760526510107	0.705977945528236	0.731084877478723	0.953694459613273	0.945718823777769	0.760053665498687	0.729609997810191	0.310687766005862	GSE189357
