set	gene
HALLMARK_DNA_REPAIR	POLR2I
HALLMARK_DNA_REPAIR	POLR2J
HALLMARK_DNA_REPAIR	POLR2K
HALLMARK_DNA_REPAIR	POLR3C
HALLMARK_DNA_REPAIR	POLR3GL
HALLMARK_DNA_REPAIR	POM121
HALLMARK_DNA_REPAIR	PRIM1
HALLMARK_DNA_REPAIR	RAD51
HALLMARK_DNA_REPAIR	RAD52
HALLMARK_DNA_REPAIR	RAE1
HALLMARK_DNA_REPAIR	RALA
HALLMARK_DNA_REPAIR	RBX1
HALLMARK_DNA_REPAIR	REV3L
HALLMARK_DNA_REPAIR	RFC2
HALLMARK_DNA_REPAIR	RFC3
HALLMARK_DNA_REPAIR	RFC4
HALLMARK_DNA_REPAIR	RFC5
HALLMARK_DNA_REPAIR	RNMT
HALLMARK_DNA_REPAIR	RPA2
HALLMARK_DNA_REPAIR	RPA3
HALLMARK_DNA_REPAIR	RRM2B
HALLMARK_DNA_REPAIR	SAC3D1
HALLMARK_DNA_REPAIR	SDCBP
HALLMARK_DNA_REPAIR	SEC61A1
HALLMARK_DNA_REPAIR	SF3A3
HALLMARK_DNA_REPAIR	SMAD5
HALLMARK_DNA_REPAIR	SNAPC4
HALLMARK_DNA_REPAIR	SNAPC5
HALLMARK_DNA_REPAIR	SRSF6
HALLMARK_DNA_REPAIR	SSRP1
HALLMARK_DNA_REPAIR	STX3
HALLMARK_DNA_REPAIR	SUPT4H1
HALLMARK_DNA_REPAIR	SUPT5H
HALLMARK_DNA_REPAIR	SURF1
HALLMARK_DNA_REPAIR	TAF10
HALLMARK_DNA_REPAIR	TAF12
HALLMARK_DNA_REPAIR	TAF13
HALLMARK_DNA_REPAIR	TAF1C
HALLMARK_DNA_REPAIR	TAF6
HALLMARK_DNA_REPAIR	TAF9
HALLMARK_DNA_REPAIR	TARBP2
HALLMARK_DNA_REPAIR	TK2
HALLMARK_DNA_REPAIR	TMED2
HALLMARK_DNA_REPAIR	TP53
HALLMARK_DNA_REPAIR	TSG101
HALLMARK_DNA_REPAIR	TYMS
HALLMARK_DNA_REPAIR	UMPS
HALLMARK_DNA_REPAIR	UPF3B
HALLMARK_DNA_REPAIR	USP11
HALLMARK_DNA_REPAIR	VPS28
HALLMARK_DNA_REPAIR	VPS37B
HALLMARK_DNA_REPAIR	VPS37D
HALLMARK_DNA_REPAIR	XPC
HALLMARK_DNA_REPAIR	ZNF707
HALLMARK_DNA_REPAIR	ZWINT
HALLMARK_INTERFERON_ALPHA_RESPONSE	ADAR
HALLMARK_INTERFERON_ALPHA_RESPONSE	B2M
HALLMARK_INTERFERON_ALPHA_RESPONSE	BATF2
HALLMARK_INTERFERON_ALPHA_RESPONSE	BST2
HALLMARK_INTERFERON_ALPHA_RESPONSE	C1S
HALLMARK_INTERFERON_ALPHA_RESPONSE	CASP1
HALLMARK_INTERFERON_ALPHA_RESPONSE	CASP8
HALLMARK_INTERFERON_ALPHA_RESPONSE	CCRL2
HALLMARK_INTERFERON_ALPHA_RESPONSE	CD47
HALLMARK_INTERFERON_ALPHA_RESPONSE	CD74
HALLMARK_INTERFERON_ALPHA_RESPONSE	CMPK2
HALLMARK_INTERFERON_ALPHA_RESPONSE	CMTR1
HALLMARK_INTERFERON_ALPHA_RESPONSE	CNP
HALLMARK_INTERFERON_ALPHA_RESPONSE	CSF1
HALLMARK_INTERFERON_ALPHA_RESPONSE	CXCL10
HALLMARK_INTERFERON_ALPHA_RESPONSE	CXCL11
HALLMARK_INTERFERON_ALPHA_RESPONSE	DDX60
HALLMARK_INTERFERON_ALPHA_RESPONSE	DHX58
HALLMARK_INTERFERON_ALPHA_RESPONSE	EIF2AK2
HALLMARK_INTERFERON_ALPHA_RESPONSE	ELF1
HALLMARK_INTERFERON_ALPHA_RESPONSE	EPSTI1
HALLMARK_INTERFERON_ALPHA_RESPONSE	GBP2
HALLMARK_INTERFERON_ALPHA_RESPONSE	GBP4
HALLMARK_INTERFERON_ALPHA_RESPONSE	GMPR
HALLMARK_INTERFERON_ALPHA_RESPONSE	HELZ2
HALLMARK_INTERFERON_ALPHA_RESPONSE	HERC6
HALLMARK_INTERFERON_ALPHA_RESPONSE	HLA-C
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFI27
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFI30
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFI35
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFI44
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFI44L
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFIH1
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFIT2
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFIT3
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFITM1
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFITM2
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFITM3
HALLMARK_INTERFERON_ALPHA_RESPONSE	IL15
HALLMARK_INTERFERON_ALPHA_RESPONSE	IL4R
HALLMARK_INTERFERON_ALPHA_RESPONSE	IL7
HALLMARK_INTERFERON_ALPHA_RESPONSE	IRF1
HALLMARK_INTERFERON_ALPHA_RESPONSE	IRF2
HALLMARK_INTERFERON_ALPHA_RESPONSE	IRF7
HALLMARK_INTERFERON_ALPHA_RESPONSE	IRF9
HALLMARK_INTERFERON_ALPHA_RESPONSE	ISG15
HALLMARK_INTERFERON_ALPHA_RESPONSE	ISG20
HALLMARK_INTERFERON_ALPHA_RESPONSE	LAMP3
HALLMARK_INTERFERON_ALPHA_RESPONSE	LAP3
HALLMARK_INTERFERON_ALPHA_RESPONSE	LGALS3BP
HALLMARK_INTERFERON_ALPHA_RESPONSE	LPAR6
HALLMARK_INTERFERON_ALPHA_RESPONSE	LY6E
HALLMARK_INTERFERON_ALPHA_RESPONSE	MOV10
HALLMARK_INTERFERON_ALPHA_RESPONSE	MVB12A
HALLMARK_INTERFERON_ALPHA_RESPONSE	MX1
HALLMARK_INTERFERON_ALPHA_RESPONSE	NCOA7
HALLMARK_INTERFERON_ALPHA_RESPONSE	NMI
HALLMARK_INTERFERON_ALPHA_RESPONSE	NUB1
HALLMARK_INTERFERON_ALPHA_RESPONSE	OAS1
HALLMARK_INTERFERON_ALPHA_RESPONSE	OASL
HALLMARK_INTERFERON_ALPHA_RESPONSE	OGFR
HALLMARK_INTERFERON_ALPHA_RESPONSE	PARP12
HALLMARK_INTERFERON_ALPHA_RESPONSE	PARP14
HALLMARK_INTERFERON_ALPHA_RESPONSE	PARP9
HALLMARK_INTERFERON_ALPHA_RESPONSE	PLSCR1
HALLMARK_INTERFERON_ALPHA_RESPONSE	PNPT1
HALLMARK_INTERFERON_ALPHA_RESPONSE	PROCR
HALLMARK_INTERFERON_ALPHA_RESPONSE	PSMA3
HALLMARK_INTERFERON_ALPHA_RESPONSE	PSMB8
HALLMARK_INTERFERON_ALPHA_RESPONSE	PSMB9
HALLMARK_INTERFERON_ALPHA_RESPONSE	PSME1
HALLMARK_INTERFERON_ALPHA_RESPONSE	PSME2
HALLMARK_INTERFERON_ALPHA_RESPONSE	RIPK2
HALLMARK_INTERFERON_ALPHA_RESPONSE	RNF31
HALLMARK_INTERFERON_ALPHA_RESPONSE	RSAD2
HALLMARK_INTERFERON_ALPHA_RESPONSE	RTP4
HALLMARK_INTERFERON_ALPHA_RESPONSE	SAMD9
HALLMARK_INTERFERON_ALPHA_RESPONSE	SAMD9L
HALLMARK_INTERFERON_ALPHA_RESPONSE	SELL
HALLMARK_INTERFERON_ALPHA_RESPONSE	SLC25A28
HALLMARK_INTERFERON_ALPHA_RESPONSE	SP110
HALLMARK_INTERFERON_ALPHA_RESPONSE	STAT2
HALLMARK_INTERFERON_ALPHA_RESPONSE	TAP1
HALLMARK_INTERFERON_ALPHA_RESPONSE	TDRD7
HALLMARK_INTERFERON_ALPHA_RESPONSE	TENT5A
HALLMARK_INTERFERON_ALPHA_RESPONSE	TMEM140
HALLMARK_INTERFERON_ALPHA_RESPONSE	TRAFD1
HALLMARK_INTERFERON_ALPHA_RESPONSE	TRIM14
HALLMARK_INTERFERON_ALPHA_RESPONSE	TRIM21
HALLMARK_INTERFERON_ALPHA_RESPONSE	TRIM25
HALLMARK_INTERFERON_ALPHA_RESPONSE	TRIM26
HALLMARK_INTERFERON_ALPHA_RESPONSE	TRIM5
HALLMARK_INTERFERON_ALPHA_RESPONSE	TXNIP
HALLMARK_INTERFERON_ALPHA_RESPONSE	UBA7
HALLMARK_INTERFERON_ALPHA_RESPONSE	UBE2L6
HALLMARK_INTERFERON_ALPHA_RESPONSE	USP18
HALLMARK_INTERFERON_ALPHA_RESPONSE	WARS1
HALLMARK_INTERFERON_GAMMA_RESPONSE	ADAR
HALLMARK_INTERFERON_GAMMA_RESPONSE	APOL6
HALLMARK_INTERFERON_GAMMA_RESPONSE	ARID5B
HALLMARK_INTERFERON_GAMMA_RESPONSE	ARL4A
HALLMARK_INTERFERON_GAMMA_RESPONSE	AUTS2
HALLMARK_INTERFERON_GAMMA_RESPONSE	B2M
HALLMARK_INTERFERON_GAMMA_RESPONSE	BANK1
HALLMARK_INTERFERON_GAMMA_RESPONSE	BATF2
HALLMARK_INTERFERON_GAMMA_RESPONSE	BPGM
HALLMARK_INTERFERON_GAMMA_RESPONSE	BST2
HALLMARK_INTERFERON_GAMMA_RESPONSE	BTG1
HALLMARK_INTERFERON_GAMMA_RESPONSE	C1R
HALLMARK_INTERFERON_GAMMA_RESPONSE	C1S
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP1
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP3
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP4
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP7
HALLMARK_INTERFERON_GAMMA_RESPONSE	CASP8
HALLMARK_INTERFERON_GAMMA_RESPONSE	CCL2
HALLMARK_INTERFERON_GAMMA_RESPONSE	CCL5
HALLMARK_INTERFERON_GAMMA_RESPONSE	CCL7
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD274
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD38
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD40
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD69
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD74
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD86
HALLMARK_INTERFERON_GAMMA_RESPONSE	CDKN1A
HALLMARK_INTERFERON_GAMMA_RESPONSE	CFB
HALLMARK_INTERFERON_GAMMA_RESPONSE	CFH
HALLMARK_INTERFERON_GAMMA_RESPONSE	CIITA
HALLMARK_INTERFERON_GAMMA_RESPONSE	CMKLR1
HALLMARK_INTERFERON_GAMMA_RESPONSE	CMPK2
HALLMARK_INTERFERON_GAMMA_RESPONSE	CMTR1
HALLMARK_INTERFERON_GAMMA_RESPONSE	CSF2RB
HALLMARK_INTERFERON_GAMMA_RESPONSE	CXCL10
HALLMARK_INTERFERON_GAMMA_RESPONSE	CXCL11
HALLMARK_INTERFERON_GAMMA_RESPONSE	CXCL9
HALLMARK_INTERFERON_GAMMA_RESPONSE	DDX60
HALLMARK_INTERFERON_GAMMA_RESPONSE	DHX58
HALLMARK_INTERFERON_GAMMA_RESPONSE	EIF2AK2
HALLMARK_INTERFERON_GAMMA_RESPONSE	EIF4E3
HALLMARK_INTERFERON_GAMMA_RESPONSE	EPSTI1
HALLMARK_INTERFERON_GAMMA_RESPONSE	FAS
HALLMARK_INTERFERON_GAMMA_RESPONSE	FCGR1A
HALLMARK_INTERFERON_GAMMA_RESPONSE	FGL2
HALLMARK_INTERFERON_GAMMA_RESPONSE	FPR1
HALLMARK_INTERFERON_GAMMA_RESPONSE	GBP4
HALLMARK_INTERFERON_GAMMA_RESPONSE	GBP6
HALLMARK_INTERFERON_GAMMA_RESPONSE	GCH1
HALLMARK_INTERFERON_GAMMA_RESPONSE	GPR18
HALLMARK_INTERFERON_GAMMA_RESPONSE	GZMA
HALLMARK_INTERFERON_GAMMA_RESPONSE	HELZ2
HALLMARK_INTERFERON_GAMMA_RESPONSE	HERC6
HALLMARK_INTERFERON_GAMMA_RESPONSE	HIF1A
HALLMARK_INTERFERON_GAMMA_RESPONSE	HLA-A
HALLMARK_INTERFERON_GAMMA_RESPONSE	HLA-B
HALLMARK_INTERFERON_GAMMA_RESPONSE	HLA-DMA
HALLMARK_INTERFERON_GAMMA_RESPONSE	HLA-DQA1
HALLMARK_INTERFERON_GAMMA_RESPONSE	HLA-DRB1
HALLMARK_INTERFERON_GAMMA_RESPONSE	HLA-G
HALLMARK_INTERFERON_GAMMA_RESPONSE	ICAM1
HALLMARK_INTERFERON_GAMMA_RESPONSE	IDO1
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFI27
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFI30
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFI35
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFI44
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFI44L
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFIH1
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFIT1
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFIT2
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFIT3
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFITM2
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFITM3
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFNAR2
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL10RA
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL15
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL15RA
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL18BP
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL2RB
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL4R
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL6
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL7
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF1
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF2
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF4
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF5
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF7
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF8
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF9
HALLMARK_INTERFERON_GAMMA_RESPONSE	ISG15
HALLMARK_INTERFERON_GAMMA_RESPONSE	ISG20
HALLMARK_INTERFERON_GAMMA_RESPONSE	ISOC1
HALLMARK_INTERFERON_GAMMA_RESPONSE	ITGB7
HALLMARK_INTERFERON_GAMMA_RESPONSE	JAK2
HALLMARK_INTERFERON_GAMMA_RESPONSE	KLRK1
HALLMARK_INTERFERON_GAMMA_RESPONSE	LAP3
HALLMARK_INTERFERON_GAMMA_RESPONSE	LATS2
HALLMARK_INTERFERON_GAMMA_RESPONSE	LCP2
HALLMARK_INTERFERON_GAMMA_RESPONSE	LGALS3BP
HALLMARK_INTERFERON_GAMMA_RESPONSE	LY6E
HALLMARK_INTERFERON_GAMMA_RESPONSE	LYSMD2
HALLMARK_INTERFERON_GAMMA_RESPONSE	MARCHF1
HALLMARK_INTERFERON_GAMMA_RESPONSE	METTL7B
HALLMARK_INTERFERON_GAMMA_RESPONSE	MT2A
HALLMARK_INTERFERON_GAMMA_RESPONSE	MTHFD2
HALLMARK_INTERFERON_GAMMA_RESPONSE	MVP
HALLMARK_INTERFERON_GAMMA_RESPONSE	MX1
HALLMARK_INTERFERON_GAMMA_RESPONSE	MX2
HALLMARK_INTERFERON_GAMMA_RESPONSE	MYD88
HALLMARK_INTERFERON_GAMMA_RESPONSE	NAMPT
HALLMARK_INTERFERON_GAMMA_RESPONSE	NCOA3
HALLMARK_INTERFERON_GAMMA_RESPONSE	NFKB1
HALLMARK_INTERFERON_GAMMA_RESPONSE	NFKBIA
HALLMARK_INTERFERON_GAMMA_RESPONSE	NLRC5
HALLMARK_INTERFERON_GAMMA_RESPONSE	NMI
HALLMARK_INTERFERON_GAMMA_RESPONSE	NOD1
HALLMARK_INTERFERON_GAMMA_RESPONSE	NUP93
HALLMARK_INTERFERON_GAMMA_RESPONSE	OAS2
HALLMARK_INTERFERON_GAMMA_RESPONSE	OAS3
HALLMARK_INTERFERON_GAMMA_RESPONSE	OASL
HALLMARK_INTERFERON_GAMMA_RESPONSE	OGFR
HALLMARK_INTERFERON_GAMMA_RESPONSE	P2RY14
HALLMARK_INTERFERON_GAMMA_RESPONSE	PARP12
HALLMARK_INTERFERON_GAMMA_RESPONSE	PARP14
HALLMARK_INTERFERON_GAMMA_RESPONSE	PDE4B
HALLMARK_INTERFERON_GAMMA_RESPONSE	PELI1
HALLMARK_INTERFERON_GAMMA_RESPONSE	PFKP
HALLMARK_INTERFERON_GAMMA_RESPONSE	PIM1
HALLMARK_INTERFERON_GAMMA_RESPONSE	PLA2G4A
HALLMARK_INTERFERON_GAMMA_RESPONSE	PLSCR1
HALLMARK_INTERFERON_GAMMA_RESPONSE	PML
HALLMARK_INTERFERON_GAMMA_RESPONSE	PNP
HALLMARK_INTERFERON_GAMMA_RESPONSE	PNPT1
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMA2
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMA3
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMB10
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMB2
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMB8
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMB9
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSME1
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSME2
HALLMARK_INTERFERON_GAMMA_RESPONSE	PTGS2
HALLMARK_INTERFERON_GAMMA_RESPONSE	PTPN1
HALLMARK_INTERFERON_GAMMA_RESPONSE	PTPN2
HALLMARK_INTERFERON_GAMMA_RESPONSE	PTPN6
HALLMARK_INTERFERON_GAMMA_RESPONSE	RAPGEF6
HALLMARK_INTERFERON_GAMMA_RESPONSE	RBCK1
HALLMARK_INTERFERON_GAMMA_RESPONSE	RIGI
HALLMARK_INTERFERON_GAMMA_RESPONSE	RIPK1
HALLMARK_INTERFERON_GAMMA_RESPONSE	RIPK2
HALLMARK_INTERFERON_GAMMA_RESPONSE	RNF213
HALLMARK_INTERFERON_GAMMA_RESPONSE	RNF31
HALLMARK_INTERFERON_GAMMA_RESPONSE	RSAD2
HALLMARK_INTERFERON_GAMMA_RESPONSE	RTP4
HALLMARK_INTERFERON_GAMMA_RESPONSE	SAMD9L
HALLMARK_INTERFERON_GAMMA_RESPONSE	SAMHD1
HALLMARK_INTERFERON_GAMMA_RESPONSE	SECTM1
HALLMARK_INTERFERON_GAMMA_RESPONSE	SELP
HALLMARK_INTERFERON_GAMMA_RESPONSE	SERPING1
HALLMARK_INTERFERON_GAMMA_RESPONSE	SLAMF7
HALLMARK_INTERFERON_GAMMA_RESPONSE	SLC25A28
HALLMARK_INTERFERON_GAMMA_RESPONSE	SOCS1
HALLMARK_INTERFERON_GAMMA_RESPONSE	SOCS3
HALLMARK_INTERFERON_GAMMA_RESPONSE	SOD2
HALLMARK_INTERFERON_GAMMA_RESPONSE	SP110
HALLMARK_INTERFERON_GAMMA_RESPONSE	SPPL2A
HALLMARK_INTERFERON_GAMMA_RESPONSE	SRI
HALLMARK_INTERFERON_GAMMA_RESPONSE	SSPN
HALLMARK_INTERFERON_GAMMA_RESPONSE	ST3GAL5
HALLMARK_INTERFERON_GAMMA_RESPONSE	ST8SIA4
HALLMARK_INTERFERON_GAMMA_RESPONSE	STAT1
HALLMARK_INTERFERON_GAMMA_RESPONSE	STAT2
HALLMARK_INTERFERON_GAMMA_RESPONSE	STAT3
HALLMARK_INTERFERON_GAMMA_RESPONSE	STAT4
HALLMARK_INTERFERON_GAMMA_RESPONSE	TAP1
HALLMARK_INTERFERON_GAMMA_RESPONSE	TAPBP
HALLMARK_INTERFERON_GAMMA_RESPONSE	TDRD7
HALLMARK_INTERFERON_GAMMA_RESPONSE	TNFAIP2
HALLMARK_INTERFERON_GAMMA_RESPONSE	TNFAIP3
HALLMARK_INTERFERON_GAMMA_RESPONSE	TNFAIP6
HALLMARK_INTERFERON_GAMMA_RESPONSE	TNFSF10
HALLMARK_INTERFERON_GAMMA_RESPONSE	TOR1B
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRAFD1
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRIM14
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRIM21
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRIM25
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRIM26
HALLMARK_INTERFERON_GAMMA_RESPONSE	TXNIP
HALLMARK_INTERFERON_GAMMA_RESPONSE	UBE2L6
HALLMARK_INTERFERON_GAMMA_RESPONSE	UPP1
HALLMARK_INTERFERON_GAMMA_RESPONSE	USP18
HALLMARK_INTERFERON_GAMMA_RESPONSE	VAMP5
HALLMARK_INTERFERON_GAMMA_RESPONSE	VAMP8
HALLMARK_INTERFERON_GAMMA_RESPONSE	VCAM1
HALLMARK_INTERFERON_GAMMA_RESPONSE	WARS1
HALLMARK_INTERFERON_GAMMA_RESPONSE	XAF1
HALLMARK_INTERFERON_GAMMA_RESPONSE	XCL1
HALLMARK_INTERFERON_GAMMA_RESPONSE	ZBP1
HALLMARK_INTERFERON_GAMMA_RESPONSE	ZNFX1
