gse	file	size	url
GSE271689	GSE271689_RAW.tar	35M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE271nnn/GSE271689/suppl/GSE271689_RAW.tar
GSE271689	filelist.txt	44K	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE271nnn/GSE271689/suppl/filelist.txt
GSE292098	GSE292098_CD45_0_filter_Greek.xlsx	10M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292098/suppl/GSE292098_CD45_0_filter_Greek.xlsx
GSE292098	GSE292098_CD68_0_filter_Greek.xlsx	10M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292098/suppl/GSE292098_CD68_0_filter_Greek.xlsx
GSE292098	GSE292098_CK_0_filter_Greek.xlsx	12M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292098/suppl/GSE292098_CK_0_filter_Greek.xlsx
GSE292098	GSE292098_Hs_R_NGS_WTA_v1.0.pkc.gz	1.9M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292098/suppl/GSE292098_Hs_R_NGS_WTA_v1.0.pkc.gz
GSE292098	GSE292098_RAW.tar	18M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292098/suppl/GSE292098_RAW.tar
GSE292098	filelist.txt	24K	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292098/suppl/filelist.txt
GSE261345	GSE261345_CAN001.png.gz	405M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN001.png.gz
GSE261345	GSE261345_CAN002.png.gz	138M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN002.png.gz
GSE261345	GSE261345_CAN003.png.gz	186M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN003.png.gz
GSE261345	GSE261345_CAN005.png.gz	108M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN005.png.gz
GSE261345	GSE261345_CAN007.png.gz	136M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN007.png.gz
GSE261345	GSE261345_CAN008.png.gz	176M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN008.png.gz
GSE261345	GSE261345_CAN009.png.gz	108M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN009.png.gz
GSE261345	GSE261345_CAN015.png.gz	94M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN015.png.gz
GSE261345	GSE261345_CAN017.png.gz	34M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN017.png.gz
GSE261345	GSE261345_CAN018.png.gz	6.0M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN018.png.gz
GSE261345	GSE261345_CAN019.png.gz	144M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN019.png.gz
GSE261345	GSE261345_CAN020.png.gz	149M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN020.png.gz
GSE261345	GSE261345_CAN021.png.gz	86M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN021.png.gz
GSE261345	GSE261345_CAN022.png.gz	33M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN022.png.gz
GSE261345	GSE261345_CAN023.png.gz	29M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN023.png.gz
GSE261345	GSE261345_CAN024.png.gz	14M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN024.png.gz
GSE261345	GSE261345_CAN028.png.gz	83M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN028.png.gz
GSE261345	GSE261345_CAN029.png.gz	70M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN029.png.gz
GSE261345	GSE261345_CAN037.png.gz	43M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN037.png.gz
GSE261345	GSE261345_CAN039.png.gz	26M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN039.png.gz
GSE261345	GSE261345_CAN040.png.gz	55M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN040.png.gz
GSE261345	GSE261345_CAN041.png.gz	58M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN041.png.gz
GSE261345	GSE261345_CAN042.png.gz	125M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN042.png.gz
GSE261345	GSE261345_CAN043.png.gz	17M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN043.png.gz
GSE261345	GSE261345_CAN044.png.gz	51M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN044.png.gz
GSE261345	GSE261345_CAN046.png.gz	36M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CAN046.png.gz
GSE261345	GSE261345_CANTABRICO_DSP_normalizedcounts.xlsx	3.9M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CANTABRICO_DSP_normalizedcounts.xlsx
GSE261345	GSE261345_CANTABRICO_DSP_rawcounts.xlsx	3.9M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_CANTABRICO_DSP_rawcounts.xlsx
GSE261345	GSE261345_GeoMx_Hs_CTA_v1.0.pkc.gz	558K	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_GeoMx_Hs_CTA_v1.0.pkc.gz
GSE261345	GSE261345_RAW.tar	4.2M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_RAW.tar
GSE261345	GSE261345_Zugazagoitia_SQ-48831_v1.0.pkc.gz	3.0K	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/GSE261345_Zugazagoitia_SQ-48831_v1.0.pkc.gz
GSE261345	filelist.txt	9.2K	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261345/suppl/filelist.txt
GSE261348	GSE261348_GeoMx_Hs_CTA_v1.0.pkc.gz	558K	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_GeoMx_Hs_CTA_v1.0.pkc.gz
GSE261348	GSE261348_IMF002.png.gz	3.5M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF002.png.gz
GSE261348	GSE261348_IMF003.png.gz	16M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF003.png.gz
GSE261348	GSE261348_IMF004.png.gz	43M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF004.png.gz
GSE261348	GSE261348_IMF005.png.gz	97M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF005.png.gz
GSE261348	GSE261348_IMF006.png.gz	192M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF006.png.gz
GSE261348	GSE261348_IMF007.png.gz	166M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF007.png.gz
GSE261348	GSE261348_IMF008.png.gz	254M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF008.png.gz
GSE261348	GSE261348_IMF009.png.gz	128M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF009.png.gz
GSE261348	GSE261348_IMF010.png.gz	94M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF010.png.gz
GSE261348	GSE261348_IMF011.png.gz	75M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF011.png.gz
GSE261348	GSE261348_IMF012.png.gz	96M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF012.png.gz
GSE261348	GSE261348_IMF013.png.gz	52M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF013.png.gz
GSE261348	GSE261348_IMF016.png.gz	72M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF016.png.gz
GSE261348	GSE261348_IMF018.png.gz	48M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF018.png.gz
GSE261348	GSE261348_IMF019.png.gz	173M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF019.png.gz
GSE261348	GSE261348_IMF020.png.gz	5.1M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF020.png.gz
GSE261348	GSE261348_IMF021.png.gz	54M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF021.png.gz
GSE261348	GSE261348_IMF022.png.gz	8.0M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF022.png.gz
GSE261348	GSE261348_IMF024.png.gz	61M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF024.png.gz
GSE261348	GSE261348_IMF025.png.gz	81M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF025.png.gz
GSE261348	GSE261348_IMF026.png.gz	24M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF026.png.gz
GSE261348	GSE261348_IMF027.png.gz	24M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF027.png.gz
GSE261348	GSE261348_IMF028.png.gz	71M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF028.png.gz
GSE261348	GSE261348_IMF029.png.gz	512M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF029.png.gz
GSE261348	GSE261348_IMF030.png.gz	66M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF030.png.gz
GSE261348	GSE261348_IMF031.png.gz	39M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF031.png.gz
GSE261348	GSE261348_IMF033.png.gz	41M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF033.png.gz
GSE261348	GSE261348_IMF037.png.gz	90M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF037.png.gz
GSE261348	GSE261348_IMF039.png.gz	293M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF039.png.gz
GSE261348	GSE261348_IMF040.png.gz	146M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF040.png.gz
GSE261348	GSE261348_IMF042.png.gz	71M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF042.png.gz
GSE261348	GSE261348_IMF043.png.gz	127M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMF043.png.gz
GSE261348	GSE261348_IMfirst_DSP_normalizedcounts.xlsx	5.1M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMfirst_DSP_normalizedcounts.xlsx
GSE261348	GSE261348_IMfirst_DSP_rawcounts.xlsx	5.1M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_IMfirst_DSP_rawcounts.xlsx
GSE261348	GSE261348_RAW.tar	6.1M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_RAW.tar
GSE261348	GSE261348_Zugazagoitia_SQ-48831_v1.0.pkc.gz	3.0K	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/GSE261348_Zugazagoitia_SQ-48831_v1.0.pkc.gz
GSE261348	filelist.txt	13K	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261348/suppl/filelist.txt
GSE311200	GSE311200_processed-data-file.xlsx	19M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE311nnn/GSE311200/suppl/GSE311200_processed-data-file.xlsx
GSE300685	GSE300685_RAW.tar	153M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE300nnn/GSE300685/suppl/GSE300685_RAW.tar
GSE300685	filelist.txt	759	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE300nnn/GSE300685/suppl/filelist.txt
GSE270711	GSE270711_matrix_lncRNA.count.txt.gz	1.3M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE270nnn/GSE270711/suppl/GSE270711_matrix_lncRNA.count.txt.gz
GSE270711	GSE270711_matrix_lncRNA.fpkm.txt.gz	2.4M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE270nnn/GSE270711/suppl/GSE270711_matrix_lncRNA.fpkm.txt.gz
GSE270711	GSE270711_matrix_mRNA.count.txt.gz	285K	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE270nnn/GSE270711/suppl/GSE270711_matrix_mRNA.count.txt.gz
GSE270711	GSE270711_matrix_mRNA.fpkm.txt.gz	662K	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE270nnn/GSE270711/suppl/GSE270711_matrix_mRNA.fpkm.txt.gz
GSE285298	GSE285298_EGFR-mutant_NSCLC_tumor_immune.xlsx	24M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE285nnn/GSE285298/suppl/GSE285298_EGFR-mutant_NSCLC_tumor_immune.xlsx
GSE237087	GSE237087_5hmC_ReadCount_Genebody_LungCancer.txt.gz	5.6M	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE237nnn/GSE237087/suppl/GSE237087_5hmC_ReadCount_Genebody_LungCancer.txt.gz
