abundance_rank,gene,median_log2_normcount1,mean_log2_normcount1
46,FGFR4,12.56545,12.024899999999995
47,SLC44A2,12.5214,12.263641666666663
48,GPR56,12.4984,12.320597222222222
49,CLDN4,12.49785,11.81604722222222
50,LMAN2,12.4662,12.475327777777776
51,DSG2,12.446950000000001,12.241549999999998
52,ERBB2,12.417449999999999,12.034644444444444
53,CD46,12.3843,12.56668611111111
54,SERINC2,12.334,12.305399999999999
55,TM9SF3,12.2714,12.304436111111112
56,SLC40A1,12.24715,12.140019444444444
57,FGFR3,12.20655,11.749533333333337
58,LRP10,12.18435,12.326775000000005
59,HM13,12.18065,12.185022222222225
60,ITGA5,12.17315,12.153888888888888
61,LRP1,12.171600000000002,12.038408333333333
62,EFNA1,12.1716,12.038836111111113
63,PVRL2,12.1704,12.097355555555556
64,ITGAV,12.1495,12.007372222222223
65,NOTCH2,12.113949999999999,11.981097222222221
66,SLC38A1,12.1099,12.072083333333335
67,DGCR2,12.10105,12.160072222222219
68,BCAM,12.0765,12.072813888888888
69,SLC12A7,12.0487,12.045488888888888
70,SLC12A2,12.030850000000001,11.76072222222222
71,GJB1,11.9787,11.485566666666664
72,MPZL1,11.956299999999999,11.936544444444444
73,FAT1,11.9499,11.894324999999997
74,FGFR2,11.9485,11.532119444444445
75,SSR1,11.9239,12.038755555555555
76,TM9SF2,11.91535,11.726530555555557
77,CLDN7,11.91535,11.79474722222222
78,CD164,11.89175,12.111672222222222
79,ATP13A3,11.86975,11.746302777777775
80,SLC38A2,11.85595,11.879358333333332
81,TM7SF3,11.849799999999998,11.676250000000001
82,LTBR,11.8486,11.786850000000001
83,FAM171A1,11.843350000000001,11.43322222222222
84,HLA-DPA1,11.805250000000001,11.481536111111112
85,TNFRSF21,11.8041,11.570469444444445
86,SERINC1,11.78435,11.755847222222219
87,TSPAN3,11.766449999999999,11.862458333333333
88,SLC39A14,11.7649,11.764994444444445
89,ADAM9,11.74745,11.609636111111108
90,PLXNB1,11.738199999999999,11.546330555555558
91,TSPAN15,11.7263,11.515669444444447
92,JAG1,11.712900000000001,11.705811111111112
93,ICAM1,11.70835,11.462780555555561
94,DAG1,11.6941,11.752313888888887
95,PIGT,11.68515,11.570783333333333
96,GGT1,11.68225,11.057383333333336
97,ALCAM,11.674600000000002,11.59276111111111
98,PPAP2C,11.66855,11.622147222222225
99,CD276,11.6557,11.508791666666667
100,PRSS8,11.653400000000001,11.18708611111111
101,NRP1,11.6464,11.37726111111111
102,NOTCH3,11.63365,11.564444444444442
103,M6PR,11.5968,11.586177777777781
104,CPD,11.58335,11.539141666666664
105,ANO6,11.58325,11.545988888888889
106,TMEM9,11.582799999999999,11.607441666666666
107,LY6E,11.5457,11.551494444444444
108,NCSTN,11.54135,11.691463888888888
109,ECE1,11.532,11.57099166666667
110,ZDHHC5,11.5259,11.430919444444442
111,IL4R,11.509699999999999,11.368591666666665
112,SIRPA,11.5088,11.431905555555558
113,HLA-DRB1,11.5052,11.463155555555552
114,TNFRSF1A,11.489,11.547383333333332
115,SEMA6A,11.486,11.105180555555553
116,IGF2R,11.48435,11.512480555555554
117,SLC34A2,11.477049999999998,10.790077777777775
118,CRIM1,11.4661,11.400599999999999
119,SEZ6L2,11.4654,11.149647222222221
120,IL13RA1,11.465399999999999,11.448794444444445
121,HLA-DPB1,11.46265,11.269175000000002
122,TTYH3,11.44105,11.453830555555554
123,ENG,11.4326,11.265794444444445
124,BACE2,11.41655,11.111538888888887
125,CLDN10,11.4054,10.352080555555553
126,PKHD1,11.39675,10.424108333333331
127,MYOF,11.391200000000001,11.222574999999999
128,NEO1,11.3839,11.352133333333335
129,CD97,11.3834,11.156675
130,ITGA3,11.3828,11.522594444444444
131,SLC3A2,11.373149999999999,11.471630555555555
132,FCGRT,11.3677,11.43637777777778
133,PTPRK,11.3483,11.291277777777777
134,EPHB4,11.340150000000001,11.231444444444442
135,LRP5,11.337250000000001,11.379311111111113
136,TMEM8A,11.3334,11.25879722222222
137,INSR,11.33065,11.398047222222225
138,SYPL1,11.3302,11.394869444444442
139,ADAM15,11.3173,11.227386111111109
140,TCIRG1,11.3151,11.42301388888889
141,TSPAN14,11.31315,11.261224999999998
142,RNF167,11.287849999999999,11.357280555555558
143,CLSTN1,11.284099999999999,11.343986111111112
144,TMEM219,11.269549999999999,11.253083333333333
145,MCAM,11.269400000000001,11.153497222222223
146,TMED7,11.26615,11.235338888888888
147,TM9SF4,11.257950000000001,11.273555555555554
148,MYADM,11.251100000000001,11.275591666666664
149,TMEM132A,11.24895,10.987916666666663
150,LDLR,11.2257,11.179875000000003
151,HLA-H,11.2158,11.396650000000001
152,ATRN,11.2059,11.189366666666668
153,PDGFRB,11.2033,11.139413888888893
154,CD44,11.20135,11.022161111111114
155,TGFBR2,11.2004,11.070313888888888
156,PTGFRN,11.1952,11.10309166666667
157,GPR107,11.18695,11.124816666666668
158,ATP13A1,11.18145,11.185405555555558
159,PCDHGC3,11.175550000000001,10.997263888888888
160,MET,11.1694,10.904113888888892
161,TMEM63A,11.1684,11.374519444444445
162,ASGR2,11.15305,10.416838888888888
163,IFNGR2,11.150500000000001,11.03365833333333
164,SERINC3,11.14335,10.96299722222222
165,SLC39A6,11.1425,11.058249999999997
166,THY1,11.1342,10.966513888888889
167,SLC37A4,11.133600000000001,11.138675000000001
168,SLC4A4,11.117,10.615666666666666
169,CD47,11.114899999999999,10.999030555555557
170,CX3CL1,11.0942,11.02421388888889
171,CD68,11.070699999999999,10.881680555555555
172,HLA-F,11.064350000000001,10.858475000000002
173,ITM2C,11.0622,11.18646388888889
174,TMEM30A,11.0518,11.19188888888889
175,VTCN1,11.042349999999999,10.013575000000001
176,PLXND1,11.0414,10.937180555555557
177,FGFR1,11.0277,11.10730277777778
178,SEMA4B,11.025649999999999,10.919274999999999
179,SLC29A1,11.02415,11.202191666666666
180,FRAS1,11.02365,10.204922222222221
181,RNF130,11.00005,10.940777777777779
182,GPC1,10.98455,10.963016666666666
183,KCNK5,10.9833,10.66895833333333
184,ADAM10,10.9719,10.707494444444444
185,NPTN,10.96555,10.936680555555554
186,SLC1A5,10.963650000000001,10.644083333333333
187,GPR108,10.96275,10.88050277777778
188,ADIPOR2,10.96,10.986666666666665
189,PLVAP,10.9423,10.941711111111111
190,ABCA2,10.93275,11.07585277777778
191,TM9SF1,10.910350000000001,10.857630555555554
192,ATG9A,10.91,10.937563888888889
193,TSPAN6,10.9041,10.759708333333334
194,GPRC5C,10.90005,10.942813888888887
195,KIAA0247,10.8697,10.817213888888892
196,PILRB,10.856950000000001,10.83002777777778
197,STIM1,10.847349999999999,10.690102777777776
198,SLC39A9,10.84345,10.854388888888892
199,TMEM63B,10.8414,10.818574999999996
200,UBAC2,10.82425,10.78663888888889
201,CLDN3,10.82405,10.571833333333338
202,IGSF8,10.8113,10.869658333333335
203,PROM1,10.8057,9.606908333333333
204,SCTR,10.80015,9.917702777777775
205,PRNP,10.79625,10.749816666666668
206,ITGA6,10.790700000000001,10.85125833333333
207,PTPRM,10.77845,10.677297222222222
208,IGSF3,10.77755,10.536011111111113
209,CLSTN3,10.77495,10.744077777777779
210,SCAP,10.77065,10.83874166666667
211,PVR,10.76535,10.727758333333334
212,PODXL,10.7485,10.760677777777778
213,IFNAR1,10.74765,10.639908333333333
214,TNFRSF14,10.7417,10.70283888888889
215,ERMP1,10.73885,10.534761111111113
216,SPNS2,10.7339,10.751594444444443
217,LGR4,10.73125,10.552522222222224
218,CNNM3,10.727450000000001,10.713975000000003
219,PCDH1,10.7257,10.424688888888888
220,TMEM87A,10.7234,10.673613888888891
221,SORT1,10.708,10.623661111111112
222,SLC43A3,10.7024,10.528777777777776
223,ADCY6,10.7006,10.546405555555557
224,BST2,10.7004,10.707025
225,MUC1,10.68695,10.358933333333333
226,SLC44A3,10.683,10.385958333333335
227,C1orf85,10.67835,10.798977777777777
228,RHBDF2,10.67825,10.719902777777778
229,CLN3,10.65355,10.620186111111115
230,BMPR2,10.6503,10.655280555555557
231,TSPAN17,10.6393,10.52457222222222
232,IL1R1,10.62735,10.597308333333334
233,VSIG10,10.62095,10.493819444444442
234,SLC44A1,10.592300000000002,10.653524999999997
235,ATP2B4,10.59015,10.457072222222221
236,SLC12A4,10.572600000000001,10.456430555555556
237,ATP1B3,10.556750000000001,10.685341666666666
238,PTK7,10.542349999999999,10.021655555555553
239,ABCC1,10.5411,10.419916666666666
240,PAM,10.52935,10.382808333333333
241,SLC1A1,10.5206,10.106655555555555
242,SPPL2B,10.51735,10.541283333333332
243,CD9,10.51295,10.646533333333336
244,MEGF8,10.5105,10.522033333333333
245,PTPRA,10.504850000000001,10.50976111111111
246,PKD1,10.50085,10.54593611111111
247,SEMA4G,10.4998,10.34761111111111
248,ANTXR1,10.48195,10.305591666666666
249,GPR126,10.474250000000001,10.165780555555555
250,ANKH,10.462800000000001,10.567816666666666
251,LMBRD1,10.45485,10.48790277777778
252,TMCO3,10.4444,10.34556388888889
253,PSEN1,10.431999999999999,10.474094444444443
254,ITGB8,10.4209,9.784386111111107
255,ACVR1B,10.41475,10.356022222222222
256,GPRC5B,10.407599999999999,10.166880555555553
257,SCARB1,10.4015,10.540408333333335
258,VASN,10.393699999999999,10.221272222222224
259,LRIG3,10.3916,10.128483333333335
260,PPAP2B,10.39115,10.291758333333334
261,RNF13,10.3854,10.364797222222224
262,CDH2,10.3852,10.140694444444447
263,PTPRJ,10.373999999999999,10.388005555555553
264,GPNMB,10.357099999999999,10.08801388888889
265,CD82,10.352,10.252005555555558
266,TMEM106B,10.33855,10.417555555555554
267,TMEM184A,10.32265,10.111013888888888
268,TMEM9B,10.3187,10.300177777777778
269,TPCN1,10.31785,10.40057777777778
270,EMP2,10.31605,10.128011111111114
271,ADCY9,10.315750000000001,10.118983333333333
272,ACVR1,10.312899999999999,10.299922222222225
273,SLC12A9,10.300899999999999,10.30138611111111
274,RNF149,10.29465,10.296163888888891
275,PLXNA1,10.2876,10.337022222222222
276,LRP3,10.28255,10.206441666666665
277,RYK,10.2736,10.16485
278,HEG1,10.27355,10.157408333333333
279,TSPAN4,10.260349999999999,10.050091666666667
280,PPAP2A,10.259699999999999,10.082819444444445
281,VNN1,10.256499999999999,9.920902777777778
282,RNF128,10.2527,10.010930555555557
283,TSPAN31,10.249649999999999,10.242991666666668
284,ACP2,10.226600000000001,10.235058333333335
285,IFNGR1,10.2261,10.242136111111114
286,MFSD6,10.223949999999999,10.119158333333333
287,SIGIRR,10.2206,10.23304166666667
288,GABBR1,10.210899999999999,10.09274722222222
289,NPC1,10.206299999999999,10.170755555555553
290,FZD5,10.20385,10.28357222222222
291,NOTCH1,10.20275,10.196836111111114
292,CDH6,10.18835,9.590286111111109
293,APCDD1,10.17485,9.881577777777776
294,PTPRS,10.172350000000002,9.987788888888886
295,FAM189B,10.17085,10.09165277777778
296,CD93,10.168800000000001,10.021413888888885
297,TXNDC15,10.14845,10.166683333333333
298,HYAL2,10.14695,10.178013888888891
299,TACSTD2,10.14535,9.986608333333335
300,TSPAN9,10.1407,10.232419444444448
301,SLC11A2,10.1369,10.129294444444445
302,TCTN3,10.13675,10.137158333333332
303,MANSC1,10.1357,9.679275000000002
304,CXCR4,10.133700000000001,10.172269444444444
305,STAB1,10.1252,9.993988888888891
306,ITFG1,10.1187,9.992944444444445
307,ITGA2,10.09685,9.785525
308,HIAT1,10.07725,10.033141666666664
309,PLXNA3,10.0766,9.93621388888889
310,TGFBR1,10.0746,10.083286111111114
311,ZFYVE27,10.06315,10.054813888888889
312,BTN3A1,10.0621,10.124488888888887
313,BTN3A2,10.05635,10.121797222222222
314,F2RL1,10.0464,9.94865833333333
315,MFSD5,10.0459,9.973474999999999
316,SLC6A8,10.04355,10.014199999999999
317,ITGB2,10.043199999999999,9.887
318,CXCL16,10.0406,10.113502777777777
319,HLA-DMA,10.0404,10.087013888888889
320,EBP,10.04005,10.13713055555555
321,HLA-DQB1,10.0327,10.026286111111109
322,CD14,10.032350000000001,10.001288888888888
323,SLC41A3,10.030100000000001,9.901405555555558
324,UNC93B1,10.01665,10.088208333333334
325,SEMA4C,10.015999999999998,9.992163888888888
326,CELSR1,10.003,9.932144444444443
327,TGFA,9.9951,9.968613888888889
328,TMEM140,9.993500000000001,9.92707222222222
329,SLC7A1,9.9788,9.964177777777778
330,SORL1,9.969,9.868761111111109
331,TMEM179B,9.96585,9.96486666666667
332,GPR124,9.9647,9.741133333333334
333,MRC2,9.96415,9.940475
334,TFPI,9.96335,9.59886388888889
335,SLC6A6,9.96245,9.991719444444442
336,TMEM37,9.95315,9.762833333333333
337,SLCO3A1,9.9495,9.739302777777777
338,NUP210,9.9465,9.931438888888888
339,IL6ST,9.9445,9.069761111111113
340,CLDN12,9.936350000000001,9.845516666666667
341,IL1RAP,9.9327,9.678463888888889
342,F2R,9.932649999999999,9.855691666666665
343,EPHA2,9.92075,10.119730555555556
344,FGFRL1,9.884049999999998,9.886119444444445
345,SLC43A1,9.8751,9.559433333333333
346,MFI2,9.873850000000001,9.557330555555556
347,BAMBI,9.86375,9.836777777777774
348,GPR125,9.859200000000001,9.762700000000002
349,BACE1,9.85885,9.87460277777778
350,C11orf24,9.85455,9.959661111111114
351,IL10RB,9.8513,9.863391666666667
352,CDCP1,9.8461,9.765347222222223
353,C10orf54,9.833400000000001,9.927141666666671
354,LPAR2,9.8322,9.750469444444443
355,LRRC32,9.8295,9.831641666666664
356,PKD2,9.8287,9.795652777777777
357,ENTPD1,9.825949999999999,9.836694444444447
358,CEACAM6,9.81765,9.681313888888887
359,CNNM4,9.81625,9.687169444444445
360,PIGO,9.8162,9.777477777777781
361,UNC5B,9.813199999999998,9.764652777777776
362,SGCB,9.80615,9.696102777777776
363,STT3B,9.79265,9.583125
364,TMX3,9.780100000000001,9.715219444444445
365,SDC2,9.780100000000001,9.828883333333335
366,TMEM87B,9.77695,9.752155555555555
367,TMEM62,9.763349999999999,9.69726111111111
368,CSF1R,9.754000000000001,9.44991388888889
369,PIK3IP1,9.753699999999998,9.68469166666667
370,CLDND1,9.7491,9.588116666666668
371,DSC2,9.74335,9.276133333333336
372,GYPC,9.736,9.368891666666665
373,ABCC4,9.73275,9.608986111111113
374,LMBR1,9.73215,9.61699722222222
375,TMEM161A,9.724499999999999,9.801291666666668
376,PTPRU,9.7232,9.805147222222224
377,PVRL1,9.72305,9.61947777777778
378,CD34,9.722000000000001,9.736488888888891
379,SLC10A3,9.712800000000001,9.57751388888889
380,SLC5A6,9.7035,9.687744444444444
381,IGF1R,9.68675,9.352374999999999
382,MXRA8,9.6853,9.675408333333335
383,GPR137,9.6847,9.607727777777779
384,SLC31A1,9.680900000000001,9.744136111111109
385,LRP11,9.66825,9.537074999999998
386,NPC1L1,9.658750000000001,8.945769444444444
387,SLC9A1,9.6541,9.572019444444443
388,FLT1,9.645399999999999,9.48708888888889
389,SLC46A1,9.64475,9.698930555555556
390,ABCA3,9.6393,9.62395277777778
391,MFAP3,9.6391,9.567305555555555
392,PVRL4,9.63855,8.702419444444445
393,SLC37A3,9.63645,9.577466666666668
394,P2RX4,9.63015,9.602055555555555
395,CHPT1,9.6218,9.497916666666665
396,PLXNB3,9.618099999999998,9.25061388888889
397,JAG2,9.61485,9.552755555555557
398,TP53I13,9.609300000000001,9.581833333333336
399,SLC17A9,9.605049999999999,9.34243611111111
400,FZD1,9.59835,9.759430555555555
401,PCNX,9.59665,9.681455555555553
402,MST1R,9.5901,9.1416
403,DCBLD2,9.589,9.576341666666668
404,CD4,9.584,9.58802777777778
405,LRP6,9.58085,9.573558333333335
406,SLC23A2,9.57935,9.594497222222222
407,LMAN2L,9.5728,9.47632222222222
408,TMEM27,9.57125,9.003352777777776
409,BTN2A1,9.5684,9.493691666666663
410,GPR35,9.5674,8.722586111111115
411,SCNN1A,9.56685,9.179327777777779
412,CADM1,9.5536,9.493011111111112
413,ITGA1,9.553,9.313155555555557
414,SLC15A4,9.54855,9.522624999999998
415,PSEN2,9.54615,9.54171388888889
416,PROM2,9.5373,8.14003611111111
417,OSMR,9.51615,9.15581666666667
418,ATP13A2,9.50445,9.56751111111111
419,HLA-DMB,9.50145,9.426536111111112
420,ANO9,9.494050000000001,9.42680277777778
421,SLC41A1,9.487400000000001,9.458341666666668
422,SLC33A1,9.48695,9.339744444444442
423,TCTN2,9.482399999999998,9.283991666666665
424,CD248,9.482199999999999,9.139977777777776
425,HLA-DRB5,9.47295,9.552133333333332
426,FNDC4,9.46825,9.056622222222224
427,EGFR,9.46805,9.196461111111113
428,GGT7,9.46295,9.244005555555553
429,TMX4,9.4262,9.400980555555556
430,SLCO2B1,9.424700000000001,9.315130555555557
431,TPRA1,9.42255,9.455658333333334
432,SLC20A2,9.4175,9.596519444444445
433,TNFRSF19,9.4121,9.140294444444443
434,SLC43A2,9.40775,9.24435
435,PTGFR,9.39925,8.277866666666668
436,CPM,9.387599999999999,9.513830555555558
437,ANO1,9.387450000000001,9.392563888888889
438,MCOLN1,9.379850000000001,9.25924722222222
439,MUC13,9.36835,9.537027777777777
440,FZD6,9.354,9.195347222222221
441,PECAM1,9.353549999999998,9.46241111111111
442,CRB3,9.3529,9.272825000000001
443,CD55,9.350349999999999,9.573216666666665
444,CEACAM1,9.3471,8.88205
445,TRPV4,9.34245,8.69078888888889
446,FCGR3A,9.34245,9.167980555555557
447,TNFRSF1B,9.342,9.389230555555558
448,ABCC5,9.341999999999999,9.476425
449,SPPL2A,9.33925,9.387888888888888
450,SLC7A5,9.3367,9.330511111111111
451,CSPG4,9.3359,9.093138888888888
452,SIDT2,9.325199999999999,9.392099999999997
453,SLC37A1,9.3209,9.332602777777778
454,TMPRSS6,9.319600000000001,8.831152777777776
455,TSPAN8,9.31255,8.64186111111111
456,HLA-DQA1,9.2896,9.249697222222224
457,SLC5A9,9.289349999999999,8.650344444444444
458,MPZL2,9.27645,9.492891666666667
459,SLC39A10,9.2731,9.162219444444446
460,SLC5A1,9.2704,8.584008333333331
461,CD58,9.2698,9.144499999999997
462,DAGLB,9.26875,9.255275000000003
463,PCNXL2,9.26595,9.265280555555556
464,SLC22A5,9.26035,9.0838
465,ABCC10,9.256,9.21113611111111
466,IL17RB,9.2401,8.767838888888889
467,ANTXR2,9.2242,9.21342222222222
468,SLC12A8,9.21905,9.123822222222223
469,GPC4,9.21645,9.088897222222226
470,IL15RA,9.209499999999998,9.172127777777778
471,SLC7A6,9.2034,9.319325000000001
472,SLC41A2,9.1988,8.949469444444443
473,EMP1,9.1922,9.561824999999999
474,EPHB6,9.187149999999999,9.01238888888889
475,EFNB1,9.1851,9.539375
476,ENPP4,9.17845,9.032333333333336
477,FZD4,9.17275,9.183886111111114
478,CDH5,9.1707,9.108666666666668
479,PDGFRA,9.169450000000001,8.97141388888889
480,GPR137B,9.1479,9.152411111111112
481,TYRO3,9.1419,9.210927777777776
482,SLC2A1,9.1363,9.352349999999996
483,LRFN4,9.1334,9.003605555555552
484,APLNR,9.132950000000001,8.840188888888887
485,ADCY3,9.13055,9.07356388888889
486,SMO,9.119250000000001,8.777238888888887
487,FLRT2,9.114650000000001,9.025486111111112
488,ESAM,9.11385,9.043622222222222
489,MFRP,9.112449999999999,9.116427777777778
490,STS,9.1101,9.338388888888892
491,TMEM104,9.10065,9.242405555555555
492,ACE,9.0961,8.850266666666665
493,SLC22A23,9.07175,9.132150000000003
494,LPHN2,9.069749999999999,9.077602777777777
495,AXL,9.0631,9.110991666666667
496,OPN3,9.06155,9.133038888888887
497,SLC17A5,9.0602,9.060877777777776
498,ADAM17,9.052050000000001,8.780302777777777
499,LRIG1,9.043099999999999,9.13375
500,CADM4,9.0424,8.921647222222223
501,IFNAR2,9.041049999999998,8.788152777777778
502,IL17RC,9.0308,8.978169444444443
503,MEGF9,9.03005,8.955286111111112
504,ADCY7,9.026299999999999,8.849572222222221
505,RNF43,9.01285,8.713522222222226
506,LMBR1L,9.01025,9.023269444444447
507,NOTCH4,9.00435,8.966494444444443
508,SEMA5A,8.9941,9.024452777777777
509,GABRE,8.9927,8.562269444444446
510,TMEM194A,8.9829,8.789130555555555
511,PLXNA2,8.978000000000002,9.261705555555556
512,TSPAN33,8.95385,9.131163888888889
513,MICA,8.9512,8.899405555555555
514,BMPR1A,8.948,8.900869444444444
515,EMB,8.94615,8.784666666666666
516,SLC12A6,8.9418,8.775341666666668
517,FAM174B,8.924299999999999,8.616408333333334
518,CD40,8.9224,8.55840833333333
519,GRID1,8.915849999999999,8.331427777777781
520,CSF1,8.8919,8.662980555555555
521,SLC15A3,8.89095,8.690516666666666
522,PTPRG,8.8871,8.725661111111108
523,NIPAL3,8.88005,8.939275000000002
524,IGSF9,8.87485,7.9497944444444455
525,EFNB2,8.874649999999999,8.988394444444445
526,LYSMD3,8.8647,8.89008888888889
527,GJA1,8.859950000000001,9.180366666666666
528,ITGAM,8.85935,8.725725
529,SLC39A4,8.85825,8.266372222222223
530,TPBG,8.8565,8.631069444444444
531,SLC35A5,8.85615,8.89935
532,TIE1,8.85365,8.722466666666664
533,RTN4RL1,8.85355,8.24301111111111
534,CD302,8.8511,8.751536111111113
535,SLC26A2,8.843599999999999,8.787883333333333
536,CDHR2,8.84185,8.086866666666666
537,TMEM150A,8.8337,8.823852777777777
538,NLGN2,8.83155,8.714205555555557
539,LYPD1,8.83075,8.704947222222222
540,SLC1A4,8.8232,8.86246111111111
541,EPHB2,8.819849999999999,8.290005555555556
542,ROBO1,8.817350000000001,8.579438888888888
543,SEMA4D,8.80895,8.972419444444446
544,LYPD6B,8.805900000000001,9.074594444444447
545,TGFBR3,8.80095,8.801775
546,SECTM1,8.788450000000001,8.682525000000002
547,CYBB,8.78205,8.557669444444445
548,BTN3A3,8.7787,8.875108333333332
549,ITGAX,8.77665,8.554575
550,GPR116,8.775500000000001,8.680544444444443
551,SLC7A2,8.77375,8.76678333333333
552,FLRT3,8.77245,8.681675
553,SLC2A3,8.771550000000001,8.869711111111108
554,SLC2A10,8.767299999999999,8.256450000000001
555,CELSR2,8.7482,8.895588888888888
556,IL17RE,8.7393,8.635044444444445
557,DIRC2,8.73545,8.709333333333337
558,NRP2,8.7338,8.771958333333332
559,CLEC2D,8.731850000000001,8.832644444444442
560,KDR,8.73025,8.516619444444446
561,ICAM3,8.73,8.748041666666667
562,QSOX2,8.7288,8.802683333333334
563,GNRHR2,8.725,8.698344444444446
564,FCGR2A,8.72255,8.567533333333333
565,CTNS,8.7188,8.651069444444449
566,CXADR,8.71685,8.614441666666668
567,IL2RG,8.712150000000001,8.782811111111114
568,PTPRH,8.71075,8.710169444444443
569,ADAM8,8.709050000000001,8.734333333333336
570,MS4A6A,8.708950000000002,8.388391666666667
571,NT5E,8.7076,8.749266666666667
572,CASD1,8.7053,8.65843611111111
573,OSTM1,8.7051,8.671316666666666
574,PTPRB,8.700050000000001,8.64724722222222
575,THBD,8.6959,8.650191666666665
576,SLC29A2,8.6874,8.606186111111114
577,PTPRC,8.687000000000001,8.336527777777777
578,CD320,8.685749999999999,8.764113888888888
579,PANX1,8.6857,8.647472222222222
580,VCAM1,8.6784,8.566574999999998
581,MFSD11,8.67325,8.608730555555557
582,GPC6,8.64135,8.318002777777776
583,SLC19A2,8.63005,8.5476
584,ABCB1,8.610199999999999,8.507952777777776
585,CDH11,8.60825,8.554974999999997
586,NAGPA,8.6043,8.592374999999997
587,RELL1,8.59435,8.666202777777778
588,PLXDC1,8.588000000000001,8.362900000000002
589,PLAUR,8.58525,8.797102777777777
590,CALCRL,8.5838,8.327344444444444
591,CD53,8.57975,8.462725
592,IL17RA,8.578299999999999,8.44066388888889
593,BTN2A2,8.56755,8.529869444444444
594,SLC9A6,8.553149999999999,8.449055555555557
595,ATP6V0A2,8.55125,8.472058333333331
596,SLC45A4,8.54675,8.887625
597,BDKRB2,8.546600000000002,8.524291666666665
598,ACVRL1,8.54145,8.412177777777778
599,ENPP5,8.53505,8.392097222222223
600,LYNX1,8.5302,8.603808333333335
601,EPHA1,8.528649999999999,8.329255555555555
602,LRRC37A,8.52065,8.507961111111108
603,AOC3,8.5022,8.558805555555555
604,PIGR,8.4742,8.837436111111113
605,TNFRSF10D,8.472249999999999,8.559155555555554
606,SLC15A1,8.467600000000001,8.318583333333333
607,HLA-DOA,8.463550000000001,8.360330555555553
608,TSPAN13,8.455,8.769983333333336
609,ACVR2A,8.43845,8.426924999999999
610,SHISA4,8.4297,8.432327777777779
611,FAM174A,8.405650000000001,8.374102777777777
612,ADRA2C,8.39095,8.219841666666666
613,TTYH1,8.388300000000001,8.036399999999999
614,CEACAM7,8.385449999999999,8.173733333333333
615,PTCH1,8.3778,8.244855555555553
616,SLC36A1,8.3718,8.391416666666666
617,ILDR1,8.3619,8.258533333333336
618,S1PR1,8.359100000000002,8.223347222222223
619,GDPD5,8.3398,8.410330555555554
620,ABCA1,8.3387,8.7093
621,LRFN3,8.33295,8.18318333333333
622,UPK3BL,8.3306,8.09576388888889
623,SLC22A3,8.3264,7.7389222222222225
624,CALHM2,8.31815,8.242138888888885
625,LPHN1,8.318100000000001,8.359513888888891
626,DCHS1,8.31645,8.23338888888889
627,GPR39,8.3103,8.150205555555553
628,TMEM204,8.31015,8.276074999999999
629,ABCA7,8.30875,8.433238888888887
630,CLEC14A,8.302,8.31525
631,SLCO2A1,8.2994,8.282625000000001
632,ABCA5,8.2961,8.325186111111112
633,APLP1,8.293700000000001,7.915144444444446
634,SLC16A1,8.286950000000001,8.033408333333334
635,FLT4,8.283999999999999,8.259561111111111
636,KIAA0922,8.2673,8.30941388888889
637,C16orf52,8.263449999999999,8.140005555555554
638,LPAR6,8.263100000000001,8.274066666666666
639,SELPLG,8.2608,8.124588888888887
640,S1PR3,8.254349999999999,8.276772222222222
641,SLC19A1,8.2532,8.156522222222225
642,CD163,8.232800000000001,8.139538888888888
