abundance_rank,gene,median_log2_normcount1,mean_log2_normcount1
1270,ATP1A2,4.533799999999999,4.263774999999999
1271,GPR98,4.53075,4.638527777777778
1272,GIPR,4.527900000000001,4.6391638888888895
1273,SLC10A5,4.52125,4.532916666666666
1274,UGT8,4.516500000000001,4.463505555555555
1275,TMEM132B,4.5100999999999996,4.527922222222221
1276,LYPD5,4.50465,4.4743611111111115
1277,CD28,4.50215,4.521747222222222
1278,PRSS21,4.4999,4.239797222222222
1279,FZD10,4.49815,4.399030555555556
1280,SLC13A3,4.49785,5.075966666666668
1281,PCDHB3,4.49195,4.7770277777777785
1282,AJAP1,4.48635,4.473775000000001
1283,FCGR3B,4.47395,4.640408333333335
1284,TLR9,4.473800000000001,4.59205
1285,LRP4,4.4714,4.670466666666666
1286,LRRN1,4.4657,4.697880555555556
1287,BVES,4.46565,4.51806111111111
1288,ULBP3,4.45475,4.3368722222222225
1289,CD1C,4.445449999999999,4.299094444444445
1290,PCDHGA5,4.43205,4.256966666666667
1291,RNF150,4.4273,4.860352777777778
1292,PTGER2,4.4259,4.5061527777777775
1293,S1PR4,4.40415,4.982936111111112
1294,DISP2,4.3809000000000005,4.77663611111111
1295,GJB5,4.3801000000000005,4.2386027777777775
1296,VSIG2,4.3727,5.311644444444443
1297,GRM8,4.36815,4.69465277777778
1298,SLC6A12,4.36625,4.604349999999998
1299,LRRC4,4.3509,4.214352777777779
1300,SSTR5,4.349500000000001,3.921038888888888
1301,CD8B,4.345000000000001,4.543113888888889
1302,TAS2R20,4.3437,4.5235972222222225
1303,SIDT1,4.3339,4.862266666666668
1304,LRRC24,4.3298,4.16081111111111
1305,MME,4.32895,5.047452777777777
1306,SLCO1B1,4.32635,4.88389722222222
1307,CLDN16,4.32325,4.1968861111111115
1308,EPHB1,4.313,4.393319444444445
1309,NLGN4X,4.308400000000001,3.9370166666666666
1310,CHL1,4.306900000000001,4.460775
1311,FNDC5,4.30625,4.413927777777777
1312,GPR3,4.30065,4.333416666666665
1313,KREMEN2,4.3,4.55148888888889
1314,ADAM11,4.2875,4.1381194444444445
1315,NPBWR1,4.28385,3.9824833333333336
1316,SLC2A5,4.2829,4.704275000000001
1317,SSTR2,4.2633,4.129080555555555
1318,UPK3B,4.2581500000000005,5.179063888888889
1319,GPR19,4.2498000000000005,4.0423333333333344
1320,PCDHGA11,4.230650000000001,4.562427777777779
1321,TSPAN5,4.2162500000000005,3.9810944444444454
1322,SLC2A9,4.2143,4.424408333333334
1323,PCDH19,4.2051,4.238452777777777
1324,GPC2,4.2044999999999995,4.197869444444444
1325,CHRNE,4.2013,4.469283333333332
1326,SLC24A5,4.1921,4.101597222222222
1327,CD177,4.18655,4.077827777777777
1328,CEACAM5,4.1795,4.872155555555555
1329,TMEM26,4.1689,4.299861111111111
1330,CEACAM21,4.1688,4.008647222222222
1331,FCGR1C,4.16765,4.037555555555556
1332,CD1E,4.1642,4.071980555555556
1333,NLGN1,4.15685,4.203077777777778
1334,CUZD1,4.1524,4.266655555555555
1335,RET,4.15235,4.385694444444445
1336,CR1,4.1503499999999995,4.118905555555556
1337,PCDHGA4,4.14165,4.426625
1338,TIGIT,4.13685,4.431536111111111
1339,DPEP1,4.091200000000001,4.608880555555558
1340,KL,4.06945,3.9207555555555547
1341,PCDHGC5,4.0642499999999995,3.7692027777777772
1342,LILRB5,4.063549999999999,4.28081388888889
1343,LY9,4.0613,4.226838888888889
1344,LILRA5,4.0533,3.8903416666666666
1345,CD80,4.05265,3.765944444444445
1346,LRRC4C,4.0503,4.219419444444445
1347,VSIG1,4.0385,4.666908333333333
1348,GHRHR,4.03055,3.776905555555555
1349,ADAM33,4.02955,4.253350000000001
1350,CD1A,4.0174,3.6832249999999993
1351,PTGER3,4.00595,3.915327777777778
1352,GPIHBP1,4.0049,4.284005555555555
1353,PCDHGA1,4.0009,3.6993333333333336
1354,FAT3,3.9939999999999998,4.106930555555555
1355,VNN3,3.9924999999999997,4.041863888888887
1356,IL2RA,3.9884500000000003,4.080313888888889
1357,KLRG1,3.9878,4.001855555555555
1358,CORIN,3.9836,3.7885444444444443
1359,CNR1,3.9758,3.431591666666666
1360,CADM3,3.9739,3.994502777777777
1361,UPK3A,3.9709000000000003,4.396602777777777
1362,CD274,3.968,3.959311111111111
1363,SLC4A8,3.9636500000000003,4.185552777777777
1364,GPR84,3.9636500000000003,3.8464111111111117
1365,SLC9A2,3.95725,4.378338888888888
1366,TREM1,3.95675,4.297088888888889
1367,TNFSF8,3.9538,3.8430000000000004
1368,PCDHGA8,3.9472,3.871655555555556
1369,PDCD1LG2,3.9397,4.231050000000001
1370,CTLA4,3.9394,4.4446166666666675
1371,GPR157,3.93525,3.7645055555555547
1372,MMP17,3.9284999999999997,4.116966666666667
1373,SLC38A11,3.92135,4.420177777777778
1374,TACR2,3.9158,4.032263888888889
1375,LSAMP,3.908,3.86266388888889
1376,GRIN3A,3.90015,4.030880555555555
1377,NTNG2,3.89895,3.9839944444444435
1378,CD160,3.8813500000000003,4.122669444444444
1379,LPPR1,3.8784,3.5870999999999986
1380,SLC2A14,3.8584,3.693225
1381,TLR6,3.8576,3.6787833333333344
1382,OR51E1,3.8552,3.6504388888888886
1383,ABCG5,3.82855,4.165216666666667
1384,NMUR1,3.8225,3.7121750000000002
1385,PCDHGB3,3.8156999999999996,4.0859444444444435
1386,BEST4,3.81415,3.7513944444444434
1387,SLAMF1,3.8089,3.7167638888888885
1388,SLC22A20,3.80735,3.790230555555556
1389,NEGR1,3.80605,4.149166666666665
1390,GLDN,3.7967,4.1077361111111115
1391,CD38,3.79395,3.999163888888888
1392,GPR64,3.7774,4.501683333333333
1393,PRTG,3.7755,4.136547222222222
1394,ABCA12,3.77055,4.196183333333332
1395,GPR171,3.765,3.915397222222222
1396,SCN4A,3.76165,3.587147222222222
1397,SIT1,3.7588999999999997,4.249230555555556
1398,SLC22A1,3.7558499999999997,4.812716666666668
1399,HTR1D,3.7548500000000002,4.0750777777777785
1400,IL18RAP,3.7461,3.849297222222221
1401,SLC16A6,3.7386,3.445686111111111
1402,SLC16A12,3.73665,3.854822222222222
1403,CSPG5,3.7205000000000004,3.6832888888888897
1404,MMP16,3.71795,3.6246416666666668
1405,ROBO2,3.71105,3.8383777777777777
1406,ADRB2,3.7051,3.7283472222222227
1407,PCDHGA3,3.6994,3.841669444444444
1408,P2RX1,3.68225,4.085083333333333
1409,CATSPERG,3.66985,3.4471861111111113
1410,CHRNA10,3.66965,3.608375
1411,CD244,3.6646,3.6102388888888886
1412,TECTA,3.65985,3.5893361111111113
1413,ITGA2B,3.65545,3.663747222222222
1414,SLC15A2,3.638,4.266569444444445
1415,OTOA,3.6338,3.5007555555555556
1416,IL1RL2,3.6337,3.537877777777778
1417,FLRT1,3.6292,3.7940388888888896
1418,GPR17,3.6138500000000002,3.6584666666666674
1419,SIGLEC15,3.6095,3.655080555555556
1420,CD226,3.5968999999999998,3.4848666666666666
1421,PCDH9,3.5955500000000002,3.7708250000000003
1422,SERINC4,3.59455,3.5280166666666672
1423,ITGA8,3.5917000000000003,3.3904194444444453
1424,CA14,3.5885,3.6655416666666674
1425,CXCR2,3.58045,3.298394444444444
1426,SLC6A17,3.5755,3.7503111111111114
1427,L1CAM,3.5715500000000002,3.9451777777777775
1428,PCDHA10,3.5678,3.7794138888888886
1429,GRIK5,3.54775,3.6111027777777758
1430,DRD4,3.54765,3.6604888888888882
1431,CYSLTR2,3.5465,3.330675
1432,USH2A,3.5343999999999998,3.5634305555555557
1433,KCNS1,3.5343,3.4806472222222222
1434,TNFRSF8,3.52725,3.492733333333333
1435,ADAM22,3.523,3.543008333333333
1436,LRRN3,3.5209,3.5300999999999996
1437,ULBP2,3.5202,3.7912694444444446
1438,ATRNL1,3.51845,3.5025611111111106
1439,C1orf101,3.5122,3.613830555555555
1440,KCNJ12,3.5108,3.79371111111111
1441,ERBB4,3.4952,3.3799444444444444
1442,TMEM108,3.4946,3.5634027777777777
1443,CCR10,3.48535,3.4868
1444,CDH16,3.47755,4.382177777777778
1445,IL1RL1,3.46705,3.5585000000000004
1446,GPR37L1,3.4642999999999997,3.411719444444445
1447,CLEC12A,3.4642,3.281952777777777
1448,KIAA1644,3.4595000000000002,3.5505305555555555
1449,CYSLTR1,3.4581,3.4232027777777776
1450,LRRN4CL,3.4546,3.2688527777777776
1451,SLC22A9,3.44975,3.8061277777777778
1452,DUOXA1,3.4468,3.704458333333333
1453,SLC6A11,3.4396500000000003,3.415047222222223
1454,LRIT3,3.4387499999999998,3.264119444444445
1455,CRTAM,3.43755,3.4338972222222215
1456,SLC44A4,3.4370000000000003,5.023594444444445
1457,SUCNR1,3.43215,4.570625000000001
1458,ACVR1C,3.4307499999999997,3.4074972222222226
1459,CD3G,3.4036,3.8148944444444433
1460,SLC6A20,3.3936,3.896197222222222
1461,TLR10,3.3864,4.014749999999999
1462,SLC9A3,3.3796999999999997,3.8256111111111104
1463,MUC4,3.3779500000000002,4.157366666666667
1464,ICAM4,3.3612,3.562372222222221
1465,MSLN,3.35615,4.5502416666666665
1466,SIGLEC12,3.35535,3.1300083333333335
1467,TAS2R14,3.34165,3.315241666666667
1468,GRIN2C,3.3415,3.420263888888889
1469,UNC5C,3.3406000000000002,3.1176972222222217
1470,P2RY14,3.3377499999999998,3.4164250000000003
1471,MPL,3.3339999999999996,3.5606500000000003
1472,SLC1A2,3.32605,3.8751944444444444
1473,SLC16A8,3.32195,3.405866666666667
1474,IGSF9B,3.3175,3.467811111111111
1475,SCARA5,3.3070500000000003,3.7372555555555556
1476,LY6H,3.29205,3.521983333333334
1477,SLC6A14,3.2918000000000003,4.293458333333334
1478,SLC38A4,3.2875,4.463866666666666
1479,STAB2,3.28445,3.476169444444445
1480,LPHN3,3.2794,3.5144805555555556
1481,SLITRK4,3.27685,3.1015583333333336
1482,PRPH2,3.2735,3.1708499999999997
1483,TRHDE,3.27,4.2310333333333325
1484,ICOS,3.2624000000000004,3.2535749999999997
1485,LGR5,3.24885,3.4665861111111114
1486,GPM6A,3.2475,3.2208361111111117
1487,CD40LG,3.23705,3.6604750000000004
1488,CDH19,3.22715,3.2267666666666672
1489,ENTPD3,3.22615,4.327386111111112
1490,C19orf18,3.22455,3.3927416666666663
1491,PCDHA12,3.22275,3.8506638888888878
1492,GPR27,3.22045,3.13423611111111
1493,FCRL6,3.2197,3.4605138888888884
1494,CDH12,3.2110000000000003,3.382286111111112
1495,GFRA2,3.20045,3.196377777777778
1496,DCHS2,3.1948499999999997,2.9305916666666665
1497,SLC2A4,3.1839000000000004,3.3431166666666674
1498,CD79A,3.17755,4.833813888888891
1499,EMR1,3.1754,3.0758833333333335
1500,SLC22A7,3.17165,4.455622222222222
1501,PSCA,3.16405,3.526658333333334
1502,SLC5A10,3.1624499999999998,3.93988888888889
1503,P2RY10,3.1609499999999997,3.116180555555556
1504,GRIN1,3.15855,3.3942
1505,SLCO5A1,3.14635,3.107288888888889
1506,TAS1R3,3.1407,3.391863888888889
1507,PCDHA7,3.1334999999999997,3.4162555555555563
1508,LY6K,3.1267,3.446841666666667
1509,NCR3,3.1144499999999997,3.0610777777777787
1510,PCDHGC4,3.1055,2.8326194444444446
1511,CDHR1,3.104,3.291447222222222
1512,PTGDR,3.10115,3.3839583333333323
1513,SLC34A3,3.0839999999999996,3.082616666666666
1514,GPRC5D,3.08385,3.3148277777777784
1515,FAT2,3.0769,3.149311111111112
1516,SORCS1,3.061,3.357261111111111
1517,LRRC19,3.03965,3.620891666666666
1518,SLC13A2,3.0356,3.5197611111111096
1519,GRIA3,3.0355499999999997,2.932130555555555
1520,SLC22A11,3.0305,2.973580555555556
1521,NRG2,3.02355,3.5933583333333337
1522,DPCR1,3.0123499999999996,3.5839888888888884
1523,GJA3,3.0034,3.1525777777777773
1524,ABCA4,2.9979,3.430852777777778
1525,MUC12,2.9766000000000004,3.1361305555555554
1526,LPPR4,2.9461000000000004,2.7662472222222214
1527,GPR55,2.9452,2.8400888888888884
1528,TPSG1,2.93585,3.1204638888888887
1529,PTCHD2,2.93445,2.9377166666666663
1530,TMEM150B,2.9324000000000003,3.0733583333333336
1531,FASLG,2.9303,3.1419083333333337
1532,TNFRSF9,2.92255,2.8398916666666665
1533,PCDHA3,2.91585,3.3290222222222225
1534,IGSF11,2.9154999999999998,3.4842944444444446
1535,GPR85,2.90895,3.028425
1536,CD200R1,2.9082,3.111597222222222
1537,GRM2,2.90745,2.9061805555555553
1538,PKDREJ,2.9072,3.175447222222223
1539,P2RY12,2.90405,2.713472222222221
1540,CXCR1,2.89185,2.869249999999999
1541,SIGLEC11,2.8823499999999997,2.729961111111111
1542,PCDHA1,2.8719,3.318311111111112
1543,SLC13A4,2.8643,2.7444888888888883
1544,GPR128,2.8641,3.276961111111111
1545,GPR113,2.83485,2.775499999999999
1546,SLC26A4,2.83275,2.940555555555555
1547,SIGLEC16,2.8243,2.69503611111111
1548,ADAM23,2.8222,3.1624
1549,CNTN1,2.82055,2.8525388888888887
1550,FFAR2,2.81745,2.7467472222222225
1551,SCN2A,2.8052,3.1764000000000006
1552,TMPRSS5,2.79145,3.242544444444444
1553,CNTN2,2.7896,2.7865416666666674
1554,LILRA4,2.78905,2.929324999999999
1555,IGSF1,2.77445,3.5802777777777774
1556,CLDN18,2.7593,3.6758416666666673
1557,CCR4,2.7571000000000003,2.8747277777777787
1558,PRND,2.75575,2.9226694444444443
1559,CASR,2.755,3.6029861111111106
1560,PCDHA4,2.7500999999999998,3.1956611111111117
1561,PTPRR,2.74565,3.2967944444444446
1562,GPR173,2.7436,2.816566666666666
1563,PCDHA6,2.71835,3.443897222222222
1564,IL12RB2,2.7121000000000004,2.6944305555555554
1565,NTRK3,2.71075,2.374363888888889
1566,FLT3,2.7003500000000003,3.358022222222222
1567,VIPR2,2.6814,2.868180555555555
1568,SLCO1B3,2.6692,3.393338888888889
1569,KCNA3,2.6628,2.9202222222222223
1570,GPR1,2.6604,2.5854277777777774
1571,HRH2,2.6481500000000002,3.0228388888888897
1572,GPR18,2.6471,2.927272222222222
1573,SCN3A,2.6384,2.974655555555555
1574,KLRC1,2.63205,2.405588888888889
1575,KEL,2.6239,3.3469972222222224
1576,FPR2,2.6220499999999998,2.880725
1577,HTR3A,2.6190499999999997,3.1346888888888897
1578,EFNA2,2.61365,3.0145416666666667
1579,NPY5R,2.6014,2.781222222222222
1580,HAVCR1,2.601,3.206444444444444
1581,FAIM2,2.5890500000000003,2.9056527777777776
1582,SLC18A2,2.5886500000000003,2.4973611111111107
1583,ITGAD,2.58195,3.333858333333333
1584,TMIGD2,2.5662000000000003,2.6717361111111106
1585,CXCR5,2.5656,3.340088888888889
1586,IGSF5,2.56,2.896141666666667
1587,KIRREL3,2.53605,2.934861111111112
1588,SLC17A7,2.5345500000000003,2.695663888888888
1589,EREG,2.52775,3.3699222222222214
1590,PCDHA11,2.5244999999999997,3.6092083333333327
1591,THSD7B,2.52395,2.860483333333333
1592,KLRC2,2.5179,2.799888888888889
1593,PTPRT,2.5162,2.651936111111111
1594,CRHR1,2.5114,3.26845
1595,DSG1,2.51085,3.125627777777778
1596,CA4,2.5033000000000003,3.261966666666666
1597,ICAM5,2.5022,2.8257722222222217
1598,HTR7,2.498,2.7272944444444445
1599,ABCC11,2.4970499999999998,2.578369444444445
1600,CLCNKB,2.4951,2.843111111111112
1601,GPR83,2.4943999999999997,2.7128583333333336
1602,SLC13A1,2.4850000000000003,2.967525
1603,SLC5A8,2.48125,3.5092749999999997
1604,TYRP1,2.47795,2.574124999999999
1605,TRAT1,2.4600999999999997,3.0825249999999995
1606,PCDH20,2.4488000000000003,2.829594444444444
1607,AQP5,2.4251500000000004,3.6666722222222217
1608,ANO3,2.41035,2.7436611111111104
1609,EMR4P,2.39725,2.272733333333333
1610,FZD9,2.3898,2.8756805555555562
1611,CRB2,2.38895,2.947102777777778
1612,CACNA1G,2.37805,2.7728694444444453
1613,OPCML,2.3748500000000003,2.600736111111111
1614,PTGER1,2.36845,2.5565638888888893
1615,GPA33,2.3558,2.561272222222222
1616,FCRL5,2.35485,3.3663083333333343
1617,ADAM32,2.35015,2.4701305555555555
1618,SCN5A,2.34965,2.7473555555555556
1619,CD70,2.3411,2.5594388888888884
1620,GPR179,2.33175,2.2128305555555556
1621,PKD1L1,2.30905,2.194441666666667
1622,BTLA,2.2878,2.737272222222222
1623,PHEX,2.2779499999999997,2.208155555555555
1624,CLDN6,2.2714499999999997,3.385577777777778
1625,GRM6,2.2646,2.4382277777777777
1626,SCN7A,2.26145,2.4789722222222217
1627,TMEM145,2.2577,2.6614388888888882
1628,ABCB11,2.2220000000000004,2.6594444444444445
1629,CDH26,2.2148000000000003,2.4006361111111105
1630,PCDHAC1,2.20275,2.4731861111111115
1631,HHLA2,2.18755,2.681872222222222
1632,GPR82,2.1729000000000003,2.119363888888889
1633,FCAMR,2.1637500000000003,2.7511111111111104
1634,GPR182,2.16165,2.485244444444444
1635,SLITRK5,2.15845,2.597836111111111
1636,TIMD4,2.1521999999999997,2.7039666666666666
1637,CEACAM4,2.14635,2.2807499999999994
1638,P2RX6,2.1436,2.2094666666666667
1639,LILRA1,2.1420500000000002,2.0881944444444445
1640,LINGO4,2.1407,2.4692305555555554
1641,GP2,2.1383,3.6796138888888894
1642,KISS1R,2.1298500000000002,2.5008055555555555
1643,GP6,2.12685,2.2232083333333335
1644,ADCY2,2.1252000000000004,2.3177611111111114
1645,TACR1,2.1096500000000002,2.3672750000000002
1646,SCN11A,2.106,1.990527777777778
1647,NKAIN1,2.0924,2.217763888888889
1648,IL9R,2.09025,2.3120555555555553
1649,ENPP6,2.07655,2.198286111111111
1650,TAS2R4,2.06595,2.1663416666666673
1651,GFRA3,2.0617,2.615477777777777
1652,ADRA1D,2.0614999999999997,2.033183333333333
1653,NRN1L,2.0593,2.1724083333333337
1654,FCRL3,2.0575,2.667572222222222
1655,PI16,2.056,2.5494583333333325
1656,UNC93A,2.05185,2.1858305555555555
1657,CACNA1I,2.0425,2.7452277777777776
1658,SLC7A4,2.0385999999999997,3.010994444444444
1659,OR2A1,2.03195,1.9086361111111105
1660,SLC6A4,2.00895,2.452308333333333
1661,CHRNA3,2.0068,2.1985111111111113
1662,GPR20,1.9998,2.106422222222222
1663,MCHR1,1.9802499999999998,2.1139444444444444
1664,CR2,1.9755,3.4952944444444447
1665,CHRNA6,1.97505,1.7087305555555554
1666,PTPRZ1,1.9712999999999998,2.3030750000000006
1667,CHRM3,1.96305,2.2720666666666665
1668,RXFP1,1.9617499999999999,2.298627777777778
1669,AVPR1A,1.96,2.248752777777778
1670,SLC45A2,1.9569,2.126891666666667
1671,PTH2R,1.95635,3.7148361111111114
1672,PKD2L1,1.9438,2.0158416666666663
1673,BAI3,1.9414,2.0880944444444447
1674,MS4A1,1.935,3.562608333333332
1675,GPR63,1.9316499999999999,2.16893611111111
1676,ANO2,1.9156,2.0241722222222216
1677,NPHS1,1.911,2.160744444444445
1678,LHFPL5,1.911,2.020252777777778
1679,NCAM2,1.9091,1.9620361111111109
1680,CD164L2,1.9071500000000001,1.9604861111111112
1681,AVPR2,1.9051,2.0958888888888887
1682,OR2B6,1.8965,2.0437166666666666
1683,IMPG2,1.8935499999999998,1.8365361111111111
1684,SLC46A2,1.8873499999999999,1.8145527777777781
1685,GLP2R,1.8849,1.7919055555555556
1686,CHRNB4,1.86845,2.004841666666666
1687,NRG4,1.86375,1.8922861111111107
1688,UPK1B,1.85515,3.3307499999999997
1689,LRP2,1.8514,2.6895861111111103
1690,XPNPEP2,1.8391,2.4039194444444454
1691,GNRHR,1.83145,1.763338888888889
1692,GABBR2,1.8286,2.302294444444444
1693,KLRF1,1.8211,2.114294444444444
1694,PCDHA5,1.8049499999999998,2.3074305555555554
1695,GUCY2C,1.8022,2.261791666666667
1696,EPHA7,1.7994500000000002,2.897013888888888
1697,CLDN19,1.7967499999999998,2.3521222222222216
1698,PCDHA13,1.7877,2.1362305555555556
1699,CDH15,1.78045,1.9431888888888886
1700,OR51E2,1.77205,1.9609194444444447
1701,SLC12A5,1.7645499999999998,1.5522944444444444
1702,KLRC3,1.7610999999999999,1.9879583333333335
1703,ABCG4,1.752,1.7190583333333338
1704,PLD5,1.7511999999999999,2.318777777777777
1705,RRH,1.75015,1.6577694444444444
1706,GJC3,1.74755,1.9936388888888885
1707,PRIMA1,1.7462499999999999,1.8121499999999995
1708,SLC8A2,1.74195,1.9888305555555554
1709,CHRM5,1.7379,1.689080555555556
1710,MMEL1,1.7349999999999999,2.1975638888888893
1711,GRIK3,1.7339,1.9397916666666666
1712,KIR2DL4,1.72955,2.1020249999999994
1713,CNTFR,1.7229999999999999,2.495936111111111
1714,PKHD1L1,1.71735,1.6781499999999998
1715,GPR88,1.7083,2.051972222222223
1716,ASTN1,1.69685,1.7612138888888886
1717,GPR174,1.68395,2.030366666666667
1718,SLC24A4,1.67375,1.772480555555556
1719,CD1B,1.66645,1.8131638888888892
1720,HFE2,1.6634,3.1400694444444452
1721,PTCRA,1.6388500000000001,1.649902777777778
1722,OR2H2,1.6351499999999999,1.9545083333333335
1723,TREML2,1.635,2.1596000000000006
1724,TDGF1,1.62425,1.8885249999999998
1725,MEGF10,1.62175,1.8242361111111114
1726,GRIK4,1.6205500000000002,1.7395055555555552
1727,FFAR3,1.6023999999999998,1.5401083333333334
1728,CHODL,1.59025,1.9691333333333338
1729,GPR141,1.58755,1.442163888888889
1730,IL13RA2,1.5699,2.0043249999999997
1731,CHRNA1,1.56825,1.8207166666666668
1732,RAET1E,1.5631,1.685602777777778
1733,GRPR,1.5627,1.8788833333333332
1734,DLK2,1.55875,1.8758388888888886
1735,LRRTM2,1.5581,1.6377194444444445
1736,EMR3,1.5559,1.4430972222222223
1737,KCNJ4,1.54615,1.9903083333333333
1738,DRD1,1.54615,1.7034222222222224
1739,MYADML2,1.5428,1.8618000000000008
1740,GABRA5,1.5404499999999999,1.9914666666666667
1741,SLCO1C1,1.5386000000000002,1.6576777777777774
1742,SLC5A2,1.5228000000000002,1.8573805555555556
1743,ADRA1A,1.52115,2.151419444444445
1744,GP5,1.5179,1.5726083333333336
1745,CHRNA7,1.517,1.973358333333334
1746,TAS2R19,1.5114,1.503213888888889
1747,SLC5A11,1.5042499999999999,1.7699611111111109
1748,TMEM63C,1.4945,2.0634666666666672
1749,RAET1G,1.49215,1.7324305555555553
1750,TMEM132C,1.4915500000000002,2.056633333333333
1751,CEACAM3,1.4914,1.6993027777777778
1752,GPR62,1.49125,1.5458888888888886
1753,ADRB1,1.4814500000000002,1.8200916666666669
1754,DLK1,1.4625,2.884219444444444
1755,CLEC4G,1.4591500000000002,2.3271666666666664
1756,SLAMF9,1.4566,1.9638555555555552
1757,RHCG,1.4528,1.934638888888889
1758,KCNJ3,1.45235,2.0382194444444446
1759,GPR21,1.4370500000000002,1.481413888888889
1760,SLC5A4,1.4324,1.5299055555555556
1761,LHFPL4,1.42325,2.752186111111111
1762,GRM4,1.4184,2.0559638888888885
1763,SLC10A6,1.4129,1.6660694444444444
1764,SLITRK6,1.4129,1.977736111111111
1765,CRLF2,1.40405,1.8163027777777776
1766,GRIN3B,1.3945,1.7437444444444443
1767,SLC5A12,1.3909,1.8607750000000003
1768,PTPRN,1.3905,1.9878583333333333
1769,MEGF11,1.38895,1.3706888888888893
1770,CHRM4,1.3881000000000001,1.4862277777777775
1771,ABCB5,1.38735,1.4911416666666666
1772,MUC16,1.38025,2.666563888888889
1773,OMG,1.3768500000000001,1.365727777777778
1774,VSIG8,1.3725999999999998,1.538294444444445
1775,GPR110,1.36875,2.217991666666667
1776,CCR8,1.36795,1.6071888888888892
1777,SLC6A7,1.3542,1.3681611111111112
1778,PCDHA2,1.35385,2.281686111111112
1779,GRM3,1.3476,1.5363611111111115
1780,TNFRSF17,1.3327499999999999,2.117169444444445
1781,DSCAM,1.3279,1.757566666666667
1782,CLEC9A,1.32335,1.7439527777777777
1783,FCAR,1.3083,1.501602777777778
1784,ADAM21,1.2983500000000001,1.633811111111111
1785,SLC6A13,1.29545,1.8835833333333332
1786,CHRNA4,1.2915999999999999,2.123725
1787,GPR123,1.2862,2.0954277777777777
1788,ABCA13,1.2745000000000002,2.0595138888888886
1789,GRIA4,1.2675999999999998,1.8009083333333333
1790,GALR2,1.25555,1.3317638888888892
1791,HTR1F,1.2527,1.5418777777777781
1792,UPK1A,1.24355,1.8245250000000002
1793,SLC12A3,1.21675,1.5576222222222222
1794,SCN2B,1.21625,1.320961111111111
1795,SLC10A4,1.20225,1.297222222222222
1796,SLCO1A2,1.2022,1.8945972222222227
1797,CCR3,1.2016,1.2909694444444446
1798,PCDH10,1.2015500000000001,1.442202777777778
1799,GCGR,1.18275,2.7141000000000006
1800,LRP1B,1.18145,2.017552777777778
1801,SLC10A1,1.14615,3.2894666666666668
1802,IL31RA,1.13625,1.460202777777778
1803,LPAR3,1.12975,2.2683138888888887
1804,NKAIN2,1.1284,1.2674777777777777
1805,CLDN8,1.1268,1.9565666666666668
1806,GRIK2,1.11935,1.4646055555555562
1807,UPK2,1.1173,1.555902777777778
1808,NTRK1,1.1101999999999999,1.4509083333333335
1809,GPR87,1.1101999999999999,1.5067722222222222
1810,SLC4A10,1.10705,1.2480611111111113
1811,CHRM1,1.10615,1.4590694444444448
1812,HRH4,1.1033,1.1698
1813,KCNMB2,1.10185,1.6948222222222225
1814,DPP6,1.0958,1.4667611111111112
1815,SLC5A5,1.094,1.6999694444444442
1816,MUC21,1.06955,1.494213888888889
1817,IL1RAPL2,1.0683,1.545022222222222
1818,CRB1,1.06645,1.1378638888888888
1819,SPACA4,1.06595,1.4039722222222226
1820,SLC6A3,1.05955,1.6852416666666672
1821,CD19,1.05585,2.5209333333333332
1822,LINGO3,1.0555500000000002,1.266686111111111
1823,KIRREL2,1.05545,1.9004083333333337
1824,MTNR1A,1.0547,1.4505944444444445
1825,CLDN20,1.0531,1.059297222222222
1826,SCNN1B,1.05225,1.697213888888889
1827,HEPHL1,1.0508000000000002,1.2460444444444445
1828,CDH22,1.0508000000000002,1.3679472222222222
1829,OPN1SW,1.04905,1.2194166666666666
1830,GABRR2,1.0487,1.0245305555555557
1831,QRFPR,1.0437,1.4176555555555557
1832,CDH4,1.0418500000000002,1.6014305555555555
1833,OR10Q1,1.0418500000000002,1.4833416666666668
1834,TNFSF18,1.04135,1.1578916666666668
1835,PCDHA8,1.0391,1.8199111111111108
1836,SEZ6,1.03895,1.980158333333333
1837,OR2H1,1.0366,1.6660111111111113
1838,SLC26A8,1.03365,1.0752416666666667
1839,FCRL1,1.0269499999999998,1.9388277777777776
1840,EGF,1.025,1.7970222222222223
1841,SLC22A14,1.0223499999999999,1.0825916666666666
1842,KIR2DL3,1.0165,1.281611111111111
1843,GPC5,1.01635,1.2607111111111111
1844,MIP,1.01275,0.9644416666666668
1845,SLC22A13,1.0091,1.2050333333333332
1846,OR13A1,1.00805,1.2915166666666669
1847,TAS2R10,1.0063,1.1009444444444443
1848,LY6G6C,1.006,1.4200277777777779
1849,SSTR3,1.0037500000000001,1.2065361111111113
1850,NETO1,0.9989999999999999,1.7075944444444442
1851,CLEC12B,0.99735,1.0663944444444444
1852,AVPR1B,0.9967999999999999,1.253425
1853,GABRG1,0.9959,1.0044055555555556
1854,SLC22A25,0.9875,1.777075
1855,SLC10A2,0.9835,1.4050500000000001
1856,LPAR4,0.9812000000000001,0.9906694444444444
1857,CLEC17A,0.9803999999999999,1.6940166666666672
1858,CADM2,0.9744999999999999,1.0887527777777777
1859,PTCHD1,0.9709,1.5835027777777777
1860,PKD1L3,0.9709,0.8711972222222224
1861,TM4SF20,0.97,1.5230972222222225
1862,SLC8A3,0.94215,1.0118722222222223
1863,CDH20,0.9320999999999999,1.4241638888888888
