sample	CLDN4_log2_MAS5	quartile	site
GSM1672540	9.829362809121688	Q2Q3	DFCI
GSM1672541	4.255931211417026	Q1	DFCI
GSM1672542	8.761690841338437	Q1	DFCI
GSM1672543	11.252830978120535	Q4	DFCI
GSM1672544	9.692667803889986	Q2Q3	DFCI
GSM1672545	11.183505123676202	Q4	DFCI
GSM1672546	11.124773996600846	Q4	DFCI
GSM1672547	8.736178659944681	Q1	DFCI
GSM1672548	8.638711031603949	Q1	DFCI
GSM1672549	8.496717987935178	Q1	DFCI
GSM1672550	9.112632374526951	Q1	DFCI
GSM1672551	8.42308228539888	Q1	DFCI
GSM1672552	9.056090335419107	Q1	DFCI
GSM1672553	10.430828857812312	Q4	DFCI
GSM1672554	8.647674274901707	Q1	DFCI
GSM1672555	9.165595435600746	Q2Q3	DFCI
GSM1672556	9.375341409696203	Q2Q3	DFCI
GSM1672557	10.725690039702668	Q4	DFCI
GSM1672558	10.797572367787332	Q4	DFCI
GSM1672559	10.343141289974325	Q4	DFCI
GSM1672560	9.337459115779534	Q2Q3	DFCI
GSM1672561	9.460681139838986	Q2Q3	DFCI
GSM1672562	10.62588232127818	Q4	DFCI
GSM1672563	9.164776223643534	Q2Q3	DFCI
GSM1672564	9.677448340142636	Q2Q3	DFCI
GSM1672565	9.978510269493551	Q2Q3	DFCI
GSM1672566	10.649552591251375	Q4	DFCI
GSM1672567	10.1418133815209	Q2Q3	DFCI
GSM1672568	11.039611371595631	Q4	DFCI
GSM1672569	10.852053474156127	Q4	DFCI
GSM1672570	9.58162993639668	Q2Q3	DFCI
GSM1672571	10.07368636657039	Q2Q3	DFCI
GSM1672572	10.525667615910407	Q4	DFCI
GSM1672573	9.389181737696079	Q2Q3	DFCI
GSM1672574	10.391050214511962	Q4	DFCI
GSM1672575	9.289832160256443	Q2Q3	DFCI
GSM1672576	8.75444327072054	Q1	DFCI
GSM1672577	9.871755879427633	Q2Q3	DFCI
GSM1672578	8.22380865860602	Q1	DFCI
GSM1672579	8.602884408718419	Q1	DFCI
GSM1672580	10.334150354853458	Q4	DFCI
GSM1672581	10.6658777144371	Q4	DFCI
GSM1672582	10.719003708591824	Q4	DFCI
GSM1672583	10.824386002585445	Q4	DFCI
GSM1672584	10.256998828351357	Q4	DFCI
GSM1672585	9.261316896150797	Q2Q3	DFCI
GSM1672586	10.111240020532454	Q2Q3	DFCI
GSM1672587	10.529498880439427	Q4	DFCI
GSM1672588	9.917193036924946	Q2Q3	DFCI
GSM1672589	8.818332919597077	Q1	DFCI
GSM1672590	11.482278568977367	Q4	DFCI
GSM1672591	11.446344120760516	Q4	DFCI
GSM1672592	10.844666538891172	Q4	DFCI
GSM1672593	9.075468452914233	Q1	DFCI
GSM1672594	10.147688286742868	Q2Q3	DFCI
GSM1672595	10.90489047603432	Q4	DFCI
GSM1672596	9.900664575046227	Q2Q3	DFCI
GSM1672597	9.348433832124446	Q2Q3	DFCI
GSM1672598	10.895188997352898	Q4	DFCI
GSM1672599	10.048050866270113	Q2Q3	DFCI
GSM1672600	10.050501697446727	Q2Q3	DFCI
GSM1672601	10.683608739149724	Q4	DFCI
GSM1672602	9.036728599883263	Q1	DFCI
GSM1672603	9.405088265435758	Q2Q3	DFCI
GSM1672604	11.72377611653092	Q4	DFCI
GSM1672605	10.19582739969185	Q2Q3	DFCI
GSM1672606	10.942206580245875	Q4	DFCI
GSM1672607	7.94403849975484	Q1	DFCI
GSM1672608	11.14205598754765	Q4	HLM
GSM1672609	9.089145887367474	Q1	HLM
GSM1672610	10.240839023771716	Q4	HLM
GSM1672611	10.365819369261063	Q4	HLM
GSM1672612	9.78238071466799	Q2Q3	HLM
GSM1672613	9.753527655742493	Q2Q3	HLM
GSM1672614	9.052608804325741	Q1	HLM
GSM1672615	9.004897404857902	Q1	HLM
GSM1672616	9.47014433292078	Q2Q3	HLM
GSM1672617	8.543492016849404	Q1	HLM
GSM1672618	9.795408190167459	Q2Q3	HLM
GSM1672619	10.413945202428131	Q4	HLM
GSM1672620	9.826859872437796	Q2Q3	HLM
GSM1672621	8.582540949773582	Q1	HLM
GSM1672622	9.400458944649799	Q2Q3	HLM
GSM1672623	9.716817746896321	Q2Q3	HLM
GSM1672624	10.956717368365808	Q4	HLM
GSM1672625	10.383218272916462	Q4	HLM
GSM1672626	10.524355612022994	Q4	HLM
GSM1672627	9.316372050948212	Q2Q3	HLM
GSM1672628	9.013671614058637	Q1	HLM
GSM1672629	9.135986256963898	Q2Q3	HLM
GSM1672630	9.789292360539177	Q2Q3	HLM
GSM1672631	9.954575840507	Q2Q3	HLM
GSM1672632	11.266370769150656	Q4	HLM
GSM1672633	8.365749394329017	Q1	HLM
GSM1672634	9.817890220921306	Q2Q3	HLM
GSM1672635	9.118982588530216	Q2Q3	HLM
GSM1672636	9.422724974041776	Q2Q3	HLM
GSM1672637	10.22474936580427	Q4	HLM
GSM1672638	9.668870805375532	Q2Q3	HLM
GSM1672639	9.762878632355454	Q2Q3	HLM
GSM1672640	8.679969125420818	Q1	HLM
GSM1672641	9.361867032596317	Q2Q3	HLM
GSM1672642	10.644225833020434	Q4	HLM
GSM1672643	9.833574815376334	Q2Q3	HLM
GSM1672644	9.545008852434641	Q2Q3	HLM
GSM1672645	10.58075791175392	Q4	HLM
GSM1672646	8.753835153313993	Q1	HLM
GSM1672647	9.114640315641926	Q1	HLM
GSM1672648	9.120447850018733	Q2Q3	HLM
GSM1672649	8.999157242535677	Q1	HLM
GSM1672650	10.507507261604509	Q4	HLM
GSM1672651	9.536282189689436	Q2Q3	HLM
GSM1672652	10.43894775500165	Q4	HLM
GSM1672653	9.280796283804436	Q2Q3	HLM
GSM1672654	9.941410069120662	Q2Q3	HLM
GSM1672655	9.290700854605015	Q2Q3	HLM
GSM1672656	8.547727433621128	Q1	HLM
GSM1672657	9.331414118966345	Q2Q3	HLM
GSM1672658	10.736613330694578	Q4	HLM
GSM1672659	7.616592950978604	Q1	HLM
GSM1672660	9.700221216529192	Q2Q3	HLM
GSM1672661	9.038787330505569	Q1	HLM
GSM1672662	8.695680694271799	Q1	HLM
GSM1672663	9.410612466420753	Q2Q3	HLM
GSM1672664	8.961689882403949	Q1	HLM
GSM1672665	9.462320262734403	Q2Q3	HLM
GSM1672666	9.510562433602798	Q2Q3	HLM
GSM1672667	9.284821787284828	Q2Q3	HLM
GSM1672668	9.800126589306748	Q2Q3	HLM
GSM1672669	8.955025040233561	Q1	HLM
GSM1672670	9.404419935218884	Q2Q3	HLM
GSM1672671	8.739983079079732	Q1	HLM
GSM1672672	9.897228322377714	Q2Q3	HLM
GSM1672673	9.979839580154588	Q2Q3	HLM
GSM1672674	8.291239781229292	Q1	HLM
GSM1672675	9.162487001695453	Q2Q3	HLM
GSM1672676	9.268839046766908	Q2Q3	HLM
GSM1672677	9.186918952219129	Q2Q3	HLM
GSM1672678	9.609363450393802	Q2Q3	HLM
GSM1672679	8.660398863438182	Q1	HLM
GSM1672680	11.015902837803763	Q4	HLM
GSM1672681	9.77537488746584	Q2Q3	HLM
GSM1672682	9.354443344709836	Q2Q3	HLM
GSM1672683	7.761152275431966	Q1	HLM
GSM1672684	9.715773278205338	Q2Q3	HLM
GSM1672685	9.840579677068371	Q2Q3	HLM
GSM1672686	9.37129965951276	Q2Q3	HLM
GSM1672687	9.042688107831909	Q1	MI
GSM1672688	10.047314804310213	Q2Q3	MI
GSM1672689	9.60938007333653	Q2Q3	MI
GSM1672690	9.558401579255296	Q2Q3	MI
GSM1672691	9.855064676142504	Q2Q3	MI
GSM1672692	11.429249804583874	Q4	MI
GSM1672693	8.683735047286062	Q1	MI
GSM1672694	10.448611920784371	Q4	MI
GSM1672695	9.014073489081088	Q1	MI
GSM1672696	9.494961558197225	Q2Q3	MI
GSM1672697	8.56301318231267	Q1	MI
GSM1672698	9.630776756909654	Q2Q3	MI
GSM1672699	9.21961142762416	Q2Q3	MI
GSM1672700	9.005397180503245	Q1	MI
GSM1672701	9.6514248774461	Q2Q3	MI
GSM1672702	9.834774410692047	Q2Q3	MI
GSM1672703	9.77899700616954	Q2Q3	MI
GSM1672704	9.490064649401058	Q2Q3	MI
GSM1672705	8.884054488174739	Q1	MI
GSM1672706	9.930786116386148	Q2Q3	MI
GSM1672707	9.651893017922998	Q2Q3	MI
GSM1672708	10.65140155613231	Q4	MI
GSM1672709	9.376932811982865	Q2Q3	MI
GSM1672710	9.843789177597833	Q2Q3	MI
GSM1672711	9.15487379094404	Q2Q3	MI
GSM1672712	9.531406804936303	Q2Q3	MI
GSM1672713	9.849039102613684	Q2Q3	MI
GSM1672714	9.40154087555352	Q2Q3	MI
GSM1672715	9.49535739111931	Q2Q3	MI
GSM1672716	10.208514821236843	Q4	MI
GSM1672717	9.148298617628939	Q2Q3	MI
GSM1672718	10.33193581361627	Q4	MI
GSM1672719	10.068334923683086	Q2Q3	MI
GSM1672720	9.626610702069824	Q2Q3	MI
GSM1672721	9.210147739186988	Q2Q3	MI
GSM1672722	10.469377264980364	Q4	MI
GSM1672723	10.395255637380235	Q4	MI
