split	direction	interaction_name	pathway_name	ligand	receptor	focus	ligand_class	n_high	n_low	n_compared	median_prob_high	median_prob_low	delta_median	mwu_u	p	r_rb	test
between_median	outgoing	CLEC2B_KLRB1	CLEC	CLEC2B	KLRB1	other	other	12	15	27	0.10524701268111336	0.031074182856957233	0.07417282982415613	125.0	0.09229233903407319	0.38888888888888884	mannwhitney_between_unit_PR320_slice
between_median	outgoing	LGALS9_CD44	GALECTIN	LGALS9	CD44	other	inhibitory	17	17	34	0.3291797137267322	0.10360317744658852	0.22557653628014368	193.0	0.09827195171994678	0.33564013840830453	mannwhitney_between_unit_PR320_slice
between_median	outgoing	NECTIN2_CD226	NECTIN	NECTIN2	CD226	other	barrier|inhibitory	7	9	16	0.028878268141431934	0.020539990646982125	0.008338277494449809	47.0	0.11416083916083916	0.4920634920634921	mannwhitney_between_unit_PR320_slice
between_median	outgoing	LPAR3_ADGRE5	ADGRE	LPAR3	ADGRE5	other	other	4	4	8	0.006075368259117195	0.035053583050026225	-0.02897821479090903	2.0	0.11428571428571428	-0.75	mannwhitney_between_unit_PR320_slice
between_median	outgoing	LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	other	other	19	16	35	0.013535243352625674	0.005439570640563968	0.008095672712061706	198.0	0.1318989690905602	0.30263157894736836	mannwhitney_between_unit_PR320_slice
between_median	outgoing	LAMC1_CD44	LAMININ	LAMC1	CD44	other	other	20	18	38	0.10889342441276603	0.07121534271980032	0.037678081692965715	229.0	0.1562169068132751	0.27222222222222214	mannwhitney_between_unit_PR320_slice
between_median	outgoing	PVR_TIGIT	PVR	PVR	TIGIT	other	barrier|inhibitory	15	13	28	0.029243306118182162	0.011834740875797898	0.017408565242384266	128.0	0.1669838853501704	0.3128205128205128	mannwhitney_between_unit_PR320_slice
between_median	outgoing	CDH1_KLRG1	CDH1	CDH1	KLRG1	other	barrier	11	16	27	0.06121381357026866	0.04091396892970628	0.02029984464056238	116.0	0.17477314927118348	0.3181818181818181	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-E_KLRC2	MHC-I	HLA-E	KLRC2	MHC-I	inhibitory	9	6	15	0.10589864628148593	0.2976982249485459	-0.19179957866706	15.0	0.181018981018981	-0.4444444444444444	mannwhitney_between_unit_PR320_slice
between_median	outgoing	MIF_CD74_CD44	MIF	MIF	CD74_CD44	other	other	22	21	43	0.8043683402004647	0.855092916879354	-0.0507245766788893	178.0	0.20210932666810488	-0.22943722943722944	mannwhitney_between_unit_PR320_slice
between_median	outgoing	GDF15_TGFBR2	GDF	GDF15	TGFBR2	other	other	7	4	11	0.08710520803516673	0.012817826241051912	0.07428738179411482	21.0	0.2303030303030303	0.5	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-DRB1_CD4	MHC-II	HLA-DRB1	CD4	other	other	9	9	18	0.0763672962655541	0.021767756730195806	0.05459953953535829	54.0	0.25099827044292256	0.33333333333333326	mannwhitney_between_unit_PR320_slice
between_median	outgoing	LGALS9_CD45	GALECTIN	LGALS9	PTPRC	other	inhibitory	16	17	33	0.46803575369015077	0.16871183685338148	0.2993239168367693	168.0	0.2565051861805062	0.23529411764705888	mannwhitney_between_unit_PR320_slice
between_median	outgoing	APP_SORL1	APP	APP	SORL1	other	other	14	15	29	0.1370196978735616	0.06785735125633292	0.06916234661722868	128.0	0.3261094520204889	0.21904761904761916	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-DQB1_CD4	MHC-II	HLA-DQB1	CD4	other	other	8	8	16	0.054016539634415134	0.01036194543624186	0.043654594198173274	42.0	0.32820512820512815	0.3125	mannwhitney_between_unit_PR320_slice
between_median	outgoing	SPP1_CD44	SPP1	SPP1	CD44	other	other	10	13	23	0.12270507122989538	0.24027547553654516	-0.11757040430664978	49.0	0.3364168335882751	-0.24615384615384617	mannwhitney_between_unit_PR320_slice
between_median	outgoing	COL4A4_CD44	COLLAGEN	COL4A4	CD44	other	other	8	6	14	0.022615326235110804	0.051668071477242616	-0.029052745242131812	16.0	0.344988344988345	-0.33333333333333337	mannwhitney_between_unit_PR320_slice
between_median	outgoing	LAMC2_CD44	LAMININ	LAMC2	CD44	other	other	16	17	33	0.1365527401605338	0.0647873781031826	0.07176536205735119	162.0	0.35832646674888025	0.19117647058823528	mannwhitney_between_unit_PR320_slice
between_median	outgoing	PVR_CD226	PVR	PVR	CD226	other	barrier|inhibitory	7	6	13	0.004180499167723875	0.006644098215599699	-0.0024635990478758243	14.0	0.36596736596736595	-0.33333333333333337	mannwhitney_between_unit_PR320_slice
between_median	outgoing	THBS3_CD47	THBS	THBS3	CD47	other	other	11	8	19	0.02241369094953753	0.009128615247423826	0.013285075702113703	55.0	0.3950411473631288	0.25	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-DMB_CD4	MHC-II	HLA-DMB	CD4	other	other	8	7	15	0.016748055291964343	0.0012302544548397321	0.015517800837124611	36.0	0.39689199689199695	0.2857142857142858	mannwhitney_between_unit_PR320_slice
between_median	outgoing	ICAM1_ITGAL	ICAM	ICAM1	ITGAL	other	other	12	13	25	0.05484161261749649	0.025723083768333897	0.029118528849162592	94.0	0.39917875165278627	0.20512820512820507	mannwhitney_between_unit_PR320_slice
between_median	outgoing	THBS1_CD47	THBS	THBS1	CD47	other	other	9	7	16	0.020822109966735405	0.013447160336793426	0.007374949629941979	40.0	0.4078671328671329	0.26984126984126977	mannwhitney_between_unit_PR320_slice
between_median	outgoing	MIF_CD74_CXCR4	MIF	MIF	CD74_CXCR4	other	other	22	21	43	0.86441395586718	0.8908111312766419	-0.02639717540946196	197.0	0.41568392810112	-0.1471861471861472	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-DPB1_CD4	MHC-II	HLA-DPB1	CD4	other	other	9	9	18	0.04863997072023319	0.005368688786371713	0.043271281933861476	50.0	0.42677673653298365	0.23456790123456783	mannwhitney_between_unit_PR320_slice
between_median	outgoing	CD99_CD99	CD99	CD99	CD99	other	other	21	19	40	0.5878640952129149	0.48614672826774064	0.1017173669451743	229.0	0.4321985722809285	0.1478696741854637	mannwhitney_between_unit_PR320_slice
between_median	outgoing	LAMB2_CD44	LAMININ	LAMB2	CD44	other	other	18	16	34	0.06836098701686828	0.0466127098470534	0.02174827716981488	167.0	0.4375578509038419	0.15972222222222232	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-DMA_CD4	MHC-II	HLA-DMA	CD4	other	other	10	9	19	0.028705053580433633	0.0051045141367549235	0.02360053944367871	55.0	0.437942822899974	0.22222222222222232	mannwhitney_between_unit_PR320_slice
between_median	outgoing	COL6A2_CD44	COLLAGEN	COL6A2	CD44	other	other	11	8	19	0.1319019002782994	0.15472142570080608	-0.022819525422506676	34.0	0.44214230901537405	-0.2272727272727273	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-E_KLRK1	MHC-I	HLA-E	KLRK1	MHC-I	inhibitory	9	11	20	0.311157615592615	0.36815344503854086	-0.05699582944592585	39.0	0.44741170200931857	-0.21212121212121215	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-DPA1_CD4	MHC-II	HLA-DPA1	CD4	other	other	9	9	18	0.034017323754205214	0.006058219069881955	0.02795910468432326	49.0	0.47992869214595724	0.2098765432098766	mannwhitney_between_unit_PR320_slice
between_median	outgoing	BAG6_NCR3-PS	BAG	BAG6	NCR3	other	other	8	8	16	0.03791734244041814	0.018624297473256723	0.019293044967161416	39.0	0.5053613053613053	0.21875	mannwhitney_between_unit_PR320_slice
between_median	outgoing	NECTIN3_TIGIT	NECTIN	NECTIN3	TIGIT	other	other	10	8	18	0.026968170637399605	0.002920778427086726	0.02404739221031288	48.0	0.5147858677270442	0.19999999999999996	mannwhitney_between_unit_PR320_slice
between_median	outgoing	CD55_ADGRE5	ADGRE	CD55	ADGRE5	other	other	19	20	39	0.25260312865347195	0.2525740092776537	2.9119375818231763e-05	213.0	0.5272591878694695	0.1210526315789473	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-DRB5_CD4	MHC-II	HLA-DRB5	CD4	other	other	7	7	14	0.10314757343945813	0.003557508283120944	0.09959006515633718	30.0	0.534965034965035	0.22448979591836737	mannwhitney_between_unit_PR320_slice
between_median	outgoing	TGM2_ADGRG1	ADGRG	TGM2	ADGRG1	other	other	7	7	14	0.03407160421421948	0.08296124158772837	-0.04888963737350889	19.0	0.534965034965035	-0.22448979591836737	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-DRA_CD4	MHC-II	HLA-DRA	CD4	other	other	9	9	18	0.08314318041932472	0.03556035102806219	0.047582829391262536	48.0	0.5364994693194564	0.18518518518518512	mannwhitney_between_unit_PR320_slice
between_median	outgoing	JAG1_NOTCH1	NOTCH	JAG1	NOTCH1	other	other	5	5	10	0.011589310785236102	0.00420877102411199	0.007380539761124112	16.0	0.5476190476190477	0.28	mannwhitney_between_unit_PR320_slice
between_median	outgoing	COL9A3_CD44	COLLAGEN	COL9A3	CD44	other	other	5	3	8	0.01332515271312599	0.0074465644154029864	0.005878588297723004	10.0	0.5714285714285714	0.33333333333333326	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-F_CD8B	MHC-I	HLA-F	CD8B	MHC-I	other	14	16	30	0.05715994483065568	0.12158033737671825	-0.06442039254606258	100.0	0.6326065605976867	-0.1071428571428571	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-A_CD8A	MHC-I	HLA-A	CD8A	MHC-I	other	17	21	38	0.5319552416005404	0.5091870357146042	0.0227682058859362	192.0	0.7027194943179218	0.07563025210084029	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-DQA1_CD4	MHC-II	HLA-DQA1	CD4	other	other	8	8	16	0.015957815138655723	0.007240208005635905	0.008717607133019818	36.0	0.7209013209013208	0.125	mannwhitney_between_unit_PR320_slice
between_median	outgoing	COL1A1_CD44	COLLAGEN	COL1A1	CD44	other	other	18	11	29	0.2074662784179438	0.18600450362385126	0.02146177479409253	107.0	0.7360415692660789	0.08080808080808088	mannwhitney_between_unit_PR320_slice
between_median	outgoing	IGFBP3_TMEM219	IGFBP	IGFBP3	TMEM219	other	other	13	12	25	0.1552629092832354	0.12270765787445483	0.032555251408780586	84.0	0.7648175395839272	0.07692307692307687	mannwhitney_between_unit_PR320_slice
between_median	outgoing	CD274_PDCD1	PD-L1	CD274	PDCD1	CD274–PDCD1	inhibitory	5	3	8	0.0007504020398376067	0.001441751015956234	-0.0006913489761186273	6.0	0.7857142857142857	-0.19999999999999996	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-F_CD8A	MHC-I	HLA-F	CD8A	MHC-I	other	15	17	32	0.08498083673620518	0.17629958405451154	-0.09131874731830636	120.0	0.7915185421173553	-0.05882352941176472	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-C_CD8A	MHC-I	HLA-C	CD8A	MHC-I	other	17	21	38	0.48170761767001546	0.5229855707702412	-0.04127795310022575	188.0	0.7916099166591326	0.053221288515406195	mannwhitney_between_unit_PR320_slice
between_median	outgoing	COL9A2_CD44	COLLAGEN	COL9A2	CD44	other	other	12	8	20	0.03085157569169439	0.031388578250560115	-0.0005370025588657262	44.0	0.7920774787647853	-0.08333333333333337	mannwhitney_between_unit_PR320_slice
between_median	outgoing	FN1_CD44	FN1	FN1	CD44	other	other	17	13	30	0.07724032032811759	0.08688138293995705	-0.00964106261183946	117.0	0.8017286705896025	0.05882352941176472	mannwhitney_between_unit_PR320_slice
between_median	outgoing	SFTPD_ADGRE5	ADGRE	SFTPD	ADGRE5	other	other	8	4	12	0.07297777661882486	0.18061807300597563	-0.10764029638715077	14.0	0.8080808080808081	-0.125	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-C_CD8B	MHC-I	HLA-C	CD8B	MHC-I	other	15	19	34	0.5332932823475802	0.3713712080392053	0.1619220743083749	135.0	0.8081674695160228	-0.052631578947368474	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-B_CD8B	MHC-I	HLA-B	CD8B	MHC-I	other	15	19	34	0.49658198142262017	0.42673045308613633	0.06985152833648384	135.0	0.8081674695160228	-0.052631578947368474	mannwhitney_between_unit_PR320_slice
between_median	outgoing	TNFSF10_TNFRSF10B	TRAIL	TNFSF10	TNFRSF10A	other	other	4	3	7	0.019717942022497145	0.01993021614709814	-0.0002122741246009946	5.0	0.8571428571428571	-0.16666666666666663	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-B_CD8A	MHC-I	HLA-B	CD8A	MHC-I	other	17	21	38	0.5064337501772971	0.5419805382786465	-0.03554678810134937	172.0	0.860178390311068	-0.036414565826330514	mannwhitney_between_unit_PR320_slice
between_median	outgoing	CXCL16_CXCR6	CXCL	CXCL16	CXCR6	T-recruit	recruit	11	10	21	0.04371657319014647	0.024322506260039567	0.019394066930106903	58.0	0.8602588271965479	0.05454545454545445	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-A_CD8B	MHC-I	HLA-A	CD8B	MHC-I	other	15	19	34	0.5250491815287807	0.39898031394066	0.12606886758812064	138.0	0.8896575087576093	-0.03157894736842104	mannwhitney_between_unit_PR320_slice
between_median	outgoing	LPAR1_ADGRE5	ADGRE	LPAR1	ADGRE5	other	other	6	4	10	0.0028334361176553446	0.003394910957353616	-0.0005614748396982716	13.0	0.9142857142857143	0.08333333333333326	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-E_CD8B	MHC-I	HLA-E	CD8B	MHC-I	inhibitory	15	19	34	0.20033776855791516	0.21722614784707464	-0.016888379289159483	139.0	0.9171271330679152	-0.024561403508771895	mannwhitney_between_unit_PR320_slice
between_median	outgoing	LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	other	inhibitory	9	9	18	0.005973781642628637	0.009665398667009181	-0.003691617024380544	39.0	0.9296365245070707	-0.03703703703703709	mannwhitney_between_unit_PR320_slice
between_median	outgoing	PPIA_BSG	CypA	PPIA	BSG	other	other	22	21	43	0.6917937122003197	0.7161596457115663	-0.024365933511246607	235.0	0.9322314445142659	0.017316017316017396	mannwhitney_between_unit_PR320_slice
between_median	outgoing	COL6A1_CD44	COLLAGEN	COL6A1	CD44	other	other	13	10	23	0.12665000118678205	0.12073023372896038	0.005919767457821662	64.0	0.9752626144551187	-0.01538461538461533	mannwhitney_between_unit_PR320_slice
between_median	outgoing	LAMB1_CD44	LAMININ	LAMB1	CD44	other	other	6	9	15	0.04249346231189834	0.038290765409920824	0.004202696901977519	27.0	1.0	0.0	mannwhitney_between_unit_PR320_slice
between_median	outgoing	JAG1_NOTCH2	NOTCH	JAG1	NOTCH2	other	other	5	3	8	0.0015705254291101948	0.0009799382780817077	0.0005905871510284871	7.0	1.0	-0.06666666666666665	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-E_CD8A	MHC-I	HLA-E	CD8A	MHC-I	inhibitory	17	21	38	0.2853544062125929	0.2966059968403426	-0.011251590627749719	178.0	1.0	-0.0028011204481792618	mannwhitney_between_unit_PR320_slice
between_median	outgoing	HLA-E_KLRC1	MHC-I	HLA-E	KLRC1	MHC-I	inhibitory	6	7	13	0.11580617863820672	0.21926531510681008	-0.10345913646860336	21.0	1.0	0.0	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	MDK_NCL	MK	MDK	NCL	other	other	11	12	23	0.7236183135265581	0.45971055015127327	0.2639077633752849	121.0	0.0007958240403044202	0.8333333333333333	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	MIF_CD74_CD44	MIF	MIF	CD74_CD44	other	other	11	12	23	0.7770763378107145	0.8588288269660589	-0.08175248915534439	29.0	0.024677136998399834	-0.5606060606060606	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	LAMA3_CD44	LAMININ	LAMA3	CD44	other	other	3	8	11	0.31382520494931565	0.046511558737152056	0.2673136462121636	22.0	0.048484848484848485	0.8333333333333333	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	LAMB3_CD44	LAMININ	LAMB3	CD44	other	other	7	10	17	0.4094468826523473	0.17026119703783374	0.23918568561451356	55.0	0.055327025915261216	0.5714285714285714	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	MIF_CD74_CXCR4	MIF	MIF	CD74_CXCR4	other	other	11	12	23	0.8412121992404639	0.8908937640897373	-0.04968156484927344	36.0	0.06943183161594255	-0.4545454545454546	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	CLEC2B_KLRB1	CLEC	CLEC2B	KLRB1	other	other	4	11	15	0.10645483431007971	0.039199165581539755	0.06725566872853996	36.0	0.07765567765567766	0.6363636363636365	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	LAMA5_CD44	LAMININ	LAMA5	CD44	other	other	9	11	20	0.2008844931923212	0.0915235717586622	0.10936092143365901	73.0	0.08056875653563067	0.4747474747474747	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	JAG1_NOTCH1	NOTCH	JAG1	NOTCH1	other	other	3	3	6	0.01649181550245371	0.0012173188679381526	0.015274496634515558	9.0	0.1	1.0	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	HLA-E_KLRC2	MHC-I	HLA-E	KLRC2	MHC-I	inhibitory	3	3	6	0.035524104704409476	0.3427966847962325	-0.307272580091823	0.0	0.1	-1.0	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	LGALS9_P4HB	GALECTIN	LGALS9	P4HB	other	inhibitory	7	10	17	0.33852776976149157	0.031240156592191773	0.3072876131692998	52.0	0.10880296174413821	0.48571428571428577	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	ICAM1_SPN	ICAM	ICAM1	SPN	other	other	6	9	15	0.1357856334169521	0.09488380091325317	0.04090183250369893	40.0	0.14465534465534466	0.4814814814814814	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	COL6A1_CD44	COLLAGEN	COL6A1	CD44	other	other	4	7	11	0.35646547433197284	0.1793838124350454	0.17708166189692745	22.0	0.16363636363636364	0.5714285714285714	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	APP_CD74	APP	APP	CD74	other	other	11	12	23	0.6112989635862778	0.45725893928809336	0.15404002429818442	89.0	0.1661199704495876	0.3484848484848484	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	BAG6_NCR3-PS	BAG	BAG6	NCR3	other	other	3	6	9	0.04093881947831463	0.018624297473256723	0.02231452200505791	15.0	0.16666666666666666	0.6666666666666667	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	CDH1_KLRG1	CDH1	CDH1	KLRG1	other	barrier	5	8	13	0.12941107549465192	0.04141479171814113	0.08799628377651078	30.0	0.17094017094017094	0.5	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	HLA-E_KLRK1	MHC-I	HLA-E	KLRK1	MHC-I	inhibitory	4	6	10	0.16790767785084718	0.40565600442463423	-0.23774832657378706	5.0	0.17142857142857143	-0.5833333333333333	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	THBS3_CD47	THBS	THBS3	CD47	other	other	6	6	12	0.027551066072405685	0.009075734873510216	0.018475331198895467	27.0	0.17965367965367965	0.5	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	NECTIN3_TIGIT	NECTIN	NECTIN3	TIGIT	other	other	4	5	9	0.03332997928438806	0.0025206655334921017	0.030809313750895954	16.0	0.19047619047619047	0.6000000000000001	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	SPP1_CD44	SPP1	SPP1	CD44	other	other	3	8	11	0.009726287002339563	0.34773170472368387	-0.3380054177213443	5.0	0.19393939393939394	-0.5833333333333333	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	COL1A1_CD44	COLLAGEN	COL1A1	CD44	other	other	8	7	15	0.29552944409421933	0.14247981781927183	0.1530496262749475	39.0	0.23185703185703188	0.3928571428571428	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	PVR_TIGIT	PVR	PVR	TIGIT	other	barrier|inhibitory	6	7	13	0.048067651202655326	0.011834740875797898	0.03623291032685743	30.0	0.23426573426573427	0.4285714285714286	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	IGFBP3_TMEM219	IGFBP	IGFBP3	TMEM219	other	other	5	7	12	0.1552629092832354	0.23400238830352768	-0.07873947902029227	10.0	0.26767676767676774	-0.4285714285714286	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	ICAM1_ITGAL	ICAM	ICAM1	ITGAL	other	other	3	9	12	0.13536240270754504	0.03838937401766914	0.0969730286898759	20.0	0.2818181818181818	0.4814814814814814	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	CLEC2D_KLRB1	CLEC	CLEC2D	KLRB1	other	other	5	9	14	0.002643978994637966	0.010895809384092417	-0.008251830389454451	14.0	0.2977022977022977	-0.37777777777777777	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	LGALS9_CD44	GALECTIN	LGALS9	CD44	other	inhibitory	7	10	17	0.3291797137267322	0.0972093061493369	0.23197040757739532	46.0	0.31478815302344715	0.3142857142857143	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	LAMB1_CD44	LAMININ	LAMB1	CD44	other	other	3	8	11	0.0482599275425016	0.03392130196632084	0.014338625576180763	17.0	0.3757575757575758	0.41666666666666674	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	THBS1_CD47	THBS	THBS1	CD47	other	other	3	3	6	0.10836427323825787	0.025985540722919837	0.08237873251533803	7.0	0.4	0.5555555555555556	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	LAMC1_CD44	LAMININ	LAMC1	CD44	other	other	9	10	19	0.10890963317301804	0.0635871235315066	0.04532250964151144	55.0	0.437942822899974	0.22222222222222232	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	other	other	9	10	19	0.013535243352625674	0.006651845039513821	0.006883398313111853	55.0	0.437942822899974	0.22222222222222232	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	HLA-F_CD8A	MHC-I	HLA-F	CD8A	MHC-I	other	6	10	16	0.16618814844805102	0.24774276334353346	-0.08155461489548244	23.0	0.49225774225774227	-0.23333333333333328	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	HLA-DMB_CD4	MHC-II	HLA-DMB	CD4	other	other	3	7	10	0.026704321519001456	0.0012302544548397321	0.025474067064161724	14.0	0.5166666666666666	0.33333333333333326	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	other	inhibitory	3	6	9	0.0012319597258875772	0.0073470011461200125	-0.0061150414202324355	6.0	0.5476190476190476	-0.33333333333333337	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	TGM2_ADGRG1	ADGRG	TGM2	ADGRG1	other	other	3	6	9	0.03407160421421948	0.07576731052145766	-0.04169570630723818	6.0	0.5476190476190476	-0.33333333333333337	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	HLA-E_KLRC1	MHC-I	HLA-E	KLRC1	MHC-I	inhibitory	4	5	9	0.06975622071218929	0.21926531510681008	-0.1495090943946208	7.0	0.5555555555555556	-0.30000000000000004	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	LAMB2_CD44	LAMININ	LAMB2	CD44	other	other	7	9	16	0.13143176360311576	0.050408788813454855	0.0810229747896609	37.0	0.6064685314685315	0.17460317460317465	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	COL6A2_CD44	COLLAGEN	COL6A2	CD44	other	other	4	6	10	0.17540397468854252	0.2115917306455398	-0.036187755956997275	9.0	0.6095238095238095	-0.25	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	HLA-DRB1_CD4	MHC-II	HLA-DRB1	CD4	other	other	3	8	11	0.13511465883308052	0.016772936821044093	0.11834172201203642	15.0	0.6303030303030304	0.25	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	HLA-DPB1_CD4	MHC-II	HLA-DPB1	CD4	other	other	3	8	11	0.11121819658417824	0.019621744625414193	0.09159645195876405	15.0	0.6303030303030304	0.25	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	HLA-DQB1_CD4	MHC-II	HLA-DQB1	CD4	other	other	3	8	11	0.06791559134501453	0.01036194543624186	0.05755364590877267	15.0	0.6303030303030304	0.25	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	LGALS9_CD45	GALECTIN	LGALS9	PTPRC	other	inhibitory	6	10	16	0.3293930874297839	0.1530789163697601	0.1763141710600238	35.0	0.6353646353646354	0.16666666666666674	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	NECTIN2–TIGIT	barrier|inhibitory	7	12	19	0.13784574811922903	0.1367661541920949	0.001079593927134137	48.0	0.6503532587123918	0.1428571428571428	mannwhitney_between_unit_PR320_slice
between_q4q1	outgoing	HLA-E_CD8A	MHC-I	HLA-E	CD8A	MHC-I	inhibitory	7	12	19	0.3143471980086385	0.3659564916322955	-0.051609293623657015	36.0	0.6503532587123918	-0.1428571428571429	mannwhitney_between_unit_PR320_slice
