ligand	receptor	pathway	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_frac_high	receptor_frac_high	cpdb_mean_score_high	product_score_high	pass_expr_prop_high	Patient	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_frac_low	receptor_frac_low	cpdb_mean_score_low	product_score_low	pass_expr_prop_low	delta_high_minus_low	pass_either
WNT6	SFRP2	other	98	325	0.0	0.06791109591722488	0.0	0.036923076923076927	0.03395554795861244	0.0	False	P4	691	325	0.0	0.06791109591722488	0.0	0.036923076923076927	0.03395554795861244	0.0	False	0.0	False
WNT6	SFRP4	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT6	SFRP5	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT6	WIF1	other	98	325	0.0	0.0	0.0	0.0	0.0	0.0	False	P4	691	325	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
WNT7A	FRZB	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	FZD1+LRP5	other	98	325	0.026680702343583107	0.006288830656558275	0.02040816326530612	0.003076923076923077	0.01648476650007069	0.00016779041883683166	False	P4	691	325	0.015466766431927681	0.006288830656558275	0.01881331403762663	0.003076923076923077	0.010877798544242978	9.726787489493325e-05	False	0.005606967955827713	False
WNT7A	FZD1+LRP6	other	98	325	0.026680702343583107	0.005044753197580576	0.02040816326530612	0.003076923076923077	0.01586272777058184	0.00013459755846148645	False	P4	691	325	0.015466766431927681	0.005044753197580576	0.01881331403762663	0.003076923076923077	0.010255759814754128	7.802601941369908e-05	False	0.005606967955827713	False
WNT7A	FZD10+LRP5	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	FZD10+LRP6	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	FZD2+LRP5	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	FZD2+LRP6	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	FZD3+LRP5	other	98	325	0.026680702343583107	0.009447503834962845	0.02040816326530612	0.006153846153846154	0.018064103089272976	0.00025206603771050357	False	P4	691	325	0.015466766431927681	0.009447503834962845	0.01881331403762663	0.006153846153846154	0.012457135133445263	0.00014612233518011136	False	0.005606967955827713	False
WNT7A	FZD3+LRP6	other	98	325	0.026680702343583107	0.005044753197580576	0.02040816326530612	0.003076923076923077	0.01586272777058184	0.00013459755846148645	False	P4	691	325	0.015466766431927681	0.005044753197580576	0.01881331403762663	0.003076923076923077	0.010255759814754128	7.802601941369908e-05	False	0.005606967955827713	False
WNT7A	FZD4+LRP5	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	FZD4+LRP6	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	FZD5+LRP5	other	98	325	0.026680702343583107	0.004651645664125681	0.02040816326530612	0.003076923076923077	0.015666174003854394	0.00012410917337235625	False	P4	691	325	0.015466766431927681	0.004651645664125681	0.01881331403762663	0.003076923076923077	0.010059206048026681	7.194591701112103e-05	False	0.005606967955827713	False
WNT7A	FZD5+LRP6	other	98	325	0.026680702343583107	0.004651645664125681	0.02040816326530612	0.003076923076923077	0.015666174003854394	0.00012410917337235625	False	P4	691	325	0.015466766431927681	0.004651645664125681	0.01881331403762663	0.003076923076923077	0.010059206048026681	7.194591701112103e-05	False	0.005606967955827713	False
WNT7A	FZD6+LRP5	other	98	325	0.026680702343583107	0.009447503834962845	0.02040816326530612	0.006153846153846154	0.018064103089272976	0.00025206603771050357	False	P4	691	325	0.015466766431927681	0.009447503834962845	0.01881331403762663	0.006153846153846154	0.012457135133445263	0.00014612233518011136	False	0.005606967955827713	False
WNT7A	FZD6+LRP6	other	98	325	0.026680702343583107	0.005044753197580576	0.02040816326530612	0.003076923076923077	0.01586272777058184	0.00013459755846148645	False	P4	691	325	0.015466766431927681	0.005044753197580576	0.01881331403762663	0.003076923076923077	0.010255759814754128	7.802601941369908e-05	False	0.005606967955827713	False
WNT7A	FZD7+LRP5	other	98	325	0.026680702343583107	0.00923489686101675	0.02040816326530612	0.006153846153846154	0.01795779960229993	0.0002463935343224779	False	P4	691	325	0.015466766431927681	0.00923489686101675	0.01881331403762663	0.006153846153846154	0.012350831646472216	0.00014283399277228818	False	0.005606967955827713	False
WNT7A	FZD7+LRP6	other	98	325	0.026680702343583107	0.005044753197580576	0.02040816326530612	0.003076923076923077	0.01586272777058184	0.00013459755846148645	False	P4	691	325	0.015466766431927681	0.005044753197580576	0.01881331403762663	0.003076923076923077	0.010255759814754128	7.802601941369908e-05	False	0.005606967955827713	False
WNT7A	FZD8+LRP5	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	FZD8+LRP6	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	FZD9+LRP5	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	FZD9+LRP6	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	SFRP1	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	SFRP2	other	98	325	0.026680702343583107	0.06791109591722488	0.02040816326530612	0.036923076923076927	0.047295899130403996	0.0018119157359939991	False	P4	691	325	0.015466766431927681	0.06791109591722488	0.01881331403762663	0.036923076923076927	0.04168893117457628	0.0010503650586879548	False	0.005606967955827713	False
WNT7A	SFRP4	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	SFRP5	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7A	WIF1	other	98	325	0.026680702343583107	0.0	0.02040816326530612	0.0	0.013340351171791553	0.0	False	P4	691	325	0.015466766431927681	0.0	0.01881331403762663	0.0	0.0077333832159638405	0.0	False	0.005606967955827713	False
WNT7B	FRZB	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	FZD1+LRP5	other	98	325	0.12214594334363937	0.006288830656558275	0.10204081632653061	0.003076923076923077	0.06421738700009882	0.0007681551530737095	False	P4	691	325	0.1317259967327118	0.006288830656558275	0.14182344428364688	0.003076923076923077	0.06900741369463503	0.0008284024865183731	False	-0.004790026694536209	False
WNT7B	FZD1+LRP6	other	98	325	0.12214594334363937	0.005044753197580576	0.10204081632653061	0.003076923076923077	0.06359534827060997	0.0006161961382543206	False	P4	691	325	0.1317259967327118	0.005044753197580576	0.14182344428364688	0.003076923076923077	0.06838537496514618	0.0006645251432218363	False	-0.004790026694536209	False
WNT7B	FZD10+LRP5	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	FZD10+LRP6	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	FZD2+LRP5	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	FZD2+LRP6	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	FZD3+LRP5	other	98	325	0.12214594334363937	0.009447503834962845	0.10204081632653061	0.006153846153846154	0.06579672358930111	0.0011539742681641874	False	P4	691	325	0.1317259967327118	0.009447503834962845	0.14182344428364688	0.006153846153846154	0.07058675028383732	0.0012444818592965978	False	-0.004790026694536209	False
WNT7B	FZD3+LRP6	other	98	325	0.12214594334363937	0.005044753197580576	0.10204081632653061	0.003076923076923077	0.06359534827060997	0.0006161961382543206	False	P4	691	325	0.1317259967327118	0.005044753197580576	0.14182344428364688	0.003076923076923077	0.06838537496514618	0.0006645251432218363	False	-0.004790026694536209	False
WNT7B	FZD4+LRP5	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	FZD4+LRP6	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	FZD5+LRP5	other	98	325	0.12214594334363937	0.004651645664125681	0.10204081632653061	0.003076923076923077	0.06339879450388253	0.0005681796477449812	False	P4	691	325	0.1317259967327118	0.004651645664125681	0.14182344428364688	0.003076923076923077	0.06818882119841874	0.0006127426615543524	False	-0.004790026694536209	False
WNT7B	FZD5+LRP6	other	98	325	0.12214594334363937	0.004651645664125681	0.10204081632653061	0.003076923076923077	0.06339879450388253	0.0005681796477449812	False	P4	691	325	0.1317259967327118	0.004651645664125681	0.14182344428364688	0.003076923076923077	0.06818882119841874	0.0006127426615543524	False	-0.004790026694536209	False
WNT7B	FZD6+LRP5	other	98	325	0.12214594334363937	0.009447503834962845	0.10204081632653061	0.006153846153846154	0.06579672358930111	0.0011539742681641874	False	P4	691	325	0.1317259967327118	0.009447503834962845	0.14182344428364688	0.006153846153846154	0.07058675028383732	0.0012444818592965978	False	-0.004790026694536209	False
WNT7B	FZD6+LRP6	other	98	325	0.12214594334363937	0.005044753197580576	0.10204081632653061	0.003076923076923077	0.06359534827060997	0.0006161961382543206	False	P4	691	325	0.1317259967327118	0.005044753197580576	0.14182344428364688	0.003076923076923077	0.06838537496514618	0.0006645251432218363	False	-0.004790026694536209	False
WNT7B	FZD7+LRP5	other	98	325	0.12214594334363937	0.00923489686101675	0.10204081632653061	0.006153846153846154	0.06569042010232806	0.001128005188770105	False	P4	691	325	0.1317259967327118	0.00923489686101675	0.14182344428364688	0.006153846153846154	0.07048044679686427	0.0012164759937412228	False	-0.004790026694536209	False
WNT7B	FZD7+LRP6	other	98	325	0.12214594334363937	0.005044753197580576	0.10204081632653061	0.003076923076923077	0.06359534827060997	0.0006161961382543206	False	P4	691	325	0.1317259967327118	0.005044753197580576	0.14182344428364688	0.003076923076923077	0.06838537496514618	0.0006645251432218363	False	-0.004790026694536209	False
WNT7B	FZD8+LRP5	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	FZD8+LRP6	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	FZD9+LRP5	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	FZD9+LRP6	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	SFRP1	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	SFRP2	other	98	325	0.12214594334363937	0.06791109591722488	0.10204081632653061	0.036923076923076927	0.09502851963043213	0.00829506487430981	False	P4	691	325	0.1317259967327118	0.06791109591722488	0.14182344428364688	0.036923076923076927	0.09981854632496834	0.008945656798907242	False	-0.004790026694536209	False
WNT7B	SFRP4	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	SFRP5	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT7B	WIF1	other	98	325	0.12214594334363937	0.0	0.10204081632653061	0.0	0.06107297167181969	0.0	False	P4	691	325	0.1317259967327118	0.0	0.14182344428364688	0.0	0.0658629983663559	0.0	False	-0.004790026694536209	False
WNT9A	FRZB	other	98	325	0.007039927877485752	0.0	0.01020408163265306	0.0	0.003519963938742876	0.0	False	P4	691	325	0.009905241429805756	0.0	0.010130246020260492	0.0	0.004952620714902878	0.0	False	-0.0014326567761600018	False
WNT9A	FZD1+LRP5	other	98	325	0.007039927877485752	0.006288830656558275	0.01020408163265306	0.003076923076923077	0.006664379267022014	4.427291425589163e-05	False	P4	691	325	0.009905241429805756	0.006288830656558275	0.010130246020260492	0.003076923076923077	0.008097036043182015	6.229238596437356e-05	False	-0.0014326567761600018	False
WNT9A	FZD1+LRP6	other	98	325	0.007039927877485752	0.005044753197580576	0.01020408163265306	0.003076923076923077	0.006042340537533164	3.5514698670682885e-05	False	P4	691	325	0.009905241429805756	0.005044753197580576	0.010130246020260492	0.003076923076923077	0.007474997313693166	4.996949837582018e-05	False	-0.0014326567761600018	False
WNT9A	FZD10+LRP5	other	98	325	0.007039927877485752	0.0	0.01020408163265306	0.0	0.003519963938742876	0.0	False	P4	691	325	0.009905241429805756	0.0	0.010130246020260492	0.0	0.004952620714902878	0.0	False	-0.0014326567761600018	False
WNT9A	FZD10+LRP6	other	98	325	0.007039927877485752	0.0	0.01020408163265306	0.0	0.003519963938742876	0.0	False	P4	691	325	0.009905241429805756	0.0	0.010130246020260492	0.0	0.004952620714902878	0.0	False	-0.0014326567761600018	False
WNT9A	FZD2+LRP5	other	98	325	0.007039927877485752	0.0	0.01020408163265306	0.0	0.003519963938742876	0.0	False	P4	691	325	0.009905241429805756	0.0	0.010130246020260492	0.0	0.004952620714902878	0.0	False	-0.0014326567761600018	False
WNT9A	FZD2+LRP6	other	98	325	0.007039927877485752	0.0	0.01020408163265306	0.0	0.003519963938742876	0.0	False	P4	691	325	0.009905241429805756	0.0	0.010130246020260492	0.0	0.004952620714902878	0.0	False	-0.0014326567761600018	False
WNT9A	FZD3+LRP5	other	98	325	0.007039927877485752	0.009447503834962845	0.01020408163265306	0.006153846153846154	0.008243715856224298	6.650974562040848e-05	False	P4	691	325	0.009905241429805756	0.009447503834962845	0.010130246020260492	0.006153846153846154	0.0096763726323843	9.357980639432273e-05	False	-0.0014326567761600018	False
WNT9A	FZD3+LRP6	other	98	325	0.007039927877485752	0.005044753197580576	0.01020408163265306	0.003076923076923077	0.006042340537533164	3.5514698670682885e-05	False	P4	691	325	0.009905241429805756	0.005044753197580576	0.010130246020260492	0.003076923076923077	0.007474997313693166	4.996949837582018e-05	False	-0.0014326567761600018	False
WNT9A	FZD4+LRP5	other	98	325	0.007039927877485752	0.0	0.01020408163265306	0.0	0.003519963938742876	0.0	False	P4	691	325	0.009905241429805756	0.0	0.010130246020260492	0.0	0.004952620714902878	0.0	False	-0.0014326567761600018	False
WNT9A	FZD4+LRP6	other	98	325	0.007039927877485752	0.0	0.01020408163265306	0.0	0.003519963938742876	0.0	False	P4	691	325	0.009905241429805756	0.0	0.010130246020260492	0.0	0.004952620714902878	0.0	False	-0.0014326567761600018	False
WNT9A	FZD5+LRP5	other	98	325	0.007039927877485752	0.004651645664125681	0.01020408163265306	0.003076923076923077	0.0058457867708057165	3.274724998706411e-05	False	P4	691	325	0.009905241429805756	0.004651645664125681	0.010130246020260492	0.003076923076923077	0.007278443546965718	4.6075673349074e-05	False	-0.0014326567761600018	False
WNT9A	FZD5+LRP6	other	98	325	0.007039927877485752	0.004651645664125681	0.01020408163265306	0.003076923076923077	0.0058457867708057165	3.274724998706411e-05	False	P4	691	325	0.009905241429805756	0.004651645664125681	0.010130246020260492	0.003076923076923077	0.007278443546965718	4.6075673349074e-05	False	-0.0014326567761600018	False
WNT9A	FZD6+LRP5	other	98	325	0.007039927877485752	0.009447503834962845	0.01020408163265306	0.006153846153846154	0.008243715856224298	6.650974562040848e-05	False	P4	691	325	0.009905241429805756	0.009447503834962845	0.010130246020260492	0.006153846153846154	0.0096763726323843	9.357980639432273e-05	False	-0.0014326567761600018	False
WNT9A	FZD6+LRP6	other	98	325	0.007039927877485752	0.005044753197580576	0.01020408163265306	0.003076923076923077	0.006042340537533164	3.5514698670682885e-05	False	P4	691	325	0.009905241429805756	0.005044753197580576	0.010130246020260492	0.003076923076923077	0.007474997313693166	4.996949837582018e-05	False	-0.0014326567761600018	False
WNT9A	FZD7+LRP5	other	98	325	0.007039927877485752	0.00923489686101675	0.01020408163265306	0.006153846153846154	0.008137412369251251	6.501300785757749e-05	False	P4	691	325	0.009905241429805756	0.00923489686101675	0.010130246020260492	0.006153846153846154	0.009570069145411253	9.147388298772624e-05	False	-0.0014326567761600018	False
WNT9A	FZD7+LRP6	other	98	325	0.007039927877485752	0.005044753197580576	0.01020408163265306	0.003076923076923077	0.006042340537533164	3.5514698670682885e-05	False	P4	691	325	0.009905241429805756	0.005044753197580576	0.010130246020260492	0.003076923076923077	0.007474997313693166	4.996949837582018e-05	False	-0.0014326567761600018	False
WNT9A	FZD8+LRP5	other	98	325	0.007039927877485752	0.0	0.01020408163265306	0.0	0.003519963938742876	0.0	False	P4	691	325	0.009905241429805756	0.0	0.010130246020260492	0.0	0.004952620714902878	0.0	False	-0.0014326567761600018	False
