ligand	receptor	pathway	n_sender	n_receiver	ligand_mean	receptor_mean	ligand_frac	receptor_frac	cpdb_mean_score	product_score	pass_expr_prop	Patient
CCL7	CCR1	T_recruit_partial	2234	59	0.0009347379673272371	0.1446400284767151	0.0008952551477170994	0.1016949152542373	0.07278738322202116	0.00013520052621247836	False	P1
CCL7	CCR5	T_recruit_partial	2234	59	0.0009347379673272371	0.3816611170768738	0.0008952551477170994	0.2542372881355932	0.1912979275221005	0.00035675313678427967	False	P1
CCL8	CCR1	T_recruit_partial	2234	59	0.009527990594506264	0.1446400284767151	0.010295434198746643	0.1016949152542373	0.07708400953561068	0.0013781288309152595	False	P1
CCL8	CCR5	T_recruit_partial	2234	59	0.009527990594506264	0.3816611170768738	0.010295434198746643	0.2542372881355932	0.19559455383569002	0.0036364635337972073	False	P1
CXCL10	DPP4	T_recruit_partial	2234	59	0.012582802213728428	0.0	0.012085944494180842	0.0	0.006291401106864214	0.0	False	P1
CXCL11	ACKR3	T_recruit_partial	2234	59	0.005506056360900402	0.0	0.0040286481647269475	0.0	0.002753028180450201	0.0	False	P1
CXCL11	DPP4	T_recruit_partial	2234	59	0.005506056360900402	0.0	0.0040286481647269475	0.0	0.002753028180450201	0.0	False	P1
CXCL12	DPP4	T_recruit_partial	2234	59	0.0035371293779462576	0.0	0.0040286481647269475	0.0	0.0017685646889731288	0.0	False	P1
CXCL13	ACKR4	T_recruit_partial	2234	59	0.031437937170267105	0.0	0.025067144136078783	0.0	0.015718968585133553	0.0	False	P1
CXCL14	CXCR4	T_recruit_partial	2234	59	0.1962621659040451	0.47521719336509705	0.11593554162936437	0.3050847457627119	0.3357396796345711	0.09326715564467536	True	P1
CXCL9	DPP4	T_recruit_partial	2234	59	0.022481119260191917	0.0	0.022829006266786033	0.0	0.011240559630095959	0.0	False	P1
PF4	CXCR3	T_recruit_partial	2234	59	0.0	0.25396403670310974	0.0	0.1864406779661017	0.12698201835155487	0.0	False	P1
ADCYAP1	VIPR1	other	2234	59	0.0008961614221334457	0.0	0.0008952551477170994	0.0	0.00044808071106672287	0.0	False	P1
ADCYAP1	VIPR2	other	2234	59	0.0008961614221334457	0.0	0.0008952551477170994	0.0	0.00044808071106672287	0.0	False	P1
ADM	CALCRL+GPER1+RAMP3	other	2234	59	1.5982152223587036	0.0	0.8755595344673232	0.0	0.7991076111793518	0.0	False	P1
ADM	RAMP3	other	2234	59	1.5982152223587036	0.0	0.8755595344673232	0.0	0.7991076111793518	0.0	False	P1
ADM2	CALCRL+GPER1+RAMP3	other	2234	59	0.014555075205862522	0.0	0.019247985675917637	0.0	0.007277537602931261	0.0	False	P1
ADM2	CALCRL+RAMP2	other	2234	59	0.014555075205862522	0.0	0.019247985675917637	0.0	0.007277537602931261	0.0	False	P1
AGRN	LRP4+MUSK	other	2234	59	0.0042815255001187325	0.0	0.006266786034019696	0.0	0.0021407627500593662	0.0	False	P1
AGRN	PTPRS	other	2234	59	0.0042815255001187325	0.0	0.006266786034019696	0.0	0.0021407627500593662	0.0	False	P1
AGT	AGTR2	other	2234	59	0.0002328426344320178	0.0	0.0004476275738585497	0.0	0.0001164213172160089	0.0	False	P1
AKR1B1	PTGFR	other	2234	59	0.7996203303337097	0.0	0.6410026857654432	0.0	0.39981016516685486	0.0	False	P1
AKR1C3	PTGDR	other	2234	59	2.305990695953369	0.0	0.9068934646374217	0.0	1.1529953479766846	0.0	False	P1
AKR1C3	PTGFR	other	2234	59	2.305990695953369	0.0	0.9068934646374217	0.0	1.1529953479766846	0.0	False	P1
ALB	B2M+FCGRT	other	2234	59	0.0	0.04157266393303871	0.0	0.03389830508474576	0.020786331966519356	0.0	False	P1
ALCAM	CD6	other	2234	59	1.1462483406066895	0.15935161709785461	0.761414503133393	0.11864406779661017	0.652799978852272	0.18265652667140841	True	P1
ALDH1A1	CRABP2+RARA	other	2234	59	0.7002264857292175	0.0	0.545658012533572	0.0	0.35011324286460876	0.0	False	P1
ALDH1A1	CRABP2+RARA+RXRA	other	2234	59	0.7002264857292175	0.0	0.545658012533572	0.0	0.35011324286460876	0.0	False	P1
ALDH1A1	CRABP2+RARB	other	2234	59	0.7002264857292175	0.0	0.545658012533572	0.0	0.35011324286460876	0.0	False	P1
ALDH1A1	CRABP2+RARB+RXRB	other	2234	59	0.7002264857292175	0.0	0.545658012533572	0.0	0.35011324286460876	0.0	False	P1
ALDH1A1	CRABP2+RARG	other	2234	59	0.7002264857292175	0.0	0.545658012533572	0.0	0.35011324286460876	0.0	False	P1
ALDH1A1	CRABP2+RARG+RXRG	other	2234	59	0.7002264857292175	0.0	0.545658012533572	0.0	0.35011324286460876	0.0	False	P1
ALDH1A1	CRABP2+RXRA	other	2234	59	0.7002264857292175	0.0	0.545658012533572	0.0	0.35011324286460876	0.0	False	P1
ALDH1A1	CRABP2+RXRB	other	2234	59	0.7002264857292175	0.0	0.545658012533572	0.0	0.35011324286460876	0.0	False	P1
ALDH1A1	CRABP2+RXRG	other	2234	59	0.7002264857292175	0.0	0.545658012533572	0.0	0.35011324286460876	0.0	False	P1
ALDH1A1	RORB	other	2234	59	0.7002264857292175	0.020416608080267906	0.545658012533572	0.01694915254237288	0.3603215469047427	0.014296249726556742	False	P1
ALDH1A2	CRABP2+RARA	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1
ALDH1A2	CRABP2+RARA+RXRA	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1
ALDH1A2	CRABP2+RARB	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1
ALDH1A2	CRABP2+RARB+RXRB	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1
ALDH1A2	CRABP2+RARG	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1
ALDH1A2	CRABP2+RARG+RXRG	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1
ALDH1A2	CRABP2+RXRA	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1
ALDH1A2	CRABP2+RXRB	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1
ALDH1A2	CRABP2+RXRG	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1
ALDH1A2	RORB	other	2234	59	0.007115620654076338	0.020416608080267906	0.008952551477170993	0.01694915254237288	0.013766114367172122	0.00014527683814213616	False	P1
ALDH1A3	CRABP2+RARA	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1
ALDH1A3	CRABP2+RARA+RXRA	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1
ALDH1A3	CRABP2+RARB	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1
ALDH1A3	CRABP2+RARB+RXRB	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1
ALDH1A3	CRABP2+RARG	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1
ALDH1A3	CRABP2+RARG+RXRG	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1
ALDH1A3	CRABP2+RXRA	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1
ALDH1A3	CRABP2+RXRB	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1
ALDH1A3	CRABP2+RXRG	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1
ALDH1A3	RORB	other	2234	59	0.003415716579183936	0.020416608080267906	0.0040286481647269475	0.01694915254237288	0.011916162329725921	6.97373467104718e-05	False	P1
ALOX12	CYSLTR1	other	2234	59	0.04995344579219818	0.04513624310493469	0.05863921217547001	0.03389830508474576	0.04754484444856644	0.002254710873205834	False	P1
ALOX12	FPR2	other	2234	59	0.04995344579219818	0.0	0.05863921217547001	0.0	0.02497672289609909	0.0	False	P1
ALOX5+ALOX5AP+LTC4S	CYSLTR1	other	2234	59	0.0057297563180327415	0.04513624310493469	0.006266786034019696	0.03389830508474576	0.025432999711483717	0.0002586196741027613	False	P1
ALOX5+ALOX5AP+LTC4S	CYSLTR2	other	2234	59	0.0057297563180327415	0.0	0.006266786034019696	0.0	0.0028648781590163708	0.0	False	P1
ALOX5+ALOX5AP+LTC4S	FPR2	other	2234	59	0.0057297563180327415	0.0	0.006266786034019696	0.0	0.0028648781590163708	0.0	False	P1
ALOX5+ALOX5AP+LTC4S	OXER1	other	2234	59	0.0057297563180327415	0.0	0.006266786034019696	0.0	0.0028648781590163708	0.0	False	P1
AMH	ACVR1+AMHR2	other	2234	59	0.0022271270863711834	0.0	0.0035810205908683975	0.0	0.0011135635431855917	0.0	False	P1
AMH	AMHR2+BMPR1A	other	2234	59	0.0022271270863711834	0.0	0.0035810205908683975	0.0	0.0011135635431855917	0.0	False	P1
AMH	AMHR2+BMPR1B	other	2234	59	0.0022271270863711834	0.0	0.0035810205908683975	0.0	0.0011135635431855917	0.0	False	P1
ANGPT1	TEK	other	2234	59	0.01974453777074814	0.0	0.022381378692927483	0.0	0.00987226888537407	0.0	False	P1
ANGPT2	TEK	other	2234	59	0.010128567926585674	0.0	0.008952551477170993	0.0	0.005064283963292837	0.0	False	P1
ANXA1	FPR1	other	2234	59	1.1298315525054932	0.0689082220196724	0.6624888093106536	0.05084745762711865	0.5993698872625828	0.07785468346487967	False	P1
ANXA1	FPR2	other	2234	59	1.1298315525054932	0.0	0.6624888093106536	0.0	0.5649157762527466	0.0	False	P1
ANXA1	FPR3	other	2234	59	1.1298315525054932	0.0	0.6624888093106536	0.0	0.5649157762527466	0.0	False	P1
APELA	APLNR	other	2234	59	0.0006213761516846716	0.022674206644296646	0.0008952551477170994	0.01694915254237288	0.011647791397990659	1.4089211267136062e-05	False	P1
APLN	APLNR	other	2234	59	0.0	0.022674206644296646	0.0	0.01694915254237288	0.011337103322148323	0.0	False	P1
APLP2	PIGR	other	2234	59	1.160543441772461	0.0	0.8119964189794091	0.0	0.5802717208862305	0.0	False	P1
APLP2	PLXNA4	other	2234	59	1.160543441772461	0.0	0.8119964189794091	0.0	0.5802717208862305	0.0	False	P1
APOA1	ABCA1	other	2234	59	0.005539184436202049	0.08276119828224182	0.007609668755595345	0.05084745762711865	0.044150191359221935	0.00045842954144642567	False	P1
APOA1	AMN+CUBN	other	2234	59	0.005539184436202049	0.0	0.007609668755595345	0.0	0.0027695922181010246	0.0	False	P1
APOA1	TREM2+TYROBP	other	2234	59	0.005539184436202049	0.03744128718972206	0.007609668755595345	0.03389830508474576	0.021490235812962055	0.0002073941952726796	False	P1
APOA2	TREM2+TYROBP	other	2234	59	0.0	0.03744128718972206	0.0	0.03389830508474576	0.01872064359486103	0.0	False	P1
APOB	APOBR	other	2234	59	0.0	0.07069557160139084	0.0	0.05084745762711865	0.03534778580069542	0.0	False	P1
APOB	TREM2+TYROBP	other	2234	59	0.0	0.03744128718972206	0.0	0.03389830508474576	0.01872064359486103	0.0	False	P1
APOE	TREM2+TYROBP	other	2234	59	0.11197328567504883	0.03744128718972206	0.12264995523724262	0.03389830508474576	0.07470728643238544	0.0041924239465362945	False	P1
APP	CD74	other	2234	59	0.14109450578689575	1.722245216369629	0.17547000895255147	0.7796610169491526	0.9316698610782623	0.24299933764751813	True	P1
APP	FPR2	other	2234	59	0.14109450578689575	0.0	0.17547000895255147	0.0	0.07054725289344788	0.0	False	P1
APP	PLXNA4	other	2234	59	0.14109450578689575	0.0	0.17547000895255147	0.0	0.07054725289344788	0.0	False	P1
APP	SORL1	other	2234	59	0.14109450578689575	0.026599867269396782	0.17547000895255147	0.01694915254237288	0.08384718652814627	0.003753095126372563	False	P1
APP	TNFRSF21	other	2234	59	0.14109450578689575	0.0	0.17547000895255147	0.0	0.07054725289344788	0.0	False	P1
APP	TREM2+TYROBP	other	2234	59	0.14109450578689575	0.03744128718972206	0.17547000895255147	0.03389830508474576	0.0892678964883089	0.005282759912059065	False	P1
AREG	EGFR	other	2234	59	0.24221520125865936	0.1654103547334671	0.20993733213965982	0.11864406779661017	0.20381277799606323	0.04006490236203297	True	P1
ARTN	GFRA1+RET	other	2234	59	0.020389389246702194	0.0	0.02730528200537153	0.0	0.010194694623351097	0.0	False	P1
ARTN	GFRA3+RET	other	2234	59	0.020389389246702194	0.0	0.02730528200537153	0.0	0.010194694623351097	0.0	False	P1
ASIP	MC1R	other	2234	59	0.006405023857951164	0.022952117025852203	0.008952551477170993	0.01694915254237288	0.014678570441901684	0.00014700885714107048	False	P1
AVP	AVPR1A	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
AVP	OXTR	other	2234	59	0.0	0.018002087250351906	0.0	0.01694915254237288	0.009001043625175953	0.0	False	P1
BAG6	NCR3	other	2234	59	0.20873259007930756	0.0	0.2457475380483438	0.0	0.10436629503965378	0.0	False	P1
BDNF	NGFR	other	2234	59	0.1018991693854332	0.0	0.11504028648164727	0.0	0.0509495846927166	0.0	False	P1
BDNF	NTRK2	other	2234	59	0.1018991693854332	0.0	0.11504028648164727	0.0	0.0509495846927166	0.0	False	P1
BDNF	SORT1	other	2234	59	0.1018991693854332	0.02798341028392315	0.11504028648164727	0.01694915254237288	0.06494128983467817	0.0028514862645035582	False	P1
BMP2	ACVR2A+BMPR1A	other	2234	59	0.011619179509580135	0.0	0.010743061772605193	0.0	0.005809589754790068	0.0	False	P1
BMP2	ACVR2A+BMPR1B	other	2234	59	0.011619179509580135	0.0	0.010743061772605193	0.0	0.005809589754790068	0.0	False	P1
BMP2	ACVR2B+BMPR1A	other	2234	59	0.011619179509580135	0.0	0.010743061772605193	0.0	0.005809589754790068	0.0	False	P1
BMP2	ACVR2B+BMPR1B	other	2234	59	0.011619179509580135	0.0	0.010743061772605193	0.0	0.005809589754790068	0.0	False	P1
BMP2	BMPR1A+BMPR2	other	2234	59	0.011619179509580135	0.0	0.010743061772605193	0.0	0.005809589754790068	0.0	False	P1
BMP2	BMPR1B+BMPR2	other	2234	59	0.011619179509580135	0.0	0.010743061772605193	0.0	0.005809589754790068	0.0	False	P1
BMP4	ACVR2A+BMPR1A	other	2234	59	0.06938674300909042	0.0	0.0792300805729633	0.0	0.03469337150454521	0.0	False	P1
BMP4	ACVR2A+BMPR1B	other	2234	59	0.06938674300909042	0.0	0.0792300805729633	0.0	0.03469337150454521	0.0	False	P1
BMP4	ACVR2B+BMPR1A	other	2234	59	0.06938674300909042	0.0	0.0792300805729633	0.0	0.03469337150454521	0.0	False	P1
BMP4	ACVR2B+BMPR1B	other	2234	59	0.06938674300909042	0.0	0.0792300805729633	0.0	0.03469337150454521	0.0	False	P1
BMP4	BMPR1A+BMPR2	other	2234	59	0.06938674300909042	0.0	0.0792300805729633	0.0	0.03469337150454521	0.0	False	P1
BMP4	BMPR1B+BMPR2	other	2234	59	0.06938674300909042	0.0	0.0792300805729633	0.0	0.03469337150454521	0.0	False	P1
BMP5	ACVR1+ACVR2A	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
BMP5	ACVR1+ACVR2B	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
BMP5	ACVR1+BMPR2	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
BMP5	ACVR2A+BMPR1A	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
BMP5	ACVR2A+BMPR1B	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
BMP5	ACVR2B+BMPR1A	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
BMP5	ACVR2B+BMPR1B	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
BMP5	BMPR1A+BMPR2	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
BMP5	BMPR1B+BMPR2	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1
BMP6	ACVR1+ACVR2A	other	2234	59	0.0023126094602048397	0.0	0.0035810205908683975	0.0	0.0011563047301024199	0.0	False	P1
BMP6	ACVR1+ACVR2B	other	2234	59	0.0023126094602048397	0.0	0.0035810205908683975	0.0	0.0011563047301024199	0.0	False	P1
BMP6	ACVR1+BMPR2	other	2234	59	0.0023126094602048397	0.0	0.0035810205908683975	0.0	0.0011563047301024199	0.0	False	P1
BMP6	ACVR2A+BMPR1A	other	2234	59	0.0023126094602048397	0.0	0.0035810205908683975	0.0	0.0011563047301024199	0.0	False	P1
BMP6	ACVR2A+BMPR1B	other	2234	59	0.0023126094602048397	0.0	0.0035810205908683975	0.0	0.0011563047301024199	0.0	False	P1
BMP6	ACVR2B+BMPR1A	other	2234	59	0.0023126094602048397	0.0	0.0035810205908683975	0.0	0.0011563047301024199	0.0	False	P1
BMP6	ACVR2B+BMPR1B	other	2234	59	0.0023126094602048397	0.0	0.0035810205908683975	0.0	0.0011563047301024199	0.0	False	P1
BMP6	BMPR1A+BMPR2	other	2234	59	0.0023126094602048397	0.0	0.0035810205908683975	0.0	0.0011563047301024199	0.0	False	P1
BMP6	BMPR1B+BMPR2	other	2234	59	0.0023126094602048397	0.0	0.0035810205908683975	0.0	0.0011563047301024199	0.0	False	P1
BMP7	ACVR1+ACVR2A	other	2234	59	0.2985387444496155	0.0	0.3258728737690242	0.0	0.14926937222480774	0.0	False	P1
BMP7	ACVR1+ACVR2B	other	2234	59	0.2985387444496155	0.0	0.3258728737690242	0.0	0.14926937222480774	0.0	False	P1
BMP7	ACVR1+BMPR2	other	2234	59	0.2985387444496155	0.0	0.3258728737690242	0.0	0.14926937222480774	0.0	False	P1
BMP7	ACVR2A+BMPR1A	other	2234	59	0.2985387444496155	0.0	0.3258728737690242	0.0	0.14926937222480774	0.0	False	P1
BMP7	ACVR2A+BMPR1B	other	2234	59	0.2985387444496155	0.0	0.3258728737690242	0.0	0.14926937222480774	0.0	False	P1
BMP7	ACVR2B+BMPR1A	other	2234	59	0.2985387444496155	0.0	0.3258728737690242	0.0	0.14926937222480774	0.0	False	P1
BMP7	ACVR2B+BMPR1B	other	2234	59	0.2985387444496155	0.0	0.3258728737690242	0.0	0.14926937222480774	0.0	False	P1
BMP7	BMPR1A+BMPR2	other	2234	59	0.2985387444496155	0.0	0.3258728737690242	0.0	0.14926937222480774	0.0	False	P1
BMP7	BMPR1B+BMPR2	other	2234	59	0.2985387444496155	0.0	0.3258728737690242	0.0	0.14926937222480774	0.0	False	P1
