ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
LTB,LTB,0.67646646,0.2915,LTBR,LTBR,0.34482548,0.297,TNK,Malig_CLDN4low,0.510646,0.0
MDK,MDK,0.77558327,0.5005,SORL1,SORL1,0.23614441,0.2125,Malig_CLDN4low,Malig_CLDN4high,0.50586385,0.0
LTB,LTB,0.67646646,0.2915,LTBR,LTBR,0.32723486,0.2975,TNK,Malig_CLDN4high,0.50185066,0.0
HBEGF,HBEGF,0.3396659,0.247,CD44,CD44,0.65639114,0.3415,Malig_CLDN4high,TNK,0.49802852,0.0
MDK,MDK,0.77558327,0.5005,SORL1,SORL1,0.21530925,0.185,Malig_CLDN4low,Malig_CLDN4low,0.49544626,0.0
DSC2,DSC2,0.53077805,0.363,DSG2,DSG2,0.45972,0.366,Malig_CLDN4high,Malig_CLDN4low,0.49524903,0.0
HBEGF,HBEGF,0.23570162,0.1905,CD44,CD44,0.74959654,0.509,Malig_CLDN4low,Malig_CLDN4low,0.49264908,0.0
HBEGF,HBEGF,0.3396659,0.247,CD44,CD44,0.6450573,0.469,Malig_CLDN4high,Malig_CLDN4high,0.4923616,0.0
CEACAM6,CEACAM6,0.61266136,0.2485,CEACAM5,CEACAM5,0.36251855,0.169,Malig_CLDN4high,Malig_CLDN4high,0.48758996,0.0
SPP1,SPP1,0.28417733,0.137,CD44,CD44,0.65639114,0.3415,TNK,TNK,0.47028422,1.0
SPP1,SPP1,0.28417733,0.137,CD44,CD44,0.6450573,0.469,TNK,Malig_CLDN4high,0.4646173,1.0
DSC2,DSC2,0.39653262,0.287,DSG2,DSG2,0.5290067,0.4155,Malig_CLDN4low,Malig_CLDN4high,0.4627697,0.0
NECTIN1,NECTIN1,0.34378302,0.3005,CD96,CD96,0.580462,0.2855,Malig_CLDN4high,TNK,0.4621225,0.0
NECTIN1,NECTIN1,0.33534992,0.28,CD96,CD96,0.580462,0.2855,Malig_CLDN4low,TNK,0.45790595,0.0
HBEGF,HBEGF,0.23570162,0.1905,CD44,CD44,0.65639114,0.3415,Malig_CLDN4low,TNK,0.44604638,0.68
CLEC2D,CLEC2D,0.5423137,0.2745,KLRB1,KLRB1,0.34321964,0.1555,TNK,TNK,0.44276667,0.0
HBEGF,HBEGF,0.23570162,0.1905,CD44,CD44,0.6450573,0.469,Malig_CLDN4low,Malig_CLDN4high,0.44037947,0.78
DSC2,DSC2,0.39653262,0.287,DSG2,DSG2,0.45972,0.366,Malig_CLDN4low,Malig_CLDN4low,0.4281263,0.0
APP,APP,0.35658586,0.303,CD74,CD74,0.4626232,0.2615,Malig_CLDN4high,Malig_CLDN4high,0.40960455,1.0
APP,APP,0.33756107,0.286,CD74,CD74,0.4626232,0.2615,Malig_CLDN4low,Malig_CLDN4high,0.40009212,1.0
NECTIN1,NECTIN1,0.34378302,0.3005,NECTIN4,NECTIN4,0.40906873,0.317,Malig_CLDN4high,Malig_CLDN4high,0.37642586,0.0
NECTIN1,NECTIN1,0.33534992,0.28,NECTIN4,NECTIN4,0.40906873,0.317,Malig_CLDN4low,Malig_CLDN4high,0.3722093,0.0
AREG,AREG,0.30895206,0.1995,EGFR,EGFR,0.4315347,0.314,Malig_CLDN4high,Malig_CLDN4high,0.37024337,0.0
APP,APP,0.35658586,0.303,CD74,CD74,0.37145013,0.1895,Malig_CLDN4high,Malig_CLDN4low,0.364018,1.0
ITGAL,ITGAL_ITGB2,0.25072628,0.1375,F11R,F11R,0.47351983,0.397,TNK,Malig_CLDN4high,0.36212307,0.0
APP,APP,0.33756107,0.286,CD74,CD74,0.37145013,0.1895,Malig_CLDN4low,Malig_CLDN4low,0.3545056,1.0
AREG,AREG,0.30895206,0.1995,EGFR,EGFR,0.39433062,0.2935,Malig_CLDN4high,Malig_CLDN4low,0.35164136,0.0
PTN,PTN,0.47730914,0.291,PLXNB2,PLXNB2,0.19561684,0.186,Malig_CLDN4low,Malig_CLDN4high,0.33646297,0.0
AREG,AREG,0.23484978,0.149,EGFR,EGFR,0.4315347,0.314,Malig_CLDN4low,Malig_CLDN4high,0.33319223,0.0
ITGAL,ITGAL_ITGB2,0.25072628,0.1375,F11R,F11R,0.40504074,0.333,TNK,Malig_CLDN4low,0.3278835,0.0
TIGIT,TIGIT,0.46856123,0.2225,NECTIN2,NECTIN2,0.16965719,0.162,TNK,Malig_CLDN4high,0.3191092,0.0
VEGFA,VEGFA,0.49436027,0.353,NRP2,NRP2,0.13956706,0.117,Malig_CLDN4high,Malig_CLDN4low,0.31696367,0.0
PTN,PTN,0.47730914,0.291,PLXNB2,PLXNB2,0.15588328,0.1445,Malig_CLDN4low,Malig_CLDN4low,0.3165962,0.0
AREG,AREG,0.23484978,0.149,EGFR,EGFR,0.39433062,0.2935,Malig_CLDN4low,Malig_CLDN4low,0.31459022,0.0
JAG1,JAG1,0.34292918,0.282,CD46,CD46,0.28505012,0.1575,Malig_CLDN4low,TNK,0.31398964,1.0
VEGFA,VEGFA,0.49436027,0.353,NRP2,NRP2,0.12560588,0.117,Malig_CLDN4high,Malig_CLDN4high,0.30998307,0.0
CDH1,CDH1,0.28495637,0.257,ITGA2,ITGA2_ITGB1,0.33468497,0.2815,Malig_CLDN4high,Malig_CLDN4high,0.30982065,0.0
LAMC1,LAMC1,0.13945185,0.134,ITGA6,ITGA6_ITGB1,0.47995454,0.366,Malig_CLDN4low,Malig_CLDN4low,0.3097032,0.0
CDH1,CDH1,0.28495637,0.257,ITGA2,ITGA2_ITGB1,0.31823623,0.2495,Malig_CLDN4high,Malig_CLDN4low,0.30159628,0.0
TIGIT,TIGIT,0.46856123,0.2225,NECTIN2,NECTIN2,0.12820107,0.127,TNK,Malig_CLDN4low,0.29838115,0.0
LAMC1,LAMC1,0.11112999,0.111,ITGA6,ITGA6_ITGB1,0.47995454,0.366,Malig_CLDN4high,Malig_CLDN4low,0.29554227,0.0
JAG1,JAG1,0.34292918,0.282,NOTCH3,NOTCH3,0.2433505,0.2205,Malig_CLDN4low,Malig_CLDN4high,0.29313985,0.0
JAG1,JAG1,0.34292918,0.282,NOTCH3,NOTCH3,0.24157815,0.201,Malig_CLDN4low,Malig_CLDN4low,0.29225367,0.0
SPP1,SPP1,0.28417733,0.137,ITGA4,ITGA4_ITGB1,0.2937562,0.1615,TNK,TNK,0.28896677,1.0
LCK,LCK,0.37125745,0.1975,CD8B,CD8A_CD8B,0.20492454,0.102,TNK,TNK,0.288091,0.0
NECTIN1,NECTIN1,0.34378302,0.3005,NECTIN4,NECTIN4,0.22464375,0.181,Malig_CLDN4high,Malig_CLDN4low,0.2842134,0.0
NECTIN1,NECTIN1,0.33534992,0.28,NECTIN4,NECTIN4,0.22464375,0.181,Malig_CLDN4low,Malig_CLDN4low,0.27999684,0.0
AREG,AREG,0.30895206,0.1995,ICAM1,ICAM1,0.24658549,0.142,Malig_CLDN4high,TNK,0.2777688,0.0
SIRPG,SIRPG,0.20061031,0.108,CD47,CD47,0.34783712,0.303,TNK,Malig_CLDN4high,0.27422372,0.0
JAG1,JAG1,0.2627928,0.236,CD46,CD46,0.28505012,0.1575,Malig_CLDN4high,TNK,0.27392146,1.0
CDH1,CDH1,0.20807035,0.181,ITGA2,ITGA2_ITGB1,0.33468497,0.2815,Malig_CLDN4low,Malig_CLDN4high,0.27137765,0.0
CDH1,CDH1,0.20807035,0.181,ITGA2,ITGA2_ITGB1,0.31823623,0.2495,Malig_CLDN4low,Malig_CLDN4low,0.26315328,0.0
SPN,SPN,0.27553314,0.1485,ICAM1,ICAM1,0.24658549,0.142,TNK,TNK,0.2610593,0.0
VEGFA,VEGFA,0.37220645,0.264,NRP2,NRP2,0.13956706,0.117,Malig_CLDN4low,Malig_CLDN4low,0.25588676,0.0
LAMC1,LAMC1,0.13945185,0.134,ITGA6,ITGA6_ITGB1,0.37183037,0.3,Malig_CLDN4low,Malig_CLDN4high,0.2556411,0.0
JAG1,JAG1,0.2627928,0.236,NOTCH3,NOTCH3,0.2433505,0.2205,Malig_CLDN4high,Malig_CLDN4high,0.25307167,0.0
JAG1,JAG1,0.2627928,0.236,NOTCH3,NOTCH3,0.24157815,0.201,Malig_CLDN4high,Malig_CLDN4low,0.25218546,0.0
VEGFA,VEGFA,0.37220645,0.264,NRP2,NRP2,0.12560588,0.117,Malig_CLDN4low,Malig_CLDN4high,0.24890617,0.0
ITGAL,ITGAL_ITGB2,0.25072628,0.1375,ICAM1,ICAM1,0.24658549,0.142,TNK,TNK,0.24865589,0.0
PTN,PTN,0.29724932,0.2025,PLXNB2,PLXNB2,0.19561684,0.186,Malig_CLDN4high,Malig_CLDN4high,0.24643308,0.0
COL17A1,COL17A1,0.15657027,0.1265,ITGA2,ITGA2_ITGB1,0.33468497,0.2815,Malig_CLDN4low,Malig_CLDN4high,0.24562761,0.0
SIRPG,SIRPG,0.20061031,0.108,CD47,CD47,0.2893625,0.252,TNK,Malig_CLDN4low,0.2449864,0.0
LAMC1,LAMC1,0.11112999,0.111,ITGA6,ITGA6_ITGB1,0.37183037,0.3,Malig_CLDN4high,Malig_CLDN4high,0.24148019,0.0
AREG,AREG,0.23484978,0.149,ICAM1,ICAM1,0.24658549,0.142,Malig_CLDN4low,TNK,0.24071763,0.0
ITGAL,ITGAL_ITGB2,0.25072628,0.1375,ICAM3,ICAM3,0.22920932,0.1285,TNK,TNK,0.2399678,0.0
COL17A1,COL17A1,0.15657027,0.1265,ITGA2,ITGA2_ITGB1,0.31823623,0.2495,Malig_CLDN4low,Malig_CLDN4low,0.23740324,0.0
LAMC1,LAMC1,0.13945185,0.134,ITGA2,ITGA2_ITGB1,0.33468497,0.2815,Malig_CLDN4low,Malig_CLDN4high,0.23706841,0.0
SEMA4D,SEMA4D,0.2669083,0.147,PLXNB2,PLXNB2,0.19561684,0.186,TNK,Malig_CLDN4high,0.23126256,0.0
LAMC1,LAMC1,0.13945185,0.134,ITGA2,ITGA2_ITGB1,0.31823623,0.2495,Malig_CLDN4low,Malig_CLDN4low,0.22884405,0.0
AREG,AREG,0.30895206,0.1995,ICAM1,ICAM1,0.14734766,0.115,Malig_CLDN4high,Malig_CLDN4high,0.22814986,0.04
PTN,PTN,0.29724932,0.2025,PLXNB2,PLXNB2,0.15588328,0.1445,Malig_CLDN4high,Malig_CLDN4low,0.2265663,0.0
COL17A1,COL17A1,0.11403355,0.106,ITGA2,ITGA2_ITGB1,0.33468497,0.2815,Malig_CLDN4high,Malig_CLDN4high,0.22435926,0.0
LAMC1,LAMC1,0.11112999,0.111,ITGA2,ITGA2_ITGB1,0.33468497,0.2815,Malig_CLDN4high,Malig_CLDN4high,0.22290748,0.0
AREG,AREG,0.30895206,0.1995,ICAM1,ICAM1,0.13307092,0.1055,Malig_CLDN4high,Malig_CLDN4low,0.22101149,0.24
COL17A1,COL17A1,0.11403355,0.106,ITGA2,ITGA2_ITGB1,0.31823623,0.2495,Malig_CLDN4high,Malig_CLDN4low,0.21613489,0.0
LAMC1,LAMC1,0.11112999,0.111,ITGA2,ITGA2_ITGB1,0.31823623,0.2495,Malig_CLDN4high,Malig_CLDN4low,0.21468312,0.0
WNT5A,WNT5A,0.31468678,0.258,FZD6,FZD6,0.11314919,0.12,Malig_CLDN4low,Malig_CLDN4high,0.21391799,0.0
WNT5A,WNT5A,0.31468678,0.258,FZD6,FZD6,0.11216972,0.118,Malig_CLDN4low,Malig_CLDN4low,0.21342824,0.0
SPN,SPN,0.27553314,0.1485,ICAM1,ICAM1,0.14734766,0.115,TNK,Malig_CLDN4high,0.2114404,0.0
SEMA4D,SEMA4D,0.2669083,0.147,PLXNB2,PLXNB2,0.15588328,0.1445,TNK,Malig_CLDN4low,0.21139579,0.0
SPN,SPN,0.27553314,0.1485,ICAM1,ICAM1,0.13307092,0.1055,TNK,Malig_CLDN4low,0.20430203,0.0
SIRPG,SIRPG,0.20061031,0.108,CD47,CD47,0.20734258,0.122,TNK,TNK,0.20397645,0.0
ITGAL,ITGAL_ITGB2,0.25072628,0.1375,ICAM1,ICAM1,0.14734766,0.115,TNK,Malig_CLDN4high,0.19903697,0.0
EFNB1,EFNB1,0.11118517,0.108,EPHB3,EPHB3,0.28165972,0.234,Malig_CLDN4low,Malig_CLDN4high,0.19642244,0.0
ITGAL,ITGAL_ITGB2,0.25072628,0.1375,ICAM1,ICAM1,0.13307092,0.1055,TNK,Malig_CLDN4low,0.1918986,0.0
AREG,AREG,0.23484978,0.149,ICAM1,ICAM1,0.14734766,0.115,Malig_CLDN4low,Malig_CLDN4high,0.19109872,1.0
WNT5A,WNT5A,0.2635188,0.227,FZD6,FZD6,0.11314919,0.12,Malig_CLDN4high,Malig_CLDN4high,0.188334,0.0
WNT5A,WNT5A,0.2635188,0.227,FZD6,FZD6,0.11216972,0.118,Malig_CLDN4high,Malig_CLDN4low,0.18784426,0.0
AREG,AREG,0.23484978,0.149,ICAM1,ICAM1,0.13307092,0.1055,Malig_CLDN4low,Malig_CLDN4low,0.18396035,1.0
EFNB1,EFNB1,0.11118517,0.108,EPHB3,EPHB3,0.25149232,0.2055,Malig_CLDN4low,Malig_CLDN4low,0.18133874,0.0
PGF,PGF,0.13767567,0.12,NRP2,NRP2,0.13956706,0.117,Malig_CLDN4low,Malig_CLDN4low,0.13862136,0.0
SEMA3C,SEMA3C,0.13059545,0.1065,NRP2,NRP2,0.13956706,0.117,Malig_CLDN4low,Malig_CLDN4low,0.13508126,0.0
LAMA3,LAMA3,0.13610134,0.119,ITGA3,ITGA3_ITGB1,0.12949193,0.12,Malig_CLDN4low,Malig_CLDN4high,0.13279663,0.0
PGF,PGF,0.13767567,0.12,NRP2,NRP2,0.12560588,0.117,Malig_CLDN4low,Malig_CLDN4high,0.13164078,0.0
PGF,PGF,0.12197433,0.11,NRP2,NRP2,0.13956706,0.117,Malig_CLDN4high,Malig_CLDN4low,0.1307707,0.0
SEMA3C,SEMA3C,0.13059545,0.1065,NRP2,NRP2,0.12560588,0.117,Malig_CLDN4low,Malig_CLDN4high,0.12810066,0.0
LAMA3,LAMA3,0.13610134,0.119,ITGA3,ITGA3_ITGB1,0.11555127,0.1065,Malig_CLDN4low,Malig_CLDN4low,0.1258263,0.0
PGF,PGF,0.12197433,0.11,NRP2,NRP2,0.12560588,0.117,Malig_CLDN4high,Malig_CLDN4high,0.1237901,0.0
EFNB1,EFNB1,0.11118517,0.108,EPHB1,EPHB1,0.103973344,0.1005,Malig_CLDN4low,Malig_CLDN4high,0.10757926,0.0
