n	n11	n10	n01	n00	p_tac	p_cld	p_both	p_indep	ratio_vs_indep	odds_ratio	fisher_p	spearman	spearman_p	spearman_n	dataset	unit_id	n_cells	n_malignant	n_tnk	frac_tnk	dual_pct	usable_rho
173	83	12	43	35	0.5491329479768786	0.7283236994219653	0.4797687861271676	0.39994654014500985	1.1995822890559733	5.62984496124031	2.4766836865091344e-06	0.4208803484470308	8.12889071141682e-09	173	GSE123902	LX684	378	173	92	0.243386243386243	47.97687861271676	True
46	5	2	2	37	0.15217391304347827	0.15217391304347827	0.10869565217391304	0.023156899810964086	4.693877551020408	46.25	0.00029584483270147534	0.6780158124006277	2.2588617975161966e-07	46	GSE123902	LX699	2671	46	2263	0.847248221639835	10.869565217391305	True
90	3	17	7	63	0.2222222222222222	0.1111111111111111	0.03333333333333333	0.024691358024691357	1.35	1.588235294117647	0.6864572921929558	0.10527086709801788	0.3234102611714624	90	GSE123902	LX701	788	90	322	0.408629441624365	3.3333333333333335	True
203	135	6	29	33	0.6945812807881774	0.8078817733990148	0.6650246305418719	0.5611395568929117	1.1851323300467047	25.603448275862068	4.303616824511688e-15	0.6144660385855121	1.8367350860670125e-22	203	GSE131907	BRONCHO_11	3178	203	809	0.254562617998741	66.50246305418719	True
460	321	40	11	88	0.7847826086956522	0.7217391304347827	0.6978260869565217	0.5664083175803403	1.2320194907052031	64.2	5.965065775733695e-50	0.7955702341721631	9.93118166706333e-102	460	GSE131907	BRONCHO_58	2813	460	1546	0.549591183789549	69.78260869565217	True
1186	771	155	73	187	0.7807757166947723	0.7116357504215851	0.6500843170320405	0.5556279130610352	1.1699993858311242	12.742112240388865	1.644875396775794e-62	0.826388979392205	1.3829116970856146e-297	1186	GSE131907	EBUS_06	2303	1186	611	0.26530612244898	65.00843170320405	True
367	269	17	41	40	0.779291553133515	0.8446866485013624	0.7329700272479565	0.6582571702217701	1.1135010151139184	15.437589670014347	5.851904453376184e-18	0.7776786271738905	1.4164988438114499e-75	367	GSE131907	EBUS_10	5144	367	1530	0.297433903576983	73.29700272479565	True
257	224	18	3	12	0.9416342412451362	0.8832684824902723	0.8715953307392996	0.8317158473254704	1.0479484472275822	49.77777777777778	2.385337486906884e-10	0.748566586232342	2.0826034252712045e-47	257	GSE131907	EBUS_12	3115	257	328	0.10529695024077	87.15953307392996	True
376	0	0	1	375	0.0	0.0026595744680851063	0.0	0.0		250.33333333333334	1.0			376	GSE131907	EBUS_13	3550	376	1150	0.323943661971831	0.0	True
256	104	46	17	89	0.5859375	0.47265625	0.40625	0.276947021484375	1.4668870523415978	11.836317135549873	7.028547762420458e-18	0.7833463809781724	2.2557453553869934e-54	256	GSE131907	EBUS_15	1105	256	479	0.433484162895928	40.625	True
217	197	4	7	9	0.9262672811059908	0.9400921658986175	0.9078341013824884	0.8707766144959544	1.0425568237245146	63.32142857142857	2.908063990076136e-09	0.7857028207259458	9.828376499313587e-47	217	GSE131907	EBUS_19	2112	217	1427	0.675662878787879	90.78341013824884	True
4640	3898	78	572	92	0.8568965517241379	0.9633620689655172	0.8400862068965518	0.8255016349583829	1.017667526411264	8.037833960910884	1.0350973065533005e-35	0.6918770946714962	0.0	4640	GSE131907	EBUS_28	5182	4640	232	0.0447703589347742	84.00862068965517	True
114	29	7	27	51	0.3157894736842105	0.49122807017543857	0.2543859649122807	0.15512465373961218	1.6398809523809526	7.825396825396825	5.911824242660121e-06	0.5266435149366127	1.7590419083897666e-09	114	GSE131907	EBUS_49	1775	114	1126	0.634366197183099	25.438596491228072	True
1285	1016	87	81	101	0.8583657587548638	0.8536964980544747	0.7906614785992218	0.7327838422988993	1.078983232106685	14.561657442883497	1.55125793894271e-47	0.6487116112312247	2.381628124230761e-154	1285	GSE131907	EBUS_51	3275	1285	1143	0.349007633587786	79.06614785992218	True
181	2	0	104	75	0.011049723756906077	0.585635359116022	0.011049723756906077	0.006471108940508531	1.7075471698113207	3.61244019138756	0.5119705340699815	0.06557219931350367	0.3804778508674356	181	GSE131907	NS_02	2313	181	977	0.422395157803718	1.1049723756906076	True
2713	1704	19	823	167	0.63509030593439	0.9314412089937338	0.6280869885735348	0.5915492823797285	1.0617661237738634	18.19837564750272	1.28268209244484e-55	0.6133621089427017	3.706911102528956e-280	2713	GSE131907	NS_03	2990	2713	145	0.048494983277592	62.808698857353484	True
1229	859	24	239	107	0.7184703010577705	0.8934092758340114	0.6989422294548413	0.6418880313762669	1.0888849694801832	16.023884239888424	5.302487896511414e-42	0.6568606444029587	1.209519095060016e-152	1229	GSE131907	NS_04	1904	1229	131	0.0688025210084034	69.89422294548413	True
83	45	14	5	19	0.7108433734939759	0.6024096385542169	0.5421686746987951	0.42821889969516624	1.2661016949152541	12.214285714285714	4.352103537057643e-06	0.8257769215638527	7.594490670254332e-22	83	GSE131907	NS_06	1070	83	383	0.357943925233645	54.21686746987952	True
5108	3560	176	1058	314	0.7314017227877838	0.90407204385278	0.696945967110415	0.6612398503981961	1.0539987369041912	6.003179240419316	1.7576102087361861e-74	0.5551315023540611	0.0	5108	GSE131907	NS_07	5730	5108	166	0.0289703315881326	69.6945967110415	True
2811	1784	104	643	280	0.671647100675916	0.8633938100320171	0.6346495908929207	0.5798959492495369	1.0944197691227924	7.469793037444671	7.077491112749234e-68	0.736453322734235	0.0	2811	GSE131907	NS_12	3182	2811	22	0.0069138906348208	63.46495908929207	True
1352	687	149	292	224	0.6183431952662722	0.724112426035503	0.5081360946745562	0.44774999124680515	1.1348656719335715	3.537004688792866	5.342902952442814e-24	0.5812818721033812	5.013504451294957e-123	1352	GSE131907	NS_13	4845	1352	1780	0.367389060887513	50.81360946745562	True
79	3	8	6	62	0.13924050632911392	0.11392405063291139	0.0379746835443038	0.015862842493190192	2.3939393939393945	3.875	0.10640768378976993	0.21435160326042088	0.05783535424956602	79	GSE131907	NS_16	1317	79	385	0.292331055429005	3.79746835443038	True
1112	766	20	215	111	0.7068345323741008	0.8821942446043165	0.6888489208633094	0.6235653563480151	1.1046940210046872	19.773488372093023	1.8317416605581554e-45	0.8686280320229857	0.0	1112	GSE131907	NS_17	2409	1112	410	0.170195101701951	68.88489208633094	True
755	405	116	102	132	0.6900662251655629	0.671523178807947	0.5364238410596026	0.4633954651111793	1.1575940669399993	4.5182555780933065	1.2068879703689301e-19	0.6247560704977028	5.723188494883174e-83	755	GSE131907	NS_19	3300	755	370	0.112121212121212	53.64238410596026	True
319	157	35	32	95	0.6018808777429467	0.5924764890282131	0.49216300940438873	0.3566002692583603	1.3801532186948853	13.316964285714286	2.6961952398329557e-24	0.7915073102932437	9.180103676019244e-70	319	GSE205335	P0031	6428	319	3824	0.594897324206596	49.21630094043887	True
1282	872	153	79	178	0.7995319812792512	0.7418096723868954	0.6801872074882995	0.5931005570956067	1.1468328588648664	12.841565318110366	2.3632576373528198e-63	0.8354798124073678	0.0	1282	GSE205335	P1006	6090	1282	2998	0.492282430213465	68.01872074882995	True
291	102	36	19	134	0.4742268041237113	0.41580756013745707	0.35051546391752575	0.19718709037446416	1.777578153072224	19.982456140350877	8.244465502327965e-28	0.8058658014876569	9.679378661472004e-68	291	GSE205335	P1015	1195	291	473	0.39581589958159	35.051546391752574	True
5336	680	44	3730	882	0.13568215892053972	0.8264617691154422	0.12743628185907047	0.11213611709887183	1.1364427907442904	3.6543992200828663	2.306794962563895e-21	0.2833888475926985	4.14788946107751e-99	5336	GSE205335	P1016	6924	5336	763	0.110196418255344	12.743628185907047	True
2186	1257	272	149	508	0.6994510521500458	0.6431838975297347	0.5750228728270814	0.44987565385314016	1.2781817995752112	15.755921831819977	7.094735364381987e-157	0.8555670966352783	0.0	2186	GSE205335	P1017	6266	2186	2370	0.378231726779445	57.50228728270814	True
1180	738	73	53	316	0.6872881355932203	0.6703389830508475	0.6254237288135593	0.4607160298764723	1.3575037295343264	60.27604032049625	5.193796555331108e-154	0.8851494888806667	0.0	1180	GSE205335	P1018	5029	1180	2546	0.506263670709883	62.54237288135593	True
980	231	2	679	68	0.23775510204081632	0.9285714285714286	0.2357142857142857	0.22077259475218658	1.067679102013866	11.56701030927835	1.3914725423576123e-06	0.3704145672527689	3.115829951723925e-33	980	GSE205335	P1025	1222	980	128	0.104746317512275	23.57142857142857	True
1318	876	140	153	149	0.7708649468892261	0.7807283763277694	0.6646433990895296	0.6018361383528177	1.1043594040540852	6.093557422969187	4.4119082336311787e-35	0.8635913290308851	0.0	1318	GSE205335	P1027	4600	1318	2619	0.569347826086957	66.46433990895297	True
603	290	51	82	180	0.5655058043117744	0.6169154228855721	0.48092868988391374	0.3488692524112439	1.3785356163087694	12.48206599713056	1.3089236410058465e-42	0.840761563316525	2.7196102747498983e-162	603	GSE205335	P1030	861	603	140	0.16260162601626	48.09286898839137	True
3671	2313	301	846	211	0.7120675565241079	0.8605284663579407	0.630073549441569	0.6127544023589369	1.028264418853554	1.9165547465893829	7.705782943437117e-11	0.2959720114333624	4.0508734800858113e-75	3671	GSE205335	P1037	4983	3671	611	0.122616897451335	63.0073549441569	True
2386	1119	596	67	604	0.7187761944677284	0.49706621961441744	0.46898575020955574	0.35727936573291114	1.312658370985108	16.925673645196834	3.134535635920922e-144	0.7769634509858772	0.0	2386	GSE205335	P1056	5103	2386	1354	0.265334117185969	46.898575020955576	True
188	76	6	9	97	0.43617021276595747	0.4521276595744681	0.40425531914893614	0.19720461747397014	2.049928263988522	136.5185185185185	1.198555139624696e-34	0.9278096042297317	1.40708268256887e-81	188	GSE205335	P1062	3057	188	1934	0.63264638534511	40.42553191489361	True
131	42	5	4	80	0.35877862595419846	0.3511450381679389	0.32061068702290074	0.12598333430452768	2.544865864939871	168.0	5.44698474789763e-24	0.9085794660375154	9.54719338578856e-51	131	GSE205335	P1063	4297	131	3144	0.731673260414243	32.06106870229007	True
406	208	70	31	97	0.6847290640394089	0.5886699507389163	0.5123152709359606	0.4030794243975831	1.2710032810571625	9.297695852534563	4.240624529362344e-22	0.7464548653218389	1.8179666119840794e-73	406	GSE205335	P1072	1273	406	586	0.460329929300864	51.231527093596064	True
849	435	46	69	299	0.5665488810365136	0.5936395759717314	0.5123674911660777	0.3363258375057748	1.5234258984258984	40.97826086956522	1.3264446470432874e-107	0.8564445763301103	1.948094333384218e-245	849	GSE205335	P1076	6975	849	2089	0.299498207885305	51.23674911660777	True
543	235	59	44	205	0.5414364640883977	0.5138121546961326	0.43278084714548803	0.2781966362443149	1.5556652768634336	18.55739599383667	1.898499290170892e-50	0.8233756120498172	3.261115464520459e-135	543	GSE205335	P1079	1277	543	501	0.392325763508222	43.278084714548804	True
196	155	4	15	22	0.8112244897959183	0.8673469387755102	0.7908163265306123	0.7036130778842149	1.12393636699963	56.833333333333336	1.4065244725048316e-15	0.859798932189842	1.5681374755052721e-58	196	GSE205335	P1084	3534	196	2350	0.664968873797397	79.08163265306123	True
1063	870	61	63	69	0.8758231420507996	0.8777046095954845	0.8184383819379115	0.7687140089683876	1.064685139582995	15.620608899297423	1.0213957057842305e-35	0.8943340071927224	0.0	1063	GSE205335	P1089	1609	1063	272	0.169049098819142	81.84383819379116	True
566	199	200	17	150	0.7049469964664311	0.38162544169611307	0.35159010600706714	0.26902570889885	1.306901513041864	8.779411764705882	7.21246858310019e-21	0.658884844442899	9.387930022538224e-72	566	GSE205335	P1090	976	566	247	0.253073770491803	35.159010600706715	True
3769	54	2	3296	417	0.014858052533828601	0.888829928362961	0.01432740780047758	0.013206281769255987	1.0848933901918976	3.4159587378640777	0.08371098748734714	0.08389934344134042	2.494000262247194e-07	3769	GSE205335	P1115	4397	3769	271	0.0616329315442347	1.432740780047758	True
1222	335	55	106	726	0.3191489361702128	0.3608837970540098	0.2741407528641571	0.1151756799108542	2.380196523053666	41.716981132075475	4.9836567812914315e-142	0.8228136972513962	1.0924012745818285e-301	1222	GSE205335	P1119	2386	1222	621	0.260268231349539	27.414075286415713	True
27	11	1	2	13	0.4444444444444444	0.48148148148148145	0.4074074074074074	0.21399176954732507	1.903846153846154	71.5	6.879944960440318e-05	0.8335385414864018	6.736438341605183e-08	27	GSE205335	P4001	2308	27	1801	0.780329289428076	40.74074074074074	False
2186	1019	210	208	749	0.5622140896614821	0.561299176578225	0.46614821591948763	0.3155703055876663	1.4771612146821285	17.473237179487178	3.531474654833812e-191	0.7859055327937224	0.0	2186	GSE189357	TD1	15216	2186	9915	0.651616719242902	46.61482159194876	True
1207	334	99	96	678	0.3587406793703397	0.35625517812758906	0.2767191383595692	0.12780322463069269	2.165196841935657	23.8270202020202	4.760983838624456e-116	0.7332754585835858	4.1347178859519966e-204	1207	GSE189357	TD2	18064	1207	11334	0.627435783879539	27.671913835956918	True
664	247	72	72	273	0.48042168674698793	0.48042168674698793	0.37198795180722893	0.230804997096821	1.6116979982508035	13.007523148148149	1.3669909482752434e-50	0.6363827066457627	1.1373862873702147e-76	664	GSE189357	TD3	12658	664	6525	0.515484278717017	37.1987951807229	True
491	135	71	14	271	0.4195519348268839	0.3034623217922607	0.27494908350305497	0.12731820425500143	2.1595425816120413	36.80583501006036	1.6409567523967568e-50	0.7544057973069751	1.8919853592569318e-91	491	GSE189357	TD4	11756	491	7096	0.603606668935012	27.494908350305497	True
1736	430	179	210	917	0.35080645161290325	0.3686635944700461	0.24769585253456222	0.1293295674148952	1.9152298850574712	10.48975791433892	1.4327217834667677e-102	0.6402535899493658	7.118922705813708e-201	1736	GSE189357	TD5	19079	1736	11055	0.579432884323078	24.76958525345622	True
1211	677	83	92	359	0.6275805119735756	0.6350123864574732	0.5590421139554087	0.39852139860254304	1.4027907056327422	31.828575170246204	5.62680447160679e-134	0.8220496126544424	5.753270897358477e-298	1211	GSE189357	TD6	8999	1211	3392	0.376930770085565	55.90421139554087	True
849	177	118	134	420	0.3474676089517079	0.3663133097762073	0.20848056537102475	0.12728200987512503	1.6379421221864954	4.701492537313433	1.7544330850905777e-24	0.4538702331060628	2.256269784950563e-44	849	GSE189357	TD7	3507	849	1851	0.527801539777588	20.848056537102476	True
1019	385	57	77	500	0.4337585868498528	0.4533856722276742	0.3778213935230618	0.19665992848344652	1.9211915535444946	43.85964912280702	4.040422891505367e-134	0.7593719689687012	4.969718888141825e-192	1019	GSE189357	TD8	15521	1019	7257	0.46756007989176	37.78213935230618	True
4889	3311	329	530	719	0.7445285334424218	0.7856412354264676	0.6772346083043567	0.5849323168239603	1.1577999519355937	13.65262946607788	4.1940859702556394e-256	0.6336004569660221	0.0	4889	GSE189357	TD9	17573	4889	4345	0.24725431059011	67.72346083043567	True
