dataset,gene,immune_signature,n,spearman_raw,p_raw,partial_epi,p_partial_epi,partial_leuk,p_partial_leuk,epithelial_genes_found,signature_genes_found
GSE166449,CLDN4,CD8_Tcell,22,-0.233201581027668,0.2962759077686691,-0.28544122760757207,0.20974988531341368,-0.11800519426090242,0.6104432556236445,10,4
GSE166449,CLDN4,NK_cell,22,-0.012987012987012988,0.9542576793321902,-0.1997495213879316,0.3853321887152573,0.24855490417567458,0.277284673129198,10,8
GSE166449,CLDN4,Cytotoxic,22,-0.03896103896103897,0.8633265562067404,-0.21066371112115462,0.35934451304230175,0.17548819974697616,0.44672936282397524,10,7
GSE166449,CLDN4,CD8_NK,22,-0.10559006211180126,0.6400256218947229,-0.2443253842579,0.2858078997842624,0.1543179387814598,0.5042039367180106,10,12
GSE207422,TACSTD2,CD8_Tcell,24,-0.5521739130434782,0.005147076384055002,-0.37728079501829176,0.07594282325085011,-0.113867540681878,0.6049300860801488,10,4
GSE207422,TACSTD2,NK_cell,24,-0.3417391304347826,0.1021667212081825,-0.14544305569110821,0.5078705124317971,0.3065004180599959,0.15489379433085668,10,8
GSE207422,TACSTD2,Cytotoxic,24,-0.3504347826086956,0.0931821716598171,-0.13797995298182006,0.5301082203261199,0.13743014938798834,0.5317643773379969,10,7
GSE207422,TACSTD2,CD8_NK,24,-0.4652173913043478,0.02197765456417167,-0.22339637989854458,0.3055292458399222,0.12694570940722816,0.5638027060971559,10,12
GSE207422,CLDN4,CD8_Tcell,24,-0.3947826086956522,0.056241135165238536,0.015568876653628433,0.9437910476781264,0.05037209761389169,0.8194528838139962,10,4
GSE207422,CLDN4,NK_cell,24,-0.2965217391304348,0.15943245327776345,-0.0244624453538165,0.9117816653252907,0.19170248635656245,0.3808829734337447,10,8
GSE207422,CLDN4,Cytotoxic,24,-0.3347826086956522,0.10980353592186963,-0.08760679492356598,0.691011302162425,0.018664774627511947,0.9326363997234209,10,7
GSE207422,CLDN4,CD8_NK,24,-0.3913043478260869,0.05864447105666786,-0.0234019775926615,0.9155924537874636,0.061684501856085115,0.7797864939993349,10,12
GSE135222,TACSTD2,CD8_Tcell,27,0.022588522588522588,0.9109554813452003,0.019351297251661653,0.9252455385336025,0.33524139024307686,0.09409536677530816,10,4
GSE135222,TACSTD2,NK_cell,27,0.0115995115995116,0.9542085894577506,0.056785411101210236,0.78290775199202,0.2436702236199716,0.2303112971758189,10,8
GSE135222,TACSTD2,Cytotoxic,27,0.2264957264957265,0.2559324355985912,0.23797081113100774,0.24173860867762906,0.6044690928426579,0.0010729567410785834,10,7
GSE135222,TACSTD2,CD8_NK,27,0.01465201465201465,0.9421759754891775,0.037601189352785065,0.8552971943678215,0.3607424769447873,0.07022048923659031,10,12
GSE135222,CLDN4,CD8_Tcell,27,0.15567765567765565,0.4381074936539836,0.24295071121144793,0.23173373047974302,0.5011945595573222,0.009100233124439704,10,4
GSE135222,CLDN4,NK_cell,27,-0.07631257631257632,0.7051922330874236,0.1764531796035034,0.38853173171337096,0.022990718978622177,0.9112364929265554,10,8
GSE135222,CLDN4,Cytotoxic,27,0.06776556776556776,0.7369879561035574,0.16427297983966227,0.42260772752679243,0.26259137145772393,0.1949785624923298,10,7
GSE135222,CLDN4,CD8_NK,27,0.04212454212454213,0.8347445487300414,0.23041199704783374,0.2574607215596671,0.3105088002087592,0.12261980555801177,10,12
GSE253564,TACSTD2,CD8_Tcell,32,-0.5821114369501466,0.0004739711476033662,-0.462321782731523,0.008830244995872706,0.1495333840322335,0.4220428400663407,10,4
GSE253564,TACSTD2,NK_cell,32,-0.43511730205278587,0.01281483172967615,-0.3037873101754595,0.09662549044274107,0.21426013574046462,0.24709698798362117,10,8
GSE253564,TACSTD2,Cytotoxic,32,-0.4101906158357771,0.019714424521266278,-0.3760445137728987,0.0370777728099575,0.34481194998676257,0.05747743022023989,10,7
GSE253564,TACSTD2,CD8_NK,32,-0.5601173020527859,0.0008568645643461881,-0.4284428643191633,0.01618587626436134,0.20282757438445725,0.2738180482765597,10,12
GSE253564,CLDN4,CD8_Tcell,32,-0.4934017595307918,0.004110507972284682,-0.3297806457838536,0.07002479774967814,0.019466213178863587,0.917217751142827,10,4
GSE253564,CLDN4,NK_cell,32,-0.4362170087976539,0.012564560880796063,-0.30320596130566224,0.09729735277367814,-0.02346712507818069,0.9002804288838402,10,8
GSE253564,CLDN4,Cytotoxic,32,-0.37573313782991197,0.034069155743876686,-0.3316960725659565,0.06831690011667645,0.1295180805264676,0.48741530341756123,10,7
GSE253564,CLDN4,CD8_NK,32,-0.48680351906158353,0.0047218794963559164,-0.31775018141175504,0.08152204852995519,0.02979748036686182,0.873572220283704,10,12
GSE248378,TACSTD2,CD8_Tcell,29,-0.7669950738916254,1.2150685072383841e-06,-0.7070261876710472,2.5961872502376474e-05,-0.4368010705369889,0.020121374041831463,10,4
GSE248378,TACSTD2,NK_cell,29,-0.8236453201970442,4.0603927925608115e-08,-0.7779057989359379,1.105409398074626e-06,-0.657094566473654,0.00014550459349009352,10,7
GSE248378,TACSTD2,Cytotoxic,29,-0.8142857142857142,7.692652097888497e-08,-0.787922176517138,6.452502395668178e-07,-0.593702388951063,0.0008667681904330967,10,6
GSE248378,TACSTD2,CD8_NK,29,-0.850246305418719,5.276120741958552e-09,-0.8023570229739123,2.818887287813616e-07,-0.67417925052399,8.367629920943001e-05,10,11
GSE248378,CLDN4,CD8_Tcell,29,-0.5064039408866994,0.00506151304828057,-0.28082845348971486,0.14773686050151708,-0.3661083949888908,0.05535691375826541,10,4
GSE248378,CLDN4,NK_cell,29,-0.6216748768472905,0.0003184603499017165,-0.4787189007166481,0.009963107655482249,-0.5213042737329882,0.0044452562797363,10,7
GSE248378,CLDN4,Cytotoxic,29,-0.551231527093596,0.0019400244043382897,-0.3981384873722201,0.03587507458469932,-0.4194283676687257,0.026296057879024948,10,6
GSE248378,CLDN4,CD8_NK,29,-0.6083743842364531,0.0004627683702293399,-0.40631273531660567,0.03191161516266779,-0.5390732414620611,0.0030763210617897017,10,11
