sample	ESTIMATE_Score	ESTIMATE_ImmuneScore
GSM1854956	10129.708299129166	6767.844188110385
GSM1854957	9072.34453132002	5034.414856910928
GSM1854958	11054.417117120964	6576.791348204835
GSM1854959	13494.9695872175	7508.191020129419
GSM1854960	9283.242657789831	5035.595439745935
GSM1854961	10046.866844014256	5665.612282603141
GSM1854962	11090.246659839147	6350.422747129023
GSM1854963	10877.93635219583	5557.133652904594
GSM1854964	9054.843577191365	4023.874582356949
GSM1854965	11978.078735607574	6638.295032606271
GSM1854966	12239.006335728194	6586.822862712197
GSM1854967	10283.07835045111	5307.012667633031
GSM1854968	12467.50204718642	7629.2534571439055
GSM1854969	6428.380302032698	3796.6668419763582
GSM1854970	10850.39724492048	7153.9848548483305
GSM1854971	11448.393059948765	6867.193035543691
GSM1854972	10737.150579956407	6044.978833122494
GSM1854973	9969.904879240516	5226.921774228149
GSM1854974	13694.384190375822	7990.460418737145
GSM1854975	10768.009101983393	6248.99738370068
GSM1854976	11837.82034041996	7763.975102476311
GSM1854977	12571.75618839246	7537.817379862071
GSM1854978	12996.542165938125	7035.222455759262
GSM1854979	11276.98852409209	6654.479809329047
GSM1854980	13341.115308820465	6999.078647999779
GSM1854981	6679.222467505453	4362.357963588702
GSM1854982	12886.107995267294	7456.914930417912
GSM1854983	8014.719114830053	4547.372414482286
GSM1854984	12346.769190644349	6389.647217619733
GSM1854985	12610.264675020797	7332.452094774131
GSM1854986	12746.781318668583	6956.925329104742
GSM1854987	9631.19652330275	5422.123443806975
GSM1854988	10712.081032345286	6564.324150568822
GSM1854989	9787.184949081146	5730.439625703627
GSM1854990	10534.482112098176	6468.080904835097
GSM1854991	13979.321869625945	7478.80006721611
GSM1854992	11070.043996287131	5701.116339899516
GSM1854993	6459.148119275127	3162.3501033041443
GSM1854994	11814.68047770398	7303.081334848821
GSM1854995	10182.720078233806	6020.188972491303
GSM1854996	8128.903564359308	5466.041867464463
GSM1854997	8968.931627350634	4784.511168138964
GSM1854998	11068.135521231326	6099.84799712174
GSM1854999	11360.952234616883	7186.6594459656
GSM1855000	8850.097751564144	5865.146425379948
GSM1855001	10620.612620225893	5822.239648724124
GSM1855002	4691.174905740802	3454.7599122428314
GSM1855003	13374.34421638295	7286.1456868405085
GSM1855004	12654.444778273612	6956.94477901501
GSM1855005	14959.507800493404	8424.283271559301
GSM1855006	11280.540021421471	6009.705315875792
GSM1855007	10282.169470989596	6727.86224859058
GSM1855008	10172.662703346574	6124.568887557933
GSM1855009	9427.479531756462	5169.431782995662
GSM1855010	14844.623305937244	7998.294981722722
GSM1855011	11731.635344214888	7203.793598129335
GSM1855012	10050.2908583629	5592.649746405672
GSM1855013	11611.414411607491	6405.06567196055
GSM1855014	12545.704269437048	7244.651037154357
GSM1855015	8009.021719486699	4908.956852807436
GSM1855016	10524.614482096891	6327.321874314493
GSM1855017	2431.7281189499745	1345.1647024726085
GSM1855018	11324.26646560322	6338.464417398272
GSM1855019	12282.661772616397	6584.931388953066
GSM1855020	7925.970942845537	4588.450385684268
GSM1855021	12240.725540958703	7639.390629160784
GSM1855022	11383.383008351788	7299.311820641879
GSM1855023	7411.0775584325775	4205.635093226408
GSM1855024	13023.9624096793	7505.5879552835795
GSM1855025	11603.46086852271	7164.990521163915
GSM1855026	13061.720962669511	8332.608944919202
GSM1855027	11555.01776707841	6276.464879445808
GSM1855028	7745.014231114447	4799.984090339902
GSM1855029	8744.888739916383	5257.283065827936
GSM1855030	12249.856655546788	6390.333509957729
GSM1855031	13221.995028873896	7556.052126458621
GSM1855032	11002.529035572195	6173.032131292339
GSM1855033	7939.952418144011	4593.235236041975
GSM1855034	9534.99787847622	5458.588813754632
GSM1855035	12950.345330088272	7438.821008302573
GSM1855036	11626.425132640985	7168.233467255857
GSM1855037	6675.932780769218	3932.562510251886
GSM1855038	8680.529191258212	4787.599586467284
GSM1855039	13236.023122096169	7085.606710662023
GSM1855040	11543.139025059028	6556.149691126284
GSM1855041	11436.105133592744	6822.615438368186
GSM1855042	11881.159758886752	6722.144460841275
GSM1855043	9338.487070660856	5433.958711836669
GSM1855044	10088.917065546118	5605.388867781947
GSM1855045	8551.481176137819	5415.463524645847
GSM1855046	7869.762579973567	4536.146996266221
GSM1855047	12665.865722238375	7012.746940900525
GSM1855048	1456.8470896382962	1467.2493125866945
GSM1855049	11965.95030597901	7458.222777525787
GSM1855050	10305.77771152504	6250.306047072842
GSM1855051	9661.089738266564	5675.223817270315
GSM1855052	13834.379925880949	7624.57642346727
GSM1855053	10067.391401965826	5791.073005079231
GSM1855054	9278.55535658313	5535.236569988615
GSM1855055	13340.701293741991	8047.841117213259
GSM1855056	4862.428109919752	3249.532442485148
GSM1855057	10872.895606635146	5963.404654831296
GSM1855058	12016.06364049248	6562.483769109476
GSM1855059	9652.988462132324	5435.429342518201
GSM1855060	10732.835083134383	5151.544440604712
GSM1855061	11879.935908150415	7023.9246316656045
GSM1855062	11915.363170316745	7094.623343863567
GSM1855063	11057.600459437974	6678.2056767129725
GSM1855064	11616.51664591487	6562.983005036231
GSM1855065	10844.647115276624	5447.179629480784
GSM1855066	8501.820409958764	4825.059262541537
GSM1855067	8851.547497954089	5380.122422713976
GSM1855068	12977.585087343754	6811.953353655605
GSM1855069	9345.499738725804	5625.168486252653
GSM1855070	11604.31711916394	6726.9482266041805
GSM1855071	10623.349243600416	6765.859926926549
GSM1855072	12854.724747476726	7228.347899166197
GSM1855073	10518.52208404998	5563.675498485034
GSM1855074	8149.55550983036	4748.582461610506
GSM1855075	9885.00255579883	5553.146499754676
GSM1855076	13260.330229673064	7835.485578113359
GSM1855077	10269.05042018218	5046.768903592143
GSM1855078	8721.348160206979	5985.871678653522
GSM1855079	11091.367655564243	6277.739723173876
GSM1855080	12400.185103744723	6619.401209357093
GSM1855081	10962.629433311578	6070.448090035817
GSM1855082	12221.314885169711	7196.326578500495
GSM1855083	5783.554045208832	3024.1198578666304
GSM1855084	7832.79453433285	5035.102502538088
GSM1855085	8571.414887344863	4991.479630046981
GSM1855086	10220.702570634325	6215.565890237661
GSM1855087	10878.474162232656	6394.499586422004
GSM1855088	6808.713906665548	4933.425599653038
GSM1855089	10716.61826395244	5983.511092306979
GSM1855090	4029.495561994521	2852.478143788401
GSM1855091	12160.195101727852	7181.723534365045
GSM1855092	12425.45824623443	6896.898113773446
GSM1855093	12998.454868649776	7907.554759189678
GSM1855094	5563.692371647435	3262.2444642199944
GSM1855095	9325.999345291111	5057.410309488377
GSM1855096	9395.87359238201	5957.278234074967
GSM1855097	10339.68924640111	5612.224981913347
GSM1855098	11777.143152825278	6632.353796878682
GSM1855099	6681.161946002532	4026.826147536421
GSM1855100	9110.638960923472	5193.940920604684
GSM1855101	6910.878466975204	4010.7870597902142
GSM1855102	12637.636987162548	7832.342875630324
GSM1855103	8253.021542909697	4641.848738657956
GSM1855104	5584.102877226864	4169.7398851585785
GSM1855105	12945.847304664703	6962.85120008511
GSM1855106	12622.911557252424	7039.6495079051965
GSM1855107	13362.287234257925	7379.7667003690385
GSM1855108	9150.126750996444	3945.622585893771
GSM1855109	11346.2718130249	6790.723112323331
GSM1855110	12860.24208457534	7688.702842814177
GSM1855111	5905.883063958986	4151.952341698987
GSM1855112	12398.701552385011	6798.415162026649
GSM1855113	10401.78719420411	5929.250392563236
GSM1855114	10824.59703754776	6698.689380325226
GSM1855115	13125.84459671437	6956.503972459574
GSM1855116	3325.514898180775	2515.8777767744423
GSM1855117	6597.189807678544	4481.601677770694
GSM1855118	8596.046695773615	5154.740751391792
GSM1855119	8788.192668279644	4714.109975322318
GSM1855120	12684.999159150771	7410.890306279585
GSM1855121	13629.103131360636	7247.306943933171
GSM1855122	6876.372212705012	4879.055805064245
GSM1855123	12119.364591094534	6900.010040256124
GSM1855124	8557.660442357974	4725.220991833769
GSM1855125	10851.86583059534	5317.387775109739
GSM1855126	7055.619059254367	3965.8450545135775
GSM1855127	13007.381791460572	7015.866516604957
GSM1855128	12721.816632340116	6761.850372517842
GSM1855129	12446.799215910103	6958.346050762675
GSM1855130	10119.7582325552	4727.409949614133
GSM1855131	7827.093362458555	3844.275789708148
GSM1855132	13001.901305456937	7418.184908338426
GSM1855133	12200.903646591514	6858.636044028521
GSM1855134	12019.018011524662	7065.071441278062
GSM1855135	10492.220728839116	5979.719005888538
GSM1855136	10646.328430993766	5782.095433826402
GSM1855137	10253.1301005205	5972.249860505862
GSM1855138	10303.295227007324	6389.349544005129
GSM1855139	13527.277495189415	7861.412386015135
GSM1855140	12936.942938699374	7132.09823173404
GSM1855141	9766.082562055311	5506.921367205599
GSM1855142	11288.620791789512	7073.552903069746
GSM1855143	11382.88624610887	7042.918243666501
GSM1855144	7922.558485296642	5191.532708196841
GSM1855145	12020.748460788764	6789.515179685788
GSM1855146	10204.078271633489	6423.001011878472
GSM1855147	13029.365704670525	7155.4655528854
GSM1855148	8103.025218198436	3933.126143456319
GSM1855149	12504.670807459685	6451.82378849961
GSM1855150	8345.63143108918	3890.3926248502976
GSM1855151	7289.47375441779	4609.449512621053
GSM1855152	10607.39530461151	6588.1296140451
GSM1855153	7847.22432164973	4679.353310227056
GSM1855154	8935.611458379928	5653.892381647505
GSM1855155	9550.981473693388	5766.233281161655
GSM1855156	12771.79554866179	7859.333083066227
GSM1855157	11991.70187620703	6266.220839730421
GSM1855158	7326.840687406135	4993.777343726183
GSM1855159	9362.469375162378	5644.318386535093
GSM1855160	8682.0965970103	4749.965266964374
GSM1855161	11941.874945898002	7625.221962831627
GSM1855162	10828.872150156472	6369.368464810272
GSM1855163	10949.45324810672	6405.721578820087
GSM1855164	10912.434733267512	5398.355206054706
GSM1855165	7512.607872813725	4335.000303598734
GSM1855166	12335.648688493522	7401.880388705274
GSM1855167	7687.40905174702	4684.789909880479
GSM1855168	12734.973044790622	6854.328090725832
GSM1855169	12102.203132567189	6713.854967737221
GSM1855170	9235.76809068918	5352.966142866677
GSM1855171	9286.09582113069	5536.850658266464
GSM1855172	11440.562312800626	6533.116370230817
GSM1855173	4499.916645915654	2644.207095338744
GSM1855174	10745.150858619396	6116.553574350453
GSM1855175	12638.886564816135	7428.292004965773
GSM1855176	12742.098331821742	7734.778942330113
GSM1855177	12183.60091609722	7740.36242640108
GSM1855178	7555.231087302314	5062.47078898492
GSM1855179	11176.813222677292	5845.982105989331
GSM1855180	11693.036532370315	6208.355623709486
GSM1855181	8919.383071313325	4937.310445314866
GSM1855182	9273.690899655028	5196.44807872086
GSM1855183	12371.774301592402	7214.882122944646
GSM1855184	13190.93644229855	7340.558321844574
GSM1855185	12951.319429462732	6934.151147207955
GSM1855186	12438.45455612674	7630.232049682649
GSM1855187	3317.5662515558515	2342.063632568223
GSM1855188	11114.382695353386	5787.355616877896
GSM1855189	8809.426961914713	4980.580939472136
GSM1855190	12755.678386233772	7213.014671493484
GSM1855191	5454.926928305547	2363.6860985196417
GSM1855192	10858.823090244508	5597.50496339131
GSM1855193	9814.530212864902	5635.784226080164
GSM1855194	12924.42169469847	7547.505398572346
GSM1855195	9215.212961494395	4524.251839253311
GSM1855196	9956.27450817361	5378.386950413877
GSM1855197	12965.868395063697	7228.381607808498
GSM1855198	8164.451375854357	5135.971565578408
GSM1855199	8221.476870012415	4435.606909254588
GSM1855200	7872.768207489737	4623.411101069287
GSM1855201	8065.133952693526	4569.129308855583
GSM1855202	6129.683654896724	3340.2455336291687
GSM1855203	10332.476434873206	5973.099280953827
GSM1855204	8653.043909799933	3837.786243473879
GSM1855205	11107.801205099	7382.170931080946
GSM1855206	5505.778124442784	4147.704890000681
GSM1855207	8004.083710900033	6376.11346633052
GSM1855208	12095.336396861829	7473.788911622183
GSM1855209	2662.754952676466	1619.1365430976366
GSM1855210	10274.930136287476	6490.995867852115
GSM1855211	8661.300658302369	5350.21777276479
GSM1855212	11685.275969363182	7247.265054709755
GSM1855213	7836.943792343382	4789.137631529413
GSM1855214	10819.037906505117	5799.100442623789
GSM1855215	10042.056105705591	6458.862925011807
GSM1855216	10489.632416778066	5889.895142662175
GSM1855217	9836.705000223865	5115.110134604247
GSM1855218	10636.865510034102	5922.606824196058
GSM1855219	9462.525863870784	4798.597387665315
GSM1855220	6311.127459462907	4031.560110455287
GSM1855221	11503.87997595363	7107.586840199777
GSM1855222	12730.216919497088	7527.768375662715
GSM1855223	10137.111502220583	6118.892041433111
GSM1855224	11088.231606064675	6240.037705522865
GSM1855225	7810.970450842874	5458.01562575544
GSM1855226	8659.939773487473	4856.68487521521
GSM1855227	12317.520541711528	6318.83101277606
GSM1855228	11418.165193590205	6155.991752050421
GSM1855229	12568.28895268571	7327.407613957813
GSM1855230	10948.359015753042	6281.35914397005
GSM1855231	9625.699012579124	5044.820298380908
GSM1855232	11469.850916082223	6812.805883325567
GSM1855233	8791.370433261582	4613.269361844996
GSM1855234	11814.711743867178	6236.34345637763
GSM1855235	8001.397588569505	4401.72786586958
GSM1855236	12398.019598852228	7401.883113341531
GSM1855237	9103.172437112413	4908.186195183299
GSM1855238	7036.615229605898	4231.490785884678
