contrast	accession	class	primary	bulk_tumor	gene	present	mean_log2_pert	mean_log2_ctrl	log2fc	welch_p	welch_q_bh	mwu_p	pert_values_log2	ctrl_values_log2	pair_delta_log2
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	STING1	1	0.0191172	1.32111	-1.30199	0.00358417	0.00694433	0.0765225	0.0000;0.0574;0.0000	1.4548;1.3614;1.1472	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	TBK1	1	3.36442	3.27798	0.0864483	0.575532	0.594716	0.7	3.1106;3.4714;3.5112	3.2808;3.3518;3.2014	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	IRF3	1	3.99573	4.16658	-0.170841	0.0388449	0.0481677	0.1	4.0062;3.9885;3.9925	4.2153;4.0966;4.1878	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	STAT1	1	3.62689	4.11733	-0.490444	0.00602089	0.0103693	0.1	3.5012;3.7044;3.6750	4.1744;4.0564;4.1212	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	STAT2	1	2.57955	3.68654	-1.10698	0.000199829	0.000884957	0.1	2.5372;2.5626;2.6388	3.7501;3.5854;3.7240	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	IRF7	1	0.576252	1.31588	-0.739625	0.0221013	0.0311427	0.1	0.3738;0.8830;0.4719	1.4701;1.0837;1.3938	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	IRF9	1	0.230123	0.771698	-0.541575	0.0043305	0.00789679	0.1	0.1089;0.2837;0.2978	0.8904;0.6521;0.7726	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	ISG15	1	5.36226	5.98369	-0.621428	0.0142549	0.0220951	0.1	5.5095;5.3345;5.2428	5.9720;5.9747;6.0044	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	MX1	1	0.20869	0.455496	-0.246806	0.0317369	0.0409935	0.1	0.2077;0.2117;0.2066	0.5276;0.4665;0.3724	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	OAS1	1	0.197063	1.65323	-1.45617	0.00335486	0.00693338	0.1	0.2096;0.1441;0.2375	1.7463;1.4416;1.7718	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	OAS2	1	0.0291181	0.550517	-0.521399	0.0171525	0.0253203	0.1	0.0000;0.0585;0.0288	0.5736;0.4079;0.6701	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	IFIT1	1	2.16923	4.05888	-1.88965	0.00294444	0.00651983	0.1	2.1307;2.2144;2.1626	4.1548;3.8211;4.2007	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	IFIT3	1	2.16232	3.5468	-1.38448	0.000466479	0.00160676	0.1	1.9863;2.3037;2.1970	3.5985;3.3655;3.6763	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	CXCL10	1	0.0258385	0.293269	-0.267431	0.00279491	0.00651983	0.0765225	0.0000;0.0775;0.0000	0.3264;0.3206;0.2328	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	RSAD2	1	0.0848017	0.807018	-0.722216	0.00909192	0.0148342	0.1	0.0834;0.0958;0.0752	0.9382;0.6953;0.7875	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	IFI44	1	0	0.647819	-0.647819	0.0245791	0.0331283	0.0636026	0.0000;0.0000;0.0000	0.7301;0.4422;0.7711	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	BST2	1	8.02631	8.52139	-0.495084	0.000619348	0.00191998	0.1	8.0806;7.9837;8.0145	8.5490;8.4995;8.5156	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	TACSTD2	1	0.0479317	2.6755	-2.62756	5.25209e-05	0.000537565	0.1	0.0246;0.0993;0.0199	2.6334;2.7875;2.6056	
SKOV3_shTACSTD2	GSE245459	TACSTD2_KD	1	0	CDKN1A	1	2.64765	3.76004	-1.11239	0.000132496	0.000684562	0.1	2.7025;2.6262;2.6143	3.7142;3.7144;3.8515	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	CLDN4	1	0.307771	0.446888	-0.139117	0.0989015	0.139361	0.1	0.3495;0.3495;0.2243	0.5436;0.4137;0.3834	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	CLDN3	1	0.0262988	0.25668	-0.230381	0.00283322	0.0200987	0.0765225	0.0789;0.0000;0.0000	0.2763;0.2140;0.2797	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	CLDN7	1	1.06353	0.766477	0.297057	0.04319	0.0669444	0.1	1.1607;1.0647;0.9652	0.9187;0.6527;0.7280	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	XRCC6	1	7.27735	7.91381	-0.636462	0.00360489	0.0200987	0.1	7.2596;7.2873;7.2851	7.8361;7.9889;7.9165	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	XRCC5	1	5.86121	6.51375	-0.652546	3.0849e-05	0.000678537	0.1	5.8438;5.8789;5.8609	6.4960;6.5477;6.4976	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	PRKDC	1	5.44279	5.35923	0.0835653	0.259754	0.322095	0.4	5.4426;5.4907;5.3951	5.4517;5.2661;5.3599	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	LIG4	1	1.80034	2.02571	-0.225373	0.0414639	0.0669444	0.1	1.7723;1.7651;1.8636	2.0768;1.9087;2.0916	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	XRCC4	1	1.60995	1.11386	0.496087	0.0523221	0.0772374	0.1	1.6755;1.5491;1.6052	1.2673;0.8575;1.2168	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	NHEJ1	1	0.117062	0.100803	0.0162592	0.607436	0.672518	0.7	0.0964;0.1271;0.1277	0.0907;0.0617;0.1500	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	DCLRE1C	1	1.79236	1.83314	-0.0407704	0.501889	0.598406	0.4	1.7954;1.7122;1.8695	1.8084;1.7980;1.8930	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	PAXX	1	4.3056	4.59028	-0.284687	0.0131606	0.0291413	0.1	4.2091;4.3824;4.3253	4.5206;4.6444;4.6058	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	CGAS	1	0.0163955	0.0680093	-0.0516138	0.172294	0.232223	0.4	0.0245;0.0000;0.0246	0.1118;0.0233;0.0690	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	STING1	1	0.297174	0.484797	-0.187623	0.0108715	0.0276234	0.1	0.2915;0.3432;0.2568	0.5205;0.4218;0.5121	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	TBK1	1	3.57766	3.87629	-0.298624	0.0159362	0.0329349	0.1	3.5518;3.5264;3.6548	3.8846;3.7741;3.9701	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	IRF3	1	4.29174	4.34118	-0.0494397	0.594383	0.672518	1	4.3346;4.2192;4.3214	4.4791;4.2235;4.3209	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	STAT1	1	3.96738	3.87932	0.088065	0.181646	0.234626	0.2	3.9376;4.0158;3.9488	3.9434;3.7925;3.9022	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	STAT2	1	3.81121	2.87297	0.938241	0.00650927	0.0224208	0.1	3.7649;3.8033;3.8655	3.0589;2.7339;2.8261	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	IRF7	1	0.306885	0.741001	-0.434116	0.00532176	0.0206218	0.1	0.2533;0.3802;0.2872	0.8256;0.7671;0.6303	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	IRF9	1	0.604269	0.25676	0.347509	0.00121214	0.0125255	0.1	0.6413;0.5847;0.5868	0.3150;0.2272;0.2280	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	ISG15	1	6.08745	5.58797	0.499478	0.00972693	0.0276234	0.1	6.1422;6.1419;5.9783	5.5755;5.5798;5.6086	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	MX1	1	0.345614	0.10911	0.236504	0.0228841	0.0443379	0.1	0.4141;0.2623;0.3604	0.0979;0.0882;0.1412	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	OAS1	1	0.872156	0.439693	0.432463	0.00433634	0.0200987	0.1	0.9139;0.9137;0.7889	0.4658;0.4112;0.4421	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	OAS2	1	0.0845966	0.0759239	0.00867273	0.841848	0.869443	1	0.1413;0.0164;0.0961	0.0607;0.0612;0.1059	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	IFIT1	1	3.5682	1.27396	2.29424	0.011584	0.0276234	0.1	3.5947;3.5720;3.5378	1.7488;0.8902;1.1828	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	IFIT3	1	3.30653	2.80228	0.504251	0.0361248	0.062215	0.1	3.3062;3.3100;3.3034	2.9409;2.6115;2.8544	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	CXCL10	1	0.139288	0.15325	-0.0139625	0.869443	0.869443	0.7	0.1659;0.0853;0.1666	0.2974;0.0810;0.0813	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	RSAD2	1	0.288216	0.0536249	0.234591	0.0295036	0.0538007	0.1	0.2037;0.3821;0.2788	0.0992;0.0206;0.0411	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	IFI44	1	0.0653148	0.0773437	-0.0120289	0.800546	0.855756	1	0.0980;0.0980;0.0000	0.0468;0.0473;0.1379	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	BST2	1	8.14686	7.54019	0.606671	0.0109434	0.0276234	0.1	8.2004;8.1645;8.0757	7.6990;7.5271;7.3945	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	TACSTD2	1	0.335235	4.36827	-4.03304	4.37766e-05	0.000678537	0.1	0.6331;0.1609;0.2117	4.6587;4.2732;4.1729	
SKOV3_shTACSTD2_DDP	GSE245459	TACSTD2_KD	0	0	CDKN1A	1	4.84896	6.16059	-1.31163	0.00453842	0.0200987	0.1	4.8419;4.8428;4.8622	5.9984;6.3108;6.1725	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	CLDN4	1	10.3431	11.1604	-0.817228	0.252919	0.635945	0.420635	11.0019;8.8618;11.7353;10.8346;9.2822	11.2210;10.1667;11.4737;12.3040;10.6363	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	CLDN3	1	6.4642	7.90192	-1.43772	0.0820525	0.452352	0.0952381	6.5649;4.4964;7.9487;6.9968;6.3142	7.4759;7.7049;8.4089;9.2661;6.6538	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	CLDN7	1	7.11706	7.93994	-0.822884	0.0906337	0.452352	0.015873	6.9868;6.7411;7.2292;7.3072;7.3209	7.7566;7.9636;7.3241;9.3389;7.3165	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	XRCC6	1	8.25245	8.45776	-0.205307	0.155932	0.604236	0.222222	8.0512;8.3086;7.9569;8.3531;8.5925	8.4853;8.6369;8.3414;8.3427;8.4825	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	XRCC5	1	9.46717	9.60147	-0.134299	0.342742	0.703128	0.420635	9.3956;9.4114;9.2786;9.6067;9.6435	9.8288;9.6790;9.3499;9.3210;9.8286	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	PRKDC	1	9.60367	9.42253	0.181138	0.555964	0.827534	0.690476	9.9647;9.7052;9.5021;9.5723;9.2740	9.7723;8.6919;9.4870;8.9902;10.1712	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	LIG4	1	7.21135	7.46015	-0.248806	0.248094	0.635945	0.222222	7.1233;7.1077;7.1314;7.2599;7.4345	7.5158;7.6731;6.8527;7.3375;7.9217	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	XRCC4	1	8.2732	7.98489	0.288307	0.205144	0.635945	0.547619	8.4007;8.0976;8.1043;8.5664;8.1970	8.2417;8.3084;7.8281;7.3439;8.2023	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	NHEJ1	1	4.19215	4.46764	-0.275491	0.499966	0.815734	0.420635	4.4576;4.7182;3.9127;4.3516;3.5206	4.7422;5.1905;3.4209;4.9395;4.0451	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	DCLRE1C	1	8.75671	8.50862	0.248085	0.254016	0.635945	0.0952381	8.9540;8.8324;9.0336;8.7794;8.1841	8.6194;8.5343;8.7714;7.9910;8.6270	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	PAXX	1	5.75729	5.92133	-0.164043	0.450658	0.776133	0.0952381	5.2761;5.9089;5.9742;5.9615;5.6657	6.0223;6.2418;6.0456;5.9834;5.3136	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	CGAS	1	7.24954	7.63057	-0.381022	0.102144	0.452352	0.0555556	7.3870;7.2479;6.5941;7.3620;7.6568	7.8889;7.6139;7.4007;7.5250;7.7243	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	STING1	1	9.90778	9.6007	0.307079	0.0707814	0.452352	0.0555556	9.9505;10.0082;10.1494;9.8207;9.6101	9.7474;9.2957;9.4191;9.9386;9.6027	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	TBK1	1	9.35953	9.33149	0.0280327	0.873699	0.902822	0.690476	9.5461;9.4812;9.6508;9.1080;9.0115	9.2881;8.9043;9.5293;9.4265;9.5093	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	IRF3	1	8.93591	8.61329	0.322615	0.0183092	0.283793	0.031746	8.7110;8.8085;9.0180;9.1527;8.9893	8.5979;8.8932;8.5797;8.5631;8.4325	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	STAT1	1	11.4391	10.9791	0.460048	0.287201	0.635945	0.420635	11.5467;11.6366;11.7185;11.2099;11.0838	10.5195;9.8820;12.0193;11.3699;11.1046	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	STAT2	1	10.0003	9.76814	0.232139	0.560587	0.827534	0.690476	10.2279;10.0924;10.5081;9.8530;9.3201	9.2531;8.8849;10.6414;10.2826;9.7786	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	IRF7	1	8.68643	8.86905	-0.18262	0.616518	0.868729	0.84127	8.2095;8.6857;8.9703;8.5625;9.0041	8.2575;8.6695;9.7324;9.4728;8.2131	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	IRF9	1	9.75527	9.63303	0.122242	0.362905	0.703128	0.222222	9.6923;9.6691;9.8508;9.6606;9.9036	9.5976;9.4964;10.0357;9.6665;9.3689	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	ISG15	1	7.96354	8.05428	-0.0907416	0.838755	0.902822	0.690476	7.2611;7.8736;7.5438;8.1449;8.9943	7.8737;8.4277;8.7159;8.3265;6.9277	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	MX1	1	6.98674	6.82715	0.159588	0.666451	0.875764	0.420635	6.6069;7.0270;7.5546;6.9735;6.7716	6.6897;6.1337;7.9633;6.4214;6.9277	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	OAS1	1	8.11322	8.4253	-0.312088	0.273001	0.635945	0.547619	8.0887;7.5373;8.3541;8.0535;8.5325	8.0286;8.4984;9.0766;8.5686;7.9543	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	OAS2	1	7.615	7.71928	-0.104281	0.805108	0.902822	1	7.8561;7.4471;8.5180;7.4823;6.7716	7.2969;7.2922;8.8524;7.4612;7.6937	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	IFIT1	1	8.66205	8.68326	-0.0212087	0.942788	0.942788	1	8.0048;8.4889;8.6701;8.8482;9.2982	8.2298;8.5057;9.3691;8.5352;8.7766	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	IFIT3	1	7.57356	7.42442	0.149143	0.678011	0.875764	0.547619	6.9708;7.5078;7.5438;7.4823;8.3631	7.0658;6.9954;8.4495;7.2849;7.3265	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	CXCL10	1	8.16112	7.59692	0.564195	0.067462	0.452352	0.031746	7.9324;8.1366;8.0820;7.9076;8.7470	6.8121;7.6536;8.0714;7.8578;7.5897	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	RSAD2	1	7.68959	7.46287	0.226712	0.4494	0.776133	0.420635	7.4575;7.9792;7.6180;7.1291;8.2641	7.2738;6.9641;8.1913;7.3375;7.5476	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	IFI44	1	10.5113	10.4503	0.0610099	0.859821	0.902822	0.547619	10.3270;10.3659;10.5452;10.5607;10.7577	10.1648;9.5639;11.4668;10.3084;10.7474	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	BST2	1	10.1797	10.0857	0.0939727	0.745166	0.902822	1	9.5299;10.0949;10.1022;10.3520;10.8196	9.7791;10.2183;10.4108;10.4871;9.5332	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	TACSTD2	1	3.24833	7.0695	-3.82117	0.00107924	0.0334563	0.00793651	3.7638;0.9545;4.0415;4.1995;3.2825	6.9639;6.0568;8.5007;7.2372;6.5889	
4T1_Trop2KO	GSE334497	TACSTD2_KO	1	1	CDKN1A	1	8.24297	8.31598	-0.0730005	0.850696	0.902822	0.84127	7.5248;8.6824;7.5329;8.3349;9.1398	8.0871;8.7541;8.6123;8.4482;7.6782	
CX1_IMMU132	GSE312098	sacituzumab	1	0	CLDN4	1	5.6742	6.53531	-0.861109	1.69346e-05	0.000524974	0.1	5.7139;5.6710;5.6377	6.5268;6.4958;6.5833	
CX1_IMMU132	GSE312098	sacituzumab	1	0	CLDN3	1	5.09949	5.79977	-0.700285	0.00586012	0.0181664	0.1	5.0532;4.9800;5.2653	5.7217;5.8146;5.8630	
CX1_IMMU132	GSE312098	sacituzumab	1	0	CLDN7	1	5.44982	5.59015	-0.140327	0.0637275	0.103976	0.1	5.3955;5.5244;5.4295	5.6002;5.5769;5.5934	
CX1_IMMU132	GSE312098	sacituzumab	1	0	XRCC6	1	6.58058	6.51033	0.0702459	0.166878	0.224923	0.1	6.5766;6.5490;6.6162	6.5486;6.4422;6.5402	
CX1_IMMU132	GSE312098	sacituzumab	1	0	XRCC5	1	5.52818	5.87553	-0.347353	0.0045376	0.0173009	0.1	5.4678;5.5063;5.6105	5.9092;5.8916;5.8258	
CX1_IMMU132	GSE312098	sacituzumab	1	0	PRKDC	1	4.6098	4.91686	-0.307065	0.00225122	0.013247	0.1	4.6482;4.5706;4.6106	4.9020;4.9306;4.9180	
CX1_IMMU132	GSE312098	sacituzumab	1	0	LIG4	1	3.1814	2.75875	0.422647	0.0334208	0.057558	0.1	3.1140;3.0889;3.3413	2.7494;2.7546;2.7722	
CX1_IMMU132	GSE312098	sacituzumab	1	0	XRCC4	1	1.47613	1.72602	-0.249894	0.12462	0.183963	0.4	1.3431;1.4027;1.6825	1.6771;1.6560;1.8450	
CX1_IMMU132	GSE312098	sacituzumab	1	0	NHEJ1	1	0.124616	0.435871	-0.311256	0.00256393	0.013247	0.1	0.1182;0.0986;0.1571	0.4430;0.3794;0.4852	
CX1_IMMU132	GSE312098	sacituzumab	1	0	DCLRE1C	1	1.94469	1.69493	0.249757	0.0252907	0.0464705	0.1	1.8979;1.9791;1.9571	1.7728;1.5962;1.7158	
CX1_IMMU132	GSE312098	sacituzumab	1	0	PAXX	1	5.09671	5.3134	-0.216689	0.290828	0.375653	0.4	5.1305;4.8163;5.3434	5.2115;5.3355;5.3932	
CX1_IMMU132	GSE312098	sacituzumab	1	0	CGAS	1	2.84451	2.36369	0.480821	0.00909755	0.023502	0.1	2.8237;2.7663;2.9435	2.2717;2.3041;2.5153	
CX1_IMMU132	GSE312098	sacituzumab	1	0	STING1	1	4.38914	3.89154	0.497599	0.0173309	0.0383756	0.1	4.4930;4.4207;4.2536	3.9106;3.8956;3.8684	
CX1_IMMU132	GSE312098	sacituzumab	1	0	TBK1	1	3.08225	2.71896	0.363289	0.0906634	0.140528	0.1	2.9816;2.9292;3.3359	2.7348;2.6303;2.7918	
CX1_IMMU132	GSE312098	sacituzumab	1	0	IRF3	1	5.73067	5.66301	0.0676596	0.401745	0.479004	0.7	5.7869;5.6155;5.7896	5.6188;5.6227;5.7475	
CX1_IMMU132	GSE312098	sacituzumab	1	0	STAT1	1	5.11323	4.94908	0.164155	0.138561	0.195245	0.2	5.0155;5.1514;5.1728	4.9357;5.0780;4.8335	
CX1_IMMU132	GSE312098	sacituzumab	1	0	STAT2	1	3.80807	3.70839	0.0996861	0.303952	0.3769	0.4	3.8593;3.8953;3.6696	3.7180;3.7772;3.6300	
CX1_IMMU132	GSE312098	sacituzumab	1	0	IRF7	1	4.79545	4.83381	-0.038358	0.671044	0.693412	1	4.7598;4.7065;4.9200	4.7280;4.9021;4.8713	
CX1_IMMU132	GSE312098	sacituzumab	1	0	IRF9	1	1.22507	1.24663	-0.0215617	0.770859	0.770859	1	1.2665;1.2314;1.1773	1.2460;1.3538;1.1400	
CX1_IMMU132	GSE312098	sacituzumab	1	0	ISG15	1	7.48969	6.85583	0.633859	0.00326901	0.014477	0.1	7.3592;7.4953;7.6145	6.7557;6.9185;6.8933	
CX1_IMMU132	GSE312098	sacituzumab	1	0	MX1	1	0.222153	0.260605	-0.0384524	0.496372	0.549555	0.7	0.2066;0.2946;0.1652	0.3011;0.1921;0.2886	
CX1_IMMU132	GSE312098	sacituzumab	1	0	OAS1	1	4.16302	3.68505	0.477966	0.0249848	0.0464705	0.1	4.1359;4.2005;4.1527	3.6713;3.8377;3.5462	
CX1_IMMU132	GSE312098	sacituzumab	1	0	OAS2	1	3.3144	2.37207	0.942329	0.0254838	0.0464705	0.1	3.1484;3.4320;3.3628	2.1448;2.7584;2.2130	
CX1_IMMU132	GSE312098	sacituzumab	1	0	IFIT1	1	3.23238	2.74082	0.49156	0.00651103	0.0183493	0.1	3.1042;3.2560;3.3370	2.6371;2.8610;2.7243	
CX1_IMMU132	GSE312098	sacituzumab	1	0	IFIT3	1	3.01411	2.56068	0.453425	0.00502283	0.0173009	0.1	2.9662;2.9866;3.0895	2.5664;2.5724;2.5432	
CX1_IMMU132	GSE312098	sacituzumab	1	0	CXCL10	1	0.3228	0.393537	-0.0707378	0.636334	0.680219	1	0.3961;0.3829;0.1895	0.2631;0.6292;0.2883	
CX1_IMMU132	GSE312098	sacituzumab	1	0	RSAD2	1	0.39934	0.331363	0.0679768	0.451464	0.518348	1	0.3185;0.5183;0.3612	0.3764;0.3944;0.2233	
CX1_IMMU132	GSE312098	sacituzumab	1	0	IFI44	1	4.39139	3.61056	0.780831	0.0165826	0.0383756	0.1	4.3217;4.4730;4.3794	3.5545;3.8516;3.4255	
CX1_IMMU132	GSE312098	sacituzumab	1	0	BST2	1	7.69722	7.39657	0.300651	0.0010604	0.0109575	0.1	7.7176;7.6704;7.7036	7.3521;7.4065;7.4312	
CX1_IMMU132	GSE312098	sacituzumab	1	0	TACSTD2	1	6.09106	5.4081	0.682959	0.000565295	0.00876207	0.1	6.0628;6.0632;6.1471	5.3633;5.4979;5.3631	
CX1_IMMU132	GSE312098	sacituzumab	1	0	CDKN1A	1	4.35818	3.18797	1.17021	0.00251886	0.013247	0.1	4.3883;4.4913;4.1950	3.2441;3.1807;3.1391	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	CLDN4	1	5.92142	6.53531	-0.613893	6.5549e-05	0.00067734	0.1	5.9504;5.9408;5.8730	6.5268;6.4958;6.5833	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	CLDN3	1	5.52239	5.79977	-0.277382	0.00955348	0.0185099	0.1	5.6014;5.5104;5.4553	5.7217;5.8146;5.8630	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	CLDN7	1	5.6414	5.59015	0.0512492	0.238051	0.295183	0.4	5.6929;5.6458;5.5854	5.6002;5.5769;5.5934	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	XRCC6	1	6.39884	6.51033	-0.111493	0.0694627	0.0936236	0.1	6.4013;6.3772;6.4180	6.5486;6.4422;6.5402	
