	Cldn4	Tacstd2	Fh1	Cldn3	Cldn7	Ifng	Stat1	Cxcl9	Cxcl10	Ido1	H2-Aa	H2-K1	H2-D1	H2-Q4	B2m	Tap1	Tap2	Epcam	Cdh1	Krt8	Krt18	Cd8a	Cd8b1	Cd3d	Cd3e	Gzma	Gzmb	Prf1	Cd274	Cxcl13	Ms4a1	Ptprc	genotype	day	group	IFN	MHC	EPI	Cldn4_cpm	Cd274_cpm	Ifng_counts
K_WT_10_1	5.071424620846232	5.217824061692603	7.924062528621228	5.15162187431095	4.888903841435929	0.0	5.02511473772823	1.777300408666428	2.3060412572466564	0.07118606848526861	7.03220579047397	8.322649258557197	8.25307760498586	4.468743164253147	8.275858333020878	4.312255057638103	5.1120804314741255	7.062001253164122	8.207889260156703	6.377505049096376	4.573592310303758	0.7290440433019915	0.38236865664222425	0.9339053777114514	0.7724097050062401	0.490200683966604	0.26582107500637014	0.20381519041091398	2.669363206863276	0.490200683966604	0.38236865664222425	3.9462919032188735	Fh1+/+	10	Fh1+/+ d10	-0.28366173689551283	0.11942935016346663	-0.2998119815043719	32.624120362670965	5.361483346423445	0
K_WT_10_2	5.937785509049506	6.7314067090751974	8.063378858946113	4.604731883274245	5.6923881656545054	0.0	6.084290404856734	2.1578144945049127	3.375049037398518	0.5121151118236693	7.06043782515521	8.627723238920828	8.444643176248963	5.058893754374935	8.879028127383444	4.7827851317789465	5.340720307660442	7.840113449893503	8.690266574376881	6.4193482861451985	6.008725560879219	1.0086886149930856	0.14604892292200194	0.616051225493517	0.340661604838283	0.4001057424629826	0.340661604838283	0.340661604838283	3.536080280631014	0.21387892166021874	0.27866250820666066	3.710581470570464	Fh1+/+	10	Fh1+/+ d10	0.7964199424826942	0.6649986086364419	1.0137964490266298	60.29873977231899	10.600220154321095	0
K_WT_10_3	5.346538161108156	5.861970219832743	7.992202706822001	4.935508045390887	5.494137224141375	0.0	5.923206003048461	1.7915009073421813	2.4122586748823434	0.3787482385165926	7.296190520438041	8.281885303002978	8.259163701634213	4.702534728249082	8.661446342718309	4.4953952014357315	5.00189445351923	7.360856207388183	8.370401189405984	6.224820001148128	4.428583609005588	1.454826923422438	0.3787482385165926	0.3105385747476699	0.4438780598278063	0.7315908798498603	0.4438780598278063	0.7315908798498603	3.4863603868671835	0.4438780598278063	0.08412230608652886	3.7277788742090694	Fh1+/+	10	Fh1+/+ d10	0.4024083558959473	0.27723762980954997	-0.14599563103016622	39.6881889330716	10.207249801243831	0
K_WT_10_4	6.470557755376441	6.964920730684321	7.9292421838142655	4.9774118475574545	5.439320118774232	0.0	5.5071138760009735	2.0466567395854476	2.92806525771524	0.23139652714932013	7.141805374706771	8.241303362387185	8.08863179907422	3.9156772028467697	8.224898637068526	4.376754428595275	4.738210556944186	7.560504689218778	8.59742375952393	6.66364566129648	6.454430079251442	0.6598356862119985	0.23139652714932013	0.30095666643720503	0.43075799647047835	0.30095666643720503	0.30095666643720503	0.0	3.5084613397018956	1.8047067933642011	0.49152668545129213	3.9322129323770674	Fh1+/+	10	Fh1+/+ d10	0.23694360334763412	-0.1474361141640872	1.0701541781074724	87.68128409936446	10.380257839805713	0
K_WT_10_5	4.594343048130411	5.167084821172422	8.007490174541013	4.543717905688238	4.604258338518862	0.0	5.202327556499046	1.5020929843257393	2.5710183190462117	0.4148801252893786	6.904261115825171	7.758336746188096	7.940583632023322	4.048651957301289	7.878615946612834	4.053484983823965	4.623886795550005	6.810304614676899	8.08889675775804	6.112542849883001	4.458830643749122	0.47375492831054505	0.2893921650869935	0.6372050953748195	0.6372050953748195	0.3535001086409129	0.5847526649201095	0.6372050953748195	3.1604326812792265	0.7840073170143478	0.5303210231967931	3.543744893633167	Fh1+/+	10	Fh1+/+ d10	0.05039350323824545	-0.440226243603656	-0.7054917331760593	23.15655882873792	7.940978207456888	0
K_WT_5_1	5.2388097819293	5.758158318883698	8.150827233742854	4.551139465555204	5.683068447622533	0.0	6.3519031857149795	1.5546385379854488	3.181633435502051	0.2812994548807609	7.102651997501179	8.590005815946236	8.478830696790759	5.271341856295662	9.031470076156133	5.06414215881374	5.561732941795688	7.240998637155312	8.325099405479651	6.300617603591135	4.5311285646142725	0.9773169912249945	0.3438185677232078	0.21594787134356552	0.6708809352542585	0.5165981983460571	0.3438185677232078	0.5698801901918458	3.5497466237903295	0.21594787134356552	0.46127266833477637	3.4323782520903783	Fh1+/+	5	Fh1+/+ d5	0.5047266073803494	0.8553913051313945	-0.1718895900625845	36.76059995667309	10.710628684301529	0
K_WT_5_2	4.599976862562455	5.160469686018287	7.911886971191179	4.674494117401681	4.5284052820124385	0.0784622923616419	5.478834896003828	1.0043620085666771	2.3917107463043314	0.47637553776739566	6.952457488197713	8.026722955819071	8.069074048688627	4.217694718419709	8.296395456772292	4.217694718419709	5.0911950089544105	7.066938145838648	8.03873164916222	6.0734735633131285	3.9096669851111017	0.5332005900797065	0.4172201521357675	0.4172201521357675	0.5878719713389081	0.4172201521357675	0.0784622923616419	0.2910943285002919	2.9975636198712943	0.5878719713389081	0.2236400558542743	3.510444714934399	Fh1+/+	5	Fh1+/+ d5	0.5581899703615457	-0.059160833832021344	-0.7966686658087383	23.251076130786185	6.98650124122181	1
K_WT_5_3	5.946086084518877	6.6539365086020075	7.845825131582358	4.630177726811073	5.0073464034145685	0.0	6.228678955322723	1.297632231482969	2.3820377848992935	0.7208138985083871	6.725632709311877	8.015617833592344	7.983035640455477	4.34207956319747	8.354338253531704	4.37999598770433	5.073632787465177	7.43163586211923	8.443655370144205	6.498879433542057	6.042626265915835	1.0187599463699002	0.28218734612065693	0.21664469451323987	0.14798209034674317	0.0	0.14798209034674317	0.14798209034674317	3.4724537738335064	0.21664469451323987	0.28218734612065693	3.228270892172393	Fh1+/+	5	Fh1+/+ d5	0.5894264972299051	-0.01472007174014688	0.6629650956975526	60.65243986186366	10.099738427576586	0
K_WT_5_4	5.0046273775996575	5.397674108299091	7.9926101584555695	4.5164664153447385	4.8243995745855015	0.0	5.569768135371186	1.6538976335618147	2.1039280066066386	0.14368498922320544	6.826202242762062	8.013224233113368	8.09008599349635	4.204486636561366	8.466841645145864	4.067023249401118	5.075789896248464	6.522811197435036	7.919297806857242	6.360373296190335	4.9223171875277325	0.7034014901920445	0.14368498922320544	0.5570469215174887	0.27434693728926385	0.21049468124930956	0.14368498922320544	0.14368498922320544	2.8009982070080173	0.07363054133188235	0.07363054133188235	2.8009982070080173	Fh1+/+	5	Fh1+/+ d5	-0.12371294865410383	-0.04249391596422617	-0.6935957673185273	31.102803299850347	5.969224875728854	0
K_WT_5_5	4.891739040702358	5.179591278561041	8.015176603790351	4.7996602968719815	4.660000402746792	0.07374275093791903	5.6189172637952645	1.7707867099325325	3.148368184873976	0.07374275093791903	6.9017683316529395	7.592423868822844	7.76408720712155	3.829418894837563	7.920917751622365	4.1178915113609795	4.576845904131957	7.001385493795835	8.104752714154852	6.375414748813543	4.755526619830903	0.9590152720062008	0.5577691222073832	0.27473744218617135	0.3359603893831847	0.3946906694558199	0.21080082252708152	0.7499762787399563	3.4127272633522847	0.07374275093791903	0.21080082252708152	3.5352544708728932	Fh1+/+	5	Fh1+/+ d5	0.5203965823205714	-0.5538410654960796	-0.3370058331609743	28.686580957595833	9.64959944460262	1
