sample	TACSTD2	CLDN4	CD8A	GEP18	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_TumorPurity
GSM494575	13.2948	9.531	7.82513	0.002731771839399636	3194.946054065224	5413.700484471383	8608.646538536606	-0.29345630424487057
GSM494576	11.6452	9.13189	7.18011	-0.5143687896584341	1608.2606798872648	4174.013492211333	5782.274172098598	0.11677133577632035
GSM494577	12.2791	9.01568	8.37692	0.2025231218391089	3875.617459040025	4712.127809837966	8587.745268877992	-0.29052194298373163
GSM494578	12.9369	8.19278	8.40936	-0.009680191673958697	3538.2449124479926	6135.179316438627	9673.424228886619	-0.43868725659940117
GSM494579	12.2972	8.11608	8.77076	0.8716907770646485	6166.451034909704	7206.958725770496	13373.409760680199	-0.8399832195430904
GSM494580	13.0493	9.90206	8.91981	0.6197351387764913	4874.257733424112	7632.976865582545	12507.234599006657	-0.7643984643689253
GSM494581	12.7738	10.2839	7.78076	-0.1953342133686293	3243.541565617584	5585.414360340742	8828.955925958326	-0.3242125436176591
GSM494582	13.1288	9.06423	6.08101	-1.3554479737330094	-450.7962031859847	2278.4301663313036	1827.6339631453188	0.6423293687519925
GSM494583	12.7258	9.41209	6.51879	-0.34935014928945335	4239.532342045931	4984.946110070505	9224.478452116437	-0.3785574953672603
GSM494584	12.0337	9.58894	8.24471	0.1321079002563401	4050.36382392494	5927.8727225154635	9978.236546440403	-0.47844256735095547
GSM494585	13.2412	9.87994	6.89128	-0.4755738139575214	2224.0427863806585	4891.494866538806	7115.537652919464	-0.07858814190886795
GSM494586	9.374	10.2113	6.20289	-1.3072823813996224	1985.3012894688404	3564.2269271276027	5549.528216596444	0.1506272757539731
GSM494587	12.6405	9.32067	8.70155	0.8602853591340752	3306.3126767013264	7142.279871794044	10448.59254849537	-0.5378823061311001
GSM494588	13.1825	8.52208	9.53426	0.2953835266423694	5183.031335881321	6399.83970636149	11582.871042242812	-0.6701582526313961
GSM494589	13.3654	9.93885	7.28059	-0.7873664353984354	3811.922745636054	3497.0268196153283	7308.949565251382	-0.10685548769333886
GSM494590	11.9384	8.77353	7.98999	0.034332267737565876	4243.082128028229	6494.589979575991	10737.67210760422	-0.5731596965548125
GSM494591	13.3896	9.78839	7.00543	-0.4733525376901866	789.7623279010654	2626.8920730021337	3416.654400903199	0.44778261386788437
GSM494592	12.7582	9.37837	9.22285	0.6732312271733635	3708.77802881752	6941.23645656593	10650.01448538345	-0.5625686591481379
GSM494593	13.5369	9.35124	8.11092	-0.11542113845874079	3361.128820461975	5254.284376353558	8615.413196815534	-0.2944056951995394
GSM494594	12.9113	8.85427	8.71404	0.22159300291397285	3104.8665967187108	6828.408693708756	9933.275290427468	-0.47263678892495387
GSM494595	12.351	9.19696	8.32983	-0.2910057373103434	3393.873860907666	5408.87681812751	8802.750679035176	-0.32057130606731593
GSM494596	10.0745	9.76425	7.55519	-0.398454460646242	1767.6429641511515	4812.613599195172	6580.256563346324	-9.620752806046026e-05
GSM494597	10.3777	8.74914	9.67055	1.5779337389939323	5228.627961548993	7812.689509603646	13041.317471152639	-0.8125449801769836
GSM494598	12.8655	10.1552	7.33697	0.04074942655116765	3859.953065293539	6751.959648898284	10611.912714191823	-0.5579359529303558
GSM494599	13.533	9.80166	9.27985	-0.017897871879903368	4614.5561396210815	6712.536857098782	11327.092996719864	-0.641825742381536
GSM494600	13.1575	9.003	7.99048	-0.1103881384507452	4630.761145863311	5406.414052169655	10037.175198032966	-0.48602162161406826
GSM494601	13.0967	8.25017	8.90942	0.06131353283043089	4603.3921997915495	6370.749709581014	10974.141909372564	-0.6012524620816305
GSM494602	12.0859	10.3737	8.29226	-0.40532840698694605	3602.5597812961933	5062.473435941776	8665.03321723797	-0.3013586605940642
GSM494603	12.7838	9.35801	8.69987	0.2718327785955285	5682.99633236123	7087.899281322002	12770.895613683231	-0.7887729516999623
GSM494604	11.1986	8.14607	9.32285	0.4085258823473883	6525.558412747495	7375.261230871672	13900.819643619167	-0.8794330867114742
GSM494605	11.8779	7.72105	8.52157	0.39294751989767546	5243.425744616134	7716.377104384228	12959.802849000362	-0.8055123667209104
GSM494606	12.9005	9.49633	8.24524	-0.36879085120629224	2980.1745989562337	5472.8561172678765	8453.03071622411	-0.2715447512786405
GSM494607	11.1912	7.30773	10.5412	1.9837634926097327	5535.977317670937	8832.780201213362	14368.757518884298	-0.9100305704645716
GSM494608	12.6482	10.2398	7.99247	-0.26777920826934914	2456.5116249177895	6087.660995031407	8544.172619949197	-0.2843959513440981
GSM494609	12.368	9.64759	8.42884	0.43041195154468653	4088.51461970708	6827.3365765332655	10915.851196240346	-0.5943934663328699
GSM494610	13.4484	9.20379	10.4471	1.360034916935004	5222.756918454757	7665.232856448671	12887.989774903428	-0.7992211605587592
GSM494611	12.2002	8.35342	7.28768	-0.21301074058386749	4109.8529310716685	5600.843101733493	9710.696032805161	-0.4435971864365868
GSM494612	12.741	9.11122	7.48662	-0.41549502956696893	1288.541386096991	4682.97974677599	5971.521132872981	0.08914061558179232
GSM494613	12.6681	9.698	7.42169	-0.7258234296191929	1164.0961455102379	4169.41396227455	5333.510107784788	0.18189347787717855
GSM494614	13.2447	10.2448	7.2179	-0.7971580818680075	2162.7895781603133	3621.7068429542974	5784.496421114611	0.1164473607852765
GSM494615	12.3287	8.43104	7.66642	-0.762792288516999	3638.8356517619936	4735.088274287829	8373.923926049823	-0.2603510461624219
