interaction_name	pathway_name	ligand	receptor	lr_class	split	score	k_units	n_patients	mean_delta	median_delta	se	p_meta	p_wilcoxon_patients	i2	units
HLA-A_CD8A	MHC-I	HLA-A	CD8A	other	median	cellchat_hill	2	27	0.027766008734382477	0.018725837784882515	0.0062238565410082415	8.149343017657121e-06	2.586841583251953e-05	0.0	GSE123902+GSE131907
LGALS9_P4HB	GALECTIN	LGALS9	P4HB	inhibitory	median	cellchat_hill	2	25	0.029151691992196846	0.027329903244095625	0.006720443698596903	1.4394024701564817e-05	0.0001288892255353885	20.002163467728252	GSE123902+GSE131907
THY1_ADGRE5	ADGRE	THY1	ADGRE5	other	median	cellchat_hill	1	2	-0.16611865185017294	-0.16611865185017294	0.03851492726402381	1.6098279047206665e-05	0.5	0.0	GSE123902
APP_SORL1	APP	APP	SORL1	other	median	cellchat_hill	2	19	0.047625905482174574	0.021315914927792248	0.012104873818744725	8.339073197934985e-05	7.62939453125e-06	0.0	GSE123902+GSE131907
MPZL1_MPZL1	MPZ	MPZL1	MPZL1	other	median	cellchat_hill	1	2	0.0012800734804005519	0.0012800734804005519	0.0003342608109743668	0.0001283700084389351	0.5	0.0	GSE123902
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	barrier|inhibitory	median	cellchat_hill	1	9	0.08334288972308769	0.06220677560925375	0.022966446976333793	0.0002846338487537857	0.00390625	0.0	GSE123902
HLA-E_CD94:NKG2A	MHC-I	HLA-E	CD94:NKG2A	inhibitory	median	cellchat_hill	1	8	0.048796373371319375	0.04423384287886553	0.01375547296265007	0.0003890310202590012	0.0078125	0.0	GSE131907
THBS3_CD47	THBS	THBS3	CD47	other	median	cellchat_hill	2	19	0.009688613598361352	0.0062280025749006035	0.0027463172910164283	0.0004189390359597891	0.000335693359375	0.0	GSE123902+GSE131907
LAMA3_CD44	LAMININ	LAMA3	CD44	other	median	cellchat_hill	2	15	0.07887618284105269	0.05158646041235903	0.0225526990644242	0.00046978767337390323	6.103515625e-05	0.0	GSE123902+GSE131907
CCL3_CCR1	CCL	CCL3	CCR1	recruit	median	cellchat_hill	1	2	0.01569866881466916	0.01569866881466916	0.004647084649419954	0.0007296842107096301	0.5	0.0	GSE131907
PVR_TIGIT	PVR	PVR	TIGIT	barrier|inhibitory	median	cellchat_hill	2	18	0.02196464332318151	0.010120742567657028	0.006769250601802244	0.0011754661783807835	0.00032806396484375	0.0	GSE123902+GSE131907
COL1A1_CD44	COLLAGEN	COL1A1	CD44	other	median	cellchat_hill	2	29	0.07999064089577469	0.05669885928514928	0.025157763078405372	0.0014749835012506567	9.822472929954529e-05	0.0	GSE123902+GSE131907
ICAM1_ITGAL	ICAM	ICAM1	ITGAL	other	median	cellchat_hill	2	17	0.03166727112498726	0.012499377280015241	0.010167664233471695	0.0018425198907223638	1.52587890625e-05	0.0	GSE123902+GSE131907
IGFBP3_TMEM219	IGFBP	IGFBP3	TMEM219	other	median	cellchat_hill	2	19	0.06878384157882961	0.03280631905755488	0.02235339481737316	0.0020901856534776596	0.000789642333984375	0.0	GSE123902+GSE131907
MDK_SDC4	MK	MDK	SDC4	other	median	cellchat_hill	1	8	0.023296243841612666	0.012808298400117383	0.007692439266522009	0.0024580369779460334	0.0078125	0.0	GSE123902
CDH1_KLRG1	CDH1	CDH1	KLRG1	barrier|inhibitory	median	cellchat_hill	2	12	0.052365467622474786	0.03049885790225485	0.017391385040077534	0.002603884942881119	0.00048828125	0.0	GSE123902+GSE131907
HLA-A_CD8B	MHC-I	HLA-A	CD8B	other	median	cellchat_hill	2	23	0.026162414002747013	0.017897183757591306	0.008920881435270369	0.0033601082300474426	0.00040793418884277344	24.565297735165665	GSE123902+GSE131907
HLA-DOB_CD4	MHC-II	HLA-DOB	CD4	other	median	cellchat_hill	1	4	0.004969132825316817	0.006235333676090473	0.001711622084433539	0.003694040294211933	0.125	0.0	GSE123902
LAMC2_CD44	LAMININ	LAMC2	CD44	other	median	cellchat_hill	2	27	0.09198630290065538	0.05547204614465485	0.0320454959481999	0.004098350580143256	1.6701806389309966e-05	29.077004173817688	GSE123902+GSE131907
CEACAM6_CEACAM6	CEACAM	CEACAM6	CEACAM6	barrier	median	cellchat_hill	1	4	0.0464139607879904	0.03630826716657809	0.01647504255824227	0.004844003727328869	0.125	0.0	GSE123902
HLA-F_CD8A	MHC-I	HLA-F	CD8A	inhibitory	median	cellchat_hill	2	26	0.04454674086474813	0.008926652093496266	0.01637671077747751	0.006525675503179789	0.00206416568518245	0.0	GSE123902+GSE131907
COL4A4_CD44	COLLAGEN	COL4A4	CD44	other	median	cellchat_hill	2	12	0.05749120459615761	0.03489617715720828	0.02187912653260161	0.008597094625256516	0.0009765625	36.05480517909898	GSE123902+GSE131907
LAMB3_CD44	LAMININ	LAMB3	CD44	other	median	cellchat_hill	2	28	0.15982340374802118	0.09556731092608656	0.06105610242826753	0.00885380022151223	7.450580596923828e-09	61.95195389476766	GSE123902+GSE131907
APP_CD74	APP	APP	CD74	other	median	cellchat_hill	2	30	0.1531181623253666	0.0924068347777518	0.05918142674209596	0.009674055085702243	5.144625902175903e-06	74.83542072321461	GSE123902+GSE131907
TNFSF15_TNFRSF25	VEGI	TNFSF15	TNFRSF25	other	median	cellchat_hill	2	6	0.004404959786148079	0.004303089457079581	0.0017161671965768655	0.010265872810341518	0.03125	0.0	GSE123902+GSE131907
TNF_TNFRSF1B	TNF	TNF	TNFRSF1B	attack	median	cellchat_hill	1	5	0.008094851987703286	0.004429177532918794	0.0031838814291062687	0.01100790767513038	0.4375	0.0	GSE131907
LPAR3_ADGRE5	ADGRE	LPAR3	ADGRE5	other	median	cellchat_hill	1	3	0.005131086275635222	0.00520110802900825	0.0020779828525101045	0.01353916513906584	0.25	0.0	GSE131907
CD99_CD99	CD99	CD99	CD99	other	median	cellchat_hill	2	30	0.06019784778078132	0.032287542249950466	0.02471873307070383	0.014878920020533168	9.90256667137146e-05	0.0	GSE123902+GSE131907
SPP1_CD44	SPP1	SPP1	CD44	other	median	cellchat_hill	2	25	0.03876379991635462	0.010029627627389459	0.015945322940232216	0.015055338547259177	0.03180783987045288	0.0	GSE123902+GSE131907
HLA-E_CD94:NKG2C	MHC-I	HLA-E	CD94:NKG2C	inhibitory	median	cellchat_hill	1	4	0.05731459698105738	0.04603267177047077	0.02378721567030832	0.015975682858793267	0.125	0.0	GSE131907
CLDN3_CLDN3	CLDN	CLDN3	CLDN3	barrier	median	cellchat_hill	1	3	0.04486097645741666	0.03397177037326386	0.01907327072869236	0.018671080810784	0.25	0.0	GSE131907
HLA-F_CD8B	MHC-I	HLA-F	CD8B	inhibitory	median	cellchat_hill	2	22	0.03522794494343054	0.006227637797190799	0.01522561957358655	0.020682637546924145	0.004151344299316406	0.0	GSE123902+GSE131907
COL9A2_CD44	COLLAGEN	COL9A2	CD44	other	median	cellchat_hill	2	15	0.04488750720052914	0.022631562611240375	0.019834817932703155	0.02363160516001607	0.001887179308509098	0.0	GSE123902+GSE131907
HLA-E_KLRC1	MHC-I	HLA-E	KLRC1	inhibitory	median	cellchat_hill	1	9	0.03242515961464898	0.020697747104625575	0.014378561430716221	0.02412676576971392	0.00390625	0.0	GSE131907
COL6A3_CD44	COLLAGEN	COL6A3	CD44	other	median	cellchat_hill	1	2	-0.3763825754571611	-0.3763825754571611	0.16838429150532566	0.025400321864357533	0.5	0.0	GSE123902
COL6A1_CD44	COLLAGEN	COL6A1	CD44	other	median	cellchat_hill	2	20	0.06023837006612233	0.04214460868143006	0.027233150750305506	0.02697011416338039	0.001689910888671875	0.0	GSE123902+GSE131907
THBS2_SDC4	THBS	THBS2	SDC4	other	median	cellchat_hill	1	2	-0.0011857989010736127	-0.0011857989010736127	0.0005544510833125876	0.03246079565248959	0.5	0.0	GSE123902
NECTIN3_TIGIT	NECTIN	NECTIN3	TIGIT	barrier	median	cellchat_hill	1	4	0.011296244500727975	0.010990407534084513	0.005283875777887796	0.032527219014610566	0.125	0.0	GSE123902
COL1A1_SDC4	COLLAGEN	COL1A1	SDC4	other	median	cellchat_hill	1	8	0.0061565846385828295	0.0025432785215113805	0.002911911795161873	0.0344917180916951	0.0546875	0.0	GSE123902
TGM2_ADGRG1	ADGRG	TGM2	ADGRG1	other	median	cellchat_hill	1	8	0.043603398305712214	0.011686780019478663	0.020661195740113547	0.0348238714253718	0.0078125	0.0	GSE131907
COL6A3_SDC4	COLLAGEN	COL6A3	SDC4	other	median	cellchat_hill	1	2	-0.002676388526478334	-0.002676388526478334	0.0012872401424417835	0.037601910762899815	0.5	0.0	GSE123902
HLA-DPB1_CD4	MHC-II	HLA-DPB1	CD4	other	median	cellchat_hill	2	16	0.004254858340051358	0.0036488481398728964	0.0021109259491528523	0.043838052268881086	0.375457763671875	0.0	GSE123902+GSE131907
HLA-C_CD8A	MHC-I	HLA-C	CD8A	other	median	cellchat_hill	2	27	0.030653257965057714	0.02311815998522948	0.015211266883782859	0.04388705127287513	0.00023631751537322998	47.89303908718471	GSE123902+GSE131907
HLA-E_KLRC2	MHC-I	HLA-E	KLRC2	inhibitory	median	cellchat_hill	1	4	0.046175708593446274	0.031862075350340954	0.023252010301294708	0.0470466195159238	0.125	0.0	GSE131907
HLA-DRB5_CD4	MHC-II	HLA-DRB5	CD4	other	median	cellchat_hill	2	13	0.003933527031958344	0.0016894145269718249	0.001985710574577619	0.04760062761916869	0.454833984375	0.0	GSE123902+GSE131907
HLA-B_CD8A	MHC-I	HLA-B	CD8A	other	median	cellchat_hill	2	27	0.025882865730098747	0.022312371664555464	0.013151794417282587	0.049066862637398456	0.0001253187656402588	62.063984310177474	GSE123902+GSE131907
FN1_CD44	FN1	FN1	CD44	other	median	cellchat_hill	2	27	0.04837103709299468	0.03979969776897946	0.024717069126470773	0.050348739289039074	0.005023345351219177	33.29531623263111	GSE123902+GSE131907
GZMA_F2R	PARs	GZMA	F2R	other	median	cellchat_hill	1	5	0.009647644760551905	0.0012962106262695981	0.005206589834647447	0.06388693416770409	0.0625	0.0	GSE131907
COL9A2_SDC4	COLLAGEN	COL9A2	SDC4	other	median	cellchat_hill	1	5	0.004794496615506135	0.002342495025594005	0.002595932291807706	0.06475776701568849	0.125	0.0	GSE123902
CCL20_CCR6	CCL	CCL20	CCR6	other	median	cellchat_hill	2	8	0.002697948243794309	0.0019023476229580497	0.0014785857386993809	0.06804908615026026	0.078125	0.0	GSE123902+GSE131907
TNF_TNFRSF1A	TNF	TNF	TNFRSF1A	attack	median	cellchat_hill	1	2	0.004748600933855815	0.004748600933855815	0.0026231441581178894	0.0702538230134813	0.5	0.0	GSE131907
CD48_CD244A	CD48	CD48	CD244	other	median	cellchat_hill	1	2	0.004102311327840564	0.004102311327840564	0.0022893580155354592	0.07314823719457697	0.5	0.0	GSE131907
THBS3_SDC4	THBS	THBS3	SDC4	other	median	cellchat_hill	1	5	0.0009135424637385554	0.0005233404222719134	0.0005103520440394173	0.07345003545136618	0.0625	0.0	GSE123902
CCL5_CCR1	CCL	CCL5	CCR1	recruit	median	cellchat_hill	1	2	0.0070602943741054245	0.0070602943741054245	0.0040776667069269005	0.08337073318057947	0.5	0.0	GSE131907
FN1_SDC4	FN1	FN1	SDC4	other	median	cellchat_hill	1	7	0.004038414953672254	0.00014966534853864955	0.0023346653177081004	0.08367283659876013	0.296875	0.0	GSE123902
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	inhibitory	median	cellchat_hill	2	15	0.0050607622711015855	0.002115238579573255	0.002936788078480581	0.08484688211530961	0.01025390625	5.96739885633866	GSE123902+GSE131907
C3_C3AR1	COMPLEMENT	C3	C3AR1	other	median	cellchat_hill	1	6	0.005267824457148526	0.006419317848090672	0.003087640294354511	0.08798938113587279	0.15625	0.0	GSE123902
COL4A4_SDC4	COLLAGEN	COL4A4	SDC4	other	median	cellchat_hill	1	6	0.005476076744376636	0.0010122533899052325	0.0032350723509239703	0.09050847779025332	0.09375	0.0	GSE123902
THBS1_SDC4	THBS	THBS1	SDC4	other	median	cellchat_hill	1	7	0.003922696993327886	0.00021708242398818102	0.002327171863588268	0.09187153580528905	0.015625	0.0	GSE123902
THBS2_CD47	THBS	THBS2	CD47	other	median	cellchat_hill	1	2	-0.08531128410312133	-0.08531128410312133	0.05221777409110551	0.10230936093551501	0.5	0.0	GSE123902
CXCL13_CXCR3	CXCL	CXCL13	CXCR3	other	median	cellchat_hill	1	3	0.006695478175761465	0.005906471849775823	0.00411236888831397	0.10349696180852032	0.5	0.0	GSE123902
HLA-E_CD8A	MHC-I	HLA-E	CD8A	inhibitory	median	cellchat_hill	2	27	0.0394233115343558	0.03145996157068348	0.02443725211972543	0.10669096393358264	0.0003008991479873657	71.29923295713365	GSE123902+GSE131907
COL6A2_SDC4	COLLAGEN	COL6A2	SDC4	other	median	cellchat_hill	1	5	0.0026106866913274815	0.0024648975530154518	0.0016192300993618646	0.10689640439428114	0.1875	0.0	GSE123902
THBS1_CD47	THBS	THBS1	CD47	other	median	cellchat_hill	2	18	0.014624896951430186	0.007841606916461926	0.009117133780867842	0.10868953047351551	5.340576171875e-05	82.5556211308133	GSE123902+GSE131907
COL1A2_SDC4	COLLAGEN	COL1A2	SDC4	other	median	cellchat_hill	1	3	-0.004495017570929768	-0.002492033166808226	0.002813044594955116	0.11006099195180348	0.25	0.0	GSE123902
LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	other	median	cellchat_hill	2	22	0.0097951016319546	0.007469466087033378	0.006184524610657907	0.11323734175968414	0.0002454779714376183	89.07466195186949	GSE123902+GSE131907
ANGPTL4_SDC4	ANGPTL	ANGPTL4	SDC4	other	median	cellchat_hill	1	7	0.003714242033526775	0.0009911596891328486	0.0023974796620794716	0.12132697976486671	0.109375	0.0	GSE123902
PVR_CD226	PVR	PVR	CD226	barrier|inhibitory	median	cellchat_hill	2	5	0.005110069412390024	0.0009389605128158954	0.0033508087281631893	0.12725268863544026	0.4375	0.0	GSE123902+GSE131907
COL4A3_CD44	COLLAGEN	COL4A3	CD44	other	median	cellchat_hill	2	7	0.02345252974876722	0.02678457685602472	0.015438260927231074	0.12873296482764907	0.109375	26.080908845454154	GSE123902+GSE131907
CD274_PDCD1	PD-L1	CD274	PDCD1	inhibitory	median	cellchat_hill	1	5	0.005519514691751459	0.0075662338492825275	0.003677607156779921	0.13339591124450065	0.1875	0.0	GSE131907
TNC_SDC4	TENASCIN	TNC	SDC4	other	median	cellchat_hill	1	5	0.009358668130019149	0.0017377931480146657	0.00644410808743051	0.14642295376539258	0.125	0.0	GSE123902
SELPLG_SELL	SELPLG	SELPLG	SELL	other	median	cellchat_hill	1	3	0.010518103124576574	0.003219983156877064	0.00729811996769951	0.14952615177983145	0.5	0.0	GSE131907
CEACAM5_CEACAM6	CEACAM	CEACAM5	CEACAM6	barrier	median	cellchat_hill	1	4	0.015845974964321826	0.005405875920026721	0.011002910360757677	0.1498215309392034	0.125	0.0	GSE123902
PTN_NCL	PTN	PTN	NCL	other	median	cellchat_hill	2	6	0.017090241854358063	0.005696426338349667	0.011993660145616375	0.15417464778624954	0.3125	0.0	GSE123902+GSE131907
HLA-DOA_CD4	MHC-II	HLA-DOA	CD4	other	median	cellchat_hill	1	7	0.010818309535148375	0.00904744467708324	0.007608655502699028	0.15507198727717403	0.15625	0.0	GSE123902
CCL4_CCR5	CCL	CCL4	CCR5	recruit	median	cellchat_hill	1	3	0.000784990659643776	0.00113370503910268	0.0005623347332984874	0.16272982621007892	0.5	0.0	GSE131907
CEACAM1_CEACAM6	CEACAM	CEACAM1	CEACAM6	barrier	median	cellchat_hill	1	3	0.004174011797781717	0.0011406412624308249	0.0030333705353508917	0.16881204544937922	0.25	0.0	GSE123902
MDK_NCL	MK	MDK	NCL	other	median	cellchat_hill	2	31	0.1219340140980647	0.05312470902306876	0.08913757762400892	0.17133382127128283	9.955838322639465e-07	89.26032673708822	GSE123902+GSE131907
GDF15_TGFBR2	GDF	GDF15	TGFBR2	other	median	cellchat_hill	2	11	0.02248576030579719	0.037876219984198004	0.016792152345045344	0.18054996257745592	0.0009765625	89.24022429509672	GSE123902+GSE131907
HLA-C_CD8B	MHC-I	HLA-C	CD8B	other	median	cellchat_hill	2	23	0.02665328981855436	0.020936007149423452	0.01997356732045572	0.18206359056808785	0.0011184215545654297	66.64891178675305	GSE123902+GSE131907
CX3CL1_CX3CR1	CX3C	CX3CL1	CX3CR1	other	median	cellchat_hill	1	4	0.010852206342512064	0.0038620373338692864	0.008253498185357722	0.18855648084804255	0.125	0.0	GSE131907
KLK6_F2R	KLK	KLK6	F2R	other	median	cellchat_hill	1	3	0.0006139769972818553	0.0010875031689516616	0.00047352617166980624	0.19476669830958904	0.25	0.0	GSE131907
HLA-B_CD8B	MHC-I	HLA-B	CD8B	other	median	cellchat_hill	2	23	0.022781260789910253	0.023667710689541988	0.01763652159535104	0.19645779971313293	0.0006387233734130859	74.47439000737648	GSE123902+GSE131907
CCL3L3_CCR1	CCL	CCL3L3	CCR1	other	median	cellchat_hill	1	2	0.005284927283702415	0.005284927283702415	0.004107662934689589	0.19823305163807048	0.5	0.0	GSE131907
PECAM1_CD38	PECAM2	PECAM1	CD38	other	median	cellchat_hill	2	4	-0.00504647157543318	-0.0047702079361086735	0.003932624955213417	0.1994106843522243	0.25	0.0	GSE123902+GSE131907
MDK_SDC1	MK	MDK	SDC1	other	median	cellchat_hill	1	3	0.12207972209986744	0.02604419650285905	0.09603552559700837	0.2036598695595988	0.5	0.0	GSE123902
CXCL16_CXCR6	CXCL	CXCL16	CXCR6	recruit	median	cellchat_hill	2	18	0.021833030676628923	0.012482897894420898	0.017281448169558435	0.20645275861836732	0.0003515325685074632	59.011724624664005	GSE123902+GSE131907
BAG6_NCR3-PS	BAG	BAG6	NCR3	other	median	cellchat_hill	2	11	0.00955693070292172	0.011849902154860342	0.007819461088657708	0.22163271170936816	0.0029296875	86.20822566272396	GSE123902+GSE131907
HLA-DRA_CD4	MHC-II	HLA-DRA	CD4	other	median	cellchat_hill	2	16	0.0078117559699980525	0.005303595724448563	0.006484874584397419	0.22835322758395293	0.1590576171875	22.065587829453587	GSE123902+GSE131907
NECTIN2_CD226	NECTIN	NECTIN2	CD226	barrier|inhibitory	median	cellchat_hill	1	3	0.017895052524818312	0.0029730711637476434	0.015163390781757602	0.23794116721064784	0.25	0.0	GSE123902
CCL3_CCR5	CCL	CCL3	CCR5	recruit	median	cellchat_hill	1	3	0.010468596930981981	0.0026909306099417787	0.008888189351835264	0.23887242253191743	0.25	0.0	GSE131907
COL6A1_SDC4	COLLAGEN	COL6A1	SDC4	other	median	cellchat_hill	1	6	0.002561239642841579	0.0007068654958788742	0.0021881914275328897	0.2418068764237601	0.3125	0.0	GSE123902
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	recruit	median	cellchat_hill	2	7	0.0030542051117486845	0.00010030120345100324	0.0026463820812275118	0.2484567643846558	0.5625	0.0	GSE123902+GSE131907
TNFSF12_TNFRSF12A	TWEAK	TNFSF12	TNFRSF12A	other	median	cellchat_hill	2	9	0.00032304821236744664	0.000256030713259278	0.00028007453371862187	0.24873123431618593	0.42578125	0.0	GSE123902+GSE131907
COL4A5_CD44	COLLAGEN	COL4A5	CD44	other	median	cellchat_hill	1	3	0.057103076273362474	0.005142414160264899	0.05196066211309758	0.2717822645144189	0.5	0.0	GSE123902
CCL5_CCR5	CCL	CCL5	CCR5	recruit	median	cellchat_hill	1	2	0.008135587306998395	0.008135587306998395	0.0074906405897033	0.2774346010356177	0.5	0.0	GSE131907
HLA-DRB1_CD4	MHC-II	HLA-DRB1	CD4	other	median	cellchat_hill	2	15	0.017529872210720544	0.007505756037330204	0.01624180392678425	0.2804514547956418	0.00836181640625	59.60621996243389	GSE123902+GSE131907
SEMA3E_PLXND1	SEMA3	SEMA3E	PLXND1	other	median	cellchat_hill	1	2	0.001996136939871964	0.001996136939871964	0.0018811818883336323	0.28864087365982105	0.5	0.0	GSE123902
COL4A2_SDC4	COLLAGEN	COL4A2	SDC4	other	median	cellchat_hill	1	4	-0.0021147115065835854	-0.00040011233733559207	0.002048630746174239	0.30195217839262456	0.25	0.0	GSE123902
COL4A5_SDC4	COLLAGEN	COL4A5	SDC4	other	median	cellchat_hill	1	3	0.0031859222854210755	4.6174579499778556e-05	0.003139747705921297	0.3102457730113769	0.5	0.0	GSE123902
TNFSF9_TNFRSF9	CD137	TNFSF9	TNFRSF9	other	median	cellchat_hill	2	4	0.002946768116844619	0.0028755804389106417	0.0029078433548644033	0.31087576296795627	0.25	99.88658701609238	GSE123902+GSE131907
ICOSL_CD28	ICOS	ICOSLG	CD28	other	median	cellchat_hill	1	3	0.004022550230946954	4.742876372145076e-05	0.003975121467225502	0.31157085465143575	0.75	0.0	GSE123902
LPAR1_ADGRE5	ADGRE	LPAR1	ADGRE5	other	median	cellchat_hill	2	13	0.003711333379820062	0.001107251794739877	0.0036724691947163167	0.3122162586201138	0.02685546875	35.836645690033116	GSE123902+GSE131907
CLEC2L_KLRB1	CLEC	CLEC2L	KLRB1	other	median	cellchat_hill	1	3	0.01841377796845768	0.03033823225480731	0.018413777968457678	0.31731050786291404	0.5	0.0	GSE123902
COL9A2_SDC1	COLLAGEN	COL9A2	SDC1	other	median	cellchat_hill	1	3	0.000894303318866698	0.0	0.000894303318866698	0.31731050786291415	1.0	0.0	GSE123902
HLA-DQB1_CD4	MHC-II	HLA-DQB1	CD4	other	median	cellchat_hill	2	15	0.015557882043452554	0.00744104425199188	0.01615320805312238	0.33547474699146895	0.012451171875	71.10095539271441	GSE123902+GSE131907
HLA-DMB_CD4	MHC-II	HLA-DMB	CD4	other	median	cellchat_hill	2	14	0.009526154405656058	0.002627280536215375	0.010036314885178811	0.34253489635905243	0.0052490234375	86.78418658893054	GSE123902+GSE131907
HLA-E_CD8B	MHC-I	HLA-E	CD8B	inhibitory	median	cellchat_hill	2	23	0.029478431282647558	0.018002378243710954	0.03167618788150683	0.35205118916461753	0.0021359920501708984	85.20986960528471	GSE123902+GSE131907
COL2A1_CD44	COLLAGEN	COL2A1	CD44	other	median	cellchat_hill	1	3	0.042027352353283885	0.010282877771300254	0.04608301159566875	0.36177276392711677	0.75	0.0	GSE131907
COL4A1_SDC4	COLLAGEN	COL4A1	SDC4	other	median	cellchat_hill	1	4	-0.0017588604031261897	-0.0002630356761878093	0.002057494971290808	0.39263128028448635	0.625	0.0	GSE123902
ANXA1_FPR3	ANNEXIN	ANXA1	FPR3	other	median	cellchat_hill	1	2	0.017054767026844355	0.017054767026844355	0.020159856671463975	0.3975657976489987	1.0	0.0	GSE123902
COL6A2_CD44	COLLAGEN	COL6A2	CD44	other	median	cellchat_hill	2	16	0.06406647330272094	0.05898283732084248	0.0758732121846685	0.3984523061478059	0.014596605678345812	61.34546897201629	GSE123902+GSE131907
HLA-DMA_CD4	MHC-II	HLA-DMA	CD4	other	median	cellchat_hill	2	16	0.012037133997896002	0.0031516866606183074	0.014578571852771954	0.40898957968057437	0.065399169921875	53.324135546183925	GSE123902+GSE131907
MIF_CD74_CD44	MIF	MIF	CD74_CD44	other	median	cellchat_hill	2	31	0.04434766942553361	-0.0005892669255400662	0.05666884786958797	0.4338762522322309	0.14060599450021982	96.03476546696163	GSE123902+GSE131907
COL4A2_CD44	COLLAGEN	COL4A2	CD44	other	median	cellchat_hill	2	6	-0.06965064372262689	-0.012090993205942846	0.08916250154771184	0.4347053360283022	0.4375	70.51235695292407	GSE123902+GSE131907
MIF_CD74_CXCR4	MIF	MIF	CD74_CXCR4	other	median	cellchat_hill	2	31	0.033856195835295734	-0.00044528209351013537	0.0441226101683261	0.44289081395871654	0.14060599450021982	95.03471721761436	GSE123902+GSE131907
HLA-DPA1_CD4	MHC-II	HLA-DPA1	CD4	other	median	cellchat_hill	2	16	0.005107417653122059	0.004340363996243864	0.0066637149464234356	0.4434074017062424	0.116668701171875	21.363841015944153	GSE123902+GSE131907
PLAU_PLAUR	PLAU	PLAU	PLAUR	other	median	cellchat_hill	1	6	0.022448156462974746	0.006881865680724443	0.029666694401348982	0.44924236444993093	0.3125	0.0	GSE123902
ICOSL_ICOS	ICOS	ICOSLG	ICOS	other	median	cellchat_hill	2	6	0.00037050938454753405	0.000450481480091776	0.0005112834878041482	0.4686574089005283	0.21875	0.0	GSE123902+GSE131907
HLA-DQA1_CD4	MHC-II	HLA-DQA1	CD4	other	median	cellchat_hill	2	15	0.006667210315059291	0.0010906951980330574	0.009425610828444534	0.4793487043630186	0.10699462890625	37.49741690554494	GSE123902+GSE131907
COL4A1_CD44	COLLAGEN	COL4A1	CD44	other	median	cellchat_hill	2	6	-0.03462646509351009	-0.007158129765270486	0.052992528295660556	0.5134844873931763	0.4375	50.78494904106529	GSE123902+GSE131907
PPIA_BSG	CypA	PPIA	BSG	other	median	cellchat_hill	2	30	0.017332328949372425	-0.0010656172600475577	0.0269026755451838	0.519406579269575	0.5158484429121017	87.1069888084367	GSE123902+GSE131907
HLA-DQA2_CD4	MHC-II	HLA-DQA2	CD4	other	median	cellchat_hill	2	8	0.007038041047553782	0.012096804338939442	0.01164251809043693	0.5455033419249924	0.3125	19.62595231431992	GSE123902+GSE131907
PF4_CXCR3	CXCL	PF4	CXCR3	other	median	cellchat_hill	1	2	-0.00035669383400999864	-0.00035669383400999864	0.0006037074341320523	0.5546283705758694	1.0	0.0	GSE131907
