interaction_name	pathway_name	ligand	receptor	lr_class	split	score	k_units	n_patients	mean_delta	median_delta	se	p_meta	p_wilcoxon_patients	i2	units
THY1_ADGRE5	ADGRE	THY1	ADGRE5	other	q4q1	cellchat_hill	1	3	-0.1219068993516281	-0.03744396148877789	0.0844629378628502	0.14893084212853483	0.25	0.0	GSE123902
COL4A5_CD44	COLLAGEN	COL4A5	CD44	other	q4q1	cellchat_hill	1	2	0.12300253336355096	0.12300253336355096	0.08537516758940715	0.14966108144646742	0.5	0.0	GSE123902
PECAM1_CD38	PECAM2	PECAM1	CD38	other	q4q1	cellchat_hill	1	4	-0.006859170432415698	-0.0025929340140909097	0.004808935943199754	0.15377065937666368	0.125	0.0	GSE123902
BAG6_NCR3-PS	BAG	BAG6	NCR3	other	q4q1	cellchat_hill	2	11	0.013263226364209254	0.012016814686866798	0.009501639653413295	0.16274817436086342	0.0009765625	88.54258731951515	GSE123902+GSE131907
CXCL16_CXCR6	CXCL	CXCL16	CXCR6	recruit	q4q1	cellchat_hill	2	20	0.030257436164311386	0.019036008661968716	0.02264549085586893	0.18150510513988782	0.0001318338889828333	55.62471494324964	GSE123902+GSE131907
CCL3L3_CCR1	CCL	CCL3L3	CCR1	other	q4q1	cellchat_hill	1	2	0.008784078145970535	0.008784078145970535	0.006604778519784665	0.18353210406836074	0.5	0.0	GSE131907
GDF15_TGFBR2	GDF	GDF15	TGFBR2	other	q4q1	cellchat_hill	2	11	0.03153503795126494	0.04491301234062382	0.023736418615195896	0.18399621302585978	0.0009765625	88.4732388736549	GSE123902+GSE131907
COL6A2_SDC4	COLLAGEN	COL6A2	SDC4	other	q4q1	cellchat_hill	1	5	0.002568388694258351	0.0010649477114967228	0.001939210336780772	0.18535337063901747	0.3125	0.0	GSE123902
NECTIN2_CD226	NECTIN	NECTIN2	CD226	barrier|inhibitory	q4q1	cellchat_hill	1	4	0.01910887643124099	0.006116659818690442	0.014938620071448461	0.20084092628812666	0.125	0.0	GSE123902
HLA-DRB1_CD4	MHC-II	HLA-DRB1	CD4	other	q4q1	cellchat_hill	2	17	0.025047683188683615	0.011343940685019666	0.019617783876380704	0.20167832462596347	7.62939453125e-05	70.55916531452581	GSE123902+GSE131907
CCL3_CCR5	CCL	CCL3	CCR5	recruit	q4q1	cellchat_hill	1	3	0.012064715304773847	0.004217334859234674	0.009537539307450736	0.20588154824593774	0.25	0.0	GSE131907
PTN_NCL	PTN	PTN	NCL	other	q4q1	cellchat_hill	2	6	0.022849880169553596	0.005173340826097675	0.018279389312989287	0.21128668724629007	0.21875	0.0	GSE123902+GSE131907
CXCL10_CXCR3	CXCL	CXCL10	CXCR3	recruit	q4q1	cellchat_hill	2	7	0.0017727379436393274	0.00026818426219271977	0.0014185687959386466	0.21142138900036767	0.8125	0.0	GSE123902+GSE131907
THBS1_CD47	THBS	THBS1	CD47	other	q4q1	cellchat_hill	2	16	0.01770049478372447	0.007253463944944997	0.01437155474422345	0.21808585173254613	0.001007080078125	72.0151336165819	GSE123902+GSE131907
THBS2_CD47	THBS	THBS2	CD47	other	q4q1	cellchat_hill	1	2	-0.07562877267964395	-0.07562877267964395	0.061900285514582896	0.22178935588099802	0.5	0.0	GSE123902
COL6A3_CD44	COLLAGEN	COL6A3	CD44	other	q4q1	cellchat_hill	1	2	-0.30223615216500876	-0.30223615216500876	0.24769192137609305	0.22238528800987512	0.5	0.0	GSE123902
HLA-E_CD8B	MHC-I	HLA-E	CD8B	inhibitory	q4q1	cellchat_hill	2	26	0.048667908482551946	0.03609132569294897	0.04008171960962061	0.2246648405270676	6.031990051269531e-05	88.42218058429935	GSE123902+GSE131907
SELPLG_SELL	SELPLG	SELPLG	SELL	other	q4q1	cellchat_hill	1	4	0.007186354935924691	0.001125655602475669	0.006094068673755511	0.23830357657113743	0.375	0.0	GSE131907
TNC_SDC4	TENASCIN	TNC	SDC4	other	q4q1	cellchat_hill	1	5	0.013117805281863903	0.001492273733671246	0.011409395056745895	0.2502521510022243	0.125	0.0	GSE123902
COL9A3_CD44	COLLAGEN	COL9A3	CD44	other	q4q1	cellchat_hill	2	6	0.0009139708890731822	0.0014966898600772582	0.0008148464205821396	0.26201211796819934	0.4375	0.0	GSE123902+GSE131907
SEMA3E_PLXND1	SEMA3	SEMA3E	PLXND1	other	q4q1	cellchat_hill	1	2	0.0002992561135200723	0.0002992561135200723	0.0002679581808021941	0.2640791830021846	0.5	0.0	GSE123902
CEACAM5_CEACAM6	CEACAM	CEACAM5	CEACAM6	barrier	q4q1	cellchat_hill	1	4	0.05692448958184834	0.004752755285161098	0.052208816103729336	0.2755707472637825	0.125	0.0	GSE123902
MIF_CD74_CXCR4	MIF	MIF	CD74_CXCR4	other	q4q1	cellchat_hill	2	34	0.044291994311986535	0.0014452814954466486	0.04066443273265764	0.27606250944863253	0.15775297058280557	86.68547595908571	GSE123902+GSE131907
PECAM1_PECAM1	PECAM1	PECAM1	PECAM1	other	q4q1	cellchat_hill	1	6	-0.0004012616388988438	-7.208465201075559e-05	0.0003767953852356617	0.28690649178606753	0.21875	0.0	GSE123902
ICOSL_CD28	ICOS	ICOSLG	CD28	other	q4q1	cellchat_hill	1	2	0.00412534594564249	0.00412534594564249	0.0038796582289866346	0.28763361485138694	0.5	0.0	GSE123902
CCL5_CCR5	CCL	CCL5	CCR5	recruit	q4q1	cellchat_hill	1	2	0.007997269504254756	0.007997269504254756	0.00752862980563518	0.28812326190948057	0.5	0.0	GSE131907
CXCL13_CXCR3	CXCL	CXCL13	CXCR3	other	q4q1	cellchat_hill	1	3	0.007161708402412579	0.0007645461107786723	0.006783026943832701	0.2910468956749176	0.5	0.0	GSE123902
COL4A3_CD44	COLLAGEN	COL4A3	CD44	other	q4q1	cellchat_hill	2	7	0.05001766631448961	0.05617082673268077	0.04759265397315381	0.2932799464981477	0.03125	78.27457661812379	GSE123902+GSE131907
HLA-G_CD8B	MHC-I	HLA-G	CD8B	inhibitory	q4q1	cellchat_hill	2	13	0.00833971840564872	0.008480706571156082	0.007965654551403361	0.2951182172098288	0.0478515625	53.632079352635095	GSE123902+GSE131907
CD274_PDCD1	PD-L1	CD274	PDCD1	inhibitory	q4q1	cellchat_hill	1	3	0.009221893936689847	0.000358730927169069	0.009039022637769225	0.30761877013788896	0.25	0.0	GSE131907
COL6A2_CD44	COLLAGEN	COL6A2	CD44	other	q4q1	cellchat_hill	2	17	0.07913684808276275	0.07610748377002496	0.07798283429047859	0.3102019817406334	0.007904052734375	61.99792081909654	GSE123902+GSE131907
HLA-DOB_CD4	MHC-II	HLA-DOB	CD4	other	q4q1	cellchat_hill	1	4	0.010118866685383051	6.075353680142965e-05	0.010078374845901602	0.31537008441738545	0.25	0.0	GSE123902
HLA-DQB1_CD4	MHC-II	HLA-DQB1	CD4	other	q4q1	cellchat_hill	2	17	0.018461090809515794	0.00707662904795911	0.01855480028093298	0.3197607856426763	0.004638671875	71.1485032500081	GSE123902+GSE131907
COL2A1_CD44	COLLAGEN	COL2A1	CD44	other	q4q1	cellchat_hill	1	3	0.08683605699113882	0.009732565875647829	0.08948880022583398	0.3318687232274524	0.75	0.0	GSE131907
HLA-DMA_CD4	MHC-II	HLA-DMA	CD4	other	q4q1	cellchat_hill	2	18	0.011009152867087198	0.003985737055701438	0.011423439826589742	0.3351795007418015	0.030364990234375	39.19310160130879	GSE123902+GSE131907
HLA-DQA1_CD4	MHC-II	HLA-DQA1	CD4	other	q4q1	cellchat_hill	2	17	0.014114657009543292	0.0015011949600273902	0.014724269291543796	0.33776123494400856	0.02667236328125	71.30041686196095	GSE123902+GSE131907
FN1_SDC1	FN1	FN1	SDC1	other	q4q1	cellchat_hill	1	3	0.008866985176481004	0.012466623179752168	0.009280327771951744	0.33934494975038554	0.5	0.0	GSE123902
MIF_CD74_CD44	MIF	MIF	CD74_CD44	other	q4q1	cellchat_hill	2	34	0.050884300825768454	0.001730140631596988	0.05401422069076178	0.34616510594711536	0.14300302835181355	92.10127622796416	GSE123902+GSE131907
HLA-DMB_CD4	MHC-II	HLA-DMB	CD4	other	q4q1	cellchat_hill	2	17	0.010890364401582878	0.000882718690878994	0.011797102972783023	0.35593483639957024	0.0128631591796875	75.8981945244559	GSE123902+GSE131907
COL1A1_SDC1	COLLAGEN	COL1A1	SDC1	other	q4q1	cellchat_hill	1	3	0.00339023302289026	-0.00028243944171468197	0.003672672464604942	0.35595664528427184	1.0	0.0	GSE123902
MPZL1_MPZL1	MPZ	MPZL1	MPZL1	other	q4q1	cellchat_hill	1	2	8.524116631436737e-05	8.524116631436737e-05	9.438714603998082e-05	0.36647206652816755	1.0	0.0	GSE123902
HLA-DOA_CD4	MHC-II	HLA-DOA	CD4	other	q4q1	cellchat_hill	1	5	0.010573030735435498	0.014043759927131513	0.013549286022775267	0.43519160466523055	0.4375	0.0	GSE123902
HLA-G_CD8A	MHC-I	HLA-G	CD8A	inhibitory	q4q1	cellchat_hill	2	15	0.012120200277492797	0.0050962448101301745	0.016443315766377038	0.46106774353000846	0.0946044921875	73.79073751473129	GSE123902+GSE131907
COL4A2_SDC4	COLLAGEN	COL4A2	SDC4	other	q4q1	cellchat_hill	1	4	-0.0004791593020532434	-0.0006542001179668933	0.0006597542736446727	0.4676736701191231	0.375	0.0	GSE123902
SFTPD_ADGRE5	ADGRE	SFTPD	ADGRE5	other	q4q1	cellchat_hill	2	14	0.06139767339611828	0.016534308967174005	0.08552027281335903	0.47279969970325575	0.090576171875	80.02922582734303	GSE123902+GSE131907
CCL4_CCR5	CCL	CCL4	CCR5	recruit	q4q1	cellchat_hill	1	3	-0.006478135461356196	0.0023241735505845685	0.009149988619029428	0.4789490907911391	1.0	0.0	GSE131907
PPIA_BSG	CypA	PPIA	BSG	other	q4q1	cellchat_hill	2	33	0.019177599988248598	-0.000255576440948313	0.027910758182875466	0.49201704931767853	0.7509265027474612	83.58074567693015	GSE123902+GSE131907
CEACAM1_CEACAM6	CEACAM	CEACAM1	CEACAM6	barrier	q4q1	cellchat_hill	1	3	-0.012797616068110553	0.00021131184037347523	0.019717803283310006	0.5163134061951613	1.0	0.0	GSE123902
PF4_CXCR3	CXCL	PF4	CXCR3	other	q4q1	cellchat_hill	1	2	0.00012911544703037811	0.00012911544703037811	0.0002192794203385321	0.5559840510498923	1.0	0.0	GSE131907
