unit	interaction_name	pathway_name	lr_class	score	n	mean	sd	se	median	wilcoxon_p
GSE131907	CD48_CD244A	CD48	other	cellchat_hill	2	0.003956373912089514	0.001415009373805479	0.0010005627236603844	0.003956373912089514	0.5
GSE131907	CD48_CD244A	CD48	other	liana_mean	2	0.04527360666543245	0.00753696418561028	0.0053294384852051735	0.04527360666543245	0.5
GSE131907	CD55_ADGRE5	ADGRE	other	cellchat_hill	19	0.10529702528000785	0.0992309688703696	0.022765145546082707	0.08042079950098265	1.1444091796875e-05
GSE131907	CD55_ADGRE5	ADGRE	other	liana_mean	19	0.2064436995669415	0.1907043209993918	0.04375057175436265	0.15141002088785172	7.62939453125e-06
GSE131907	CD70_CD27	CD70	other	cellchat_hill	1	0.0030129126055695858			0.0030129126055695858	
GSE131907	CD70_CD27	CD70	other	liana_mean	1	0.16053760284557939			0.16053760284557939	
GSE131907	CD86_CD28	CD86	inhibitory	cellchat_hill	1	0.0001296530349559348			0.0001296530349559348	
GSE131907	CD86_CD28	CD86	inhibitory	liana_mean	1	0.01778455066960305			0.01778455066960305	
GSE131907	CD86_CTLA4	CD86	inhibitory	cellchat_hill	2	0.0009121090791067577	0.00020355955579739869	0.000143938342279662	0.0009121090791067577	0.5
GSE131907	CD86_CTLA4	CD86	inhibitory	liana_mean	2	0.08744659862713888	0.07163517498654204	0.05065371800446882	0.08744659862713888	0.5
GSE131907	CD99_CD99	CD99	other	cellchat_hill	20	0.1058326499318	0.15711744035613714	0.035132527708709144	0.0543876973924837	0.0003948211669921875
GSE131907	CD99_CD99	CD99	other	liana_mean	20	0.1418121179100126	0.16846357811170298	0.03766960123906135	0.10597355663776398	0.0002613067626953125
GSE131907	CDH1_CDH1	CDH	barrier|inhibitory	cellchat_hill	1	-0.021027887516840676			-0.021027887516840676	
GSE131907	CDH1_CDH1	CDH	barrier|inhibitory	liana_mean	1	-0.07014423608779907			-0.07014423608779907	
GSE131907	CDH1_KLRG1	CDH1	barrier|inhibitory	cellchat_hill	10	0.08841721591653892	0.10092942116572377	0.031916685380609384	0.05101090698524728	0.001953125
GSE131907	CDH1_KLRG1	CDH1	barrier|inhibitory	liana_mean	10	0.2603368887619581	0.1324642275752165	0.04188886676325673	0.2709707412868738	0.001953125
GSE131907	CEACAM1_CEACAM6	CEACAM	barrier	cellchat_hill	1	0.00021131184037347523			0.00021131184037347523	
GSE131907	CEACAM1_CEACAM6	CEACAM	barrier	liana_mean	1	0.014467970468103886			0.014467970468103886	
GSE131907	CEACAM5_CEACAM6	CEACAM	barrier	cellchat_hill	1	0.0007479607355679165			0.0007479607355679165	
GSE131907	CEACAM5_CEACAM6	CEACAM	barrier	liana_mean	1	0.051360227167606354			0.051360227167606354	
GSE131907	CEACAM6_CEACAM6	CEACAM	barrier	cellchat_hill	1	0.0036934838905936275			0.0036934838905936275	
GSE131907	CEACAM6_CEACAM6	CEACAM	barrier	liana_mean	1	0.2647275924682617			0.2647275924682617	
GSE131907	CLDN3_CLDN3	CLDN	barrier	cellchat_hill	2	0.08097251981339615	0.03967875586806246	0.028057117343352478	0.08097251981339615	0.5
GSE131907	CLDN3_CLDN3	CLDN	barrier	liana_mean	2	0.2812289446592331	0.1984243914364691	0.1403072327375412	0.2812289446592331	0.5
GSE131907	CLEC2B_KLRB1	CLEC	other	cellchat_hill	16	0.0834209638417759	0.08740724946567399	0.021851812366418498	0.06464210696293297	6.103515625e-05
GSE131907	CLEC2B_KLRB1	CLEC	other	liana_mean	16	0.18590847884479444	0.2764671241980585	0.06911678104951463	0.03894248290453106	6.103515625e-05
GSE131907	CLEC2C_KLRB1	CLEC	other	cellchat_hill	9	0.05264746691995544	0.08088369641467114	0.026961232138223712	0.018363133291018248	0.09765625
GSE131907	CLEC2C_KLRB1	CLEC	other	liana_mean	9	0.21941274940036237	0.27739442995961283	0.09246480998653761	0.15781503915786743	0.0546875
GSE131907	CLEC2D_KLRB1	CLEC	other	cellchat_hill	11	0.036205654301349824	0.03420142938885816	0.010312118961516063	0.0380999247440748	0.001953125
GSE131907	CLEC2D_KLRB1	CLEC	other	liana_mean	11	0.2648880387635224	0.27655057645836617	0.08338313615171761	0.29794374108314514	0.001953125
GSE131907	CLEC2L_KLRB1	CLEC	other	cellchat_hill	1	0.022063920555425307			0.022063920555425307	
GSE131907	CLEC2L_KLRB1	CLEC	other	liana_mean	1	0.3416547728702426			0.3416547728702426	
GSE131907	COL1A1_CD44	COLLAGEN	other	cellchat_hill	18	0.14541322574392435	0.1790281131267867	0.042197330938327754	0.07466999405129457	0.0005340576171875
GSE131907	COL1A1_CD44	COLLAGEN	other	liana_mean	18	0.2456942242440871	0.23371503717418732	0.05508716255037797	0.17394250631332397	0.00019073486328125
GSE131907	COL1A1_SDC1	COLLAGEN	other	cellchat_hill	1	-0.0019985623352477434			-0.0019985623352477434	
GSE131907	COL1A1_SDC1	COLLAGEN	other	liana_mean	1	-0.004879005253314972			-0.004879005253314972	
GSE131907	COL1A1_SDC4	COLLAGEN	other	cellchat_hill	1	0.004585325379152432			0.004585325379152432	
GSE131907	COL1A1_SDC4	COLLAGEN	other	liana_mean	1	0.1275622695684433			0.1275622695684433	
GSE131907	COL1A2_CD44	COLLAGEN	other	cellchat_hill	5	0.1433850864436947	0.25145298926111354	0.1124531954266749	0.020496045715455484	0.125
GSE131907	COL1A2_CD44	COLLAGEN	other	liana_mean	5	0.3303131794091314	0.3531885699563284	0.15795073025965806	0.2677086280891672	0.125
GSE131907	COL2A1_CD44	COLLAGEN	other	cellchat_hill	3	0.08683605699113882	0.15499914869952566	0.08948880022583398	0.009732565875647829	0.75
GSE131907	COL2A1_CD44	COLLAGEN	other	liana_mean	3	0.16677809157408774	0.41420228280677807	0.23913979947745084	0.21006979048252106	0.75
GSE131907	COL4A1_CD44	COLLAGEN	other	cellchat_hill	3	0.013166916442556591	0.01591099483338184	0.00918621715012775	0.011792562459463276	0.5
GSE131907	COL4A1_CD44	COLLAGEN	other	liana_mean	3	0.04519194504246116	0.3943578560145139	0.2276826143270233	0.008862990885972977	0.75
GSE131907	COL4A1_SDC4	COLLAGEN	other	cellchat_hill	1	-2.807720167600609e-05			-2.807720167600609e-05	
GSE131907	COL4A1_SDC4	COLLAGEN	other	liana_mean	1	-0.005347160156816244			-0.005347160156816244	
GSE131907	COL4A2_CD44	COLLAGEN	other	cellchat_hill	3	-0.0013828478792443644	0.05085893136041593	0.02936341771163284	0.014122217486606295	1.0
GSE131907	COL4A2_CD44	COLLAGEN	other	liana_mean	3	0.0033656128992637	0.027292973043708566	0.015757605333770342	0.007046151906251907	0.75
GSE131907	COL4A2_SDC4	COLLAGEN	other	cellchat_hill	1	-0.00093550421876674			-0.00093550421876674	
GSE131907	COL4A2_SDC4	COLLAGEN	other	liana_mean	1	-0.025580866262316704			-0.025580866262316704	
GSE131907	COL4A3_CD44	COLLAGEN	other	cellchat_hill	2	0.010769386332775095	0.015883675345122892	0.011231454546701972	0.010769386332775095	1.0
GSE131907	COL4A3_CD44	COLLAGEN	other	liana_mean	2	0.004061971325427294	0.005931709922386271	0.004194352310150862	0.004061971325427294	1.0
GSE131907	COL4A4_CD44	COLLAGEN	other	cellchat_hill	6	0.030501778040702435	0.04038800886209954	0.016488335573191487	0.02766403472482579	0.09375
GSE131907	COL4A4_CD44	COLLAGEN	other	liana_mean	6	0.16742552583067058	0.2659953155182186	0.1085921328317086	0.0156277883797884	0.09375
GSE131907	COL4A4_SDC4	COLLAGEN	other	cellchat_hill	1	-0.00028038041595463277			-0.00028038041595463277	
GSE131907	COL4A4_SDC4	COLLAGEN	other	liana_mean	1	-0.007658096961677074			-0.007658096961677074	
GSE131907	COL6A1_CD44	COLLAGEN	other	cellchat_hill	13	0.08140802831252084	0.10560553682525317	0.0292897059997193	0.04647007664484992	0.001708984375
GSE131907	COL6A1_CD44	COLLAGEN	other	liana_mean	13	0.21135040324252957	0.22548431809797748	0.06253809774733005	0.11296337842941284	0.001220703125
GSE131907	COL6A1_SDC1	COLLAGEN	other	cellchat_hill	1	-0.00242254716276916			-0.00242254716276916	
GSE131907	COL6A1_SDC1	COLLAGEN	other	liana_mean	1	-0.005924340337514877			-0.005924340337514877	
GSE131907	COL6A1_SDC4	COLLAGEN	other	cellchat_hill	1	3.928699144553871e-05			3.928699144553871e-05	
GSE131907	COL6A1_SDC4	COLLAGEN	other	liana_mean	1	0.0056530574802309275			0.0056530574802309275	
GSE131907	COL6A2_CD44	COLLAGEN	other	cellchat_hill	10	0.1402802968199055	0.1350609122532878	0.042710010558053374	0.08064710396175476	0.001953125
GSE131907	COL6A2_CD44	COLLAGEN	other	liana_mean	10	0.23143341951072216	0.27267597842179747	0.08622771550278051	0.07079512253403664	0.001953125
GSE131907	COL6A2_SDC1	COLLAGEN	other	cellchat_hill	1	0.003888906651504846			0.003888906651504846	
GSE131907	COL6A2_SDC1	COLLAGEN	other	liana_mean	1	0.00952151045203209			0.00952151045203209	
GSE131907	COL9A1_CD44	COLLAGEN	other	cellchat_hill	1	0.03685361463216747			0.03685361463216747	
GSE131907	COL9A1_CD44	COLLAGEN	other	liana_mean	1	0.35260807629674673			0.35260807629674673	
GSE131907	COL9A2_CD44	COLLAGEN	other	cellchat_hill	9	0.059137931059311165	0.10905358182917278	0.036351193943057594	0.02369111338762207	0.0078125
GSE131907	COL9A2_CD44	COLLAGEN	other	liana_mean	9	0.28425894675052	0.2227280009496188	0.07424266698320627	0.34058162942528725	0.0078125
GSE131907	COL9A2_SDC4	COLLAGEN	other	cellchat_hill	1	0.00021063894969601033			0.00021063894969601033	
GSE131907	COL9A2_SDC4	COLLAGEN	other	liana_mean	1	0.005749148316681385			0.005749148316681385	
GSE131907	COL9A3_CD44	COLLAGEN	other	cellchat_hill	4	0.005192471762360776	0.011320397435314971	0.0056601987176574855	0.0015423230631053434	0.625
GSE131907	COL9A3_CD44	COLLAGEN	other	liana_mean	4	0.0865107319841627	0.4086577393805055	0.20432886969025274	0.16975889715831727	0.625
GSE131907	CX3CL1_CX3CR1	CX3C	other	cellchat_hill	4	0.009417294911086066	0.012678942286836898	0.006339471143418449	0.004440176559147145	0.125
GSE131907	CX3CL1_CX3CR1	CX3C	other	liana_mean	4	0.0809493656270206	0.05633860149997517	0.028169300749987584	0.0736642386764288	0.125
GSE131907	CXCL10_CXCR3	CXCL	recruit	cellchat_hill	5	0.0019841612089812333	0.010766442979424596	0.004814899675573753	-1.1799834342312524e-05	1.0
GSE131907	CXCL10_CXCR3	CXCL	recruit	liana_mean	5	0.018818255653604864	0.15129278373567934	0.0676601897876307	-2.302182838320732e-05	1.0
GSE131907	CXCL12_CXCR4	CXCL	other	cellchat_hill	2	0.02874954851803638	0.023665081608184407	0.01673373968248024	0.02874954851803638	0.5
GSE131907	CXCL12_CXCR4	CXCL	other	liana_mean	2	1.279083239089232	0.24911143832737806	0.17614838731242344	1.279083239089232	0.5
GSE131907	CXCL16_CXCR6	CXCL	recruit	cellchat_hill	11	0.015791157187084515	0.017900813467684743	0.005397298337677366	0.00509658428096832	0.001953125
GSE131907	CXCL16_CXCR6	CXCL	recruit	liana_mean	11	0.0673617607998577	0.06267437503978636	0.018897035088817012	0.057479131035506725	0.0009765625
GSE131907	FN1_CD44	FN1	other	cellchat_hill	17	0.09192814796311077	0.07457538039734987	0.018087186496993545	0.07285537467990418	1.52587890625e-05
GSE131907	FN1_CD44	FN1	other	liana_mean	17	0.19072612369542613	0.2053302712984821	0.04979990568825718	0.09333627298474312	1.52587890625e-05
GSE131907	FN1_SDC1	FN1	other	cellchat_hill	1	0.012466623179752168			0.012466623179752168	
GSE131907	FN1_SDC1	FN1	other	liana_mean	1	0.03471921384334564			0.03471921384334564	
GSE131907	FN1_SDC4	FN1	other	cellchat_hill	1	0.0012603913474387354			0.0012603913474387354	
GSE131907	FN1_SDC4	FN1	other	liana_mean	1	0.035051003098487854			0.035051003098487854	
GSE131907	GDF15_TGFBR2	GDF	other	cellchat_hill	2	0.010273090473736294	0.0035800526083802644	0.002531479476390272	0.010273090473736294	0.5
GSE131907	GDF15_TGFBR2	GDF	other	liana_mean	2	0.1927825091406703	0.17890765707950487	0.12650681752711532	0.1927825091406703	0.5
GSE131907	GZMA_F2R	PARs	other	cellchat_hill	4	0.009980371228217651	0.01096852762318609	0.005484263811593045	0.010037870104422898	0.25
GSE131907	GZMA_F2R	PARs	other	liana_mean	4	0.06500682677142322	0.06610511052534297	0.033052555262671486	0.06299341982230544	0.25
GSE131907	HLA-A_CD8A	MHC-I	other	cellchat_hill	19	0.04442734461864844	0.03873293702997758	0.008885945173694561	0.032089682826231036	3.814697265625e-06
GSE131907	HLA-A_CD8A	MHC-I	other	liana_mean	19	0.20635007380654938	0.1359170719616313	0.031181514809615597	0.17447686195373535	3.814697265625e-06
GSE131907	HLA-A_CD8B	MHC-I	other	cellchat_hill	16	0.046403829672386515	0.03736964871962944	0.00934241217990736	0.03640355718938612	3.0517578125e-05
GSE131907	HLA-A_CD8B	MHC-I	other	liana_mean	16	0.2110872061457485	0.1422130445588889	0.03555326113972222	0.1785670518875122	3.0517578125e-05
GSE131907	HLA-B_CD8A	MHC-I	other	cellchat_hill	19	0.053022962841186835	0.04923031058972817	0.011294207832618175	0.04085587931037066	3.814697265625e-06
GSE131907	HLA-B_CD8A	MHC-I	other	liana_mean	19	0.2345811956513085	0.16497918165909248	0.03784882003368542	0.21613538265228271	3.814697265625e-06
GSE131907	HLA-B_CD8B	MHC-I	other	cellchat_hill	16	0.05354307794886636	0.047582669454520846	0.011895667363630211	0.04233431141373137	3.0517578125e-05
GSE131907	HLA-B_CD8B	MHC-I	other	liana_mean	16	0.23093279969180003	0.17140206671436206	0.042850516678590515	0.21846801042556763	3.0517578125e-05
GSE131907	HLA-B_KIR3DL2	MHC-I	other	cellchat_hill	1	0.012583381947713683			0.012583381947713683	
GSE131907	HLA-B_KIR3DL2	MHC-I	other	liana_mean	1	0.4153900146484375			0.4153900146484375	
GSE131907	HLA-C_CD8A	MHC-I	other	cellchat_hill	19	0.060845446046873974	0.0726803431841381	0.01667401426955332	0.0401025044837251	7.62939453125e-06
GSE131907	HLA-C_CD8A	MHC-I	other	liana_mean	19	0.23509878077005086	0.15245604040805444	0.034975814393213824	0.21332168579101562	7.62939453125e-06
GSE131907	HLA-C_CD8B	MHC-I	other	cellchat_hill	16	0.06000509309139898	0.06809195458847776	0.01702298864711944	0.046080733660397166	6.103515625e-05
GSE131907	HLA-C_CD8B	MHC-I	other	liana_mean	16	0.22759972512722015	0.15710448344321998	0.039276120860804994	0.2127302885055542	6.103515625e-05
GSE131907	HLA-DMA_CD4	MHC-II	other	cellchat_hill	9	0.005053694155380897	0.011135811792458575	0.0037119372641528582	0.00234596304837154	0.12890625
GSE131907	HLA-DMA_CD4	MHC-II	other	liana_mean	9	0.04761350154553333	0.05467334124688355	0.018224447082294516	0.05747299827635288	0.07421875
GSE131907	HLA-DMB_CD4	MHC-II	other	cellchat_hill	9	0.001539401571159342	0.005801979755522559	0.001933993251840853	0.0005393289242958267	0.09765625
GSE131907	HLA-DMB_CD4	MHC-II	other	liana_mean	9	0.019413722831005644	0.029135170316488795	0.009711723438829598	0.01644451729953289	0.07421875
GSE131907	HLA-DPA1_CD4	MHC-II	other	cellchat_hill	9	0.0054047331478385115	0.010102038638000176	0.003367346212666725	0.0026161474679447863	0.0546875
GSE131907	HLA-DPA1_CD4	MHC-II	other	liana_mean	9	0.05119671393185854	0.05632349694163091	0.018774498980543636	0.04197649098932743	0.0390625
GSE131907	HLA-DPB1_CD4	MHC-II	other	cellchat_hill	9	0.0063711196515624565	0.006646725152854571	0.002215575050951524	0.004571528772626668	0.01953125
GSE131907	HLA-DPB1_CD4	MHC-II	other	liana_mean	9	0.06710940516657299	0.04989908344987809	0.01663302781662603	0.06902298703789711	0.01171875
GSE131907	HLA-DQA1_CD4	MHC-II	other	cellchat_hill	9	0.003059615027437329	0.005812603101984876	0.001937534367328292	0.0010245427229604502	0.07421875
GSE131907	HLA-DQA1_CD4	MHC-II	other	liana_mean	9	0.03227076045328027	0.02739202291790023	0.009130674305966743	0.03220874536782503	0.01953125
GSE131907	HLA-DQA2_CD4	MHC-II	other	cellchat_hill	2	-0.0036826574195058717	0.020607204004147086	0.014571493692626978	-0.0036826574195058717	1.0
GSE131907	HLA-DQA2_CD4	MHC-II	other	liana_mean	2	-0.016499347984790802	0.08185166647221835	0.057877868413925164	-0.016499347984790802	1.0
GSE131907	HLA-DQB1_CD4	MHC-II	other	cellchat_hill	9	0.004582218281266457	0.006382017100692218	0.0021273390335640728	0.003587280829665661	0.0390625
GSE131907	HLA-DQB1_CD4	MHC-II	other	liana_mean	9	0.06263094322962894	0.08553412334195172	0.02851137444731724	0.035810500383377075	0.01171875
GSE131907	HLA-DRA_CD4	MHC-II	other	cellchat_hill	9	0.007309720367176614	0.013207478036234276	0.004402492678744758	0.006072022236032693	0.07421875
GSE131907	HLA-DRA_CD4	MHC-II	other	liana_mean	9	0.09036666485998365	0.09790271632421288	0.032634238774737624	0.10436743497848511	0.0390625
GSE131907	HLA-DRB1_CD4	MHC-II	other	cellchat_hill	9	0.010332625877201641	0.010445395139375493	0.003481798379791831	0.011343940685019666	0.01953125
GSE131907	HLA-DRB1_CD4	MHC-II	other	liana_mean	9	0.09859420700619619	0.08403775184361668	0.02801258394787223	0.07615512609481812	0.01171875
GSE131907	HLA-DRB5_CD4	MHC-II	other	cellchat_hill	6	0.0048896035968349376	0.0063739522968329744	0.0026021551286802753	0.002617226837933942	0.03125
GSE131907	HLA-DRB5_CD4	MHC-II	other	liana_mean	6	0.07030043269818027	0.10887552468851903	0.04444824682744401	0.029465131927281618	0.03125
GSE131907	HLA-E_CD8A	MHC-I	inhibitory	cellchat_hill	19	0.0924343269644479	0.08750924570282902	0.020075997823373822	0.05531666748614783	3.814697265625e-06
GSE131907	HLA-E_CD8A	MHC-I	inhibitory	liana_mean	19	0.19163149261945173	0.12880762335587417	0.029550495440310784	0.19203707575798035	3.814697265625e-06
GSE131907	HLA-E_CD8B	MHC-I	inhibitory	cellchat_hill	16	0.08961738312505696	0.08400164219557844	0.02100041054889461	0.05003398843426975	3.0517578125e-05
GSE131907	HLA-E_CD8B	MHC-I	inhibitory	liana_mean	16	0.18976230989210308	0.13977460253394397	0.03494365063348599	0.19692512601613998	3.0517578125e-05
GSE131907	HLA-E_CD94:NKG2A	MHC-I	inhibitory	cellchat_hill	7	0.07201915206249418	0.04355803991984631	0.016463391603619593	0.07606850131491301	0.015625
GSE131907	HLA-E_CD94:NKG2A	MHC-I	inhibitory	liana_mean	7	0.23278399077909334	0.09621503269779529	0.03636586412918776	0.24468600749969477	0.015625
GSE131907	HLA-E_CD94:NKG2C	MHC-I	inhibitory	cellchat_hill	4	0.0922043568874292	0.050821477885686736	0.025410738942843368	0.09831307082026683	0.125
GSE131907	HLA-E_CD94:NKG2C	MHC-I	inhibitory	liana_mean	4	0.2321959659457207	0.12575486908310837	0.06287743454155419	0.2359725534915924	0.125
GSE131907	HLA-E_KLRC1	MHC-I	inhibitory	cellchat_hill	8	0.052313613957933436	0.05257756932417046	0.018588977903713364	0.03088118543317046	0.0078125
GSE131907	HLA-E_KLRC1	MHC-I	inhibitory	liana_mean	8	0.2101961993612349	0.10961990244599155	0.038756488186284216	0.22846081852912903	0.0078125
GSE131907	HLA-E_KLRC2	MHC-I	inhibitory	cellchat_hill	4	0.0730781809371985	0.0555512180401526	0.0277756090200763	0.07022178624480602	0.125
GSE131907	HLA-E_KLRC2	MHC-I	inhibitory	liana_mean	4	0.23219596594572067	0.12575486908310837	0.06287743454155419	0.2359725534915924	0.125
GSE131907	HLA-F_CD8A	MHC-I	inhibitory	cellchat_hill	17	0.06881298374399047	0.11198589097737849	0.027160568063449134	0.01563501380304668	7.62939453125e-05
GSE131907	HLA-F_CD8A	MHC-I	inhibitory	liana_mean	17	0.08241226063931689	0.08519748967898437	0.020663426410819002	0.04690307809505612	4.57763671875e-05
GSE131907	HLA-F_CD8B	MHC-I	inhibitory	cellchat_hill	15	0.055300521721097715	0.08606859857743893	0.022222816594788822	0.01229730476975622	0.00018310546875
GSE131907	HLA-F_CD8B	MHC-I	inhibitory	liana_mean	15	0.0858665719240283	0.08922615079297165	0.02303809307115806	0.04127839207649231	0.00018310546875
GSE131907	HLA-F_KIR3DL2	MHC-I	inhibitory	cellchat_hill	1	0.0047785769612245415			0.0047785769612245415	
GSE131907	HLA-F_KIR3DL2	MHC-I	inhibitory	liana_mean	1	0.14516480267047882			0.14516480267047882	
GSE131907	HLA-G_CD8A	MHC-I	inhibitory	cellchat_hill	5	-0.0005855166753172004	0.0053178289563628025	0.0023782054078287976	-0.0005244717707909019	1.0
GSE131907	HLA-G_CD8A	MHC-I	inhibitory	liana_mean	5	0.026900800317525862	0.07188969435011111	0.0321500486897062	-0.0004503875970840454	1.0
GSE131907	HLA-G_CD8B	MHC-I	inhibitory	cellchat_hill	4	0.00323770397994965	0.00528975353941333	0.002644876769706665	0.0013211227794100253	0.625
GSE131907	HLA-G_CD8B	MHC-I	inhibitory	liana_mean	4	0.022894649766385555	0.04751171961705575	0.023755859808527874	0.003671678015962243	0.875
GSE131907	ICAM1_ITGAL	ICAM	other	cellchat_hill	12	0.04757683605920476	0.06304801090915284	0.01820039303513493	0.024032739082338078	0.00048828125
GSE131907	ICAM1_ITGAL	ICAM	other	liana_mean	12	0.20242677217659852	0.08815800771374505	0.025449024742375904	0.22499667084775865	0.00048828125
GSE131907	ICAM1_SPN	ICAM	other	cellchat_hill	17	0.10340730009822517	0.08933322010676295	0.02166648837510206	0.08340871220519044	1.52587890625e-05
GSE131907	ICAM1_SPN	ICAM	other	liana_mean	17	0.19981902239241583	0.11922811914635131	0.028917066399066695	0.17823709547519684	1.52587890625e-05
GSE131907	ICOSL_CTLA4	ICOS	other	cellchat_hill	1	0.00021619487142818367			0.00021619487142818367	
GSE131907	ICOSL_CTLA4	ICOS	other	liana_mean	1	0.0227416786365211			0.0227416786365211	
GSE131907	ICOSL_ICOS	ICOS	other	cellchat_hill	2	0.0008033610198253738	0.0002309408486682205	0.00016329984014627497	0.0008033610198253738	0.5
GSE131907	ICOSL_ICOS	ICOS	other	liana_mean	2	0.05150343826971948	0.018929563890573403	0.013385222991928458	0.05150343826971948	0.5
GSE131907	IGFBP3_TMEM219	IGFBP	other	cellchat_hill	14	0.07500951883948852	0.10047510140701611	0.026853100383315905	0.03188640081801074	0.0008544921875
GSE131907	IGFBP3_TMEM219	IGFBP	other	liana_mean	14	0.17415104490438743	0.2039559152445353	0.05450951120363967	0.14571206457912922	0.001220703125
GSE131907	LAMA2_CD44	LAMININ	other	cellchat_hill	1	-8.023345280456715e-05			-8.023345280456715e-05	
GSE131907	LAMA2_CD44	LAMININ	other	liana_mean	1	-2.354755997657776e-05			-2.354755997657776e-05	
GSE131907	LAMA3_CD44	LAMININ	other	cellchat_hill	8	0.08819678830755409	0.08019831188969027	0.028354385088456856	0.0727385668787571	0.0078125
GSE131907	LAMA3_CD44	LAMININ	other	liana_mean	8	0.2877618905476993	0.22398842880212444	0.07919186845665119	0.37163547798991203	0.0078125
GSE131907	LAMA4_CD44	LAMININ	other	cellchat_hill	7	0.016989354380343064	0.020363535246482326	0.007696692868041516	0.010818100618846294	0.03125
GSE131907	LAMA4_CD44	LAMININ	other	liana_mean	7	0.35912227511705297	0.1944146986508801	0.07348184912082761	0.3378209415823221	0.03125
GSE131907	LAMA5_CD44	LAMININ	other	cellchat_hill	21	0.13118570255677747	0.12112162064534034	0.026430904519190387	0.07841100790930904	1.9073486328125e-06
GSE131907	LAMA5_CD44	LAMININ	other	liana_mean	21	0.18685624506768017	0.21545828942097692	0.04701685335130142	0.08145879209041595	2.86102294921875e-06
GSE131907	LAMB1_CD44	LAMININ	other	cellchat_hill	5	0.06190997176472877	0.0699576264935622	0.031286001676829066	0.01890871947116214	0.125
GSE131907	LAMB1_CD44	LAMININ	other	liana_mean	5	0.15846878327429295	0.21141099920075684	0.0945458730808092	0.0073425183072686195	0.125
GSE131907	LAMB2_CD44	LAMININ	other	cellchat_hill	19	0.08408546515770315	0.08463724732521302	0.019417116207897985	0.04617567524510552	3.814697265625e-06
GSE131907	LAMB2_CD44	LAMININ	other	liana_mean	19	0.23682347893420802	0.22037673988090378	0.05055789150777943	0.2580018765293062	3.814697265625e-06
GSE131907	LAMB3_CD44	LAMININ	other	cellchat_hill	20	0.16423640746396156	0.1696070292236853	0.037925284680595375	0.10327962793063113	1.9073486328125e-06
GSE131907	LAMB3_CD44	LAMININ	other	liana_mean	20	0.22307020300067962	0.22714696470324297	0.05079160539591966	0.12882180511951447	1.9073486328125e-06
GSE131907	LAMC1_CD44	LAMININ	other	cellchat_hill	21	0.08065538359560998	0.08763928990024997	0.019124460943813065	0.059953651791844954	5.245208740234375e-05
GSE131907	LAMC1_CD44	LAMININ	other	liana_mean	21	0.20752820237595143	0.2440513356281316	0.05325636757004696	0.02743353694677353	4.100799560546875e-05
GSE131907	LAMC2_CD44	LAMININ	other	cellchat_hill	17	0.10733042258073325	0.10508939903508241	0.025487923079666318	0.08343602108751116	1.52587890625e-05
GSE131907	LAMC2_CD44	LAMININ	other	liana_mean	17	0.2533695492003223	0.23984797771003483	0.058171679187603756	0.28617168590426445	1.52587890625e-05
GSE131907	LCK_CD8A_CD8B1	LCK	other	cellchat_hill	6	0.009843673203742182	0.01692280038828335	0.006908704328377876	0.0031412592712250272	0.0625
GSE131907	LCK_CD8A_CD8B1	LCK	other	liana_mean	6	0.13314586218899863	0.08130200497943582	0.03319140454413916	0.16058713206853553	0.0625
GSE131907	LGALS9_CD44	GALECTIN	inhibitory	cellchat_hill	16	0.09312814185033846	0.06568550797827076	0.01642137699456769	0.11816186570764073	9.1552734375e-05
GSE131907	LGALS9_CD44	GALECTIN	inhibitory	liana_mean	16	0.14822744996490655	0.22377934849524353	0.05594483712381088	0.09349650144577026	0.00213623046875
GSE131907	LGALS9_CD45	GALECTIN	inhibitory	cellchat_hill	16	0.11076503338231652	0.08982738802389412	0.02245684700597353	0.11768067520361641	6.103515625e-05
GSE131907	LGALS9_CD45	GALECTIN	inhibitory	liana_mean	16	0.1943977740520495	0.31003159381674533	0.07750789845418633	0.09349650144577026	0.00213623046875
GSE131907	LGALS9_HAVCR2	GALECTIN	inhibitory	cellchat_hill	9	0.014733282336984205	0.02591913851508077	0.008639712838360257	0.0021828291546003332	0.0078125
GSE131907	LGALS9_HAVCR2	GALECTIN	inhibitory	liana_mean	9	0.06397117197047919	0.07323704654485214	0.024412348848284044	0.050143294502049685	0.0390625
GSE131907	LGALS9_P4HB	GALECTIN	inhibitory	cellchat_hill	16	0.05641786800467054	0.04648486460029765	0.011621216150074413	0.05819037370204729	0.000152587890625
GSE131907	LGALS9_P4HB	GALECTIN	inhibitory	liana_mean	16	0.08018348598125158	0.1714998320043089	0.042874958001077226	0.09349650144577026	0.005157470703125
GSE131907	LPAR1_ADGRE5	ADGRE	other	cellchat_hill	8	0.002577337109143145	0.0022790645126835206	0.0008057709858400659	0.0017618280282268375	0.015625
GSE131907	LPAR1_ADGRE5	ADGRE	other	liana_mean	8	0.11634303811297286	0.11326825742727527	0.04004637646000493	0.07237700035329908	0.015625
GSE131907	LPAR2_ADGRE5	ADGRE	other	cellchat_hill	18	0.022448571405305436	0.023752653290387494	0.00559855407093532	0.00998348520626201	0.00014495849609375
GSE131907	LPAR2_ADGRE5	ADGRE	other	liana_mean	18	0.09036805972573347	0.11036074109525934	0.026012276135076926	0.03327408479526639	0.00014495849609375
GSE131907	LPAR3_ADGRE5	ADGRE	other	cellchat_hill	3	0.011190927194500084	0.006346458865544218	0.0036641297344228415	0.008039976440634984	0.25
