unit	interaction_name	pathway_name	lr_class	score	n	mean	sd	se	median	wilcoxon_p
GSE123902	CADM1_CADM1	CADM	barrier	cellchat_hill	2	0.0007501731911946146	0.002799721695272277	0.0019797021961621237	0.0007501731911946146	1.0
GSE123902	CADM1_CADM1	CADM	barrier	liana_mean	2	0.0436767116189003	0.06964382126432576	0.04924561828374862	0.0436767116189003	1.0
GSE123902	CCL20_CCR6	CCL	other	cellchat_hill	5	0.0049701860639514706	0.002294803934883594	0.0010262675186867433	0.005030883137035277	0.0625
GSE123902	CCL20_CCR6	CCL	other	liana_mean	5	0.08209149255417288	0.04310481671375746	0.019277060065926156	0.06808936223387718	0.0625
GSE123902	CD55_ADGRE5	ADGRE	other	cellchat_hill	12	0.11634870602562646	0.09740557034288391	0.028118566129016528	0.11857704490133594	0.00244140625
GSE123902	CD55_ADGRE5	ADGRE	other	liana_mean	12	0.29052795749157667	0.2510631419236191	0.07247568628659735	0.24001991748809814	0.00146484375
GSE123902	CD70_CD27	CD70	other	cellchat_hill	2	0.001842750239844453	0.010021024145381632	0.007085934127633479	0.001842750239844453	1.0
GSE123902	CD70_CD27	CD70	other	liana_mean	2	0.027770647313445807	0.16627651987676076	0.11757525475695728	0.027770647313445807	1.0
GSE123902	CD86_CD28	CD86	inhibitory	cellchat_hill	1	-0.0026263962239525553			-0.0026263962239525553	
GSE123902	CD86_CD28	CD86	inhibitory	liana_mean	1	-0.05437266593798995			-0.05437266593798995	
GSE123902	CD86_CTLA4	CD86	inhibitory	cellchat_hill	2	-0.0019618438490883834	0.0013968257332008626	0.0009877049480822011	-0.0019618438490883834	0.5
GSE123902	CD86_CTLA4	CD86	inhibitory	liana_mean	2	-0.03315892512910068	0.012240558077054372	0.008655381621792912	-0.03315892512910068	0.5
GSE123902	CD99_CD99	CD99	other	cellchat_hill	13	0.03997997035800394	0.18133912708826033	0.050294424689584886	0.01888171986143114	0.2734375
GSE123902	CD99_CD99	CD99	other	liana_mean	13	0.06682207363729294	0.22786263573339635	0.06319772437685643	0.02076715975999832	0.21630859375
GSE123902	CD99_CD99L2	CD99	other	cellchat_hill	1	0.0003451069663486121			0.0003451069663486121	
GSE123902	CD99_CD99L2	CD99	other	liana_mean	1	0.02076715975999832			0.02076715975999832	
GSE123902	CD99_PILRA	CD99	other	cellchat_hill	1	0.0016199154878164543			0.0016199154878164543	
GSE123902	CD99_PILRA	CD99	other	liana_mean	1	0.02076715975999832			0.02076715975999832	
GSE123902	CDH1_CDH1	CDH	barrier|inhibitory	cellchat_hill	1	0.014884491962370336			0.014884491962370336	
GSE123902	CDH1_CDH1	CDH	barrier|inhibitory	liana_mean	1	0.2443932443857193			0.2443932443857193	
GSE123902	CDH1_KLRG1	CDH1	barrier|inhibitory	cellchat_hill	2	0.05574308831289175	0.02220248968207035	0.0156995310134163	0.05574308831289175	0.5
GSE123902	CDH1_KLRG1	CDH1	barrier|inhibitory	liana_mean	2	0.39969575591385365	0.21963091807369153	0.15530251152813435	0.39969575591385365	0.5
GSE123902	CEACAM1_CEACAM5	CEACAM	barrier	cellchat_hill	1	-0.0011102443196576671			-0.0011102443196576671	
GSE123902	CEACAM1_CEACAM5	CEACAM	barrier	liana_mean	1	-0.040953196585178375			-0.040953196585178375	
GSE123902	CEACAM1_CEACAM6	CEACAM	barrier	cellchat_hill	2	-0.012797616068110553	0.027885184823461757	0.019717803283310006	-0.012797616068110553	1.0
GSE123902	CEACAM1_CEACAM6	CEACAM	barrier	liana_mean	2	0.013585447333753109	0.07712928990358983	0.05453864391893148	0.013585447333753109	1.0
GSE123902	CEACAM5_CEACAM6	CEACAM	barrier	cellchat_hill	3	0.05692448958184834	0.0904283220946794	0.052208816103729336	0.008160372970096657	0.25
GSE123902	CEACAM5_CEACAM6	CEACAM	barrier	liana_mean	3	0.11575320502743125	0.0997059709225502	0.05756526915194736	0.07735126279294491	0.25
GSE123902	CEACAM6_CEACAM6	CEACAM	barrier	cellchat_hill	3	0.0928359288412947	0.06658371588312294	0.038442126288766594	0.0959477856780625	0.25
GSE123902	CEACAM6_CEACAM6	CEACAM	barrier	liana_mean	3	0.7051440464953581	0.09172990661063746	0.05296028627439077	0.7185037136077881	0.25
GSE123902	CLDN3_CLDN3	CLDN	barrier	cellchat_hill	1	0.07792005157518386			0.07792005157518386	
GSE123902	CLDN3_CLDN3	CLDN	barrier	liana_mean	1	0.3446560576558113			0.3446560576558113	
GSE123902	CLEC2B_KLRB1	CLEC	other	cellchat_hill	10	-0.056403783381365626	0.1327721894108666	0.04198625284656281	-0.016155239534240827	0.130859375
GSE123902	CLEC2B_KLRB1	CLEC	other	liana_mean	10	-0.0018869532737880944	0.12731664051226196	0.04026105680596144	-0.02346979477442801	0.375
GSE123902	CLEC2C_KLRB1	CLEC	other	cellchat_hill	7	-0.19158888166525054	0.24203648793861568	0.09148119361272306	-0.10844443097728214	0.015625
GSE123902	CLEC2C_KLRB1	CLEC	other	liana_mean	7	-0.24051624380185135	0.2816736692853939	0.10646263997202925	-0.09547123312950134	0.015625
GSE123902	CLEC2D_KLRB1	CLEC	other	cellchat_hill	9	-0.026177828979693177	0.08043392604934861	0.026811308683116205	-0.00010249371139146553	0.734375
GSE123902	CLEC2D_KLRB1	CLEC	other	liana_mean	9	0.025201288737460144	0.24120859347976434	0.08040286449325477	-0.0002262847265228629	1.0
GSE123902	CLEC2L_KLRB1	CLEC	other	cellchat_hill	1	0.06871811083653903			0.06871811083653903	
GSE123902	CLEC2L_KLRB1	CLEC	other	liana_mean	1	0.4491828288882971			0.4491828288882971	
GSE123902	COL1A1_CD44	COLLAGEN	other	cellchat_hill	11	0.06363651371790982	0.1520838943576413	0.04585501947639499	0.1047512079936343	0.0673828125
GSE123902	COL1A1_CD44	COLLAGEN	other	liana_mean	11	0.2554836319547824	0.3881196529059851	0.11702247840473849	0.2513759136199951	0.0322265625
GSE123902	COL1A1_SDC1	COLLAGEN	other	cellchat_hill	2	0.00339023302289026	0.00519394320959853	0.003672672464604942	0.00339023302289026	1.0
GSE123902	COL1A1_SDC1	COLLAGEN	other	liana_mean	2	0.013824095367453992	0.01996977033769941	0.014120760024525223	0.013824095367453992	1.0
GSE123902	COL1A1_SDC4	COLLAGEN	other	cellchat_hill	7	0.008258524491081214	0.01290680179604704	0.004878312539077467	0.0024678360121264294	0.109375
GSE123902	COL1A1_SDC4	COLLAGEN	other	liana_mean	7	-0.004619768621133906	0.24786657566438305	0.09368475964759028	0.04359231889247894	0.296875
GSE123902	COL1A2_CD44	COLLAGEN	other	cellchat_hill	3	-0.15595279235553391	0.2315315365720661	0.13367479496577006	-0.048350857582340756	0.5
GSE123902	COL1A2_CD44	COLLAGEN	other	liana_mean	3	-0.06246500871687507	0.4632357719254792	0.26744929761943953	-0.03883567452430725	0.75
GSE123902	COL1A2_SDC4	COLLAGEN	other	cellchat_hill	3	-0.0017236629014351454	0.0015331354066697902	0.0008851561397449498	-0.0025203553585276127	0.5
GSE123902	COL1A2_SDC4	COLLAGEN	other	liana_mean	3	-0.18915878925084448	0.3022192275357705	0.17448635237205787	-0.03883567452430725	0.5
GSE123902	COL4A1_CD44	COLLAGEN	other	cellchat_hill	4	-0.07914627898256871	0.12600555510955452	0.06300277755477726	-0.05609280828536742	0.375
GSE123902	COL4A1_CD44	COLLAGEN	other	liana_mean	4	-0.08011736022308469	0.44930591269476183	0.22465295634738092	-0.020610759034752846	0.625
GSE123902	COL4A1_SDC4	COLLAGEN	other	cellchat_hill	3	-0.00034635774843035354	0.0013674459124989316	0.0007894952656835116	-0.00032386351190591807	0.75
GSE123902	COL4A1_SDC4	COLLAGEN	other	liana_mean	3	-0.023236487778679777	0.04674900400041362	0.026990550043985696	-0.024420924484729767	0.5
GSE123902	COL4A2_CD44	COLLAGEN	other	cellchat_hill	4	-0.07225678495229532	0.14477277462035854	0.07238638731017927	-0.019167881539713924	0.625
GSE123902	COL4A2_CD44	COLLAGEN	other	liana_mean	4	-0.07781699486076832	0.45311570556464886	0.22655785278232443	-0.007529674097895622	0.875
GSE123902	COL4A2_SDC4	COLLAGEN	other	cellchat_hill	3	-0.0004791593020532434	0.0011427279224632734	0.0006597542736446727	-0.00037289601716704654	0.75
GSE123902	COL4A2_SDC4	COLLAGEN	other	liana_mean	3	-0.028641607709384214	0.04886612376848128	0.02821286971198624	-0.023675575852394104	0.5
GSE123902	COL4A3_CD44	COLLAGEN	other	cellchat_hill	5	0.1077287485138529	0.09788480725662303	0.043775416598054756	0.07515282837993634	0.0625
GSE123902	COL4A3_CD44	COLLAGEN	other	liana_mean	5	0.394005953730084	0.332363780217459	0.14863760116500763	0.38943741482216865	0.0625
GSE123902	COL4A3_SDC1	COLLAGEN	other	cellchat_hill	1	0.006641331474302695			0.006641331474302695	
GSE123902	COL4A3_SDC1	COLLAGEN	other	liana_mean	1	0.02544218022376299			0.02544218022376299	
GSE123902	COL4A3_SDC4	COLLAGEN	other	cellchat_hill	4	0.008633763776794038	0.009880131945779748	0.004940065972889874	0.008518763484867324	0.125
GSE123902	COL4A3_SDC4	COLLAGEN	other	liana_mean	4	0.04096503030450549	0.05074540054157643	0.025372700270788216	0.01906721494742669	0.125
GSE123902	COL4A4_CD44	COLLAGEN	other	cellchat_hill	7	0.06560556652576126	0.05243583421364684	0.019818882445360234	0.058189191891555275	0.015625
GSE123902	COL4A4_CD44	COLLAGEN	other	liana_mean	7	0.4518221799683358	0.2544343764458892	0.09616715500880184	0.46314387768507004	0.015625
GSE123902	COL4A4_SDC1	COLLAGEN	other	cellchat_hill	1	0.005066378099272042			0.005066378099272042	
GSE123902	COL4A4_SDC1	COLLAGEN	other	liana_mean	1	0.01938174944370985			0.01938174944370985	
GSE123902	COL4A4_SDC4	COLLAGEN	other	cellchat_hill	5	0.003982504235053223	0.005509616530114188	0.0024639754182583682	0.0012696629248001355	0.0625
GSE123902	COL4A4_SDC4	COLLAGEN	other	liana_mean	5	0.02312797816703096	0.02065449027648532	0.00923696885976592	0.01938174944370985	0.0625
GSE123902	COL4A5_CD44	COLLAGEN	other	cellchat_hill	2	0.12300253336355096	0.12073871989481551	0.08537516758940715	0.12300253336355096	0.5
GSE123902	COL4A5_CD44	COLLAGEN	other	liana_mean	2	0.5927453029435128	0.12617461834564134	0.08921892824582754	0.5927453029435128	0.5
GSE123902	COL4A5_SDC4	COLLAGEN	other	cellchat_hill	1	0.011693220281458364			0.011693220281458364	
GSE123902	COL4A5_SDC4	COLLAGEN	other	liana_mean	1	0.09633836522698402			0.09633836522698402	
GSE123902	COL6A1_CD44	COLLAGEN	other	cellchat_hill	10	0.032644704507818624	0.1420885412235598	0.0449323419677177	0.0442559473987605	0.083984375
GSE123902	COL6A1_CD44	COLLAGEN	other	liana_mean	10	0.14829613928450272	0.3077153723468576	0.09730814476628624	0.05582762137055397	0.048828125
GSE123902	COL6A1_SDC1	COLLAGEN	other	cellchat_hill	1	0.0011837018548942146			0.0011837018548942146	
GSE123902	COL6A1_SDC1	COLLAGEN	other	liana_mean	1	0.0012388090835884213			0.0012388090835884213	
GSE123902	COL6A1_SDC4	COLLAGEN	other	cellchat_hill	5	0.002081359208463523	0.0031972239283563197	0.0014298420086187296	0.0018433180604438704	0.1875
GSE123902	COL6A1_SDC4	COLLAGEN	other	liana_mean	5	-0.01716908561065793	0.1308920265363574	0.0585366938096003	0.026301316916942596	0.625
GSE123902	COL6A2_CD44	COLLAGEN	other	cellchat_hill	7	-0.020323070675173225	0.23631608879661284	0.08931908596561351	0.01642014541516168	0.578125
GSE123902	COL6A2_CD44	COLLAGEN	other	liana_mean	7	0.23475538739668472	0.4042176579934404	0.15277991408451475	0.1519714891910553	0.15625
GSE123902	COL6A2_SDC4	COLLAGEN	other	cellchat_hill	5	0.002568388694258351	0.004336206135712067	0.001939210336780772	0.0010649477114967228	0.3125
GSE123902	COL6A2_SDC4	COLLAGEN	other	liana_mean	5	-0.023359027039259673	0.20246784287444122	0.09054637198499939	0.015418484807014465	0.625
GSE123902	COL6A3_CD44	COLLAGEN	other	cellchat_hill	2	-0.30223615216500876	0.35028927450032116	0.24769192137609305	-0.30223615216500876	0.5
GSE123902	COL6A3_CD44	COLLAGEN	other	liana_mean	2	-0.15699513535946608	0.19743056216313712	0.13960448931902647	-0.15699513535946608	0.5
GSE123902	COL6A3_SDC4	COLLAGEN	other	cellchat_hill	2	-0.0013133448540852085	0.0001150263197910533	8.133589073918617e-05	-0.0013133448540852085	0.5
GSE123902	COL6A3_SDC4	COLLAGEN	other	liana_mean	2	-0.15699513535946608	0.19743056216313712	0.13960448931902647	-0.15699513535946608	0.5
GSE123902	COL9A2_CD44	COLLAGEN	other	cellchat_hill	5	0.18009768064252024	0.25860374324293656	0.11565110982542161	0.09749968743390058	0.0625
GSE123902	COL9A2_CD44	COLLAGEN	other	liana_mean	5	0.6120126994326711	0.21152735637440714	0.09459790959079956	0.5167032880708575	0.0625
GSE123902	COL9A2_SDC1	COLLAGEN	other	cellchat_hill	1	0.0017025661827723545			0.0017025661827723545	
GSE123902	COL9A2_SDC1	COLLAGEN	other	liana_mean	1	0.03947058506309986			0.03947058506309986	
GSE123902	COL9A2_SDC4	COLLAGEN	other	cellchat_hill	3	0.008792710645294641	0.005717795078902924	0.0033011705279757204	0.0067068057608953135	0.25
GSE123902	COL9A2_SDC4	COLLAGEN	other	liana_mean	3	0.184139052250733	0.18490948859809542	0.10675754301782643	0.09221488051116467	0.25
GSE123902	COL9A3_CD44	COLLAGEN	other	cellchat_hill	2	0.0008234236964705253	0.0011644969591280037	0.0008234236964705252	0.0008234236964705253	1.0
GSE123902	COL9A3_CD44	COLLAGEN	other	liana_mean	2	0.6556901480071247	0.18338648084002362	0.12967382417991757	0.6556901480071247	0.5
GSE123902	COL9A3_SDC4	COLLAGEN	other	cellchat_hill	1	1.1129473146036205e-05			1.1129473146036205e-05	
GSE123902	COL9A3_SDC4	COLLAGEN	other	liana_mean	1	0.0039386688731610775			0.0039386688731610775	
GSE123902	CSF1_CSF1R	CSF	other	cellchat_hill	1	0.004979336223790449			0.004979336223790449	
GSE123902	CSF1_CSF1R	CSF	other	liana_mean	1	0.06037193723022938			0.06037193723022938	
GSE123902	CXCL10_CXCR3	CXCL	recruit	cellchat_hill	2	0.0017526417493838025	0.0020993399111519143	0.0014844574871910826	0.0017526417493838025	0.5
GSE123902	CXCL10_CXCR3	CXCL	recruit	liana_mean	2	0.03235791111364961	0.031221548366800654	0.02207696856930852	0.03235791111364961	0.5
GSE123902	CXCL12_CXCR4	CXCL	other	cellchat_hill	2	0.014051951303575188	0.05359134136786999	0.03789480089410402	0.014051951303575188	1.0
GSE123902	CXCL12_CXCR4	CXCL	other	liana_mean	2	0.1043164663715288	1.9984011318232784	1.4130829918431118	0.1043164663715288	1.0
GSE123902	CXCL13_CXCR3	CXCL	other	cellchat_hill	3	0.007161708402412579	0.011748547295826884	0.006783026943832701	0.0007645461107786723	0.5
GSE123902	CXCL13_CXCR3	CXCL	other	liana_mean	3	0.0331754592868189	0.06058190821158334	0.03497698101397884	0.0024674981832504272	0.75
GSE123902	CXCL16_CXCR6	CXCL	recruit	cellchat_hill	9	0.06570665271201742	0.09843038657704163	0.032810128859013875	0.03852254994098932	0.00390625
GSE123902	CXCL16_CXCR6	CXCL	recruit	liana_mean	9	0.12825337155502187	0.10802652025869144	0.03600884008623048	0.11568110063672066	0.00390625
GSE123902	CXCL9_CXCR3	CXCL	recruit	cellchat_hill	1	0.0005704099200019995			0.0005704099200019995	
GSE123902	CXCL9_CXCR3	CXCL	recruit	liana_mean	1	0.04141430091112852			0.04141430091112852	
GSE123902	F11R_F11R	JAM	barrier	cellchat_hill	1	0.02979199770279273			0.02979199770279273	
GSE123902	F11R_F11R	JAM	barrier	liana_mean	1	0.0976816937327385			0.0976816937327385	
GSE123902	FGF18_FGFR1	FGF	other	cellchat_hill	1	0.003706788014612962			0.003706788014612962	
GSE123902	FGF18_FGFR1	FGF	other	liana_mean	1	0.05015148688107729			0.05015148688107729	
GSE123902	FGF2_FGFR1	FGF	other	cellchat_hill	1	0.00024099136417955665			0.00024099136417955665	
GSE123902	FGF2_FGFR1	FGF	other	liana_mean	1	0.014734009746462107			0.014734009746462107	
GSE123902	FGF7_FGFR1	FGF	other	cellchat_hill	1	0.00027447505712177713			0.00027447505712177713	
GSE123902	FGF7_FGFR1	FGF	other	liana_mean	1	0.014076846186071634			0.014076846186071634	
GSE123902	FGF9_FGFR1	FGF	other	cellchat_hill	1	0.001073051581473952			0.001073051581473952	
GSE123902	FGF9_FGFR1	FGF	other	liana_mean	1	0.023214534856379032			0.023214534856379032	
GSE123902	FN1_CD44	FN1	other	cellchat_hill	10	0.026065099947095126	0.17948267102885723	0.05675740409819056	-0.004387313107400523	0.921875
GSE123902	FN1_CD44	FN1	other	liana_mean	10	0.08750753230415284	0.28009422565643705	0.08857357125355117	-0.004357550526037812	0.6953125
GSE123902	FN1_SDC1	FN1	other	cellchat_hill	2	0.008866985176481004	0.013124365398361844	0.009280327771951744	0.008866985176481004	1.0
GSE123902	FN1_SDC1	FN1	other	liana_mean	2	0.03610841161571443	0.05168038167963349	0.03654354833997786	0.03610841161571443	1.0
GSE123902	FN1_SDC4	FN1	other	cellchat_hill	6	0.010323824070638853	0.017226568229165563	0.0070327170301159375	0.0035886307977139775	0.4375
GSE123902	FN1_SDC4	FN1	other	liana_mean	6	-0.0032033189199864864	0.20428824928497624	0.08340032853244704	0.0297953262925148	0.84375
GSE123902	GAS6_AXL	GAS	other	cellchat_hill	1	0.006355681609943551			0.006355681609943551	
GSE123902	GAS6_AXL	GAS	other	liana_mean	1	0.07003840804100037			0.07003840804100037	
GSE123902	GDF15_TGFBR2	GDF	other	cellchat_hill	9	0.05803390731736061	0.04804947969908124	0.01601649323302708	0.06548633690864566	0.00390625
GSE123902	GDF15_TGFBR2	GDF	other	liana_mean	9	0.3570743719012373	0.22748255364795023	0.07582751788265008	0.43295910954475403	0.00390625
GSE123902	GJA1_GJA1	GAP	other	cellchat_hill	1	0.006701028248013958			0.006701028248013958	
GSE123902	GJA1_GJA1	GAP	other	liana_mean	1	0.09080618619918823			0.09080618619918823	
GSE123902	GZMA_F2R	PARs	other	cellchat_hill	2	-0.002580151522572131	0.0035590787789044915	0.0025166487393405027	-0.002580151522572131	0.5
GSE123902	GZMA_F2R	PARs	other	liana_mean	2	-0.02905798563733697	0.03837973882484353	0.027138573583215475	-0.02905798563733697	0.5
GSE123902	HBEGF_EGFR	EGF	other	cellchat_hill	1	0.0007021068128000243			0.0007021068128000243	
GSE123902	HBEGF_EGFR	EGF	other	liana_mean	1	0.03277645679190755			0.03277645679190755	
GSE123902	HC_C5AR1	COMPLEMENT	other	cellchat_hill	1	-0.017258306513435573			-0.017258306513435573	
GSE123902	HC_C5AR1	COMPLEMENT	other	liana_mean	1	-0.0519004762172699			-0.0519004762172699	
GSE123902	HLA-A_CD8A	MHC-I	other	cellchat_hill	11	0.03357832548597385	0.0593359260805674	0.017890454854318668	0.02399012163467429	0.0419921875
GSE123902	HLA-A_CD8A	MHC-I	other	liana_mean	11	0.1960035576061769	0.3290408373095488	0.09920954527819523	0.14174026250839233	0.0322265625
GSE123902	HLA-A_CD8B	MHC-I	other	cellchat_hill	10	0.02252439069692668	0.058111350188917825	0.018376422450463635	0.014401668596606354	0.064453125
GSE123902	HLA-A_CD8B	MHC-I	other	liana_mean	10	0.15222885608673095	0.3112508870011218	0.098426172667124	0.11970219016075134	0.064453125
GSE123902	HLA-B_CD8A	MHC-I	other	cellchat_hill	11	0.017683465578256452	0.04304644500582041	0.01297899151299767	0.024592635826052756	0.123046875
GSE123902	HLA-B_CD8A	MHC-I	other	liana_mean	11	0.12271606786684557	0.25789783697267554	0.07775912358932828	0.17590618133544922	0.1015625
GSE123902	HLA-B_CD8B	MHC-I	other	cellchat_hill	10	0.01008470617506339	0.043396011573186344	0.013723023793829562	0.011647646486177575	0.193359375
GSE123902	HLA-B_CD8B	MHC-I	other	liana_mean	10	0.0866877555847168	0.24090768672368215	0.07618169958891424	0.14105606079101562	0.193359375
GSE123902	HLA-C_CD8A	MHC-I	other	cellchat_hill	11	0.02398374175463466	0.06487660891689734	0.019561033586179447	0.02655336894636734	0.2060546875
GSE123902	HLA-C_CD8A	MHC-I	other	liana_mean	11	0.11874427714131096	0.31262680447723745	0.09426052816898148	0.12714695930480957	0.1474609375
GSE123902	HLA-C_CD8B	MHC-I	other	cellchat_hill	10	0.013151332349406474	0.05805636747452094	0.018359035389520367	0.012805903990658951	0.193359375
GSE123902	HLA-C_CD8B	MHC-I	other	liana_mean	10	0.07224876284599305	0.2866576694948594	0.09064911443595244	0.11124065518379211	0.275390625
GSE123902	HLA-DMA_CD4	MHC-II	other	cellchat_hill	9	0.03292097927522104	0.06423357484164517	0.021411191613881723	0.0056548940347169625	0.12890625
GSE123902	HLA-DMA_CD4	MHC-II	other	liana_mean	9	0.14157828867125014	0.20557056637526017	0.06852352212508672	0.030876755714416504	0.0546875
GSE123902	HLA-DMB_CD4	MHC-II	other	cellchat_hill	8	0.025773499012881812	0.03320331548508341	0.011739144768689388	0.018452723579102458	0.078125
GSE123902	HLA-DMB_CD4	MHC-II	other	liana_mean	8	0.045936266891658306	0.0731930049351238	0.02587763506252324	0.05612673796713352	0.1484375
GSE123902	HLA-DOA_CD4	MHC-II	other	cellchat_hill	5	0.010573030735435498	0.03029712459351326	0.013549286022775267	0.014043759927131513	0.4375
GSE123902	HLA-DOA_CD4	MHC-II	other	liana_mean	5	0.0201841508038342	0.10721942281162936	0.04794998358301897	0.054830506443977356	0.625
GSE123902	HLA-DOB_CD4	MHC-II	other	cellchat_hill	4	0.010118866685383051	0.020156749691803203	0.010078374845901602	6.075353680142965e-05	0.25
GSE123902	HLA-DOB_CD4	MHC-II	other	liana_mean	4	0.08407135238303454	0.09082920797504286	0.04541460398752143	0.05787128606607439	0.125
GSE123902	HLA-DPA1_CD4	MHC-II	other	cellchat_hill	9	0.017571780128229162	0.05855982969219491	0.019519943230731637	0.006751777404639968	0.25
GSE123902	HLA-DPA1_CD4	MHC-II	other	liana_mean	9	0.12941936196552384	0.19357186168844612	0.0645239538961487	0.12750989757478237	0.09765625
GSE123902	HLA-DPB1_CD4	MHC-II	other	cellchat_hill	9	0.011960485557942857	0.0427774867499035	0.014259162249967832	0.003692240222190916	0.49609375
GSE123902	HLA-DPB1_CD4	MHC-II	other	liana_mean	9	0.09584859639613165	0.15577656547920607	0.051925521826402025	0.08349531888961792	0.12890625
GSE123902	HLA-DQA1_CD4	MHC-II	other	cellchat_hill	8	0.033725989695644824	0.046142774595674896	0.016313934409682034	0.008575337934225259	0.1484375
GSE123902	HLA-DQA1_CD4	MHC-II	other	liana_mean	8	0.10741803119890392	0.12486402401472065	0.04414609905352444	0.10441598808392882	0.0546875
GSE123902	HLA-DQA2_CD4	MHC-II	other	cellchat_hill	6	0.022048115833700577	0.04767256517608884	0.01946224323516536	0.014272405004898505	0.21875
GSE123902	HLA-DQA2_CD4	MHC-II	other	liana_mean	6	0.09931585788338755	0.1254915143331433	0.051231696194227114	0.09763482213020325	0.15625
GSE123902	HLA-DQB1_CD4	MHC-II	other	cellchat_hill	8	0.04326718458727444	0.058463305224339575	0.02066989978735471	0.016654394159019897	0.0546875
GSE123902	HLA-DQB1_CD4	MHC-II	other	liana_mean	8	0.13772835535928607	0.14449096961518368	0.05108527221755788	0.0880647748708725	0.0234375
GSE123902	HLA-DRA_CD4	MHC-II	other	cellchat_hill	9	0.026694299251494004	0.04966074590418866	0.016553581968062888	0.003306951921799887	0.359375
GSE123902	HLA-DRA_CD4	MHC-II	other	liana_mean	9	0.13917841979612908	0.20669529890239038	0.06889843296746347	0.10193786025047302	0.1640625
GSE123902	HLA-DRB1_CD4	MHC-II	other	cellchat_hill	8	0.05120167199578686	0.06194327332644954	0.02190025430901213	0.014677579220907636	0.0078125
GSE123902	HLA-DRB1_CD4	MHC-II	other	liana_mean	8	0.21837543789297342	0.22158090966749847	0.078340681903686	0.17096678912639618	0.0078125
GSE123902	HLA-DRB5_CD4	MHC-II	other	cellchat_hill	8	0.018240864454564364	0.06517932270879331	0.02304437054026704	0.0017381243846910821	0.546875
GSE123902	HLA-DRB5_CD4	MHC-II	other	liana_mean	8	0.12282665871316567	0.24909147934161932	0.0880671370891239	0.012536262394860387	0.1953125
GSE123902	HLA-E_CD8A	MHC-I	inhibitory	cellchat_hill	11	0.026763245634881003	0.07165638064623801	0.02160521167622326	0.023415854597022445	0.1748046875
GSE123902	HLA-E_CD8A	MHC-I	inhibitory	liana_mean	11	0.07324559580196034	0.21105515523845608	0.06363552363601553	0.09950095415115356	0.1748046875
GSE123902	HLA-E_CD8B	MHC-I	inhibitory	cellchat_hill	10	0.009435555420892059	0.05507588369510711	0.01741652366230691	0.012508912300592888	0.232421875
GSE123902	HLA-E_CD8B	MHC-I	inhibitory	liana_mean	10	0.054193639755249025	0.21226694731834667	0.06712470254969459	0.0831371545791626	0.275390625
