dataset	unit_id	compartment	slice	n_cells	median_lib	mean_lib	gene	sum_log1p	n_pos	sum_log1p_pos
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	LEF1	16.864208947493882	11	16.864208947493882
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	IL7R	248.0403999422993	111	248.04039994229927
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	GZMA	1225.1402708429023	470	1225.1402708429023
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	TCF7	116.48898722476649	68	116.4889872247665
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	HAVCR2	203.14473226358785	134	203.14473226358785
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	CLDN4	48.325625162587556	31	48.32562516258755
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	TOX	89.19754591106576	52	89.19754591106577
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	NCAM1	103.49972449326508	58	103.49972449326508
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	CD3E	0.0	0	0.0
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	CD3D	0.0	0	0.0
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	PRF1	770.5331748565974	343	770.5331748565974
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	ENTPD1	41.55768705477883	40	41.557687054778825
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	LAG3	168.62742456906946	96	168.62742456906943
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	CD4	57.43817740658392	56	57.43817740658392
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	KLRF1	404.43443116141043	202	404.43443116141043
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	KLRD1	1199.565257031757	511	1199.565257031757
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	KRT8	47.5550470437265	29	47.5550470437265
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	KRT18	66.99457677777356	41	66.99457677777356
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	IFNG	370.9098886186566	163	370.9098886186566
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	GZMH	789.5382355470106	334	789.5382355470106
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	GZMB	1394.4048208294807	499	1394.4048208294807
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	CCR7	109.80524956032218	66	109.80524956032215
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	KRT19	58.85049780305445	32	58.85049780305445
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	NKG7	2197.573950596431	623	2197.573950596431
GSE189357	TD1	nk	ALL	822	1929.0	3693.6447688564476	NCR1	62.62168614078061	37	62.62168614078061
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	SELL	64.78418323978605	41	64.78418323978603
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	PTPRC	1473.9627722684918	641	1473.9627722684918
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	EPCAM	30.635517138013576	19	30.635517138013572
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	GNLY	2331.914451317656	659	2331.914451317656
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	CD8A	0.0	0	0.0
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	CD8B	0.0	0	0.0
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	CTLA4	35.27381779327938	22	35.27381779327938
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	PDCD1	46.848309672523726	27	46.84830967252374
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	CX3CR1	96.6675939427883	56	96.6675939427883
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	TIGIT	242.23337253902653	130	242.2333725390265
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	FGFBP2	716.7306711592256	275	716.7306711592256
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	CXCL13	14.473313244918716	9	14.473313244918714
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	LEF1	16.864208947493882	11	16.864208947493882
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	IL7R	248.0403999422993	111	248.04039994229927
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	GZMA	1225.1402708429023	470	1225.1402708429023
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	TCF7	116.48898722476649	68	116.4889872247665
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	HAVCR2	203.14473226358785	134	203.14473226358785
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	CLDN4	48.325625162587556	31	48.32562516258755
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	TOX	89.19754591106576	52	89.19754591106577
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	NCAM1	103.49972449326508	58	103.49972449326508
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	CD3E	0.0	0	0.0
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	CD3D	0.0	0	0.0
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	PRF1	770.5331748565974	343	770.5331748565974
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	ENTPD1	41.55768705477883	40	41.557687054778825
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	LAG3	168.62742456906946	96	168.62742456906943
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	CD4	57.43817740658392	56	57.43817740658392
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	KLRF1	404.43443116141043	202	404.43443116141043
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	KLRD1	1199.565257031757	511	1199.565257031757
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	KRT8	47.5550470437265	29	47.5550470437265
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	KRT18	66.99457677777356	41	66.99457677777356
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	IFNG	370.9098886186566	163	370.9098886186566
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	GZMH	789.5382355470106	334	789.5382355470106
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	GZMB	1394.4048208294807	499	1394.4048208294807
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	CCR7	109.80524956032218	66	109.80524956032215
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	KRT19	58.85049780305445	32	58.85049780305445
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	NKG7	2197.573950596431	623	2197.573950596431
GSE189357	TD1	nk	UMI500	822	1929.0	3693.6447688564476	NCR1	62.62168614078061	37	62.62168614078061
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	SELL	485.8849192473049	301	485.8849192473049
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	PTPRC	4853.90188981838	2019	4853.90188981838
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	EPCAM	39.55778994099377	31	39.55778994099378
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	GNLY	1941.3037433265292	573	1941.3037433265295
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	CD8A	3634.776298350463	1861	3634.776298350463
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	CD8B	2328.0584638144037	1266	2328.0584638144032
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	CTLA4	471.4981844122973	301	471.4981844122973
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	PDCD1	915.9827237111854	524	915.9827237111854
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	CX3CR1	42.96712194565266	31	42.967121945652664
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	TIGIT	914.0640419715812	520	914.0640419715812
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	FGFBP2	464.98858730399036	215	464.98858730399036
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	CXCL13	103.2963116438074	45	103.2963116438074
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	LEF1	167.30662916960904	126	167.306629169609
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	IL7R	3715.5717348049475	1438	3715.5717348049475
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	GZMA	3026.4466442829917	1377	3026.4466442829917
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	TCF7	361.7787690664625	241	361.7787690664625
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	HAVCR2	151.16513829682071	109	151.16513829682074
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	CLDN4	50.72874786088653	30	50.728747860886514
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	TOX	283.27955622163574	177	283.27955622163574
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	NCAM1	11.853752688730165	8	11.853752688730165
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	CD3E	3275.017746182024	1652	3275.017746182024
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	CD3D	4504.37922230994	1991	4504.37922230994
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	PRF1	698.383888165991	395	698.383888165991
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	ENTPD1	196.02920356436022	136	196.0292035643602
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	LAG3	546.3845795775617	328	546.3845795775617
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	CD4	125.87969808816916	106	125.87969808816915
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	KLRF1	49.51051902796969	31	49.51051902796969
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	KLRD1	587.2228653745798	311	587.2228653745799
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	KRT8	78.2941229022521	52	78.29412290225211
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	KRT18	143.5788862782544	93	143.57888627825443
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	IFNG	611.984408401858	311	611.984408401858
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	GZMH	1904.126877819947	882	1904.126877819947
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	GZMB	1801.6473073138616	745	1801.6473073138616
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	CCR7	1223.2423776522126	660	1223.2423776522126
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	KRT19	95.02301223491578	59	95.02301223491578
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	NKG7	4016.1212273079086	1623	4016.1212273079086
GSE189357	TD2	cd8	ALL	2260	2293.0	3002.4535398230087	NCR1	6.9131850915239905	5	6.9131850915239905
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	SELL	485.8849192473049	301	485.8849192473049
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	PTPRC	4853.90188981838	2019	4853.90188981838
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	EPCAM	39.55778994099377	31	39.55778994099378
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	GNLY	1941.3037433265292	573	1941.3037433265295
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	CD8A	3634.776298350463	1861	3634.776298350463
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	CD8B	2328.0584638144037	1266	2328.0584638144032
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	CTLA4	471.4981844122973	301	471.4981844122973
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	PDCD1	915.9827237111854	524	915.9827237111854
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	CX3CR1	42.96712194565266	31	42.967121945652664
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	TIGIT	914.0640419715812	520	914.0640419715812
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	FGFBP2	464.98858730399036	215	464.98858730399036
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	CXCL13	103.2963116438074	45	103.2963116438074
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	LEF1	167.30662916960904	126	167.306629169609
GSE189357	TD2	cd8	UMI500	2260	2293.0	3002.4535398230087	IL7R	3715.5717348049475	1438	3715.5717348049475
