dataset	unit_id	compartment	slice	n_cells	median_lib	mean_lib	gene	sum_log1p	n_pos	sum_log1p_pos
GSE205335	P1063	cd8	UMI500	524	7309.0	7228.757633587787	LEF1	221.17850415840851	168	221.17850415840851
GSE205335	P1063	cd8	UMI500	524	7309.0	7228.757633587787	CX3CR1	163.642323080105	132	163.64232308010497
GSE205335	P1063	cd8	UMI500	524	7309.0	7228.757633587787	FGFBP2	337.4858034652738	185	337.4858034652739
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	CLDN4	0.0	0	0.0
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	EPCAM	0.0	0	0.0
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	KRT8	1.5727136984609096	1	1.5727136984609096
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	KRT18	0.8050723723749911	1	0.8050723723749911
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	KRT19	2.8809881426987953	2	2.8809881426987953
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	PTPRC	512.2507695990627	192	512.2507695990626
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	CD3D	344.5918528866647	179	344.5918528866647
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	CD3E	465.2009805282433	191	465.2009805282433
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	CD8A	336.5855618596847	136	336.5855618596847
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	CD8B	194.97942167788725	107	194.97942167788725
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	CD4	10.926702125917393	10	10.926702125917393
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	KLRD1	285.6803596989196	170	285.6803596989196
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	NCR1	24.374248607702587	25	24.374248607702587
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	KLRF1	52.48943738922207	46	52.48943738922207
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	NCAM1	18.999831262435247	21	18.999831262435247
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	GNLY	584.75621758889	193	584.75621758889
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	NKG7	696.7313804062477	193	696.7313804062477
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	GZMB	359.00928362807065	167	359.00928362807065
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	PRF1	368.8688746513475	177	368.8688746513475
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	IFNG	128.84522971153285	89	128.84522971153282
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	GZMA	404.8499619786599	185	404.8499619786599
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	GZMH	385.7666251152156	171	385.7666251152156
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	PDCD1	12.816092075701162	11	12.816092075701162
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	HAVCR2	5.020711456906124	6	5.020711456906124
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	LAG3	122.66184023630788	108	122.66184023630788
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	TIGIT	68.57241244970982	59	68.57241244970982
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	TOX	63.08924362631933	62	63.08924362631933
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	CTLA4	11.652004999144538	11	11.652004999144538
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	ENTPD1	0.0	0	0.0
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	CXCL13	0.0	0	0.0
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	IL7R	186.38491234914687	97	186.38491234914687
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	TCF7	95.61848186095372	77	95.61848186095371
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	CCR7	18.14932243275313	15	18.14932243275313
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	SELL	54.09737452192929	40	54.09737452192928
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	LEF1	45.102673854418015	44	45.102673854418015
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	CX3CR1	133.16199533511855	104	133.16199533511852
GSE205335	P1063	cd8	GNLY_POS	193	7508.0	7415.310880829015	FGFBP2	287.75801733148876	144	287.7580173314889
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	CLDN4	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	EPCAM	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	KRT8	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	KRT18	0.7966179702751798	1	0.7966179702751798
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	KRT19	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	PTPRC	232.77310993217614	90	232.77310993217614
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	CD3D	164.26848481789335	89	164.26848481789338
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	CD3E	216.23558375353505	90	216.23558375353505
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	CD8A	18.934330992268947	14	18.934330992268944
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	CD8B	2.116809806840658	1	2.116809806840658
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	CD4	0.567915222637892	1	0.567915222637892
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	KLRD1	132.02195200137285	81	132.02195200137288
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	NCR1	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	KLRF1	1.9664782003133265	2	1.9664782003133265
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	NCAM1	4.246204350062161	4	4.246204350062161
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	GNLY	84.48507385336892	31	84.48507385336893
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	NKG7	293.918806990764	90	293.918806990764
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	GZMB	75.93620720127126	48	75.93620720127126
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	PRF1	109.42322022491113	77	109.42322022491113
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	IFNG	38.754327865408335	31	38.754327865408335
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	GZMA	190.2211817396424	88	190.22118173964242
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	GZMH	105.39789818051877	64	105.39789818051878
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	PDCD1	2.0448784620238243	2	2.0448784620238243
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	HAVCR2	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	LAG3	72.48308052968802	65	72.48308052968804
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	TIGIT	0.7773232069953968	1	0.7773232069953968
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	TOX	13.049864935646452	14	13.049864935646454
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	CTLA4	3.3915459818644944	4	3.3915459818644944
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	ENTPD1	0.74962013920446	1	0.74962013920446
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	CXCL13	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	IL7R	186.88857605552172	79	186.88857605552175
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	TCF7	72.8903449603869	64	72.89034496038688
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	CCR7	17.135869489034558	15	17.135869489034558
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	SELL	74.81940716416618	49	74.81940716416618
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	LEF1	25.14433748168244	26	25.14433748168244
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	CX3CR1	20.072663438782307	19	20.072663438782307
GSE205335	P1063	cd8	CD8+ gdT	90	8347.0	8164.1	FGFBP2	43.580267023365536	33	43.58026702336553
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	CLDN4	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	EPCAM	1.6527254172162242	1	1.6527254172162242
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	KRT8	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	KRT18	3.3328350893789187	3	3.3328350893789183
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	KRT19	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	PTPRC	299.68250839672083	109	299.68250839672083
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	CD3D	222.86153675878467	110	222.86153675878467
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	CD3E	266.3767083083752	106	266.37670830837527
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	CD8A	253.63691125202683	98	253.63691125202678
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	CD8B	149.91964106619378	81	149.91964106619372
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	CD4	3.6377801765344895	2	3.6377801765344895
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	KLRD1	94.27758362018271	59	94.27758362018271
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	NCR1	2.961817907610759	3	2.961817907610759
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	KLRF1	6.685034190713019	7	6.685034190713019
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	NCAM1	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	GNLY	37.84483546232895	16	37.84483546232895
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	NKG7	332.95833540980107	108	332.95833540980107
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	GZMB	51.51264748920661	32	51.512647489206614
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	PRF1	107.70866340700476	77	107.70866340700476
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	IFNG	57.91731347547273	40	57.917313475472724
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	GZMA	232.46241060789256	104	232.4624106078926
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	GZMH	143.03639907225238	73	143.03639907225238
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	PDCD1	21.12336646793523	18	21.12336646793523
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	HAVCR2	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	LAG3	71.6301813275456	56	71.63018132754559
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	TIGIT	56.14400998726021	45	56.14400998726022
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	TOX	40.87036484878297	38	40.87036484878297
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	CTLA4	6.125652412602383	7	6.125652412602383
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	ENTPD1	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	CXCL13	1.3072902529463095	1	1.3072902529463095
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	IL7R	119.4053804419811	57	119.40538044198112
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	TCF7	108.6756057595438	73	108.6756057595438
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	CCR7	32.25018143485606	23	32.25018143485606
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	SELL	46.382996008008526	33	46.38299600800852
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	LEF1	15.016999082188791	12	15.01699908218879
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	CX3CR1	11.66126555171412	12	11.661265551714122
GSE205335	P1063	cd8	CD8+ TEM	111	6350.0	6315.846846846847	FGFBP2	21.452961078085323	19	21.452961078085323
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	CLDN4	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	EPCAM	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	KRT8	3.982511693728309	2	3.982511693728309
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	KRT18	0.8050723723749911	1	0.8050723723749911
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	KRT19	2.8809881426987953	2	2.8809881426987953
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	PTPRC	402.65912505871245	148	402.65912505871245
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	CD3D	252.4566339133412	132	252.4566339133412
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	CD3E	358.5836515099934	146	358.5836515099934
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	CD8A	298.76492097173696	118	298.76492097173696
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	CD8B	171.4667298204792	96	171.4667298204792
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	CD4	8.838940372999607	9	8.838940372999607
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	KLRD1	231.6359874719194	135	231.6359874719194
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	NCR1	25.765277736108366	26	25.765277736108363
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	KLRF1	55.0747994556201	48	55.07479945562011
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	NCAM1	20.299336187601764	21	20.29933618760176
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	GNLY	428.7493449666408	132	428.7493449666408
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	NKG7	560.3721913659276	149	560.3721913659276
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	GZMB	307.9314372690626	135	307.9314372690626
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	PRF1	316.9663131341345	140	316.9663131341345
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	IFNG	112.35154256093904	73	112.35154256093902
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	GZMA	309.89131954062447	141	309.8913195406245
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	GZMH	342.19627072310266	141	342.19627072310254
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	PDCD1	8.108164167545587	7	8.108164167545587
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	HAVCR2	3.4560605086931635	4	3.4560605086931635
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	LAG3	94.0271499825929	85	94.0271499825929
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	TIGIT	66.53176067884878	58	66.5317606788488
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	TOX	63.47754960911635	61	63.477549609116366
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	CTLA4	4.893391847848427	5	4.893391847848426
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	ENTPD1	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	CXCL13	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	IL7R	76.85620643180957	52	76.85620643180955
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	TCF7	50.76269023830102	41	50.762690238301026
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	CCR7	3.6409365901385544	4	3.640936590138555
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	SELL	16.241292007023468	15	16.241292007023468
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	LEF1	31.92735866458777	31	31.92735866458777
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	CX3CR1	128.79163102532476	97	128.79163102532476
GSE205335	P1063	cd8	CD8+ TEMRA/TEFF	149	7196.0	6889.2885906040265	FGFBP2	264.56114760444314	124	264.5611476044432
GSE205335	P1063	cd8	CD8+ TRM	26	6670.5	7255.076923076923	CLDN4	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TRM	26	6670.5	7255.076923076923	EPCAM	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TRM	26	6670.5	7255.076923076923	KRT8	0.41336827225216466	1	0.41336827225216466
GSE205335	P1063	cd8	CD8+ TRM	26	6670.5	7255.076923076923	KRT18	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TRM	26	6670.5	7255.076923076923	KRT19	0.0	0	0.0
GSE205335	P1063	cd8	CD8+ TRM	26	6670.5	7255.076923076923	PTPRC	65.09709678329106	26	65.09709678329106
GSE205335	P1063	cd8	CD8+ TRM	26	6670.5	7255.076923076923	CD3D	46.28012069478757	25	46.28012069478758
GSE205335	P1063	cd8	CD8+ TRM	26	6670.5	7255.076923076923	CD3E	66.6436527356056	26	66.6436527356056
GSE205335	P1063	cd8	CD8+ TRM	26	6670.5	7255.076923076923	CD8A	68.31163324470607	26	68.31163324470607
GSE205335	P1063	cd8	CD8+ TRM	26	6670.5	7255.076923076923	CD8B	48.42848061187298	25	48.42848061187298
