metric,cut,radius_um,neighbor,eligible,median,lo,hi,width,magnitude,equal_patient_ratio
fraction,quartile,50.0,tnk,False,-0.44944391173778625,nan,nan,nan,0.0,nan
fraction,quartile,50.0,immune,True,-0.23636097779906223,-1.32531139263254,0.37443685596080406,1.699748248593344,0.0,0.7799961918456138
fraction,quartile,80.0,cyto,False,-0.3432007248136043,nan,nan,nan,0.0,nan
fraction,quartile,80.0,cd8,False,-0.30952150773721,nan,nan,nan,0.0,nan
fraction,quartile,80.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,quartile,80.0,tnk,False,-0.2625553297696126,nan,nan,nan,0.0,nan
fraction,quartile,80.0,immune,True,-0.12135390480905311,-0.9261797533299373,0.3844184791673351,1.3105982324972725,0.0,0.886968165670568
fraction,quartile,100.0,cyto,False,-0.24154352409653398,nan,nan,nan,0.0,nan
fraction,quartile,100.0,cd8,False,-0.25505955620271775,nan,nan,nan,0.0,nan
fraction,quartile,100.0,nk,False,nan,nan,nan,nan,0.0,nan
fraction,quartile,100.0,tnk,True,0.008090591450756064,-0.47997559986753363,0.15014655244550867,0.6301221523130422,0.0,0.9328657396897558
fraction,quartile,100.0,immune,True,-0.0815514656496093,-0.7513691831726207,0.3917504533483572,1.143119636520978,0.0,0.9309387144823471
