input_list	Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
comet_up	GO_Biological_Process_2023	Protein Localization To Plasma Membrane (GO:0072659)	8/137	6.268198975663374e-05	0.0035707119682054	0	0	6.490186376381329	62.80836585755561	JUP;CDH1;BSG;EMP2;PKP3;F11R;ATP1B1;EZR
comet_up	GO_Biological_Process_2023	Positive Regulation Of Cell Motility (GO:2000147)	10/221	6.769361848528796e-05	0.0036887099745563	0	0	4.992355908882434	47.92920598147735	TJP1;ITGB1;XBP1;CLDN3;CD151;HSPA5;DDRGK1;STAT3;CTSH;ACTN4
comet_up	GO_Biological_Process_2023	Cell-Cell Junction Assembly (GO:0007043)	6/71	6.921913390511377e-05	0.0036887099745563	0	0	9.589797570850202	91.85331778166506	TJP1;JUP;CDH1;CTNND1;CTNNA1;PKP3
comet_up	GO_Biological_Process_2023	Positive Regulation Of Vasculature Development (GO:1904018)	7/104	7.428237174432328e-05	0.0037496522292806	0	0	7.524627720504009	71.54142811557946	ITGB1;XBP1;JUP;CTSH;EMP2;RUNX1;RHOB
comet_up	GO_Biological_Process_2023	Negative Regulation Of Cell Adhesion (GO:0007162)	6/72	7.490225397473463e-05	0.0037496522292806	0	0	9.44401913875598	89.71182197745202	CD164;MUC1;ERBB3;CDH1;PLXNB2;SPINT2
comet_up	GO_Biological_Process_2023	Protein Localization To Cell Periphery (GO:1990778)	8/142	8.069988524765966e-05	0.0039210650126215	0	0	6.246427437281676	58.87116318497757	JUP;CDH1;BSG;EMP2;PKP3;F11R;ATP1B1;EZR
comet_up	GO_Biological_Process_2023	Intracellular Protein Transport (GO:0006886)	12/325	9.1641435524118e-05	0.0043254757567383	0	0	4.061189054035283	37.75942114581233	TMED9;TMED10;BAG3;APLP2;MYO6;SURF4;CLTC;STAT3;PTTG1IP;CALR;SEC31A;TMED4
comet_up	GO_Biological_Process_2023	Regulation Of Cell Migration (GO:0030334)	14/434	0.0001017680068717941	0.0046700207597834	0	0	3.55018315018315	32.63617612614137	ITGB1;XBP1;CD151;HSPA5;APLP2;STAT3;ACTN4;RHOB;TJP1;CLDN3;CDH1;DDRGK1;CTSH;PLXNB2
comet_up	GO_Biological_Process_2023	Regulation Of Epithelial Cell Migration (GO:0010632)	5/50	0.00012721933806771898	0.0056801715266992	0	0	11.494473531122743	103.1008055288814	RAB25;TACSTD2;CTSH;EMP2;SOX9
comet_up	GO_Biological_Process_2023	Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	22/938	0.00013801962210043786	0.0059605149271399	0	0	2.607137479295287	23.172536938432582	DDX17;EHF;JUN;XBP1;CEBPB;JUP;MACC1;STAT3;LMO7;RUNX1;MUC1;KLF5;ELF3;EPCAM;DDRGK1;HES1;SOX9;AGRN;SOX4;IER2;ATF3;GTF2I
comet_up	GO_Biological_Process_2023	Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)	3/11	0.00014432239533026498	0.0059605149271399	0	0	38.46373056994819	340.1524975339718	DSP;JUP;DSG2
comet_up	GO_Biological_Process_2023	Maintenance Of Protein Localization In Endoplasmic Reticulum (GO:0035437)	3/11	0.00014432239533026498	0.0059605149271399	0	0	38.46373056994819	340.1524975339718	HSPA5;OS9;KDELR1
comet_up	GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)	4/28	0.00015232025172127512	0.0061373916059401	0	0	17.17013888888889	150.9173707580371	DSP;CXADR;JUP;DSG2
comet_up	GO_Biological_Process_2023	Regulation Of Angiogenesis (GO:0045765)	9/205	0.00019648845811998588	0.0077285460193861	0	0	4.81479864673142	41.093858026868894	ITGB1;XBP1;JUP;ERBB2;CTSH;EMP2;RUNX1;RHOB;GTF2I
comet_up	GO_Biological_Process_2023	Leukocyte Cell-Cell Adhesion (GO:0007159)	4/31	0.00022876457150532213	0.0087888156308556	0	0	15.260030864197532	127.92204851831004	ITGB1;F11R;EZR;ICAM1
comet_up	GO_Biological_Process_2023	ERAD Pathway (GO:0036503)	6/89	0.00024277569031765032	0.0091151236455626	0	0	7.503233988585922	62.45221238738177	XBP1;OS9;HSPA5;CCDC47;CANX;CALR
comet_up	GO_Biological_Process_2023	Muscle Cell Development (GO:0055001)	4/32	0.0002594528364210253	0.0093177409949463	0	0	14.714285714285714	121.49490983379296	CXADR;SDC1;HES1;ACTN4
comet_up	GO_Biological_Process_2023	Phosphatidylinositol 3-Kinase Signaling (GO:0014065)	4/32	0.0002594528364210253	0.0093177409949463	0	0	14.714285714285714	121.49490983379296	ERBB3;ERBB2;STAT3;ZFP36L1
comet_up	GO_Biological_Process_2023	Protein Transport (GO:0015031)	11/313	0.0002751368908871825	0.0096707690158643	0	0	3.839663504564167	31.47848983762469	VMP1;TMED9;KRT18;TMED10;MYO6;SURF4;CLTC;CANX;GCC2;SEC31A;TMED4
comet_up	GO_Biological_Process_2023	Positive Regulation Of Gene Expression (GO:0010628)	14/480	0.0002875736501112389	0.0098973264579951	0	0	3.19214262132717	26.02883166630108	GSN;STAT3;AGPAT2;OCLN;CLDN3;DDRGK1;ERBB2;CTSH;PLXNB2;SOX9;PKP3;EZR;CD46;SOX4
comet_up	GO_Biological_Process_2023	Cellular Response To Hormone Stimulus (GO:0032870)	6/94	0.0003266955525028008	0.0110143071986658	0	0	7.07511961722488	56.78831921438535	XBP1;STAT3;CTSH;SOX9;ATP1A1;ZFP36L1
comet_up	GO_Biological_Process_2023	Cell Junction Organization (GO:0034330)	5/62	0.00035335482397363027	0.0114459248863615	0	0	9.06907320657665	72.08133700880018	TJP1;VMP1;OCLN;CXADR;CLDN3
comet_up	GO_Biological_Process_2023	Phosphatidylinositol-Mediated Signaling (GO:0048015)	5/62	0.00035335482397363027	0.0114459248863615	0	0	9.06907320657665	72.08133700880018	ERBB3;ERBB2;STAT3;EZR;ZFP36L1
comet_up	GO_Biological_Process_2023	Protein Localization To Endoplasmic Reticulum (GO:0070972)	3/16	0.0004724300054314572	0.0150087378648609	0	0	23.66400956556397	181.21001561511756	BCAP31;HSPA5;DDRGK1
comet_up	GO_Biological_Process_2023	Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003)	3/17	0.0005695375973135381	0.0177523794483389	0	0	21.97261287934863	164.15048612898494	CEBPB;MUC1;HSPA5
comet_up	GO_Biological_Process_2023	Positive Regulation Of Wound Healing (GO:0090303)	4/40	0.0006202897771935407	0.018976272443032	0	0	11.439814814814817	84.486736694308	ITGB1;XBP1;OCLN;CLDN3
comet_up	GO_Biological_Process_2023	Regulation Of Cell Differentiation (GO:0045595)	8/193	0.0006496411633327417	0.0195128582150125	0	0	4.512708453133985	33.11917530410688	DDX17;CEBPB;CEBPD;OCIAD1;EMP2;CD24;RUNX1;ZFP36L1
comet_up	GO_Biological_Process_2023	Regulation Of Epithelial Cell Differentiation (GO:0030856)	3/18	0.000678530047992475	0.020016636415778	0	0	20.506735751295334	149.6085679965196	CEBPB;SOX9;CD24
comet_up	GO_Biological_Process_2023	Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)	5/72	0.0007060331720005926	0.0204625754411399	0	0	7.711573024927717	55.95400429884614	ITGB1;JUN;GDF15;APLP2;STAT3
comet_up	GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	4/42	0.0007481983356610075	0.0213107525950342	0	0	10.836622807017545	78.00030376888256	DSP;ASAH1;ST14;CFLAR
comet_up	GO_Biological_Process_2023	Cellular Response To Organic Cyclic Compound (GO:0071407)	7/152	0.0007625351403266086	0.021350983929145	0	0	5.021455938697318	36.048339046586655	JUP;CDH1;AKAP9;CTNNA1;ATP1A1;EZR;ZFP36L1
comet_up	GO_Biological_Process_2023	Gland Development (GO:0048732)	5/74	0.0008001558150390713	0.0220309567740757	0	0	7.4872903862205025	53.389652108630095	XBP1;LSR;HES1;SOX9;EZR
comet_up	GO_Biological_Process_2023	Regulation Of Transport (GO:0051049)	4/44	0.0008936996742175562	0.0227665032398428	0	0	10.29375	72.26357409348671	CLDN3;RAB25;MYO6;SURF4
comet_up	GO_Biological_Process_2023	T Cell Mediated Immunity (GO:0002456)	3/20	0.0009343700154046276	0.0227665032398428	0	0	18.092349893325206	126.2056840780099	CTSH;EMP2;CD46
comet_up	GO_Biological_Process_2023	Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)	3/20	0.0009343700154046276	0.0227665032398428	0	0	18.092349893325206	126.2056840780099	BCAP31;CCDC47;TMCO1
comet_up	GO_Biological_Process_2023	COPI Coating Of Golgi Vesicle (GO:0048205)	2/5	0.0009371199880806964	0.0227665032398428	0	0	68.0446735395189	474.45504268177865	TMED9;TMED10
comet_up	GO_Biological_Process_2023	COPI-coated Vesicle Budding (GO:0035964)	2/5	0.0009371199880806964	0.0227665032398428	0	0	68.0446735395189	474.45504268177865	TMED9;TMED10
comet_up	GO_Biological_Process_2023	Golgi Transport Vesicle Coating (GO:0048200)	2/5	0.0009371199880806964	0.0227665032398428	0	0	68.0446735395189	474.45504268177865	TMED9;TMED10
comet_up	GO_Biological_Process_2023	Regulation Of Extracellular Exosome Assembly (GO:1903551)	2/5	0.0009371199880806964	0.0227665032398428	0	0	68.0446735395189	474.45504268177865	SDC4;SDC1
comet_up	GO_Biological_Process_2023	Radial Glial Cell Differentiation (GO:0060019)	2/5	0.0009371199880806964	0.0227665032398428	0	0	68.0446735395189	474.45504268177865	STAT3;HES1
comet_up	GO_Biological_Process_2023	Protein Stabilization (GO:0050821)	8/208	0.001055653924587	0.024970267280355	0	0	4.171063829787234	28.58678166769013	EFNA1;LAMP1;BAG3;CTNND1;CALR;ATP1B1;TSPAN1;SOX4
comet_up	GO_Biological_Process_2023	Cardiac Conduction (GO:0061337)	4/46	0.0010580621728964	0.024970267280355	0	0	9.802579365079366	67.1605706363677	DSP;JUP;AKAP9;DSG2
comet_up	GO_Biological_Process_2023	Cellular Component Assembly (GO:0022607)	9/260	0.0010951139406073	0.0254806792941309	0	0	3.749217035600912	25.558025859108977	VMP1;OCLN;GSN;QSOX1;HES1;SOX9;EZR;BAIAP2;CD2AP
comet_up	GO_Biological_Process_2023	Regulation Of Wound Healing (GO:0061041)	4/47	0.0011477130379776	0.0263336380380436	0	0	9.574127906976743	64.81669254552374	ITGB1;OCLN;CLDN3;TNFRSF12A
comet_up	GO_Biological_Process_2023	Heterophilic Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0007157)	4/49	0.0013427462998395	0.0303865327032193	0	0	9.147685185185184	60.49399234730216	CD164;ALCAM;CXADR;ICAM1
comet_up	GO_Biological_Process_2023	Regulation Of Blood-Brain Barrier Permeability (GO:1905603)	2/6	0.0013966136871799	0.0305214816155287	0	0	51.03092783505155	335.4622535860817	TJP1;OCLN
comet_up	GO_Biological_Process_2023	Negative Regulation Of Neuron Differentiation (GO:0045665)	3/23	0.0014205154986801	0.0305214816155287	0	0	15.376165803108808	100.81745134493758	HES1;CALR;SOX9
comet_up	GO_Biological_Process_2023	Regulation Of Cell Junction Assembly (GO:1901888)	3/23	0.0014205154986801	0.0305214816155287	0	0	15.376165803108808	100.81745134493758	TJP1;CLDN3;F11R
comet_up	GO_Biological_Process_2023	Positive Regulation Of Apoptotic Process (GO:0043065)	9/270	0.0014226114312322	0.0305214816155287	0	0	3.603724875530149	23.62335734840398	ITGB1;JUN;TNFRSF12A;TNFSF10;CTSH;CFLAR;CTSD;SOX4;RHOB
comet_up	GO_Biological_Process_2023	Positive Regulation Of Fat Cell Differentiation (GO:0045600)	4/50	0.001448444766661	0.0306773173656929	0	0	8.94836956521739	58.49786202829843	CDS1;CEBPB;XBP1;ZFP36L1
comet_up	GO_Biological_Process_2023	ERK1 And ERK2 Cascade (GO:0070371)	3/24	0.0016118028739138	0.0332837293463207	0	0	14.643227239082162	94.16183668540788	CTSH;SOX9;ZFP36L1
comet_up	GO_Biological_Process_2023	Protein Exit From Endoplasmic Reticulum (GO:0032527)	3/24	0.0016118028739138	0.0332837293463207	0	0	14.643227239082162	94.16183668540788	TMED9;OS9;SURF4
comet_up	GO_Biological_Process_2023	Tight Junction Assembly (GO:0120192)	4/53	0.0018001543881143	0.0361940060229663	0	0	8.39923469387755	53.08217926626584	OCLN;CLDN3;CLDN7;LSR
comet_up	GO_Biological_Process_2023	Wound Healing, Spreading Of Cells (GO:0044319)	3/25	0.001818463982994	0.0361940060229663	0	0	13.976919453603392	88.19105061471599	DDR1;ITGB1;CD151
comet_up	GO_Biological_Process_2023	Negative Regulation Of Stress Fiber Assembly (GO:0051497)	3/25	0.001818463982994	0.0361940060229663	0	0	13.976919453603392	88.19105061471599	TJP1;TACSTD2;F11R
comet_up	GO_Biological_Process_2023	Apical Junction Assembly (GO:0043297)	4/54	0.0019294496439338	0.0364689702717409	0	0	8.230833333333333	51.44699227889948	OCLN;CLDN3;CLDN7;CTNNA1
comet_up	GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	4/54	0.0019294496439338	0.0364689702717409	0	0	8.230833333333333	51.44699227889948	DSP;ASAH1;ST14;CFLAR
comet_up	GO_Biological_Process_2023	Mitral Valve Development (GO:0003174)	2/7	0.0019426570120539	0.0364689702717409	0	0	40.822680412371135	254.88451454347717	EFNA1;SOX4
comet_up	GO_Biological_Process_2023	Negative Regulation Of Fatty Acid Oxidation (GO:0046322)	2/7	0.0019426570120539	0.0364689702717409	0	0	40.822680412371135	254.88451454347717	APLP2;SOX9
comet_up	GO_Biological_Process_2023	Protein Retention In ER Lumen (GO:0006621)	2/7	0.0019426570120539	0.0364689702717409	0	0	40.822680412371135	254.88451454347717	OS9;KDELR1
comet_up	GO_Biological_Process_2023	Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016)	3/26	0.0020409253421819	0.0374623185031613	0	0	13.368551475557558	82.80951323366703	ITGB1;AKAP9;ATP1B1
comet_up	GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Contraction (GO:0086004)	3/26	0.0020409253421819	0.0374623185031613	0	0	13.368551475557558	82.80951323366703	DSP;JUP;DSG2
comet_up	GO_Biological_Process_2023	Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)	3/27	0.0022795965999161	0.0409336259028424	0	0	12.810880829015543	77.93828312090946	ERBB2;SOX9;ZFP36L1
comet_up	GO_Biological_Process_2023	Positive Regulation Of Response To Wounding (GO:1903036)	3/27	0.0022795965999161	0.0409336259028424	0	0	12.810880829015543	77.93828312090946	ITGB1;OCLN;CLDN3
comet_up	GO_Biological_Process_2023	Cell Junction Assembly (GO:0034329)	5/95	0.0024399645385598	0.0428810789117107	0	0	5.73414776032577	34.495324239695044	TJP1;VMP1;CDH1;CTNND1;PKP3
comet_up	GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Migration (GO:0010634)	5/95	0.0024399645385598	0.0428810789117107	0	0	5.73414776032577	34.495324239695044	RAB25;CTSH;SOX9;CALR;RHOB
comet_up	GO_Biological_Process_2023	Protein Localization (GO:0008104)	10/351	0.0025068852373294	0.042944105646685	0	0	3.068615394317788	18.37706070211964	TM9SF2;OCLN;TMED9;TMED10;HOOK2;MYO6;CLTC;EMP2;SEC31A;TMED4
comet_up	GO_Biological_Process_2023	Positive Regulation Of DNA-templated Transcription (GO:0045893)	23/1243	0.0025177471941266	0.042944105646685	0	0	2.025168198616507	12.119397830688262	DDX17;EHF;JUN;XBP1;CEBPB;JUP;MACC1;STAT3;LMO7;RUNX1;KLF5;ELF3;EPCAM;CDH1;DDRGK1;ERBB2;HES1;SOX9;AGRN;SOX4;IER2;ATF3;GTF2I
comet_up	GO_Biological_Process_2023	Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232)	3/28	0.0025348708918474	0.042944105646685	0	0	12.29782383419689	73.51162637765977	TJP1;TACSTD2;F11R
comet_up	GO_Biological_Process_2023	Golgi Ribbon Formation (GO:0090161)	2/8	0.0025735269122408	0.042944105646685	0	0	34.0171821305842	202.82669944556145	GOLGA2;GCC2
comet_up	GO_Biological_Process_2023	T Cell Mediated Cytotoxicity (GO:0001913)	2/8	0.0025735269122408	0.042944105646685	0	0	34.0171821305842	202.82669944556145	CTSH;EMP2
comet_up	GO_Biological_Process_2023	Regulation Of miRNA Transcription (GO:1902893)	4/59	0.0026733051747503	0.0441630014868753	0	0	7.480681818181818	44.3188481893341	JUN;KLF5;STAT3;SOX9
comet_up	GO_Biological_Process_2023	Integrated Stress Response Signaling (GO:0140467)	3/29	0.0028071251881905	0.045153839374177	0	0	11.824232762056596	69.47439561214722	CEBPB;JUN;CEBPD
comet_up	GO_Biological_Process_2023	Positive Regulation Of Endopeptidase Activity (GO:0010950)	3/29	0.0028071251881905	0.045153839374177	0	0	11.824232762056596	69.47439561214722	PSENEN;EFNA1;STAT3
comet_up	GO_Biological_Process_2023	Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156)	4/60	0.0028426145852992	0.045153839374177	0	0	7.346726190476191	43.07408356270611	ITGB1;CDH1;PLXNB2;DSG2
comet_up	GO_Biological_Process_2023	Positive Regulation Of Phagocytosis (GO:0050766)	4/60	0.0028426145852992	0.045153839374177	0	0	7.346726190476191	43.07408356270611	APLP2;LMAN2;CD47;CALR
comet_up	GO_Biological_Process_2023	Positive Regulation Of Programmed Cell Death (GO:0043068)	8/245	0.0029435470864853	0.0463118074940365	0	0	3.5132417631744324	20.475664613735468	ITGB1;JUN;TNFRSF12A;TNFSF10;CFLAR;CTSD;SOX4;RHOB
comet_up	GO_Biological_Process_2023	Actin Filament Organization (GO:0007015)	6/144	0.0029904908741468	0.0466065181517975	0	0	4.500228832951945	26.15675984876922	GSN;MYO6;EMP2;PRSS8;BAIAP2;CD2AP
comet_up	GO_Biological_Process_2023	Negative Regulation Of Autophagy (GO:0010507)	4/61	0.0030191190012799	0.0466129400945271	0	0	7.217470760233918	41.88146867988509	GOLGA2;STAT3;QSOX1;EIF4G2
comet_up	GO_Biological_Process_2023	Response To Epidermal Growth Factor (GO:0070849)	3/30	0.0030967206350724	0.0473683563809235	0	0	11.385722510074842	65.78000515691016	ERBB2;SOX9;ZFP36L1
comet_up	GO_Biological_Process_2023	Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)	4/62	0.0032029654671644	0.0480618768783198	0	0	7.092672413793103	40.7380278506186	BCAP31;TNFRSF12A;TNFSF10;CTSH
comet_up	GO_Biological_Process_2023	Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	10/364	0.0032501960905642	0.0480618768783198	0	0	2.953951764777353	16.923307667540165	OCLN;CLDN3;GSN;DDRGK1;STAT3;CTSH;SOX9;PKP3;EZR;CD46
comet_up	GO_Biological_Process_2023	Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900101)	2/9	0.0032875254765436	0.0480618768783198	0	0	29.156111929307805	166.70357253754355	XBP1;HSPA5
comet_up	GO_Biological_Process_2023	Actin-Mediated Cell Contraction (GO:0070252)	2/9	0.0032875254765436	0.0480618768783198	0	0	29.156111929307805	166.70357253754355	GSN;EMP2
comet_up	GO_Biological_Process_2023	Mitral Valve Morphogenesis (GO:0003183)	2/9	0.0032875254765436	0.0480618768783198	0	0	29.156111929307805	166.70357253754355	EFNA1;SOX4
comet_up	GO_Biological_Process_2023	Cellular Response To cAMP (GO:0071320)	3/31	0.0034040028916601	0.0493281822545839	0	0	10.978534418948929	62.3888507335173	AKAP9;EZR;ZFP36L1
comet_up	GO_Biological_Process_2023	Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056)	4/64	0.0035932658936912	0.0516180457076343	0	0	6.855555555555555	38.58782284774081	BCAP31;PERP;TNFSF10;CTSD
