interaction_name	axis	family	thesis_expect	cohort	patient	split	n_mal	n_high	n_low	n_tnk	prob_high	prob_low	pval_high	pval_low	detected	delta
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE123902	LX661	q4q1	117	29	29	3726	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX661	q4q1	117	29	29	3726	0	0	NA	NA	FALSE	0
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX661	q4q1	117	29	29	3726	0	0	NA	NA	FALSE	0
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX661	q4q1	117	29	29	3726	0	0	NA	NA	FALSE	0
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE123902	LX661	median	117	58	59	3726	0.000590759112925373	0.000193826822212891	0	0	TRUE	0.000396932290712482
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE123902	LX661	median	117	58	59	3726	0.000244956921400482	0.000147836879806653	0	0	TRUE	9.7120041593829e-05
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE123902	LX661	median	117	58	59	3726	0.000417385145139739	0.000172218914561449	0	0	TRUE	0.000245166230578289
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE123902	LX661	median	117	58	59	3726	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE123902	LX661	median	117	58	59	3726	5.33092277963684e-05	3.07351480438199e-05	0	0	TRUE	2.25740797525486e-05
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE123902	LX661	median	117	58	59	3726	0.00178265898438647	0.00108345814939689	0	0	TRUE	0.000699200834989584
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE123902	LX661	median	117	58	59	3726	0.00186964188121813	0.00113942888587943	0	0	TRUE	0.000730212995338701
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE123902	LX661	median	117	58	59	3726	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE123902	LX661	median	117	58	59	3726	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE123902	LX661	median	117	58	59	3726	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE123902	LX661	median	117	58	59	3726	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX661	median	117	58	59	3726	0.00159828898146343	0	0	NA	TRUE	0.00159828898146343
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX661	median	117	58	59	3726	0.00164522395191366	0	0	NA	TRUE	0.00164522395191366
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX661	median	117	58	59	3726	0.00154433171571319	0.00158873299039012	0	0	TRUE	-4.44012746769293e-05
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE123902	LX661	pctpos	117	69	48	3726	0.000706152100030864	7.6984920789656e-05	0	0	TRUE	0.000629167179241208
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE123902	LX661	pctpos	117	69	48	3726	0.000336157050817552	5.62663589845456e-05	0	0	TRUE	0.000279890691833007
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE123902	LX661	pctpos	117	69	48	3726	0.00054617803395996	4.04239426872634e-05	0	0	TRUE	0.000505754091272696
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE123902	LX661	pctpos	117	69	48	3726	0	0	NA	NA	FALSE	0
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE123902	LX661	pctpos	117	69	48	3726	7.43201006538015e-05	0	0	NA	TRUE	7.43201006538015e-05
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE123902	LX661	pctpos	117	69	48	3726	0.00243560637741322	0	0	NA	TRUE	0.00243560637741322
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE123902	LX661	pctpos	117	69	48	3726	0.00255188459833406	0	0	NA	TRUE	0.00255188459833406
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE123902	LX661	pctpos	117	69	48	3726	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE123902	LX661	pctpos	117	69	48	3726	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE123902	LX661	pctpos	117	69	48	3726	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE123902	LX661	pctpos	117	69	48	3726	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX661	pctpos	117	69	48	3726	0.00190049743748597	0	0	NA	TRUE	0.00190049743748597
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX661	pctpos	117	69	48	3726	0.00196778226177367	0	0	NA	TRUE	0.00196778226177367
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX661	pctpos	117	69	48	3726	0.00184609024945643	0	0	NA	TRUE	0.00184609024945643
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE123902	LX675	q4q1	618	154	154	1336	0	0	NA	NA	FALSE	0
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE123902	LX675	q4q1	618	154	154	1336	0.00262814051222523	0.00145633328442102	0	0	TRUE	0.00117180722780421
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE123902	LX675	q4q1	618	154	154	1336	0.000923109173014215	0	0	NA	TRUE	0.000923109173014215
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE123902	LX675	q4q1	618	154	154	1336	0.00145036080725816	0	0	NA	TRUE	0.00145036080725816
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE123902	LX675	q4q1	618	154	154	1336	0.00123534887176051	0.000750519061742737	0	0	TRUE	0.000484829810017769
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE123902	LX675	q4q1	618	154	154	1336	0.0108900107609527	0.00696866349284924	0	0	TRUE	0.0039213472681035
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE123902	LX675	q4q1	618	154	154	1336	0.0124390470344687	0.00802856086095783	0	0	TRUE	0.00441048617351092
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE123902	LX675	q4q1	618	154	154	1336	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE123902	LX675	q4q1	618	154	154	1336	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE123902	LX675	q4q1	618	154	154	1336	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE123902	LX675	q4q1	618	154	154	1336	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX675	q4q1	618	154	154	1336	0.00751525606643553	0.00717489662618863	0	0	TRUE	0.000340359440246893
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX675	q4q1	618	154	154	1336	0.00769045730661559	0.00771253764358483	0	0	TRUE	-2.20803369692432e-05
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX675	q4q1	618	154	154	1336	0.00700126003937838	0.00706638001444461	0	0	TRUE	-6.51199750662324e-05
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE123902	LX675	median	618	194	424	1336	0	0	NA	NA	FALSE	0
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE123902	LX675	median	618	194	424	1336	0.00232244179403817	0.00307995657852818	0	0	TRUE	-0.000757514784490007
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE123902	LX675	median	618	194	424	1336	0.000778268016174516	0	0	NA	TRUE	0.000778268016174516
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE123902	LX675	median	618	194	424	1336	0.00122325863741894	0	0	NA	TRUE	0.00122325863741894
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE123902	LX675	median	618	194	424	1336	0.00117904067895984	0.00108621058862903	0	0	TRUE	9.28300903308029e-05
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE123902	LX675	median	618	194	424	1336	0.0103002894275919	0.0103044172411458	0	0	TRUE	-4.12781355389052e-06
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE123902	LX675	median	618	194	424	1336	0.011748512359165	0.0119157310604003	0	0	TRUE	-0.000167218701235291
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE123902	LX675	median	618	194	424	1336	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE123902	LX675	median	618	194	424	1336	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE123902	LX675	median	618	194	424	1336	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE123902	LX675	median	618	194	424	1336	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX675	median	618	194	424	1336	0.00671811259771595	0.0144283146105447	0	0	TRUE	-0.00771020201282871
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX675	median	618	194	424	1336	0.00690086575167007	0.0154014393417015	0	0	TRUE	-0.00850057359003141
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX675	median	618	194	424	1336	0.0062622871876439	0.0136321311853515	0	0	TRUE	-0.00736984399770761
JAM1_ITGAL_ITGB2	F11R	barrier_inhibitory	high>low	GSE123902	LX675	pctpos	618	194	424	1336	0	0	NA	NA	FALSE	0
NECTIN2_TIGIT	NECTIN2-TIGIT	barrier_inhibitory	high>low	GSE123902	LX675	pctpos	618	194	424	1336	0.00232244179403817	0.00307995657852818	0	0	TRUE	-0.000757514784490007
CDH1_ITGAE_ITGB7	CDH1	barrier_inhibitory	high>low	GSE123902	LX675	pctpos	618	194	424	1336	0.000778268016174516	0	0	NA	TRUE	0.000778268016174516
CDH1_KLRG1	CDH1	barrier_inhibitory	high>low	GSE123902	LX675	pctpos	618	194	424	1336	0.00122325863741894	0	0	NA	TRUE	0.00122325863741894
LGALS9_HAVCR2	LGALS9	barrier_inhibitory	high>low	GSE123902	LX675	pctpos	618	194	424	1336	0.00117904067895984	0.00108621058862903	0	0	TRUE	9.28300903308029e-05
LGALS9_CD44	LGALS9	barrier_inhibitory	high>low	GSE123902	LX675	pctpos	618	194	424	1336	0.0103002894275919	0.0103044172411458	0	0	TRUE	-4.12781355389052e-06
LGALS9_CD45	LGALS9	barrier_inhibitory	high>low	GSE123902	LX675	pctpos	618	194	424	1336	0.011748512359165	0.0119157310604003	0	0	TRUE	-0.000167218701235291
CXCL9_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE123902	LX675	pctpos	618	194	424	1336	0	0	NA	NA	FALSE	0
CXCL10_CXCR3	CXCL9/10-CXCR3	ifn_recruit_mhci	low>high	GSE123902	LX675	pctpos	618	194	424	1336	0	0	NA	NA	FALSE	0
CCL5_CCR5	CCL5	ifn_recruit_mhci	low>high	GSE123902	LX675	pctpos	618	194	424	1336	0	0	NA	NA	FALSE	0
CCL5_CCR1	CCL5	ifn_recruit_mhci	low>high	GSE123902	LX675	pctpos	618	194	424	1336	0	0	NA	NA	FALSE	0
HLA-A_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX675	pctpos	618	194	424	1336	0.00671811259771595	0.0144283146105447	0	0	TRUE	-0.00771020201282871
HLA-B_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX675	pctpos	618	194	424	1336	0.00690086575167007	0.0154014393417015	0	0	TRUE	-0.00850057359003141
HLA-C_CD8A	HLA-CD8	ifn_recruit_mhci	low>high	GSE123902	LX675	pctpos	618	194	424	1336	0.0062622871876439	0.0136321311853515	0	0	TRUE	-0.00736984399770761
