interaction_name	pathway_name	annotation	direction	ligand	receptor	ligand_genes	receptor_genes	ligand_class	prob_high	prob_low	delta_prob	pval_high	pval_low	sig_high	sig_low	contrast	dataset	kept_split
TNFSF12_TNFRSF12A	TWEAK	Secreted Signaling	incoming	TNFSF12	TNFRSF12A	TNFSF12	TNFRSF12A	other	0.0170234704637519	0.0086424342820516	0.0083810361817002	0.0099009900990099	1.0	True	False	incoming	GSE207422	median_post (12 post)
SEMA4D_PLXNB1	SEMA4	Cell-Cell Contact	incoming	SEMA4D	PLXNB1	SEMA4D	PLXNB1	other	0.0611945788247613	0.0538372194447718	0.0073573593799894	0.0495049504950495	0.9603960396039604	True	False	incoming	GSE207422	median_post (12 post)
IL16_CD4	IL16	Secreted Signaling	incoming	IL16	CD4	IL16	CD4	other	0.0057347460424536	0.0	0.0057347460424536	0.0099009900990099	1.0	True	False	incoming	GSE207422	median_post (12 post)
HLA-DQB1_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DQB1	CD4	HLA-DQB1	CD4	other	0.0051752478612865	0.0	0.0051752478612865	0.0099009900990099	1.0	True	False	incoming	GSE207422	median_post (12 post)
HLA-DRB5_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DRB5	CD4	HLA-DRB5	CD4	other	0.0035666984000132	0.0	0.0035666984000132	0.0099009900990099	1.0	True	False	incoming	GSE207422	median_post (12 post)
TGFB1_ACVR1B_TGFBR2	TGFb	Secreted Signaling	incoming	TGFB1	ACVR1B_TGFbR2	TGFB1	TGFBR2|ACVR1B	inhibitory	0.0080209402658899	0.0050427019182249	0.002978238347665	0.0099009900990099	1.0	True	False	incoming	GSE207422	median_post (12 post)
HLA-DMA_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DMA	CD4	HLA-DMA	CD4	other	0.0018134602000667	0.0	0.0018134602000667	0.0099009900990099	1.0	True	False	incoming	GSE207422	median_post (12 post)
HLA-DRB3_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DRB3	CD4	HLA-DRB3	CD4	other	0.0015264405301427	0.0	0.0015264405301427	0.0099009900990099	1.0	True	False	incoming	GSE207422	median_post (12 post)
GRN_SORT1	GRN	Secreted Signaling	incoming	GRN	SORT1	GRN	SORT1	other	0.0017083242570875	0.0011622679388427	0.0005460563182448	0.0099009900990099	1.0	True	False	incoming	GSE207422	median_post (12 post)
CD40LG_CD40	CD40	Cell-Cell Contact	incoming	CD40LG	CD40	CD40LG	CD40	other	0.0004999065083104	0.0006843545072144	-0.0001844479989039	1.0	0.0099009900990099	False	True	incoming	GSE207422	median_post (12 post)
CD40LG_ITGA5_ITGB1	CD40	Secreted Signaling	incoming	CD40LG	ITGA5_ITGB1	CD40LG	ITGA5|ITGB1	other	0.0	0.0005253010491036	-0.0005253010491036	1.0	0.0099009900990099	False	True	incoming	GSE207422	median_post (12 post)
TNFSF10_TNFRSF10B	TRAIL	Secreted Signaling	incoming	TNFSF10	TNFRSF10A	TNFSF10	TNFRSF10A	attack	0.0121997122288184	0.0137051523821848	-0.0015054401533664	0.9603960396039604	0.0495049504950495	False	True	incoming	GSE207422	median_post (12 post)
LGALS9_P4HB	GALECTIN	Secreted Signaling	incoming	LGALS9	P4HB	LGALS9	P4HB	inhibitory	0.054846860328682	0.0564436299762955	-0.0015967696476135	1.0	0.0099009900990099	False	True	incoming	GSE207422	median_post (12 post)
TNF_TNFRSF1A	TNF	Secreted Signaling	incoming	TNF	TNFRSF1A	TNF	TNFRSF1A	attack	0.0132321779180342	0.0148426854759391	-0.0016105075579048	1.0	0.0099009900990099	False	True	incoming	GSE207422	median_post (12 post)
TNFSF14_LTBR	LIGHT	Secreted Signaling	incoming	TNFSF14	LTBR	TNFSF14	LTBR	other	0.0314336829168306	0.0332673939367914	-0.0018337110199608	1.0	0.0099009900990099	False	True	incoming	GSE207422	median_post (12 post)
FASL_FAS	FASLG	Secreted Signaling	incoming	FASLG	FAS	FASLG	FAS	attack	0.0141273682410152	0.0166052689886614	-0.0024779007476462	0.9603960396039604	0.0495049504950495	False	True	incoming	GSE207422	median_post (12 post)
NAMPT_ITGA5_ITGB1	VISFATIN	Secreted Signaling	incoming	NAMPT	ITGA5_ITGB1	NAMPT	ITGA5|ITGB1	other	0.0	0.0034624498057861	-0.0034624498057861	1.0	0.0099009900990099	False	True	incoming	GSE207422	median_post (12 post)
LGALS9_CD44	GALECTIN	Secreted Signaling	incoming	LGALS9	CD44	LGALS9	CD44	inhibitory	0.0369539066185033	0.0407319014650256	-0.0037779948465222	1.0	0.0099009900990099	False	True	incoming	GSE207422	median_post (12 post)
CD96_PVR	CD96	Cell-Cell Contact	incoming	CD96	PVR	CD96	PVR	other	0.0222856085901712	0.0402323877640284	-0.0179467791738571	0.99009900990099	0.0198019801980198	False	True	incoming	GSE207422	median_post (12 post)
NECTIN2_TIGIT	NECTIN	Cell-Cell Contact	outgoing	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	0.3822893481702409	0.2864918688952674	0.0957974792749735	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-DRB1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DRB1	CD4	HLA-DRB1	CD4	other	0.294675252323127	0.2239912706260977	0.0706839816970293	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
GDF15_TGFBR2	GDF	Secreted Signaling	outgoing	GDF15	TGFBR2	GDF15	TGFBR2	other	0.1497098116787462	0.0849614551828366	0.0647483564959096	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
LAMC2_CD44	LAMININ	ECM-Receptor	outgoing	LAMC2	CD44	LAMC2	CD44	other	0.425030142538158	0.3695098225364511	0.0555203200017069	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
ICAM1_ITGAL_ITGB2	ICAM	Cell-Cell Contact	outgoing	ICAM1	ITGAL_ITGB2	ICAM1	ITGAL|ITGB2	other	0.1524446026896865	0.0982239476171534	0.054220655072533	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
ICAM1_ITGAL	ICAM	Cell-Cell Contact	outgoing	ICAM1	ITGAL	ICAM1	ITGAL	other	0.145866871487261	0.0937270301793317	0.0521398413079292	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-DQB1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DQB1	CD4	HLA-DQB1	CD4	other	0.0994720998940414	0.051989526701455	0.0474825731925863	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-DPA1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DPA1	CD4	HLA-DPA1	CD4	other	0.2574699678042617	0.2134966771884845	0.0439732906157772	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
ICAM1_SPN	ICAM	Cell-Cell Contact	outgoing	ICAM1	SPN	ICAM1	SPN	other	0.1193265068991679	0.0758312168037636	0.0434952900954043	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
CD55_ADGRE5	ADGRE	Cell-Cell Contact	outgoing	CD55	ADGRE5	CD55	ADGRE5	other	0.3357899621498365	0.2933936828770472	0.0423962792727892	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-DRA_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DRA	CD4	HLA-DRA	CD4	other	0.4032439759328839	0.362025112909081	0.0412188630238029	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
CDH1_ITGAE_ITGB7	CDH1	Cell-Cell Contact	outgoing	CDH1	ITGAE_ITGB7	CDH1	ITGAE|ITGB7	barrier|inhibitory	0.2530201792151019	0.2121325916861577	0.0408875875289441	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
LAMC2_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMC2	ITGA1_ITGB1	LAMC2	ITGB1|ITGA1	other	0.2284182470094764	0.1900897680635476	0.0383284789459288	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
CD99_CD99	CD99	Cell-Cell Contact	outgoing	CD99	CD99	CD99	CD99	other	0.691807742812046	0.6544762015078545	0.0373315413041915	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-DPB1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DPB1	CD4	HLA-DPB1	CD4	other	0.1990059578738872	0.1623850537739031	0.036620904099984	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-DRB5_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DRB5	CD4	HLA-DRB5	CD4	other	0.0346093110239887	0.0	0.0346093110239887	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-DMA_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DMA	CD4	HLA-DMA	CD4	other	0.0910810841160386	0.0569294845853699	0.0341515995306686	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
MDK_ITGA4_ITGB1	MK	Secreted Signaling	outgoing	MDK	ITGA4_ITGB1	MDK	ITGA4|ITGB1	other	0.5338672981805612	0.5072735102743391	0.0265937879062221	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
KLK6_F2R	KLK	Secreted Signaling	outgoing	KLK6	F2R	KLK6	F2R	other	0.0422176382213443	0.0162409388617902	0.025976699359554	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
MDK_NCL	MK	Secreted Signaling	outgoing	MDK	NCL	MDK	NCL	other	0.6930177627030887	0.669889404747418	0.0231283579556706	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
NECTIN2_CD226	NECTIN	Cell-Cell Contact	outgoing	NECTIN2	CD226	NECTIN2	CD226	barrier|inhibitory	0.0667247611494246	0.0443293925629949	0.0223953685864297	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-DMB_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DMB	CD4	HLA-DMB	CD4	other	0.0345287255059296	0.0133975779485895	0.0211311475573401	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-DQA1_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DQA1	CD4	HLA-DQA1	CD4	other	0.2181978140126317	0.1972899580234405	0.0209078559891912	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
CXCL16_CXCR6	CXCL	Secreted Signaling	outgoing	CXCL16	CXCR6	CXCL16	CXCR6	recruit	0.1448394996635509	0.1255337379297946	0.0193057617337562	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-DOA_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DOA	CD4	HLA-DOA	CD4	other	0.0185064912159165	0.0	0.0185064912159165	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
THBS1_CD47	THBS	ECM-Receptor	outgoing	THBS1	CD47	THBS1	CD47	other	0.0277401611489062	0.0122129156366208	0.0155272455122853	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-E_CD8B	MHC-I	Cell-Cell Contact	outgoing	HLA-E	CD8B	HLA-E	CD8B	inhibitory	0.4477865792472148	0.4342908918150887	0.0134956874321261	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-F_CD8A	MHC-I	Cell-Cell Contact	outgoing	HLA-F	CD8A	HLA-F	CD8A	inhibitory	0.59397670978288	0.5812464196516299	0.01273029013125	0.0495049504950495	0.9603960396039604	True	False	outgoing	GSE207422	median_post (12 post)
JAM1_ITGAL_ITGB2	JAM	Cell-Cell Contact	outgoing	F11R	ITGAL_ITGB2	F11R	ITGAL|ITGB2	barrier	0.6991537160592977	0.6882276404521704	0.0109260756071272	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-F_CD8B	MHC-I	Cell-Cell Contact	outgoing	HLA-F	CD8B	HLA-F	CD8B	inhibitory	0.2039990181230093	0.1956003523102518	0.0083986658127575	0.0495049504950495	0.9603960396039604	True	False	outgoing	GSE207422	median_post (12 post)
HLA-E_CD8A	MHC-I	Cell-Cell Contact	outgoing	HLA-E	CD8A	HLA-E	CD8A	inhibitory	0.8223421376135707	0.8142021450680809	0.0081399925454898	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
FN1_CD44	FN1	ECM-Receptor	outgoing	FN1	CD44	FN1	CD44	other	0.0024833278676789	0.0	0.0024833278676789	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
CDH1_KLRG1	CDH1	Cell-Cell Contact	outgoing	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	0.0115332258599901	0.0091894038298326	0.0023438220301575	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
TNFSF9_TNFRSF9	CD137	Secreted Signaling	outgoing	TNFSF9	TNFRSF9	TNFSF9	TNFRSF9	other	0.0016313803039411	0.0001922469094732	0.0014391333944678	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
FN1_ITGA4_ITGB1	FN1	ECM-Receptor	outgoing	FN1	ITGA4_ITGB1	FN1	ITGA4|ITGB1	other	0.0011028356814378	0.0	0.0011028356814378	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
FN1_ITGA4_ITGB7	FN1	ECM-Receptor	outgoing	FN1	ITGA4_ITGB7	FN1	ITGA4|ITGB7	other	0.0005132521804363	0.0	0.0005132521804363	0.0099009900990099	1.0	True	False	outgoing	GSE207422	median_post (12 post)
HLA-B_CD8A	MHC-I	Cell-Cell Contact	outgoing	HLA-B	CD8A	HLA-B	CD8A	other	0.8688857279200646	0.869903236401462	-0.0010175084813974	0.9504950495049505	0.0495049504950495	False	True	outgoing	GSE207422	median_post (12 post)
LAMB2_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMB2	ITGA1_ITGB1	LAMB2	ITGB1|ITGA1	other	0.0	0.0010899515346906	-0.0010899515346906	1.0	0.0396039603960396	False	True	outgoing	GSE207422	median_post (12 post)
CLEC2D_KLRB1	CLEC	Cell-Cell Contact	outgoing	CLEC2D	KLRB1	CLEC2D	KLRB1	other	0.0	0.0015451174345123	-0.0015451174345123	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
PVR_CD226	PVR	Cell-Cell Contact	outgoing	PVR	CD226	PVR	CD226	barrier|inhibitory	0.0020793526266817	0.0038174056630845	-0.0017380530364027	0.99009900990099	0.0198019801980198	False	True	outgoing	GSE207422	median_post (12 post)
HLA-B_CD8B	MHC-I	Cell-Cell Contact	outgoing	HLA-B	CD8B	HLA-B	CD8B	other	0.5372378080656685	0.53946490020798	-0.0022270921423115	0.9504950495049505	0.0495049504950495	False	True	outgoing	GSE207422	median_post (12 post)
LAMB2_CD44	LAMININ	ECM-Receptor	outgoing	LAMB2	CD44	LAMB2	CD44	other	0.0	0.0027172208134183	-0.0027172208134183	1.0	0.0396039603960396	False	True	outgoing	GSE207422	median_post (12 post)
HLA-DRB3_CD4	MHC-II	Cell-Cell Contact	outgoing	HLA-DRB3	CD4	HLA-DRB3	CD4	other	0.0038040269165987	0.0087506495344905	-0.0049466226178918	0.9801980198019802	0.0396039603960396	False	True	outgoing	GSE207422	median_post (12 post)
MIF_CD74_CD44	MIF	Secreted Signaling	outgoing	MIF	CD74_CD44	MIF	CD44|CD74	other	0.0	0.0061761322369416	-0.0061761322369416	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
CD274_PDCD1	PD-L1	Cell-Cell Contact	outgoing	CD274	PDCD1	CD274	PDCD1	inhibitory	0.0032836762292214	0.0096915927889999	-0.0064079165597785	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
HLA-A_CD8A	MHC-I	Cell-Cell Contact	outgoing	HLA-A	CD8A	HLA-A	CD8A	other	0.8652692408796789	0.8720749898314822	-0.0068057489518033	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
MIF_CD74_CXCR4	MIF	Secreted Signaling	outgoing	MIF	CD74_CXCR4	MIF	CD74|CXCR4	other	0.0	0.0090967153390686	-0.0090967153390686	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
ITGAV_ITGB1_ADGRE5	ADGRE	Cell-Cell Contact	outgoing	ITGAV_ITGB1	ADGRE5	ITGAV|ITGB1	ADGRE5	other	0.3107417042581072	0.3199150342827129	-0.0091733300246057	0.9702970297029704	0.0396039603960396	False	True	outgoing	GSE207422	median_post (12 post)
IGFBP3_TMEM219	IGFBP	Secreted Signaling	outgoing	IGFBP3	TMEM219	IGFBP3	TMEM219	other	0.0123830206353049	0.0220189515882601	-0.0096359309529552	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
LPAR1_ADGRE5	ADGRE	Cell-Cell Contact	outgoing	LPAR1	ADGRE5	LPAR1	ADGRE5	other	0.0316394839074369	0.0431954073520595	-0.0115559234446225	0.99009900990099	0.0198019801980198	False	True	outgoing	GSE207422	median_post (12 post)
LAMB3_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMB3	ITGA1_ITGB1	LAMB3	ITGB1|ITGA1	other	0.1190334912638237	0.1331634100125727	-0.014129918748749	0.9603960396039604	0.0495049504950495	False	True	outgoing	GSE207422	median_post (12 post)
PVR_TIGIT	PVR	Cell-Cell Contact	outgoing	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	0.0177173366998305	0.0321060560288924	-0.0143887193290619	0.99009900990099	0.0198019801980198	False	True	outgoing	GSE207422	median_post (12 post)
LPAR2_ADGRE5	ADGRE	Cell-Cell Contact	outgoing	LPAR2	ADGRE5	LPAR2	ADGRE5	other	0.0388416719899666	0.0533387220702711	-0.0144970500803044	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
HLA-A_CD8B	MHC-I	Cell-Cell Contact	outgoing	HLA-A	CD8B	HLA-A	CD8B	other	0.5294278211099177	0.5442629159829985	-0.0148350948730807	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
PPIA_BSG	CypA	Secreted Signaling	outgoing	PPIA	BSG	PPIA	BSG	other	0.5306440173045823	0.5466570149614048	-0.0160129976568225	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
LAMA5_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMA5	ITGA1_ITGB1	LAMA5	ITGB1|ITGA1	other	0.1210534826273053	0.1428897411407537	-0.0218362585134484	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
LAMB3_CD44	LAMININ	ECM-Receptor	outgoing	LAMB3	CD44	LAMB3	CD44	other	0.2522764191264217	0.2772453979701199	-0.0249689788436982	0.9603960396039604	0.0495049504950495	False	True	outgoing	GSE207422	median_post (12 post)
SPP1_ITGA4_ITGB1	SPP1	Secreted Signaling	outgoing	SPP1	ITGA4_ITGB1	SPP1	ITGA4|ITGB1	other	0.1965729404342822	0.2222385851815894	-0.0256656447473072	0.99009900990099	0.0198019801980198	False	True	outgoing	GSE207422	median_post (12 post)
LAMA3_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMA3	ITGA1_ITGB1	LAMA3	ITGB1|ITGA1	other	0.0693219739743182	0.0998457167240105	-0.0305237427496923	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
SPP1_CD44	SPP1	Secreted Signaling	outgoing	SPP1	CD44	SPP1	CD44	other	0.3555445629944828	0.3918433058362913	-0.0362987428418085	0.99009900990099	0.0198019801980198	False	True	outgoing	GSE207422	median_post (12 post)
LAMA5_CD44	LAMININ	ECM-Receptor	outgoing	LAMA5	CD44	LAMA5	CD44	other	0.2559007298803336	0.2939271367412425	-0.0380264068609089	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
LAMB1_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMB1	ITGA1_ITGB1	LAMB1	ITGB1|ITGA1	other	0.0077117092352062	0.0542178138028371	-0.0465061045676308	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
LAMC1_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMC1	ITGA1_ITGB1	LAMC1	ITGB1|ITGA1	other	0.0931572427111104	0.1398088726165907	-0.0466516299054803	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
COL4A5_ITGA1_ITGB1	COLLAGEN	ECM-Receptor	outgoing	COL4A5	ITGA1_ITGB1	COL4A5	ITGB1|ITGA1	other	0.0749283810917807	0.1230014694181707	-0.04807308832639	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
LAMA3_CD44	LAMININ	ECM-Receptor	outgoing	LAMA3	CD44	LAMA3	CD44	other	0.1568249066539005	0.2168984222228907	-0.0600735155689902	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
LAMC1_CD44	LAMININ	ECM-Receptor	outgoing	LAMC1	CD44	LAMC1	CD44	other	0.2041471121737989	0.2886865749431528	-0.0845394627693539	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
COL4A5_CD44	COLLAGEN	ECM-Receptor	outgoing	COL4A5	CD44	COL4A5	CD44	other	0.168228906803122	0.2593783152640893	-0.0911494084609673	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
LAMB1_CD44	LAMININ	ECM-Receptor	outgoing	LAMB1	CD44	LAMB1	CD44	other	0.0190366862874148	0.1252204603501117	-0.1061837740626969	1.0	0.0099009900990099	False	True	outgoing	GSE207422	median_post (12 post)
