interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	pair_origin	method	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_prop_high	receptor_prop_high	detected_high	score_high	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_prop_low	receptor_prop_low	detected_low	score_low	delta	pass_either	cohort	patient	destination	rule
LAMB3_CD44	LAMININ	ECM-Receptor	LAMB3	CD44	LAMB3	CD44	other	cellchatdb_v2	cellchat	593	611	0.08863601833581924	0.6545048356056213	0.27318719029426575	0.4058919847011566	True	0.10396305019279656	593	611	0.00022313169029075652	0.6545048356056213	0.10118044167757034	0.4058919847011566	True	0.0002919962538286606	0.1036710539389679	True	GSE131907	P1006	TNK	median
LAMC1_CD44	LAMININ	ECM-Receptor	LAMC1	CD44	LAMC1	CD44	other	cellchatdb_v2	cellchat	593	611	0.2875353693962097	0.6545048356056213	0.4772343933582306	0.4058919847011566	True	0.27345993124354273	593	611	0.14183378219604492	0.6545048356056213	0.2883642613887787	0.4058919847011566	True	0.15658916712842888	0.11687076411511385	True	GSE131907	P1006	TNK	median
LAMC2_CD44	LAMININ	ECM-Receptor	LAMC2	CD44	LAMC2	CD44	other	cellchatdb_v2	cellchat	593	611	0.0918317511677742	0.6545048356056213	0.29342326521873474	0.4058919847011566	True	0.10730916098500753	593	611	0.017774702981114388	0.6545048356056213	0.15008431673049927	0.4058919847011566	True	0.02273820247925327	0.08457095850575426	True	GSE131907	P1006	TNK	median
THBS3_CD47	THBS	ECM-Receptor	THBS3	CD47	THBS3	CD47	other	cellchatdb_v2	cellchat	593	611	0.002468721242621541	0.44057703018188477	0.11635750532150269	0.3158756196498871	True	0.0021706019847997837	593	611	0.0	0.44057703018188477	0.06913996487855911	0.3158756196498871	False	0.0	0.0021706019847997837	True	GSE131907	P1006	TNK	median
CD99_CD99	CD99	Cell-Cell Contact	CD99	CD99	CD99	CD99	other	cellchatdb_v2	cellchat	593	611	1.0412975549697876	1.1305663585662842	0.7807757258415222	0.5826513767242432	True	0.7018940433067097	593	611	0.6339622735977173	1.1305663585662842	0.5278246402740479	0.5826513767242432	True	0.5890646551390261	0.11282938816768362	True	GSE131907	P1006	TNK	median
CDH1_KLRG1	CDH1	Cell-Cell Contact	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	cellchatdb_v2	cellchat	593	611	0.9841481447219849	0.15207356214523315	0.7403035163879395	0.18003273010253906	True	0.2303701054971774	593	611	0.5433921217918396	0.15207356214523315	0.4536256194114685	0.18003273010253906	True	0.1418306383318296	0.0885394671653478	True	GSE131907	P1006	TNK	median
CLEC2L_KLRB1	CLEC	Cell-Cell Contact	CLEC2L	KLRB1	CLEC2L	KLRB1	other	cellchatdb_v2	cellchat	593	611	0.02956356108188629	0.6663809418678284	0.20067453384399414	0.32896891236305237	True	0.037907583555491606	593	611	0.00572276720777154	0.6663809418678284	0.12141652405261993	0.32896891236305237	True	0.007569353890889637	0.03033822966460197	True	GSE131907	P1006	TNK	median
ICAM1_ITGAL	ICAM	Cell-Cell Contact	ICAM1	ITGAL	ICAM1	ITGAL	other	cellchatdb_v2	cellchat	593	611	0.4717133343219757	0.04013127088546753	0.5278246402740479	0.12602292001247406	True	0.03647975445587567	593	611	0.10052920877933502	0.04013127088546753	0.23777402937412262	0.12602292001247406	True	0.008004146523124844	0.02847560793275082	True	GSE131907	P1006	TNK	median
ICAM1_SPN	ICAM	Cell-Cell Contact	ICAM1	SPN	ICAM1	SPN	other	cellchatdb_v2	cellchat	593	611	0.4717133343219757	0.273985356092453	0.5278246402740479	0.23895253241062164	True	0.20539384490836893	593	611	0.10052920877933502	0.273985356092453	0.23777402937412262	0.23895253241062164	True	0.05221091614845297	0.15318292875991596	True	GSE131907	P1006	TNK	median
HLA-A_CD8A	MHC-I	Cell-Cell Contact	HLA-A	CD8A	HLA-A	CD8A	other	cellchatdb_v2	cellchat	593	611	0.05712655186653137	0.25982779264450073	0.2445193976163864	0.22094926238059998	True	0.028830272478677126	593	611	0.03511923924088478	0.25982779264450073	0.1753794252872467	0.22094926238059998	True	0.01792281900985221	0.010907453468824917	True	GSE131907	P1006	TNK	median
HLA-B_CD8A	MHC-I	Cell-Cell Contact	HLA-B	CD8A	HLA-B	CD8A	other	cellchatdb_v2	cellchat	593	611	0.1275041550397873	0.25982779264450073	0.35244518518447876	0.22094926238059998	True	0.06214089930186503	593	611	0.06117662414908409	0.25982779264450073	0.21416525542736053	0.22094926238059998	True	0.0308112605928421	0.03132963870902293	True	GSE131907	P1006	TNK	median
HLA-C_CD8A	MHC-I	Cell-Cell Contact	HLA-C	CD8A	HLA-C	CD8A	other	cellchatdb_v2	cellchat	593	611	0.05336694419384003	0.25982779264450073	0.23946036398410797	0.22094926238059998	True	0.026984096048619993	593	611	0.015269101597368717	0.25982779264450073	0.14333894848823547	0.22094926238059998	True	0.007872210503980785	0.019111885544639207	True	GSE131907	P1006	TNK	median
HLA-E_CD8A	MHC-I	Cell-Cell Contact	HLA-E	CD8A	HLA-E	CD8A	inhibitory	cellchatdb_v2	cellchat	593	611	0.6360262036323547	0.25982779264450073	0.6458684802055359	0.22094926238059998	True	0.24841108604272324	593	611	0.25118309259414673	0.25982779264450073	0.34569981694221497	0.22094926238059998	True	0.11545810145595296	0.1329529845867703	True	GSE131907	P1006	TNK	median
HLA-A_CD8B	MHC-I	Cell-Cell Contact	HLA-A	CD8B	HLA-A	CD8B	other	cellchatdb_v2	cellchat	593	611	0.05712655186653137	0.207258403301239	0.2445193976163864	0.199672669172287	True	0.02313214852146293	593	611	0.03511923924088478	0.207258403301239	0.1753794252872467	0.199672669172287	True	0.014348634440767553	0.008783514080695377	True	GSE131907	P1006	TNK	median
HLA-B_CD8B	MHC-I	Cell-Cell Contact	HLA-B	CD8B	HLA-B	CD8B	other	cellchatdb_v2	cellchat	593	611	0.1275041550397873	0.207258403301239	0.35244518518447876	0.199672669172287	True	0.05019944331602658	593	611	0.06117662414908409	0.207258403301239	0.21416525542736053	0.199672669172287	True	0.024731577270871122	0.02546786604515546	True	GSE131907	P1006	TNK	median
HLA-C_CD8B	MHC-I	Cell-Cell Contact	HLA-C	CD8B	HLA-C	CD8B	other	cellchatdb_v2	cellchat	593	611	0.05336694419384003	0.207258403301239	0.23946036398410797	0.199672669172287	True	0.021642725827996784	593	611	0.015269101597368717	0.207258403301239	0.14333894848823547	0.199672669172287	True	0.006289491162235756	0.015353234665761026	True	GSE131907	P1006	TNK	median
HLA-E_CD8B	MHC-I	Cell-Cell Contact	HLA-E	CD8B	HLA-E	CD8B	inhibitory	cellchatdb_v2	cellchat	593	611	0.6360262036323547	0.207258403301239	0.6458684802055359	0.199672669172287	True	0.20863759457233375	593	611	0.25118309259414673	0.207258403301239	0.34569981694221497	0.199672669172287	True	0.09430102694458464	0.1143365676277491	True	GSE131907	P1006	TNK	median
PVR_TIGIT	PVR	Cell-Cell Contact	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	cellchatdb_v2	cellchat	593	611	0.01525578461587429	0.10818996280431747	0.16694772243499756	0.15548281371593475	True	0.0032901844914420496	593	611	0.0	0.10818996280431747	0.09780775755643845	0.15548281371593475	False	0.0	0.0032901844914420496	True	GSE131907	P1006	TNK	median
CD55_ADGRE5	ADGRE	Cell-Cell Contact	CD55	ADGRE5	CD55	ADGRE5	other	cellchatdb_v2	cellchat	593	611	1.316772222518921	0.14475786685943604	0.8347386121749878	0.18166939914226532	True	0.27600566447931707	593	611	0.8122736811637878	0.14475786685943604	0.5666104555130005	0.18166939914226532	True	0.19039222965150263	0.08561343482781444	True	GSE131907	P1006	TNK	median
LPAR1_ADGRE5	ADGRE	Cell-Cell Contact	LPAR1	ADGRE5	LPAR1	ADGRE5	other	cellchatdb_v2	cellchat	593	611	0.021188000217080116	0.14475786685943604	0.17369309067726135	0.18166939914226532	True	0.006096859709722624	593	611	0.0	0.14475786685943604	0.0860033705830574	0.18166939914226532	False	0.0	0.006096859709722624	True	GSE131907	P1006	TNK	median
LPAR2_ADGRE5	ADGRE	Cell-Cell Contact	LPAR2	ADGRE5	LPAR2	ADGRE5	other	cellchatdb_v2	cellchat	593	611	0.03598899766802788	0.14475786685943604	0.21585160493850708	0.18166939914226532	True	0.010311937063872218	593	611	0.0	0.14475786685943604	0.0893760547041893	0.18166939914226532	False	0.0	0.010311937063872218	True	GSE131907	P1006	TNK	median
SFTPD_ADGRE5	ADGRE	Cell-Cell Contact	SFTPD	ADGRE5	SFTPD	ADGRE5	other	cellchatdb_v2	cellchat	593	611	0.029048634693026543	0.14475786685943604	0.18718381226062775	0.18166939914226532	True	0.008339897938225404	593	611	0.0	0.14475786685943604	0.08768971264362335	0.18166939914226532	False	0.0	0.008339897938225404	True	GSE131907	P1006	TNK	median
IGFBP3_TMEM219	IGFBP	Secreted Signaling	IGFBP3	TMEM219	IGFBP3	TMEM219	other	cellchatdb_v2	cellchat	593	611	0.013754037208855152	0.218397855758667	0.14333894848823547	0.22094926238059998	True	0.005971827494153778	593	611	0.0	0.218397855758667	0.08431702852249146	0.22094926238059998	False	0.0	0.005971827494153778	True	GSE131907	P1006	TNK	median
PPIA_BSG	CypA	Secreted Signaling	PPIA	BSG	PPIA	BSG	other	cellchatdb_v2	cellchat	593	611	2.1688039302825928	0.3209485709667206	0.9443507790565491	0.26677578687667847	True	0.5819658468194077	593	611	2.408440589904785	0.3209485709667206	0.8937605619430542	0.26677578687667847	True	0.607222569119255	-0.025256722299847323	True	GSE131907	P1006	TNK	median
HLA-A_CD8A	MHC_I	curated_overlay	HLA-A	CD8A	HLA-A	CD8A	other	curated_overlay	liana_cpdb	593	611	0.14192768931388855	0.451293408870697	0.2445193976163864	0.22094926238059998	True	0.2966105490922928	593	611	0.1661430150270462	0.451293408870697	0.1753794252872467	0.22094926238059998	True	0.3087182119488716	-0.012107662856578827	True	GSE131907	P1006	TNK	median
HLA-A_CD8B	MHC_I	curated_overlay	HLA-A	CD8B	HLA-A	CD8B	other	curated_overlay	liana_cpdb	593	611	0.14192768931388855	0.405575156211853	0.2445193976163864	0.199672669172287	True	0.2737514227628708	593	611	0.1661430150270462	0.405575156211853	0.1753794252872467	0.199672669172287	True	0.2858590856194496	-0.012107662856578827	True	GSE131907	P1006	TNK	median
HLA-B_CD8A	MHC_I	curated_overlay	HLA-B	CD8A	HLA-B	CD8A	other	curated_overlay	liana_cpdb	593	611	0.22264771163463593	0.451293408870697	0.35244518518447876	0.22094926238059998	True	0.3369705602526665	593	611	0.19963771104812622	0.451293408870697	0.21416525542736053	0.22094926238059998	True	0.3254655599594116	0.011505000293254852	True	GSE131907	P1006	TNK	median
HLA-B_CD8B	MHC_I	curated_overlay	HLA-B	CD8B	HLA-B	CD8B	other	curated_overlay	liana_cpdb	593	611	0.22264771163463593	0.405575156211853	0.35244518518447876	0.199672669172287	True	0.3141114339232445	593	611	0.19963771104812622	0.405575156211853	0.21416525542736053	0.199672669172287	True	0.3026064336299896	0.011505000293254852	True	GSE131907	P1006	TNK	median
HLA-C_CD8A	MHC_I	curated_overlay	HLA-C	CD8A	HLA-C	CD8A	other	curated_overlay	liana_cpdb	593	611	0.1518416702747345	0.451293408870697	0.23946036398410797	0.22094926238059998	True	0.30156753957271576	593	611	0.12918497622013092	0.451293408870697	0.14333894848823547	0.22094926238059998	True	0.29023919254541397	0.011328347027301788	True	GSE131907	P1006	TNK	median
HLA-C_CD8B	MHC_I	curated_overlay	HLA-C	CD8B	HLA-C	CD8B	other	curated_overlay	liana_cpdb	593	611	0.1518416702747345	0.405575156211853	0.23946036398410797	0.199672669172287	True	0.27870841324329376	593	611	0.12918497622013092	0.405575156211853	0.14333894848823547	0.199672669172287	True	0.267380066215992	0.011328347027301788	True	GSE131907	P1006	TNK	median
HLA-E_KLRD1	MHC_I	curated_overlay	HLA-E	KLRD1	HLA-E	KLRD1	inhibitory	curated_overlay	liana_cpdb	593	611	0.7142465710639954	0.6884859204292297	0.6458684802055359	0.30114567279815674	True	0.7013662457466125	593	611	0.38142266869544983	0.6884859204292297	0.34569981694221497	0.30114567279815674	True	0.5349542945623398	0.16641195118427277	True	GSE131907	P1006	TNK	median
CEACAM5_CD8A	MHC_I_partial	Adhesion by CEAM	CEACAM5	CD8A	CEACAM5	CD8A	barrier	cellphonedb_v5_interactors	liana_cpdb	593	611	0.05993131175637245	0.451293408870697	0.10792580246925354	0.22094926238059998	True	0.25561236031353474	593	611	0.04858623445034027	0.451293408870697	0.07082630693912506	0.22094926238059998	False	0.0	0.25561236031353474	True	GSE131907	P1006	TNK	median
ALCAM_CD6	other		ALCAM	CD6	ALCAM	CD6	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.1934528350830078	0.3029805123806	0.26981449127197266	0.17184942960739136	True	0.2482166737318039	593	611	0.12466101348400116	0.3029805123806	0.13659359514713287	0.17184942960739136	True	0.21382076293230057	0.034395910799503326	True	GSE131907	P1006	TNK	median
CD320_JAML	other		CD320	JAML	CD320	JAML	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.13812215626239777	0.2206781804561615	0.2546374499797821	0.1325695514678955	True	0.17940016835927963	593	611	0.13693785667419434	0.2206781804561615	0.1888701468706131	0.1325695514678955	True	0.17880801856517792	0.0005921497941017151	True	GSE131907	P1006	TNK	median
CD55_ADGRE5	other		CD55	ADGRE5	CD55	ADGRE5	other	cellphonedb_v5_interactors	liana_cpdb	593	611	1.3103656768798828	0.3151639401912689	0.8347386121749878	0.18166939914226532	True	0.8127648085355759	593	611	0.8966537117958069	0.3151639401912689	0.5666104555130005	0.18166939914226532	True	0.6059088259935379	0.20685598254203796	True	GSE131907	P1006	TNK	median
CD58_CD2	other		CD58	CD2	CD58	CD2	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.05295984819531441	1.1729352474212646	0.10623946040868759	0.5859246850013733	True	0.6129475478082895	593	611	0.025083374232053757	1.1729352474212646	0.04890387877821922	0.5859246850013733	False	0.0	0.6129475478082895	True	GSE131907	P1006	TNK	median
CDH1_KLRG1	other	Adhesion by Cadherin	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	cellphonedb_v5_interactors	liana_cpdb	593	611	0.9898881316184998	0.3354471027851105	0.7403035163879395	0.18003273010253906	True	0.6626676172018051	593	611	0.6437909007072449	0.3354471027851105	0.4536256194114685	0.18003273010253906	True	0.4896190017461777	0.17304861545562744	True	GSE131907	P1006	TNK	median
DHCR24_RORA	other	Signaling by Cholesterol/Desmosterol	DHCR24	RORA	DHCR24	RORA	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.6292543411254883	0.6004334688186646	0.6121416687965393	0.3273322284221649	True	0.6148439049720764	593	611	0.4382179081439972	0.6004334688186646	0.364249587059021	0.3273322284221649	True	0.5193256884813309	0.09551821649074554	True	GSE131907	P1006	TNK	median
DHCR7_RORA	other	Signaling by Cholesterol/Desmosterol	DHCR7	RORA	DHCR7	RORA	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.14992159605026245	0.6004334688186646	0.2715008556842804	0.3273322284221649	True	0.3751775324344635	593	611	0.15291163325309753	0.6004334688186646	0.1888701468706131	0.3273322284221649	True	0.37667255103588104	-0.0014950186014175415	True	GSE131907	P1006	TNK	median
F11R_ITGAL+ITGB2	other	Adhesion by Prothrombin	F11R	ITGAL+ITGB2	F11R	ITGAL|ITGB2	barrier	cellphonedb_v5_interactors	liana_cpdb	593	611	0.5775768160820007	0.21322427690029144	0.610455334186554	0.12602292001247406	True	0.3954005464911461	593	611	0.33775943517684937	0.21322427690029144	0.3507588505744934	0.12602292001247406	True	0.2754918560385704	0.11990869045257568	True	GSE131907	P1006	TNK	median
ICAM1_ITGAL	other	Adhesion by ICAM	ICAM1	ITGAL	ICAM1	ITGAL	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.5670831203460693	0.21322427690029144	0.5278246402740479	0.12602292001247406	True	0.3901536986231804	593	611	0.23740825057029724	0.21322427690029144	0.23777402937412262	0.12602292001247406	True	0.22531626373529434	0.16483743488788605	True	GSE131907	P1006	TNK	median
ICAM1_ITGAL+ITGB2	other	Adhesion by ICAM	ICAM1	ITGAL+ITGB2	ICAM1	ITGAL|ITGB2	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.5670831203460693	0.21322427690029144	0.5278246402740479	0.12602292001247406	True	0.3901536986231804	593	611	0.23740825057029724	0.21322427690029144	0.23777402937412262	0.12602292001247406	True	0.22531626373529434	0.16483743488788605	True	GSE131907	P1006	TNK	median
ICAM1_SPN	other	Adhesion by ICAM	ICAM1	SPN	ICAM1	SPN	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.5670831203460693	0.4277150332927704	0.5278246402740479	0.23895253241062164	True	0.49739907681941986	593	611	0.23740825057029724	0.4277150332927704	0.23777402937412262	0.23895253241062164	True	0.3325616419315338	0.16483743488788605	True	GSE131907	P1006	TNK	median
ICAM3_ITGAL+ITGB2	other	Adhesion by ICAM	ICAM3	ITGAL+ITGB2	ICAM3	ITGAL|ITGB2	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.09814514219760895	0.21322427690029144	0.19055649638175964	0.12602292001247406	True	0.1556847095489502	593	611	0.07658572494983673	0.21322427690029144	0.10961214452981949	0.12602292001247406	True	0.1449050009250641	0.010779708623886108	True	GSE131907	P1006	TNK	median
ICAM4_ITGAL+ITGB2	other	Adhesion by ICAM	ICAM4	ITGAL+ITGB2	ICAM4	ITGAL|ITGB2	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.7253048419952393	0.21322427690029144	0.5699831247329712	0.12602292001247406	True	0.46926455944776535	593	611	0.3394264876842499	0.21322427690029144	0.2883642613887787	0.12602292001247406	True	0.27632538229227066	0.1929391771554947	True	GSE131907	P1006	TNK	median
IGFBP3_TMEM219	other	Signaling by Insulin-like growth factor	IGFBP3	TMEM219	IGFBP3	TMEM219	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.13348807394504547	0.37491774559020996	0.14333894848823547	0.22094926238059998	True	0.2542029097676277	593	611	0.07905785739421844	0.37491774559020996	0.08431702852249146	0.22094926238059998	False	0.0	0.2542029097676277	True	GSE131907	P1006	TNK	median
ITGAV+ITGB1_ADGRE5	other	Signaling by Integrin	ITGAV+ITGB1	ADGRE5	ITGAV|ITGB1	ADGRE5	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.21120165288448334	0.3151639401912689	0.3473861813545227	0.18166939914226532	True	0.26318279653787613	593	611	0.1630418598651886	0.3151639401912689	0.21247892081737518	0.18166939914226532	True	0.23910290002822876	0.02407989650964737	True	GSE131907	P1006	TNK	median
LPAR1_ADGRE5	other	Signaling by Lysophosphatidic acid receptor	LPAR1	ADGRE5	LPAR1	ADGRE5	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.08330057561397552	0.3151639401912689	0.17369309067726135	0.18166939914226532	True	0.19923225790262222	593	611	0.04479920491576195	0.3151639401912689	0.0860033705830574	0.18166939914226532	False	0.0	0.19923225790262222	True	GSE131907	P1006	TNK	median
LPAR2_ADGRE5	other	Signaling by Lysophosphatidic acid receptor	LPAR2	ADGRE5	LPAR2	ADGRE5	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.1041228324174881	0.3151639401912689	0.21585160493850708	0.18166939914226532	True	0.2096433863043785	593	611	0.05343655124306679	0.3151639401912689	0.0893760547041893	0.18166939914226532	False	0.0	0.2096433863043785	True	GSE131907	P1006	TNK	median
PPIA_BSG	other		PPIA	BSG	PPIA	BSG	other	cellphonedb_v5_interactors	liana_cpdb	593	611	2.101418972015381	0.46055901050567627	0.9443507790565491	0.26677578687667847	True	1.2809889912605286	593	611	2.2911856174468994	0.46055901050567627	0.8937605619430542	0.26677578687667847	True	1.3758723139762878	-0.09488332271575928	True	GSE131907	P1006	TNK	median
PTGES2_PTGER2	other	Signaling by Prostaglandin	PTGES2	PTGER2	PTGES2	PTGER2	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.215070441365242	0.25940951704978943	0.3507588505744934	0.15057283639907837	True	0.23723997920751572	593	611	0.1957361251115799	0.25940951704978943	0.23102866113185883	0.15057283639907837	True	0.22757282108068466	0.009667158126831055	True	GSE131907	P1006	TNK	median
PTGES2_PTGER4	other	Signaling by Prostaglandin	PTGES2	PTGER4	PTGES2	PTGER4	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.215070441365242	0.22389446198940277	0.3507588505744934	0.13093289732933044	True	0.2194824516773224	593	611	0.1957361251115799	0.22389446198940277	0.23102866113185883	0.13093289732933044	True	0.20981529355049133	0.009667158126831055	True	GSE131907	P1006	TNK	median
PTGES3_PTGER2	other	Signaling by Prostaglandin	PTGES3	PTGER2	PTGES3	PTGER2	other	cellphonedb_v5_interactors	liana_cpdb	593	611	0.9535249471664429	0.25940951704978943	0.7723439931869507	0.15057283639907837	True	0.6064672321081161	593	611	0.9836312532424927	0.25940951704978943	0.6205733418464661	0.15057283639907837	True	0.621520385146141	-0.015053153038024902	True	GSE131907	P1006	TNK	median
