interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	pair_origin	method	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_prop_high	receptor_prop_high	detected_high	score_high	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_prop_low	receptor_prop_low	detected_low	score_low	delta	pass_either	cohort	patient	destination	rule
FN1_CD44	FN1	ECM-Receptor	FN1	CD44	FN1	CD44	other	cellchatdb_v2	cellchat	68	809	0.20901739597320557	1.2287440299987793	0.45588234066963196	0.6637824177742004	True	0.3393486759215758	68	809	0.10503119975328445	1.2287440299987793	0.27941176295280457	0.6637824177742004	True	0.20515878611296298	0.13418988980861282	True	GSE131907	P1011	TNK	tertile
COL1A1_CD44	COLLAGEN	ECM-Receptor	COL1A1	CD44	COL1A1	CD44	other	cellchatdb_v2	cellchat	68	809	0.13593502342700958	1.2287440299987793	0.3970588147640228	0.6637824177742004	True	0.250407795216765	68	809	0.004342739004641771	1.2287440299987793	0.10294117778539658	0.6637824177742004	True	0.010559535468284972	0.23984825974848	True	GSE131907	P1011	TNK	tertile
COL4A4_CD44	COLLAGEN	ECM-Receptor	COL4A4	CD44	COL4A4	CD44	other	cellchatdb_v2	cellchat	68	809	0.07536740601062775	1.2287440299987793	0.27941176295280457	0.6637824177742004	True	0.15627086938615867	68	809	0.0	1.2287440299987793	0.0	0.6637824177742004	False	0.0	0.15627086938615867	True	GSE131907	P1011	TNK	tertile
COL6A1_CD44	COLLAGEN	ECM-Receptor	COL6A1	CD44	COL6A1	CD44	other	cellchatdb_v2	cellchat	68	809	0.07500672340393066	1.2287440299987793	0.27941176295280457	0.6637824177742004	True	0.15563940681107594	68	809	0.01867910660803318	1.2287440299987793	0.14705882966518402	0.6637824177742004	True	0.04388901413613534	0.1117503926749406	True	GSE131907	P1011	TNK	tertile
COL6A2_CD44	COLLAGEN	ECM-Receptor	COL6A2	CD44	COL6A2	CD44	other	cellchatdb_v2	cellchat	68	809	0.1344389021396637	1.2287440299987793	0.38235294818878174	0.6637824177742004	True	0.24833619035753712	68	809	0.01602107845246792	1.2287440299987793	0.13235294818878174	0.6637824177742004	True	0.037880204408225454	0.21045598594931167	True	GSE131907	P1011	TNK	tertile
LAMA3_CD44	LAMININ	ECM-Receptor	LAMA3	CD44	LAMA3	CD44	other	cellchatdb_v2	cellchat	68	809	0.0021140375174582005	1.2287440299987793	0.10294117778539658	0.6637824177742004	True	0.005168371122400595	68	809	0.0	1.2287440299987793	0.04411764815449715	0.6637824177742004	False	0.0	0.005168371122400595	True	GSE131907	P1011	TNK	tertile
LAMA5_CD44	LAMININ	ECM-Receptor	LAMA5	CD44	LAMA5	CD44	other	cellchatdb_v2	cellchat	68	809	0.21744880080223083	1.2287440299987793	0.45588234066963196	0.6637824177742004	True	0.3482700418473846	68	809	0.04427062347531319	1.2287440299987793	0.1764705926179886	0.6637824177742004	True	0.09811964777340024	0.2501503940739843	True	GSE131907	P1011	TNK	tertile
LAMB2_CD44	LAMININ	ECM-Receptor	LAMB2	CD44	LAMB2	CD44	other	cellchatdb_v2	cellchat	68	809	0.010234540328383446	1.2287440299987793	0.13235294818878174	0.6637824177742004	True	0.02453419472991478	68	809	0.00405513122677803	1.2287440299987793	0.10294117778539658	0.6637824177742004	True	0.009867106547090698	0.014667088182824082	True	GSE131907	P1011	TNK	tertile
LAMB3_CD44	LAMININ	ECM-Receptor	LAMB3	CD44	LAMB3	CD44	other	cellchatdb_v2	cellchat	68	809	0.6227299571037292	1.2287440299987793	0.779411792755127	0.6637824177742004	True	0.604797979249073	68	809	0.10000579804182053	1.2287440299987793	0.2647058963775635	0.6637824177742004	True	0.1972791324218572	0.40751884682721573	True	GSE131907	P1011	TNK	tertile
LAMC1_CD44	LAMININ	ECM-Receptor	LAMC1	CD44	LAMC1	CD44	other	cellchatdb_v2	cellchat	68	809	0.14744944870471954	1.2287440299987793	0.4264705777168274	0.6637824177742004	True	0.26597706954900574	68	809	0.011817289516329765	1.2287440299987793	0.11764705926179886	0.6637824177742004	True	0.028221278045007122	0.23775579150399861	True	GSE131907	P1011	TNK	tertile
LAMC2_CD44	LAMININ	ECM-Receptor	LAMC2	CD44	LAMC2	CD44	other	cellchatdb_v2	cellchat	68	809	0.19233717024326324	1.2287440299987793	0.45588234066963196	0.6637824177742004	True	0.32095954091558493	68	809	0.011216257698833942	1.2287440299987793	0.11764705926179886	0.6637824177742004	True	0.026824435478436753	0.29413510543714816	True	GSE131907	P1011	TNK	tertile
THBS3_CD47	THBS	ECM-Receptor	THBS3	CD47	THBS3	CD47	other	cellchatdb_v2	cellchat	68	809	0.020519081503152847	0.34524160623550415	0.1617647111415863	0.30037084221839905	True	0.013970151076836398	68	809	0.0	0.34524160623550415	0.05882352963089943	0.30037084221839905	False	0.0	0.013970151076836398	True	GSE131907	P1011	TNK	tertile
APP_CD74	APP	Cell-Cell Contact	APP	CD74	APP	CD74	other	cellchatdb_v2	cellchat	68	809	0.8035730719566345	1.4369170665740967	0.8529411554336548	0.7181705832481384	True	0.6978245533838197	68	809	0.44536092877388	1.4369170665740967	0.4852941036224365	0.7181705832481384	True	0.5613830089451223	0.13644154443869738	True	GSE131907	P1011	TNK	tertile
CD99_CD99	CD99	Cell-Cell Contact	CD99	CD99	CD99	CD99	other	cellchatdb_v2	cellchat	68	809	0.9290313124656677	0.732037365436554	0.8382353186607361	0.483312726020813	True	0.5763019348503539	68	809	0.6661352515220642	0.732037365436554	0.5588235259056091	0.483312726020813	True	0.49374055483421725	0.08256138001613661	True	GSE131907	P1011	TNK	tertile
CDH1_KLRG1	CDH1	Cell-Cell Contact	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	cellchatdb_v2	cellchat	68	809	0.8379259705543518	0.02845139056444168	0.8088235259056091	0.11866501718759537	True	0.045510369223046014	68	809	0.25932008028030396	0.02845139056444168	0.3529411852359772	0.11866501718759537	True	0.01454145950301553	0.030968909720030482	True	GSE131907	P1011	TNK	tertile
CLEC2D_KLRB1	CLEC	Cell-Cell Contact	CLEC2D	KLRB1	CLEC2D	KLRB1	other	cellchatdb_v2	cellchat	68	809	0.019781993702054024	0.19303518533706665	0.14705882966518402	0.1903584599494934	True	0.007579356265937467	68	809	0.01977398619055748	0.19303518533706665	0.13235294818878174	0.1903584599494934	True	0.007576311478668037	3.0447872694299924e-06	True	GSE131907	P1011	TNK	tertile
CLEC2B_KLRB1	CLEC	Cell-Cell Contact	CLEC2B	KLRB1	CLEC2B	KLRB1	other	cellchatdb_v2	cellchat	68	809	0.540378749370575	0.19303518533706665	0.6911764740943909	0.1903584599494934	True	0.1726129759096757	68	809	0.36601418256759644	0.19303518533706665	0.3970588147640228	0.1903584599494934	True	0.12381173734895978	0.048801238560715915	True	GSE131907	P1011	TNK	tertile
CLEC2C_KLRB1	CLEC	Cell-Cell Contact	CD69	KLRB1	CD69	KLRB1	other	cellchatdb_v2	cellchat	68	809	0.11108000576496124	0.19303518533706665	0.3382352888584137	0.1903584599494934	True	0.041121227534815646	68	809	0.029912812635302544	0.19303518533706665	0.1617647111415863	0.1903584599494934	True	0.01141660654460907	0.029704620990206577	True	GSE131907	P1011	TNK	tertile
ICAM1_ITGAL	ICAM	Cell-Cell Contact	ICAM1	ITGAL	ICAM1	ITGAL	other	cellchatdb_v2	cellchat	68	809	0.4031997323036194	0.003995864652097225	0.5882353186607361	0.10259579867124557	True	0.0032119134857370164	68	809	0.026461856439709663	0.003995864652097225	0.14705882966518402	0.10259579867124557	True	0.0002114312809124153	0.003000482204824601	True	GSE131907	P1011	TNK	tertile
ICAM1_SPN	ICAM	Cell-Cell Contact	ICAM1	SPN	ICAM1	SPN	other	cellchatdb_v2	cellchat	68	809	0.4031997323036194	0.10171565413475037	0.5882353186607361	0.1681087762117386	True	0.07580561133816573	68	809	0.026461856439709663	0.10171565413475037	0.14705882966518402	0.1681087762117386	True	0.00535434671575963	0.0704512646224061	True	GSE131907	P1011	TNK	tertile
HLA-A_CD8A	MHC-I	Cell-Cell Contact	HLA-A	CD8A	HLA-A	CD8A	other	cellchatdb_v2	cellchat	68	809	2.0307514667510986	0.19270078837871552	0.9558823704719543	0.1953028440475464	True	0.43903890405371004	68	809	1.3809229135513306	0.19270078837871552	0.7058823704719543	0.1953028440475464	True	0.34734789227433976	0.09169101177937028	True	GSE131907	P1011	TNK	tertile
HLA-B_CD8A	MHC-I	Cell-Cell Contact	HLA-B	CD8A	HLA-B	CD8A	other	cellchatdb_v2	cellchat	68	809	2.3303914070129395	0.19270078837871552	0.9852941036224365	0.1953028440475464	True	0.47316750506201183	68	809	1.4195795059204102	0.19270078837871552	0.6617646813392639	0.1953028440475464	True	0.3536327885905051	0.11953471647150671	True	GSE131907	P1011	TNK	tertile
HLA-C_CD8A	MHC-I	Cell-Cell Contact	HLA-C	CD8A	HLA-C	CD8A	other	cellchatdb_v2	cellchat	68	809	1.854677438735962	0.19270078837871552	0.9264705777168274	0.1953028440475464	True	0.41684012100517154	68	809	1.074392557144165	0.19270078837871552	0.6323529481887817	0.1953028440475464	True	0.2928227233894278	0.12401739761574376	True	GSE131907	P1011	TNK	tertile
HLA-E_CD8A	MHC-I	Cell-Cell Contact	HLA-E	CD8A	HLA-E	CD8A	inhibitory	cellchatdb_v2	cellchat	68	809	0.9617499113082886	0.19270078837871552	0.8823529481887817	0.1953028440475464	True	0.27042443099080643	68	809	0.5740893483161926	0.19270078837871552	0.5	0.1953028440475464	True	0.18117014948028118	0.08925428151052525	True	GSE131907	P1011	TNK	tertile
HLA-F_CD8A	MHC-I	Cell-Cell Contact	HLA-F	CD8A	HLA-F	CD8A	inhibitory	cellchatdb_v2	cellchat	68	809	0.33350250124931335	0.19270078837871552	0.6029411554336548	0.1953028440475464	True	0.11389339906578586	68	809	0.08233152329921722	0.19270078837871552	0.23529411852359772	0.1953028440475464	True	0.030754826749171814	0.08313857231661403	True	GSE131907	P1011	TNK	tertile
HLA-A_CD8B	MHC-I	Cell-Cell Contact	HLA-A	CD8B	HLA-A	CD8B	other	cellchatdb_v2	cellchat	68	809	2.0307514667510986	0.12293221056461334	0.9558823704719543	0.16687268018722534	True	0.3330174209611143	68	809	1.3809229135513306	0.12293221056461334	0.7058823704719543	0.16687268018722534	True	0.253463823027531	0.0795535979335833	True	GSE131907	P1011	TNK	tertile
HLA-B_CD8B	MHC-I	Cell-Cell Contact	HLA-B	CD8B	HLA-B	CD8B	other	cellchatdb_v2	cellchat	68	809	2.3303914070129395	0.12293221056461334	0.9852941036224365	0.16687268018722534	True	0.36425606024481827	68	809	1.4195795059204102	0.12293221056461334	0.6617646813392639	0.16687268018722534	True	0.25872339505238634	0.10553266519243193	True	GSE131907	P1011	TNK	tertile
HLA-C_CD8B	MHC-I	Cell-Cell Contact	HLA-C	CD8B	HLA-C	CD8B	other	cellchatdb_v2	cellchat	68	809	1.854677438735962	0.12293221056461334	0.9264705777168274	0.16687268018722534	True	0.3131864333903518	68	809	1.074392557144165	0.12293221056461334	0.6323529481887817	0.16687268018722534	True	0.20895770230789296	0.10422873108245884	True	GSE131907	P1011	TNK	tertile
HLA-E_CD8B	MHC-I	Cell-Cell Contact	HLA-E	CD8B	HLA-E	CD8B	inhibitory	cellchatdb_v2	cellchat	68	809	0.9617499113082886	0.12293221056461334	0.8823529481887817	0.16687268018722534	True	0.19123956207110443	68	809	0.5740893483161926	0.12293221056461334	0.5	0.16687268018722534	True	0.12368958919271794	0.06754997287838649	True	GSE131907	P1011	TNK	tertile
HLA-F_CD8B	MHC-I	Cell-Cell Contact	HLA-F	CD8B	HLA-F	CD8B	inhibitory	cellchatdb_v2	cellchat	68	809	0.33350250124931335	0.12293221056461334	0.6029411554336548	0.16687268018722534	True	0.07578250672475312	68	809	0.08233152329921722	0.12293221056461334	0.23529411852359772	0.16687268018722534	True	0.019840767712744595	0.05594173901200852	True	GSE131907	P1011	TNK	tertile
HLA-DPA1_CD4	MHC-II	Cell-Cell Contact	HLA-DPA1	CD4	HLA-DPA1	CD4	other	cellchatdb_v2	cellchat	68	809	0.14204218983650208	0.01566210389137268	0.3970588147640228	0.1112484559416771	True	0.00442964996511284	68	809	0.09245236963033676	0.01566210389137268	0.25	0.1112484559416771	True	0.002887634654329441	0.0015420153107833993	True	GSE131907	P1011	TNK	tertile
HLA-DPB1_CD4	MHC-II	Cell-Cell Contact	HLA-DPB1	CD4	HLA-DPB1	CD4	other	cellchatdb_v2	cellchat	68	809	0.17200742661952972	0.01566210389137268	0.4264705777168274	0.1112484559416771	True	0.005359121444706403	68	809	0.13563315570354462	0.01566210389137268	0.29411765933036804	0.1112484559416771	True	0.0042306269051465666	0.0011284945395598368	True	GSE131907	P1011	TNK	tertile
HLA-DQA1_CD4	MHC-II	Cell-Cell Contact	HLA-DQA1	CD4	HLA-DQA1	CD4	other	cellchatdb_v2	cellchat	68	809	0.1279480755329132	0.01566210389137268	0.36764705181121826	0.1112484559416771	True	0.00399187318621206	68	809	0.04373859986662865	0.01566210389137268	0.19117647409439087	0.1112484559416771	True	0.0013682024476569608	0.002623670738555099	True	GSE131907	P1011	TNK	tertile
HLA-DMA_CD4	MHC-II	Cell-Cell Contact	HLA-DMA	CD4	HLA-DMA	CD4	other	cellchatdb_v2	cellchat	68	809	0.19084572792053223	0.01566210389137268	0.47058823704719543	0.1112484559416771	True	0.0059425660339063905	68	809	0.09457916766405106	0.01566210389137268	0.23529411852359772	0.1112484559416771	True	0.0029538663237649084	0.002988699710141482	True	GSE131907	P1011	TNK	tertile
HLA-DMB_CD4	MHC-II	Cell-Cell Contact	HLA-DMB	CD4	HLA-DMB	CD4	other	cellchatdb_v2	cellchat	68	809	0.01792658492922783	0.01566210389137268	0.1764705926179886	0.1112484559416771	True	0.0005612209253646831	68	809	0.0	0.01566210389137268	0.05882352963089943	0.1112484559416771	False	0.0	0.0005612209253646831	True	GSE131907	P1011	TNK	tertile
HLA-DQB1_CD4	MHC-II	Cell-Cell Contact	HLA-DQB1	CD4	HLA-DQB1	CD4	other	cellchatdb_v2	cellchat	68	809	0.7649803161621094	0.01566210389137268	0.8676470518112183	0.1112484559416771	True	0.023401642792387715	68	809	0.40968194603919983	0.01566210389137268	0.47058823704719543	0.1112484559416771	True	0.012670364096494168	0.010731278695893546	True	GSE131907	P1011	TNK	tertile
HLA-DRA_CD4	MHC-II	Cell-Cell Contact	HLA-DRA	CD4	HLA-DRA	CD4	other	cellchatdb_v2	cellchat	68	809	1.1598109006881714	0.01566210389137268	0.9117646813392639	0.1112484559416771	True	0.03505654773621367	68	809	0.9854897260665894	0.01566210389137268	0.6764705777168274	0.1112484559416771	True	0.029945283480380586	0.005111264255833081	True	GSE131907	P1011	TNK	tertile
HLA-DRB1_CD4	MHC-II	Cell-Cell Contact	HLA-DRB1	CD4	HLA-DRB1	CD4	other	cellchatdb_v2	cellchat	68	809	1.621199369430542	0.01566210389137268	0.9558823704719543	0.1112484559416771	True	0.048328528585045605	68	809	1.7108581066131592	0.01566210389137268	0.8235294222831726	0.1112484559416771	True	0.050865336586604575	-0.0025368080015589697	True	GSE131907	P1011	TNK	tertile
HLA-DRB5_CD4	MHC-II	Cell-Cell Contact	HLA-DRB5	CD4	HLA-DRB5	CD4	other	cellchatdb_v2	cellchat	68	809	1.151379942893982	0.01566210389137268	0.8382353186607361	0.1112484559416771	True	0.03481058380493467	68	809	0.7285155653953552	0.01566210389137268	0.5588235259056091	0.1112484559416771	True	0.022311031349467665	0.012499552455467001	True	GSE131907	P1011	TNK	tertile
PVR_TIGIT	PVR	Cell-Cell Contact	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	cellchatdb_v2	cellchat	68	809	0.09915775805711746	0.25156664848327637	0.3382352888584137	0.2336217612028122	True	0.047518873574358494	68	809	0.008440853096544743	0.25156664848327637	0.11764705926179886	0.2336217612028122	True	0.004228914579252647	0.04328995899510585	True	GSE131907	P1011	TNK	tertile
CD55_ADGRE5	ADGRE	Cell-Cell Contact	CD55	ADGRE5	CD55	ADGRE5	other	cellchatdb_v2	cellchat	68	809	1.0609816312789917	0.11013812571763992	0.8970588445663452	0.16934487223625183	True	0.1894361197507371	68	809	0.38445714116096497	0.11013812571763992	0.45588234066963196	0.16934487223625183	True	0.07807486881789726	0.11136125093283984	True	GSE131907	P1011	TNK	tertile
LPAR1_ADGRE5	ADGRE	Cell-Cell Contact	LPAR1	ADGRE5	LPAR1	ADGRE5	other	cellchatdb_v2	cellchat	68	809	0.021750926971435547	0.11013812571763992	0.1764705926179886	0.16934487223625183	True	0.004768366401049224	68	809	0.0	0.11013812571763992	0.029411764815449715	0.16934487223625183	False	0.0	0.004768366401049224	True	GSE131907	P1011	TNK	tertile
LPAR2_ADGRE5	ADGRE	Cell-Cell Contact	LPAR2	ADGRE5	LPAR2	ADGRE5	other	cellchatdb_v2	cellchat	68	809	0.03661062940955162	0.11013812571763992	0.20588235557079315	0.16934487223625183	True	0.007999937098615276	68	809	0.0	0.11013812571763992	0.014705882407724857	0.16934487223625183	False	0.0	0.007999937098615276	True	GSE131907	P1011	TNK	tertile
LPAR3_ADGRE5	ADGRE	Cell-Cell Contact	LPAR3	ADGRE5	LPAR3	ADGRE5	other	cellchatdb_v2	cellchat	68	809	0.033008284866809845	0.11013812571763992	0.1764705926179886	0.16934487223625183	True	0.007218456285154835	68	809	0.0	0.11013812571763992	0.029411764815449715	0.16934487223625183	False	0.0	0.007218456285154835	True	GSE131907	P1011	TNK	tertile
APP_SORL1	APP	Cell-Cell Contact	APP	SORL1	APP	SORL1	other	cellchatdb_v2	cellchat	68	809	0.8035730719566345	0.10971981287002563	0.8529411554336548	0.17181706428527832	True	0.14990258567127548	68	809	0.44536092877388	0.10971981287002563	0.4852941036224365	0.17181706428527832	True	0.08902904190651928	0.060873543764756205	True	GSE131907	P1011	TNK	tertile
IGFBP3_TMEM219	IGFBP	Secreted Signaling	IGFBP3	TMEM219	IGFBP3	TMEM219	other	cellchatdb_v2	cellchat	68	809	0.6716470718383789	0.22360152006149292	0.6176470518112183	0.23733003437519073	True	0.2309837344968019	68	809	0.22574149072170258	0.22360152006149292	0.25	0.23733003437519073	True	0.09169541921210368	0.1392883152846982	True	GSE131907	P1011	TNK	tertile
LGALS9_P4HB	GALECTIN	Secreted Signaling	LGALS9	P4HB	LGALS9	P4HB	inhibitory	cellchatdb_v2	cellchat	68	809	0.4707474112510681	0.21084408462047577	0.6764705777168274	0.23238566517829895	True	0.1656296931889857	68	809	0.2971498966217041	0.21084408462047577	0.3970588147640228	0.23238566517829895	True	0.11135171433003227	0.05427797885895344	True	GSE131907	P1011	TNK	tertile
PPIA_BSG	CypA	Secreted Signaling	PPIA	BSG	PPIA	BSG	other	cellchatdb_v2	cellchat	68	809	2.312920093536377	0.22468245029449463	0.970588207244873	0.2360939383506775	True	0.5096465055742139	68	809	2.592834949493408	0.22468245029449463	0.9264705777168274	0.2360939383506775	True	0.5381337596626028	-0.028487254088388925	True	GSE131907	P1011	TNK	tertile
HLA-A_CD8A	MHC_I	curated_overlay	HLA-A	CD8A	HLA-A	CD8A	other	curated_overlay	liana_cpdb	68	809	2.020268201828003	0.40242958068847656	0.9558823704719543	0.1953028440475464	True	1.2113488912582397	68	809	1.3932976722717285	0.40242958068847656	0.7058823704719543	0.1953028440475464	True	0.8978636264801025	0.3134852647781372	True	GSE131907	P1011	TNK	tertile
HLA-A_CD8B	MHC_I	curated_overlay	HLA-A	CD8B	HLA-A	CD8B	other	curated_overlay	liana_cpdb	68	809	2.020268201828003	0.3262990117073059	0.9558823704719543	0.16687268018722534	True	1.1732836067676544	68	809	1.3932976722717285	0.3262990117073059	0.7058823704719543	0.16687268018722534	True	0.8597983419895172	0.3134852647781372	True	GSE131907	P1011	TNK	tertile
HLA-B_CD8A	MHC_I	curated_overlay	HLA-B	CD8A	HLA-B	CD8A	other	curated_overlay	liana_cpdb	68	809	2.333871603012085	0.40242958068847656	0.9852941036224365	0.1953028440475464	True	1.3681505918502808	68	809	1.4535245895385742	0.40242958068847656	0.6617646813392639	0.1953028440475464	True	0.9279770851135254	0.44017350673675537	True	GSE131907	P1011	TNK	tertile
HLA-B_CD8B	MHC_I	curated_overlay	HLA-B	CD8B	HLA-B	CD8B	other	curated_overlay	liana_cpdb	68	809	2.333871603012085	0.3262990117073059	0.9852941036224365	0.16687268018722534	True	1.3300853073596954	68	809	1.4535245895385742	0.3262990117073059	0.6617646813392639	0.16687268018722534	True	0.8899118006229401	0.44017350673675537	True	GSE131907	P1011	TNK	tertile
HLA-C_CD8A	MHC_I	curated_overlay	HLA-C	CD8A	HLA-C	CD8A	other	curated_overlay	liana_cpdb	68	809	1.816715121269226	0.40242958068847656	0.9264705777168274	0.1953028440475464	True	1.1095723509788513	68	809	1.117920994758606	0.40242958068847656	0.6323529481887817	0.1953028440475464	True	0.7601752877235413	0.34939706325531006	True	GSE131907	P1011	TNK	tertile
HLA-C_CD8B	MHC_I	curated_overlay	HLA-C	CD8B	HLA-C	CD8B	other	curated_overlay	liana_cpdb	68	809	1.816715121269226	0.3262990117073059	0.9264705777168274	0.16687268018722534	True	1.071507066488266	68	809	1.117920994758606	0.3262990117073059	0.6323529481887817	0.16687268018722534	True	0.7221100032329559	0.34939706325531006	True	GSE131907	P1011	TNK	tertile
CEACAM5_CD8A	MHC_I_partial	Adhesion by CEAM	CEACAM5	CD8A	CEACAM5	CD8A	barrier	cellphonedb_v5_interactors	liana_cpdb	68	809	2.1158463954925537	0.40242958068847656	0.9264705777168274	0.1953028440475464	True	1.2591379880905151	68	809	1.2959219217300415	0.40242958068847656	0.6029411554336548	0.1953028440475464	True	0.849175751209259	0.4099622368812561	True	GSE131907	P1011	TNK	tertile
LCK_CD8A+CD8B	MHC_I_partial		LCK	CD8A+CD8B	LCK	CD8A|CD8B	other	cellphonedb_v5_interactors	liana_cpdb	68	809	0.04853859916329384	0.3262990117073059	0.13235294818878174	0.16687268018722534	True	0.18741880543529987	68	809	0.04384598881006241	0.3262990117073059	0.04411764815449715	0.16687268018722534	False	0.0	0.18741880543529987	True	GSE131907	P1011	TNK	tertile
ALCAM_CD6	other		ALCAM	CD6	ALCAM	CD6	other	cellphonedb_v5_interactors	liana_cpdb	68	809	0.4104113280773163	0.540827751159668	0.6470588445663452	0.34116193652153015	True	0.4756195396184921	68	809	0.22179119288921356	0.540827751159668	0.30882352590560913	0.34116193652153015	True	0.38130947202444077	0.09431006759405136	True	GSE131907	P1011	TNK	tertile
APP_CD74	other	Signaling by Amyloid-beta precursor protein	APP	CD74	APP	CD74	other	cellphonedb_v5_interactors	liana_cpdb	68	809	0.7869047522544861	1.4622632265090942	0.8529411554336548	0.7181705832481384	True	1.1245839893817902	68	809	0.5470463633537292	1.4622632265090942	0.4852941036224365	0.7181705832481384	True	1.0046547949314117	0.11992919445037842	True	GSE131907	P1011	TNK	tertile
APP_SORL1	other	Signaling by Amyloid-beta precursor protein	APP	SORL1	APP	SORL1	other	cellphonedb_v5_interactors	liana_cpdb	68	809	0.7869047522544861	0.2627374231815338	0.8529411554336548	0.17181706428527832	True	0.52482108771801	68	809	0.5470463633537292	0.2627374231815338	0.4852941036224365	0.17181706428527832	True	0.40489189326763153	0.11992919445037842	True	GSE131907	P1011	TNK	tertile
CD320_JAML	other		CD320	JAML	CD320	JAML	other	cellphonedb_v5_interactors	liana_cpdb	68	809	0.27089163661003113	0.18493850529193878	0.5	0.11990111321210861	True	0.22791507095098495	68	809	0.2570365369319916	0.18493850529193878	0.23529411852359772	0.11990111321210861	True	0.22098752111196518	0.006927549839019775	True	GSE131907	P1011	TNK	tertile
CD44_TYROBP	other		CD44	TYROBP	CD44	TYROBP	other	cellphonedb_v5_interactors	liana_cpdb	68	809	0.6216694116592407	0.4413294494152069	0.720588207244873	0.2657601833343506	True	0.5314994305372238	68	809	0.3850133717060089	0.4413294494152069	0.3970588147640228	0.2657601833343506	True	0.4131714105606079	0.1183280199766159	True	GSE131907	P1011	TNK	tertile
CD47_SIRPG	other		CD47	SIRPG	CD47	SIRPG	inhibitory	cellphonedb_v5_interactors	liana_cpdb	68	809	0.5475615859031677	0.17413544654846191	0.6911764740943909	0.11372064054012299	True	0.3608485162258148	68	809	0.38827526569366455	0.17413544654846191	0.3970588147640228	0.11372064054012299	True	0.28120535612106323	0.07964316010475159	True	GSE131907	P1011	TNK	tertile
CD55_ADGRE5	other		CD55	ADGRE5	CD55	ADGRE5	other	cellphonedb_v5_interactors	liana_cpdb	68	809	1.0734615325927734	0.26132193207740784	0.8970588445663452	0.16934487223625183	True	0.6673917323350906	68	809	0.49361732602119446	0.26132193207740784	0.45588234066963196	0.16934487223625183	True	0.37746962904930115	0.2899221032857895	True	GSE131907	P1011	TNK	tertile
CD58_CD2	other		CD58	CD2	CD58	CD2	other	cellphonedb_v5_interactors	liana_cpdb	68	809	0.0814654603600502	1.7831144332885742	0.20588235557079315	0.8281829357147217	True	0.9322899468243122	68	809	0.11677692830562592	1.7831144332885742	0.11764705926179886	0.8281829357147217	True	0.9499456807971001	-0.017655733972787857	True	GSE131907	P1011	TNK	tertile
CDH1_ITGAE+ITGB7	other	Adhesion by Cadherin	CDH1	ITGAE+ITGB7	CDH1	ITGAE|ITGB7	barrier|inhibitory	cellphonedb_v5_interactors	liana_cpdb	68	809	0.8351781368255615	0.14405696094036102	0.8088235259056091	0.10012360662221909	True	0.4896175488829613	68	809	0.3388077914714813	0.14405696094036102	0.3529411852359772	0.10012360662221909	True	0.24143237620592117	0.2481851726770401	True	GSE131907	P1011	TNK	tertile
CDH1_KLRG1	other	Adhesion by Cadherin	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	cellphonedb_v5_interactors	liana_cpdb	68	809	0.8351781368255615	0.20672637224197388	0.8088235259056091	0.11866501718759537	True	0.5209522545337677	68	809	0.3388077914714813	0.20672637224197388	0.3529411852359772	0.11866501718759537	True	0.2727670818567276	0.2481851726770401	True	GSE131907	P1011	TNK	tertile
DHCR24_RORA	other	Signaling by Cholesterol/Desmosterol	DHCR24	RORA	DHCR24	RORA	other	cellphonedb_v5_interactors	liana_cpdb	68	809	0.8351167440414429	0.46451377868652344	0.7941176295280457	0.28430160880088806	True	0.6498152613639832	68	809	0.3320680558681488	0.46451377868652344	0.3235294222831726	0.28430160880088806	True	0.3982909172773361	0.25152434408664703	True	GSE131907	P1011	TNK	tertile
DHCR7_NR1H2	other	Signaling by Cholesterol/Desmosterol	DHCR7	NR1H2	DHCR7	NR1H2	other	cellphonedb_v5_interactors	liana_cpdb	68	809	0.08566679805517197	0.2003244310617447	0.1764705926179886	0.1384425163269043	True	0.14299561455845833	68	809	0.04442911967635155	0.2003244310617447	0.07352941483259201	0.1384425163269043	False	0.0	0.14299561455845833	True	GSE131907	P1011	TNK	tertile
DHCR7_RORA	other	Signaling by Cholesterol/Desmosterol	DHCR7	RORA	DHCR7	RORA	other	cellphonedb_v5_interactors	liana_cpdb	68	809	0.08566679805517197	0.46451377868652344	0.1764705926179886	0.28430160880088806	True	0.2750902883708477	68	809	0.04442911967635155	0.46451377868652344	0.07352941483259201	0.28430160880088806	False	0.0	0.2750902883708477	True	GSE131907	P1011	TNK	tertile
F11R_ITGAL+ITGB2	other	Adhesion by Prothrombin	F11R	ITGAL+ITGB2	F11R	ITGAL|ITGB2	barrier	cellphonedb_v5_interactors	liana_cpdb	68	809	0.9953641295433044	0.15134909749031067	0.8970588445663452	0.10259579867124557	True	0.5733566135168076	68	809	0.34709179401397705	0.15134909749031067	0.3529411852359772	0.10259579867124557	True	0.24922044575214386	0.3241361677646637	True	GSE131907	P1011	TNK	tertile
