method	destination	rule	interaction_name	pathway_name	ligand	receptor	ligand_genes	receptor_genes	ligand_class	pair_origin	n_patients	n_cohorts	cohorts	median_delta	mean_delta	mean_score_high	mean_score_low	frac_detected_high	frac_detected_low	median_n_sender_high	median_n_receiver	pval	padj
cellchat	B	median	SEMA4D_CD72	SEMA4	SEMA4D	CD72	SEMA4D	CD72	other	cellchatdb_v2	12	2	GSE131907,GSE241934_IIT	8.067863483698153e-05	0.0003134004692038762	0.0036053971709992115	0.0032919967017953355	0.75	0.75	72.0	895.0	0.8310546875	0.9176228841145833
cellchat	B	median	PECAM1_PECAM1	PECAM1	PECAM1	PECAM1	PECAM1	PECAM1	other	cellchatdb_v2	6	1	GSE131907	0.00014445929614511748	0.0009962886216671521	0.0027386164370774876	0.001742327815410335	1.0	0.6666666666666666	179.5	130.0	0.4375	0.5520833333333333
cellchat	B	median	Q9HDB5_CLSTN1	NRXN	NRXN3	CLSTN1	NRXN3	CLSTN1	other	cellchatdb_v2	4	1	GSE241934_IIT	0.0003823535025926003	-0.0005730659794529149	0.0004445579255630904	0.0010176239050160053	0.5	0.5	26.0	1367.0		
cellchat	B	median	DLL4_NOTCH2	NOTCH	DLL4	NOTCH2	DLL4	NOTCH2	other	cellchatdb_v2	5	1	GSE241934_IIT	0.00048289185179071055	0.0010891219464504672	0.0016935055975863971	0.0006043836511359299	0.8	0.6	32.0	935.0		
cellchat	B	median	LPAR3_ADGRE5	ADGRE	LPAR3	ADGRE5	LPAR3	ADGRE5	other	cellchatdb_v2	6	2	GSE131907,GSE241934_IIT	0.00048698168560314304	-0.002341113325288634	0.0047325128774704074	0.007073626202759043	0.6666666666666666	0.6666666666666666	66.5	1277.5	1.0	1.0
cellchat	B	median	MPZL1_MPZL1	MPZ	MPZL1	MPZL1	MPZL1	MPZL1	other	cellchatdb_v2	5	2	GSE131907,GSE241934_IIT	0.0006347430817474297	0.001467702246032344	0.008142166264582215	0.006674464018549872	1.0	0.8	42.0	162.0		
cellchat	B	median	TNFSF13B_TNFRSF17	BAFF	TNFSF13B	TNFRSF17	TNFSF13B	TNFRSF17	other	cellchatdb_v2	5	1	GSE131907	0.0007056624863150944	0.0005803301158158994	0.004334056285054191	0.0037537261692382915	1.0	0.6	129.0	162.0		
cellchat	B	median	HLA-G_LILRB1	MHC-I	HLA-G	LILRB1	HLA-G	LILRB1	inhibitory	cellchatdb_v2	5	2	GSE131907,GSE241934_IIT	0.0007664229284992021	-0.005192513647625141	0.026964746054329157	0.0321572597019543	0.8	0.4	32.0	935.0		
cellchat	B	median	COL4A2_CD44	COLLAGEN	COL4A2	CD44	COL4A2	CD44	other	cellchatdb_v2	3	1	GSE131907	0.0009286921638440707	-0.0058216465146637255	0.027058604682785054	0.03288025119744878	1.0	0.6666666666666666	230.0	162.0		
cellchat	B	median	F11R_F11R	JAM	F11R	F11R	F11R	F11R	barrier	cellchatdb_v2	4	2	GSE131907,GSE241934_IIT	0.0010207286306157205	0.008245508898579642	0.032245073890348676	0.023999564991769032	1.0	0.75	210.0	52.0		
cellchat	B	median	PECAM1_CD38	PECAM2	PECAM1	CD38	PECAM1	CD38	other	cellchatdb_v2	6	1	GSE131907	0.0011016644182363072	0.0019483909892610545	0.0055068406057543935	0.003558449616493339	1.0	0.6666666666666666	179.5	130.0	0.3125	0.4039634146341463
cellchat	B	median	JAG1_NOTCH2	NOTCH	JAG1	NOTCH2	JAG1	NOTCH2	other	cellchatdb_v2	7	1	GSE241934_IIT	0.001295411455735925	0.0005000209525879006	0.002569297724740812	0.002069276772152911	1.0	0.7142857142857143	32.0	1142.0	0.296875	0.39335937499999996
cellchat	B	median	THBS3_SDC1	THBS	THBS3	SDC1	THBS3	SDC1	other	cellchatdb_v2	6	1	GSE131907	0.0017788341306832088	0.003731040965355733	0.0038354016744260836	0.00010436070907035085	1.0	0.5	304.0	72.0	0.125	0.1948529411764706
cellchat	B	median	COL9A3_CD44	COLLAGEN	COL9A3	CD44	COL9A3	CD44	other	cellchatdb_v2	3	1	GSE131907	0.001826490501377006	-0.0019918075539528675	0.0043490760634512906	0.0063408836174041585	0.6666666666666666	0.6666666666666666	109.0	70.0		
cellchat	B	median	CADM1_CADM1	CADM	CADM1	CADM1	CADM1	CADM1	barrier	cellchatdb_v2	4	1	GSE131907	0.0018500530858922815	0.0027196367114243063	0.00884125739484599	0.006121620683421682	1.0	0.75	393.0	130.0		
cellchat	B	median	COL6A2_SDC1	COLLAGEN	COL6A2	SDC1	COL6A2	SDC1	other	cellchatdb_v2	4	1	GSE131907	0.0021301703621040887	0.037058327402185745	0.03731457223891876	0.0002562448367330076	1.0	0.75	169.5	84.0		
cellchat	B	median	CCL28_CCR10	CCL	CCL28	CCR10	CCL28	CCR10	other	cellchatdb_v2	3	1	GSE131907	0.002748252432461466	0.005399520526666764	0.007184135137421659	0.001784614610754895	1.0	0.6666666666666666	378.0	70.0		
cellchat	B	median	LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	LPAR2	ADGRE5	other	cellchatdb_v2	14	2	GSE131907,GSE241934_IIT	0.003845304682868116	0.010109266262719947	0.013886244810111522	0.0037769785473915725	0.9285714285714286	0.7142857142857143	119.0	169.0	0.0107421875	0.029965049342105265
cellchat	B	median	THBS1_SDC1	THBS	THBS1	SDC1	THBS1	SDC1	other	cellchatdb_v2	5	1	GSE131907	0.003896940469374797	0.003227017111924327	0.0037261891904035354	0.0004991720784792084	1.0	0.4	230.0	98.0		
cellchat	B	median	COL6A1_SDC1	COLLAGEN	COL6A1	SDC1	COL6A1	SDC1	other	cellchatdb_v2	4	1	GSE131907	0.003931842503514137	0.021325151982681242	0.03330622206490184	0.011981070082220595	1.0	1.0	169.5	84.0		
cellchat	B	median	THBS1_CD47	THBS	THBS1	CD47	THBS1	CD47	other	cellchatdb_v2	19	2	GSE131907,GSE241934_IIT	0.0042363075691973645	0.0315180877655288	0.1500621366235994	0.1185440488580706	1.0	0.7368421052631579	129.0	656.0	0.11337661743164062	0.18778002262115479
cellchat	B	median	SPP1_CD44	SPP1	SPP1	CD44	SPP1	CD44	other	cellchatdb_v2	15	2	GSE131907,GSE241934_IIT	0.005429977093355576	-0.006481542180121349	0.2596559206757873	0.2661374628559086	0.9333333333333333	1.0	184.0	162.0	0.22089889066779878	0.30809582119456147
cellchat	B	median	LAMB1_CD44	LAMININ	LAMB1	CD44	LAMB1	CD44	other	cellchatdb_v2	4	2	GSE131907,GSE241934_IIT	0.005925066840951001	-0.009512930364017132	0.009545683989066881	0.01905861435308401	0.75	0.5	66.5	86.0		
cellchat	B	median	BAG6_NCR3-PS	BAG	BAG6	NCR3	BAG6	NCR3	other	cellchatdb_v2	17	2	GSE131907,GSE241934_IIT	0.007255463245583821	0.009825912905225444	0.06071492793340131	0.05088901502817586	1.0	1.0	102.0	935.0	0.050537109375	0.10301795372596154
cellchat	B	median	HLA-F_LILRB1	MHC-I	HLA-F	LILRB1	HLA-F	LILRB1	inhibitory	cellchatdb_v2	11	2	GSE131907,GSE241934_IIT	0.007545942078945239	0.004120746330397336	0.04666280716312848	0.04254206083273115	1.0	1.0	38.0	1142.0	0.1748046875	0.2573513454861111
cellchat	B	median	THBS3_CD47	THBS	THBS3	CD47	THBS3	CD47	other	cellchatdb_v2	14	2	GSE131907,GSE241934_IIT	0.008757748539616098	0.01089361730626078	0.015090873764822741	0.004197256458561962	1.0	0.35714285714285715	119.0	139.5	0.001220703125	0.006246008656241676
cellchat	B	median	TNFSF14_TNFRSF14	LIGHT	TNFSF14	TNFRSF14	TNFSF14	TNFRSF14	other	cellchatdb_v2	3	2	GSE131907,GSE241934_IIT	0.009038956528948455	0.007121129283943247	0.016597763578421774	0.009476634294478526	1.0	0.3333333333333333	31.0	1142.0		
cellchat	B	median	PTN_SDC1	PTN	PTN	SDC1	PTN	SDC1	other	cellchatdb_v2	3	1	GSE131907	0.009695705386696033	0.025469735698180285	0.07644085290292021	0.05097111720473993	1.0	0.3333333333333333	378.0	74.0		
cellchat	B	median	ICAM1_ITGAL	ICAM	ICAM1	ITGAL	ICAM1	ITGAL	other	cellchatdb_v2	8	2	GSE131907,GSE241934_IIT	0.009998521650062906	0.009288563762573797	0.06250101134888866	0.05321244758631487	1.0	1.0	35.0	1038.5	0.296875	0.39335937499999996
cellchat	B	median	TNC_SDC1	TENASCIN	TNC	SDC1	TNC	SDC1	other	cellchatdb_v2	6	1	GSE131907	0.010703437485865018	0.00024378700224473906	0.0759156502305993	0.07567186322835456	1.0	0.8333333333333334	304.0	86.0	1.0	1.0
cellchat	B	median	MDK_SDC1	MK	MDK	SDC1	MDK	SDC1	other	cellchatdb_v2	7	1	GSE131907	0.012029043242257731	0.004399522069677941	0.29338732715648597	0.28898780508680805	1.0	1.0	378.0	74.0	0.5625	0.6431183510638298
cellchat	B	median	LAMA3_CD44	LAMININ	LAMA3	CD44	LAMA3	CD44	other	cellchatdb_v2	16	2	GSE131907,GSE241934_IIT	0.012206475488397454	0.015856989533300916	0.08094245364795263	0.06508546411465171	1.0	0.75	98.0	764.0	0.19281005859375	0.27618738122888514
cellchat	B	median	LAMC1_CD44	LAMININ	LAMC1	CD44	LAMC1	CD44	other	cellchatdb_v2	25	2	GSE131907,GSE241934_IIT	0.013312630284064847	0.022311842028525843	0.08302780310857355	0.0607159610800477	0.88	0.84	129.0	648.0	0.048674875673469	0.10301795372596154
cellchat	B	median	ANGPTL4_SDC1	ANGPTL	ANGPTL4	SDC1	ANGPTL4	SDC1	other	cellchatdb_v2	7	1	GSE131907	0.014709665640527107	0.0237817112782562	0.03828583939617279	0.014504128117916588	1.0	0.8571428571428571	378.0	74.0	0.03125	0.07528409090909091
cellchat	B	median	TNFSF10_TNFRSF10B	TRAIL	TNFSF10	TNFRSF10A	TNFSF10	TNFRSF10A	attack	cellchatdb_v2	11	1	GSE241934_IIT	0.015378368023479805	0.022768657916149727	0.10681476241294567	0.08404610449679595	1.0	1.0	38.0	1142.0	0.0537109375	0.10312455687029609
cellchat	B	median	LAMA4_CD44	LAMININ	LAMA4	CD44	LAMA4	CD44	other	cellchatdb_v2	4	1	GSE131907	0.015566673946805117	0.016346335752482278	0.017222422152387878	0.0008760863999055996	1.0	0.5	179.5	152.0		
cellchat	B	median	FN1_SDC1	FN1	FN1	SDC1	FN1	SDC1	other	cellchatdb_v2	6	1	GSE131907	0.018432247854877654	0.031623820698942914	0.09890935363601887	0.06728553293707595	1.0	1.0	304.0	86.0	0.0625	0.11041666666666666
cellchat	B	median	COL1A1_SDC1	COLLAGEN	COL1A1	SDC1	COL1A1	SDC1	other	cellchatdb_v2	6	1	GSE131907	0.019532324628440036	0.027962299765703635	0.08778145557913934	0.0598191558134357	1.0	0.8333333333333334	304.0	72.0	0.125	0.1948529411764706
cellchat	B	median	IGFBP3_TMEM219	IGFBP	IGFBP3	TMEM219	IGFBP3	TMEM219	other	cellchatdb_v2	16	2	GSE131907,GSE241934_IIT	0.024199943047751613	0.029159307900855542	0.1268327128720252	0.09767340497116964	1.0	0.75	156.5	412.0	0.002685546875	0.010948768028846154
cellchat	B	median	MDK_NCL	MK	MDK	NCL	MDK	NCL	other	cellchatdb_v2	25	2	GSE131907,GSE241934_IIT	0.02487508348651052	0.04056408389328613	0.6057528195095013	0.5651887356162152	1.0	1.0	129.0	648.0	0.002025127410888672	0.008944312731424967
cellchat	B	median	LGALS9_P4HB	GALECTIN	LGALS9	P4HB	LGALS9	P4HB	inhibitory	cellchatdb_v2	23	2	GSE131907,GSE241934_IIT	0.025316270230063845	0.024000386863477646	0.08823761983643799	0.06423723297296036	0.9565217391304348	0.8695652173913043	109.0	656.0	0.0008494853973388672	0.005002525117662218
cellchat	B	median	COL1A2_CD44	COLLAGEN	COL1A2	CD44	COL1A2	CD44	other	cellchatdb_v2	4	1	GSE131907	0.025561261667365234	0.05619558785334918	0.14168020122315236	0.08548461336980319	1.0	0.5	304.0	86.5		
cellchat	B	median	APP_CD74	APP	APP	CD74	APP	CD74	other	cellchatdb_v2	24	2	GSE131907,GSE241934_IIT	0.025844712805792758	0.03098750333482438	0.8624173737960866	0.8314298704612622	1.0	1.0	119.0	652.0	0.00010764598846435547	0.0010782877604166667
cellchat	B	median	PTN_NCL	PTN	PTN	NCL	PTN	NCL	other	cellchatdb_v2	7	2	GSE131907,GSE241934_IIT	0.026076405850684603	0.06287740299718425	0.13078194577802058	0.06790454278083634	1.0	0.7142857142857143	197.0	673.0	0.109375	0.1869959677419355
cellchat	B	median	CD99_CD99	CD99	CD99	CD99	CD99	CD99	other	cellchatdb_v2	24	2	GSE131907,GSE241934_IIT	0.02667486344441536	0.030436242715169575	0.3909738666713623	0.3605376239561928	1.0	0.9583333333333334	119.0	412.0	0.004810690879821777	0.014998036272385542
cellchat	B	median	COL4A4_CD44	COLLAGEN	COL4A4	CD44	COL4A4	CD44	other	cellchatdb_v2	16	2	GSE131907,GSE241934_IIT	0.02739088067250262	0.052390666404390246	0.11191543218369206	0.05952476577930182	1.0	0.6875	98.0	895.0	0.01824951171875	0.04605829148065476
cellchat	B	median	LAMB2_CD44	LAMININ	LAMB2	CD44	LAMB2	CD44	other	cellchatdb_v2	25	2	GSE131907,GSE241934_IIT	0.029730817958467146	0.03135377715334932	0.1434814024041407	0.11212762525079141	0.96	0.96	129.0	648.0	0.0012963414192199707	0.006246008656241676
cellchat	B	median	THBS4_CD47	THBS	THBS4	CD47	THBS4	CD47	other	cellchatdb_v2	4	1	GSE241934_IIT	0.03281085383907085	0.027156845542298486	0.02998184269987369	0.002824997157575203	0.75	0.25	44.5	1351.5		
cellchat	B	median	FN1_CD44	FN1	FN1	CD44	FN1	CD44	other	cellchatdb_v2	24	2	GSE131907,GSE241934_IIT	0.033974466870306155	0.02443576745653341	0.1798936924749347	0.15545792501840125	0.9583333333333334	0.9166666666666666	119.0	652.0	0.05642664432525635	0.10312455687029609
cellchat	B	median	COL6A2_CD44	COLLAGEN	COL6A2	CD44	COL6A2	CD44	other	cellchatdb_v2	9	2	GSE131907,GSE241934_IIT	0.03534060033920945	0.05449066075481404	0.09306944800767444	0.03857878725286041	0.8888888888888888	0.7777777777777778	184.0	137.0	0.0546875	0.10312455687029609
cellchat	B	median	COL1A2_SDC1	COLLAGEN	COL1A2	SDC1	COL1A2	SDC1	other	cellchatdb_v2	3	1	GSE131907	0.037674234310669345	0.03172215281173157	0.06898981260928748	0.03726765979755592	1.0	0.6666666666666666	230.0	74.0		
cellchat	B	median	COL9A2_CD44	COLLAGEN	COL9A2	CD44	COL9A2	CD44	other	cellchatdb_v2	14	2	GSE131907,GSE241934_IIT	0.037732206706258875	0.08394505041464119	0.13506974459227725	0.05112469417763606	0.9285714285714286	0.6428571428571429	111.5	764.0	0.0030517578125	0.011553083147321428
cellchat	B	median	CD55_ADGRE5	ADGRE	CD55	ADGRE5	CD55	ADGRE5	other	cellchatdb_v2	22	2	GSE131907,GSE241934_IIT	0.03868512797453631	0.043869780600116814	0.3220389676178486	0.27816918701773186	1.0	1.0	105.5	664.5	3.337860107421875e-05	0.0008023977279663086
cellchat	B	median	COL6A1_CD44	COLLAGEN	COL6A1	CD44	COL6A1	CD44	other	cellchatdb_v2	18	2	GSE131907,GSE241934_IIT	0.03910034162180935	0.05430270420681178	0.10530618252856473	0.05100347832175296	0.9444444444444444	0.7777777777777778	119.0	660.5	0.0007126267024380472	0.004721151903652063
cellchat	B	median	LAMC2_CD44	LAMININ	LAMC2	CD44	LAMC2	CD44	other	cellchatdb_v2	24	2	GSE131907,GSE241934_IIT	0.041059163059885606	0.06306224868819844	0.15250805726090758	0.08944580857270913	0.9583333333333334	0.875	119.0	652.0	0.00010764598846435547	0.0010782877604166667
cellchat	B	median	COL4A3_CD44	COLLAGEN	COL4A3	CD44	COL4A3	CD44	other	cellchatdb_v2	11	2	GSE131907,GSE241934_IIT	0.04766681888665458	0.06619201613679689	0.14588550823101862	0.07969349209422172	0.9090909090909091	0.8181818181818182	53.0	1142.0	0.1474609375	0.2232979910714286
cellchat	B	median	LGALS9_CD44	GALECTIN	LGALS9	CD44	LGALS9	CD44	inhibitory	cellchatdb_v2	23	2	GSE131907,GSE241934_IIT	0.05148676890345895	0.046224447326558324	0.21538743833713822	0.16916299101057986	0.9565217391304348	0.8695652173913043	109.0	656.0	0.003874063491821289	0.013688357671101888
cellchat	B	median	LAMB3_CD44	LAMININ	LAMB3	CD44	LAMB3	CD44	other	cellchatdb_v2	25	2	GSE131907,GSE241934_IIT	0.05489618710421895	0.06672819526343052	0.2826914352225377	0.21596323995910724	1.0	0.88	129.0	648.0	0.00016230344772338867	0.0012288689613342285
cellchat	B	median	LGALS9_CD45	GALECTIN	LGALS9	PTPRC	LGALS9	PTPRC	inhibitory	cellchatdb_v2	23	2	GSE131907,GSE241934_IIT	0.05563830993560705	0.04921941861369729	0.2412691895707696	0.1920497709570723	0.9565217391304348	0.8695652173913043	109.0	656.0	0.004338979721069336	0.014372870326042175
cellchat	B	median	LAMA5_CD44	LAMININ	LAMA5	CD44	LAMA5	CD44	other	cellchatdb_v2	25	2	GSE131907,GSE241934_IIT	0.05958885908252526	0.061556999159918385	0.2176794438431925	0.15612244468327416	1.0	0.92	129.0	648.0	4.5418739318847656e-05	0.0008023977279663086
cellchat	B	median	COL1A1_CD44	COLLAGEN	COL1A1	CD44	COL1A1	CD44	other	cellchatdb_v2	20	2	GSE131907,GSE241934_IIT	0.06787498150525492	0.0895902432424486	0.28025305122973915	0.19066280798729057	1.0	0.95	119.0	169.0	3.814697265625e-06	0.000202178955078125
cellchat	B	median	GDF15_TGFBR2	GDF	GDF15	TGFBR2	GDF15	TGFBR2	other	cellchatdb_v2	14	2	GSE131907,GSE241934_IIT	0.18078448353417356	0.1556440948469881	0.35535965069043335	0.19971555584344522	1.0	1.0	73.5	1038.5	0.0001220703125	0.0010782877604166667
cellchat	B	tertile	C3_CR2	COMPLEMENT	C3	CR2	C3	CR2	other	cellchatdb_v2	11	1	GSE241934_IIT	-0.0856705519947009	-0.06702532490770308	0.151872347353787	0.21889767226149004	1.0	1.0	26.0	1142.0	0.013671875	0.03293678977272727
cellchat	B	tertile	SFTPD_ADGRE5	ADGRE	SFTPD	ADGRE5	SFTPD	ADGRE5	other	cellchatdb_v2	15	2	GSE131907,GSE241934_IIT	-0.028545512249125105	-0.050233839030077214	0.18484794811202993	0.23508178714210715	0.9333333333333333	0.9333333333333333	36.0	935.0	0.063720703125	0.10822088068181819
cellchat	B	tertile	TNFSF13_TNFRSF13B	APRIL	TNFSF13	TNFRSF13B	TNFSF13	TNFRSF13B	other	cellchatdb_v2	9	1	GSE241934_IIT	-0.015988743345330524	-0.011854782731493764	0.1244813990054641	0.13633618173695786	0.8888888888888888	1.0	36.0	1142.0	0.91015625	0.9771875
cellchat	B	tertile	PPIA_BSG	CypA	PPIA	BSG	PPIA	BSG	other	cellchatdb_v2	29	2	GSE131907,GSE241934_IIT	-0.009048974092380424	-0.008914407506596885	0.5233823372303171	0.5322967447369139	1.0	1.0	86.0	256.0	0.012943167239427567	0.03266608874712671
cellchat	B	tertile	COL4A5_CD44	COLLAGEN	COL4A5	CD44	COL4A5	CD44	other	cellchatdb_v2	6	1	GSE241934_IIT	-0.0057647630135974764	-0.0415465988847436	0.08730399699237046	0.12885059587711403	0.6666666666666666	1.0	31.0	1247.5	1.0	1.0
cellchat	B	tertile	COL9A3_SDC1	COLLAGEN	COL9A3	SDC1	COL9A3	SDC1	other	cellchatdb_v2	3	1	GSE131907	0.0	0.0012296318131087228	0.0012563265269556864	2.6694713846963622e-05	0.6666666666666666	0.6666666666666666	73.0	70.0		
cellchat	B	tertile	PECAM1_PECAM1	PECAM1	PECAM1	PECAM1	PECAM1	PECAM1	other	cellchatdb_v2	4	1	GSE131907	0.0001796950275278214	0.002630405716047543	0.003227327652921625	0.0005969219368740823	1.0	0.75	120.0	130.0		
cellchat	B	tertile	TNFSF13B_TNFRSF13C	BAFF	TNFSF13B	TNFRSF13C	TNFSF13B	TNFRSF13C	other	cellchatdb_v2	12	2	GSE131907,GSE241934_IIT	0.00036120656629280766	-0.030352160853795076	0.0078074015779806315	0.038159562431775707	0.6666666666666666	0.5833333333333334	76.0	159.0	1.0	1.0
cellchat	B	tertile	HLA-G_LILRB1	MHC-I	HLA-G	LILRB1	HLA-G	LILRB1	inhibitory	cellchatdb_v2	5	2	GSE131907,GSE241934_IIT	0.0003941685834342456	-0.004272595573118089	0.02594403094443356	0.030216626517551654	0.8	0.4	26.0	855.0		
cellchat	B	tertile	Q9HDB5_CLSTN1	NRXN	NRXN3	CLSTN1	NRXN3	CLSTN1	other	cellchatdb_v2	3	1	GSE241934_IIT	0.0004870865335338231	-0.00044497255022327	0.00044248165202925415	0.0008874542022525243	0.6666666666666666	0.3333333333333333	21.0	1142.0		
cellchat	B	tertile	TNFSF13B_TNFRSF13B	BAFF	TNFSF13B	TNFRSF13B	TNFSF13B	TNFRSF13B	other	cellchatdb_v2	10	2	GSE131907,GSE241934_IIT	0.0005122945554038541	-0.03471608672877075	0.004079437040535152	0.03879552376930591	0.6	0.7	76.0	216.0	0.921875	0.9771875
cellchat	B	tertile	PTPRC_CD22	CD45	PTPRC	CD22	PTPRC	CD22	other	cellchatdb_v2	12	2	GSE131907,GSE241934_IIT	0.000591250645109536	0.0013970959478153608	0.010708645385863661	0.009311549438048301	0.75	0.5	70.5	182.5	0.6376953125	0.7041219075520834
cellchat	B	tertile	MPZL1_MPZL1	MPZ	MPZL1	MPZL1	MPZL1	MPZL1	other	cellchatdb_v2	6	2	GSE131907,GSE241934_IIT	0.0007218426765360011	0.0003388780775129673	0.006590298950425129	0.006251420872912161	1.0	0.8333333333333334	53.5	209.0	0.625	0.7041219075520834
cellchat	B	tertile	PECAM1_CD38	PECAM2	PECAM1	CD38	PECAM1	CD38	other	cellchatdb_v2	5	1	GSE131907	0.0009231966632968238	0.004039153409970386	0.009037920780899359	0.004998767370928974	1.0	0.8	86.0	162.0		
cellchat	B	tertile	JAG1_NOTCH2	NOTCH	JAG1	NOTCH2	JAG1	NOTCH2	other	cellchatdb_v2	7	1	GSE241934_IIT	0.000977871696354075	9.168199192005634e-05	0.002449769602683768	0.0023580876107637118	0.8571428571428571	0.7142857142857143	21.0	1142.0	0.296875	0.383765243902439
cellchat	B	tertile	LPAR3_ADGRE5	ADGRE	LPAR3	ADGRE5	LPAR3	ADGRE5	other	cellchatdb_v2	7	2	GSE131907,GSE241934_IIT	0.0009793172233338529	0.001146230384386151	0.006994244185614023	0.005848013801227873	0.8571428571428571	0.42857142857142855	68.0	1142.0	0.4375	0.5152777777777777
cellchat	B	tertile	LPAR1_ADGRE5	ADGRE	LPAR1	ADGRE5	LPAR1	ADGRE5	other	cellchatdb_v2	7	2	GSE131907,GSE241934_IIT	0.000994726465085094	0.0021491049417359078	0.002196199344424954	4.709440268904617e-05	1.0	0.2857142857142857	79.0	1413.0	0.03125	0.05915178571428571
cellchat	B	tertile	DLL4_NOTCH2	NOTCH	DLL4	NOTCH2	DLL4	NOTCH2	other	cellchatdb_v2	5	1	GSE241934_IIT	0.0010281653710936443	0.0017769014847322673	0.003021548854309588	0.001244647369577321	0.8	0.6	21.0	935.0		
cellchat	B	tertile	F11R_F11R	JAM	F11R	F11R	F11R	F11R	barrier	cellchatdb_v2	4	2	GSE131907,GSE241934_IIT	0.0014061652452095719	0.011709890423072558	0.03285719652410575	0.021147306101033193	1.0	0.75	140.0	52.0		
