sample,fov,n,gene,neighborhood,spearman_rho,p
Lung9_Rep1,16,1830,CLDN4,t_like_50um,0.18923407408835713,3.2550035951071045e-16
Lung9_Rep1,17,2578,CLDN4,t_like_50um,0.22071579046233314,8.188550782217109e-30
Lung9_Rep1,18,2912,CLDN4,t_like_50um,0.17576031743204584,1.236514176303729e-21
Lung9_Rep1,19,2735,CLDN4,t_like_50um,0.30191205069945093,9.575451587848922e-59
Lung9_Rep1,20,3096,CLDN4,t_like_50um,0.22377039691136186,1.9537751984779827e-36
Lung9_Rep1,1,2096,TACSTD2,rna_immune_50um,-0.18354160025750332,2.4548679154442222e-17
Lung9_Rep1,2,2087,TACSTD2,rna_immune_50um,-0.14581676904663643,2.1825073891410473e-11
Lung9_Rep1,3,1248,TACSTD2,rna_immune_50um,-0.009068973073571086,0.7489186430545806
Lung9_Rep1,4,1508,TACSTD2,rna_immune_50um,-0.27566986878255173,1.0526738869513151e-27
Lung9_Rep1,5,2297,TACSTD2,rna_immune_50um,-0.11201044711399787,7.351934107444212e-08
Lung9_Rep1,6,1771,TACSTD2,rna_immune_50um,-0.04607387945950073,0.05255016721972544
Lung9_Rep1,7,1877,TACSTD2,rna_immune_50um,-0.26961519641223985,1.2708218383113328e-32
Lung9_Rep1,8,1935,TACSTD2,rna_immune_50um,-0.05904582459202244,0.009378662244126241
Lung9_Rep1,9,2218,TACSTD2,rna_immune_50um,-0.051597121829659594,0.015088459941626916
Lung9_Rep1,10,1659,TACSTD2,rna_immune_50um,-0.05064937846582679,0.039135439885512
Lung9_Rep1,11,1455,TACSTD2,rna_immune_50um,-0.1658509474075173,1.9530662390954698e-10
Lung9_Rep1,12,1664,TACSTD2,rna_immune_50um,-0.030635173144259422,0.21165452738342191
Lung9_Rep1,13,2186,TACSTD2,rna_immune_50um,-0.06387189313410896,0.002811288698584273
Lung9_Rep1,14,2110,TACSTD2,rna_immune_50um,0.014250128319533139,0.5129692954813415
Lung9_Rep1,15,2332,TACSTD2,rna_immune_50um,-0.17427464694101433,2.3249059316815504e-17
Lung9_Rep1,16,1830,TACSTD2,rna_immune_50um,-0.11290398968028474,1.2850487967696063e-06
Lung9_Rep1,17,2578,TACSTD2,rna_immune_50um,-0.08203411730358308,3.043177677710246e-05
Lung9_Rep1,18,2912,TACSTD2,rna_immune_50um,-0.04612499142519937,0.012799605193489412
Lung9_Rep1,19,2735,TACSTD2,rna_immune_50um,-0.24124396354574512,1.636766074284786e-37
Lung9_Rep1,20,3096,TACSTD2,rna_immune_50um,-0.13981342537427546,5.508186847203154e-15
Lung9_Rep1,1,1731,CLDN4,prot_cd45_50um,-0.11011516572175006,4.389468385417092e-06
Lung9_Rep1,2,2168,CLDN4,prot_cd45_50um,-0.17220779091484945,6.799465805969327e-16
Lung9_Rep1,3,1752,CLDN4,prot_cd45_50um,0.008377756687890467,0.726021423353135
Lung9_Rep1,4,2021,CLDN4,prot_cd45_50um,-0.05907502514908081,0.007897370851621828
Lung9_Rep1,5,544,CLDN4,prot_cd45_50um,-0.16935871769083524,7.195849138087412e-05
Lung9_Rep1,6,1241,CLDN4,prot_cd45_50um,-0.1640674602776552,6.123423061539557e-09
Lung9_Rep1,7,1178,CLDN4,prot_cd45_50um,-0.3594228513694555,3.055486905204683e-37
Lung9_Rep1,8,1656,CLDN4,prot_cd45_50um,-0.18775553073300585,1.3253905661540447e-14
Lung9_Rep1,9,220,CLDN4,prot_cd45_50um,-0.22114088064230014,0.0009588014843189661
Lung9_Rep1,10,874,CLDN4,prot_cd45_50um,-0.05538525975423145,0.10177799139115805
Lung9_Rep1,11,962,CLDN4,prot_cd45_50um,-0.1803444621399568,1.7755554790977826e-08
Lung9_Rep1,12,1540,CLDN4,prot_cd45_50um,-0.1565247614629846,6.591726086308483e-10
Lung9_Rep1,13,880,CLDN4,prot_cd45_50um,-0.0885537572413849,0.0085797623104329
Lung9_Rep1,14,1532,CLDN4,prot_cd45_50um,-0.10772344208368141,2.3868914221997225e-05
Lung9_Rep1,15,1771,CLDN4,prot_cd45_50um,-0.23091390065990086,7.270230893120118e-23
Lung9_Rep1,16,1153,CLDN4,prot_cd45_50um,-0.2331582111534938,1.0637162187096513e-15
Lung9_Rep1,17,1037,CLDN4,prot_cd45_50um,-0.1904017887296397,6.384192341179791e-10
Lung9_Rep1,18,1288,CLDN4,prot_cd45_50um,-0.06950024199988726,0.012600331051701216
Lung9_Rep1,19,1690,CLDN4,prot_cd45_50um,-0.24171791970674675,6.813832897539813e-24
Lung9_Rep1,20,2289,CLDN4,prot_cd45_50um,-0.1698495332570274,2.808722901791145e-16
Lung9_Rep1,1,1731,TACSTD2,prot_cd45_50um,-0.038366297303498054,0.11056131454777877
Lung9_Rep1,2,2168,TACSTD2,prot_cd45_50um,-0.02722851340175244,0.20504374410280785
Lung9_Rep1,3,1752,TACSTD2,prot_cd45_50um,0.028633127282247834,0.23096212427465745
Lung9_Rep1,4,2021,TACSTD2,prot_cd45_50um,-0.017417497869967047,0.43386918706525857
Lung9_Rep1,5,544,TACSTD2,prot_cd45_50um,-0.06573757803356971,0.12567536113709407
Lung9_Rep1,6,1241,TACSTD2,prot_cd45_50um,0.03745705731254623,0.18728150753800846
Lung9_Rep1,7,1178,TACSTD2,prot_cd45_50um,-0.23374649051175556,4.4015107546897206e-16
Lung9_Rep1,8,1656,TACSTD2,prot_cd45_50um,0.08548295510214748,0.0004969581566333038
Lung9_Rep1,9,220,TACSTD2,prot_cd45_50um,-0.1861621979974946,0.0056098390890973555
Lung9_Rep1,10,874,TACSTD2,prot_cd45_50um,0.06332226710350267,0.061313724767407846
Lung9_Rep1,11,962,TACSTD2,prot_cd45_50um,-0.02484608494197121,0.4414504803053265
Lung9_Rep1,12,1540,TACSTD2,prot_cd45_50um,-0.021140740767685958,0.40708088109945745
Lung9_Rep1,13,880,TACSTD2,prot_cd45_50um,0.0021096853165614607,0.9501690459218509
Lung9_Rep1,14,1532,TACSTD2,prot_cd45_50um,0.030747278721351363,0.22906368530394036
Lung9_Rep1,15,1771,TACSTD2,prot_cd45_50um,-0.17342996499393581,1.9954510013067178e-13
Lung9_Rep1,16,1153,TACSTD2,prot_cd45_50um,-0.07830399849783667,0.007812202254352124
Lung9_Rep1,17,1037,TACSTD2,prot_cd45_50um,-0.07308343466365826,0.018583712324648394
Lung9_Rep1,18,1288,TACSTD2,prot_cd45_50um,-0.020954797107544946,0.45241611269467097
Lung9_Rep1,19,1690,TACSTD2,prot_cd45_50um,-0.10086367264490328,3.2671968923825775e-05
Lung9_Rep1,20,2289,TACSTD2,prot_cd45_50um,-0.13961836930403956,1.958733602446057e-11
Lung12,1,1814,CLDN4,rna_immune_50um,-0.18137482639309857,7.011550688189226e-15
Lung12,2,1516,CLDN4,rna_immune_50um,-0.22174812385580636,2.4192348365428967e-18
Lung12,3,1131,CLDN4,rna_immune_50um,-0.3362037909492989,2.752307387149952e-31
Lung12,4,1389,CLDN4,rna_immune_50um,-0.3339513565541827,1.5511159719892958e-37
Lung12,5,1086,CLDN4,rna_immune_50um,-0.17917119399517475,2.749800012088994e-09
Lung12,6,1144,CLDN4,rna_immune_50um,-0.254585750555928,2.211282699598649e-18
Lung12,7,964,CLDN4,rna_immune_50um,-0.39008712110489974,2.1558985787465897e-36
Lung12,8,1031,CLDN4,rna_immune_50um,-0.26151975804615135,1.3896597755446542e-17
Lung12,9,1207,CLDN4,rna_immune_50um,-0.08662825092284626,0.002593820189302089
Lung12,10,741,CLDN4,rna_immune_50um,-0.15281039152718515,2.9507546818839138e-05
Lung12,11,528,CLDN4,rna_immune_50um,-0.2029703344125207,2.577791063476897e-06
Lung12,12,486,CLDN4,rna_immune_50um,-0.1898811464619481,2.5130737372032765e-05
Lung12,13,1076,CLDN4,rna_immune_50um,-0.11762310692830734,0.00011005979818122921
Lung12,14,708,CLDN4,rna_immune_50um,-0.2037356611227694,4.5274647446340686e-08
Lung12,15,426,CLDN4,rna_immune_50um,-0.18578640956323442,0.00011480990792798805
Lung12,16,191,CLDN4,rna_immune_50um,-0.00575129100320344,0.9370618016867716
Lung12,17,935,CLDN4,rna_immune_50um,-0.20265284106316545,4.016672702062314e-10
Lung12,18,685,CLDN4,rna_immune_50um,-0.18437967162107444,1.1823094584555948e-06
Lung12,19,981,CLDN4,rna_immune_50um,-0.13612260161338982,1.8860017820647026e-05
Lung12,20,323,CLDN4,rna_immune_50um,-0.16462824318632374,0.0030019847941900137
Lung12,21,1087,CLDN4,rna_immune_50um,-0.20879291210619522,3.5840337291323497e-12
Lung12,22,886,CLDN4,rna_immune_50um,-0.3348824257272763,1.1663177014572456e-24
Lung12,23,695,CLDN4,rna_immune_50um,-0.22622374248070265,1.624135440839919e-09
Lung12,24,548,CLDN4,rna_immune_50um,-0.30929489560481443,1.299289683032888e-13
Lung12,25,959,CLDN4,rna_immune_50um,-0.31228582296756674,3.881934392680293e-23
Lung12,26,1013,CLDN4,rna_immune_50um,-0.2037920262202336,5.868875172398351e-11
Lung12,27,828,CLDN4,rna_immune_50um,-0.44169144144481015,7.403037888880117e-41
Lung12,28,1126,CLDN4,rna_immune_50um,-0.39865394035416357,3.396032723444614e-44
Lung12,1,1664,CLDN4,rna_immune_25um,-0.2137246977625821,1.2100724049353776e-18
Lung12,2,1355,CLDN4,rna_immune_25um,-0.18622491962791804,4.874058759010753e-12
Lung12,3,882,CLDN4,rna_immune_25um,-0.350585267128937,6.618504712004494e-27
Lung12,4,1036,CLDN4,rna_immune_25um,-0.3599880555377622,4.703225950565529e-33
Lung12,5,908,CLDN4,rna_immune_25um,-0.13095051236710176,7.57210238742844e-05
Lung12,6,978,CLDN4,rna_immune_25um,-0.20778640611985608,5.325653203962232e-11
Lung12,7,853,CLDN4,rna_immune_25um,-0.3228502385704767,3.8258043641230114e-22
Lung12,8,824,CLDN4,rna_immune_25um,-0.2664395024019461,7.387682143962914e-15
Lung12,9,1060,CLDN4,rna_immune_25um,-0.10851670607774277,0.0004011350492156356
Lung12,10,594,CLDN4,rna_immune_25um,-0.12144202697636507,0.0030313205321648444
Lung12,11,446,CLDN4,rna_immune_25um,-0.16789071076762432,0.00036945446234887513
Lung12,12,450,CLDN4,rna_immune_25um,-0.10367323880236083,0.02787412937024957
Lung12,13,856,CLDN4,rna_immune_25um,-0.13355790112908933,8.875890355307658e-05
Lung12,14,525,CLDN4,rna_immune_25um,-0.2002852298078011,3.7438517373155884e-06
Lung12,15,315,CLDN4,rna_immune_25um,-0.2365571123368753,2.2139577957744972e-05
Lung12,16,127,CLDN4,rna_immune_25um,-0.1852197012346269,0.03709143732064255
Lung12,17,753,CLDN4,rna_immune_25um,-0.16902671452656243,3.0992585834015753e-06
Lung12,18,474,CLDN4,rna_immune_25um,-0.1923465484498534,2.4861232599933707e-05
Lung12,19,814,CLDN4,rna_immune_25um,-0.13843113181300618,7.415076145020282e-05
Lung12,20,272,CLDN4,rna_immune_25um,-0.0742755990702128,0.2220745117396728
Lung12,21,844,CLDN4,rna_immune_25um,-0.22189309554759848,7.113783038561508e-11
Lung12,22,616,CLDN4,rna_immune_25um,-0.31829891556657197,5.707147056253218e-16
Lung12,23,593,CLDN4,rna_immune_25um,-0.15402813041891006,0.0001662767390070738
Lung12,24,401,CLDN4,rna_immune_25um,-0.358827516684866,1.2503285441006593e-13
Lung12,25,760,CLDN4,rna_immune_25um,-0.2735422963946082,1.6478699822251665e-14
Lung12,26,843,CLDN4,rna_immune_25um,-0.1777811557183827,2.041010216860533e-07
Lung12,27,753,CLDN4,rna_immune_25um,-0.39189977073163884,4.733076106741292e-29
Lung12,28,987,CLDN4,rna_immune_25um,-0.3539899294181167,1.6464652148171087e-30
Lung12,1,1814,CLDN4,t_like_50um,0.13480651902164606,8.217972586399375e-09
Lung12,2,1516,CLDN4,t_like_50um,0.21594941149750466,1.8676400286727175e-17
Lung12,3,1131,CLDN4,t_like_50um,0.2732673760598236,8.079583151472023e-21
Lung12,4,1389,CLDN4,t_like_50um,0.20388564116396732,1.6859488861961753e-14
Lung12,5,1086,CLDN4,t_like_50um,0.08912838566945272,0.0032858084523055887
Lung12,6,1144,CLDN4,t_like_50um,0.16795989638306633,1.0947408456921901e-08
Lung12,7,964,CLDN4,t_like_50um,0.29266097621006987,1.714696038845468e-20
Lung12,8,1031,CLDN4,t_like_50um,0.24543830087308202,1.3079098015015167e-15
Lung12,9,1207,CLDN4,t_like_50um,0.07646294755411122,0.007869749288684384
Lung12,10,741,CLDN4,t_like_50um,0.11666771912925417,0.001465866740309938
Lung12,11,528,CLDN4,t_like_50um,0.2468962710033373,8.975389779977137e-09
Lung12,12,486,CLDN4,t_like_50um,0.11499834094466463,0.011178170977411299
Lung12,13,1076,CLDN4,t_like_50um,0.059138363741229986,0.052461744181620175
Lung12,14,708,CLDN4,t_like_50um,0.1380675281448921,0.00022878495704816226
Lung12,15,426,CLDN4,t_like_50um,0.10608229663926041,0.028577849733347344
Lung12,16,191,CLDN4,t_like_50um,-0.0944793805744688,0.1935770169989176
Lung12,17,935,CLDN4,t_like_50um,0.15988426987578433,8.923274216153946e-07
Lung12,18,685,CLDN4,t_like_50um,0.2913243817349396,7.244320911996436e-15
Lung12,19,981,CLDN4,t_like_50um,0.2007393662794669,2.238621086029806e-10
Lung12,20,323,CLDN4,t_like_50um,0.028844960331605596,0.6055016740336855
Lung12,21,1087,CLDN4,t_like_50um,0.13915068449169346,4.126731438720181e-06
Lung12,22,886,CLDN4,t_like_50um,0.2941628912786513,3.8147860972061186e-19
Lung12,23,695,CLDN4,t_like_50um,0.22005207463609883,4.552114826766598e-09
Lung12,24,548,CLDN4,t_like_50um,0.3287171358802651,2.833414551983187e-15
Lung12,25,959,CLDN4,t_like_50um,0.3277271177357954,1.9068308727885592e-25
Lung12,26,1013,CLDN4,t_like_50um,0.2548871593100138,1.7380094861456144e-16
Lung12,27,828,CLDN4,t_like_50um,0.27362917959005445,1.099194323927499e-15
Lung12,28,1126,CLDN4,t_like_50um,0.32281820817289486,1.0085630496278262e-28
Lung12,1,1814,TACSTD2,rna_immune_50um,-0.17175156839053932,1.7736917461931043e-13
Lung12,2,1516,TACSTD2,rna_immune_50um,-0.1633160057235295,1.588818701957454e-10
Lung12,3,1131,TACSTD2,rna_immune_50um,-0.35881900132052,1.0674895327558193e-35
Lung12,4,1389,TACSTD2,rna_immune_50um,-0.23305762031915672,1.3740517764329356e-18
Lung12,5,1086,TACSTD2,rna_immune_50um,-0.0836630044732523,0.005802534443397766
Lung12,6,1144,TACSTD2,rna_immune_50um,-0.2161828304312707,1.4512880392494944e-13
Lung12,7,964,TACSTD2,rna_immune_50um,-0.3709061900200909,8.337398589695852e-33
Lung12,8,1031,TACSTD2,rna_immune_50um,-0.24671882873066145,9.21486404950119e-16
Lung12,9,1207,TACSTD2,rna_immune_50um,-0.10850260386695289,0.00015883282347311337
Lung12,10,741,TACSTD2,rna_immune_50um,-0.11602558755066181,0.0015576237045664425
Lung12,11,528,TACSTD2,rna_immune_50um,-0.33295541801606865,3.9059608809978884e-15
Lung12,12,486,TACSTD2,rna_immune_50um,-0.18826462594592003,2.95259338599381e-05
Lung12,13,1076,TACSTD2,rna_immune_50um,-0.17798265118863452,4.140643291459038e-09
Lung12,14,708,TACSTD2,rna_immune_50um,-0.17839941056013223,1.7803319683965144e-06
Lung12,15,426,TACSTD2,rna_immune_50um,-0.11484252737352771,0.017730018501984156
Lung12,16,191,TACSTD2,rna_immune_50um,-0.12947306180094204,0.07424042379676746
Lung12,17,935,TACSTD2,rna_immune_50um,-0.14275093215111342,1.1779791210181626e-05
Lung12,18,685,TACSTD2,rna_immune_50um,-0.22769662767213644,1.6614285569182763e-09
Lung12,19,981,TACSTD2,rna_immune_50um,-0.18312868821284597,7.58771487027367e-09
Lung12,20,323,TACSTD2,rna_immune_50um,-0.2593938432410767,2.302018580940998e-06
Lung12,21,1087,TACSTD2,rna_immune_50um,-0.13815354029407342,4.840699615741788e-06
Lung12,22,886,TACSTD2,rna_immune_50um,-0.24819522856727982,6.636572909684592e-14
Lung12,23,695,TACSTD2,rna_immune_50um,-0.25680217215052425,6.266884678039119e-12
Lung12,24,548,TACSTD2,rna_immune_50um,-0.3622724878607946,1.943021352382867e-18
Lung12,25,959,TACSTD2,rna_immune_50um,-0.2607969888225813,2.2450377596924885e-16
Lung12,26,1013,TACSTD2,rna_immune_50um,-0.2756680816286818,4.007520357633768e-19
Lung12,27,828,TACSTD2,rna_immune_50um,-0.4428814551229819,4.30062480640781e-41
Lung12,28,1126,TACSTD2,rna_immune_50um,-0.3652568959669867,7.276854345205141e-37
Lung12,1,1299,CLDN4,prot_cd45_50um,-0.030422502868664623,0.2732210290097364
Lung12,2,1059,CLDN4,prot_cd45_50um,-0.10389740991313752,0.0007085904405966983
Lung12,3,887,CLDN4,prot_cd45_50um,-0.08417496262629477,0.012146430361645595
Lung12,4,1012,CLDN4,prot_cd45_50um,-0.19300908531206537,5.989553851647956e-10
Lung12,5,834,CLDN4,prot_cd45_50um,-0.054893847105872404,0.11317108605440908
Lung12,6,827,CLDN4,prot_cd45_50um,-0.1710485999518901,7.497309223887575e-07
Lung12,7,477,CLDN4,prot_cd45_50um,-0.1182109698588837,0.00976451722400142
Lung12,8,382,CLDN4,prot_cd45_50um,-0.3397260366834127,8.973237999263196e-12
Lung12,9,1119,CLDN4,prot_cd45_50um,-0.031171773574646417,0.29749096005063996
Lung12,10,729,CLDN4,prot_cd45_50um,-0.05054935022005174,0.1727684390115952
Lung12,11,242,CLDN4,prot_cd45_50um,-0.14996641069575856,0.01959227636887244
Lung12,12,108,CLDN4,prot_cd45_50um,-0.08950058703879571,0.35697486941608414
Lung12,13,1054,CLDN4,prot_cd45_50um,-0.04443301220320359,0.1494338054745763
Lung12,14,682,CLDN4,prot_cd45_50um,-0.12082136180032738,0.0015719362385605078
Lung12,15,207,CLDN4,prot_cd45_50um,-0.031970633447114545,0.6474490632199572
Lung12,16,160,CLDN4,prot_cd45_50um,-0.10476681969795042,0.18735376015977845
Lung12,17,1240,CLDN4,prot_cd45_50um,-0.09688766426830821,0.0006346289023144473
Lung12,18,748,CLDN4,prot_cd45_50um,-0.05864284971922571,0.10903297094992498
Lung12,19,541,CLDN4,prot_cd45_50um,-0.2370579115024284,2.3939274898631893e-08
Lung12,20,160,CLDN4,prot_cd45_50um,-0.14826428320071877,0.06133656868397916
Lung12,21,1330,CLDN4,prot_cd45_50um,-0.08967137731462946,0.0010612582216994388
Lung12,22,771,CLDN4,prot_cd45_50um,-0.21338619581857796,2.1703396453046735e-09
Lung12,23,265,CLDN4,prot_cd45_50um,-0.07607067945966572,0.21710000475732025
Lung12,24,436,CLDN4,prot_cd45_50um,-0.20346087163173646,1.8601162372550562e-05
Lung12,25,484,CLDN4,prot_cd45_50um,-0.05477309068458687,0.22905556209615985
Lung12,26,816,CLDN4,prot_cd45_50um,-0.022398005327790474,0.5228786465059839
Lung12,27,253,CLDN4,prot_cd45_50um,-0.21410597513744362,0.0006068284437555965
Lung12,28,490,CLDN4,prot_cd45_50um,-0.16860859908334977,0.00017707685223260417
Lung12,1,1299,TACSTD2,prot_cd45_50um,-0.01574467244777257,0.5707463195972885
Lung12,2,1059,TACSTD2,prot_cd45_50um,-0.013565973757567629,0.6592371506084722
Lung12,3,887,TACSTD2,prot_cd45_50um,-0.11815201001238794,0.00042146718730304565
Lung12,4,1012,TACSTD2,prot_cd45_50um,-0.17385273247627173,2.6035663931984943e-08
Lung12,5,834,TACSTD2,prot_cd45_50um,0.0013374001380053698,0.9692372507882732
Lung12,6,827,TACSTD2,prot_cd45_50um,-0.14141789503538135,4.480058766647525e-05
Lung12,7,477,TACSTD2,prot_cd45_50um,-0.15871181944576535,0.0005027230005637541
Lung12,8,382,TACSTD2,prot_cd45_50um,-0.2263109506544949,7.939973981767691e-06
Lung12,9,1119,TACSTD2,prot_cd45_50um,-0.041469175403871746,0.1656704937634843
Lung12,10,729,TACSTD2,prot_cd45_50um,-0.007170009220067371,0.8467549391610307
Lung12,11,242,TACSTD2,prot_cd45_50um,-0.12212531706838915,0.05781545278520166
Lung12,12,108,TACSTD2,prot_cd45_50um,-0.07513679203571703,0.4396101107179977
Lung12,13,1054,TACSTD2,prot_cd45_50um,0.009740209352759875,0.7521150535158659
Lung12,14,682,TACSTD2,prot_cd45_50um,-0.14926104624931238,9.124715431965691e-05
Lung12,15,207,TACSTD2,prot_cd45_50um,0.1264336706690086,0.06947163655970409
Lung12,16,160,TACSTD2,prot_cd45_50um,-0.04900172450799965,0.5383314290392172
Lung12,17,1240,TACSTD2,prot_cd45_50um,-0.028215466647000954,0.32082463220429436
Lung12,18,748,TACSTD2,prot_cd45_50um,-0.12697913030272104,0.0004993231035445987
Lung12,19,541,TACSTD2,prot_cd45_50um,-0.24643714286759685,6.301897616886608e-09
Lung12,20,160,TACSTD2,prot_cd45_50um,-0.25922125644213617,0.0009330468456037795
Lung12,21,1330,TACSTD2,prot_cd45_50um,-0.016926592870974366,0.5373914072335867
Lung12,22,771,TACSTD2,prot_cd45_50um,-0.12941961225590673,0.00031467220541377285
Lung12,23,265,TACSTD2,prot_cd45_50um,-0.1296763194124856,0.034865661426665744
Lung12,24,436,TACSTD2,prot_cd45_50um,-0.35040470820239,4.849599728255976e-14
Lung12,25,484,TACSTD2,prot_cd45_50um,-0.08216920987014033,0.0709021726003916
Lung12,26,816,TACSTD2,prot_cd45_50um,-0.05313216517848615,0.12939224864044613
Lung12,27,253,TACSTD2,prot_cd45_50um,-0.2650746174026689,1.9367665229577915e-05
Lung12,28,490,TACSTD2,prot_cd45_50um,-0.16482590828478702,0.000247966760411174
Lung13,1,1115,CLDN4,rna_immune_50um,-0.2192266994137551,1.3379600110434338e-13
Lung13,2,1574,CLDN4,rna_immune_50um,-0.16465098154037666,4.96370214209172e-11
Lung13,3,1019,CLDN4,rna_immune_50um,-0.07717249688467563,0.013734424801515608
Lung13,4,1223,CLDN4,rna_immune_50um,-0.1325981618120401,3.271981019646171e-06
Lung13,5,1284,CLDN4,rna_immune_50um,-0.19096197989173883,5.212942225008303e-12
Lung13,6,1848,CLDN4,rna_immune_50um,-0.23697170081236077,5.2878944914608015e-25
