term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	contrast	role	fdr	label
GO_NHEJ_0006303	0.3354902092119393	0.8080331837962372	0.43756243756243757	38	0.08509931726315793	Dntt,Dclre1b,Setmar,Hmgb2,Ercc4,Smc5,Prkdc,Uvrag,Ercc1,Nsmce2,Psmd14,Ercc8,Dclre1a,Ercc6,Xrcc4,Xrcc5,Pola1,Rnf8,Dclre1c,Pnkp	20	VILI_WT_vs_naive_WT	companion_induction	0.5414585414585414	GO NHEJ
REACTOME_NHEJ_R-HSA-5693571	0.3134425899712106	0.7230673263849355	0.4855144855144855	32	0.048633035375	Artn,Paxip1,Ube2v2,Kat5,Brcc3,Prkdc,Brca1,Lrif1	8	VILI_WT_vs_naive_WT	companion_induction	0.5414585414585414	Reactome NHEJ
STING_CORE	-0.5201702315454367	-0.8655497179559409	0.3096903096903097	6	-0.167981317	Irf3,Ikbke	2	VILI_WT_vs_naive_WT	companion_induction	0.5308976737548167	STING core
REACTOME_STING_R-HSA-1834941	-0.4693537490772028	-0.9278257800396439	0.26073926073926074	14	-0.11902248264285713	Xrcc6,Nlrc3,Mre11a,Stat6,Irf3,Trim21	6	VILI_WT_vs_naive_WT	companion_induction	0.5308976737548167	Reactome STING
REACTOME_STING_NO_NHEJ	-0.5514104001637136	-1.0275786330000822	0.19880119880119881	11	-0.16346563290909089	Nlrc3,Mre11a,Stat6,Irf3,Trim21	5	VILI_WT_vs_naive_WT	companion_induction	0.5308976737548167	Reactome STING minus DNA-PK
REACTOME_CYTOSOLIC_DNA_R-HSA-3134975	0.27604329872669076	0.5417419346526324	0.5414585414585414	14	-0.01535196807142857	Ubc	1	VILI_WT_vs_naive_WT	companion_induction	0.5414585414585414	Reactome cytosolic DNA
KEGG_CYTOSOLIC_DNA_SENSING_mmu04623	0.4664077989716643	1.207884841695107	0.0959040959040959	60	0.16956790886666664	Il6,Ccl4,Ifnab,Cxcl10,Il1b,Polr3d,Nfkbia	7	VILI_WT_vs_naive_WT	companion_induction	0.38361638361638367	KEGG cytosolic DNA-sensing
IFN_COMPACT	-0.5432132271677643	-1.261110336158029	0.07192807192807193	26	-0.35393823188461543	Mx1,Irf9,Ifit3,Ifit2,Oas1a,Rsad2,Irf1,Stat2,Isg15,Gbp2,Stat1,Gbp3,Cxcl9,Ifng	14	VILI_WT_vs_naive_WT	companion_induction	0.38361638361638367	IFN compact
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.5483546013353976	-1.5817600764544961	0.000999000999000999	89	-0.2657379679775281	Ifih1,Irf9,Ifitm3,Ifit3,Psme2,Parp9,Uba7,Cnp,Irf2,Psmb9,Ifit2,Rnf31,Herc6,Ripk2,Mx2,Oas1a,Batf2,Il7,Epsti1,Sp110,Ccrl2,Plscr1,Parp12,Rsad2,Tap1	43	VILI_WT_vs_naive_WT	companion_induction	0.011988011988011988	Hallmark IFN-α
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.2846166035416075	-0.8971414586919998	0.2967032967032967	181	-0.05121450773480667	Bank1,Xaf1,Irf2,Psmb9,Ifit2,Fcgr1,Lcp2,Rnf31,Irf5,Socs1,Herc6,Ripk2,Mx2,Il10ra,Batf2,Il7,Cd38,Bpgm,Epsti1,Cd274,Sp110,Pde4b,Plscr1,Nod1,Psmb10	60	VILI_WT_vs_naive_WT	companion_induction	0.5308976737548167	Hallmark IFN-γ
NHEJ_CORE	-0.37931843916428987	-0.6782852739902716	0.42157842157842157	9	-0.061670403888888864	Prkdc,Xrcc4,Lig4	3	VILI_KOhigh_vs_WT	companion_injury	0.46253746253746253	NHEJ core
KEGG_NHEJ_mmu03450	-0.33877464931366447	-0.6819804638644009	0.42657342657342656	13	-0.02132693476923078	Prkdc,Rad50,Xrcc4,Lig4	4	VILI_KOhigh_vs_WT	companion_injury	0.46253746253746253	KEGG NHEJ
GO_NHEJ_0006303	-0.2503688299559526	-0.602685279039621	0.46253746253746253	38	-0.04548666468421052	Pola1,Trp53bp1,Hmgb1,Rnf168,Dclre1b,Iffo1,Atm,Helq,Ercc6,Prkdc,Dclre1a,Xrcc4,Smc5,Lig4	14	VILI_KOhigh_vs_WT	companion_injury	0.46253746253746253	GO NHEJ
REACTOME_NHEJ_R-HSA-5693571	-0.3537925988178783	-0.8292193241640716	0.3436563436563437	32	-0.11171954440625	Atm,Ube2v2,Tdp2,Uimc1,Prkdc,Rad50,Xrcc4,Brcc3,Lrif1,Lig4	10	VILI_KOhigh_vs_WT	companion_injury	0.46253746253746253	Reactome NHEJ
STING_CORE	0.5773062564902794	0.9542759699818981	0.3006993006993007	6	0.2110292225	Tmem173,Ikbke	2	VILI_KOhigh_vs_WT	companion_injury	0.46253746253746253	STING core
REACTOME_STING_R-HSA-1834941	0.3940204503853331	0.7700309124547758	0.4355644355644356	14	0.08999136107142859	Tmem173,Nlrc3,Xrcc6	3	VILI_KOhigh_vs_WT	companion_injury	0.46253746253746253	Reactome STING
REACTOME_STING_NO_NHEJ	0.42005478924043027	0.7892061583592065	0.4045954045954046	11	0.09537142781818181	Tmem173,Nlrc3	2	VILI_KOhigh_vs_WT	companion_injury	0.46253746253746253	Reactome STING minus DNA-PK
REACTOME_CYTOSOLIC_DNA_R-HSA-3134975	0.422693020088944	0.8343883319800559	0.3866133866133866	14	0.1456547552857143	Tmem173,Ubc,Zbp1,Uba52,Rps27a	5	VILI_KOhigh_vs_WT	companion_injury	0.46253746253746253	Reactome cytosolic DNA
KEGG_CYTOSOLIC_DNA_SENSING_mmu04623	0.5116041438757478	1.3336528727324921	0.030969030969030968	60	0.18650413565	Ccl4,Il6,Il1b,Ifi202b,Cxcl10,Tmem173,Nfkbib,Pycard,Polr3d,Polr2l,Nfkbia,Polr2f,Ikbke,Zbp1,Casp1,Rela,Polr1c	17	VILI_KOhigh_vs_WT	companion_injury	0.12387612387612386	KEGG cytosolic DNA-sensing
IFN_COMPACT	0.6917412581785511	1.5011496558975972	0.01098901098901099	26	0.5111521824999999	Cxcl11,Cxcl9,Rsad2,Oasl1,Isg15,Cxcl10,Irf1,Bst2,Oas1a,Gbp2	10	VILI_KOhigh_vs_WT	companion_injury	0.06593406593406594	IFN compact
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.4467567452823943	1.2292484197392284	0.06793206793206794	89	0.18926929351685393	Cxcl11,Ifi44l,Rsad2,Csf1,Oasl1,Isg15,Cxcl10,Ly6e,Ube2l6,Irf1,Isg20,Ccrl2,Sell,Bst2,Oas1a,Ifitm1,Il4ra,Procr,Casp1,Plscr1,Psmb8,Mov10,Ifitm3,Nmi,Ifitm2	36	VILI_KOhigh_vs_WT	companion_injury	0.2037962037962038	Hallmark IFN-α
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.5588327285940263	1.6698803865056888	0.000999000999000999	181	0.3110944235580111	Cxcl11,Cxcl9,Ccl7,Selp,Ifi44l,Il6,Socs3,Pim1,Rsad2,Oas3,Tnfaip2,Tnfaip6,Ido1,Oasl1,Socs1,Fgl2,Cdkn1a,Gpr18,Isg15,Cxcl10,Tnfaip3,Slamf7,Ly6e,Lcp2,Upp1	88	VILI_KOhigh_vs_WT	companion_injury	0.011988011988011988	Hallmark IFN-γ
NHEJ_CORE	-0.3833878442586274	-0.6523209969924233	0.4515484515484515	9	-0.05769755722222222	Nhej1,Lig4,Prkdc	3	VILI_KOlow_vs_WT	companion_injury	0.5044955044955045	NHEJ core
KEGG_NHEJ_mmu03450	-0.5164528416532888	-0.971912466029593	0.2597402597402597	13	-0.14527244530769232	Polm,Rad50,Nhej1,Lig4,Mre11a,Prkdc,Dntt	7	VILI_KOlow_vs_WT	companion_injury	0.5044955044955045	KEGG NHEJ
GO_NHEJ_0006303	-0.4748132100725209	-1.056579607173867	0.2127872127872128	38	-0.0958861245	Dclre1b,Nhej1,Lig4,Ercc6,Trp53bp1,Helq,Atm,Iffo1,Smc5,Mre11a,Prkdc,Polq,Dntt	13	VILI_KOlow_vs_WT	companion_injury	0.5044955044955045	GO NHEJ
REACTOME_NHEJ_R-HSA-5693571	-0.4076502788525072	-0.8922552840178992	0.33466533466533466	32	-0.08172335871874999	Mdc1,Pias4,Polm,Paxip1,Rad50,Brcc3,Nhej1,Lig4,Trp53bp1,Atm,Mre11a,Lrif1,Brca1,Prkdc	14	VILI_KOlow_vs_WT	companion_injury	0.5044955044955045	Reactome NHEJ
STING_CORE	0.45836060291326247	0.7457506189386953	0.3996003996003996	6	0.057686684000000016	Tmem173,Irf3	2	VILI_KOlow_vs_WT	companion_injury	0.5044955044955045	STING core
REACTOME_STING_R-HSA-1834941	-0.3216502350889309	-0.5952487046115283	0.4855144855144855	14	-0.039104077428571436	Trim21,Mre11a,Prkdc	3	VILI_KOlow_vs_WT	companion_injury	0.5044955044955045	Reactome STING
REACTOME_STING_NO_NHEJ	-0.2591593835571272	-0.4555760036303605	0.4955044955044955	11	-0.030306504272727266	Nlrc3,Mb21d1,Trim21,Mre11a	4	VILI_KOlow_vs_WT	companion_injury	0.5044955044955045	Reactome STING minus DNA-PK
REACTOME_CYTOSOLIC_DNA_R-HSA-3134975	0.2272802704558221	0.43480248063922405	0.5044955044955045	14	0.007472509785714283	Tmem173,Rps27a,Irf3,Uba52	4	VILI_KOlow_vs_WT	companion_injury	0.5044955044955045	Reactome cytosolic DNA
KEGG_CYTOSOLIC_DNA_SENSING_mmu04623	0.2806099052460618	0.7050120890960208	0.4965034965034965	60	0.01886431856666664	Ifi202b,Il6,Ccl4,Il1b,Polr2f,Tmem173,Casp1,Polr3d,Il33,Polr2l,Pycard,Polr3gl,Nfkbib,Nfkbia,Polr1c	15	VILI_KOlow_vs_WT	companion_injury	0.5044955044955045	KEGG cytosolic DNA-sensing
IFN_COMPACT	0.4138131974396206	0.8581777309415797	0.34465534465534464	26	0.06907194515384615	Ifng,Rsad2,Oasl1,Isg15,Cxcl9,Irf1,Bst2,Oas1a	8	VILI_KOlow_vs_WT	companion_injury	0.5044955044955045	IFN compact
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.23212421021667817	0.613385606948423	0.4975024975024975	89	-0.015340937921348321	Rsad2,Ifi44l,Ly6e,Oasl1,Ube2l6,Isg15,Csf1,Casp1,Ccrl2,Isg20,Il4ra,Irf1,Procr,Ripk2,Bst2,Oas1a,Ifitm2,Plscr1	18	VILI_KOlow_vs_WT	companion_injury	0.5044955044955045	Hallmark IFN-α
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.38081601838133106	1.0915281880247023	0.11288711288711288	181	0.07785212407734804	Sectm1a,Mettl7b,Xcl1,Socs3,Selp,Rsad2,Ifi44l,Pim1,Ly6e,Tnfaip6,Tnfaip2,Cdkn1a,Il6,Oasl1,Socs1,Ube2l6,Cfb,Isg15,Pde4b,Gch1,Mthfd2,Cxcl9,Upp1,Myd88,Casp1	43	VILI_KOlow_vs_WT	companion_injury	0.5044955044955045	Hallmark IFN-γ
