n_listed	n_present	n_low_cpm_dropped	n_used	mean_logfc_deposited	mean_logfc_high_minus_low	median_logfc_high_minus_low	n_up_in_high	n_down_in_high	wilcoxon_stat	wilcoxon_p	mwu_vs_background_p	contrast	role	set	label
102	102	7	95	0.06657307045263158	-0.06657307045263158	-0.006410208	44	50	2001.0	0.3826787007036462	0.5427455101450266	naive_KO_vs_WT	primary	GO_HR_0000724	GO HR
63	63	0	63	0.14977264831746034	-0.14977264831746034	-0.03357425	28	34	717.0	0.0688544717166563	0.14884342669607784	naive_KO_vs_WT	primary	REACTOME_HDR_R-HSA-5685942	Reactome HDR
9	9	0	9	-0.02935399177777778	0.02935399177777778	0.010716447	5	4	20.0	0.8203125	0.7592878347819717	naive_KO_vs_WT	primary	NHEJ_CORE	NHEJ core
6	6	0	6	0.06087839766666666	-0.06087839766666666	-0.081052128	2	4	9.0	0.84375	0.5952113240295902	naive_KO_vs_WT	primary	STING_CORE	STING core
11	11	1	10	0.14636866920000002	-0.14636866920000002	-0.1898966815	2	8	13.0	0.16015625	0.0939050539269704	naive_KO_vs_WT	primary	CYTOSOLIC_SENSORS_BEYOND	Sensors beyond cGAS/STING
23	23	1	22	0.08583855163636364	-0.08583855163636364	-0.05834644	8	14	86.0	0.19821882247924805	0.24676983108044404	naive_KO_vs_WT	primary	KEGG_CYTOSOLIC_BEYOND_CGAS_STING	KEGG cytosolic DNA minus cGAS/STING/IFN
3	3	0	3	-0.09726949666666668	0.09726949666666668	-0.053315815	1	2				naive_KO_vs_WT	primary	AIM2_CORE	AIM2 core
3	3	0	3	0.45122784000000005	-0.45122784000000005	-0.258783844	0	3				naive_KO_vs_WT	primary	ZBP1_CORE	ZBP1 core
12	12	0	12	-0.009450201333333333	0.009450201333333333	0.0624083465	7	5	25.0	0.30126953125	0.5139450837751827	naive_KO_vs_WT	primary	POLR3_CYTOSOLIC	RNA pol III cytosolic
8	8	0	8	0.142055271625	-0.142055271625	-0.0974124015	2	6	6.0	0.109375	0.14779057998432932	naive_KO_vs_WT	primary	MICRONUCLEUS_ENVELOPE	Micronucleus envelope proxy
11	11	2	9	-0.10992392399999999	0.10992392399999999	0.161456034	6	3	15.0	0.42578125	0.27097269608257013	naive_KO_vs_WT	primary	GO_HOMOLOGOUS_CHROMOSOME_SEGREGATION_0045143	GO chromosome segregation
1	1	0	1	-0.197138992	-0.197138992	-0.197138992	0	1				VILI_WT_vs_naive_WT	companion_induction	H2AFX_MRNA	H2afx mRNA
10	10	0	10	0.9167050009000001	0.9167050009000001	0.7383951865	7	3	6.0	0.02734375	0.021385879132082126	VILI_WT_vs_naive_WT	companion_induction	DDR_TXN_CORE	DDR transcript core
191	191	8	183	0.19148459834972678	0.19148459834972678	0.014708998	94	88	6413.0	0.007175204541666598	0.02862612869057487	VILI_WT_vs_naive_WT	companion_induction	HALLMARK_P53_PATHWAY	Hallmark p53
34	34	3	31	0.09658005777419353	0.09658005777419353	0.034757939	18	13	238.0	0.8543895706534386	0.629192634783174	VILI_WT_vs_naive_WT	companion_induction	GO_P53_MEDIATOR_0030330	GO p53 mediator
68	68	2	66	0.3297968840757576	0.3297968840757576	0.124635052	39	27	773.0	0.03366704848666029	0.027560256816679257	VILI_WT_vs_naive_WT	companion_induction	KEGG_P53_mmu04115	KEGG p53
145	145	1	144	-0.06424396955555556	-0.06424396955555556	-0.068167915	52	92	3824.0	0.00536849275508695	0.009873567262308163	VILI_WT_vs_naive_WT	companion_induction	HALLMARK_DNA_REPAIR	Hallmark DNA repair
10	10	0	10	-0.0632689894	-0.0632689894	-0.0626680255	4	6	20.0	0.4921875	0.590724888641434	VILI_WT_vs_naive_WT	companion_induction	DSB_CHROMATIN_CORE	DSB chromatin core
14	14	0	14	0.04531741307142857	0.04531741307142857	0.005857401999999999	7	7	41.0	0.5015869140625	0.639789092946326	VILI_WT_vs_naive_WT	companion_induction	GO_DSB_CHROMATIN_0140861	GO DSB chromatin
6	6	0	6	0.2729345923333334	0.2729345923333334	0.01773094850000001	3	3	10.0	1.0	0.913065242654097	VILI_WT_vs_naive_WT	companion_induction	REACTOME_DSB_SENSING_R-HSA-5693548	Reactome DSB sensing
18	18	0	18	-0.07450886966666667	-0.07450886966666667	-0.2183707605	7	11	68.0	0.468292236328125	0.31543799789472116	VILI_WT_vs_naive_WT	companion_induction	HR_CORE	HR core
38	38	1	37	-0.15227864983783784	-0.15227864983783784	-0.198229434	11	26	212.0	0.03489584955968894	0.014634523765008893	VILI_WT_vs_naive_WT	companion_induction	KEGG_HR_mmu03440	KEGG HR
102	102	6	96	-0.03339687002083333	-0.03339687002083333	-0.078441681	41	54	1995.0	0.29011018596485516	0.2813379740590962	VILI_WT_vs_naive_WT	companion_induction	GO_HR_0000724	GO HR
63	63	0	63	-0.05137778592063492	-0.05137778592063492	-0.112933529	24	39	802.0	0.1584518727301759	0.07800014724752022	VILI_WT_vs_naive_WT	companion_induction	REACTOME_HDR_R-HSA-5685942	Reactome HDR
9	9	0	9	-0.015439029666666666	-0.015439029666666666	0.045158461	5	4	21.0	0.91015625	0.9241860997201695	VILI_WT_vs_naive_WT	companion_induction	NHEJ_CORE	NHEJ core
6	6	0	6	-0.167981317	-0.167981317	-0.09805052249999999	2	4	6.0	0.4375	0.3815939244523373	VILI_WT_vs_naive_WT	companion_induction	STING_CORE	STING core
11	11	1	10	-0.40653662490000003	-0.40653662490000003	-0.3649057285	2	8	5.0	0.01953125	0.012244108816357978	VILI_WT_vs_naive_WT	companion_induction	CYTOSOLIC_SENSORS_BEYOND	Sensors beyond cGAS/STING
23	23	1	22	-0.16156955122727273	-0.16156955122727273	-0.17219058199999998	9	13	73.0	0.08540916442871094	0.13302183260202768	VILI_WT_vs_naive_WT	companion_induction	KEGG_CYTOSOLIC_BEYOND_CGAS_STING	KEGG cytosolic DNA minus cGAS/STING/IFN
3	3	0	3	-0.4455887086666667	-0.4455887086666667	-0.239425618	1	2				VILI_WT_vs_naive_WT	companion_induction	AIM2_CORE	AIM2 core
3	3	0	3	-0.06941225266666666	-0.06941225266666666	-0.211073557	1	2				VILI_WT_vs_naive_WT	companion_induction	ZBP1_CORE	ZBP1 core
12	12	0	12	-0.0338528475	-0.0338528475	-0.053143389	6	6	31.0	0.5693359375	0.7006743760353283	VILI_WT_vs_naive_WT	companion_induction	POLR3_CYTOSOLIC	RNA pol III cytosolic
8	8	0	8	0.06846979625	0.06846979625	-0.0485005295	3	5	15.0	0.7421875	0.9622595943679756	VILI_WT_vs_naive_WT	companion_induction	MICRONUCLEUS_ENVELOPE	Micronucleus envelope proxy
11	11	2	9	-0.15491111899999999	-0.15491111899999999	-0.22915209	2	7	14.0	0.359375	0.12126013973479359	VILI_WT_vs_naive_WT	companion_induction	GO_HOMOLOGOUS_CHROMOSOME_SEGREGATION_0045143	GO chromosome segregation
1	1	0	1	0.618377178	-0.618377178	-0.618377178	0	1				VILI_KOhigh_vs_WT	companion_injury	H2AFX_MRNA	H2afx mRNA
10	10	0	10	0.2644511257	-0.2644511257	-0.19502303	4	6	14.0	0.193359375	0.21228366112893615	VILI_KOhigh_vs_WT	companion_injury	DDR_TXN_CORE	DDR transcript core
191	191	6	185	0.24736583452432437	-0.24736583452432437	-0.160884508	61	121	4400.0	3.4482129212007386e-08	6.46761085666937e-09	VILI_KOhigh_vs_WT	companion_injury	HALLMARK_P53_PATHWAY	Hallmark p53
34	34	3	31	0.17249936335483873	-0.17249936335483873	-0.069540933	14	17	197.0	0.3271495960652828	0.351964919007819	VILI_KOhigh_vs_WT	companion_injury	GO_P53_MEDIATOR_0030330	GO p53 mediator
68	68	2	66	0.039596487378787876	-0.039596487378787876	0.035446449	36	30	1055.0	0.7469996304983728	0.5884126510723321	VILI_KOhigh_vs_WT	companion_injury	KEGG_P53_mmu04115	KEGG p53
145	145	1	144	0.04684764979861111	-0.04684764979861111	-0.075973571	56	88	3919.5	0.009497869707661512	0.013709351198971159	VILI_KOhigh_vs_WT	companion_injury	HALLMARK_DNA_REPAIR	Hallmark DNA repair
10	10	0	10	-0.007709983700000001	0.007709983700000001	0.10108793499999999	6	3	20.0	0.8203125	0.5986684416483796	VILI_KOhigh_vs_WT	companion_injury	DSB_CHROMATIN_CORE	DSB chromatin core
14	14	0	14	-0.19087585478571426	0.19087585478571426	0.15713678650000001	8	6	26.0	0.10400390625	0.2543395552742185	VILI_KOhigh_vs_WT	companion_injury	GO_DSB_CHROMATIN_0140861	GO DSB chromatin
6	6	0	6	-0.036077335666666654	0.036077335666666654	0.0378912935	3	2	6.0	0.8125	0.7659116615492212	VILI_KOhigh_vs_WT	companion_injury	REACTOME_DSB_SENSING_R-HSA-5693548	Reactome DSB sensing
18	18	0	18	-0.1480751478888889	0.1480751478888889	0.1666603315	14	4	36.0	0.030364990234375	0.022589454270326898	VILI_KOhigh_vs_WT	companion_injury	HR_CORE	HR core
38	38	1	37	-0.05441789337837837	0.05441789337837837	0.069962558	23	12	189.0	0.03903933762744146	0.0741092565743534	VILI_KOhigh_vs_WT	companion_injury	KEGG_HR_mmu03440	KEGG HR
102	102	6	96	-0.09824356265624999	0.09824356265624999	0.1171376895	62	33	1448.0	0.002013274814336237	0.0018062245517860291	VILI_KOhigh_vs_WT	companion_injury	GO_HR_0000724	GO HR
63	63	1	62	0.018411990338709674	-0.018411990338709674	0.050118431000000005	33	27	845.0	0.606334867988235	0.6036739084104787	VILI_KOhigh_vs_WT	companion_injury	REACTOME_HDR_R-HSA-5685942	Reactome HDR
9	9	0	9	-0.06167040388888886	0.06167040388888886	0.099345206	5	4	22.0	1.0	0.7288623943690997	VILI_KOhigh_vs_WT	companion_injury	NHEJ_CORE	NHEJ core
6	6	0	6	0.21102922249999997	-0.21102922249999997	-0.1199086795	2	4	7.0	0.5625	0.2963774513426375	VILI_KOhigh_vs_WT	companion_injury	STING_CORE	STING core
11	11	1	10	0.1892158541	-0.1892158541	-0.264615611	4	6	21.0	0.556640625	0.27756113602195565	VILI_KOhigh_vs_WT	companion_injury	CYTOSOLIC_SENSORS_BEYOND	Sensors beyond cGAS/STING
23	23	1	22	0.11648363740909091	-0.11648363740909091	-0.08203642250000001	9	13	88.0	0.2221074104309082	0.1974845576577019	VILI_KOhigh_vs_WT	companion_injury	KEGG_CYTOSOLIC_BEYOND_CGAS_STING	KEGG cytosolic DNA minus cGAS/STING/IFN
3	3	0	3	0.13440338133333335	-0.13440338133333335	-0.472068444	1	2				VILI_KOhigh_vs_WT	companion_injury	AIM2_CORE	AIM2 core
3	3	0	3	0.3673942116666667	-0.3673942116666667	-0.305930066	0	3				VILI_KOhigh_vs_WT	companion_injury	ZBP1_CORE	ZBP1 core
12	12	0	12	0.002997723083333343	-0.002997723083333343	-0.024180398000000002	6	6	36.0	0.85009765625	0.9098864550915763	VILI_KOhigh_vs_WT	companion_injury	POLR3_CYTOSOLIC	RNA pol III cytosolic
8	8	0	8	0.22071055675	-0.22071055675	-0.2130407355	2	6	6.0	0.109375	0.09305549499571586	VILI_KOhigh_vs_WT	companion_injury	MICRONUCLEUS_ENVELOPE	Micronucleus envelope proxy
11	11	3	8	-0.135273541125	0.135273541125	0.11192336950000001	4	4	16.0	0.84375	0.710493345530066	VILI_KOhigh_vs_WT	companion_injury	GO_HOMOLOGOUS_CHROMOSOME_SEGREGATION_0045143	GO chromosome segregation
1	1	0	1	0.121445626	-0.121445626	-0.121445626	0	1				VILI_KOlow_vs_WT	companion_injury	H2AFX_MRNA	H2afx mRNA
10	10	0	10	0.15221378530000002	-0.15221378530000002	-0.1210078665	3	7	14.0	0.193359375	0.12460572020028626	VILI_KOlow_vs_WT	companion_injury	DDR_TXN_CORE	DDR transcript core
191	191	8	183	0.10735561883606556	-0.10735561883606556	-0.054022975	72	110	5345.0	2.7991974513448534e-05	1.4004032878596449e-05	VILI_KOlow_vs_WT	companion_injury	HALLMARK_P53_PATHWAY	Hallmark p53
34	34	3	31	0.09082137222580645	-0.09082137222580645	0.016960607	18	13	231.0	0.7498410120606422	0.8903511826047921	VILI_KOlow_vs_WT	companion_injury	GO_P53_MEDIATOR_0030330	GO p53 mediator
68	68	2	66	-0.06086207136363637	0.06086207136363637	0.076769247	40	24	766.0	0.0668953782518978	0.04679735021210479	VILI_KOlow_vs_WT	companion_injury	KEGG_P53_mmu04115	KEGG p53
145	145	2	143	0.02983601034965035	-0.02983601034965035	-0.02714464	57	83	3855.0	0.024673250815070255	0.012555781319247143	VILI_KOlow_vs_WT	companion_injury	HALLMARK_DNA_REPAIR	Hallmark DNA repair
10	10	0	10	-0.05961414930000001	0.05961414930000001	-0.024926975	5	5	23.0	0.6953125	0.8648397214918164	VILI_KOlow_vs_WT	companion_injury	DSB_CHROMATIN_CORE	DSB chromatin core
14	14	0	14	-0.08349919228571427	0.08349919228571427	0.071213413	9	5	27.0	0.118896484375	0.30014185464650234	VILI_KOlow_vs_WT	companion_injury	GO_DSB_CHROMATIN_0140861	GO DSB chromatin
6	6	0	6	-0.11050377866666666	0.11050377866666666	0.06079612499999999	3	3	6.0	0.4375	0.6135934961122012	VILI_KOlow_vs_WT	companion_injury	REACTOME_DSB_SENSING_R-HSA-5693548	Reactome DSB sensing
18	18	1	17	-0.212139184	0.212139184	0.118829683	13	4	24.0	0.010986328125	0.008449516262934111	VILI_KOlow_vs_WT	companion_injury	HR_CORE	HR core
38	38	2	36	-0.11513938958333335	0.11513938958333335	0.0953560635	26	8	129.0	0.003967140750633184	0.007011282898264179	VILI_KOlow_vs_WT	companion_injury	KEGG_HR_mmu03440	KEGG HR
102	102	9	93	-0.08875230076344086	0.08875230076344086	0.084268917	61	31	1181.0	0.00019121202496342205	0.001580742151201265	VILI_KOlow_vs_WT	companion_injury	GO_HR_0000724	GO HR
63	63	3	60	-0.0036919184666666612	0.0036919184666666612	0.0522400105	33	25	716.5	0.28184211111217794	0.4087838428823569	VILI_KOlow_vs_WT	companion_injury	REACTOME_HDR_R-HSA-5685942	Reactome HDR
9	9	0	9	-0.057697557222222216	0.057697557222222216	-0.012252261	4	5	19.0	0.734375	0.9344916864918659	VILI_KOlow_vs_WT	companion_injury	NHEJ_CORE	NHEJ core
6	6	0	6	0.05768668400000001	-0.05768668400000001	0.021496984	4	2	10.0	1.0	0.9644909973497102	VILI_KOlow_vs_WT	companion_injury	STING_CORE	STING core
11	11	1	10	0.024872335099999997	-0.024872335099999997	-0.013302886499999996	5	5	26.0	0.921875	0.8680303436969751	VILI_KOlow_vs_WT	companion_injury	CYTOSOLIC_SENSORS_BEYOND	Sensors beyond cGAS/STING
23	23	1	22	0.05391579240909088	-0.05391579240909088	-0.066904668	9	13	109.0	0.5879268646240234	0.3316461543774888	VILI_KOlow_vs_WT	companion_injury	KEGG_CYTOSOLIC_BEYOND_CGAS_STING	KEGG cytosolic DNA minus cGAS/STING/IFN
3	3	0	3	0.060292298666666654	-0.060292298666666654	-0.331205908	1	2				VILI_KOlow_vs_WT	companion_injury	AIM2_CORE	AIM2 core
3	3	0	3	-0.07394753899999999	0.07394753899999999	-0.089963377	1	2				VILI_KOlow_vs_WT	companion_injury	ZBP1_CORE	ZBP1 core
12	12	0	12	0.0032571255833333235	-0.0032571255833333235	-0.0384116405	5	7	36.0	0.85009765625	0.6366435792598849	VILI_KOlow_vs_WT	companion_injury	POLR3_CYTOSOLIC	RNA pol III cytosolic
8	8	0	8	0.08343061574999999	-0.08343061574999999	-0.114383352	1	7	8.0	0.1953125	0.07693408836091298	VILI_KOlow_vs_WT	companion_injury	MICRONUCLEUS_ENVELOPE	Micronucleus envelope proxy
11	11	3	8	-0.17593222137499998	0.17593222137499998	-0.0156714385	3	4	11.0	0.6875	0.8332408773883551	VILI_KOlow_vs_WT	companion_injury	GO_HOMOLOGOUS_CHROMOSOME_SEGREGATION_0045143	GO chromosome segregation
