gene	c4_logFC	c4_p	c4_fdr	family	n_cohorts_tested	n_cohorts_up	normal_lung_marker	tcga_partial_rho	tcga_partial_p	tcga_n	tcga_fdr
ZDHHC21	1.006079984681308	0.0002139788596067	0.0215055568518154	other	3	3	False	0.31812677546220947	6.839227836880455e-13	490	6.0185204964547996e-12
ZNF462	1.5765445494857018	0.0006023450439567	0.0346876001773508	other	3	3	False	0.31600044959197954	9.893738569460992e-13	490	8.425635426895813e-12
PGRMC1	0.727120659995774	0.0006517499947086	0.0355751178467845	other	3	3	False	0.3098475626753227	2.8328373741841862e-12	490	2.3370908337019538e-11
DLG3	1.129595923555219	0.0006528660903262	0.0355751178467845	TJ	3	3	False	0.30543855521323443	5.930878702834087e-12	490	4.716382893647138e-11
TBCD	0.9633925386059736	9.17130027673971e-06	0.005788557882667	TJ	3	3	False	0.3052949031005808	6.0741294842425266e-12	490	4.716382893647138e-11
DYNLL2	0.9625541173802422	0.0001772032169934	0.020409412853571	other	3	3	False	0.30189043162698576	1.065293675712189e-11	490	8.035358011086226e-11
RBBP8NL	1.174575677388254	0.0001347128416528	0.0183244304175893	other	2	2	False	0.30025445288014263	1.3918257077200654e-11	490	1.0206721856613814e-10
FHDC1	1.3765306259318757	0.0006835005015874	0.0361433199298651	other	3	3	False	0.2991179064186538	1.674260389923367e-11	490	1.1723958700419929e-10
TP53I11	2.045624574947857	1.1335037511833316e-05	0.0060260482382437	other	3	3	False	0.29906919693446055	1.687539509908929e-11	490	1.1723958700419929e-10
AKAP1	1.284849953159531	3.3107294648519115e-06	0.0038588232166744	other	3	3	False	0.2975315511417606	2.1638627302614626e-11	490	1.4647686174077592e-10
MBIP	1.5903174076492237	0.0001476042070626	0.0189776656457384	other	3	3	False	0.296427866395429	2.5842637313080726e-11	490	1.705614062663328e-10
PEG10	2.443724852455878	0.0005378439383643	0.0339017873554863	other	3	3	False	0.2962692444116931	2.6508893482641332e-11	490	1.7069141169310518e-10
RRN3	0.6636625991642574	5.49850912123794e-05	0.013198058854837	other	3	3	False	0.29371392927278084	3.986041424180027e-11	490	2.505511752341731e-10
USP27X	1.4101597907868388	0.0004793850734896	0.0319165277408974	other	3	3	False	0.2931688809445997	4.346105734662706e-11	490	2.668306776630126e-10
ENSA	0.8753282599989702	0.0006848883109848	0.0361433199298651	other	3	3	False	0.29289441363990415	4.539240509515309e-11	490	2.7235443057091854e-10
CDK18	1.2532616256999458	0.0003064197569353	0.0258888764327742	other	3	3	False	0.2914593772157964	5.6935367447332296e-11	490	3.340208223576828e-10
MID1IP1	1.1228932172722346	0.0002184002267294	0.0218109947947135	other	3	3	False	0.2904933453052055	6.626911178446772e-11	490	3.803270763282495e-10
RAB40C	1.0551659352947989	0.0005971077414607	0.0345545649916152	other	3	3	False	0.28961627675973356	7.602431993456581e-11	490	4.270302226111782e-10
ZNF500	0.6568498116200691	0.0003210554454757	0.0258888764327742	other	3	3	False	0.28863562343887206	8.859203306564976e-11	490	4.872561818610737e-10
CAMSAP3	1.057715962992783	0.0003890135248183	0.0292297352767055	other	3	3	False	0.2872603230902017	1.0968412460095645e-10	490	5.909512019316837e-10
ZNF263	0.7354655571206808	3.0831960893874014e-05	0.0093557213643161	other	3	3	False	0.2865074387574334	1.2322666773253295e-10	490	6.504835910460082e-10
MFSD6	1.0735220568941042	0.0007414710688248	0.0377229060593082	other	3	3	False	0.28633330479264757	1.2658360941621728e-10	490	6.504835910460082e-10
SOX4	1.2302187372654418	0.0005470069841122	0.0339017873554863	other	3	3	False	0.28625482262681556	1.2812555581209253e-10	490	6.504835910460082e-10
PIGA	0.7318374012573917	0.0003281434366281	0.0258888764327742	other	3	3	False	0.2857154447204526	1.3922902519905131e-10	490	6.935181632556519e-10
EPB41L5	1.1163930720470367	0.0002633387321468	0.0245871115653544	other	3	3	False	0.2839332684480972	1.8299599866333063e-10	490	8.946471045762831e-10
VEZF1	0.8263169035699258	0.000149136861656	0.0189776656457384	other	3	3	False	0.2837353137691066	1.8861475884272716e-10	490	9.053508424450905e-10
CC2D1A	0.5738860991312029	0.0008595127832297	0.0398686992120422	other	3	3	False	0.2830549161057071	2.0923796142683822e-10	490	9.864075324408088e-10
PNMA6A	2.1908536735360014	8.907089212753028e-05	0.0146401000716697	other	2	2	False	0.2823801120317244	2.3185383346036855e-10	490	1.0738493339217068e-09
CISH	1.1313670080010398	0.0005978449992211	0.0345545649916152	other	3	3	False	0.28200146365985773	2.4556879014962213e-10	490	1.117761389646556e-09
GPS1	0.5709615375383532	0.0011640973043242	0.046785364061454	other	3	3	False	0.2793532834842768	3.661652605149512e-10	490	1.6384343860330019e-09
TRIQK	1.000726597988114	0.0002104497914956	0.0215055568518154	other	3	3	False	0.2792371196786446	3.7260260530155237e-10	490	1.6394514633268305e-09
PPFIBP2	1.4011796633337226	0.0003137419669682	0.0258888764327742	other	3	3	False	0.277950767303466	4.516721791127099e-10	490	1.954777955504187e-09
NELFB	0.6100830485007098	0.0005204732345231	0.0335206006838375	other	3	3	False	0.2768857763967387	5.292873046519315e-10	490	2.2537394907759667e-09
HAGH	0.7642959307314332	0.0004692313360964	0.0316434371733688	other	3	3	False	0.27468006110955157	7.334760272391654e-10	490	3.038035745012813e-09
FAAH	1.316050606839544	1.9030451094921595e-05	0.00776701730037	other	3	3	False	0.27465217969609984	7.364935139425001e-10	490	3.038035745012813e-09
ARSD	1.1140436939280598	0.0001693633548336	0.0203917316329747	other	3	3	False	0.27441604871550784	7.625376612340103e-10	490	3.097076039473519e-09
TSC2	0.6364878123432112	0.0013401382683462	0.0492779027828382	other	3	3	False	0.2742931377842648	7.764463600450318e-10	490	3.105785440180127e-09
TRIM24	1.1148900453697537	0.0001445341176097	0.0189776656457384	other	3	3	False	0.2717788164512483	1.1216037632734005e-09	490	4.419453634390713e-09
PCGF2	0.9477644887857588	0.0006470974727583	0.0355751178467845	other	3	3	False	0.2635706913348471	3.6304533730875914e-09	490	1.409470133081065e-08
PDPK1	0.6183425132955305	0.0005835068547864	0.0342860338837902	other	3	3	False	0.25986502866516537	6.090226378387951e-09	490	2.3301735708614768e-08
ROGDI	1.141080773786702	8.071819990307868e-05	0.0135494944284114	other	3	3	False	0.2591597804939416	6.714268635928679e-09	490	2.5322384569788158e-08
NAA60	0.7094889876224975	3.2360019420087095e-05	0.0094951186161552	other	3	3	False	0.253582011006498	1.4376577302281554e-08	490	5.3456569123976485e-08
TMEM8B	1.4255047957299074	0.0002018532368353	0.021053899709844	other	3	3	False	0.2529025727023407	1.575436376257985e-08	490	5.7766000462792785e-08
NEURL1B	1.4806599386142856	0.000846406094143	0.0398686992120422	other	3	3	False	0.2514797018888142	1.9066108918321568e-08	490	6.895140759502594e-08
JMJD8	0.7269767824488909	6.61081801840429e-05	0.0132593971429813	other	3	3	False	0.2503632430733127	2.212719799909976e-08	490	7.894027394273428e-08
NRGN	1.746938165322168	0.0012224825322888	0.0473654126607189	other	3	3	False	0.24921422764670417	2.577229634240596e-08	490	8.972086727658891e-08
THUMPD1	0.8412646363229621	7.814968846550874e-05	0.0132593971429813	other	3	3	False	0.24919770374630468	2.582873451901802e-08	490	8.972086727658891e-08
PIGM	1.0560322453588082	0.000694498677001	0.0362864060410568	other	3	3	False	0.2489264904263704	2.6772342923790586e-08	490	9.179089002442487e-08
FASTKD3	0.9383833984673068	0.0007643450130797	0.0386557691070067	other	3	3	False	0.24768778228820815	3.1523026181026544e-08	490	1.0609371277913448e-07
WASIR2	1.0707218817931166	6.409838721446586e-05	0.0132593971429813	other	2	2	False	0.24756029783275976	3.2055862293541605e-08	490	1.0609371277913448e-07
DOLPP1	0.786122531181077	3.055827948675912e-06	0.0038588232166744	other	3	3	False	0.24753808030577493	3.214960993307105e-08	490	1.0609371277913448e-07
FAM120AOS	0.714158612727054	0.0003764526568	0.0284212749839605	other	3	3	False	0.24724262643980913	3.342177552045467e-08	490	1.0893023132592631e-07
SPOPL	0.7200756695141147	0.0009158186938516	0.0412421235964873	other	3	3	False	0.24621529664824063	3.8235299758308884e-08	490	1.2309901385601886e-07
ANKRD6	1.0772201042585985	0.0011844468233214	0.0470765401138251	other	3	3	False	0.24270386457428555	6.028839331194848e-08	490	1.9176067270306505e-07
PATZ1	0.8603778541538466	0.0011652606677325	0.046785364061454	other	3	3	False	0.24218727551007604	6.44277979115838e-08	490	2.0248736486497763e-07
MVB12B	1.3592886222347982	0.0003132065976796	0.0258888764327742	other	3	3	False	0.24093249758053054	7.565742790617168e-08	490	2.3498307020269792e-07
KNOP1	0.6349058620082084	0.0006371788276724	0.0354015659219819	other	3	2	False	0.23919172710860867	9.441017889792386e-08	490	2.8981729336106856e-07
LINC00630	0.7521342957017322	5.697982763901811e-05	0.013198058854837	other	2	2	False	0.23724816683652997	1.2064700269674862e-07	490	3.661012495625475e-07
SPOP	0.5681268028142314	0.0001731727003497	0.0203917316329747	other	3	3	False	0.23610105629107245	1.392970305053919e-07	490	4.178910915161757e-07
TAPT1	0.8176910040234777	0.0007941855884139	0.0391079828869427	other	3	3	False	0.2330017798485908	2.0464901510207416e-07	490	6.070487638982875e-07
MSANTD4	0.971640229137802	0.0003276642702125	0.0258888764327742	other	3	3	False	0.23195284449297102	2.32823930437543e-07	490	6.829501959501262e-07
CTPS2	0.5913003831402285	0.0004069374652889	0.0300049825457679	other	3	3	False	0.2280763590522233	3.730393826088247e-07	490	1.082224142953074e-06
BRMS1L	0.9697933663819578	0.000653830038378	0.0355751178467845	other	3	3	False	0.22482801879688855	5.502225159444554e-07	490	1.5788993935797414e-06
OCRL	0.8200110739140233	0.0005768693358555	0.03423477741261	other	3	3	False	0.22465375060412132	5.61723044260884e-07	490	1.5945686417728322e-06
ZBTB18	1.3509568727192256	0.0007755716828001	0.0387270429838705	other	3	3	False	0.22169590218873061	7.959852856960861e-07	490	2.235533142806029e-06
TEF	1.1886027397463836	0.0007746087227738	0.0387270429838705	other	3	3	False	0.2211629965062712	8.471467825917487e-07	490	2.3541763221497018e-06
RASEF	1.5460017676867135	0.0008710312478366	0.0398686992120422	other	3	3	False	0.22033267331325265	9.332053152790344e-07	490	2.5663146170173446e-06
GRIP1	0.9719688495081044	0.0008418552322264	0.0398686992120422	other	2	2	False	0.21970236134384333	1.0040732696458569e-06	490	2.7327354967681053e-06
ATP6V0D1	0.7425939707309771	0.0006662152115994	0.0358340386285873	other	3	3	False	0.2187913982645414	1.115685754804596e-06	490	3.0055208088613605e-06
NFATC4	1.405928538842358	0.0003217584480024	0.0258888764327742	other	3	3	False	0.21762137255885822	1.2765845571033668e-06	490	3.404225485608978e-06
KAT7	0.5748758891252744	9.580071199481946e-05	0.0152425206578767	other	3	3	False	0.2123532386007459	2.32009094783905e-06	490	6.1250401022950925e-06
DCAF7	0.6366593487695971	3.829735415824026e-06	0.0038588232166744	other	3	3	False	0.20875017116239064	3.461186757246867e-06	490	9.04706241498191e-06
FBXW4	0.8394376708620853	9.660004219454152e-05	0.0152425206578767	other	3	3	False	0.20699939655603095	4.193240300547463e-06	490	1.0850630098730412e-05
PTPN3	0.9726608480523936	0.0005671275701153	0.03423477741261	other	3	3	False	0.20691205004795352	4.233389773368304e-06	490	1.0850630098730412e-05
THRA	0.9583361229990002	0.0004362521194816	0.0307315438959909	other	3	3	False	0.20498376980444005	5.219174705859308e-06	490	1.3248674253335167e-05
DISP1	0.9551473822702732	0.0011500776742462	0.0467708134585874	other	3	3	False	0.20373779590491448	5.968845160743653e-06	490	1.5007382118441185e-05
KANSL1	0.8523686855383888	0.0001101429211648	0.0169255945812098	other	3	3	False	0.2024084707887065	6.881517953573034e-06	490	1.7138874903238498e-05
RUNDC1	0.5689232542755299	6.982833130882359e-05	0.0132593971429813	other	3	3	False	0.20127579650470628	7.762768560397759e-06	490	1.915299906490662e-05
PHOSPHO2	0.7262073431309686	0.0004169687779416	0.0304599553108376	other	3	3	False	0.20035354606169825	8.558737404988295e-06	490	2.0921358101082497e-05
KITLG	1.424538500658366	0.0005434801894197	0.0339017873554863	other	3	3	False	0.1990980560291535	9.768051466459938e-06	490	2.3658399882068108e-05
E4F1	0.5393510077328965	0.0012337400724732	0.0473654126607189	other	3	3	False	0.19786853284408162	1.1108874143085602e-05	490	2.6661297943405446e-05
AK1	1.2196739455833527	6.144745716816847e-05	0.0132593971429813	other	3	3	False	0.19660185181903198	1.2672430938302487e-05	490	3.013983574515186e-05
LGALS8	0.8912122449561483	0.0008629891084232	0.0398686992120422	other	3	3	False	0.19633741604846036	1.3024257060421936e-05	490	3.070003449956599e-05
KCNIP3	1.095373974849441	0.0011819849824685	0.0470765401138251	other	2	2	False	0.19621570956528328	1.3189288735633564e-05	490	3.081391350625895e-05
EIF1AX	0.6975842452316575	0.0001485504062348	0.0189776656457384	other	3	3	False	0.19428413579878978	1.6090099124799125e-05	490	3.7261282183745345e-05
SESN3	1.6095249936414309	0.0005651059583569	0.03423477741261	other	3	3	False	0.19376257671686817	1.697173231431441e-05	490	3.896119418242612e-05
KIF22	1.2528192843253705	0.0005288946885225	0.0338560397294178	other	3	3	False	0.19356007948403026	1.732624339119833e-05	490	3.943214013169275e-05
TMEM97	1.2375006026157476	0.0004384381559337	0.0307471807221266	other	3	3	False	0.1932748263153705	1.7837586472258922e-05	490	4.0248913065609873e-05
CHD6	0.9281609647573928	0.0006726557027536	0.0358340386285873	other	3	3	False	0.19244736291894207	1.9403225167312178e-05	490	4.341060545907131e-05
TTC39B	0.9489036586405124	0.0008573638727476	0.0398686992120422	other	3	3	False	0.19205097460676623	2.0198641589115317e-05	490	4.4810431760726414e-05
SLC19A2	1.1236578450174266	0.000305761938859	0.0258888764327742	other	3	3	False	0.1894045125817125	2.6357577841836678e-05	490	5.798667125204069e-05
HID1	1.3685512887188973	0.0004318596927788	0.0307315438959909	other	3	3	False	0.18702680497823052	3.337388025371242e-05	490	7.281573873537254e-05
LRRC31	1.2563165403232863	0.0012707725495999	0.0477728592687167	other	2	2	False	0.18595789250963252	3.7074338514592555e-05	490	8.022643744141339e-05
CRY2	0.8920963953663262	0.0008594178941894	0.0398686992120422	other	3	3	False	0.18409726123669132	4.445847249321787e-05	490	9.54230629122725e-05
APPBP2	0.5770134753219541	0.0002980182633165	0.0258888764327742	other	3	3	False	0.18377332785645273	4.587843448279835e-05	490	9.767666696337712e-05
ICA1	1.1026514345811598	0.0012712080148457	0.0477728592687167	other	3	3	False	0.18308012400896445	4.90624293405231e-05	490	0.00010361985076718478
SECISBP2	0.6312995118480109	0.000240025650922	0.023235366539261	other	3	3	False	0.18149995434176938	5.711827263736262e-05	490	0.00011967638076399787
TXLNG	0.6800750425110188	0.0010202010020968	0.043079903603433	other	3	3	False	0.18133275712609573	5.8040180332248076e-05	490	0.00012065045360404325
RAB17	1.646564477703752	0.0008717093116265	0.0398686992120422	other	3	3	False	0.1798394092759062	6.692082306943065e-05	490	0.0001380241975807007
ZNF275	1.1877911266021586	0.0002946162549435	0.0258888764327742	other	3	3	False	0.17772915919871332	8.167587948842208e-05	490	0.0001671506370925847
CERS6	1.199959955713502	0.0008655109843588	0.0398686992120422	other	3	3	False	0.17685892339052617	8.86118247915478e-05	490	0.00017995016726898936
LNX2	1.0034270503302662	7.205529195036608e-05	0.0132593971429813	other	3	3	False	0.17626148880366074	9.369064422185101e-05	490	0.00018881167995853947
ZBED5	1.1405110651184025	6.980431477356775e-05	0.0132593971429813	other	3	3	False	0.1759574813227256	9.637904009679186e-05	490	0.00019275808019358372
TOX3	2.5449218798910755	0.0007250206532094	0.0373762895687031	other	3	3	False	0.1756059117543323	9.957854319417973e-05	490	0.00019765966468619133
LONRF2	2.0517316086254023	2.060712925460451e-06	0.0038588232166744	other	3	3	False	0.1751484584192197	0.00010389144218825334	490	0.0002046816472962603
PPM1A	0.7017246414153673	0.000788148897395	0.0391075517358401	other	3	3	False	0.17496681951749074	0.00010565220308010975	490	0.00020660875268999242
RALGAPA2	1.1568537129603969	0.0001581675016482	0.0198073413373618	other	3	3	False	0.17430275540378384	0.00011233130251299792	490	0.00021805488134876068
SP2	0.5211560954521803	0.001330529167852	0.0492779027828382	other	3	3	False	0.1740766723594698	0.00011469442221748302	490	0.0002210169887986534
CELF4	2.085186689430182	0.0006201861283375	0.0349231294004116	other	3	3	False	0.17322619410841106	0.00012400921942850156	490	0.00023723502847191604
ZNF629	1.1286010757592018	0.000432478763204	0.0307315438959909	other	3	3	False	0.1715432570995861	0.0001445742527875032	490	0.00027458707004245216
SH3BGRL2	1.4450154221725258	0.0002683859126321	0.0247652708504268	other	3	3	False	0.1709105616593101	0.00015310255113438803	490	0.0002887076678534174
PPP1R13B	1.1716912783561924	0.0001962949216899	0.021053899709844	other	3	3	False	0.17057579269415427	0.00015780379890708521	490	0.0002954624319962447
ACACA	0.7755406418579539	0.0008236089615012	0.0398641895813768	other	3	3	False	0.1697293929511315	0.0001703011533959098	490	0.0003166162288487337
WEE1	0.989139898203294	0.0009601130744502	0.0418497906125696	other	3	3	False	0.16933671567546585	0.00017640905181456822	490	0.00032567824950381825
PM20D2	0.9308600417277184	0.0006943221287215	0.0362864060410568	other	3	3	False	0.16913198842793206	0.00017967434591971426	490	0.00032940079447633036
KLHL20	0.7133242650496953	0.0004195595372181	0.0305079720634348	other	3	3	False	0.16905475129468212	0.00018092089090556023	490	0.00032940079447633036
TMEM163	1.4145297797090648	0.000945262300412	0.041662831950284	other	3	3	False	0.16892094646000685	0.00018309959746484275	490	0.00033108420363505813
ZNRF3	1.0953340538071823	0.0002813049802889	0.0253640644798819	other	3	3	False	0.16825023738894526	0.0001943960227961521	490	0.0003491193878788038
MAP2K7	0.5236969739999645	0.0009421290369639	0.0416567035329509	TJ	3	3	False	0.16658618122906682	0.00022530523433221726	490	0.00040189582340341456
UBXN2B	0.7692609200575845	0.0011928419492798	0.0472292109914356	other	3	3	False	0.16551860044482175	0.00024749560236914727	490	0.00043851569815741534
REPS2	1.344918382444102	0.0001642704839227	0.0199386458909053	other	3	3	False	0.16523405005348957	0.00025374613964355725	490	0.0004465932057726608
BEX2	1.713813809985893	0.0012535771925105	0.047528459859455	other	3	3	False	0.1632238870876455	0.0003022875769598781	490	0.0005285027835589921
HOOK2	0.8858686610431832	0.0003089103729186	0.0258888764327742	other	3	3	False	0.16126480547394928	0.00035782320883903906	490	0.0006214824153520152
MED13	0.6439816582136347	0.000212698093989	0.0215055568518154	other	3	3	False	0.1606587069500172	0.00037684453943893654	490	0.0006502415582475767
PKP4	0.818456035883227	0.0009309183030511	0.0413773518418137	other	3	3	False	0.15995831878678124	0.000399996969043839	490	0.0006857090897894383
GSE1	0.8457584875501403	0.0013707299987103	0.0497016035527301	other	3	3	False	0.1596935995430333	0.00040908758633283616	490	0.0006967685341410886
PHKB	0.8896001154799956	0.0001980870993662	0.021053899709844	other	3	3	False	0.15811037045479803	0.00046759722867531137	490	0.0007913183869889884
GNPAT	0.5690607628218131	0.0004526067548656	0.0310507912392362	other	3	3	False	0.1575893136373437	0.0004884959000235912	490	0.00082141985736451
MFSD6L	1.3561079070187054	0.0005552909958672	0.0342263149366765	other	2	2	False	0.15684726037507282	0.0005197604971597369	490	0.0008684605775327249
REV1	0.8608213634769322	8.42856616819865e-06	0.0055414310653336	other	3	3	False	0.15613992031220275	0.0005512840998944058	490	0.0009153396375605228
JADE3	0.8914193988431369	0.000162588195722	0.0198874351961051	other	3	3	False	0.1552984874641916	0.0005910933554344885	490	0.000975304036466906
TMX4	1.108942329637743	0.0002429238658941	0.0232400564914299	other	3	3	False	0.1522951935123075	0.0007559677574567342	490	0.0012395993041526574
SGSM1	1.3259778502634223	7.154049273581439e-05	0.0132593971429813	other	3	3	False	0.15171760830306444	0.0007921941162665808	490	0.0012909830042862798
LRBA	0.8340663813441237	0.0013186244958371	0.048956649223094	other	3	3	False	0.15163937427341254	0.0007972226652904946	490	0.0012912072615747887
INPP5J	1.3910522235701186	0.0001331075572812	0.0182635143160026	other	3	3	False	0.150909493329607	0.0008455797498653714	490	0.001361177158319866
ANKRD65	2.382941768399656	2.039112081802551e-05	0.00776701730037	other	3	3	False	0.1507517279454238	0.0008563825079594376	490	0.0013702120127351
SH2B1	0.6676075003144579	0.0012315863095946	0.0473654126607189	other	3	3	False	0.15043656563379743	0.000878345799745863	490	0.0013968872959813723
HES6	2.379031834940533	0.0002272702579	0.0224041630488533	other	3	3	False	0.14938891959783496	0.0009551515850894526	490	0.0015099402303210506
DCXR	0.8084680090331745	0.0006744856754351	0.0358340386285873	other	3	3	False	0.14879438773351697	0.0010014505370598288	490	0.0015737079868083023
RSF1	0.6277317470319796	0.0011603042720392	0.046785364061454	other	3	3	False	0.14865142888215985	0.0010128880692858002	490	0.001582263019476043
ZNF784	0.6531608462205676	0.0012143594168149	0.0473654126607189	other	2	2	False	0.14793677668209163	0.0010718932097536946	490	0.0016645871022057377
USP38	0.9517222690900188	0.0011942743637481	0.0472292109914356	other	3	3	False	0.14726581818951953	0.0011301600295749975	490	0.001744808466712277
MFSD2A	1.92142976142208	0.0004102563230783	0.030108997776064	other	3	3	False	0.1470555708422081	0.0011490102334639407	490	0.0017635971025260486
PRDM16	1.8235333755515908	1.8661144766592848e-05	0.00776701730037	other	3	3	False	0.14631561339428664	0.0012176806155325783	490	0.0018581946965352638
ZNF710	0.9575294515530433	0.0001807462059185	0.020666625965138	other	3	3	False	0.14610006194965763	0.0012383838322505278	490	0.0018789271937594216
TMEM87A	0.7346631781077071	0.0011297392062936	0.0461817485391372	other	3	3	False	0.14581534187271317	0.0012662273240171024	490	0.0019101943630886573
MYEF2	1.5782887641845924	0.0012560598112296	0.047528459859455	other	3	3	False	0.145581697236853	0.0012895051774810531	490	0.0019342577662215797
PTAR1	0.9269912443567404	0.0002028134074336	0.021053899709844	other	3	3	False	0.14461905683126292	0.0013896254744810257	490	0.0020726617246496653
PCMTD2	0.735906761642152	0.0002651121917188	0.0246070898419547	other	3	3	False	0.14117172714978135	0.0018096634341245445	490	0.0026839952056678636
C4BPA	2.835677090119962	0.0012904148688057	0.0482498962438048	other	3	3	False	0.14100840611992635	0.0018321882994708468	490	0.0027008555847855492
CENPB	0.9324253666130652	0.0001257159362377	0.0180333796172356	other	3	3	False	0.14094148080635555	0.0018414924441719654	490	0.0027008555847855492
HSD17B12	0.7056265675650584	0.0003413258211703	0.0267907655032152	other	3	3	False	0.1400768676677882	0.001965647598709661	490	0.0028670219119301134
KSR2	1.4734143857697366	6.869022013608928e-05	0.0132593971429813	other	2	2	False	0.1361165120521012	0.0026381925088280614	490	0.0038268286941242208
ZNF444	0.8262279928833587	0.0004814832200794	0.0319215282757696	other	3	3	False	0.13302045425580672	0.0033033132662247645	490	0.004765435531602939
ANO9	1.3666565353372138	0.000846284013582	0.0398686992120422	other	3	3	False	0.1320734879843071	0.0035352455827000733	490	0.0050723088795261925
MBTD1	0.7045089518619954	0.0013515565226907	0.0492779027828382	other	3	2	False	0.13188888780878305	0.0035821425137431725	490	0.00511181418177404
PLPPR1	1.6868926235699464	7.089030411470183e-05	0.0132593971429813	other	3	3	False	0.12921344016897915	0.004328169421964459	490	0.006143208211820522
PARM1	1.995139390913703	0.0003507819836395	0.027132298626705	other	3	3	False	0.12761187107729172	0.004839322038721452	490	0.0068319840546655795
