n	rho	p	cut	family	predictor	target	ci95_low	ci95_high	q
95	-0.1658454647256439	0.10822848616881761	NSCLC_CRISPR	CLDN4_Chronos_vs_Chronos	CLDN4_Chronos	STAT1			0.3246854585064528
95	-0.03919386616018596	0.7060975780958761	NSCLC_CRISPR	CLDN4_RNA_vs_Chronos	CLDN4_RNA	STAT1			0.8473170937150514
95	-0.10442329227323628	0.3138987306904218	NSCLC_CRISPR	NHEJ_Chronos_vs_STING_Chronos	XRCC4	STING1			0.4708480960356327
95	0.14356103023516237	0.16515620810678838	NSCLC_CRISPR	NHEJ_Chronos_vs_STING_Chronos	XRCC4	CGAS			0.37160146824027385
95	-0.11024636058230684	0.2875237812232026	NSCLC_CRISPR	NHEJ_Chronos_vs_STING_Chronos	XRCC4	STAT1			0.4708480960356327
95	-0.15410134378499438	0.13595304488134127	NSCLC_CRISPR	NHEJ_Chronos_vs_STING_Chronos	LIG4	STING1			0.37160146824027385
95	0.08086506159014557	0.43596907843403837	NSCLC_CRISPR	NHEJ_Chronos_vs_STING_Chronos	LIG4	CGAS			0.560531672272335
95	0.028709406494960808	0.7824119527155403	NSCLC_CRISPR	NHEJ_Chronos_vs_STING_Chronos	LIG4	STAT1			0.7824119527155403
95	-0.14547872340425533	0.15952356501881124	NSCLC_CRISPR	NHEJ_Chronos_vs_STING_Chronos	TP53BP1	STING1			0.37160146824027385
95	-0.042777155655095184	0.6806259725313057	NSCLC_CRISPR	NHEJ_Chronos_vs_STING_Chronos	TP53BP1	CGAS			0.765704219097719
95	-0.1753919372900336	0.08911517403058027	NSCLC_CRISPR	NHEJ_Chronos_vs_STING_Chronos	TP53BP1	STAT1			0.37160146824027385
