Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,Mouse_treatment,pvalue,label,label2,num,count
SRX3178239,Macrophages_mMCPcounter,5.68144384,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,**,*,NA,672
SRX3178241,Fibroblasts_mMCPcounter,1.263005552,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,Lymphatics_mMCPcounter,1.25891872,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,CD8 T_mMCPcounter,1.191855076,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,B derived_mMCPcounter,1.159235846,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,Plasma_CIBERSORT_abs,1.117598,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178241,Endothelial_mMCPcounter,1.049186669,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178242,Endothelial_mMCPcounter,1.017104145,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178242,Lymphatics_mMCPcounter,1.007274943,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178239,Eosinophils_mMCPcounter,0.99296416,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Macrophages M2_CIBERSORT_abs,0.9312694,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Mast_mMCPcounter,0.852209831,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,Memory B_mMCPcounter,0.720243437,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,T CD8_CIBERSORT_abs,0.6830606,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Dendritic_TIMER,0.6671140282,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,NK_mMCPcounter,0.654522689,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,Dendritic_TIMER,0.6103149613,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Fibroblast_EPIC,0.5624066,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,T CD4 Th1_xCell,0.5393926,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,NK_mMCPcounter,0.534648763,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,Dendritic_TIMER,0.5263028319,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,Macrophages M2_CIBERSORT_abs,0.5127863,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,Myeloid dendritic activated_xCell,0.5095288,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,Macrophages M2_CIBERSORT_abs,0.5094165,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178242,Plasma_CIBERSORT_abs,0.5014025,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178241,T CD4 Th1_xCell,0.4917002,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,Mast_mMCPcounter,0.490014509,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178241,Dendritic_TIMER,0.4881871721,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178239,T CD4 Th1_xCell,0.4533849,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,Common lymphoid progenitor_xCell,0.4500565,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Common lymphoid progenitor_xCell,0.4499276,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,T CD4 Th1_xCell,0.4268416,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Monocytes_mMCPcounter,0.411622569,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,Dendritic resting_CIBERSORT_abs,0.3869689,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,Common lymphoid progenitor_xCell,0.3791741,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,T follicular helper_CIBERSORT_abs,0.3719933,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,Monocytes_mMCPcounter,0.360815979,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178241,Common lymphoid progenitor_xCell,0.3473327,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178239,Plasma_CIBERSORT_abs,0.3409802,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Lymphatics_mMCPcounter,0.329550103,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178241,Lymphatics_mMCPcounter,0.312861968,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,B memory_CIBERSORT_abs,0.3113574,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Myeloid dendritic activated_xCell,0.2935434,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Hematopoietic stem_xCell,0.2863158,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,Eosinophils_mMCPcounter,0.280421883,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Memory B_mMCPcounter,0.280027465,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Cancer associated fibroblast_xCell,0.2731735,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178241,Hematopoietic stem_xCell,0.2634571,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,Hematopoietic stem_xCell,0.2611006,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,B naive_CIBERSORT_abs,0.2578147,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178241,Macrophages M2_CIBERSORT_abs,0.2461363,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,T CD8_TIMER,0.2402102015,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,Myeloid dendritic activated_xCell,0.2347708,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178239,T CD8_TIMER,0.2304708537,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178241,Eosinophils_mMCPcounter,0.214325028,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178239,Macrophage_TIMER,0.2074417344,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Monocyte_xCell,0.2047131,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178241,T_mMCPcounter,0.200960028,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178239,Macrophage_xCell,0.199813,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178241,T CD8_TIMER,0.1954940881,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178239,Dendritic resting_CIBERSORT_abs,0.1938635,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Macrophage M2_quanTIseq,0.1913413,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,T CD8_TIMER,0.1856100793,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178239,B_TIMER,0.181349836,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,Monocytes_mMCPcounter,0.178605021,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,B_TIMER,0.1779035016,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178241,Myeloid dendritic activated_xCell,0.1670837,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,Treg_CIBERSORT_abs,0.1623696,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,Dendritic activated_CIBERSORT_abs,0.1622665,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,Macrophage_xCell,0.1532369,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Neutrophils_CIBERSORT_abs,0.1524584,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178241,Plasma_CIBERSORT_abs,0.1479833,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178242,Macrophage_TIMER,0.1475418847,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178242,NK_mMCPcounter,0.147085087,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,B_xCell,0.1461946,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,Hematopoietic stem_xCell,0.144869,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178242,Neutrophil_TIMER,0.1448650183,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178241,Neutrophil_TIMER,0.1383489282,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178241,Cancer associated fibroblast_xCell,0.1379864,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178239,T follicular helper_CIBERSORT_abs,0.1377108,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178241,CD8 T_mMCPcounter,0.1368148,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,Macrophage_TIMER,0.1357212077,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,Macrophages M0_CIBERSORT_abs,0.1330186,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,Macrophage M1_quanTIseq,0.1324033,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,Mast_mMCPcounter,0.130758263,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178239,Neutrophil_TIMER,0.1294846839,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178239,Mast activated_CIBERSORT_abs,0.1248347,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,Macrophage_xCell,0.1228996,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,Cancer associated fibroblast_xCell,0.1219511,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,T CD4_TIMER,0.1203408253,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,Eosinophils_mMCPcounter,0.120333359,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178239,Macrophage M1_xCell,0.1192236,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,B_TIMER,0.1175150977,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178240,Neutrophil_TIMER,0.1171741623,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,Monocyte_xCell,0.1145635,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,T CD8 central memory_xCell,0.1137221,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,B memory_CIBERSORT_abs,0.1135012,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178242,Macrophage M1_quanTIseq,0.1119618,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178242,Cancer associated fibroblast_xCell,0.1058712,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178239,T NK_xCell,0.105449,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,T CD8_xCell,0.1014797,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178240,Macrophage M1_xCell,0.101132,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,NA,NA,NA,672
SRX3178242,Fibroblast_EPIC,0.1005762,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178241,T CD4_TIMER,0.0995073432,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
SRX3178242,Dendritic resting_CIBERSORT_abs,0.09655861,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.539634327817217,NA,NA,NA,672
