dataset,doi,modality,subset,n,TACSTD2_present,CLDN4_present,TACSTD2_pct,CLDN4_pct,rho,p,note
paired normal-LUAD 10x (Cell protocol only),10.5281/zenodo.11205626,10x h5 raw counts,normal_cell_protocol,39733.0,True,True,6.629250245387965,6.505927063146504,0.5631210756268152,<1e-300,SN and immune-depleted libraries excluded to avoid double-counting
paired normal-LUAD 10x (Cell protocol only),10.5281/zenodo.11205626,10x h5 raw counts,tumor_cell_protocol,34290.0,True,True,8.579760863225431,10.551181102362204,0.6107274786248412,<1e-300,SN and immune-depleted libraries excluded to avoid double-counting
paired normal-LUAD 10x (Cell protocol only),10.5281/zenodo.11205626,10x h5 raw counts,all_cell_protocol,74023.0,True,True,7.532793861367412,8.379827891331072,0.5874194659224535,<1e-300,SN and immune-depleted libraries excluded to avoid double-counting
mouse LUAD scRNA-seq,10.5281/zenodo.10731914,scRNA-seq raw UMI (symbols Tacstd2/Cldn4),all_cells,63987.0,True,True,0.21723162517386344,0.0015628174472939816,-0.0001844553216412916,0.962786,Cldn4 detected in ~1/64000 cells; ρ is not interpretable
Fig6 processed T-cell objects,10.5281/zenodo.13947395,h5ad X (cells x genes),Bischoff_2021_lung_cancer_patient_data_processed_tcells_BO_gated.h5ad,14808.0,True,True,1.7423014586709886,2.2420313344138303,0.021715749763620226,0.00822631,T-cell-only objects; both genes nearly absent (1–2% cells)
Fig6 processed T-cell objects,10.5281/zenodo.13947395,h5ad X (cells x genes),HTAN_MSK_tcells.h5ad,26877.0,True,True,1.0157383636566581,1.3543178182088773,0.010482532081077323,0.0857063,T-cell-only objects; both genes nearly absent (1–2% cells)
Fig6 processed T-cell objects,10.5281/zenodo.13947395,h5ad X (cells x genes),Laughney_et_al_tcells.h5ad,7042.0,True,True,1.363249076966771,1.235444476001136,0.04174835117269625,0.000457832,T-cell-only objects; both genes nearly absent (1–2% cells)
Nanostring nCounter NSCLC anti-PD1,10.5281/zenodo.2635194,nCounter 784-gene immune panel,learn+validate n=55+36,91.0,False,False,,,,,Neither gene is on the panel. ρ not computed.
I3LUNG clinical/radiomics,10.64898/2026.01.16.25342913,clinical + genomics drivers + radiomics,I3LUNG_DATA.zip,,False,False,,,,,No expression matrix.
anti-PD1 NSCLC IMC,10.5281/zenodo.8041882,41-marker IMC protein panel,all cells,99659.0,False,False,,,,,Protein panel; TACSTD2/CLDN4 not among antibodies. ρ not computed.
