CCLE_ID,TACSTD2_RPKM,CLDN4_RPKM
SKNDZ_AUTONOMIC_GANGLIA,3.92107e-01,1.49156e-01
SKNEP1_BONE,1.08299e-02,2.24296e-01
SKNFI_AUTONOMIC_GANGLIA,4.62575e-01,7.09457e-01
SKNMC_BONE,3.97428e-01,2.69644e-01
SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.20178e-02,6.42013e-02
SKNSH_AUTONOMIC_GANGLIA,5.37140e-01,3.63203e+00
SKOV3_OVARY,9.06151e+01,6.21213e+00
SKPNDW_BONE,1.25023e-02,2.67196e-01
SKRC20_KIDNEY,1.48253e-01,4.49097e+01
SKUT1_SOFT_TISSUE,4.01682e+00,1.46695e+00
SLR20_KIDNEY,2.98234e+01,4.61594e-01
SLR21_KIDNEY,2.90940e+01,2.34456e+01
SLR23_KIDNEY,5.43405e+00,4.67922e-01
SLR24_KIDNEY,6.78816e-02,2.49681e+01
SLR25_KIDNEY,7.46371e-02,4.89393e+00
SLR26_KIDNEY,1.16678e-01,1.25011e+00
SNB75_CENTRAL_NERVOUS_SYSTEM,4.19335e-01,3.76672e-01
SNGM_ENDOMETRIUM,1.10439e+01,6.20278e+01
SNU1033_LARGE_INTESTINE,1.82443e+02,1.07549e+02
SNU1040_LARGE_INTESTINE,8.97017e+01,1.28297e+02
SNU1041_UPPER_AERODIGESTIVE_TRACT,7.48689e+02,6.63761e+01
SNU1066_UPPER_AERODIGESTIVE_TRACT,6.14009e+02,2.33883e+02
SNU1076_UPPER_AERODIGESTIVE_TRACT,6.62930e+02,7.24616e+01
SNU1077_ENDOMETRIUM,7.82092e+01,2.96782e+01
SNU1079_BILIARY_TRACT,8.90141e+00,1.86650e+01
SNU1105_CENTRAL_NERVOUS_SYSTEM,2.73639e-01,8.67463e-01
SNU1196_BILIARY_TRACT,9.78620e+01,9.43539e+01
SNU1197_LARGE_INTESTINE,3.58792e+02,1.70232e+02
SNU119_OVARY,2.96841e+02,1.87239e+02
SNU1214_UPPER_AERODIGESTIVE_TRACT,2.20040e+02,4.20195e+00
SNU1272_KIDNEY,4.08041e-01,2.58221e+01
SNU16_STOMACH,5.49880e+01,1.04710e+02
SNU175_LARGE_INTESTINE,1.73956e-01,6.79839e+01
SNU182_LIVER,3.02694e-01,4.73020e-01
SNU1_STOMACH,2.57778e-01,3.09297e-01
SNU201_CENTRAL_NERVOUS_SYSTEM,2.61841e-01,1.10803e+00
SNU213_PANCREAS,3.90003e+02,2.07878e+02
SNU216_STOMACH,6.20101e+02,2.72007e+02
SNU245_BILIARY_TRACT,8.29943e+01,1.50775e+02
SNU283_LARGE_INTESTINE,9.00920e+01,1.84080e+02
SNU308_BILIARY_TRACT,3.59188e+02,2.39740e+02
SNU324_PANCREAS,1.85221e+02,5.46102e+01
SNU349_KIDNEY,4.05191e-01,6.76435e+00
SNU387_LIVER,2.51624e-01,2.63930e+01
SNU398_LIVER,3.97965e-01,2.68646e-01
SNU407_LARGE_INTESTINE,1.38615e+01,1.17342e+02
SNU410_PANCREAS,5.78370e-01,6.46043e+01
SNU423_LIVER,5.36248e-01,6.22809e-01
SNU449_LIVER,4.20928e-01,2.25130e-01
SNU466_CENTRAL_NERVOUS_SYSTEM,4.87862e-01,3.58299e-01
SNU46_UPPER_AERODIGESTIVE_TRACT,2.28691e+01,1.45082e+00
SNU475_LIVER,1.64277e-01,4.10264e+00
SNU478_BILIARY_TRACT,1.20514e+02,1.01481e+02
SNU489_CENTRAL_NERVOUS_SYSTEM,4.09659e-01,1.45282e+00
SNU503_LARGE_INTESTINE,1.18278e+02,4.86822e+01
SNU520_STOMACH,5.94436e-01,1.37466e+02
SNU5_STOMACH,1.18751e+00,1.51872e+02
SNU601_STOMACH,1.21859e+02,9.81302e+01
SNU61_LARGE_INTESTINE,7.13733e+01,1.30127e+02
SNU620_STOMACH,1.00008e+02,9.71900e+01
SNU626_CENTRAL_NERVOUS_SYSTEM,4.79098e-01,4.25850e+00
SNU668_STOMACH,4.57051e-01,1.95669e+00
SNU685_ENDOMETRIUM,4.80822e-01,3.15428e+00
SNU719_STOMACH,4.75830e+01,1.62180e+02
SNU738_CENTRAL_NERVOUS_SYSTEM,2.92792e-01,4.50170e-01
SNU761_LIVER,6.60535e-01,3.63513e+01
SNU81_LARGE_INTESTINE,1.28823e+00,5.36870e+01
SNU840_OVARY,2.83232e+02,3.14882e+01
SNU869_BILIARY_TRACT,3.13085e+02,1.30974e+02
SNU878_LIVER,1.02863e+00,2.04400e+01
SNU886_LIVER,2.28832e-01,1.04322e+01
SNU899_UPPER_AERODIGESTIVE_TRACT,4.60788e+02,1.36674e+02
SNU8_OVARY,8.80028e+01,6.69989e+01
SNUC1_LARGE_INTESTINE,3.75889e-01,1.13929e+02
SNUC2A_LARGE_INTESTINE,2.12414e+01,1.56903e+02
SNUC4_LARGE_INTESTINE,6.53260e-01,7.35140e+01
SNUC5_LARGE_INTESTINE,2.10284e+02,7.10714e+01
SQ1_LUNG,3.71190e+02,1.04459e+02
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.51822e-01,4.23533e-01
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.29709e+00,1.19719e+00
STM9101_SOFT_TISSUE,0.00000e+00,7.65979e-02
SU8686_PANCREAS,1.42713e+02,2.48506e+02
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.07468e-01,2.91047e-01
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.87278e-01,1.80844e-01
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.73704e-01,3.03263e-01
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.12812e+00,5.26357e-01
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.86522e-01,4.07095e-01
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.50333e-01,5.30340e-01
SUIT2_PANCREAS,1.72184e+00,3.05218e+01
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.11465e-01,2.45267e-01
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.00173e-01,2.53822e-01
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.25326e-01,3.47232e-01
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.23575e-01,2.93876e-01
SW1088_CENTRAL_NERVOUS_SYSTEM,8.64395e-01,1.46134e+00
SW1116_LARGE_INTESTINE,5.07541e+00,9.39706e+01
SW1271_LUNG,3.64365e-01,1.28915e+00
SW1353_BONE,5.95143e-01,5.24507e-01
SW1417_LARGE_INTESTINE,2.28667e+01,1.18537e+02
SW1463_LARGE_INTESTINE,5.24002e+00,1.18834e+02
SW1573_LUNG,1.15689e+00,2.67943e+00
SW1710_URINARY_TRACT,7.69934e+00,2.39738e+01
SW1783_CENTRAL_NERVOUS_SYSTEM,2.88173e-01,6.14053e-01
SW1990_PANCREAS,9.88352e+00,9.20774e+00
SW403_LARGE_INTESTINE,5.28970e+00,8.72885e+01
SW480_LARGE_INTESTINE,4.04300e+01,4.22821e+01
SW48_LARGE_INTESTINE,1.36898e+00,2.77189e+00
SW579_THYROID,2.91744e-01,5.22270e-01
SW620_LARGE_INTESTINE,5.39783e-01,2.48067e+01
SW780_URINARY_TRACT,2.75863e+02,7.61973e+01
SW837_LARGE_INTESTINE,1.16400e+02,8.59718e+01
SW900_LUNG,6.99247e+01,8.96817e+01
SW948_LARGE_INTESTINE,1.91005e+00,1.33868e+02
T173_FIBROBLAST,6.75735e-01,3.63186e-01
T24_URINARY_TRACT,4.22547e+01,6.42570e-01
T3M10_LUNG,1.55627e+01,8.55461e+00
T3M4_PANCREAS,1.91829e+02,7.47078e+01
T47D_BREAST,1.02184e+02,9.71737e+01
T84_LARGE_INTESTINE,8.62976e+00,2.32930e+02
T98G_CENTRAL_NERVOUS_SYSTEM,1.94759e-01,6.53298e-01
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.72278e-01,5.25702e-01
TC71_BONE,2.82056e-01,1.98192e-01
TCCPAN2_PANCREAS,2.88401e+01,5.40568e+01
TCCSUP_URINARY_TRACT,4.54985e+00,1.68429e+00
TE10_OESOPHAGUS,1.55261e+02,5.49230e+01
TE11_OESOPHAGUS,5.01860e+02,1.39892e+02
TE125T_FIBROBLAST,5.58592e+00,9.95699e-01
TE14_OESOPHAGUS,2.31156e+02,6.46072e+01
TE159T_FIBROBLAST,1.34817e+00,3.46198e-01
TE15_OESOPHAGUS,3.31889e+02,2.20702e+01
TE1_OESOPHAGUS,1.22370e+02,5.61945e+01
TE441T_SOFT_TISSUE,8.90678e-01,5.87047e-01
TE4_OESOPHAGUS,2.81150e+00,6.44286e+01
TE5_OESOPHAGUS,3.28071e+02,1.25439e+02
TE617T_SOFT_TISSUE,1.70484e-01,2.70732e-01
TE6_OESOPHAGUS,4.14855e+01,1.77991e+01
TE8_OESOPHAGUS,4.76502e+00,4.20495e+00
TE9_OESOPHAGUS,3.53075e+02,1.20600e+02
TEN_ENDOMETRIUM,3.31499e+01,5.66858e+01
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.26034e-01,2.21250e-01
TGBC11TKB_STOMACH,2.42536e+01,6.81239e+01
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.17866e-01,2.08309e-01
TIG3TD_FIBROBLAST,1.45362e-01,4.48384e-01
TM31_CENTRAL_NERVOUS_SYSTEM,3.67349e-01,5.11428e+00
TM87_SOFT_TISSUE,8.53873e-02,4.74584e+00
TO175T_FIBROBLAST,5.82468e-01,4.69900e-01
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.08206e-01,1.27582e-01
TOV112D_OVARY,2.77178e-01,4.78918e-01
TOV21G_OVARY,2.49375e-01,1.02236e+00
TT2609C02_THYROID,1.07273e+00,1.97661e+01
TTC1240_SOFT_TISSUE,1.86235e-01,2.19581e-01
TTC549_SOFT_TISSUE,0.00000e+00,1.87219e-01
TTC642_SOFT_TISSUE,5.42840e-03,3.34886e-01
TTC709_SOFT_TISSUE,1.18694e-01,3.18882e-01
TT_OESOPHAGUS,1.91768e+02,6.49766e+01
TT_THYROID,5.38474e-01,1.34286e+01
TUHR10TKB_KIDNEY,1.33598e+01,5.16570e+01
TUHR14TKB_KIDNEY,5.63949e-01,1.21669e+00
TUHR4TKB_KIDNEY,7.93003e-01,3.75809e+01
TYKNU_OVARY,3.06789e-01,4.44813e-01
U118MG_CENTRAL_NERVOUS_SYSTEM,2.09279e-01,1.61633e+00
U178_CENTRAL_NERVOUS_SYSTEM,1.17194e-01,3.97110e-01
U251MG_CENTRAL_NERVOUS_SYSTEM,3.97335e-01,1.25298e+00
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.39948e+00,6.51141e-01
U2OS_BONE,2.46245e-01,6.93685e+00
U343_CENTRAL_NERVOUS_SYSTEM,2.19228e-01,6.83256e-01
U87MG_CENTRAL_NERVOUS_SYSTEM,3.12403e-01,5.83426e-01
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.39301e-01,5.59274e-01
UACC257_SKIN,2.14424e-01,1.56809e-01
UACC62_SKIN,3.28072e-01,3.87297e-01
UACC812_BREAST,8.61508e+01,4.24470e+01
UACC893_BREAST,5.72601e+01,8.51725e+01
UBLC1_URINARY_TRACT,5.31755e+02,1.68238e+02
UMUC1_URINARY_TRACT,2.78912e+02,8.72803e+01
UMUC3_URINARY_TRACT,2.79678e-01,4.88458e-01
UO31_KIDNEY,4.78394e-01,3.09043e+01
UOK101_KIDNEY,1.74796e-01,5.70989e-01
VCAP_PROSTATE,1.03184e+01,4.61983e+01
VMCUB1_URINARY_TRACT,1.14504e+03,1.12080e+02
VMRCRCW_KIDNEY,9.24170e-01,7.79537e+01
VMRCRCZ_KIDNEY,6.04822e-01,1.52845e+00
WM115_SKIN,2.37185e-01,3.68884e-01
WM1799_SKIN,2.02409e-01,3.49910e-01
WM2664_SKIN,1.38327e+00,7.98026e-01
WM793_SKIN,4.32065e-01,1.33609e+00
WM88_SKIN,8.13630e-01,1.10317e+00
WM983B_SKIN,8.16443e-01,5.74155e-01
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.41065e-01,6.14754e-01
YAPC_PANCREAS,1.53285e+02,1.94876e+02
YD10B_UPPER_AERODIGESTIVE_TRACT,7.05922e+01,1.26684e+00
YD15_SALIVARY_GLAND,1.53388e+02,5.88873e+00
YD38_UPPER_AERODIGESTIVE_TRACT,5.88112e+02,6.32195e+01
YD8_UPPER_AERODIGESTIVE_TRACT,5.92310e+01,1.29676e+00
YH13_CENTRAL_NERVOUS_SYSTEM,1.84001e+00,1.00386e+00
YKG1_CENTRAL_NERVOUS_SYSTEM,1.59755e-01,1.44684e+00
ZR751_BREAST,4.74088e+01,5.48775e+01
ZR7530_BREAST,9.35018e+01,1.86499e+02
