CCLE_ID,TACSTD2_RPKM,CLDN4_RPKM
CL11_LARGE_INTESTINE,7.03204e-01,1.62702e+02
CL14_LARGE_INTESTINE,2.11272e+01,1.72111e+02
CL34_LARGE_INTESTINE,5.24676e-01,8.97333e+01
CL40_LARGE_INTESTINE,6.52383e-01,1.78211e+02
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.47932e-01,2.14347e-01
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.08104e-01,6.86208e-01
COLO201_LARGE_INTESTINE,8.29131e+01,8.30767e+01
COLO320_LARGE_INTESTINE,4.83032e-01,6.64965e-01
COLO668_LUNG,1.03552e+00,4.29321e+01
COLO678_LARGE_INTESTINE,4.79792e-01,9.58624e+01
COLO679_SKIN,4.02622e-01,3.60799e-01
COLO680N_OESOPHAGUS,3.98368e+02,7.33102e+01
COLO684_ENDOMETRIUM,2.36644e-01,1.38466e+00
COLO741_SKIN,3.28201e-01,5.27452e-01
COLO783_SKIN,2.95435e-01,2.37004e-01
COLO792_SKIN,3.71869e-01,4.12997e-01
COLO800_SKIN,3.03594e-01,5.20258e-01
COLO829_SKIN,3.89897e-01,5.11404e-01
CORL105_LUNG,4.91034e-01,7.51262e+00
CORL23_LUNG,1.32736e+02,7.51039e+01
CORL24_LUNG,4.36484e-01,4.88133e+01
CORL279_LUNG,1.51200e+00,2.58899e+01
CORL311_LUNG,8.37900e-02,2.72341e+01
CORL47_LUNG,4.20892e-01,6.79503e+00
CORL88_LUNG,1.55183e+00,3.56263e+01
CORL95_LUNG,4.23356e+00,8.56703e+01
COV318_OVARY,5.41401e-01,5.03265e-01
COV362_OVARY,4.26629e+01,4.55338e+01
COV434_OVARY,2.30041e-01,3.48648e-01
COV644_OVARY,3.37589e+02,1.25378e+02
CW2_LARGE_INTESTINE,1.86264e+00,2.34483e+02
D283MED_CENTRAL_NERVOUS_SYSTEM,6.13070e-01,2.98806e-01
D341MED_CENTRAL_NERVOUS_SYSTEM,5.09632e-01,8.98291e-01
DANG_PANCREAS,9.94163e+01,9.41178e+01
DAOY_CENTRAL_NERVOUS_SYSTEM,3.74479e-01,7.49309e-01
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.34091e-01,4.14774e-01
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,8.04082e-01,1.01271e+00
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.23871e-01,1.05861e-01
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.47141e-01,2.93855e-01
DETROIT562_UPPER_AERODIGESTIVE_TRACT,1.82917e+02,2.13323e+01
DKMG_CENTRAL_NERVOUS_SYSTEM,3.49831e-01,4.28953e-01
DM3_FIBROBLAST,8.29952e-01,1.10463e+00
DMS114_LUNG,1.44719e-01,2.95829e-01
DMS153_LUNG,8.62324e-01,5.06145e+01
DMS273_LUNG,3.48032e-01,6.66724e-01
DMS454_LUNG,3.08661e+00,8.98412e+01
DMS53_LUNG,4.20248e+01,9.75213e+01
DMS79_LUNG,5.63970e-01,3.48831e+01
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.83326e+00,1.20976e+00
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.48920e-01,3.94557e-01
DU145_PROSTATE,4.03246e+01,6.67365e+00
DU4475_BREAST,2.35803e+00,8.48729e-01
DV90_LUNG,8.88798e+01,1.80860e+02
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.89758e-01,2.03278e-01
EBC1_LUNG,1.30192e+02,8.20830e+01
ECC10_STOMACH,6.47150e-01,1.91819e+01
ECC12_STOMACH,8.38588e-01,6.72363e+00
ECGI10_OESOPHAGUS,1.79320e+02,7.06852e+01
EFE184_ENDOMETRIUM,2.00958e-01,1.93173e+01
EFM192A_BREAST,9.82054e+01,1.53927e+02
EFM19_BREAST,1.55697e+02,3.94119e+01
EFO21_OVARY,1.51805e+01,2.73845e+00
EFO27_OVARY,1.07940e-01,2.85386e+00
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.81854e-01,3.22110e-01
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.84858e-01,2.38822e-01
EKVX_LUNG,1.36279e+00,6.86786e-01
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.39289e-01,2.31061e-01
EN_ENDOMETRIUM,6.33485e-01,1.24776e+00
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.67834e-01,2.67877e-01
EPLC272H_LUNG,3.42734e+02,4.20901e+01
ES2_OVARY,6.17567e-01,9.34915e-01
ESS1_ENDOMETRIUM,1.23721e+00,4.34828e-01
EW8_BONE,8.90666e-02,1.76615e-01
EWS502_BONE,6.66025e-02,1.39021e-01
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.95401e-01,3.14123e-01
FADU_UPPER_AERODIGESTIVE_TRACT,4.56464e+02,2.72524e+01
FTC133_THYROID,5.02008e-01,8.81757e-01
FTC238_THYROID,2.39558e-01,1.17399e+00
FU97_STOMACH,7.39047e-02,1.65665e-01
FUOV1_OVARY,3.02635e-01,4.26746e+00
G292CLONEA141B1_BONE,3.56102e-01,3.03288e-01
G361_SKIN,1.00260e-01,8.98333e-02
G401_SOFT_TISSUE,1.34306e-01,2.92432e-01
G402_SOFT_TISSUE,5.68655e-01,6.73437e-01
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.27709e-01,2.65078e-01
GAMG_CENTRAL_NERVOUS_SYSTEM,7.55208e-01,1.86322e+00
GB1_CENTRAL_NERVOUS_SYSTEM,2.32851e-01,9.77789e-01
GCIY_STOMACH,2.02213e+00,3.48639e+00
GCT_SOFT_TISSUE,3.18276e-01,6.07219e-01
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.51394e-01,4.39932e-01
GI1_CENTRAL_NERVOUS_SYSTEM,3.94889e-01,5.54766e-01
GMS10_CENTRAL_NERVOUS_SYSTEM,7.72307e+00,2.01258e+00
GOS3_CENTRAL_NERVOUS_SYSTEM,3.21011e-01,6.19030e-01
GP2D_LARGE_INTESTINE,5.60139e-01,5.87966e+01
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.45131e-01,4.26212e-01
GSS_STOMACH,2.82508e-01,3.97879e+00
GSU_STOMACH,7.42830e+01,1.98087e+02
H4_CENTRAL_NERVOUS_SYSTEM,4.26463e-01,2.99316e+00
HARA_LUNG,2.37642e+01,2.36219e+00
HCC1143_BREAST,2.25161e+02,5.50658e+01
HCC1171_LUNG,2.97168e+02,1.86373e+02
HCC1187_BREAST,2.94292e+01,1.48523e+02
HCC1195_LUNG,8.37049e+01,1.28201e+02
HCC1359_LUNG,4.32381e-01,2.26275e+00
HCC1395_BREAST,3.75448e-01,1.03883e+00
HCC1419_BREAST,3.50389e+01,1.76137e+02
HCC1428_BREAST,3.77458e+01,8.11347e+01
HCC1438_LUNG,6.14561e+01,6.51651e-01
HCC1500_BREAST,9.27509e+01,4.73546e+01
HCC1569_BREAST,4.95873e-01,1.04996e+02
HCC1588_LUNG,5.56156e+01,3.13214e+02
HCC1599_BREAST,1.96114e+02,1.20211e+02
HCC15_LUNG,1.57093e+01,3.94567e+01
HCC1806_BREAST,2.58956e+02,3.11770e+01
HCC1833_LUNG,3.27521e-01,7.73789e+01
HCC1937_BREAST,4.12182e+02,5.73338e+01
HCC1954_BREAST,2.92632e+02,1.31626e+02
HCC202_BREAST,8.01019e+01,2.01870e+02
HCC2108_LUNG,3.70730e-01,7.60034e+00
HCC2157_BREAST,1.38898e+02,1.00928e+02
HCC2218_BREAST,1.16819e+02,7.15741e+01
HCC2279_LUNG,1.99305e+01,1.48493e+01
HCC2429_LUNG,1.96001e+01,1.92749e-01
HCC2450_LUNG,1.39486e+01,9.54743e-01
HCC2814_LUNG,4.46379e+01,4.14957e+01
HCC2935_LUNG,2.33485e+02,2.33809e+02
HCC33_LUNG,2.65432e-01,2.98352e+00
HCC364_LUNG,1.35280e+00,4.31053e+01
HCC366_LUNG,1.44237e+01,9.04504e-01
HCC38_BREAST,2.77049e+02,1.64229e+02
HCC4006_LUNG,1.52911e+02,5.25960e+01
HCC44_LUNG,1.74871e+01,1.68896e+01
HCC461_LUNG,9.99813e+00,2.71527e+00
HCC515_LUNG,4.64295e+01,6.93473e+00
HCC56_LARGE_INTESTINE,8.10474e+00,1.65269e+02
HCC70_BREAST,3.85426e+02,1.02085e+02
HCC78_LUNG,5.79392e+02,1.29362e+02
HCC827GR5_LUNG,2.78158e+02,1.32972e+02
HCC827_LUNG,2.08689e+02,7.23594e+01
HCC95_LUNG,1.96522e+02,4.11071e+01
HCT116_LARGE_INTESTINE,6.07736e+00,2.43542e+01
HCT15_LARGE_INTESTINE,2.84948e+01,8.66621e+01
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.38120e-01,5.35304e-01
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.48736e-01,2.38543e+00
HDQP1_BREAST,3.99013e+02,7.44244e+01
HEC108_ENDOMETRIUM,2.53965e-01,5.11889e+01
HEC151_ENDOMETRIUM,3.53326e-01,3.76588e+00
HEC1A_ENDOMETRIUM,4.73454e-01,1.32234e+02
HEC1B_ENDOMETRIUM,2.57129e-01,4.20273e+00
HEC251_ENDOMETRIUM,3.33916e+02,6.06126e+01
HEC265_ENDOMETRIUM,2.51696e+02,6.82965e+01
HEC50B_ENDOMETRIUM,2.59848e-01,8.48648e+00
HEC59_ENDOMETRIUM,2.33425e-01,8.09604e+00
HEC6_ENDOMETRIUM,1.47423e-01,9.55641e-01
HEKTE_KIDNEY,1.22818e+01,2.63485e+00
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.05509e-01,8.21383e-02
HELA_CERVIX,1.32800e+01,5.53031e+00
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.46436e-01,1.00188e-01
HEP3B217_LIVER,1.30191e-01,1.65155e-01
HEPG2_LIVER,1.67256e-01,1.27036e+01
HEYA8_OVARY,1.29983e+01,4.75238e-01
HGC27_STOMACH,2.25877e-01,4.21106e-01
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.74127e-01,7.97993e-02
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.16049e-01,1.50421e-01
HLFA_FIBROBLAST,1.78731e-01,2.28704e-01
HLF_LIVER,1.01752e-01,2.58564e-01
HMC18_BREAST,1.23377e-01,1.53507e-01
HMCB_SKIN,1.34920e-01,7.54119e-01
HMEL_BREAST,1.83529e+02,1.29963e+01
HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.26240e-01,1.08250e-01
HOP62_LUNG,1.43180e+00,6.29784e+00
HOP92_LUNG,2.16235e+02,4.74709e+01
HOS_BONE,1.31422e-01,5.19553e-01
HPAC_PANCREAS,3.14160e+02,3.04187e+01
HPAFII_PANCREAS,2.75164e+02,1.47320e+02
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.11805e-01,1.18653e+00
HS172T_FIBROBLAST,3.82807e-01,2.45362e-01
HS229T_FIBROBLAST,2.12042e-01,1.32874e+00
HS255T_FIBROBLAST,2.77409e-01,3.35420e-01
HS274T_FIBROBLAST,6.50596e-01,2.22471e-01
HS281T_FIBROBLAST,1.57767e-01,2.15959e-01
HS294T_SKIN,1.98508e-01,1.98161e+00
HS343T_FIBROBLAST,1.86259e-01,2.76806e-01
HS578T_BREAST,1.17153e-01,1.91509e-01
HS600T_FIBROBLAST,4.47261e-01,4.41343e-01
HS606T_FIBROBLAST,2.53146e-01,2.50235e-01
HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.66204e-01,1.58181e-01
HS616T_FIBROBLAST,4.01209e-01,1.81408e-01
HS618T_FIBROBLAST,1.32262e-01,5.45018e-01
HS675T_FIBROBLAST,5.87502e-01,1.52044e-01
HS683_CENTRAL_NERVOUS_SYSTEM,3.26402e-01,1.17654e+00
HS688AT_FIBROBLAST,2.33202e-01,2.40305e-01
HS695T_SKIN,1.36153e-01,6.00498e+00
HS698T_FIBROBLAST,7.74793e+00,3.20418e-01
HS706T_BONE,1.91043e-01,1.47692e-01
HS729_SOFT_TISSUE,5.87939e-01,1.62301e+00
HS737T_FIBROBLAST,3.68988e-01,1.40805e-01
HS739T_FIBROBLAST,7.20970e-01,2.56538e-01
HS742T_FIBROBLAST,1.42622e-01,1.51174e-01
HS746T_STOMACH,2.49446e+00,5.19362e+01
HS751T_FIBROBLAST,1.57354e+00,7.23604e-01
HS766T_PANCREAS,6.72929e+01,2.39134e+00
HS819T_FIBROBLAST,1.39572e-01,1.60509e-01
HS821T_FIBROBLAST,1.17433e-01,1.57966e-01
HS822T_FIBROBLAST,2.71285e-01,2.11046e-01
HS834T_FIBROBLAST,2.43743e-01,4.14283e-01
HS839T_FIBROBLAST,2.61665e-01,3.31501e-01
HS840T_FIBROBLAST,4.02233e-01,2.57813e-01
HS852T_SKIN,1.36786e-01,2.34214e-01
HS863T_FIBROBLAST,2.08647e-01,2.04314e-01
HS870T_FIBROBLAST,2.44638e-01,3.86288e-01
HS888T_FIBROBLAST,3.68439e-01,2.22722e+00
HS895T_FIBROBLAST,1.28201e-01,8.54035e-01
HS934T_FIBROBLAST,4.63935e-01,8.69664e-01
HS936T_SKIN,8.10726e-01,6.29213e-01
HS939T_SKIN,1.33730e-01,2.89993e-01
HS940T_FIBROBLAST,1.45685e+00,1.88311e-01
HS944T_SKIN,2.95319e-01,9.40728e-01
HSC2_UPPER_AERODIGESTIVE_TRACT,1.59932e+02,1.73742e+00
HSC3_UPPER_AERODIGESTIVE_TRACT,1.10046e+02,1.61166e+00
HSC4_UPPER_AERODIGESTIVE_TRACT,2.86907e+02,8.74630e+01
HT1080_SOFT_TISSUE,1.83204e-01,6.53048e-01
HT115_LARGE_INTESTINE,9.97884e-01,1.82142e+02
HT1197_URINARY_TRACT,2.46037e+02,1.25552e+02
HT1376_URINARY_TRACT,6.55915e+02,9.21942e+01
HT144_SKIN,1.95800e-01,1.44324e+00
HT29_LARGE_INTESTINE,6.89983e+00,9.93116e+01
HT55_LARGE_INTESTINE,2.75998e+01,1.23537e+02
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.39841e-01,1.01236e-01
HUCCT1_BILIARY_TRACT,3.66364e+02,2.79042e+01
HUG1N_STOMACH,5.60928e+01,9.18676e+01
HUH1_LIVER,2.29072e-01,3.84656e+01
HUH28_BILIARY_TRACT,5.80440e-01,1.57542e-01
HUH6_LIVER,1.64583e-01,3.38689e+01
HUH7_LIVER,3.10921e-01,3.89230e-01
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.55140e-01,5.89092e-02
HUPT3_PANCREAS,1.64988e+02,6.71144e+01
HUPT4_PANCREAS,6.41389e+02,1.98854e+02
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.43967e-01,1.82979e-01
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.65981e-01,1.42713e-01
HUTU80_SMALL_INTESTINE,1.70909e-01,4.37138e-01
IALM_LUNG,2.70826e-01,1.67380e+01
IGR1_SKIN,1.34602e-01,3.41339e+00
IGR37_SKIN,1.97450e-01,1.57793e-01
IGR39_SKIN,3.76797e-01,6.34390e-01
IGROV1_OVARY,3.65135e-01,6.29691e-01
IM95_STOMACH,1.19345e+02,8.58113e+01
IMR32_AUTONOMIC_GANGLIA,1.38665e-01,2.20652e-01
INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.96834e-02,2.82752e-01
IOMMLEE_CENTRAL_NERVOUS_SYSTEM,1.21917e-01,7.70038e-01
IPC298_SKIN,1.43763e-01,1.71280e-01
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,1.04742e+02,5.46464e+01
ISTMES1_PLEURA,1.44457e-01,5.03942e-01
ISTMES2_PLEURA,5.55782e-01,4.15100e-01
J82_URINARY_TRACT,1.58615e+01,5.60294e+00
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.04817e-01,1.68059e-01
JHESOAD1_OESOPHAGUS,4.92809e+02,9.40383e+01
JHH1_LIVER,2.45112e-01,7.43131e+01
JHH2_LIVER,2.39240e-01,4.08919e+01
JHH4_LIVER,2.24399e-01,5.24079e+00
JHH5_LIVER,7.44658e-02,7.66300e+01
JHH6_LIVER,2.20176e-01,1.25382e+00
JHH7_LIVER,6.05097e-02,5.51183e+00
JHOC5_OVARY,1.91120e+01,1.65588e+01
JHOM1_OVARY,7.56174e-01,6.50618e+00
JHOM2B_OVARY,5.56521e+01,1.90837e+02
JHOS2_OVARY,5.17364e+02,7.59995e+01
JHOS4_OVARY,3.38281e+02,8.32085e+01
JHUEM1_ENDOMETRIUM,4.64880e+02,2.67491e+02
JHUEM2_ENDOMETRIUM,8.66805e-02,2.39230e-01
JHUEM3_ENDOMETRIUM,3.56987e+02,1.91887e+02
JHUEM7_ENDOMETRIUM,1.30130e+02,1.79930e+01
JIMT1_BREAST,4.81663e+02,7.82342e+01
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.48212e-01,3.44813e-01
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.05298e-02,4.30330e-02
JL1_PLEURA,6.93757e-02,9.57250e-01
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.63539e-01,1.28114e-01
JMSU1_URINARY_TRACT,5.77614e+00,3.33179e-01
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.41967e-01,5.00471e-01
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.14566e-01,4.82892e-01
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.14650e-01,2.02086e-01
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.70199e-01,1.15540e-01
K029AX_SKIN,6.63098e-02,1.50273e-01
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.60681e-01,1.52231e-01
KALS1_CENTRAL_NERVOUS_SYSTEM,2.03452e-01,6.87849e-01
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.94381e-01,3.60653e-01
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.22597e-01,1.39560e-01
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.29144e-01,2.64250e-01
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.42747e-01,1.69809e-01
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.81248e-01,1.24794e-01
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.47767e+01,1.13011e-01
KATOIII_STOMACH,6.64345e+01,1.36970e+02
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.46466e-02,1.13948e-01
KD_SOFT_TISSUE,2.44990e+00,5.88568e+00
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.31496e-01,4.67206e-01
KE39_STOMACH,4.82324e+01,2.03441e+02
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.01012e+00,5.94707e-01
KELLY_AUTONOMIC_GANGLIA,1.58681e-01,1.78426e-01
KG1C_CENTRAL_NERVOUS_SYSTEM,3.94027e-01,2.39578e+00
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.23154e-01,1.21061e-01
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.20522e-01,1.65964e-01
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.70932e-02,1.34324e-01
KLE_ENDOMETRIUM,4.83631e-02,8.12355e+00
KM12_LARGE_INTESTINE,7.63811e-01,2.27007e+01
KMBC2_URINARY_TRACT,5.46352e+02,2.34283e+02
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.92774e-01,1.40162e-01
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.79966e-01,3.00946e-01
KMRC1_KIDNEY,1.22387e-01,1.82412e-01
KMRC20_KIDNEY,2.58128e-01,7.41063e+01
KMRC2_KIDNEY,1.54110e-01,1.00616e+01
KMRC3_KIDNEY,5.97153e-02,3.06861e+00
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.61781e-01,4.13941e-01
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.94198e-01,8.01122e-02
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.59721e-02,2.32471e-01
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.30065e-01,4.58433e-01
