col,ccle,TACSTD2,CLDN1,CLDN4,CLDN7,CLDN3,CLDN5,CLDN18,EPCAM,KRT8,KRT18,KRT19,CellLineName,StrippedCellLineName,ModelType,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,disease_group,is_lung_suffix
A375_SKIN_TenPx03,A375_SKIN,-0.926785275190976,,-1.39159234424401,-2.63502014344697,-1.41247923312256,,,-1.69515530491029,,,,A-375,A375,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
A2058_SKIN_TenPx03,A2058_SKIN,-0.756302185930209,,-1.66946530158521,-3.43339400436419,-1.08623414635423,,,-1.73143478502783,,,,A2058,A2058,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
SW620_LARGE_INTESTINE_TenPx03,SW620_LARGE_INTESTINE,-0.828935768923095,,0.747977703379114,-1.97570041922416,-0.0581028489873674,,,2.11096271410144,,,,SW 620,SW620,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
MDST8_LARGE_INTESTINE_TenPx03,MDST8_LARGE_INTESTINE,-0.774084966506386,,-1.65533601424674,-2.97694396587624,-1.51830233837528,,,-1.8097427086924,,,,MDST8,MDST8,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
HUH1_LIVER_TenPx03,HUH1_LIVER,-0.898240276052207,,0.329550756878222,-6.20347957026708,0.256759605511644,,,-0.441111477245316,,,,huH-1,HUH1,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
HCT116_LARGE_INTESTINE_TenPx04,HCT116_LARGE_INTESTINE,-0.100966942931505,,0.974120729667632,1.46303237906342,-0.565015076327974,,,1.63961000467667,,,,HCT 116,HCT116,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
HLF_LIVER_TenPx04,HLF_LIVER,-1.20684930281594,,-2.03392956319339,-1.63767801359699,-1.73100700544842,,,-2.85163057651124,,,,HLF,HLF,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
HT29_LARGE_INTESTINE_TenPx04,HT29_LARGE_INTESTINE,0.463930252101874,,2.01118033645608,1.51013036848385,1.82938687355441,,,1.73823099976473,,,,HT-29,HT29,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
ABC1_LUNG_TenPx04,ABC1_LUNG,2.42004783204824,,1.35907839420605,1.59350458542826,1.51780388889893,,,1.8388421249794,,,,ABC-1,ABC1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
CAMA1_BREAST_TenPx04,CAMA1_BREAST,0.716952434979612,,-1.13816659597181,-0.987658696316307,0.760304255698225,,,0.228347355089607,,,,CAMA-1,CAMA1,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC,other,False
RKO_LARGE_INTESTINE_TenPx04,RKO_LARGE_INTESTINE,-1.18303629732981,,-2.02585937882949,-1.10743816944955,-2.09850181530763,,,-2.31409056891169,,,,RKO,RKO,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
HT115_LARGE_INTESTINE_TenPx04,HT115_LARGE_INTESTINE,-1.00340741850578,,2.18016247958044,1.64793076570682,2.07119650391386,,,2.13649244875373,,,,HT115,HT115,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
JHH5_LIVER_TenPx04,JHH5_LIVER,-0.0160936783725505,,0.982331705080002,-0.631060953297655,0.0266681117545347,,,0.184481546817633,,,,JHH-5,JHH5,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
SKMEL3_SKIN_TenPx04,SKMEL3_SKIN,-1.0679363538424,,-2.09432536789765,-0.830286639149709,-1.77534338358946,,,-2.11452189834412,,,,SK-MEL-3,SKMEL3,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
NCIH358_LUNG_TenPx06,NCIH358_LUNG,2.02092051722455,-0.449375356705342,2.27815904368953,3.97785306702596,1.30011447603564,,-0.286030079198683,2.60957472940885,,,,NCI-H358,NCIH358,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
HT1197_URINARY_TRACT_TenPx06,HT1197_URINARY_TRACT,2.44366817135894,-0.584445039460881,2.18094264269453,4.5493516452359,0.0950382633337256,,0.458177685497036,1.49161856217174,,,,HT-1197,HT1197,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
HUH7_LIVER_TenPx06,HUH7_LIVER,-0.603866082274068,1.70612126129637,-2.10874202709648,-2.33592694865721,-0.600880575136587,,0.102130673486484,-0.462838407075802,,,,HuH-7,HUH7,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
HGC27_STOMACH_TenPx06,HGC27_STOMACH,-0.950890982285332,-1.30451378573141,-2.26479266714604,-1.1593055374034,-1.75233410695647,,0.546283314903681,-1.61717145219823,,,,HGC-27,HGC27,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,other,False
DMS273_LUNG_TenPx06,DMS273_LUNG,-1.24638140571614,-0.65451866975751,-1.3415908617903,-3.28983536254229,-0.552763118928624,,-0.678946706982348,-1.6755890993057,,,,DMS 273,DMS273,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
NCIH1299_LUNG_TenPx06,NCIH1299_LUNG,-0.834182839388835,0.343048632090064,-1.26831048249319,-3.16142170096503,-1.12174228500416,,0.232505719947867,-1.34664181959371,,,,NCI-H1299,NCIH1299,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,NSCLC,True
SKMEL28_SKIN_TenPx06,SKMEL28_SKIN,-0.594364963634412,-1.30637146527828,-1.41676759184715,-2.69292560591315,-0.369468257222246,,-0.305391503154313,-0.893305924752369,,,,SK-MEL-28,SKMEL28,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
CAKI2_KIDNEY_TenPx06,CAKI2_KIDNEY,-0.566740222595406,0.675385556158322,1.05637909224812,-2.56290362332122,0.0330011672235258,,-0.46796617524376,-1.03061914340544,,,,Caki-2,CAKI2,Cell Line,Kidney,Renal Cell Carcinoma,Papillary Renal Cell Carcinoma,PRCC,other,False
HT55_LARGE_INTESTINE_TenPx06,HT55_LARGE_INTESTINE,-0.163721884429542,0.954854993403329,3.27122384668172,4.70640291256702,3.10393461452932,,-0.401417782096348,3.12562612838788,,,,HT-55,HT55,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
NCIH1048_LUNG_TenPx07,NCIH1048_LUNG,-1.13920343347137,0.033573478176521,-0.822462624743977,0.332962216884266,-0.575942267346645,,,0.127434905615609,,,,NCI-H1048,NCIH1048,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
HSC3_UPPER_AERODIGESTIVE_TRACT_TenPx07,HSC3_UPPER_AERODIGESTIVE_TRACT,2.54569034022686,0.724934179798668,-0.70918403713986,0.905716061875729,-2.05434191006323,,,-0.229486856307352,,,,HSC-3,HSC3,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,other,False
SW403_LARGE_INTESTINE_TenPx07,SW403_LARGE_INTESTINE,-0.931032969781996,-0.0713685572131248,1.92931290101044,2.10288243854171,3.54475129861701,,,1.31419845199954,,,,SW403,SW403,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
BT549_BREAST_TenPx07,BT549_BREAST,-0.720005531543568,-0.0585845032192565,-0.731797740187684,-4.88484898836679,-1.6527986546663,,,-1.51460780589394,,,,BT-549,BT549,Cell Line,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BRCNOS,other,False
HCC56_LARGE_INTESTINE_TenPx07,HCC56_LARGE_INTESTINE,-0.966640295336364,0.0316183754661978,1.84379987155741,3.07023132920912,3.29699024518018,,,2.28312642886078,,,,HCC-56,HCC56,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
CAL851_BREAST_TenPx07,CAL851_BREAST,2.84458545366827,0.41419522335886,1.30195704783087,2.34428416020368,1.06162602033687,,,1.2776438587663,,,,CAL-85-1,CAL851,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
MDAMB157_BREAST_TenPx07,MDAMB157_BREAST,-0.569014352870793,-0.290073692950536,-0.691528397868614,-1.50514462379505,-1.31244666471128,,,-1.33888405099272,,,,MDA-MB-157,MDAMB157,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
SW48_LARGE_INTESTINE_TenPx07,SW48_LARGE_INTESTINE,-0.614172064855026,-0.181527148679522,-0.6855256900271,1.51560100961103,0.404476334003975,,,0.656072540008032,,,,SW48,SW48,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
IGR39_SKIN_TenPx07,IGR39_SKIN,-0.57833640557382,-0.127643033624297,-0.45933607683866,-3.41037501247434,-2.18210071503605,,,-1.40891206709901,,,,IGR-39,IGR39,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
MCF7_BREAST_TenPx08,MCF7_BREAST,-0.057568687418412,-1.00014407493578,1.43980878898302,2.43662444966966,2.55455873270021,,,1.45339662698882,,,,MCF7,MCF7,Cell Line,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,other,False
BICR6_UPPER_AERODIGESTIVE_TRACT_TenPx08,BICR6_UPPER_AERODIGESTIVE_TRACT,3.03856771270068,2.36792376310107,2.53712195569973,3.4390381934612,-0.420765641052084,,,1.43913341453391,,,,BICR 6,BICR6,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,HPHSC,other,False
WM1799_SKIN_TenPx08,WM1799_SKIN,-0.984465849923177,0.114351774862662,-2.42248806851386,-2.49418294075041,-0.84470175375982,,,-1.93678225342845,,,,WM1799,WM1799,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
IPC298_SKIN_TenPx08,IPC298_SKIN,-1.90859039706797,-0.814344601329875,-2.86965077586222,-4.41781041400523,-1.20597088752355,,,-1.96905378891852,,,,IPC-298,IPC298,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
NCIH1693_LUNG_TenPx08,NCIH1693_LUNG,0.832171497546333,0.512822575951275,1.85390699585657,1.36576116731677,1.64084893860625,,,1.63114496719049,,,,NCI-H1693,NCIH1693,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
HCC1954_BREAST_TenPx08,HCC1954_BREAST,1.54220576841238,0.488190262608136,3.18901617783708,2.0827405170576,0.111250780940703,,,1.1062788399846,,,,HCC1954,HCC1954,Cell Line,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS,other,False
TYKNU_OVARY_TenPx08,TYKNU_OVARY,-1.53546262434899,-0.475962576229677,-2.37955003736107,-0.79030324817012,-1.12931888237517,,,-1.99675848963045,,,,TYK-nu,TYKNU,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
DMS114_LUNG_TenPx08,DMS114_LUNG,-1.32058734772584,0.1799986120526,-1.79906692198814,-2.58171370536218,-0.652512814362828,,,-1.57559490815122,,,,DMS 114,DMS114,Cell Line,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,,other,True
TE1_OESOPHAGUS_TenPx08,TE1_OESOPHAGUS,0.573137693935975,-0.665767120327127,0.882256187831314,1.4771030683006,-0.200404765339214,,,1.50018341525163,,,,TE-1,TE1,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
TCCPAN2_PANCREAS_TenPx09,TCCPAN2_PANCREAS,-1.20284465749377,-1.12139806237604,0.502353906952506,-1.21121070236166,-1.18333792002083,,,-1.36141339082303,,,,TCC-PAN2,TCCPAN2,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
LUDLU1_LUNG_TenPx09,LUDLU1_LUNG,1.6576758653625,1.23330383109232,1.09732336115942,0.470700742669474,-1.02254546414397,,,1.191043288523,,,,LUDLU-1,LUDLU1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
MELJUSO_SKIN_TenPx09,MELJUSO_SKIN,-1.53967137358643,-1.26764718024213,-2.07378111658583,-2.77223187029315,-1.45331440032171,,,-3.04418955443067,,,,MEL-JUSO,MELJUSO,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
T47D_BREAST_TenPx09,T47D_BREAST,1.1403019105149,0.818407820668569,0.233531734333472,0.772091278874953,2.26972048978793,,,0.178511486274691,,,,T-47D,T47D,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
LS411N_LARGE_INTESTINE_TenPx09,LS411N_LARGE_INTESTINE,-0.0219543076564754,-0.132787366566894,0.602461933203474,2.41935101409467,0.605675452473556,,,1.77018317954822,,,,LS411N,LS411N,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
PC3_PROSTATE_TenPx09,PC3_PROSTATE,-0.764100969874579,-0.812582854469937,-0.0757632680644806,-1.31331320066047,-0.152624878571832,,,-1.7081729832702,,,,PC-3,PC3,Cell Line,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,other,False
KYSE450_OESOPHAGUS_TenPx09,KYSE450_OESOPHAGUS,0.0278418113698121,0.243560435438699,-1.48896802250508,-0.46371362772946,-0.437676873628051,,,1.00387561597945,,,,KYSE-450,KYSE450,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
RT112_URINARY_TRACT_TenPx09,RT112_URINARY_TRACT,1.76925270756085,1.0642936402442,0.744896046702018,0.661691272084236,-0.609154237929987,,,0.269686596578225,,,,RT-112,RT112,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
LS513_LARGE_INTESTINE_TenPx09,LS513_LARGE_INTESTINE,-0.736651491246983,0.48716628048011,1.66073349684236,2.36393823114429,2.29462621544819,,,2.2253958971265,,,,LS513,LS513,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
HCC827_LUNG_TenPx10,HCC827_LUNG,2.5252116126129,0.602749432203196,1.80847161075187,,1.940182052637,,,1.78701978754308,,,,HCC-827,HCC827,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH2110_LUNG_TenPx10,NCIH2110_LUNG,1.38376982126725,0.996066385884504,-0.687148129330744,,-0.529054030902162,,,1.07633457401879,,,,NCI-H2110,NCIH2110,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC,NSCLC,True
MIAPACA2_PANCREAS_TenPx10,MIAPACA2_PANCREAS,-2.1485554016968,0.516962436403329,0.146143200346978,,-1.13599780548598,,,-2.03208243420602,,,,MIA PaCa-2,MIAPACA2,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
NCIH520_LUNG_TenPx10,NCIH520_LUNG,-2.61515514580385,2.18968566365901,-1.89315199122283,,0.530292845570431,,,1.12306115234028,,,,NCI-H520,NCIH520,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
SW480_LARGE_INTESTINE_TenPx10,SW480_LARGE_INTESTINE,1.5000289801207,-1.22140791161751,0.504250382734881,,1.31592449874016,,,1.61525106995806,,,,SW 480,SW480,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
OE33_OESOPHAGUS_TenPx10,OE33_OESOPHAGUS,2.75853032276875,-0.317697652277855,2.68862615777779,,2.01087906960097,,,1.87719157188811,,,,OE33,OE33,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA,other,False
ZR751_BREAST_TenPx10,ZR751_BREAST,0.435626728161493,1.5929416672561,-0.277269499040043,,0.786752550844116,,,0.417024742422573,,,,ZR-75-1,ZR751,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
COLO679_SKIN_TenPx10,COLO679_SKIN,-1.82608717733373,-0.779936474817127,-0.990096862741755,,-2.56413965425669,,,-2.14440351649689,,,,COLO-679,COLO679,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
786O_KIDNEY_TenPx10,786O_KIDNEY,-2.09221500232355,-1.35806314382165,-0.426174177004036,,-1.93747455608648,,,-2.61694548164049,,,,786-O,786O,Cell Line,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,other,False
HCC38_BREAST_TenPx11,HCC38_BREAST,2.32741362643907,1.0338506546189,2.3331121677672,-0.250276504278896,2.38022967354698,,,1.00579058058717,,,,HCC38,HCC38,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
QGP1_PANCREAS_TenPx11,QGP1_PANCREAS,-1.87793817561502,0.914164491247147,0.236599749319833,-0.639656303384562,0.936665014161268,,,0.998437373182918,,,,QGP-1,QGP1,Cell Line,Pancreas,Pancreatic Neuroendocrine Tumor,Pancreatic Neuroendocrine Tumor,PANET,other,False
HCC95_LUNG_TenPx11,HCC95_LUNG,1.65996246468271,1.29923364381439,0.159743518456201,-0.0359310164371491,-0.715072946837304,,,0.833939265213573,,,,HCC-95,HCC95,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
SW948_LARGE_INTESTINE_TenPx11,SW948_LARGE_INTESTINE,-1.05437308408509,0.0090757175060816,1.81353224843947,1.04204307464635,2.09568732527792,,,2.37067336183433,,,,SW948,SW948,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
LK2_LUNG_TenPx11,LK2_LUNG,-0.552712789456478,-1.73754344195964,-2.24264941636874,0.649117871367873,-0.916451328909491,,,0.754655255609451,,,,LK-2,LK2,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
OVCAR4_OVARY_TenPx11,OVCAR4_OVARY,0.668522493054682,0.98844091121219,-0.0680274584733476,-0.214274999819401,-0.34090574285569,,,0.354642007138897,,,,OVCAR-4,OVCAR4,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
COLO741_SKIN_TenPx11,COLO741_SKIN,-1.40137464652644,-0.881241553824881,-1.63977546842474,0.154768991484124,-1.20916446206505,,,-2.52446470534269,,,,COLO 741,COLO741,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
NCIH1650_LUNG_TenPx11,NCIH1650_LUNG,2.28243773514674,-0.585357473601811,1.584797934609,-0.0405519368318115,-1.21479889958468,,,-0.19132748431899,,,,NCI-H1650,NCIH1650,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC,NSCLC,True
UACC257_SKIN_TenPx11,UACC257_SKIN,-1.88431442823073,-0.176289214225349,-1.60742015380735,0.10321643568139,-0.828670168789252,,,-2.64476126911978,,,,UACC-257,UACC257,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
NCIH1573_LUNG_TenPx12,NCIH1573_LUNG,0.538564421516332,1.37552395116865,0.904895344446136,1.3044000488379,1.3986821326633,,-0.504446179601532,1.53478598845498,,,,NCI-H1573,NCIH1573,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
A549_LUNG_TenPx12,A549_LUNG,-2.79992187142195,0.452105476536667,-5.30030757200522,-4.5626077319536,-2.64015590613524,,-10.9799735076022,-3.68760010805884,,,,A549,A549,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
SU8686_PANCREAS_TenPx12,SU8686_PANCREAS,1.16671992249406,1.04668775178607,2.17938481286899,1.18483145422317,1.09504791687826,,0.943806301048964,1.20441573118736,,,,SU.86.86,SU8686,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
TE14_OESOPHAGUS_TenPx12,TE14_OESOPHAGUS,2.15850251647211,0.710804596474737,1.35830597347096,2.11015299346205,-1.3120414556914,,-9.48626827587342,0.747758996334119,,,,TE-14,TE14,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
