col,ccle,TACSTD2,CLDN1,CLDN4,CLDN7,CellLineName,StrippedCellLineName,ModelType,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,disease_group,is_lung_suffix
MFE296_ENDOMETRIUM_TenPx36,MFE296_ENDOMETRIUM,-3.4484304972887,-3.3623697505146,,-0.5681881703091,MFE-296,MFE296,Cell Line,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,other,False
NCIH292_LUNG_TenPx36,NCIH292_LUNG,5.58611442824841,2.86473711197465,,2.02607738806487,NCI-H292,NCIH292,Cell Line,Lung,Non-Small Cell Lung Cancer,Mucoepidermoid Carcinoma of the Lung,LUMEC,NSCLC,True
NCIH716_LARGE_INTESTINE_TenPx36,NCIH716_LARGE_INTESTINE,-1.46271276575561,-3.19836087774054,,-0.553093930954627,NCI-H716,NCIH716,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx36,NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.77000597120535,-7.48386153191491,,-0.846414791277077,NU-DHL-1,NUDHL1,Cell Line,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,other,False
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx36,OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2.25111499652077,-5.96395226928282,,-1.02446024639085,OCI-LY3,OCILY3,Cell Line,Lymphoid,Mature B-Cell Neoplasms,Activated B-cell Type,ABC,other,False
SKNMC_BONE_TenPx36,SKNMC_BONE,-1.92717480252851,3.81429648688208,,-0.140460307314266,SK-N-MC,SKNMC,Cell Line,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,other,False
CHAGOK1_LUNG_TenPx37,CHAGOK1_LUNG,0.614141385155557,-0.975545468147172,,1.2450025287769,ChaGo-K-1,CHAGOK1,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC,NSCLC,True
EFM192A_BREAST_TenPx37,EFM192A_BREAST,0.926713907272915,-1.2459905509223,,1.78103177463133,EFM-192A,EFM192A,Cell Line,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,other,False
HEC265_ENDOMETRIUM_TenPx37,HEC265_ENDOMETRIUM,2.63151471847543,0.720538736891244,,2.17368161327476,HEC-265,HEC265,Cell Line,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,other,False
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx37,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-3.34628597052025,-2.29894014935625,,-1.35288139883681,MOLM-16,MOLM16,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,other,False
PANC1_PANCREAS_TenPx37,PANC1_PANCREAS,-2.36629167688285,0.0801227457768148,,-0.770572470670388,PANC-1,PANC1,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
SCC25_UPPER_AERODIGESTIVE_TRACT_TenPx37,SCC25_UPPER_AERODIGESTIVE_TRACT,1.40546185707763,0.859670811965633,,-0.0650375004590168,SCC-25,SCC25,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,other,False
RT4_URINARY_TRACT_TenPx37,RT4_URINARY_TRACT,1.7170802303195,2.00114328116411,,-1.57176198315428,RT4,RT4,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
T24_URINARY_TRACT_TenPx37,T24_URINARY_TRACT,1.69198105673641,2.03991775761465,,-0.798460270212729,T24,T24,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx37,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2.57769505195172,-1.80109137780732,,-1.2992634009769,TF-1,TF1,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,other,False
A101D_SKIN_TenPx38,A101D_SKIN,-2.1877069934467,-0.558162869842332,,-2.62597982115269,A101D,A101D,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
DAOY_CENTRAL_NERVOUS_SYSTEM_TenPx38,DAOY_CENTRAL_NERVOUS_SYSTEM,-2.15126223737435,-1.53542640324705,,-1.68688189182769,Daoy,DAOY,Cell Line,CNS/Brain,Embryonal Tumor,Medulloblastoma,MBL,other,False
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx38,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2.46528919217045,1.02565402238637,,-2.16918931674923,JM1,JM1,Cell Line,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL,other,False
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx38,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.214284642901254,-0.602928227797181,,-0.705987129864697,KASUMI-2,KASUMI2,Cell Line,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1,BLLTCF3PBX1,other,False
KYM1_SOFT_TISSUE_TenPx38,KYM1_SOFT_TISSUE,-0.0338153989728225,-0.687012342692385,,-0.546908857655744,KYM-1,KYM1,Cell Line,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,ERMS,other,False
KYSE410_OESOPHAGUS_TenPx38,KYSE410_OESOPHAGUS,6.84816421393282,1.49119891565748,,1.0750024359428,KYSE-410,KYSE410,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
CL34_LARGE_INTESTINE_TenPx38,CL34_LARGE_INTESTINE,0.284184801246728,0.646469818621691,,5.4599275266727,CL-34,CL34,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
NCIH446_LUNG_TenPx38,NCIH446_LUNG,-3.53269872044001,-1.2571927611836,,-0.69329436768114,NCI-H446,NCIH446,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
SKNAS_AUTONOMIC_GANGLIA_TenPx38,SKNAS_AUTONOMIC_GANGLIA,-1.54551953722518,-1.00376246298389,,-0.862169783140174,SK-N-AS,SKNAS,Cell Line,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,other,False
DANG_PANCREAS_TenPx39,DANG_PANCREAS,3.04299814452411,1.14725007374954,,1.68993442224179,DAN-G,DANG,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
KNS42_CENTRAL_NERVOUS_SYSTEM_TenPx39,KNS42_CENTRAL_NERVOUS_SYSTEM,-1.21740726058263,-0.671038636959556,,-1.86776308426248,KNS-42,KNS42,Cell Line,CNS/Brain,Diffuse Glioma,Glioblastoma,GB,other,False
HEC108_ENDOMETRIUM_TenPx39,HEC108_ENDOMETRIUM,-1.13620029487888,1.82536175266962,,2.63573492116701,HEC-108,HEC108,Cell Line,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,other,False
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx39,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.09848630236763,-1.03734733613494,,-2.26138056959172,JeKo-1,JEKO1,Cell Line,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MCL,other,False
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx39,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.496810917303331,-3.07385188286427,,-2.11598474732077,JURKAT,JURKAT,Cell Line,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL,other,False
MSTO211H_PLEURA_TenPx39,MSTO211H_PLEURA,-1.14873649915265,0.74397863951405,,-2.01018604359124,MSTO-211H,MSTO211H,Cell Line,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO,other,False
OCUM1_STOMACH_TenPx39,OCUM1_STOMACH,2.48009874545655,0.660347451192054,,2.68290015184521,OCUM-1,OCUM1,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,DSTAD,other,False
CCK81_LARGE_INTESTINE_TenPx39,CCK81_LARGE_INTESTINE,-0.690035103488649,-1.61128185637157,,2.03876866049506,CCK-81,CCK81,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
SNU449_LIVER_TenPx39,SNU449_LIVER,-0.743133675781582,0.860024557527663,,-1.96626115231427,SNU-449,SNU449,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
8505C_THYROID_TenPx40,8505C_THYROID,-0.0243587098542895,-0.541946302720742,-0.157059589646958,-1.73936929439466,8505C,8505C,Cell Line,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP,other,False
HCC1833_LUNG_TenPx40,HCC1833_LUNG,-2.04417774770678,-0.438209760373498,0.301393242144924,2.51007895026682,HCC-1833,HCC1833,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
PANC0403_PANCREAS_TenPx40,PANC0403_PANCREAS,2.41595159688672,-0.325250507415981,2.12593630357009,2.28963165725247,Panc 04.03,PANC0403,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
J82_URINARY_TRACT_TenPx40,J82_URINARY_TRACT,0.212496282460855,-0.0376100925132681,-0.507557530927844,-3.61965183582686,J82,J82,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
JHH4_LIVER_TenPx40,JHH4_LIVER,-0.216173912273861,-0.186461063436025,0.254242372177072,0.409893844543017,JHH-4,JHH4,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
OVSAHO_OVARY_TenPx40,OVSAHO_OVARY,-1.49006229478787,2.03111127513866,-0.690391135056366,-1.07112934050559,OVSAHO,OVSAHO,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx40,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.324079166145135,-0.964294666094183,-1.31731250852585,-2.38096054065771,RL,RL,Cell Line,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,other,False
SNUC5_LARGE_INTESTINE_TenPx40,SNUC5_LARGE_INTESTINE,2.48114578857865,0.0521541266620713,1.5765252882263,1.96103348947812,SNU-C5,SNUC5,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx40,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.16304521621356,-0.693517827675097,-1.53738091516842,-2.48929322732892,SU-DHL-6,SUDHL6,Cell Line,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,other,False
SKLU1_LUNG_TenPx42,SKLU1_LUNG,-1.08301421911731,-1.03896813078538,,-1.2853278474713,SK-LU-1,SKLU1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM_TenPx42,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,0.894869189769856,-0.736062026528113,,1.51113922311473,Ishikawa (Heraklio) 02 ER-,ISHIKAWAHERAKLIO02ER,Cell Line,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,other,False
SNGM_ENDOMETRIUM_TenPx42,SNGM_ENDOMETRIUM,-0.171348404922068,3.35524607405444,,1.97796721141747,SNG-M,SNGM,Cell Line,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,other,False
GAMG_CENTRAL_NERVOUS_SYSTEM_TenPx42,GAMG_CENTRAL_NERVOUS_SYSTEM,-1.45666289310099,-1.27028842892058,,-1.72862584755329,GAMG,GAMG,Cell Line,CNS/Brain,Diffuse Glioma,Glioblastoma,GB,other,False
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx42,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.963398546186793,-1.08662688286322,,-1.46478673980656,NCI-H929,NCIH929,Cell Line,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,other,False
PANC0203_PANCREAS_TenPx42,PANC0203_PANCREAS,3.43540311846383,1.8543521329051,,3.38361212491369,Panc 02.03,PANC0203,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx42,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.451569331492577,-1.19892402597611,,-1.35469654573479,RCH-ACV,RCHACV,Cell Line,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1,BLLTCF3PBX1,other,False
SNU423_LIVER_TenPx42,SNU423_LIVER,-0.910975427794076,0.273704662426576,,-1.69350059168958,SNU-423,SNU423,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
SNU1079_BILIARY_TRACT_TenPx42,SNU1079_BILIARY_TRACT,-0.135212952865718,-0.148281960774626,,-1.3876772819268,SNU-1079,SNU1079,Cell Line,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH,other,False
A204_SOFT_TISSUE_TenPx23,A204_SOFT_TISSUE,-1.19739918877658,,,-1.50572802122579,A-204,A204,Cell Line,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT,other,False
BXPC3_PANCREAS_TenPx23,BXPC3_PANCREAS,2.47350471326744,,,2.15302210942871,BxPC-3,BXPC3,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
CALU1_LUNG_TenPx23,CALU1_LUNG,-0.630267655691389,,,-1.18523040272522,Calu-1,CALU1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
HEC251_ENDOMETRIUM_TenPx23,HEC251_ENDOMETRIUM,2.79666978100647,,,2.85172121292784,HEC-251,HEC251,Cell Line,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,other,False
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx23,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.17867313976274,,,-0.250130019477189,HEL,HEL,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,other,False
KYSE180_OESOPHAGUS_TenPx23,KYSE180_OESOPHAGUS,0.43184087561086,,,2.84430570916388,KYSE-180,KYSE180,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx23,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.59598445154624,,,-2.86218066073522,MONO-MAC-1,MONOMAC1,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,AMOL,other,False
SF295_CENTRAL_NERVOUS_SYSTEM_TenPx23,SF295_CENTRAL_NERVOUS_SYSTEM,-2.16565222329198,,,-3.96541748650167,SF-295,SF295,Cell Line,CNS/Brain,Diffuse Glioma,Glioblastoma,GB,other,False
SKMEL5_SKIN_TenPx23,SKMEL5_SKIN,-1.74552349740007,,,-0.137729503871796,SK-MEL-5,SKMEL5,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
PC14_LUNG_TenPx05,PC14_LUNG,3.32487029580832,0.761659829208781,3.62802327698463,2.18578904861241,PC-14,PC14,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
EBC1_LUNG_TenPx05,EBC1_LUNG,2.35288341451137,1.12506608063614,3.70914297576777,2.13423906702596,EBC-1,EBC1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
SKMEL2_SKIN_TenPx05,SKMEL2_SKIN,-1.12149554760766,-0.93049569977289,-2.12477232101628,-0.791441525852119,SK-MEL-2,SKMEL2,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
MEWO_SKIN_TenPx05,MEWO_SKIN,-1.1857814156932,-0.41615645635178,0.583706360284963,-1.12143041006695,MeWo,MEWO,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
HS944T_SKIN_TenPx05,HS944T_SKIN,-0.896942444001731,-0.0517427609206364,-1.95842923447634,-0.462784736917291,Hs 944.T,HS944T,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
JHH7_LIVER_TenPx05,JHH7_LIVER,-0.682916537970555,1.19476963788395,-1.47186354610302,-0.463893600739643,JHH-7,JHH7,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
RVH421_SKIN_TenPx05,RVH421_SKIN,-0.920667203841393,-0.661276981904163,-1.3619799186951,-0.747797397881345,RVH-421,RVH421,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
A498_KIDNEY_TenPx05,A498_KIDNEY,-0.550896049260344,-0.269864744007575,-0.113772834840529,-0.393977888027971,A-498,A498,Cell Line,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC,other,False
HS695T_SKIN_TenPx05,HS695T_SKIN,-0.95623732821848,-0.61376902038389,-0.921413842565593,-0.701764724200391,Hs 695T,HS695T,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx30,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.945343750222853,-0.95487060608232,,,697,697,Cell Line,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1,BLLTCF3PBX1,other,False
8305C_THYROID_TenPx30,8305C_THYROID,-2.1703249221168,1.39486879978854,,,8305C,8305C,Cell Line,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP,other,False
HCT15_LARGE_INTESTINE_TenPx30,HCT15_LARGE_INTESTINE,3.34107244367967,0.15987565807955,,,HCT-15,HCT15,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
IGR1_SKIN_TenPx30,IGR1_SKIN,-0.936963964583086,0.598238898621214,,,IGR-1,IGR1,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
SUIT2_PANCREAS_TenPx30,SUIT2_PANCREAS,-1.12526156657369,1.57278775926557,,,SUIT-2,SUIT2,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
LN18_CENTRAL_NERVOUS_SYSTEM_TenPx30,LN18_CENTRAL_NERVOUS_SYSTEM,-1.50542813867551,-0.312148892886888,,,LN-18,LN18,Cell Line,CNS/Brain,Diffuse Glioma,Glioblastoma,GB,other,False
LNCAPCLONEFGC_PROSTATE_TenPx30,LNCAPCLONEFGC_PROSTATE,-0.123708857774762,-0.64370571225854,,,LNCaP clone FGC,LNCAPCLONEFGC,Cell Line,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,other,False
NCIH650_LUNG_TenPx30,NCIH650_LUNG,0.845113452850697,-1.35495033137095,,,NCI-H650,NCIH650,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx30,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.367869593370814,-0.932407717853656,,,Reh,REH,Cell Line,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1,BLLETV6RUNX1,other,False
HEC1A_ENDOMETRIUM_TenPx31,HEC1A_ENDOMETRIUM,-2.24223489028252,1.54140241057875,,,HEC-1-A,HEC1A,Cell Line,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,other,False
HUPT3_PANCREAS_TenPx31,HUPT3_PANCREAS,1.98555695896637,-0.920750322718856,,,HUP-T3,HUPT3,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx31,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.92491870519692,-1.81733038109319,,,KMS-27,KMS27,Cell Line,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,other,False
LXF289_LUNG_TenPx31,LXF289_LUNG,-1.88430308971264,-0.233571681459978,,,LXF-289,LXF289,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
CAL27_UPPER_AERODIGESTIVE_TRACT_TenPx31,CAL27_UPPER_AERODIGESTIVE_TRACT,2.51075208736019,2.21122332978248,,,CAL 27,CAL27,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,other,False
RMUGS_OVARY_TenPx31,RMUGS_OVARY,2.2428340790731,1.49140526973057,,,RMUG-S,RMUGS,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,MOV,other,False
SNU1105_CENTRAL_NERVOUS_SYSTEM_TenPx31,SNU1105_CENTRAL_NERVOUS_SYSTEM,-1.3334466329115,-0.794052449648834,,,SNU-1105,SNU1105,Cell Line,CNS/Brain,Diffuse Glioma,Glioblastoma,GB,other,False
CAL33_UPPER_AERODIGESTIVE_TRACT_TenPx31,CAL33_UPPER_AERODIGESTIVE_TRACT,3.13284512928896,0.326516612315744,,,CAL-33,CAL33,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,other,False
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx31,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.87000336544296,-1.92736840771919,,,U-937,U937,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,other,False
A704_KIDNEY_TenPx32,A704_KIDNEY,-0.942201944871681,-0.196616394915724,-0.177657129013266,,A-704,A704,Cell Line,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC,other,False
WM88_SKIN_TenPx32,WM88_SKIN,-0.69371489363078,-1.82180826274386,-1.68423374367731,,WM88,WM88,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx32,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.567541713994257,-0.478047107714765,1.00099836732518,,KMS-11,KMS11,Cell Line,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,other,False
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx32,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.14512395511974,-2.17886489664033,-1.19310870726705,,NALM-6,NALM6,Cell Line,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL,other,False
NCIH2052_PLEURA_TenPx32,NCIH2052_PLEURA,-0.821751001877627,1.19521164741079,-0.85309177438246,,NCI-H2052,NCIH2052,Cell Line,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Sarcomatoid Type",PLSMESO,other,False
OV90_OVARY_TenPx32,OV90_OVARY,-0.00107413617740804,2.02003586434151,-0.411622720435085,,OV-90,OV90,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC,other,False
SKES1_BONE_TenPx32,SKES1_BONE,-0.866166137033808,-0.0205417089242113,0.155069274499199,,SK-ES-1,SKES1,Cell Line,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,other,False
SNB19_CENTRAL_NERVOUS_SYSTEM_TenPx32,SNB19_CENTRAL_NERVOUS_SYSTEM,-0.432501700063788,-0.506583595053296,-1.05078738134824,,SNB19,SNB19,Cell Line,CNS/Brain,Diffuse Glioma,Astrocytoma,ASTR,other,False
MFE280_ENDOMETRIUM_TenPx32,MFE280_ENDOMETRIUM,-0.248230138006702,1.72421185717984,5.01418420812227,,MFE-280,MFE280,Cell Line,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,other,False
HCC1806_BREAST_TenPx14,HCC1806_BREAST,2.82883615971984,1.52076529111019,,4.19128965422395,HCC1806,HCC1806,Cell Line,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS,other,False
COLO320_LARGE_INTESTINE_TenPx14,COLO320_LARGE_INTESTINE,-2.31818831322913,-1.05940910551531,,-1.58863279684592,COLO-320,COLO320,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
NCIH1581_LUNG_TenPx14,NCIH1581_LUNG,-0.918585538075442,-0.966360753907249,,-1.74179545424545,NCI-H1581,NCIH1581,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,NSCLC,True
NCIH1792_LUNG_TenPx14,NCIH1792_LUNG,-0.795950451513703,0.562744102734552,,-2.0943711296226,NCI-H1792,NCIH1792,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH2066_LUNG_TenPx14,NCIH2066_LUNG,-1.88312105053254,-0.734433700990592,,-2.87475081149815,NCI-H2066,NCIH2066,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
SQ1_LUNG_TenPx14,SQ1_LUNG,3.2558618180752,0.494001708517013,,2.89424068660267,Sq-1,SQ1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
A2780_OVARY_TenPx14,A2780_OVARY,-1.76122241523083,-0.491139899391298,,-2.34096448145134,A2780,A2780,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,EOV,other,False
MKN1_STOMACH_TenPx14,MKN1_STOMACH,-1.84489402891834,-0.427205757077187,,-0.821159710355396,MKN1,MKN1,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Adenosquamous Carcinoma of the Stomach,STAS,other,False
