col,ccle,TACSTD2,CLDN1,CLDN4,CLDN7,CellLineName,StrippedCellLineName,ModelType,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,disease_group,is_lung_suffix
HS294T_SKIN_TenPx02,HS294T_SKIN,-0.759029475467566,-0.512415156499498,-0.725149890385826,,Hs 294T,HS294T,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
CAOV3_OVARY_TenPx02,CAOV3_OVARY,2.72595328025301,-0.412606346924591,1.69756791573409,,Caov-3,CAOV3,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
CAL120_BREAST_TenPx02,CAL120_BREAST,1.15291700408749,0.00435396206193095,-0.859761641295037,,CAL-120,CAL120,Cell Line,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,other,False
JMSU1_URINARY_TRACT_TenPx02,JMSU1_URINARY_TRACT,-0.0353680539974464,0.2244384039252,-1.04302966999202,,JMSU-1,JMSU1,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
PATU8988T_PANCREAS_TenPx03,PATU8988T_PANCREAS,-0.79632643623226,,-1.87442867567847,-7.23979846604124,PA-TU-8988T,PATU8988T,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
JIMT1_BREAST_TenPx03,JIMT1_BREAST,2.69838947485612,,1.64100719002434,4.37282416164854,JIMT-1,JIMT1,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
COV362_OVARY_TenPx03,COV362_OVARY,0.575564077425705,,1.55363198632517,-0.231933113316628,COV362,COV362,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
KPL1_BREAST_TenPx03,KPL1_BREAST,1.12805811605665,,2.37110505182721,4.79402317760915,KPL-1,KPL1,Cell Line,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,other,False
A375_SKIN_TenPx03,A375_SKIN,-0.926785275190976,,-1.39159234424401,-2.63502014344697,A-375,A375,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
A2058_SKIN_TenPx03,A2058_SKIN,-0.756302185930209,,-1.66946530158521,-3.43339400436419,A2058,A2058,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
SW620_LARGE_INTESTINE_TenPx03,SW620_LARGE_INTESTINE,-0.828935768923095,,0.747977703379114,-1.97570041922416,SW 620,SW620,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
MDST8_LARGE_INTESTINE_TenPx03,MDST8_LARGE_INTESTINE,-0.774084966506386,,-1.65533601424674,-2.97694396587624,MDST8,MDST8,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
HUH1_LIVER_TenPx03,HUH1_LIVER,-0.898240276052207,,0.329550756878222,-6.20347957026708,huH-1,HUH1,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
HCT116_LARGE_INTESTINE_TenPx04,HCT116_LARGE_INTESTINE,-0.100966942931505,,0.974120729667632,1.46303237906342,HCT 116,HCT116,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
HLF_LIVER_TenPx04,HLF_LIVER,-1.20684930281594,,-2.03392956319339,-1.63767801359699,HLF,HLF,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
HT29_LARGE_INTESTINE_TenPx04,HT29_LARGE_INTESTINE,0.463930252101874,,2.01118033645608,1.51013036848385,HT-29,HT29,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
ABC1_LUNG_TenPx04,ABC1_LUNG,2.42004783204824,,1.35907839420605,1.59350458542826,ABC-1,ABC1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
CAMA1_BREAST_TenPx04,CAMA1_BREAST,0.716952434979612,,-1.13816659597181,-0.987658696316307,CAMA-1,CAMA1,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC,other,False
RKO_LARGE_INTESTINE_TenPx04,RKO_LARGE_INTESTINE,-1.18303629732981,,-2.02585937882949,-1.10743816944955,RKO,RKO,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
HT115_LARGE_INTESTINE_TenPx04,HT115_LARGE_INTESTINE,-1.00340741850578,,2.18016247958044,1.64793076570682,HT115,HT115,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
JHH5_LIVER_TenPx04,JHH5_LIVER,-0.0160936783725505,,0.982331705080002,-0.631060953297655,JHH-5,JHH5,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
SKMEL3_SKIN_TenPx04,SKMEL3_SKIN,-1.0679363538424,,-2.09432536789765,-0.830286639149709,SK-MEL-3,SKMEL3,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
NCIH358_LUNG_TenPx06,NCIH358_LUNG,2.02092051722455,-0.449375356705342,2.27815904368953,3.97785306702596,NCI-H358,NCIH358,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
HT1197_URINARY_TRACT_TenPx06,HT1197_URINARY_TRACT,2.44366817135894,-0.584445039460881,2.18094264269453,4.5493516452359,HT-1197,HT1197,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
HUH7_LIVER_TenPx06,HUH7_LIVER,-0.603866082274068,1.70612126129637,-2.10874202709648,-2.33592694865721,HuH-7,HUH7,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
HGC27_STOMACH_TenPx06,HGC27_STOMACH,-0.950890982285332,-1.30451378573141,-2.26479266714604,-1.1593055374034,HGC-27,HGC27,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,other,False
DMS273_LUNG_TenPx06,DMS273_LUNG,-1.24638140571614,-0.65451866975751,-1.3415908617903,-3.28983536254229,DMS 273,DMS273,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
NCIH1299_LUNG_TenPx06,NCIH1299_LUNG,-0.834182839388835,0.343048632090064,-1.26831048249319,-3.16142170096503,NCI-H1299,NCIH1299,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,NSCLC,True
SKMEL28_SKIN_TenPx06,SKMEL28_SKIN,-0.594364963634412,-1.30637146527828,-1.41676759184715,-2.69292560591315,SK-MEL-28,SKMEL28,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
CAKI2_KIDNEY_TenPx06,CAKI2_KIDNEY,-0.566740222595406,0.675385556158322,1.05637909224812,-2.56290362332122,Caki-2,CAKI2,Cell Line,Kidney,Renal Cell Carcinoma,Papillary Renal Cell Carcinoma,PRCC,other,False
HT55_LARGE_INTESTINE_TenPx06,HT55_LARGE_INTESTINE,-0.163721884429542,0.954854993403329,3.27122384668172,4.70640291256702,HT-55,HT55,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
NCIH1048_LUNG_TenPx07,NCIH1048_LUNG,-1.13920343347137,0.033573478176521,-0.822462624743977,0.332962216884266,NCI-H1048,NCIH1048,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
HSC3_UPPER_AERODIGESTIVE_TRACT_TenPx07,HSC3_UPPER_AERODIGESTIVE_TRACT,2.54569034022686,0.724934179798668,-0.70918403713986,0.905716061875729,HSC-3,HSC3,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,other,False
SW403_LARGE_INTESTINE_TenPx07,SW403_LARGE_INTESTINE,-0.931032969781996,-0.0713685572131248,1.92931290101044,2.10288243854171,SW403,SW403,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
BT549_BREAST_TenPx07,BT549_BREAST,-0.720005531543568,-0.0585845032192565,-0.731797740187684,-4.88484898836679,BT-549,BT549,Cell Line,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BRCNOS,other,False
HCC56_LARGE_INTESTINE_TenPx07,HCC56_LARGE_INTESTINE,-0.966640295336364,0.0316183754661978,1.84379987155741,3.07023132920912,HCC-56,HCC56,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
CAL851_BREAST_TenPx07,CAL851_BREAST,2.84458545366827,0.41419522335886,1.30195704783087,2.34428416020368,CAL-85-1,CAL851,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
MDAMB157_BREAST_TenPx07,MDAMB157_BREAST,-0.569014352870793,-0.290073692950536,-0.691528397868614,-1.50514462379505,MDA-MB-157,MDAMB157,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
SW48_LARGE_INTESTINE_TenPx07,SW48_LARGE_INTESTINE,-0.614172064855026,-0.181527148679522,-0.6855256900271,1.51560100961103,SW48,SW48,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
IGR39_SKIN_TenPx07,IGR39_SKIN,-0.57833640557382,-0.127643033624297,-0.45933607683866,-3.41037501247434,IGR-39,IGR39,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
MCF7_BREAST_TenPx08,MCF7_BREAST,-0.057568687418412,-1.00014407493578,1.43980878898302,2.43662444966966,MCF7,MCF7,Cell Line,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,other,False
BICR6_UPPER_AERODIGESTIVE_TRACT_TenPx08,BICR6_UPPER_AERODIGESTIVE_TRACT,3.03856771270068,2.36792376310107,2.53712195569973,3.4390381934612,BICR 6,BICR6,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,HPHSC,other,False
WM1799_SKIN_TenPx08,WM1799_SKIN,-0.984465849923177,0.114351774862662,-2.42248806851386,-2.49418294075041,WM1799,WM1799,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
IPC298_SKIN_TenPx08,IPC298_SKIN,-1.90859039706797,-0.814344601329875,-2.86965077586222,-4.41781041400523,IPC-298,IPC298,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
NCIH1693_LUNG_TenPx08,NCIH1693_LUNG,0.832171497546333,0.512822575951275,1.85390699585657,1.36576116731677,NCI-H1693,NCIH1693,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
HCC1954_BREAST_TenPx08,HCC1954_BREAST,1.54220576841238,0.488190262608136,3.18901617783708,2.0827405170576,HCC1954,HCC1954,Cell Line,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS,other,False
TYKNU_OVARY_TenPx08,TYKNU_OVARY,-1.53546262434899,-0.475962576229677,-2.37955003736107,-0.79030324817012,TYK-nu,TYKNU,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
DMS114_LUNG_TenPx08,DMS114_LUNG,-1.32058734772584,0.1799986120526,-1.79906692198814,-2.58171370536218,DMS 114,DMS114,Cell Line,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,,other,True
TE1_OESOPHAGUS_TenPx08,TE1_OESOPHAGUS,0.573137693935975,-0.665767120327127,0.882256187831314,1.4771030683006,TE-1,TE1,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
TCCPAN2_PANCREAS_TenPx09,TCCPAN2_PANCREAS,-1.20284465749377,-1.12139806237604,0.502353906952506,-1.21121070236166,TCC-PAN2,TCCPAN2,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
LUDLU1_LUNG_TenPx09,LUDLU1_LUNG,1.6576758653625,1.23330383109232,1.09732336115942,0.470700742669474,LUDLU-1,LUDLU1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
MELJUSO_SKIN_TenPx09,MELJUSO_SKIN,-1.53967137358643,-1.26764718024213,-2.07378111658583,-2.77223187029315,MEL-JUSO,MELJUSO,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
T47D_BREAST_TenPx09,T47D_BREAST,1.1403019105149,0.818407820668569,0.233531734333472,0.772091278874953,T-47D,T47D,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
LS411N_LARGE_INTESTINE_TenPx09,LS411N_LARGE_INTESTINE,-0.0219543076564754,-0.132787366566894,0.602461933203474,2.41935101409467,LS411N,LS411N,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
PC3_PROSTATE_TenPx09,PC3_PROSTATE,-0.764100969874579,-0.812582854469937,-0.0757632680644806,-1.31331320066047,PC-3,PC3,Cell Line,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,other,False
KYSE450_OESOPHAGUS_TenPx09,KYSE450_OESOPHAGUS,0.0278418113698121,0.243560435438699,-1.48896802250508,-0.46371362772946,KYSE-450,KYSE450,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
RT112_URINARY_TRACT_TenPx09,RT112_URINARY_TRACT,1.76925270756085,1.0642936402442,0.744896046702018,0.661691272084236,RT-112,RT112,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
LS513_LARGE_INTESTINE_TenPx09,LS513_LARGE_INTESTINE,-0.736651491246983,0.48716628048011,1.66073349684236,2.36393823114429,LS513,LS513,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
HCC827_LUNG_TenPx10,HCC827_LUNG,2.5252116126129,0.602749432203196,1.80847161075187,,HCC-827,HCC827,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH2110_LUNG_TenPx10,NCIH2110_LUNG,1.38376982126725,0.996066385884504,-0.687148129330744,,NCI-H2110,NCIH2110,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC,NSCLC,True
MIAPACA2_PANCREAS_TenPx10,MIAPACA2_PANCREAS,-2.1485554016968,0.516962436403329,0.146143200346978,,MIA PaCa-2,MIAPACA2,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
NCIH520_LUNG_TenPx10,NCIH520_LUNG,-2.61515514580385,2.18968566365901,-1.89315199122283,,NCI-H520,NCIH520,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
SW480_LARGE_INTESTINE_TenPx10,SW480_LARGE_INTESTINE,1.5000289801207,-1.22140791161751,0.504250382734881,,SW 480,SW480,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
OE33_OESOPHAGUS_TenPx10,OE33_OESOPHAGUS,2.75853032276875,-0.317697652277855,2.68862615777779,,OE33,OE33,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA,other,False
ZR751_BREAST_TenPx10,ZR751_BREAST,0.435626728161493,1.5929416672561,-0.277269499040043,,ZR-75-1,ZR751,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
COLO679_SKIN_TenPx10,COLO679_SKIN,-1.82608717733373,-0.779936474817127,-0.990096862741755,,COLO-679,COLO679,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
786O_KIDNEY_TenPx10,786O_KIDNEY,-2.09221500232355,-1.35806314382165,-0.426174177004036,,786-O,786O,Cell Line,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,other,False
HCC38_BREAST_TenPx11,HCC38_BREAST,2.32741362643907,1.0338506546189,2.3331121677672,-0.250276504278896,HCC38,HCC38,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
QGP1_PANCREAS_TenPx11,QGP1_PANCREAS,-1.87793817561502,0.914164491247147,0.236599749319833,-0.639656303384562,QGP-1,QGP1,Cell Line,Pancreas,Pancreatic Neuroendocrine Tumor,Pancreatic Neuroendocrine Tumor,PANET,other,False
HCC95_LUNG_TenPx11,HCC95_LUNG,1.65996246468271,1.29923364381439,0.159743518456201,-0.0359310164371491,HCC-95,HCC95,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
SW948_LARGE_INTESTINE_TenPx11,SW948_LARGE_INTESTINE,-1.05437308408509,0.0090757175060816,1.81353224843947,1.04204307464635,SW948,SW948,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
LK2_LUNG_TenPx11,LK2_LUNG,-0.552712789456478,-1.73754344195964,-2.24264941636874,0.649117871367873,LK-2,LK2,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
OVCAR4_OVARY_TenPx11,OVCAR4_OVARY,0.668522493054682,0.98844091121219,-0.0680274584733476,-0.214274999819401,OVCAR-4,OVCAR4,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
COLO741_SKIN_TenPx11,COLO741_SKIN,-1.40137464652644,-0.881241553824881,-1.63977546842474,0.154768991484124,COLO 741,COLO741,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
NCIH1650_LUNG_TenPx11,NCIH1650_LUNG,2.28243773514674,-0.585357473601811,1.584797934609,-0.0405519368318115,NCI-H1650,NCIH1650,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC,NSCLC,True
UACC257_SKIN_TenPx11,UACC257_SKIN,-1.88431442823073,-0.176289214225349,-1.60742015380735,0.10321643568139,UACC-257,UACC257,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
NCIH1573_LUNG_TenPx12,NCIH1573_LUNG,0.538564421516332,1.37552395116865,0.904895344446136,1.3044000488379,NCI-H1573,NCIH1573,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
A549_LUNG_TenPx12,A549_LUNG,-2.79992187142195,0.452105476536667,-5.30030757200522,-4.5626077319536,A549,A549,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
SU8686_PANCREAS_TenPx12,SU8686_PANCREAS,1.16671992249406,1.04668775178607,2.17938481286899,1.18483145422317,SU.86.86,SU8686,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
TE14_OESOPHAGUS_TenPx12,TE14_OESOPHAGUS,2.15850251647211,0.710804596474737,1.35830597347096,2.11015299346205,TE-14,TE14,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
NCIH2170_LUNG_TenPx12,NCIH2170_LUNG,-0.116836720531755,-0.908542904241169,1.43351888686291,-0.056916201378697,NCI-H2170,NCIH2170,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
HCC1500_BREAST_TenPx12,HCC1500_BREAST,0.775721410714726,-1.46817020118686,0.265636300353966,-0.393554122205868,HCC1500,HCC1500,Cell Line,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS,other,False
MDAMB436_BREAST_TenPx12,MDAMB436_BREAST,-2.62685400599167,-1.30288141374488,-2.30851010788453,-2.92845808300846,MDA-MB-436,MDAMB436,Cell Line,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BRCNOS,other,False
DV90_LUNG_TenPx12,DV90_LUNG,1.92830661848231,-0.161724238713047,2.5333035825933,2.55212764857096,DV-90,DV90,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
SNU61_LARGE_INTESTINE_TenPx12,SNU61_LARGE_INTESTINE,-0.0846602631251004,0.0112119558932199,0.743266100006861,2.01038807745953,SNU-61,SNU61,Cell Line,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ,other,False
SBC5_LUNG_TenPx13,SBC5_LUNG,-2.34135061053231,-1.46025061514361,-2.4884112980203,-3.92844120205129,SBC-5,SBC5,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
HT1376_URINARY_TRACT_TenPx13,HT1376_URINARY_TRACT,3.20893929374137,3.60392343274074,1.18549927227929,1.55444587372387,HT-1376,HT1376,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
CFPAC1_PANCREAS_TenPx13,CFPAC1_PANCREAS,0.929924478194107,-0.518292000681177,0.868501041122002,0.178339143056381,CFPAC-1,CFPAC1,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
NCIH3255_LUNG_TenPx13,NCIH3255_LUNG,0.0984662090825736,-0.0362976203686341,0.94867281700122,-0.628862116995387,NCI-H3255,NCIH3255,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH1975_LUNG_TenPx13,NCIH1975_LUNG,0.0336846436092726,-1.18119894141884,1.05156867095784,0.399509307235716,NCI-H1975,NCIH1975,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
COLO678_LARGE_INTESTINE_TenPx13,COLO678_LARGE_INTESTINE,-2.35861978002407,-1.0683942729749,0.761477758958542,-0.307348257042251,COLO-678,COLO678,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
SNU119_OVARY_TenPx13,SNU119_OVARY,2.13314170312326,1.05256151770373,0.14089618210751,2.51183778500776,SNU-119,SNU119,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
CORL105_LUNG_TenPx13,CORL105_LUNG,-2.92509722976601,0.102506446953155,-2.08255300509259,-2.02838665716497,COR-L105,CORL105,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
HCC70_BREAST_TenPx13,HCC70_BREAST,2.34846962151259,-0.225839469020926,1.33436980234114,1.80016633013878,HCC70,HCC70,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
AGS_STOMACH_TenPx16,AGS_STOMACH,0.217039386055999,-0.429801157643997,1.55025995262901,0.560457488829996,AGS,AGS,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,other,False
HCC1143_BREAST_TenPx16,HCC1143_BREAST,3.48765222702588,2.25881439018536,2.52642699658073,2.33503274939483,HCC1143,HCC1143,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
NCIH1666_LUNG_TenPx16,NCIH1666_LUNG,1.12307829490342,-2.09386206765778,0.0919837283122551,1.12094029560761,NCI-H1666,NCIH1666,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH2291_LUNG_TenPx16,NCIH2291_LUNG,1.15732875736606,-0.269035454428353,1.62027705011321,-0.108638228497469,NCI-H2291,NCIH2291,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
