keys	study	model	cancer	icb_group	is_lung	n_baseline	n_icb	tac_baseline	tac_icb	cld_baseline	cld_icb	tac_delta	cld_delta	tac_direction	cld_direction
('GSE150401', 'B16', 'antiPD1')	GSE150401	B16	Melanoma	antiPD1	False	4	8	0.0	0.13481691374559754	0.0	0.03711011504084535	0.13481691374559754	0.03711011504084535	up	up
('GSE151829', 'B16', 'antiCTLA4')	GSE151829	B16	Melanoma	antiCTLA4	False	8	12	0.4421874347225905	0.6889599274579045	0.20720085880930308	0.11890907732381373	0.246772492735314	-0.08829178148548936	up	down
('GSE152925', 'B16', 'antiPDL1')	GSE152925	B16	Melanoma	antiPDL1	False	6	12	0.0	0.02827163323667341	0.02123535050425519	0.0397452832866311	0.02827163323667341	0.01850993278237591	up	up
('GSE153239', 'CT26', 'antiPD1')	GSE153239	CT26	Colorectal carcinoma	antiPD1	False	5	20	0.22018524472062867	0.5039231775442266	0.2936265918777111	0.7565582463892071	0.2837379328235979	0.462931654511496	up	up
('GSE153941', 'AB1', 'antiCTLA4&antiPDL1')	GSE153941	AB1	Mesothelioma	antiCTLA4&antiPDL1	False	24	48	0.6258525538481353	0.4490107788208226	0.25450083464567064	0.144914880077399	-0.17684177502731274	-0.10958595456827164	down	down
('GSE153941', 'Renca', 'antiCTLA4&antiPDL1')	GSE153941	Renca	Renal adenocarcinoma	antiCTLA4&antiPDL1	False	22	48	0.41404717327739854	0.4977444902788175	4.020305144315501	3.525881198269127	0.08369731700141897	-0.4944239460463744	up	down
('GSE155972', 'LLC', 'antiCTLA4&antiPD1')	GSE155972	LLC	Lung carcinoma	antiCTLA4&antiPD1	True	10	13	0.15694832791755037	0.6747741120205025	0.12803456322983153	0.419844298737581	0.5178257841029521	0.29180973550774947	up	up
('GSE159344', 'D3UV2', 'antiPD1')	GSE159344	D3UV2	Melanoma	antiPD1	False	3	3	0.24713071252132446	1.0959844052158765	0.10005597973651033	0.5758237067181174	0.848853692694552	0.47576772698160713	up	up
('GSE159344', 'D4M.3A.3', 'antiPD1')	GSE159344	D4M.3A.3	Melanoma	antiPD1	False	3	6	0.049577902420544134	1.770673742480601	0.09632113449793618	1.069642021222151	1.721095840060057	0.9733208867242147	up	up
('GSE172162', 'MC38', 'antiPD1')	GSE172162	MC38	Colorectal carcinoma	antiPD1	False	4	8	0.015763892114444483	0.017946999326272348	0.007298931024486158	0.004176333047784109	0.0021831072118278644	-0.0031225979767020486	up	down
('GSE174053', 'E0771', 'antiPD1')	GSE174053	E0771	Mammary adenocarcinoma	antiPD1	False	8	8	0.5992002718011494	0.6090158168355535	0.8743712081873629	0.8382443371357464	0.009815545034404072	-0.036126871051616494	up	down
('GSE90885', 'B16', 'antiPD1')	GSE90885	B16	Melanoma	antiPD1	False	9	14	0.20399574433615997	0.3021358826662524	0.22756668051657986	0.2028539467336469	0.09814013833009244	-0.024712733782932955	up	down
('GSE93017', 'MC38', 'antiPDL1')	GSE93017	MC38	Colorectal carcinoma	antiPDL1	False	9	3	0.05492213967080958	0.0995442988036166	0.02928949923966741	0.08061979272243602	0.04462215913280701	0.051330293482768616	up	up
('RU31562203', 'MOC22', 'antiPD1')	RU31562203	MOC22	Head and neck squamous cell carcinoma	antiPD1	False	3	3	8.258718582966615	7.137981311127699	7.024313305980783	6.345834165330584	-1.1207372718389168	-0.6784791406501993	down	down
