Study_ID	GSM_ID	IN_VIVO	Cancer_type	Cell_Line	sub_clone	Condition	ICB	ICB_study	ICB_group	ICB_Baseline_TYPE	Baseline	Cell_treatment	Cell_genotype	Tumor	Mouse_genotype	Mouse_strain	Mouse_treatment	Timepoint	Implantation	Implantation_site	SRX_ID	SampleName	Tacstd2	Cldn4
RU31562203	RU_MOC2_in_vivo_d14_m2_L	in_vivo	Head and neck squamous cell carcinoma	MOC2	parental		0				1		WT	primary	WT	C57BL/6	no_treatment	day14	subcutaneous	flank		Ravi_MOC2_invivo_d14_m2_L	6.967415016143293	8.788846266094948
RU31562203	RU_MOC2_in_vivo_d14_m4_L	in_vivo	Head and neck squamous cell carcinoma	MOC2	parental		0				1		WT	primary	WT	C57BL/6	no_treatment	day14	subcutaneous	flank		Ravi_MOC2_invivo_d14_m4_L	4.933100805499751	7.144947150543702
RU31562203	RU_MOC2_in_vivo_d14_m4_R	in_vivo	Head and neck squamous cell carcinoma	MOC2	parental		0				1		WT	primary	WT	C57BL/6	no_treatment	day14	subcutaneous	flank		Ravi_MOC2_invivo_d14_m4_R	5.426368792748906	7.808097525631284
RU31562203	RU_MOC22_in_vivo_C4_1	in_vivo	Head and neck squamous cell carcinoma	MOC22	parental		0	Baseline		R	1		WT	primary	WT	C57BL/6	isotype	day17	subcutaneous	flank		Ravi_MOC22_invivo_C4_1	8.353984033913342	7.048692580282663
RU31562203	RU_MOC22_in_vivo_C4_4	in_vivo	Head and neck squamous cell carcinoma	MOC22	parental		0	Baseline		R	1		WT	primary	WT	C57BL/6	isotype	day17	subcutaneous	flank		Ravi_MOC22_invivo_C4_4	7.806285450086042	6.8472205352764055
RU31562203	RU_MOC22_in_vivo_C4_5	in_vivo	Head and neck squamous cell carcinoma	MOC22	parental		0	Baseline		R	1		WT	primary	WT	C57BL/6	isotype	day17	subcutaneous	flank		Ravi_MOC22_invivo_C4_5	8.615886264900462	7.177026802383281
RU31562203	RU_MOC22_in_vivo_P3_2	in_vivo	Head and neck squamous cell carcinoma	MOC22	parental		1	R	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1	day17	subcutaneous	flank		Ravi_MOC22_invivo_P3_2	7.605384004413928	6.565757657612707
RU31562203	RU_MOC22_in_vivo_P3_3	in_vivo	Head and neck squamous cell carcinoma	MOC22	parental		1	R	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1	day17	subcutaneous	flank		Ravi_MOC22_invivo_P3_3	6.0139373106412215	5.293139618340245
RU31562203	RU_MOC22_in_vivo_P3_5	in_vivo	Head and neck squamous cell carcinoma	MOC22	parental		1	R	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1	day17	subcutaneous	flank		Ravi_MOC22_invivo_P3_5	7.794622618327947	7.1786052200388015
XW33589424	XW_Mouse10_USR17006878L_HM2KTBBXX	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	no_treatment		subcutaneous	flank		Mouse10_USR17006878L_HM2KTBBXX	4.458986219405456	7.606190950925469
XW33589424	XW_Mouse11_USR17006879L_HM2KTBBXX	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	no_treatment		subcutaneous	flank		Mouse11_USR17006879L_HM2KTBBXX	5.807922874535171	8.276643706870459
XW33589424	XW_Mouse12_USR17006880L_HM2KTBBXX	in_vivo	Mammary carcinoma	EMT6	parental		0				1		WT	primary	WT	BALB/c	no_treatment		subcutaneous	flank		Mouse12_USR17006880L_HM2KTBBXX	0.26695160203474183	0.344497792136871
XW33589424	XW_Mouse13_USR17006881L_HM2KTBBXX	in_vivo	Mammary carcinoma	EMT6	parental		0				1		WT	primary	WT	BALB/c	no_treatment		subcutaneous	flank		Mouse13_USR17006881L_HM2KTBBXX	0.2251702352981194	0.4493851188992837
XW33589424	XW_Mouse14_USR17006882L_HM2KTBBXX	in_vivo	Mammary carcinoma	EMT6	parental		0				1		WT	primary	WT	BALB/c	no_treatment		subcutaneous	flank		Mouse14_USR17006882L_HM2KTBBXX	0.4511174516611725	0.9629332598889928
XW33589424	XW_Mouse9_USR17006877L_HM2KTBBXX	in_vivo	Mammary carcinoma	4T1	parental		0				1		WT	primary	WT	BALB/c	no_treatment		subcutaneous	flank		Mouse9_USR17006877L_HM2KTBBXX	3.8674636817870893	9.258552771407507
GSE148947	GSM4486522	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p112	0				1		WT	primary	WT	BALB/c	vehicle	batch_p112	orthotopic	left liver lobe	SRX8142939	SRX8142939	0.07667538165257641	1.0615342883174128
GSE148947	GSM4486523	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p112	0				1		WT	primary	WT	BALB/c	vehicle	batch_p112	orthotopic	left liver lobe	SRX8142940	SRX8142940	0.23029894386253527	1.7215415291340073
GSE148947	GSM4486524	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p112	0				1		WT	primary	WT	BALB/c	vehicle	batch_p112	orthotopic	left liver lobe	SRX8142941	SRX8142941	0.13127338689053508	1.960506520559184
GSE148947	GSM4486525	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p112	0				1		WT	primary	WT	BALB/c	vehicle	batch_p112	orthotopic	left liver lobe	SRX8142942	SRX8142942	0.07406968488122118	1.0701303065307302
GSE148947	GSM4486526	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p112	0				0		WT	primary	WT	BALB/c	regorafenib_5	batch_p112	orthotopic	left liver lobe	SRX8142943	SRX8142943	0.0	0.07693391456561557
GSE148947	GSM4486527	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p112	0				0		WT	primary	WT	BALB/c	regorafenib_5	batch_p112	orthotopic	left liver lobe	SRX8142944	SRX8142944	0.0	0.8107926810997497
GSE148947	GSM4486528	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p112	0				0		WT	primary	WT	BALB/c	regorafenib_5	batch_p112	orthotopic	left liver lobe	SRX8142945	SRX8142945	0.0	1.4810105804128042
GSE148947	GSM4486529	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p112	0				0		WT	primary	WT	BALB/c	regorafenib_20	batch_p112	orthotopic	left liver lobe	SRX8142946	SRX8142946	0.4788041062487353	2.549258603355532
GSE148947	GSM4486530	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p112	0				0		WT	primary	WT	BALB/c	regorafenib_20	batch_p112	orthotopic	left liver lobe	SRX8142947	SRX8142947	0.30979668070466665	2.3476095346557497
GSE148947	GSM4486531	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p112	0				0		WT	primary	WT	BALB/c	regorafenib_20	batch_p112	orthotopic	left liver lobe	SRX8142948	SRX8142948	0.22242622122432318	2.953534752860805
GSE148947	GSM4486532	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p103	0				1		WT	primary	WT	BALB/c	vehicle	batch_p103	orthotopic	left liver lobe	SRX8142949	SRX8142949	0.08364908997275072	0.29447430331793467
GSE148947	GSM4486533	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p103	0				1		WT	primary	WT	BALB/c	vehicle	batch_p103	orthotopic	left liver lobe	SRX8142950	SRX8142950	0.06183839627160455	0.5290673006689157
GSE148947	GSM4486534	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p103	0				1		WT	primary	WT	BALB/c	vehicle	batch_p103	orthotopic	left liver lobe	SRX8142951	SRX8142951	0.024611876917216165	0.38958112851270493
GSE148947	GSM4486535	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p103	0				1		WT	primary	WT	BALB/c	vehicle	batch_p103	orthotopic	left liver lobe	SRX8142952	SRX8142952	0.0	0.0
GSE148947	GSM4486536	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p103	0				0		WT	primary	WT	BALB/c	regorafenib_5	batch_p103	orthotopic	left liver lobe	SRX8142953	SRX8142953	0.0	0.04389319863638178
GSE148947	GSM4486537	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p103	0				0		WT	primary	WT	BALB/c	regorafenib_5	batch_p103	orthotopic	left liver lobe	SRX8142954	SRX8142954	0.19668509354771815	0.2515118749097671
GSE148947	GSM4486538	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p103	0				0		WT	primary	WT	BALB/c	regorafenib_5	batch_p103	orthotopic	left liver lobe	SRX8142955	SRX8142955	0.30299629322546856	0.4612770874414074
GSE148947	GSM4486539	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p103	0				0		WT	primary	WT	BALB/c	DC-101_800ug	batch_p103	orthotopic	left liver lobe	SRX8142956	SRX8142956	0.09118257120778453	0.02214477733105352
GSE148947	GSM4486540	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p103	0				0		WT	primary	WT	BALB/c	DC-101_800ug	batch_p103	orthotopic	left liver lobe	SRX8142957	SRX8142957	0.021687233152731217	0.48765818652664517
GSE148947	GSM4486541	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	batch_p103	0				0		WT	primary	WT	BALB/c	DC-101_800ug	batch_p103	orthotopic	left liver lobe	SRX8142958	SRX8142958	0.2790682950836959	0.47289738671011294
GSE148947	GSM4486542	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental		0	Baseline		NR	1		WT	primary	WT	BALB/c	vehicle		orthotopic	left liver lobe	SRX8142959	SRX8142959	0.1763100053712194	1.5715942985594968
GSE148947	GSM4486543	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental		0	Baseline		NR	1		WT	primary	WT	BALB/c	vehicle		orthotopic	left liver lobe	SRX8142960	SRX8142960	0.046829081303631816	0.2354709663976322
GSE148947	GSM4486544	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental		0	Baseline		NR	1		WT	primary	WT	BALB/c	vehicle		orthotopic	left liver lobe	SRX8142961	SRX8142961	0.2166646964360714	0.20610555112860648
GSE148947	GSM4486545	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	regorafenib_5	0	Baseline		R	0		WT	primary	WT	BALB/c	regorafenib_5		orthotopic	left liver lobe	SRX8142962	SRX8142962	0.11503590720054996	0.3361371111696994
GSE148947	GSM4486546	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	regorafenib_5	0	Baseline		R	0		WT	primary	WT	BALB/c	regorafenib_5		orthotopic	left liver lobe	SRX8142963	SRX8142963	0.0	0.0
GSE148947	GSM4486547	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	regorafenib_5	0	Baseline		R	0		WT	primary	WT	BALB/c	regorafenib_5		orthotopic	left liver lobe	SRX8142964	SRX8142964	0.04496618751992369	0.8323496869772957
GSE148947	GSM4486548	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental		1	NR	antiPD1		0		WT	primary	WT	BALB/c	antiPD1		orthotopic	left liver lobe	SRX8142965	SRX8142965	0.1479982450338828	1.5645552323565841
GSE148947	GSM4486549	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental		1	NR	antiPD1		0		WT	primary	WT	BALB/c	antiPD1		orthotopic	left liver lobe	SRX8142966	SRX8142966	0.07382708693354349	0.7417284275915742
GSE148947	GSM4486550	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental		1	NR	antiPD1		0		WT	primary	WT	BALB/c	antiPD1		orthotopic	left liver lobe	SRX8142967	SRX8142967	0.061918559510228045	0.9910840620163669
GSE148947	GSM4486551	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	regorafenib_5	1	R	antiPD1		0		WT	primary	WT	BALB/c	antiPD1; regorafenib_5;		orthotopic	left liver lobe	SRX8142968	SRX8142968	0.14271926334078788	0.3035726928984047
GSE148947	GSM4486552	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	regorafenib_5	1	R	antiPD1		0		WT	primary	WT	BALB/c	antiPD1; regorafenib_5;		orthotopic	left liver lobe	SRX8142969	SRX8142969	0.05382451201765101	0.8131199391238468
GSE148947	GSM4486553	in_vivo	Hepatocellular carcinoma	BNL-MEA	parental	regorafenib_5	1	R	antiPD1		0		WT	primary	WT	BALB/c	antiPD1; regorafenib_5;		orthotopic	left liver lobe	SRX8142970	SRX8142970	0.060473555799739356	1.0203436020120877
GSE159344	GSM4826931	in_vivo	Melanoma	D4M.3A.3	parental		0	Baseline		R; NR;	1		WT	primary	WT	C57BL/6	isotype		subcutaneous	flank	SRX9273251	SRX9273251	0.0	0.14723765619175166
GSE159344	GSM4826932	in_vivo	Melanoma	D4M.3A.3	parental		0	Baseline		R; NR;	1		WT	primary	WT	C57BL/6	isotype		subcutaneous	flank	SRX9273252	SRX9273252	0.0	0.0
GSE159344	GSM4826933	in_vivo	Melanoma	D4M.3A.3	parental		0	Baseline		R; NR;	1		WT	primary	WT	C57BL/6	isotype		subcutaneous	flank	SRX9273253	SRX9273253	0.1487337072616324	0.14172574730205692
GSE159344	GSM4826934	in_vivo	Melanoma	D4M.3A.3	parental		1	NR	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1		subcutaneous	flank	SRX9273254	SRX9273254	0.19100289772666187	0.0
GSE159344	GSM4826935	in_vivo	Melanoma	D4M.3A.3	parental		1	NR	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1		subcutaneous	flank	SRX9273255	SRX9273255	0.14261079420543865	0.0
GSE159344	GSM4826936	in_vivo	Melanoma	D4M.3A.3	parental		1	NR	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1		subcutaneous	flank	SRX9273256	SRX9273256	0.2993161752412009	0.0
GSE159344	GSM4826937	in_vivo	Melanoma	D4M.3A.3	parental	aFP_imiquimod	1	R	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1; aFP; imiquimod;		subcutaneous	flank	SRX9273257	SRX9273257	6.296487857826897	4.71083320766723
GSE159344	GSM4826938	in_vivo	Melanoma	D4M.3A.3	parental	aFP_imiquimod	1	R	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1; aFP; imiquimod;		subcutaneous	flank	SRX9273258	SRX9273258	0.8517798185819746	0.0
GSE159344	GSM4826939	in_vivo	Melanoma	D4M.3A.3	parental	aFP_imiquimod	1	R	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1; aFP; imiquimod;		subcutaneous	flank	SRX9273259	SRX9273259	2.8428449113014342	1.707018919665675
GSE159344	GSM4826940	in_vivo	Melanoma	D3UV2			0	Baseline		R	1		WT	primary	WT	C57BL/6	isotype		subcutaneous	flank	SRX9273260	SRX9273260	0.09020847613183841	0.0
GSE159344	GSM4826941	in_vivo	Melanoma	D3UV2			0	Baseline		R	1		WT	primary	WT	C57BL/6	isotype		subcutaneous	flank	SRX9273261	SRX9273261	0.4105603689129034	0.14311517181409808
GSE159344	GSM4826942	in_vivo	Melanoma	D3UV2			0	Baseline		R	1		WT	primary	WT	C57BL/6	isotype		subcutaneous	flank	SRX9273262	SRX9273262	0.2406232925192315	0.15705276739543295
GSE159344	GSM4826943	in_vivo	Melanoma	D3UV2			1	R	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1		subcutaneous	flank	SRX9273263	SRX9273263	0.2585828420725292	0.08704592701319051
GSE159344	GSM4826944	in_vivo	Melanoma	D3UV2			1	R	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1		subcutaneous	flank	SRX9273264	SRX9273264	0.33371567818055997	0.0
GSE159344	GSM4826945	in_vivo	Melanoma	D3UV2			1	R	antiPD1		0		WT	primary	WT	C57BL/6	antiPD1		subcutaneous	flank	SRX9273265	SRX9273265	2.6956546953945404	1.640425193141162
GSE155972	GSM4718334	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	1	R	antiCTLA4&antiPD1		0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	antiPD1; antiCTL4;		subcutaneous	flank	SRX8918387	SRX8918387	0.2987558961371197	0.10324883672103106
GSE155972	GSM4718335	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	1	R	antiCTLA4&antiPD1		0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	antiPD1; antiCTL4;		subcutaneous	flank	SRX8918388	SRX8918388	0.3766066964674926	0.2553342683891509
GSE155972	GSM4718336	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	1	R	antiCTLA4&antiPD1		0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	antiPD1; antiCTL4;		subcutaneous	flank	SRX8918389	SRX8918389	0.5172392345080312	0.0700207017300943
GSE155972	GSM4718337	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	1	R	antiCTLA4&antiPD1		0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	antiPD1; antiCTL4;		subcutaneous	flank	SRX8918390	SRX8918390	0.23653771975014787	0.13844914882694304
GSE155972	GSM4718338	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	1	R	antiCTLA4&antiPD1		0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	antiPD1; antiCTL4;		subcutaneous	flank	SRX8918391	SRX8918391	0.18722645424404824	0.33243981441196946
GSE155972	GSM4718339	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	1	R	antiCTLA4&antiPD1		0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	antiPD1; antiCTL4;		subcutaneous	flank	SRX8918392	SRX8918392	0.010901872492935083	0.07958204082759321
GSE155972	GSM4718340	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	1	R	antiCTLA4&antiPD1		0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	antiPD1; antiCTL4;		subcutaneous	flank	SRX8918393	SRX8918393	5.40753964724211	3.2265324594697304
GSE155972	GSM4718341	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	0	Baseline		R	0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918394	SRX8918394	0.19782313932998588	0.10634205277227002
GSE155972	GSM4718342	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	0	Baseline		R	0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918395	SRX8918395	0.0	0.12605043643626987
GSE155972	GSM4718343	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	0	Baseline		R	0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918396	SRX8918396	0.4551267469659488	0.8859527936212923
GSE155972	GSM4718344	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	0	Baseline		R	0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918397	SRX8918397	0.15714637994464498	0.3901820401775053
GSE155972	GSM4718345	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	0	Baseline		R	0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918398	SRX8918398	0.13431937792467505	0.46228619337490245
GSE155972	GSM4718346	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	0	Baseline		R	0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918399	SRX8918399	1.102462330340018	0.3778230292580181
GSE155972	GSM4718347	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	0	Baseline		R	0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918400	SRX8918400	0.35903945257817926	0.1110477937872438
GSE155972	GSM4718348	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	0	Baseline		R	0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918401	SRX8918401	0.06799834242972366	0.06352975621509052
GSE155972	GSM4718349	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	0	Baseline		R	0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918402	SRX8918402	0.32951767490159417	0.0
GSE155972	GSM4718350	in_vivo	Lung carcinoma	LLC	parental	Setdb1_KO	0	Baseline		R	0	sgSetdb1	Setdb1_KO	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918403	SRX8918403	0.0	0.1487962633746499
GSE155972	GSM4718351	in_vivo	Lung carcinoma	LLC	parental		1	NR	antiCTLA4&antiPD1		0	sg_control	WT	primary	WT	C57BL/6J	antiPD1; antiCTL4;		subcutaneous	flank	SRX8918404	SRX8918404	0.4517686625518734	0.1972039742694613
GSE155972	GSM4718352	in_vivo	Lung carcinoma	LLC	parental		1	NR	antiCTLA4&antiPD1		0	sg_control	WT	primary	WT	C57BL/6J	antiPD1; antiCTL4;		subcutaneous	flank	SRX8918405	SRX8918405	0.09301401318815633	0.3384208631095392
GSE155972	GSM4718353	in_vivo	Lung carcinoma	LLC	parental		1	NR	antiCTLA4&antiPD1		0	sg_control	WT	primary	WT	C57BL/6J	antiPD1; antiCTL4;		subcutaneous	flank	SRX8918406	SRX8918406	0.3772834656327834	0.2042112164768452
GSE155972	GSM4718354	in_vivo	Lung carcinoma	LLC	parental		1	NR	antiCTLA4&antiPD1		0	sg_control	WT	primary	WT	C57BL/6J	antiPD1; antiCTL4;		subcutaneous	flank	SRX8918407	SRX8918407	0.31189489909742685	0.09028614316806628
GSE155972	GSM4718355	in_vivo	Lung carcinoma	LLC	parental		1	NR	antiCTLA4&antiPD1		0	sg_control	WT	primary	WT	C57BL/6J	antiPD1; antiCTL4;		subcutaneous	flank	SRX8918408	SRX8918408	0.21948985477894603	0.15489621195919273
GSE155972	GSM4718356	in_vivo	Lung carcinoma	LLC	parental		1	NR	antiCTLA4&antiPD1		0	sg_control	WT	primary	WT	C57BL/6J	antiPD1; antiCTL4;		subcutaneous	flank	SRX8918409	SRX8918409	0.28380504017546326	0.26735020422893546
GSE155972	GSM4718357	in_vivo	Lung carcinoma	LLC	parental		0	Baseline		NR	1	sg_control	WT	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918410	SRX8918410	0.06676094355384866	0.06347538898862284
GSE155972	GSM4718358	in_vivo	Lung carcinoma	LLC	parental		0	Baseline		NR	1	sg_control	WT	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918411	SRX8918411	0.0	0.0
GSE155972	GSM4718359	in_vivo	Lung carcinoma	LLC	parental		0	Baseline		NR	1	sg_control	WT	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918412	SRX8918412	0.0	0.12906093744568692
GSE155972	GSM4718360	in_vivo	Lung carcinoma	LLC	parental		0	Baseline		NR	1	sg_control	WT	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918413	SRX8918413	0.12213328646003764	0.0
GSE155972	GSM4718361	in_vivo	Lung carcinoma	LLC	parental		0	Baseline		NR	1	sg_control	WT	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918414	SRX8918414	0.28923929669094856	0.056799740577054655
GSE155972	GSM4718362	in_vivo	Lung carcinoma	LLC	parental		0	Baseline		NR	1	sg_control	WT	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918415	SRX8918415	0.07932219343952963	0.4025563823509436
GSE155972	GSM4718363	in_vivo	Lung carcinoma	LLC	parental		0	Baseline		NR	1	sg_control	WT	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918416	SRX8918416	0.12728083724752284	0.12249870121825887
GSE155972	GSM4718364	in_vivo	Lung carcinoma	LLC	parental		0	Baseline		NR	1	sg_control	WT	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918417	SRX8918417	0.06815691055930748	0.23519929094943906
GSE155972	GSM4718365	in_vivo	Lung carcinoma	LLC	parental		0	Baseline		NR	1	sg_control	WT	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918418	SRX8918418	0.7380818285126561	0.2707551907683092
GSE155972	GSM4718366	in_vivo	Lung carcinoma	LLC	parental		0	Baseline		NR	1	sg_control	WT	primary	WT	C57BL/6J	no_treatment		subcutaneous	flank	SRX8918419	SRX8918419	0.07850798271165285	0.0
GSE174053	GSM5285275	in_vivo	Mammary adenocarcinoma	E0771	parental	high.fat.diet	0	Baseline		NR	1		luciferase	primary	WT	C57BL/6J	isotype; high.fat.diet;		orthotopic	mammary gland	SRX10815534	SRX10815534	0.11104672571496443	0.2109869299220123
GSE174053	GSM5285276	in_vivo	Mammary adenocarcinoma	E0771	parental	high.fat.diet	1	NR	antiPD1		0		luciferase	primary	WT	C57BL/6J	antiPD1; high.fat.diet;		orthotopic	mammary gland	SRX10815535	SRX10815535	0.536080261438423	1.0908249826627932
GSE174053	GSM5285277	in_vivo	Mammary adenocarcinoma	E0771	parental	high.fat.diet	1	NR	antiPD1		0		luciferase	primary	WT	C57BL/6J	antiPD1; high.fat.diet;		orthotopic	mammary gland	SRX10815536	SRX10815536	0.23572215895486087	0.19249719412152957
GSE174053	GSM5285278	in_vivo	Mammary adenocarcinoma	E0771	parental	high.fat.diet	1	NR	antiPD1		0		luciferase	primary	WT	C57BL/6J	antiPD1; high.fat.diet;		orthotopic	mammary gland	SRX10815537	SRX10815537	0.24339039420505332	0.1876585688896698
GSE174053	GSM5285279	in_vivo	Mammary adenocarcinoma	E0771	parental	high.fat.diet	0	Baseline		NR	1		luciferase	primary	WT	C57BL/6J	isotype; high.fat.diet;		orthotopic	mammary gland	SRX10815538	SRX10815538	0.1384047248419539	0.09664840242945376
GSE174053	GSM5285280	in_vivo	Mammary adenocarcinoma	E0771	parental	high.fat.diet	0	Baseline		NR	1		luciferase	primary	WT	C57BL/6J	isotype; high.fat.diet;		orthotopic	mammary gland	SRX10815539	SRX10815539	0.08245331595103417	0.006584117502470127
GSE174053	GSM5285281	in_vivo	Mammary adenocarcinoma	E0771	parental	high.fat.diet	1	NR	antiPD1		0		luciferase	primary	WT	C57BL/6J	antiPD1; high.fat.diet;		orthotopic	mammary gland	SRX10815540	SRX10815540	0.12994542651087598	0.07905172898895593
GSE174053	GSM5285282	in_vivo	Mammary adenocarcinoma	E0771	parental	high.fat.diet	1	NR	antiPD1		0		luciferase	primary	WT	C57BL/6J	antiPD1; high.fat.diet;		orthotopic	mammary gland	SRX10815541	SRX10815541	1.3482273956459132	2.081223277020518
GSE174053	GSM5285283	in_vivo	Mammary adenocarcinoma	E0771	parental	high.fat.diet	0	Baseline		NR	1		luciferase	primary	WT	C57BL/6J	isotype; high.fat.diet;		orthotopic	mammary gland	SRX10815542	SRX10815542	0.2127803584201336	0.1547274185082211
GSE174053	GSM5285284	in_vivo	Mammary adenocarcinoma	E0771	parental	high.fat.diet	0	Baseline		NR	1		luciferase	primary	WT	C57BL/6J	isotype; high.fat.diet;		orthotopic	mammary gland	SRX10815543	SRX10815543	0.1938398559153114	0.3050128650279747
