group	group_stem	gene	model	is_lung	accession	n_baseline	n_icb	n_responder	n_nonresponder	mean_baseline	mean_icb	mean_responder	mean_nonresponder	tismo_deseq2_pvalue	tismo_deseq2_label	srx_ids	delta	log2fc	direction
B16_GSE149825_birinapant_antiCTLA4&antiPD1(n=6)	B16_GSE149825_birinapant_antiCTLA4&antiPD1	Tacstd2	B16	False	GSE149825	3	3	3	0	0.09546354910708764	2.603828633159003	2.603828633159003		0.0001024961527034	***	SRX8245761;SRX8245762;SRX8245763;SRX8245767;SRX8245768;SRX8245769	2.5083650840519156	4.75506076215726	up
B16_GSE150401_MDK_knockdown_antiPD1(n=8)	B16_GSE150401_MDK_knockdown_antiPD1	Tacstd2	B16	False	GSE150401	4	4	4	0	0.0	0.21215404398300575	0.21215404398300575				SRX8330938;SRX8330939;SRX8330940;SRX8330941;SRX8330942;SRX8330943;SRX8330944;SRX8330945	0.21215404398300575	7.735752616312246	up
B16_GSE150401_antiPD1(n=8)	B16_GSE150401_antiPD1	Tacstd2	B16	False	GSE150401	4	4	0	4	0.0	0.0574797835081895		0.0574797835081895	0.987188231334236		SRX8330930;SRX8330931;SRX8330932;SRX8330933;SRX8330934;SRX8330935;SRX8330936;SRX8330937	0.0574797835081895	5.869866065339143	up
B16_GSE151829_Aire_KO_antiCTLA4(n=11)	B16_GSE151829_Aire_KO_antiCTLA4	Tacstd2	B16	False	GSE151829	5	6	6	0	0.6228288226342723	1.0310100854793471	1.0310100854793471		0.396783213649528		SRX8473168;SRX8473169;SRX8473170;SRX8473171;SRX8473172;SRX8473173;SRX8473174;SRX8473175;SRX8473176;SRX8473177;SRX8473178	0.40818126284507483	0.7262349538864493	up
B16_GSE151829_antiCTLA4(n=9)	B16_GSE151829_antiCTLA4	Tacstd2	B16	False	GSE151829	3	6	6	0	0.14111845486978783	0.34690976943646173	0.34690976943646173		0.459000407593525		SRX8473179;SRX8473180;SRX8473181;SRX8473182;SRX8473183;SRX8473184;SRX8473185;SRX8473186;SRX8473187	0.2057913145666739	1.2916192822429267	up
B16_GSE152925_Man2a1_KO_antiPDL1(n=6)	B16_GSE152925_Man2a1_KO_antiPDL1	Tacstd2	B16	False	GSE152925	3	3	3	0	0.0	0.020458133410393733	0.020458133410393733				SRX8592562;SRX8592563;SRX8592564;SRX8592565;SRX8592566;SRX8592567	0.020458133410393733	4.423452679989713	up
B16_GSE152925_antiPDL1(n=12)	B16_GSE152925_antiPDL1	Tacstd2	B16	False	GSE152925	6	6	0	6	0.0	0.013112900419935384		0.013112900419935384			SRX8592556;SRX8592557;SRX8592558;SRX8592559;SRX8592560;SRX8592561;SRX8592568;SRX8592569;SRX8592570;SRX8592571;SRX8592572;SRX8592573	0.013112900419935384	3.81894260950192	up
B16_GSE152925_swainsonine_antiPDL1(n=6)	B16_GSE152925_swainsonine_antiPDL1	Tacstd2	B16	False	GSE152925	3	3	3	0	0.07951813931059483	0.06640259869642899	0.06640259869642899				SRX8592574;SRX8592575;SRX8592576;SRX8592577;SRX8592578;SRX8592579	-0.013115540614165838	-0.25650961812504247	down
BNL-MEA_GSE148947_antiPD1(n=6)	BNL-MEA_GSE148947_antiPD1	Tacstd2	BNL-MEA	False	GSE148947	3	3	0	3	0.14660126103697393	0.09458129715921816		0.09458129715921816	0.967415452699153		SRX8142959;SRX8142960;SRX8142961;SRX8142965;SRX8142966;SRX8142967	-0.05201996387775577	-0.6269047951426027	down
BNL-MEA_GSE148947_regorafenib_5_antiPD1(n=6)	BNL-MEA_GSE148947_regorafenib_5_antiPD1	Tacstd2	BNL-MEA	False	GSE148947	3	3	3	0	0.05333403157349123	0.0856724437193928	0.0856724437193928				SRX8142962;SRX8142963;SRX8142964;SRX8142968;SRX8142969;SRX8142970	0.032338412145901566	0.6737172831711787	up
CT26_ERP114266_day14_antiCTLA4&antiPDL1(n=10)	CT26_ERP114266_day14_antiCTLA4&antiPDL1	Tacstd2	CT26	False	ERP114266	5	5	5	0	0.24323700806081897	0.655811996830405	0.655811996830405		0.034317941791589	*	ERX3246772;ERX3246773;ERX3246774;ERX3246775;ERX3246776;ERX3246777;ERX3246778;ERX3246779;ERX3246780;ERX3246781	0.4125749887695861	1.4271986569914954	up
CT26_ERP114266_day7_antiCTLA4&antiPDL1(n=10)	CT26_ERP114266_day7_antiCTLA4&antiPDL1	Tacstd2	CT26	False	ERP114266	5	5	5	0	1.2147556112925646	1.532631748140728	1.532631748140728		0.739950574332942		ERX3246762;ERX3246763;ERX3246764;ERX3246765;ERX3246766;ERX3246767;ERX3246768;ERX3246769;ERX3246770;ERX3246771	0.3178761368481633	0.3350988577439399	up
CT26_GSE139475_antiPD1(n=14)	CT26_GSE139475_antiPD1	Tacstd2	CT26	False	GSE139475	5	9	5	4	1.629370250589023	1.3127072172063137	1.3044903341238165	1.3229783210594348			SRX7064337;SRX7064338;SRX7064339;SRX7064340;SRX7064341;SRX7064342;SRX7064343;SRX7064344;SRX7064345;SRX7064346;SRX7064347;SRX7064348;SRX7064349;SRX7064350	-0.3166630333827094	-0.3115558504783146	down
CT26_GSE153239_FcS_antiGARP:TGFb_FcD_antiPD1(n=10)	CT26_GSE153239_FcS_antiGARP:TGFb_FcD_antiPD1	Tacstd2	CT26	False	GSE153239	5	5	5	0	0.261835637001249	0.6199550142686849	0.6199550142686849		0.178139572680639		SRX8615924;SRX8615925;SRX8615926;SRX8615927;SRX8615928;SRX8615934;SRX8615935;SRX8615936;SRX8615937;SRX8615938	0.3581193772674359	1.2403278555924095	up
CT26_GSE153239_FcS_antiGARP:TGFb_WT_antiPD1(n=10)	CT26_GSE153239_FcS_antiGARP:TGFb_WT_antiPD1	Tacstd2	CT26	False	GSE153239	5	5	5	0	0.18921112023409634	0.4656884624358647	0.4656884624358647				SRX8615919;SRX8615920;SRX8615921;SRX8615922;SRX8615923;SRX8615929;SRX8615930;SRX8615931;SRX8615932;SRX8615933	0.27647734220176834	1.2948582088039562	up
CT26_GSE153239_FcS_antiPD1(n=10)	CT26_GSE153239_FcS_antiPD1	Tacstd2	CT26	False	GSE153239	5	5	0	5	0.2201852447206285	0.3752578004740946		0.3752578004740946	0.999953620793337		SRX8615904;SRX8615905;SRX8615906;SRX8615907;SRX8615908;SRX8615909;SRX8615910;SRX8615911;SRX8615912;SRX8615913	0.15507255575346612	0.7664663452222995	up
CT26_GSE153239_FcS_antiTGFb_antiPD1(n=10)	CT26_GSE153239_FcS_antiTGFb_antiPD1	Tacstd2	CT26	False	GSE153239	5	5	5	0	0.2696775919165601	0.5547914329982612	0.5547914329982612		0.989431937816084		SRX8615914;SRX8615915;SRX8615916;SRX8615917;SRX8615918;SRX8615939;SRX8615940;SRX8615941;SRX8615942;SRX8615943	0.28511384108170107	1.0379681381444215	up
D3UV2_GSE159344_antiPD1(n=6)	D3UV2_GSE159344_antiPD1	Tacstd2	D3UV2	False	GSE159344	3	3	3	0	0.24713071252132446	1.0959844052158763	1.0959844052158763		0.185771051274138		SRX9273260;SRX9273261;SRX9273262;SRX9273263;SRX9273264;SRX9273265	0.8488536926945518	2.144370794661652	up
D4M.3A.3_GSE159344_antiPD1(n=6)	D4M.3A.3_GSE159344_antiPD1	Tacstd2	D4M.3A.3	False	GSE159344	3	3	0	3	0.049577902420543996	0.21097662239110068		0.21097662239110068	0.999991667614612		SRX9273251;SRX9273252;SRX9273253;SRX9273254;SRX9273255;SRX9273256	0.1613987199705567	2.06732605597995	up
E0771_GSE174053_high.fat.diet_antiPD1(n=16)	E0771_GSE174053_high.fat.diet_antiPD1	Tacstd2	E0771	False	GSE174053	8	8	0	8	0.5992002718011491	0.6090158168355533		0.6090158168355533	0.458870947942633		SRX10815534;SRX10815535;SRX10815536;SRX10815537;SRX10815538;SRX10815539;SRX10815540;SRX10815541;SRX10815542;SRX10815543;SRX10815544;SRX10815545;SRX10815546;SRX10815547;SRX10815548;SRX10815549	0.009815545034404183	0.023402677912616777	up
EMT6_GSE107801_antiPDL1(n=20)	EMT6_GSE107801_antiPDL1	Tacstd2	EMT6	False	GSE107801	10	10	10	0	0.14814397911812333	0.19311695139532664	0.19311695139532664		0.0223871957549608	*	SRX3453162;SRX3453163;SRX3453164;SRX3453165;SRX3453166;SRX3453167;SRX3453168;SRX3453169;SRX3453170;SRX3453171;SRX3453182;SRX3453183;SRX3453184;SRX3453185;SRX3453186;SRX3453187;SRX3453188;SRX3453189;SRX3453190;SRX3453191	0.044972972277203316	0.38022037004658427	up
EMT6_GSE107801_antiTGFb_trap_antiPDL1(n=20)	EMT6_GSE107801_antiTGFb_trap_antiPDL1	Tacstd2	EMT6	False	GSE107801	10	10	10	0	0.09675844901627804	0.7434342386994304	0.7434342386994304		0.0223871957549608	*	SRX3453172;SRX3453173;SRX3453174;SRX3453175;SRX3453176;SRX3453177;SRX3453178;SRX3453179;SRX3453180;SRX3453181;SRX3453192;SRX3453193;SRX3453194;SRX3453195;SRX3453196;SRX3453197;SRX3453198;SRX3453199;SRX3453200;SRX3453201	0.6466757896831523	2.9288511092547806	up
KPB25L_GSE124821_UV_day3_antiCTLA4&antiPD1(n=7)	KPB25L_GSE124821_UV_day3_antiCTLA4&antiPD1	Tacstd2	KPB25L	False	GSE124821	4	3	3	0	1.9996642373180524	3.03820159527341	3.03820159527341		0.564876481884934		SRX5100711;SRX5100714;SRX5100820;SRX5100822;SRX5100823;SRX5100861;SRX5100863	1.0385373579553576	0.6032133079914113	up
KPB25L_GSE124821_UV_day7_antiCTLA4&antiPD1(n=10)	KPB25L_GSE124821_UV_day7_antiCTLA4&antiPD1	Tacstd2	KPB25L	False	GSE124821	4	6	6	0	1.9267391105229015	2.2441641278254147	2.2441641278254147		0.955094155118968		SRX5100619;SRX5100620;SRX5100621;SRX5100707;SRX5100708;SRX5100709;SRX5100712;SRX5100713;SRX5100715;SRX5100716	0.31742501730251327	0.21991109543012397	up
KPB25L_GSE124821_UV_end_antiCTLA4&antiPD1(n=10)	KPB25L_GSE124821_UV_end_antiCTLA4&antiPD1	Tacstd2	KPB25L	False	GSE124821	6	4	4	0	3.376535004092348	2.034580232234338	2.034580232234338		0.636481726367842		SRX5100590;SRX5100604;SRX5100605;SRX5100608;SRX5100766;SRX5100767;SRX5100773;SRX5100776;SRX5100777;SRX5100779	-1.3419547718580098	-0.7305306351193339	down
KPB25L_GSE124821_day3_antiCTLA4&antiPD1(n=10)	KPB25L_GSE124821_day3_antiCTLA4&antiPD1	Tacstd2	KPB25L	False	GSE124821	5	5	5	0	3.029181049806108	3.0910298932539133	3.0910298932539133		0.740090616556492		SRX5100588;SRX5100589;SRX5100591;SRX5100594;SRX5100595;SRX5100596;SRX5100598;SRX5100609;SRX5100617;SRX5100618	0.06184884344780528	0.029150271446434325	up
KPB25L_GSE124821_day7_antiCTLA4&antiPD1(n=8)	KPB25L_GSE124821_day7_antiCTLA4&antiPD1	Tacstd2	KPB25L	False	GSE124821	4	4	4	0	2.992719406727982	2.7426183942685523	2.7426183942685523		0.999861192789984		SRX5100680;SRX5100686;SRX5100687;SRX5100689;SRX5100690;SRX5100691;SRX5100692;SRX5100693	-0.25010101245942984	-0.12585917461117505	down
KPB25L_GSE124821_end_antiCTLA4&antiPD1(n=9)	KPB25L_GSE124821_end_antiCTLA4&antiPD1	Tacstd2	KPB25L	False	GSE124821	6	3	3	0	3.4126520817840915	3.78826684370036	3.78826684370036		0.999910030472736		SRX5100586;SRX5100587;SRX5100592;SRX5100593;SRX5100597;SRX5100599;SRX5100853;SRX5100854;SRX5100855	0.3756147619162684	0.1506027124638902	up
MC38_GSE172162_antiPD1(n=8)	MC38_GSE172162_antiPD1	Tacstd2	MC38	False	GSE172162	4	4	4	0	0.015763892114444476	0.035893998652544695	0.035893998652544695				SRX10606802;SRX10606803;SRX10606804;SRX10606805;SRX10606806;SRX10606807;SRX10606808;SRX10606809	0.02013010653810022	1.1380290179459644	up
MC38_GSE172162_exercise_antiPD1(n=8)	MC38_GSE172162_exercise_antiPD1	Tacstd2	MC38	False	GSE172162	4	4	4	0	0.012811111085799826	0.0	0.0				SRX10606794;SRX10606795;SRX10606796;SRX10606797;SRX10606798;SRX10606799;SRX10606800;SRX10606801	-0.012811111085799826	-3.7877574820788182	down
MC38_GSE93017_antiPDL1(n=6)	MC38_GSE93017_antiPDL1	Tacstd2	MC38	False	GSE93017	3	3	3	0	0.0	0.09954429880361666	0.09954429880361666				SRX2452242;SRX2452243;SRX2452244;SRX2452245;SRX2452246;SRX2452247	0.09954429880361666	6.651687468126693	up
T11_GSE124821_Apobec_day3_antiCTLA4&antiPD1(n=8)	T11_GSE124821_Apobec_day3_antiCTLA4&antiPD1	Tacstd2	T11	False	GSE124821	4	4	4	0	0.24153950286932843	0.3745505974293625	0.3745505974293625		0.38390004317808		SRX5100632;SRX5100638;SRX5100675;SRX5100722;SRX5100857;SRX5100860;SRX5100862;SRX5100864	0.13301109456003404	0.630787552288787	up
T11_GSE124821_Apobec_day7_antiCTLA4&antiPD1(n=8)	T11_GSE124821_Apobec_day7_antiCTLA4&antiPD1	Tacstd2	T11	False	GSE124821	4	4	4	0	0.10494176922714632	0.3964290828959	0.3964290828959		0.0586628136990498		SRX5100651;SRX5100652;SRX5100653;SRX5100654;SRX5100655;SRX5100656;SRX5100657;SRX5100848	0.2914873136687537	1.9074259424220061	up
T11_GSE124821_Apobec_end_antiCTLA4&antiPD1(n=8)	T11_GSE124821_Apobec_end_antiCTLA4&antiPD1	Tacstd2	T11	False	GSE124821	4	4	4	0	0.09251530525424052	0.34444681183323594	0.34444681183323594		0.999300924725397		SRX5100642;SRX5100724;SRX5100816;SRX5100817;SRX5100824;SRX5100825;SRX5100859;SRX5100867	0.25193150657899543	1.8851891878925189	up
T11_GSE124821_UV_day3_antiCTLA4&antiPD1(n=7)	T11_GSE124821_UV_day3_antiCTLA4&antiPD1	Tacstd2	T11	False	GSE124821	4	3	3	0	0.1026740683924566	0.30399366698476965	0.30399366698476965		0.146947980431004		SRX5100601;SRX5100842;SRX5100843;SRX5100844;SRX5100845;SRX5100850;SRX5100851	0.20131959859231305	1.556724202916516	up
T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8)	T11_GSE124821_UV_day7_antiCTLA4&antiPD1	Tacstd2	T11	False	GSE124821	4	4	4	0	0.4073534407815702	0.44660604537001763	0.44660604537001763		0.994537411615673		SRX5100688;SRX5100710;SRX5100787;SRX5100788;SRX5100789;SRX5100790;SRX5100793;SRX5100794	0.039252604588447426	0.13241113760617157	up
T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9)	T11_GSE124821_UV_end_antiCTLA4&antiPD1	Tacstd2	T11	False	GSE124821	4	5	5	0	0.2852555138013886	0.2595699589686632	0.2595699589686632		0.849890094522889		SRX5100600;SRX5100602;SRX5100603;SRX5100641;SRX5100681;SRX5100684;SRX5100723;SRX5100858;SRX5100866	-0.025685554832725388	-0.13563271678473893	down
T11_GSE124821_day3_antiCTLA4&antiPD1(n=8)	T11_GSE124821_day3_antiCTLA4&antiPD1	Tacstd2	T11	False	GSE124821	4	4	0	4	0.163628713206281	0.08027609274528794		0.08027609274528794			SRX5100758;SRX5100759;SRX5100763;SRX5100764;SRX5100765;SRX5100808;SRX5100809;SRX5100810	-0.08335262046099307	-1.0183130279005623	down
T11_GSE124821_day7_antiCTLA4&antiPD1(n=8)	T11_GSE124821_day7_antiCTLA4&antiPD1	Tacstd2	T11	False	GSE124821	4	4	0	4	0.2016015812206086	0.277320336994813		0.277320336994813	0.947161800271999		SRX5100624;SRX5100625;SRX5100626;SRX5100627;SRX5100628;SRX5100658;SRX5100659;SRX5100660	0.07571875577420442	0.4581008970958197	up
T11_GSE124821_end_antiCTLA4&antiPD1(n=10)	T11_GSE124821_end_antiCTLA4&antiPD1	Tacstd2	T11	False	GSE124821	5	5	0	5	0.11854036639830576	0.11108386059021387		0.11108386059021387	0.995894560673228		SRX5100762;SRX5100768;SRX5100769;SRX5100807;SRX5100812;SRX5100813;SRX5100814;SRX5100846;SRX5100847;SRX5100849	-0.007456505808091887	-0.09291931624181723	down
YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8)	YTN16_GSE146027_anti_IL17_day10_antiPD1	Tacstd2	YTN16	False	GSE146027	4	4	4	0	1.2627168801482025	1.4053435272237125	1.4053435272237125		0.66765587031771		SRX7813714;SRX7813715;SRX7813716;SRX7813717;SRX7813722;SRX7813723;SRX7813724;SRX7813725	0.14262664707550998	0.15427576219721112	up
YTN16_GSE146027_day10_antiPD1(n=8)	YTN16_GSE146027_day10_antiPD1	Tacstd2	YTN16	False	GSE146027	4	4	0	4	1.0798943046149072	1.2126212403190129		1.2126212403190129	0.825764641592501		SRX7813710;SRX7813711;SRX7813712;SRX7813713;SRX7813718;SRX7813719;SRX7813720;SRX7813721	0.13272693570410565	0.16709278454248253	up
YTN16_GSE146027_day14_antiCTLA4(n=9)	YTN16_GSE146027_day14_antiCTLA4	Tacstd2	YTN16	False	GSE146027	4	5	5	0	3.053852539184915	5.657948923475284	5.657948923475284		0.0758691866407999		SRX7813695;SRX7813696;SRX7813697;SRX7813699;SRX7813731;SRX7813732;SRX7813733;SRX7813734;SRX7813735	2.604096384290369	0.8894313746276105	up
YTN16_GSE146027_day21_antiCTLA4(n=8)	YTN16_GSE146027_day21_antiCTLA4	Tacstd2	YTN16	False	GSE146027	3	5	5	0	3.9768461088323135	4.937752145814989	4.937752145814989		0.502636341700963		SRX7813705;SRX7813706;SRX7813707;SRX7813736;SRX7813737;SRX7813738;SRX7813739;SRX7813740	0.9609060369826756	0.312159104409921	up
YTN16_GSE146027_day7_antiCTLA4(n=9)	YTN16_GSE146027_day7_antiCTLA4	Tacstd2	YTN16	False	GSE146027	4	5	5	0	2.3768808529397325	5.586954268432	5.586954268432		2.05295984296767e-23	***	SRX7813685;SRX7813686;SRX7813688;SRX7813689;SRX7813726;SRX7813727;SRX7813728;SRX7813729;SRX7813730	3.210073415492267	1.2326437852109202	up
YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7)	YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2	Tacstd2	YUMM1.7	False	GSE103725	3	4	2	2	0.06187295047089236	0.12016964543363072	0.19364535888619488	0.04669393198106655			SRX3178236;SRX3178237;SRX3178238;SRX3178239;SRX3178240;SRX3178241;SRX3178242	0.05829669496273836	0.9465169583688664	up
p53-2225L_GSE124821_day3_antiCTLA4&antiPD1(n=13)	p53-2225L_GSE124821_day3_antiCTLA4&antiPD1	Tacstd2	p53-2225L	False	GSE124821	8	5	0	5	3.898453633121589	3.78174653612252		3.78174653612252	0.525496937586661		SRX5100606;SRX5100607;SRX5100650;SRX5100700;SRX5100701;SRX5100728;SRX5100729;SRX5100730;SRX5100731;SRX5100732;SRX5100756;SRX5100781;SRX5100782	-0.11670709699906867	-0.043837885310258166	down
p53-2225L_GSE124821_end_antiCTLA4&antiPD1(n=9)	p53-2225L_GSE124821_end_antiCTLA4&antiPD1	Tacstd2	p53-2225L	False	GSE124821	6	3	0	3	3.394043055323935	3.2997633084773565		3.2997633084773565	0.997707392100415		SRX5100674;SRX5100694;SRX5100698;SRX5100699;SRX5100702;SRX5100734;SRX5100735;SRX5100736;SRX5100737	-0.09427974684657858	-0.04063018126022799	down
p53-2336R_GSE124821_day3_antiCTLA4&antiPD1(n=8)	p53-2336R_GSE124821_day3_antiCTLA4&antiPD1	Tacstd2	p53-2336R	False	GSE124821	3	5	0	5	0.0	0.17639883432466702		0.17639883432466702			SRX5100666;SRX5100667;SRX5100668;SRX5100669;SRX5100695;SRX5100696;SRX5100703;SRX5100704	0.17639883432466702	7.470852719596636	up
p53-2336R_GSE124821_end_antiCTLA4&antiPD1(n=13)	p53-2336R_GSE124821_end_antiCTLA4&antiPD1	Tacstd2	p53-2336R	False	GSE124821	8	5	0	5	0.1517336046719925	2.169555136080314		2.169555136080314	0.0002323536976123	***	SRX5100633;SRX5100634;SRX5100635;SRX5100636;SRX5100637;SRX5100640;SRX5100662;SRX5100663;SRX5100664;SRX5100670;SRX5100671;SRX5100672;SRX5100673	2.0178215314083214	3.828974644101485	up
