contrast	filter	set	arm	method	n_A	n_B	n_genes	effect	alternative	p	n_perm	thesis	n_KO_in_low	fdr_sweep	fdr_full10
Cldn4low_minus_Cldn4high_top3	all10	STING_CORE	sting	sample_median_z_perm	3	3	14	-0.10566097027571997	greater	0.65	20	True	2.0	0.6861111111111112	
Trop2KO_minus_WT	drop_KO165	HALLMARK_DNA_REPAIR	nhej	gene_rank_modt	4	5	142	-0.009886491131498514	less	0.6823783826962684	0	True		0.7195869410516637	
Trop2KO_minus_WT	drop_control170	NHEJ_CORE	nhej	gene_rank_modt	5	4	17	0.02149314906154069	less	0.684597479896327	0	True		0.7210661131933659	
Trop2KO_minus_WT	drop_KO165	NHEJ_CORE	nhej	gene_rank_welch	4	5	17	0.05130339440610049	less	0.6851126781864945	0	True		0.7210661131933659	
Trop2KO_minus_WT	drop_KO162	NHEJ_CORE	nhej	sample_mean_z_perm	4	5	17	0.10654689422575664	less	0.6984126984126984	126	True		0.734350439204808	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_IFNA	ifn_alpha	sample_mean_z_perm	3	3	92	-0.1462924165975437	greater	0.7	20	True	2.0	0.735305528612997	
Trop2KO_minus_WT	drop_RESUB-170R	NHEJ_CORE	nhej	sample_mean_z_perm	5	4	17	0.10105472418595426	less	0.7063492063492064	126	True		0.7412559985234404	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	4	4	142	0.2604173740097809	less	0.7142857142857143	70	True		0.7488590789655649	
Cldn4low_minus_Cldn4high_top3	all10	APM_MHCI	apm	gene_rank_welch	3	3	22	-0.08864361163471104	greater	0.7161184488950529	0	True	2.0	0.750054429548687	
Trop2KO_minus_WT	drop_RESUB-171R	NHEJ_CORE	nhej	gene_rank_welch	5	4	17	0.05236075394186995	less	0.7275269430907744	0	True		0.7612673230602016	
Cldn4low_minus_Cldn4high_top3	all10	APM_MHCI	apm	gene_rank_modt	3	3	22	-0.08864361163471104	greater	0.7406779207751877	0	True	2.0	0.7736318435826288	
Trop2KO_minus_WT	drop_KO165	NHEJ_CORE	nhej	gene_rank_modt	4	5	17	0.05130339440610049	less	0.7407721346215937	0	True		0.7736318435826288	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	NHEJ_CORE	nhej	sample_mean_z_perm	4	4	17	0.13328485966751225	less	0.7428571428571429	70	True		0.7750619322873659	
Trop2KO_minus_WT	drop_KO162	HALLMARK_DNA_REPAIR	nhej	gene_rank_welch	4	5	142	0.005815193387986764	less	0.7469658141578557	0	True		0.7785986301568408	
Trop2KO_minus_WT	drop_RESUB-170R	NHEJ_CORE	nhej	gene_rank_welch	5	4	17	0.06466302125480607	less	0.7538171383852796	0	True		0.7849845777608249	
Cldn4low_minus_Cldn4high_median	all10	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	5	5	16	-0.39314051015143303	greater	0.7619047619047619	252	True	3.0	0.792644435295732	
Trop2KO_minus_WT	drop_KO162	NHEJ_CORE	nhej	gene_rank_welch	4	5	17	0.062111380435756064	less	0.76939476971404	0	True		0.799668460269007	
Trop2KO_minus_WT	drop_RESUB-171R	NHEJ_CORE	nhej	gene_rank_modt	5	4	17	0.05236075394186995	less	0.7771884345407071	0	True		0.8069943188950965	
Trop2KO_minus_WT	drop_KO162	HALLMARK_DNA_REPAIR	nhej	gene_rank_modt	4	5	142	0.005815193387986764	less	0.7856976948255014	0	True		0.8150484707816265	
Spearman_Cldn4	all10	EPITHELIAL_ISG	ifn_isg	spearman_score	10	0	16	0.28484848484848485	rho_negative	0.7874809225539273	0	True		0.8161165924649793	
Cldn4low_minus_Cldn4high_median	all10	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	5	5	16	-0.3965618326603293	greater	0.7896825396825397	252	True	3.0	0.8176158608758991	
Trop2KO_minus_WT	drop_RESUB-170R	NHEJ_CORE	nhej	gene_rank_modt	5	4	17	0.06466302125480607	less	0.7926360160454293	0	True		0.8198899764825215	
Trop2KO_minus_WT	drop_KO162	NHEJ_CORE	nhej	gene_rank_modt	4	5	17	0.062111380435756064	less	0.7977196551976624	0	True		0.8243610558960577	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_IFNA	ifn_alpha	sample_median_z_perm	3	3	92	-0.31450343563802985	greater	0.8	20	True	2.0	0.8259294566253575	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	EPITHELIAL_ISG	ifn_isg	gene_rank_welch	4	4	16	-0.11724766966668088	greater	0.8088199375730534	0	True		0.8342399927539208	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	NHEJ_CORE	nhej	gene_rank_welch	4	4	17	0.08376957268563089	less	0.8129070343605125	0	True		0.837657771848178	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	EPITHELIAL_ISG	ifn_isg	gene_rank_modt	4	4	16	-0.11724766966668088	greater	0.8172215453675904	0	True		0.841303168852757	
Spearman_Cldn4	all10	HALLMARK_DNA_REPAIR	nhej	spearman_score	10	0	142	-0.33333333333333326	rho_positive	0.8267032464563329	0	True		0.8502560455006728	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	NHEJ_CORE	nhej	gene_rank_modt	4	4	17	0.08376957268563089	less	0.844755635951103	0	True		0.8679984380787898	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_DNA_REPAIR	nhej	gene_rank_welch	5	4	142	0.01451988462536015	less	0.8780134100179666	0	True		0.9013161355919032	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_DNA_REPAIR	nhej	gene_rank_modt	5	4	142	0.01451988462536015	less	0.8826972725469227	0	True		0.9052662369018155	
Cldn4low_minus_Cldn4high_top3	all10	EPITHELIAL_ISG	ifn_isg	sample_mean_z_perm	3	3	16	-0.6891791139382095	greater	0.9	20	True	2.0	0.9221381267738884	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_DNA_REPAIR	nhej	sample_mean_z_perm	5	5	142	0.3553851425585878	less	0.9246031746031746	252	True	3.0	0.9464510757043839	
Cldn4low_minus_Cldn4high_median	all10	NHEJ_CORE	nhej	gene_rank_modt	5	5	17	0.1196930858064155	less	0.9342273931921399	0	True	3.0	0.9553996853891289	
Cldn4low_minus_Cldn4high_top3	all10	NHEJ_CORE	nhej	gene_rank_modt	3	3	17	0.16484979254152415	less	0.9419151764428931	0	True	2.0	0.961808652657076	
Cldn4low_minus_Cldn4high_median	all10	NHEJ_CORE	nhej	gene_rank_welch	5	5	17	0.1196930858064155	less	0.9422705267489914	0	True	3.0	0.961808652657076	
Spearman_Cldn4	all10	NHEJ_CORE	nhej	spearman_score	10	0	17	-0.5393939393939393	rho_positive	0.9462034061087926	0	True		0.9649136429527518	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	5	5	142	0.6002750127951023	less	0.9484126984126984	252	True	3.0	0.9651500938086303	
Cldn4low_minus_Cldn4high_top3	all10	EPITHELIAL_ISG	ifn_isg	sample_median_z_perm	3	3	16	-0.8567846894980738	greater	0.95	20	True	2.0	0.9651500938086303	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_DNA_REPAIR	nhej	sample_mean_z_perm	3	3	142	0.38766673435925275	less	0.95	20	True	2.0	0.9651500938086303	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_DNA_REPAIR	nhej	sample_median_z_perm	3	3	142	0.7750636908497008	less	0.95	20	True	2.0	0.9651500938086303	
Cldn4low_minus_Cldn4high_top3	all10	NHEJ_CORE	nhej	gene_rank_welch	3	3	17	0.16484979254152415	less	0.9575128670504898	0	True	2.0	0.9718710731168514	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_IFNA	ifn_alpha	gene_rank_welch	3	3	92	-0.08086514538940041	greater	0.9612534500893787	0	True	2.0	0.9747542007928812	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_IFNA	ifn_alpha	gene_rank_modt	3	3	92	-0.08086514538940041	greater	0.9637921327467325	0	True	2.0	0.9764142935123585	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_DNA_REPAIR	nhej	gene_rank_welch	4	4	142	0.046049504781024445	less	0.9766924796740264	0	True		0.9885588369037108	
Cldn4low_minus_Cldn4high_median	all10	NHEJ_CORE	nhej	sample_mean_z_perm	5	5	17	0.37873175269508763	less	0.9801587301587301	252	True	3.0	0.990216329068941	
Cldn4low_minus_Cldn4high_median	all10	NHEJ_CORE	nhej	sample_median_z_perm	5	5	17	0.4363071093811706	less	0.9801587301587301	252	True	3.0	0.990216329068941	
Cldn4low_minus_Cldn4high_median	all10	EPITHELIAL_ISG	ifn_isg	gene_rank_welch	5	5	16	-0.2285177157894085	greater	0.9815397133967312	0	True	3.0	0.9906873342112394	
Cldn4low_minus_Cldn4high_median	all10	EPITHELIAL_ISG	ifn_isg	gene_rank_modt	5	5	16	-0.2285177157894085	greater	0.9837265914806333	0	True	3.0	0.9919701104036555	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_DNA_REPAIR	nhej	gene_rank_modt	4	4	142	0.046049504781024445	less	0.9854688725475944	0	True		0.9928025943898091	
Cldn4low_minus_Cldn4high_top3	all10	EPITHELIAL_ISG	ifn_isg	gene_rank_welch	3	3	16	-0.47011418271777433	greater	0.9967199835662218	0	True	2.0	1.0	
Cldn4low_minus_Cldn4high_top3	all10	EPITHELIAL_ISG	ifn_isg	gene_rank_modt	3	3	16	-0.47011418271777433	greater	0.997943751119968	0	True	2.0	1.0	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_DNA_REPAIR	nhej	gene_rank_welch	3	3	142	0.19182064230131207	less	0.9999410665782847	0	True	2.0	1.0	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_DNA_REPAIR	nhej	gene_rank_welch	5	5	142	0.15540381242471862	less	0.9999760938437987	0	True	3.0	1.0	
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_DNA_REPAIR	nhej	gene_rank_modt	3	3	142	0.19182064230131207	less	0.999976490009671	0	True	2.0	1.0	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_DNA_REPAIR	nhej	gene_rank_modt	5	5	142	0.15540381242471862	less	0.9999832017929665	0	True	3.0	1.0	
Cldn4low_minus_Cldn4high_top3	all10	NHEJ_CORE	nhej	sample_mean_z_perm	3	3	17	0.5010147247514248	less	1.0	20	True	2.0	1.0	
Cldn4low_minus_Cldn4high_top3	all10	NHEJ_CORE	nhej	sample_median_z_perm	3	3	17	0.8588629175269666	less	1.0	20	True	2.0	1.0	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_OXPHOS	control	gene_rank_modt	5	5	181	0.38360950451234777	greater	3.686834907197282e-33	0	False	3.0		
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_OXPHOS	control	gene_rank_welch	5	5	181	0.38360950451234777	greater	5.5562165181594564e-33	0	False	3.0		
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_OXPHOS	control	gene_rank_modt	3	3	181	0.505910120137583	greater	1.1163701680202763e-32	0	False	2.0		
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_OXPHOS	control	gene_rank_welch	3	3	181	0.505910120137583	greater	1.3132039364384888e-31	0	False	2.0		
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_OXPHOS	control	gene_rank_modt	4	4	181	0.1649092218806561	greater	1.3268127975919996e-12	0	False			
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_OXPHOS	control	gene_rank_welch	4	4	181	0.1649092218806561	greater	1.1182931165814218e-11	0	False			
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_OXPHOS	control	gene_rank_welch	4	5	181	-0.13828484554481527	less	5.164144648130515e-07	0	False			
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_OXPHOS	control	gene_rank_modt	5	4	181	0.09725950968757939	greater	5.218471846267174e-07	0	False			
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_OXPHOS	control	gene_rank_welch	5	4	181	0.09725950968757939	greater	7.226631039951292e-07	0	False			
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_OXPHOS	control	gene_rank_modt	4	5	181	-0.13828484554481527	less	9.779213329037031e-07	0	False			
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_OXPHOS	control	gene_rank_welch	5	4	181	-0.1376329981632485	less	2.011326641974112e-05	0	False			
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_OXPHOS	control	gene_rank_modt	5	4	181	-0.1376329981632485	less	2.5879394618317926e-05	0	False			
Trop2KO_minus_WT	drop_KO172	HALLMARK_OXPHOS	control	gene_rank_welch	4	5	181	-0.11195588069271509	less	0.00019668844684200395	0	False			
Trop2KO_minus_WT	drop_KO172	HALLMARK_OXPHOS	control	gene_rank_modt	4	5	181	-0.11195588069271509	less	0.00041087913073979096	0	False			
Trop2KO_minus_WT	drop_control170	HALLMARK_OXPHOS	control	gene_rank_welch	5	4	181	-0.09781875934754726	less	0.005672521000119891	0	False			
Trop2KO_minus_WT	drop_control170	HALLMARK_OXPHOS	control	gene_rank_modt	5	4	181	-0.09781875934754726	less	0.0069815083430003425	0	False			
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_OXPHOS	control	gene_rank_welch	5	4	181	-0.05063062527471978	less	0.01406142512128342	0	False			
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_OXPHOS	control	gene_rank_modt	5	4	181	-0.05063062527471978	less	0.01568569260491089	0	False			
Trop2KO_minus_WT	drop_KO162	HALLMARK_OXPHOS	control	gene_rank_modt	4	5	181	0.034530772871410584	greater	0.02147415055758078	0	False			
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_OXPHOS	control	sample_mean_z_perm	5	5	181	0.8269498179094953	greater	0.023809523809523808	252	False	3.0		
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_OXPHOS	control	sample_median_z_perm	5	5	181	0.982154837755737	greater	0.023809523809523808	252	False	3.0		
Trop2KO_minus_WT	drop_KO165	HALLMARK_OXPHOS	control	gene_rank_modt	4	5	181	0.01960285830935569	greater	0.02610931018604773	0	False			
Trop2KO_minus_WT	drop_KO162	HALLMARK_OXPHOS	control	gene_rank_welch	4	5	181	0.034530772871410584	greater	0.049511950818609485	0	False			
Trop2KO_minus_WT	drop_KO165	HALLMARK_OXPHOS	control	gene_rank_welch	4	5	181	0.01960285830935569	greater	0.05605446957984202	0	False			
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_OXPHOS	control	sample_mean_z_perm	3	3	181	0.9576333950703593	greater	0.1	20	False	2.0		
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_OXPHOS	control	sample_median_z_perm	3	3	181	1.194804258862907	greater	0.1	20	False	2.0		
Trop2KO_minus_WT	all10	HALLMARK_OXPHOS	control	gene_rank_welch	5	5	181	-0.048046853883721	less	0.12478417263631097	0	False			
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_OXPHOS	control	gene_rank_welch	5	4	181	-0.05141139632066898	less	0.15373826070113356	0	False			
Trop2KO_minus_WT	drop_KO164	HALLMARK_OXPHOS	control	gene_rank_welch	4	5	181	-0.04412717436184124	less	0.1566934687103197	0	False			
Trop2KO_minus_WT	all10	HALLMARK_OXPHOS	control	gene_rank_modt	5	5	181	-0.048046853883721	less	0.16450997604755613	0	False			
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_OXPHOS	control	gene_rank_modt	5	4	181	-0.05141139632066898	less	0.17920068885959323	0	False			
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_OXPHOS	control	sample_median_z_perm	4	4	181	0.5269727311184725	greater	0.2	70	False			
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_OXPHOS	control	sample_mean_z_perm	4	4	181	0.3560828696150101	greater	0.21428571428571427	70	False			
Trop2KO_minus_WT	drop_KO164	HALLMARK_OXPHOS	control	gene_rank_modt	4	5	181	-0.04412717436184124	less	0.2308154645498316	0	False			
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_OXPHOS	control	sample_mean_z_perm	5	4	181	-0.33658793248375923	less	0.25396825396825395	126	False			
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_OXPHOS	control	sample_mean_z_perm	4	5	181	-0.3308519546325157	less	0.2698412698412698	126	False			
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_OXPHOS	control	sample_median_z_perm	5	4	181	0.32640325605853193	greater	0.2777777777777778	126	False			
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_OXPHOS	control	sample_median_z_perm	4	5	181	-0.34602719004952887	less	0.30158730158730157	126	False			
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_OXPHOS	control	sample_median_z_perm	5	4	181	-0.33049425705931346	less	0.30158730158730157	126	False			
Trop2KO_minus_WT	drop_control170	HALLMARK_OXPHOS	control	sample_mean_z_perm	5	4	181	-0.2393393464352252	less	0.30158730158730157	126	False			
Trop2KO_minus_WT	drop_KO172	HALLMARK_OXPHOS	control	sample_mean_z_perm	4	5	181	-0.26059147815538447	less	0.30952380952380953	126	False			
Trop2KO_minus_WT	drop_KO172	HALLMARK_OXPHOS	control	sample_median_z_perm	4	5	181	-0.23069332844989432	less	0.3333333333333333	126	False			
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_OXPHOS	control	sample_mean_z_perm	5	4	181	0.19009142768675563	greater	0.3333333333333333	126	False			
Trop2KO_minus_WT	drop_control170	HALLMARK_OXPHOS	control	sample_median_z_perm	5	4	181	-0.1902871097201136	less	0.38095238095238093	126	False			
Trop2KO_minus_WT	all10	HALLMARK_OXPHOS	control	sample_mean_z_perm	5	5	181	-0.13750888802829397	less	0.3888888888888889	252	False			
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_OXPHOS	control	sample_mean_z_perm	5	4	181	-0.14750522441270927	less	0.3968253968253968	126	False			
Trop2KO_minus_WT	drop_KO164	HALLMARK_OXPHOS	control	sample_mean_z_perm	4	5	181	-0.12152872365687807	less	0.4126984126984127	126	False			
Trop2KO_minus_WT	drop_KO162	HALLMARK_OXPHOS	control	sample_median_z_perm	4	5	181	0.11158974688501146	greater	0.42063492063492064	126	False			
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_OXPHOS	control	sample_mean_z_perm	5	4	181	-0.13485999244392996	less	0.42063492063492064	126	False			
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_OXPHOS	control	sample_median_z_perm	5	4	181	-0.12583021300737274	less	0.42063492063492064	126	False			
Trop2KO_minus_WT	drop_KO165	HALLMARK_OXPHOS	control	sample_median_z_perm	4	5	181	0.08121421938583097	greater	0.4365079365079365	126	False			
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_OXPHOS	control	sample_median_z_perm	5	4	181	-0.10174667758064751	less	0.4365079365079365	126	False			
Trop2KO_minus_WT	all10	HALLMARK_OXPHOS	control	sample_median_z_perm	5	5	181	-0.08216448461403825	less	0.44841269841269843	252	False			
Trop2KO_minus_WT	drop_KO162	HALLMARK_OXPHOS	control	sample_mean_z_perm	4	5	181	0.030776434389638008	greater	0.46825396825396826	126	False			
Trop2KO_minus_WT	drop_KO165	HALLMARK_OXPHOS	control	sample_mean_z_perm	4	5	181	0.014881246325916841	greater	0.49206349206349204	126	False			
Trop2KO_minus_WT	drop_KO164	HALLMARK_OXPHOS	control	sample_median_z_perm	4	5	181	-0.054126407444900555	less	0.5	126	False			
Trop2KO_minus_WT	drop_KO164	HALLMARK_OXPHOS	control	sample_median_z_perm	4	5	181	-0.054126407444900555	greater	0.5079365079365079	126	False			
Trop2KO_minus_WT	drop_KO165	HALLMARK_OXPHOS	control	sample_mean_z_perm	4	5	181	0.014881246325916841	less	0.5158730158730159	126	False			
Trop2KO_minus_WT	drop_KO162	HALLMARK_OXPHOS	control	sample_mean_z_perm	4	5	181	0.030776434389638008	less	0.5396825396825397	126	False			
Trop2KO_minus_WT	all10	HALLMARK_OXPHOS	control	sample_median_z_perm	5	5	181	-0.08216448461403825	greater	0.5555555555555556	252	False			
Trop2KO_minus_WT	drop_KO165	HALLMARK_OXPHOS	control	sample_median_z_perm	4	5	181	0.08121421938583097	less	0.5714285714285714	126	False			
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_OXPHOS	control	sample_median_z_perm	5	4	181	-0.10174667758064751	greater	0.5714285714285714	126	False			
Trop2KO_minus_WT	drop_KO162	HALLMARK_OXPHOS	control	sample_median_z_perm	4	5	181	0.11158974688501146	less	0.5873015873015873	126	False			
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_OXPHOS	control	sample_mean_z_perm	5	4	181	-0.13485999244392996	greater	0.5873015873015873	126	False			
Trop2KO_minus_WT	drop_RESUB-168R	HALLMARK_OXPHOS	control	sample_median_z_perm	5	4	181	-0.12583021300737274	greater	0.5873015873015873	126	False			
Trop2KO_minus_WT	drop_KO164	HALLMARK_OXPHOS	control	sample_mean_z_perm	4	5	181	-0.12152872365687807	greater	0.5952380952380952	126	False			
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_OXPHOS	control	sample_mean_z_perm	5	4	181	-0.14750522441270927	greater	0.6111111111111112	126	False			
Trop2KO_minus_WT	all10	HALLMARK_OXPHOS	control	sample_mean_z_perm	5	5	181	-0.13750888802829397	greater	0.6150793650793651	252	False			
Trop2KO_minus_WT	drop_control170	HALLMARK_OXPHOS	control	sample_median_z_perm	5	4	181	-0.1902871097201136	greater	0.626984126984127	126	False			
Trop2KO_minus_WT	drop_KO172	HALLMARK_OXPHOS	control	sample_median_z_perm	4	5	181	-0.23069332844989432	greater	0.6746031746031746	126	False			
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_OXPHOS	control	sample_mean_z_perm	5	4	181	0.19009142768675563	less	0.6746031746031746	126	False			
Trop2KO_minus_WT	drop_KO172	HALLMARK_OXPHOS	control	sample_mean_z_perm	4	5	181	-0.26059147815538447	greater	0.6984126984126984	126	False			
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_OXPHOS	control	sample_median_z_perm	4	5	181	-0.34602719004952887	greater	0.7063492063492064	126	False			
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_OXPHOS	control	sample_median_z_perm	5	4	181	-0.33049425705931346	greater	0.7063492063492064	126	False			
Trop2KO_minus_WT	drop_control170	HALLMARK_OXPHOS	control	sample_mean_z_perm	5	4	181	-0.2393393464352252	greater	0.7063492063492064	126	False			
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_OXPHOS	control	sample_median_z_perm	5	4	181	0.32640325605853193	less	0.7301587301587301	126	False			
Trop2KO_minus_WT	drop_RESUB-KO163R	HALLMARK_OXPHOS	control	sample_mean_z_perm	4	5	181	-0.3308519546325157	greater	0.7380952380952381	126	False			
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_OXPHOS	control	sample_mean_z_perm	5	4	181	-0.33658793248375923	greater	0.753968253968254	126	False			
Trop2KO_minus_WT	drop_KO164	HALLMARK_OXPHOS	control	gene_rank_modt	4	5	181	-0.04412717436184124	greater	0.7691897640774255	0	False			
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_OXPHOS	control	sample_mean_z_perm	4	4	181	0.3560828696150101	less	0.8	70	False			
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_OXPHOS	control	sample_median_z_perm	4	4	181	0.5269727311184725	less	0.8142857142857143	70	False			
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_OXPHOS	control	gene_rank_modt	5	4	181	-0.05141139632066898	greater	0.8208038079688822	0	False			
Trop2KO_minus_WT	all10	HALLMARK_OXPHOS	control	gene_rank_modt	5	5	181	-0.048046853883721	greater	0.8354942816975898	0	False			
Trop2KO_minus_WT	drop_KO164	HALLMARK_OXPHOS	control	gene_rank_welch	4	5	181	-0.04412717436184124	greater	0.8433106557752856	0	False			
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_OXPHOS	control	gene_rank_welch	5	4	181	-0.05141139632066898	greater	0.8462658122705272	0	False			
Trop2KO_minus_WT	all10	HALLMARK_OXPHOS	control	gene_rank_welch	5	5	181	-0.048046853883721	greater	0.8752193607428012	0	False			
Trop2KO_minus_WT	drop_KO165	HALLMARK_OXPHOS	control	gene_rank_welch	4	5	181	0.01960285830935569	less	0.94394747100855	0	False			
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_OXPHOS	control	sample_mean_z_perm	3	3	181	0.9576333950703593	less	0.95	20	False	2.0		
Cldn4low_minus_Cldn4high_top3	all10	HALLMARK_OXPHOS	control	sample_median_z_perm	3	3	181	1.194804258862907	less	0.95	20	False	2.0		
