gene	log2FC_high_minus_low	t_stat	p_ttest	spearman_r_vs_TACSTD2	padj_ttest	spearman_p_vs_TACSTD2	spearman_padj_vs_TACSTD2
LPPR3	-0.614434955752214	-3.712441321158426	0.0002223159077376	-0.1108479176679602	0.0006769720536715	0.0003977677578943197	0.0010617828721324123
IL17C	-0.4905395280235987	-3.712553819612361	0.0002253344586595	-0.0415547067632267	0.0006851475764634	0.18545654943943335	0.2550353647258066
FAM70B	-0.3120800884955708	-3.7137440681768896	0.0002213098263116	-0.1228360095474577	0.0006740084162851	8.5884023147397e-05	0.0002603660654483255
C8orf31	-0.4701517699115034	-3.7152974951544624	0.0002198859095769	-0.1182049727480245	0.0006697711756105	0.00015794986798949072	0.0004556288871468659
MGEA5	-0.1460674041297984	-3.716224047588172	0.0002191121491125	-0.0951175866821946	0.0006677115067955	0.002393437857333285	0.005417561103754393
CADPS	-0.4852764011799406	-3.716490061305187	0.0002196695713196	-0.1416156343040898	0.0006692115001027	5.801519981074385e-06	2.2171482727374744e-05
ORM1	-0.7978123893805318	-3.717483946229143	0.0002184864847947	-0.0872148370914086	0.0006659037311218	0.005382501391386622	0.011250534877333268
SLC7A10	-0.6970123893805322	-3.717561227587461	0.0002179557024618	-0.1401039560469567	0.0006643846431389	7.304462252389319e-06	2.736507482510086e-05
HSD11B1	-0.4373554572271398	-3.717894555403268	0.0002175352174723	-0.1203778557899554	0.0006633983979066	0.00011899726488590631	0.00035095731189594266
FAM168A	-0.2394591445427725	-3.718286663789613	0.0002173477484774	-0.1392361496070057	0.0006629251636074	8.328305995320193e-06	3.091305769009647e-05
SPHK2	-0.1758662241887911	-3.719074970150568	0.0002167593740625	-0.1272680272312873	0.0006613270841883	4.697217417341571e-05	0.00015030217203557117
WHAMML2	-0.3200498525073767	-3.7190763244430864	0.0002166063961578	-0.1391632578164931	0.00066095857805	8.420276157503187e-06	3.122056520020597e-05
LIMS3	-0.4005396755162251	-3.720262582025961	0.0002157083745064	-0.1260383314831098	0.0006583766189429	5.564469431064482e-05	0.0001753738984030608
NEDD9	-0.3425681415929187	-3.7203442787280574	0.0002154816222373	-0.1235267128759526	0.0006578197330159	7.827803904957211e-05	0.00023914406870352908
RGS11	-0.4640300884955763	-3.720631587124682	0.0002153060966034	-0.1299102868177628	0.0006573816423661	3.2468783154496435e-05	0.00010766986240701208
VCPIP1	-0.141049262536864	-3.721104258912602	0.0002157281790369	-0.1070556261302918	0.0006583766189429	0.0006269389917585368	0.001605670845908528
TCERG1L	-0.5711125368731573	-3.7244421688638782	0.0002137106556861	-0.1121027494054516	0.0006528987739934	0.00034109770628532716	0.0009240939617885771
CCDC30	-0.3109188790560422	-3.724817253784842	0.0002118906691696	-0.1181318662984002	0.0006476277263738	0.00015944873077450303	0.0004595310914801536
GALM	-0.3346656342182825	-3.7249801766550186	0.0002117918291057	-0.1100406216227138	0.0006474220148213	0.0004387463321646386	0.001160205054024072
TNFSF11	-0.5064252212389366	-3.725382430203972	0.0002121554362772	-0.1051934237933238	0.0006483404445924	0.0007798072228532677	0.0019571445336402917
FAM176A	-0.4930735988200654	-3.726811541229238	0.000210762723187	-0.107102232280669	0.0006443723911708	0.0006234972066807182	0.0015978526592379408
GABRB3	-0.7625576696165179	-3.726814514292665	0.0002102659332271	-0.121115760045875	0.0006430447801511	0.00010796971201715858	0.00032124901271192257
RAB2B	-0.1395988200589961	-3.726907200157384	0.0002100596359132	-0.1209081541131868	0.0006426053233943	0.00011097080273796904	0.0003295574396369889
C17orf48	-0.1600808259587003	-3.7271837027715344	0.0002098483400609	-0.1451659203682387	0.000642054608264	3.345933838381223e-06	1.34347783496903e-05
CPLX1	-0.4427485250737399	-3.728250945974778	0.0002089653941257	-0.1320128438241428	0.0006394484336565	2.4078735648296656e-05	8.161934558218771e-05
KLHL33	-0.1983166666666667	-3.730344236557956	0.0002082047382788	-0.1043693183420718	0.0006372157538559	0.0008579231842449134	0.0021351876557822854
PTGR2	-0.2096874631268326	-3.730886392327568	0.0002068781306499	-0.0992976051851752	0.0006334389294918	0.001521304962794311	0.0035843550923576888
BICC1	-0.5033089970501505	-3.731063528214465	0.0002066906186426	-0.1288037123729028	0.0006330536178923	3.793215560417452e-05	0.00012394511452390623
TMEM198	-0.3266887905604827	-3.7313871285634863	0.0002072383973209	-0.1371328839572363	0.0006344474048612	1.1408380511802514e-05	4.127119857397456e-05
ZNF19	-0.225584365781712	-3.7314363465377904	0.0002066020635103	-0.1183375235627319	0.0006328768075002	0.00015526595932202766	0.0004485800935661734
COQ5	-0.1570047197640107	-3.731749474937296	0.0002061698900001	-0.1318126681741203	0.000631741468911	2.4778739649727326e-05	8.382065002618256e-05
LOC643763	-0.5140575221238952	-3.7320593871970114	0.0002067601707388	-0.1003427820656671	0.0006331721815734	0.0013547143591282936	0.0032227445878220008
ARL17B	-0.2593915929203538	-3.732922333860499	0.0002052040781748	-0.1190186289718786	0.0006294396720347	0.00014213777199862765	0.0004129175688597461
FAM160A2	-0.1495510324483824	-3.733314885540575	0.0002049009783028	-0.1183475014231786	0.0006286038679853	0.00015506567054840925	0.0004481275642397018
PRDX3	-0.1764399705014785	-3.7336913319366927	0.0002045877357099	-0.1286115271278307	0.0006277366931887	3.896569865690939e-05	0.00012699885591782023
PAM	-0.2720616519174044	-3.734029219196727	0.0002045691496428	-0.1248920466302429	0.0006277366931887	6.507494799388927e-05	0.0002024532023510451
SIGLEC1	-0.4293915929203518	-3.7343201771060848	0.0002042754274513	-0.1212661869590937	0.0006269658432613	0.00010584313998425324	0.0003154703344768756
SKINTL	-0.2177035398230087	-3.734397642014576	0.0002061480754709	-0.1139520718603057	0.000631741468911	0.00027118125969340144	0.0007497106465803302
JRK	-0.2180331858407083	-3.7362251404872855	0.0002027200823136	-0.1096792347194146	0.0006223782398533	0.0004583370458104802	0.0012066760131430058
ANKRD36BP1	-0.2574028023598851	-3.7373590229099833	0.0002016990077899	-0.1318333384755998	0.0006194286656586	2.47055714041266e-05	8.361447097374201e-05
ZNF577	-0.3020576696165129	-3.7374161772254686	0.0002016600292092	-0.1222433462673265	0.0006194016157488	9.296106958116211e-05	0.0002800083182394335
SHISA3	-0.7721957227138625	-3.73782283355412	0.0002013253216689	-0.1417956030997723	0.0006184660861684	5.643680063119813e-06	2.1616558152210774e-05
ANO9	-0.3752882005899671	-3.7381917782274336	0.000201857871275	-0.1307525274090149	0.0006198238254974	2.882000023483341e-05	9.642676089001464e-05
ANKRD43	-0.4513342182890865	-3.738681638137172	0.0002010948833297	-0.1374104058286337	0.0006178506367494	1.0947243119215659e-05	3.97896239510879e-05
NRL	-0.211260619469022	-3.739301571885006	0.0002002011234322	-0.120236833112714	0.0006153192043408	0.00012122199723765242	0.000356899397391063
PDE6G	-0.3787312684365784	-3.739589712930369	0.0002000949764315	-0.1148305950370507	0.0006151467304792	0.00024289299186021744	0.0006777103999579049
ARHGAP15	-0.3890641592920403	-3.7397456685697614	0.0001998468911725	-0.1273898437464861	0.0006146276178683	4.6186486685416964e-05	0.00014801882167524356
LILRB3	-0.3494914454277307	-3.7401271715927424	0.0001995733358351	-0.1236159545765669	0.0006139107858398	7.734304197686394e-05	0.00023663973946125435
C9orf45	-0.372397345132736	-3.740568478273767	0.0002000270357744	-0.124425311448863	0.0006150299602289	6.933161804674024e-05	0.00021413842613202607
GPR160	-0.4046219764011898	-3.740762484769345	0.0001992141250673	-0.1055963889756208	0.0006129895065395	0.0007440597793424458	0.0018771426352398618
FADS2	-0.4102564896755059	-3.742216029656055	0.0001979515235749	-0.1455820844466235	0.0006094480902276	3.134189858049313e-06	1.2671311103929183e-05
FXC1	-0.1472113569321589	-3.742619234504489	0.000197682988808	-0.1404298829469789	0.0006088018942473	6.9519192567819095e-06	2.613972570361403e-05
LOC400657	-0.185561651917407	-3.742687654552851	0.0001977049307816	-0.1561925760627213	0.0006088018942473	5.566623885500981e-07	2.556661932199891e-06
AARSD1	-0.1461803834808304	-3.744268725188887	0.0001964744575744	-0.1253875730380835	0.0006053760489275	6.082661724803204e-05	0.0001904194041021802
C10orf27	-0.1119135693215339	-3.744442620290996	0.0001985873330626	-0.1213103707493123	0.0006112440701313	0.00010522605555022222	0.0003136766255911227
C15orf2	-0.2253488200589969	-3.745091415832448	0.0001974462725682	-0.1366411268715128	0.0006081878433346	1.2271320340351428e-05	4.404374241038721e-05
ZBTB41	-0.1682771386430648	-3.745120265518613	0.0001957247083111	-0.1404316353142503	0.0006032469991935	6.950068458306096e-06	2.613972570361403e-05
CTSF	-0.2770663716814212	-3.7458717860725854	0.0001952019441153	-0.104623678339153	0.0006019068658288	0.0008330719145726337	0.002078377251935371
LOC100130933	-0.6555895280235986	-3.745937522284667	0.0001950538128125	-0.1048124038617625	0.0006015404502091	0.0008150659433568949	0.0020384095282150144
BTG2	-0.3009420353982275	-3.745970046256824	0.0001950299995394	-0.117234387039709	0.0006015404502091	0.0001789722932818594	0.0005113955168303022
MED24	-0.1534138643067777	-3.746456781916062	0.0001950000787358	-0.1283711418700795	0.0006015404502091	4.0296045460159185e-05	0.00013087767968629458
LAIR1	-0.3737671091445396	-3.7476777768794585	0.0001937360294394	-0.121043442012411	0.0005978356657737	0.00010900633370338733	0.0003241454274233114
TSPAN32	-0.3890592920353959	-3.7479429301972567	0.0001938366385673	-0.1263126180715941	0.0005980562353151	5.3588156933556864e-05	0.0001695169278653193
C3orf70	-0.4014799410029477	-3.748468783386311	0.000193312312324	-0.1472617382911649	0.0005967075284939	2.4028969987755046e-06	9.882106447287884e-06
C14orf145	-0.235249115044243	-3.748549374896444	0.0001934612035617	-0.1282508393616402	0.0005970773465308	4.0977876877584965e-05	0.00013293541323302979
ATP6V0A1	-0.178844690265473	-3.748889543008344	0.0001929834975816	-0.099169302615465	0.000595782136143	0.0015430050365322749	0.0036315365585243157
GNAT1	-0.2626445427728612	-3.7508172010083234	0.0001953144793669	-0.0794008099629274	0.0006020730122228	0.011308689328117459	0.021890193466552084
ATOH7	-0.3860383480825977	-3.7513740910549975	0.0001911246052184	-0.1277734334808226	0.000590309635194	4.3792919087491704e-05	0.00014103037315548307
QSOX1	-0.3068939528023602	-3.752531960485492	0.0001901879471933	-0.1093588601408689	0.0005876819018482	0.0004763830066922398	0.0012492199677342805
YTHDC2	-0.1514265486725712	-3.753613587306649	0.0001893425022498	-0.1167267843641454	0.0005851575449631	0.0001909864705525304	0.0005429177846086195
ANP32E	-0.2263032448377675	-3.753668337100204	0.0001907297622065	-0.1313988438228181	0.0005891787568613	2.6287625668970535e-05	8.851647613317452e-05
NCALD	-0.3648737463126767	-3.753729861402885	0.0001892063086874	-0.1462942286892115	0.0005848246789149	2.801291405091126e-06	1.1424416477258804e-05
SOX17	-0.3246722713864303	-3.7550851155057896	0.0001886096019199	-0.1183445513792179	0.0005830680812251	0.0001551248624236326	0.0004482355278757462
FAM5C	-0.4865237463126854	-3.756676467022383	0.0001873895567611	-0.1206949473112586	0.0005793836747449	0.00011413452906480617	0.0003380239298471539
THSD7B	-0.578989233038349	-3.757964251317978	0.0001861036491757	-0.1458857149799385	0.0005756679098353	2.9878658242645973e-06	1.2117248241525085e-05
SPTBN4	-0.4198737463126818	-3.758355510754927	0.0001859671424192	-0.1291089682079192	0.0005753323438616	3.6343775558424286e-05	0.00011930567832018717
CDC42BPA	-0.2744924778761071	-3.758730907492286	0.0001855418705919	-0.1716721548976368	0.0005741031805956	3.6105434262717596e-08	2.039748391341751e-07
CBFA2T2	-0.2040687315634226	-3.7591834267741935	0.0001852926839132	-0.10979539183608	0.0005734185711094	0.00045195302685692673	0.0011912435025513808
CCNH	-0.1390569321533981	-3.7594287586884745	0.0001850431734298	-0.121193008511373	0.0005728191119593	0.00010687267913601784	0.00031826169171198816
SMARCE1	-0.1333511799410001	-3.760179279447863	0.0001846759576786	-0.1296181647653439	0.0005717685735399	3.383365817651528e-05	0.00011181664558336425
C16orf81	-0.205552949852507	-3.760716432720944	0.0001846540490951	-0.1117241593620417	0.0005717685735399	0.00035734666427721166	0.0009645447038668361
POLR1E	-0.1810787610619453	-3.7611806485857264	0.0001838518571517	-0.139080944476288	0.0005695201416141	8.525299037010102e-06	3.157005577738409e-05
ZNF727	-0.4804917404129816	-3.762068477808722	0.0001833345574696	-0.1048641712774349	0.0005680438371343	0.0008101903021082906	0.002027698025391101
GFI1	-0.3531382005899681	-3.763836459886771	0.0001819049440205	-0.1391281563080834	0.0005638696211297	8.464909977327986e-06	3.135774121879169e-05
IL26	-0.2613299410029502	-3.7645545323047656	0.0001823182681729	-0.0961617368316644	0.0005649802332965	0.0021406922302585696	0.0048836994651859575
SP7	-0.3173255162241889	-3.7645853478860456	0.0001838665123535	-0.0977951920900516	0.0005695201416141	0.0017939331873310425	0.004165284815189584
HNF4A	-0.6804188790560488	-3.7663632045115976	0.0001810162478141	-0.0970962470130636	0.0005613691189766	0.0019354616505505688	0.004465613360957876
CD63	-0.2258146017699207	-3.767143767960039	0.0001795695324557	-0.107432119409074	0.0005570508463759	0.0005996329302602866	0.0015430513986266837
LARP4	-0.1327491150442554	-3.7674097958869632	0.0001794028646304	-0.1123081678867461	0.0005566179251719	0.0003325726947782248	0.0009040939385324358
ZNF780B	-0.2148806784660806	-3.7679170103301	0.0001790188696145	-0.1477642143117881	0.0005555944660901	2.2180257946445175e-06	9.189923221806649e-06
KLRB1	-0.4817120943952817	-3.7685696528323622	0.0001785329197716	-0.1281902973396076	0.0005543376955401	4.132512815579373e-05	0.0001339657162542942
ENTPD4	-0.1801017699115092	-3.769438107996862	0.0001780241868277	-0.1073537472151368	0.0005528417116281	0.0006052242854554088	0.0015553078831297984
ZC3H11A	-0.1439797935103257	-3.769786971272087	0.0001776905865846	-0.1162535283636055	0.0005518892197552	0.00020286581167356862	0.0005743015876528356
TMBIM4	-0.2194889380531002	-3.770625921040209	0.0001770899198517	-0.1154644318553318	0.0005501900808954	0.00022422677690936478	0.0006300815398233314
BMS1P4	-0.2870793510324469	-3.771065195203674	0.0001767933296387	-0.1206218128296428	0.0005493517568462	0.00011523918353107188	0.0003408038660174165
NOG	-0.5006169616519132	-3.771974139926932	0.0001762238649898	-0.1169149651163791	0.0005477480618081	0.00018644685436872081	0.0005311289792929863
GATA2	-0.3786064896755245	-3.772281315663312	0.0001760100544033	-0.1262556010739779	0.0005472491923216	5.4009644947316206e-05	0.0001706924277660717
ALPK2	-0.5013669616519199	-3.772299917434112	0.0001763429033497	-0.1127454895685075	0.0005480350901862	0.0003150822944126544	0.0008606492155790041
PTPN7	-0.3636917404129836	-3.77414108308516	0.0001749874396121	-0.1313335873911467	0.0005443169901875	2.6533385862398814e-05	8.928543054500043e-05
SPIRE2	-0.4437669616519075	-3.77458054809024	0.0001743742775063	-0.1167462292406341	0.0005424918801644	0.00019051262691549908	0.000541870910304128
PPM1B	-0.1195455752212222	-3.77488605676722	0.0001741773272766	-0.1355924927249123	0.0005419612805379	1.4323772448735269e-05	5.074496089258586e-05
CHUK	-0.1431688790560432	-3.7751172307085454	0.0001739963139935	-0.1336106097939763	0.000541480116157	1.9127374602467174e-05	6.612669847294377e-05
SFRS6	-0.1207592920354017	-3.7757331130373726	0.0001736610223006	-0.1229219702767636	0.000540518615499	8.490079527554734e-05	0.0002574979763358701
DLEU7	-0.2905181415929201	-3.7758525606071274	0.0001735320820619	-0.1247227693672527	0.0005401991879804	6.658939787154412e-05	0.00020672619662827777
ZACN	-0.3783022123893803	-3.775973776989293	0.0001789380518671	-0.0789304983038459	0.0005555115990976	0.011803613375648576	0.022728210711129737
USP12	-0.1976846607669653	-3.777192633944905	0.0001726486202268	-0.1650292550327823	0.0005378567789464	1.205152022004483e-07	6.247921972664656e-07
CPNE5	-0.4127196165191762	-3.7786092882928775	0.0001718091834584	-0.1214360946160012	0.0005354854313651	0.00010348865262400106	0.0003090808900743005
RUNX2	-0.3266147492625393	-3.7801472457960017	0.0001705882063797	-0.1090326603542013	0.0005317606858452	0.000495435337701216	0.00129504551604354
MAMDC4	-0.4557426253687389	-3.7808370604606254	0.0001701509657888	-0.1168358960467389	0.0005305588286216	0.00018834181502109555	0.0005361421883504009
IRF7	-0.3421125368731488	-3.782121792257039	0.0001693123073199	-0.1241893058631614	0.0005281041733938	7.158286006657287e-05	0.00022059383325829198
ATF7	-0.1258945427728584	-3.783888567889162	0.000168151815537	-0.0770167822796838	0.000524883194918	0.014020877647196194	0.026544505541952958
PRRT3	-0.2808970501474936	-3.784114407480132	0.0001680085065599	-0.1403057821515063	0.0005245156082232	7.0841946590091734e-06	2.6593255869346924e-05
NCRNA00173	-0.4370712389380529	-3.784548912610054	0.0001676628022248	-0.1470275098500662	0.0005235159436771	2.49403902227787e-06	1.0234383595315745e-05
APOB	-0.5276703539823013	-3.784554532242269	0.0001687842949278	-0.1246366453378838	0.0005266973058015	6.73726356633369e-05	0.00020893658763871702
DOPEY1	-0.1617769911504361	-3.786375899643357	0.0001666534375204	-0.1279482121787846	0.0005205226034224	4.274171833128083e-05	0.0001380131294968851
HOXB5	-0.4081441002949884	-3.786581536551752	0.0001669737428347	-0.1176169980979546	0.0005214437086093	0.00017038946184063904	0.0004884926199676469
