gene	spearman_r	spearman_p	n_expr	padj
BARX2	-0.04266900607692614	1.6533508270956985e-05	519	4.329782083790516e-05
B3GNT10	-0.04267205924791375	1.6510474034165283e-05	198	4.324243587527784e-05
DHX57	-0.04267504179630491	1.6488002130149798e-05	1834	4.318851123231427e-05
GUCY2D	-0.042679732618506154	1.6452718256562243e-05	129	4.310101089184842e-05
IRF8	-0.042688698732802496	1.6385476196460786e-05	211	4.293466449559258e-05
TAF10	-0.04269000513932813	1.6375700587529957e-05	296	4.2913951796728225e-05
RPL21P116	-0.04269126066211801	1.636631097016783e-05	125	4.289424600476574e-05
SATB1	-0.042701059890011384	1.629320205324139e-05	2806	4.270751556362142e-05
GON7	-0.04271720911546774	1.6173396474164876e-05	2570	4.2403173885517646e-05
SLC6A14	-0.042727176349576124	1.6099872469286287e-05	1479	4.2215234876599095e-05
MDGA2	-0.04273405601941699	1.6049310032816685e-05	34	4.208746696384465e-05
SRRM2-AS1	-0.04273562630529523	1.6037790380166524e-05	133	4.2062066743683935e-05
AC011477.1	-0.04276880165312085	1.579624929234293e-05	85	4.144279609604965e-05
AP001434.1	-0.04278553361855331	1.5675747443277557e-05	31	4.114076600159046e-05
FAM160B1	-0.04279926994597161	1.557747529510314e-05	2017	4.089220969547675e-05
PPP3CB-AS1	-0.04280545356013519	1.5533428543324323e-05	516	4.078591848978633e-05
RPL3P8	-0.0428068593394489	1.5523431555396484e-05	23	4.07643357776399e-05
EEF1A1P30	-0.042821693936018944	1.5418310696472155e-05	41	4.049292543573143e-05
RBKS	-0.04282981193465018	1.5361072591129994e-05	1225	4.034722124073512e-05
KATNB1	-0.042845206769424056	1.5253083034946363e-05	1489	4.006816521479611e-05
CD44	-0.042846437238441996	1.5244483015877171e-05	7381	4.005016051061626e-05
FPGS	-0.04285211017149513	1.520489338232583e-05	3397	3.995988134782194e-05
ERI1	-0.042854142737159796	1.5190732603438077e-05	1495	3.992724011202734e-05
DDX28	-0.0428675065095505	1.5097940495429909e-05	1069	3.968789354620345e-05
RNF157	-0.0428675217112257	1.509783525007941e-05	163	3.968789354620345e-05
ARMC6	-0.042871293772148024	1.507174184865245e-05	1363	3.962810803810063e-05
CMBL	-0.042874143173518744	1.5052059496266443e-05	3845	3.958089427093427e-05
TBC1D17	-0.04287655014250626	1.503545235739775e-05	2019	3.9541757185736027e-05
RPS3P7	-0.042887773603097874	1.4958245251108587e-05	34	3.934773274884504e-05
TREML3P	-0.04289536279531527	1.4906252931488673e-05	165	3.921996211774343e-05
GTF2H2	-0.042898533438953584	1.4884582433726045e-05	364	3.917193114557228e-05
LRRC9	-0.0429132604641442	1.4784320320488093e-05	71	3.891253465420033e-05
CUTALP	-0.04291841046407955	1.4749411139793413e-05	1528	3.882510818505638e-05
C5orf38	-0.04291979208264586	1.4740059241715233e-05	1565	3.880494420824791e-05
BTNL8	-0.04292127674923821	1.473001613395718e-05	30	3.8782955702560814e-05
SRFBP1	-0.042947571347546426	1.455322222225743e-05	2413	3.833067072386507e-05
AC009502.1	-0.042951151598867025	1.4529307177269272e-05	92	3.827647272679483e-05
HEATR1	-0.042954337801739094	1.4508055777854909e-05	2838	3.822487749051641e-05
GANC	-0.0429594487448829	1.4474028595859258e-05	1270	3.8139605735993064e-05
HRK	-0.04296058624057711	1.4466465837751293e-05	338	3.8124057144570213e-05
IKZF1	-0.04296272959312598	1.4452225773403211e-05	196	3.8090905985329526e-05
RARRES2	-0.042980456406660365	1.433496319028195e-05	270	3.779487191479165e-05
ANKZF1	-0.04298707681331685	1.4291402434658124e-05	2978	3.768435326430487e-05
JAZF1	-0.04299847989702091	1.4216668543788533e-05	774	3.749160071940922e-05
CCDC169	-0.043003813694728305	1.4181839792696692e-05	197	3.740405210588441e-05
TRPV1	-0.04300603142407115	1.4167382375510685e-05	412	3.737021813816284e-05
LARP1B	-0.04300720794734829	1.415971830598082e-05	3371	3.735429770012513e-05
AL359915.2	-0.04300919430663736	1.4146787800519559e-05	241	3.732877241094187e-05
SMAP2	-0.043012010501525186	1.4128474652229856e-05	3286	3.7285505616432836e-05
ECHDC2	-0.043017254016480856	1.4094437344262585e-05	3232	3.720347569651268e-05
FCMR	-0.04302321425738251	1.4055842502134164e-05	247	3.71058712526129e-05
SNHG20	-0.04303295221108816	1.3993002278828796e-05	681	3.694423184527796e-05
PAK3	-0.04304008856925226	1.3947120683346943e-05	92	3.6827334434742966e-05
PRIM1	-0.0430470016029669	1.3902811729751803e-05	844	3.671879049591789e-05
RPS18P6	-0.04305516114963835	1.3850686005258482e-05	43	3.6589546883406546e-05
AC016876.3	-0.043058197791016925	1.383133462534559e-05	121	3.654263460448942e-05
ZNF20	-0.04305915576442511	1.3825235171101182e-05	109	3.653072737642195e-05
LSM6	-0.04306012398858414	1.3819073056491344e-05	3052	3.6518651816797055e-05
IGFBP6	-0.04306473824860693	1.3789742273114606e-05	295	3.644534027661053e-05
MRPS18C	-0.04306959993647523	1.3758902937954968e-05	4373	3.6368024382439625e-05
AC018892.3	-0.043076420425604924	1.3715749110050446e-05	41	3.6266496033007165e-05
PABPC3	-0.04308275169539033	1.367580616783461e-05	1582	3.616921963309008e-05
ZNF658B	-0.043094452707767954	1.3602278198276447e-05	72	3.5987203842222046e-05
GRID1	-0.0430974810028973	1.3583310206493453e-05	27	3.594116616870998e-05
BTF3P12	-0.0431106695699428	1.3500996240947538e-05	231	3.573160860445998e-05
AP002982.1	-0.04311690322177686	1.346225585819118e-05	109	3.5633190038678664e-05
ZNF446	-0.04311777361399106	1.3456855059879216e-05	1268	3.5623005350664675e-05
AMER1	-0.04312401735132856	1.3418173104746025e-05	795	3.552470621845156e-05
ERICH5	-0.04314813395544269	1.3269756620053194e-05	783	3.513582792921392e-05
IL31RA	-0.043148474883475854	1.3267669775132026e-05	223	3.513435803532422e-05
RPS15AP12	-0.04316581359370346	1.3161950109749475e-05	358	3.486244937845652e-05
AL353150.1	-0.04316623577882456	1.3159385960308685e-05	240	3.485968300699395e-05
AF111167.2	-0.043170236627081034	1.3135110373668108e-05	202	3.4799394981658474e-05
AC080038.1	-0.043189186192188506	1.3020710956687706e-05	64	3.450428233878265e-05
H3F3AP6	-0.04319343920827131	1.2995166214680849e-05	191	3.444056876168103e-05
ZNF550	-0.04320258247597693	1.294041109294178e-05	896	3.4307345082050224e-05
RPSAP48	-0.04321361980649394	1.2874606414933926e-05	827	3.4136830649145116e-05
NUMA1	-0.04322095551451675	1.2831047570413994e-05	3691	3.4025268112156785e-05
SLED1	-0.04324804847899511	1.267138706587671e-05	62	3.3605766738013644e-05
VILL	-0.04326133149115475	1.2593803613709099e-05	682	3.340488001893803e-05
RCBTB2	-0.043261467873286864	1.2593009388047034e-05	605	3.340488001893803e-05
TTC39A	-0.043264182179723575	1.2577212474722448e-05	1331	3.337530075719384e-05
NCAPH	-0.04326529124082969	1.2570763324284664e-05	1995	3.3362046642652045e-05
KIAA0232	-0.04329618207101957	1.239239680270343e-05	2521	3.2896284904572534e-05
DDX46	-0.0433000753030808	1.2370089021560216e-05	5878	3.2844669750729044e-05
EEF1A1P3	-0.04330307635152745	1.2352919507799872e-05	53	3.2802878868941126e-05
TAPBP	-0.043303785875037304	1.2348863526601315e-05	6514	3.279590501020968e-05
RPL12P24	-0.04330453119005331	1.2344604312212188e-05	89	3.2788389730607126e-05
RPL21P3	-0.04331736548379172	1.2271480334099813e-05	114	3.25979404636458e-05
AC022364.1	-0.043318550948814545	1.2264746982972017e-05	600	3.2583827460668537e-05
NDUFAF7	-0.04333387329833292	1.2178033833743495e-05	1512	3.235720376212305e-05
COL6A2	-0.043337313736065884	1.2158644086710816e-05	623	3.2309427486210925e-05
CGNL1	-0.04333946618960041	1.21465281930431e-05	379	3.2284711899423246e-05
CDC42EP3	-0.04335851764357086	1.2039791008201207e-05	3584	3.200471968317525e-05
AC095057.3	-0.04336255210471319	1.2017302764919952e-05	45	3.194864288615367e-05
FGFR1OP	-0.043369538897920924	1.1978452888596311e-05	2036	3.184904976916914e-05
RASSF1	-0.04337610226663525	1.1942066650998362e-05	1563	3.175598479487601e-05
FAM226B	-0.043388496307442334	1.1873643575202829e-05	126	3.158135857235651e-05
AC005332.1	-0.04341023996838067	1.1754507541619321e-05	76	3.127899002200278e-05
NELL1	-0.04341199983794133	1.174491507765423e-05	2000	3.1257090387658976e-05
AC092573.1	-0.043414929533889014	1.1728962846873663e-05	85	3.121825827124484e-05
RPL15P2	-0.04341976178053415	1.1702696374431293e-05	62	3.115196117404027e-05
ZNF554	-0.043420580846692335	1.1698249773222227e-05	548	3.1143738776482294e-05
RPS18P13	-0.043440138796195335	1.1592549958003435e-05	82	3.086592117663178e-05
FAM53C	-0.04344475359663898	1.1567742776608259e-05	3067	3.080344599603439e-05
CD55	-0.04345182215114888	1.1529843480783597e-05	5227	3.070608960434392e-05
DIMT1	-0.04345211752091634	1.1528262386253772e-05	3410	3.070544387086496e-05
DRG2	-0.04345628725854018	1.150596412939454e-05	1976	3.06496115666069e-05
SLC4A7	-0.04345756329821487	1.1499148558420776e-05	1916	3.063501389466385e-05
AC022400.7	-0.04345770769651085	1.1498377542349303e-05	1631	3.063501389466385e-05
TYK2	-0.04346331769667161	1.146846105962988e-05	3485	3.056035778180648e-05
ADCY2	-0.043466900179133745	1.1449395616800077e-05	159	3.0513098252371344e-05
ZBTB24	-0.04346720307855139	1.1447785018541493e-05	1436	3.0512351005729116e-05
NTNG2	-0.043470036760505315	1.1432728034551392e-05	67	3.0475760099539783e-05
FSIP1	-0.043470891018197566	1.1428192580825745e-05	211	3.046721076464214e-05
LRMDA	-0.043471929224902686	1.1422682810574978e-05	736	3.0456061642330445e-05
ATRIP	-0.04347296174545437	1.1417205731428407e-05	546	3.044853680589522e-05
IFNAR2	-0.04348724697986104	1.1341685452846506e-05	1246	3.0250648943882928e-05
CCDC89	-0.043488241826849516	1.1336443894798165e-05	75	3.024018491206888e-05
RF00136	-0.043492377809050055	1.131467739049653e-05	164	3.0185632703327447e-05
AC013470.3	-0.04349466660946631	1.1302649232837556e-05	302	3.0157051076285667e-05
ZDHHC17	-0.04349507084559849	1.1300526150146586e-05	1768	3.015489400093792e-05
MS4A4A	-0.043497637209160805	1.128705626642608e-05	252	3.0122454524640074e-05
FAM20C	-0.04349837836667632	1.1283169060369206e-05	1231	3.0116135682354198e-05
CINP	-0.043498568715303124	1.128217093047733e-05	3489	3.0116135682354198e-05
RNASEH2A	-0.043507580686217524	1.1235011247790832e-05	288	3.0001011408827255e-05
CLPP	-0.043509703157545446	1.1223931754055639e-05	2199	2.997491519088698e-05
AC090204.1	-0.0435103642091347	1.1220483135000811e-05	214	2.996919447492415e-05
RPL36AP40	-0.04353014991901744	1.1117730620346574e-05	45	2.9701666080772155e-05
ZFP64	-0.04353190090364919	1.1108680675333405e-05	2496	2.9680945524845384e-05
TTF2	-0.043533933235584604	1.1098185407466211e-05	1937	2.9656357977220402e-05
PPP5D1	-0.04354403147659078	1.1046176777371725e-05	88	2.9520820566160158e-05
AC008555.5	-0.04355132213333903	1.1008772662248517e-05	66	2.9424286568009382e-05
SAPCD1-AS1	-0.04355216570482108	1.1004452600456689e-05	360	2.9416167550317622e-05
AC079741.1	-0.043554658875921796	1.0991694137807875e-05	84	2.9385487194992663e-05
MTCO1P28	-0.04356311988516876	1.0948501269387409e-05	217	2.9280252083153594e-05
SNRPD2P1	-0.04356551523527205	1.093630263122989e-05	196	2.925103891734506e-05
CYBC1	-0.04357117294943612	1.090754146543521e-05	2701	2.9177514417977008e-05
HDAC3	-0.043572277873952896	1.0901932981547524e-05	3532	2.916591307799593e-05
AC021739.1	-0.043580902646714194	1.085824903276537e-05	523	2.9055823181704627e-05
UPRT	-0.043585238442589956	1.0836351658165216e-05	629	2.9000610702951083e-05
AC009283.1	-0.043586574063495954	1.0829614775775024e-05	438	2.8985963095300756e-05
RASD2	-0.043588418470576394	1.0820318144808866e-05	163	2.896445998431856e-05
RNU6-1038P	-0.043605670352893824	1.0733729131169186e-05	123	2.8736026938697337e-05
ASPM	-0.043607233852352746	1.072591454008295e-05	1670	2.8718457770564112e-05
AL451165.2	-0.043621168555995765	1.065650644363553e-05	1695	2.8535949661932267e-05
POU2F2	-0.04362522212464375	1.0636396459381335e-05	354	2.848542463342546e-05
EEF1A1P21	-0.043633808519674494	1.0593918458196287e-05	19	2.837829050497564e-05
PABPC1P4	-0.04363392795953869	1.059332871755494e-05	668	2.837829050497564e-05
AL451085.2	-0.04364301343192818	1.0548560476122037e-05	228	2.8263389814424402e-05
MCEE	-0.04364455205792373	1.0540996876351961e-05	2182	2.8246423638990807e-05
AL022345.4	-0.043651348346276826	1.0507649490299528e-05	135	2.816035331329484e-05
ZFP69	-0.043655031488024895	1.0489619507636965e-05	594	2.8115318096071125e-05
TMEM92	-0.04366350452674399	1.0448253747229086e-05	814	2.8014265862529603e-05
TRIM52-AS1	-0.04366668868183896	1.0432748858299597e-05	1559	2.7975963679176543e-05
S100A9	-0.043669800408974405	1.0417617876003082e-05	2780	2.7941922221674307e-05
SCNM1	-0.04367284147944908	1.040285071313195e-05	4388	2.7907981350677243e-05
CLIC5	-0.04368368970195431	1.0350335376780833e-05	702	2.7780949318113592e-05
PCDHA5	-0.043710846940727535	1.021997719947023e-05	35	2.743426998261535e-05
SHH	-0.04371254673967072	1.0211870300854711e-05	199	2.741571640461205e-05
TMEM165	-0.043718818798927174	1.018200989330519e-05	4986	2.7338750196960605e-05
PRDM6	-0.04371903394777043	1.0180987079928925e-05	97	2.7338750196960605e-05
ZNF529	-0.04372362764524497	1.01591721286995e-05	1044	2.7283818087824507e-05
EVL	-0.043739811117015644	1.00826737201155e-05	2098	2.708471364234797e-05
MTMR9	-0.04374173990259801	1.007359322622425e-05	1315	2.706349044543592e-05
SYDE1	-0.04374919574454857	1.003856539272823e-05	565	2.6975704425773214e-05
AP5M1	-0.043754211917587944	1.0015064701254679e-05	3552	2.691570639922435e-05
YTHDF3-AS1	-0.04375553527956805	1.0008873535463263e-05	382	2.6902219493374306e-05
AC138466.2	-0.04377713448746423	9.908339819644279e-06	142	2.6635122323098612e-05
MORN4	-0.04377838817955638	9.902534208859221e-06	925	2.662263592156737e-05
AC009093.8	-0.043779436787034366	9.897680801221486e-06	46	2.6612706859502807e-05
NEDD9	-0.04378188177776798	9.886373151828501e-06	4184	2.6585419385303887e-05
PSD	-0.04381239681905465	9.74628030237987e-06	147	2.622714424870829e-05
B3GNT7	-0.043814195685171066	9.738081264802671e-06	1757	2.6211230703126457e-05
SECTM1	-0.04381952246014966	9.713841017105345e-06	1534	2.6149053544227486e-05
TIMP3	-0.04382273007290216	9.699272129804356e-06	548	2.611596479791669e-05
DPP6	-0.0438525401715853	9.564870035247831e-06	69	2.575710129942648e-05
AC116347.1	-0.04385377014305579	9.559362964867837e-06	261	2.574529384620623e-05
KRTCAP2	-0.04385548332397095	9.551697420780568e-06	274	2.5727669732017928e-05
PARVG	-0.04386313055405444	9.517551803403193e-06	240	2.5638708545679673e-05
TP53BP1	-0.04388529178443326	9.419257046742421e-06	2943	2.5379879964545714e-05
TXNRD3	-0.04388662260219526	9.413385256934816e-06	1224	2.537001891946549e-05
AL138799.3	-0.04388694785705111	9.411950710072291e-06	559	2.5369133418053844e-05
RPL34P23	-0.043895321670349964	9.375089554688402e-06	87	2.5275717466554132e-05
NCAM1	-0.04392786530920779	9.233139026368933e-06	61	2.490179223831283e-05
DCAF1	-0.04394808299057291	9.145988989280693e-06	2206	2.4669649039995357e-05
AC104843.2	-0.04396062446196715	9.092323437139686e-06	134	2.452778019535577e-05
AC097359.1	-0.04396077201377191	9.091693850032026e-06	70	2.452778019535577e-05
ANKRD18CP	-0.04396439355041944	9.076254206208469e-06	91	2.4493072821412926e-05
GABARAP	-0.04398423184309747	8.992121349826171e-06	356	2.42717438835388e-05
PHF7	-0.04398886631477644	8.972574506309662e-06	677	2.422183288522196e-05
HSPE1P3	-0.04399878148888097	8.930891449507895e-06	573	2.411214548832534e-05
RBM27	-0.0439993945403297	8.928320284352439e-06	2496	2.4108041281044877e-05
RPL29P2	-0.04401330834831496	8.870154969089137e-06	86	2.395380441264029e-05
DMXL2	-0.0440349851892587	8.780257857457404e-06	967	2.3722209038204705e-05
C19orf48	-0.04404420294745292	8.742294811284455e-06	2836	2.362242412312909e-05
RALGAPB	-0.04405821707958689	8.6848783806843e-06	2864	2.3472810215168667e-05
TERT	-0.04407469789688577	8.617816850370883e-06	99	2.329979760888818e-05
CATSPERB	-0.04408029177944557	8.595167661537695e-06	235	2.3246781726252995e-05
AC020907.1	-0.0440852331706012	8.5752076841365e-06	228	2.3195532294660735e-05
ADRA2A	-0.044099461885741285	8.517980104601988e-06	167	2.304345177961557e-05
GPX7	-0.0441031737994753	8.50311099891084e-06	643	2.300594009117915e-05
OLA1	-0.044106614825973535	8.489349164254036e-06	7056	2.297141572840145e-05
TMEM9B-AS1	-0.044110191687783185	8.475066639982023e-06	107	2.2935474113721996e-05
MAN1B1-DT	-0.044131430487457254	8.390731251497342e-06	950	2.2715283069378737e-05
ZFP1	-0.04413160285663164	8.390050097162956e-06	1003	2.2715283069378737e-05
FOXD3-AS1	-0.04413498103235342	8.376711161565022e-06	497	2.2682682165503302e-05
AC137767.1	-0.04414143194161531	8.35129562815728e-06	235	2.2616531182841993e-05
EEF1A1P24	-0.0441418825342836	8.349523122550785e-06	71	2.261440091924311e-05
RPL23AP61	-0.044148820635376514	8.322275918246615e-06	65	2.254326464486784e-05
TXLNB	-0.04415775780647448	8.287303207789582e-06	240	2.245383427596001e-05
C4orf19	-0.04416389250244619	8.26337841438816e-06	434	2.239165671225465e-05
AL355297.4	-0.044165985957423826	8.255229234587148e-06	81	2.2372217412920605e-05
OSMR-AS1	-0.04416676394640347	8.252202719486629e-06	215	2.236665792031009e-05
MIA3	-0.04418900310089145	8.166135512226817e-06	3808	2.2146466821879727e-05
NFXL1	-0.04419441125383451	8.14533560649885e-06	1622	2.209266975781845e-05
AC107982.3	-0.04420377300081577	8.109449705482459e-06	68	2.200314139393857e-05
PSEN2	-0.0442088561176265	8.090028205931645e-06	1386	2.1953042350367924e-05
LIN9	-0.0442089936644603	8.089503287229715e-06	1724	2.1953042350367924e-05
MARCH8	-0.04421589213195633	8.0632184479389e-06	1140	2.1885469738353153e-05
SDHAF4	-0.04425123362052526	7.929834126373937e-06	1485	2.152852825077114e-05
KRI1	-0.044257780049669286	7.905359517539118e-06	2640	2.1469705968897975e-05
MRPL23	-0.04426520946140257	7.877671243527017e-06	548	2.1397042390055975e-05
AC079834.1	-0.044282333868475104	7.814203857849426e-06	164	2.1227168177563965e-05
GZMH	-0.04428267541313323	7.812942992270493e-06	108	2.1226256823013214e-05
NPM1P46	-0.04428310976526797	7.811339794285725e-06	229	2.122441509136768e-05
MAN2C1	-0.044331612346508176	7.634280960025956e-06	2257	2.074823894088571e-05
ZNF280C	-0.04433773960764184	7.612188265422201e-06	1337	2.0690647521300444e-05
HASPIN	-0.044343814752025285	7.5903438367036135e-06	136	2.0633717341349546e-05
MZF1-AS1	-0.04435641628231674	7.545223374952005e-06	556	2.0513492209867145e-05
FTH1P21	-0.044356672656322975	7.544308080864374e-06	246	2.051343513025925e-05
CFTR	-0.04438116302767157	7.457361446199893e-06	451	2.028183031218083e-05
MYO9A	-0.044382415459256204	7.452940865175003e-06	2453	2.02722112611626e-05
ERCC6L2	-0.044386566963545974	7.438305629944539e-06	1683	2.023480248335719e-05
ZDHHC24	-0.044390075416046164	7.425958761955143e-06	1279	2.020361073202788e-05
TMEM237	-0.0444197573139832	7.3222841361868515e-06	3354	1.9926272810043184e-05
CAMK1	-0.04442139316344978	7.316610772924829e-06	486	1.9913196239837413e-05
RPL21P107	-0.04442773405831946	7.294659325446641e-06	45	1.985580818880919e-05
IL17RC	-0.04443707137111781	7.262449230469944e-06	889	1.977517336758305e-05
AL161457.2	-0.04446120217884778	7.179835991187133e-06	358	1.955486558606631e-05
PRLR	-0.044465728178900765	7.1644413750773055e-06	66	1.95175720025562e-05
ACOXL	-0.04446644579422586	7.16200339828491e-06	94	1.951324788571793e-05
AC021006.1	-0.0444671921860975	7.159468499710197e-06	110	1.9508658641762e-05
RBAK	-0.04447290668909583	7.140089294479864e-06	2109	1.9458164219648228e-05
IL2RB	-0.04448505285931911	7.099065293512731e-06	149	1.9355563972732085e-05
TNRC6C	-0.044485138628443936	7.098776409124699e-06	1889	1.9355563972732085e-05
MAEL	-0.044488482988623915	7.087520820122431e-06	22	1.932868298323247e-05
WDR77	-0.04448963396223176	7.083651117477763e-06	1807	1.9320426793425082e-05
FAM189A2	-0.04449919977011244	7.05156787872636e-06	304	1.923520799170237e-05
CEP57	-0.044505380390282186	7.030912337571329e-06	4385	1.918114500466355e-05
AL357054.4	-0.04451377212504591	7.002959879187081e-06	130	1.9107159951087577e-05
ZNF92	-0.04453112943283863	6.945480400442066e-06	1550	1.8952584989928637e-05
ARHGAP8	-0.04453125964918035	6.94505089334363e-06	127	1.8952584989928637e-05
ZFY	-0.04453948866030405	6.917959691017102e-06	254	1.8886474576594892e-05
RPL23P2	-0.04454594745843393	6.896767131509782e-06	174	1.8830858762358216e-05
RPL7P44	-0.04455907054316177	6.85389884507991e-06	149	1.8716039489100353e-05
NEUROD2	-0.044574734272734014	6.803064795161372e-06	612	1.8579438060651453e-05
AC090013.1	-0.044581747058181596	6.780423000996404e-06	94	1.8519807429966126e-05
RPL6P25	-0.044606674955021935	6.700521688920029e-06	92	1.8303747350297442e-05
FAM81A	-0.04461618158237978	6.670287990697869e-06	533	1.822332848149449e-05
ZNF444	-0.044635631384385754	6.608838319729221e-06	1853	1.8059749032398004e-05
FES	-0.04463602860803307	6.6075889921763835e-06	278	1.8058486393725947e-05
USP22	-0.04464854680852618	6.568332923331764e-06	6546	1.795547855981218e-05
ZNF709	-0.04465907475235486	6.5354909388668775e-06	53	1.7867829696749514e-05
CCS	-0.044668531717232896	6.506123852872098e-06	1122	1.7791782181351955e-05
GGT5	-0.04467548562664863	6.484610185256535e-06	441	1.7735064794254728e-05
C2orf91	-0.044675610297171035	6.484225107294404e-06	32	1.7735064794254728e-05
PDE8A	-0.044699760238714505	6.410042711156007e-06	1425	1.753949179392777e-05
PARVA	-0.044716854237854015	6.358025814069111e-06	4040	1.7399235996554195e-05
COL4A2	-0.044727703084575986	6.325222598405797e-06	1139	1.731153274814845e-05
MTMR11	-0.044743168611052	6.278739916631749e-06	676	1.7186364702589388e-05
AL121658.1	-0.044750145974723	6.257876124440953e-06	148	1.7133344777086008e-05
AL136382.1	-0.04475248506282463	6.250896613871451e-06	44	1.7118322173947393e-05
CHURC1	-0.04475361089659029	6.247539939485836e-06	2338	1.7111172672468788e-05
ALKBH7	-0.04475475444878725	6.244132203052044e-06	3812	1.710388159465104e-05
GNPTAB	-0.04477032579273484	6.197906872840069e-06	2893	1.69853748923782e-05
RADIL	-0.04477139369601021	6.194748704884186e-06	170	1.6978748451742558e-05
AL162258.2	-0.04477854929460993	6.1736267556996325e-06	150	1.6922878886500735e-05
TSPYL4	-0.0447909141872836	6.137290284991518e-06	2288	1.6825285593060288e-05
EDEM2	-0.04479233910361669	6.133116084369112e-06	2207	1.6815851869861185e-05
AL138724.1	-0.04480196770844944	6.10498081851225e-06	414	1.674071129886838e-05
MSN	-0.044825178287589064	6.0376651032626505e-06	5562	1.6560081566260752e-05
HAUS8	-0.04482553137367645	6.036646582017675e-06	928	1.655926803376243e-05
AC106047.1	-0.0448333546164143	6.014121585183519e-06	401	1.649945232878119e-05
KAT14	-0.04484186568446682	5.989707520642e-06	1295	1.6434439127809353e-05
RPL21P18	-0.044858867385483635	5.941221644798268e-06	133	1.6303354718074253e-05
ADGRL1	-0.04486031504428675	5.937110571631117e-06	3080	1.6294022767656684e-05
OXER1	-0.04486093333030681	5.935355587689022e-06	78	1.6291155494843937e-05
SUPT16H	-0.04486346940236148	5.928162225684956e-06	5698	1.627335868032091e-05
MT1H	-0.044879011915198566	5.884259050902519e-06	75	1.61586416987432e-05
EEF1A1P29	-0.04488586714816696	5.864994006134315e-06	71	1.610766672805423e-05
AP3B2	-0.04488669933130382	5.862659460639108e-06	374	1.6103183176642303e-05
AC013404.1	-0.044890378826921956	5.852347927774335e-06	49	1.607678524159134e-05
TESPA1	-0.04489659327182018	5.834971773297232e-06	63	1.603097167755323e-05
FAM216A	-0.044903176322143794	5.816618819596225e-06	646	1.5984377918281804e-05
PSPC1P1	-0.04491565431397519	5.781982783969518e-06	101	1.589110005975231e-05
AL121769.1	-0.04493940181723596	5.71660969798484e-06	122	1.5717079378206433e-05
GTPBP3	-0.044940806504654	5.712765059179236e-06	2103	1.570839186375609e-05
DUSP22	-0.044941832192943856	5.709959306809724e-06	3035	1.570255923505592e-05
AC098859.1	-0.044943305709515026	5.705930836164861e-06	35	1.5693362292559902e-05
SLC16A4	-0.0449446643705828	5.702218781263465e-06	1127	1.568691465634701e-05
AC092069.1	-0.0449543015244344	5.675954969209413e-06	439	1.561653533449988e-05
MTHFSD	-0.04495644795821967	5.670121150148259e-06	724	1.560235591915796e-05
ELOA-AS1	-0.04496206191248979	5.65489003476761e-06	752	1.5562311651769578e-05
ANKRD42	-0.044976343973130266	5.616317965567473e-06	1483	1.5458015538059358e-05
TRRAP	-0.04498005667082605	5.606332265224762e-06	2162	1.5432383235296485e-05
AC099522.2	-0.04498331082293637	5.597593849079234e-06	101	1.5410178553790144e-05
EEF1D	-0.044985188372745316	5.5925579728557845e-06	9094	1.539816285936454e-05
AC005730.3	-0.04498760991496919	5.5860694282224514e-06	26	1.538214412299719e-05
AKAP12	-0.045013733362735016	5.51652799940266e-06	1387	1.5196123363792268e-05
AC022497.1	-0.045059455948653335	5.3968028605917435e-06	50	1.487167996350954e-05
AZIN2	-0.045075127789375294	5.356341380118433e-06	165	1.4761955854518395e-05
EHHADH	-0.045094008148903894	5.307981761278897e-06	1525	1.463395260098742e-05
SLIT1	-0.04509836814559004	5.296873743474007e-06	107	1.4606515458346481e-05
HIST2H2AC	-0.04511142280388171	5.263747140341988e-06	199	1.451723360648846e-05
C12orf66	-0.045113784648814166	5.2577751110706475e-06	1032	1.450250667360973e-05
RPL5P8	-0.045116355065536885	5.251283070045426e-06	80	1.448634167897799e-05
MTND4P12	-0.04512356680499678	5.233109493895627e-06	3262	1.4437943898361547e-05
SERPINH1	-0.04512480570213562	5.229993540976586e-06	5166	1.4431082863337055e-05
TAF1A-AS1	-0.045126032533889845	5.2269096841382034e-06	197	1.442430875057292e-05
CCND1	-0.045127806048990436	5.222454719933555e-06	3519	1.4413748810713017e-05
BIN1	-0.04512995972697621	5.217049696599958e-06	1642	1.4400563891770137e-05
SYN2	-0.045144668071251934	5.180279514373223e-06	107	1.4300788482451919e-05
AC016590.3	-0.04515130234387772	5.163775455994948e-06	139	1.4256942875494957e-05
TCTA	-0.04517935069120143	5.094554335396558e-06	2709	1.4067519844146654e-05
GABRA5	-0.04518793353265972	5.073550689338686e-06	101	1.401120945245013e-05
NTN1	-0.045201864259232796	5.03963626348939e-06	827	1.3920902771184928e-05
NCOA4	-0.045202174944324235	5.038882379157179e-06	5943	1.3920496689522748e-05
SLC45A3	-0.0452068129472345	5.027640991093455e-06	533	1.3892787501951773e-05
AC093227.1	-0.045209807334566254	5.020396086812486e-06	122	1.3874439209554795e-05
ZNF382	-0.04522055060363485	4.994484986519348e-06	109	1.3804494110227836e-05
CTSD	-0.045220785118587535	4.99392080341898e-06	7710	1.3804494110227836e-05
ADRA2B	-0.045225883613819004	4.981670199804952e-06	154	1.3772393761977339e-05
CBX3P3	-0.04522695264906252	4.9791051865274596e-06	89	1.3766961760916932e-05
RPL30	-0.04522706420168123	4.97883760316979e-06	10084	1.3766961760916932e-05
