cohort	patient	split	family	ligand	receptor	axis	detected	n_high	n_low	n_tnk	lig_prop_high	lig_prop_low	rec_prop	d_cellchat_hill	d_cellchat_hill_pop	d_cellchat_prod	d_cpdb_means	d_conn_prod	d_natmi_spec	d_sca_lrscore	d_liana_logfc	d_cp10k_log2fc	d_cp10k_log2fc_trim	d_cp10k_delta	d_cp10k_delta_trim	d_expr_prop_pp	d_conn_z
GSE123902	LX255B	q4q1	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	57	57	1583	0.017543859649122806	0.03508771929824561	0.013897662665824383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	q4q1	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	57	57	1583	0.017543859649122806	0.03508771929824561	0.006948831332912192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	q4q1	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	False	57	57	1583	0.42105263157894735	0.05263157894736842	0.029058749210360075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	q4q1	mhc_cd8	HLA-A	CD8A	HLA-A-CD8A	False	57	57	1583	0.9473684210526315	0.6842105263157895	0.08022741629816804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	q4q1	mhc_cd8	HLA-B	CD8A	HLA-B-CD8A	False	57	57	1583	0.8596491228070176	0.6491228070175439	0.08022741629816804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	q4q1	mhc_cd8	HLA-C	CD8A	HLA-C-CD8A	False	57	57	1583	0.8947368421052632	0.6666666666666666	0.08022741629816804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	F11R	ITGAL_ITGB2	F11R-LFA1	False	22	22	1583	0.22727272727272727	0.045454545454545456	0.018951358180669616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	F11R	F11R	F11R-F11R	False	22	22	1583	0.22727272727272727	0.045454545454545456	0.003790271636133923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	NECTIN2	TIGIT	NECTIN2-TIGIT	False	22	22	1583	0.13636363636363635	0.0	0.054958938723941884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	NECTIN2	CD96	NECTIN2-CD96	False	22	22	1583	0.13636363636363635	0.0	0.07327858496525584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	CDH1	ITGAE_ITGB7	CDH1-integrin	False	22	22	1583	0.18181818181818182	0.0	0.013897662665824383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	CDH1	KLRG1	CDH1-KLRG1	False	22	22	1583	0.18181818181818182	0.0	0.012002526847757423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	LGALS9	HAVCR2	LGALS9-TIM3	False	22	22	1583	0.045454545454545456	0.09090909090909091	0.025268477574226154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	LGALS9	CD44	LGALS9-CD44	False	22	22	1583	0.045454545454545456	0.09090909090909091	0.1396083385975995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	LGALS9	PTPRC	LGALS9-CD45	False	22	22	1583	0.045454545454545456	0.09090909090909091	0.2242577384712571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	ifn_recruit	CXCL9	CXCR3	CXCL9-CXCR3	False	22	22	1583	0.0	0.0	0.027163613392293114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	ifn_recruit	CXCL10	CXCR3	CXCL10-CXCR3	False	22	22	1583	0.0	0.0	0.027163613392293114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	ifn_recruit	CXCL11	CXCR3	CXCL11-CXCR3	False	22	22	1583	0.0	0.0	0.027163613392293114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	22	22	1583	0.0	0.09090909090909091	0.013897662665824383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	22	22	1583	0.0	0.09090909090909091	0.006948831332912192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	False	22	22	1583	0.22727272727272727	0.09090909090909091	0.029058749210360075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	mhc_cd8	HLA-A	CD8A	HLA-A-CD8A	False	22	22	1583	0.9090909090909091	0.6363636363636364	0.08022741629816804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	mhc_cd8	HLA-B	CD8A	HLA-B-CD8A	False	22	22	1583	0.7272727272727273	0.5909090909090909	0.08022741629816804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	mhc_cd8	HLA-C	CD8A	HLA-C-CD8A	False	22	22	1583	0.7272727272727273	0.5454545454545454	0.08022741629816804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	barrier	F11R	ITGAL_ITGB2	F11R-LFA1	False	36	36	49	0.5	0.2222222222222222	0.04081632653061224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	barrier	F11R	F11R	F11R-F11R	False	36	36	49	0.5	0.2222222222222222	0.061224489795918366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	barrier	NECTIN2	TIGIT	NECTIN2-TIGIT	False	36	36	49	0.4722222222222222	0.1388888888888889	0.08163265306122448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	barrier	NECTIN2	CD96	NECTIN2-CD96	True	36	36	49	0.4722222222222222	0.1388888888888889	0.14285714285714285	0.029532596469807552	0.003558192758195514	0.02376523922466097	0.06929757748558094	0.0387437206822928	0.3114788520871856	0.07965669851004598	0.19995054276813248	0.16908007507291853	0.2386440481267084	0.17416382470229097	0.18634338852244536	33.33333333333333	1.2398040911420851
GSE123902	LX653	q4q1	barrier	CDH1	ITGAE_ITGB7	CDH1-integrin	False	36	36	49	0.75	0.25	0.061224489795918366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	barrier	CDH1	KLRG1	CDH1-KLRG1	False	36	36	49	0.75	0.25	0.04081632653061224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	barrier	LGALS9	HAVCR2	LGALS9-TIM3	True	36	36	49	0.19444444444444445	0.08333333333333333	0.14285714285714285	0.0068252038775664554	0.0008223249532154379	0.004050466508800799	0.016271340254568417	0.00628099682942653	0.11485508413427267	0.0379871301681492	0.0469491637877656	0.03823634162297004	0.06261468572433224	0.02926917078936836	0.044356799317406145	11.111111111111112	0.8520373548995492
GSE123902	LX653	q4q1	barrier	LGALS9	CD44	LGALS9-CD44	True	36	36	49	0.19444444444444445	0.08333333333333333	0.4489795918367347	0.04379131574891097	0.005276134210851646	0.05984906358854689	0.016271340254568334	0.03244983280177052	0.04150906514014015	0.0543805553677405	0.0469491637877656	0.03823634162297004	0.06261468572433224	0.02926917078936836	0.044356799317406145	11.111111111111112	0.7106141495987717
GSE123902	LX653	q4q1	barrier	LGALS9	PTPRC	LGALS9-CD45	True	36	36	49	0.19444444444444445	0.08333333333333333	0.5102040816326531	0.04746570219972473	0.0057188374209626676	0.07452210419721715	0.016271340254568445	0.03894365245278393	0.11485508413427267	0.05559506015750837	0.0469491637877656	0.03823634162297004	0.06261468572433224	0.02926917078936836	0.044356799317406145	11.111111111111112	0.8520373548995492
GSE123902	LX653	q4q1	ifn_recruit	CXCL9	CXCR3	CXCL9-CXCR3	False	36	36	49	0.0	0.0	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	ifn_recruit	CXCL10	CXCR3	CXCL10-CXCR3	False	36	36	49	0.0	0.027777777777777776	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	ifn_recruit	CXCL11	CXCR3	CXCL11-CXCR3	False	36	36	49	0.0	0.0	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	36	36	49	0.08333333333333333	0.16666666666666666	0.061224489795918366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	36	36	49	0.08333333333333333	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	True	36	36	49	0.6388888888888888	0.25	0.22448979591836735	0.12311891736666698	0.0148338071330374	0.18765048732995693	0.18690246648410708	0.19657866902170038	0.33397903233046844	0.11306400666605193	0.539286523053074	0.5532132494653231	0.6666964729029121	0.7218661337231693	0.7274809578354539	38.888888888888886	1.86106438659854
GSE123902	LX653	q4q1	mhc_cd8	HLA-A	CD8A	HLA-A-CD8A	True	36	36	49	0.9444444444444444	0.7777777777777778	0.1836734693877551	0.007548452607804457	0.0009094645447829466	0.03926877275028545	0.1401430755053268	0.11911983325249664	0.03542111856010477	0.014387443084874052	0.404367440092925	-0.06899100449678534	0.14204342164149072	-0.5918085793696175	1.1011739894530912	16.666666666666664	0.7116080318061099
GSE123902	LX653	q4q1	mhc_cd8	HLA-B	CD8A	HLA-B-CD8A	True	36	36	49	0.9722222222222222	0.8333333333333334	0.1836734693877551	0.004806645381677244	0.0005791218122586372	0.027656525811267763	0.1345467066815722	0.11436299087051416	0.029648152353554114	0.011144426093053106	0.3882197329948924	-0.2971925457402683	0.043593272125198965	-4.151527800129585	0.4959639206739084	13.888888888888884	0.9202058601812799
GSE123902	LX653	q4q1	mhc_cd8	HLA-C	CD8A	HLA-C-CD8A	True	36	36	49	0.7777777777777778	0.7222222222222222	0.1836734693877551	-0.007106930657511473	-0.000856268402421298	-0.0275751154637075	-0.08251667010051889	-0.0701381209701758	-0.029058951335255878	-0.013297844458801222	-0.2380927814893784	-0.5395511469261633	-0.5095342338536295	-2.6794724050183722	-1.9859330956865717	5.555555555555558	-0.4063715196815302
GSE123902	LX653	decile	barrier	F11R	ITGAL_ITGB2	F11R-LFA1	False	14	14	49	0.42857142857142855	0.21428571428571427	0.04081632653061224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	barrier	F11R	F11R	F11R-F11R	False	14	14	49	0.42857142857142855	0.21428571428571427	0.061224489795918366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	barrier	NECTIN2	TIGIT	NECTIN2-TIGIT	False	14	14	49	0.2857142857142857	0.07142857142857142	0.08163265306122448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	barrier	NECTIN2	CD96	NECTIN2-CD96	True	14	14	49	0.2857142857142857	0.07142857142857142	0.14285714285714285	0.015337804328428436	0.0017746219884132075	0.009919986101783611	0.010960576985743348	0.006127970827562718	0.13624467899687243	0.02969288147700397	0.03162554012522723	0.00891131236167761	0.09662341111672682	0.006701991681703073	0.06926793881526423	21.428571428571427	0.7974481334392136
GSE123902	LX653	decile	barrier	CDH1	ITGAE_ITGB7	CDH1-integrin	False	14	14	49	0.7857142857142857	0.14285714285714285	0.061224489795918366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	barrier	CDH1	KLRG1	CDH1-KLRG1	False	14	14	49	0.7857142857142857	0.14285714285714285	0.04081632653061224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	barrier	LGALS9	HAVCR2	LGALS9-TIM3	False	14	14	49	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	barrier	LGALS9	CD44	LGALS9-CD44	False	14	14	49	0.07142857142857142	0.07142857142857142	0.4489795918367347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	barrier	LGALS9	PTPRC	LGALS9-CD45	False	14	14	49	0.07142857142857142	0.07142857142857142	0.5102040816326531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	ifn_recruit	CXCL9	CXCR3	CXCL9-CXCR3	False	14	14	49	0.0	0.0	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	ifn_recruit	CXCL10	CXCR3	CXCL10-CXCR3	False	14	14	49	0.0	0.0	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	ifn_recruit	CXCL11	CXCR3	CXCL11-CXCR3	False	14	14	49	0.0	0.0	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	14	14	49	0.07142857142857142	0.21428571428571427	0.061224489795918366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	14	14	49	0.07142857142857142	0.21428571428571427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	True	14	14	49	0.5	0.2857142857142857	0.22448979591836735	0.04834151241685483	0.005593232841619566	0.07810377450823291	0.05327770461074538	0.05603596601975397	0.09850165158064378	0.030397841073002307	0.15372696046373877	-0.0679552706794452	0.19451371207223683	-0.08980728315531072	0.22422606440036108	21.42857142857143	0.8346609721724113
GSE123902	LX653	decile	mhc_cd8	HLA-A	CD8A	HLA-A-CD8A	True	14	14	49	0.9285714285714286	0.7142857142857143	0.1836734693877551	0.018349685787188263	0.0021231041406664097	0.09076756326007634	0.27886521684835164	0.23703189052415463	0.07507598617888775	0.03064501203615777	0.8046349308470844	0.04882544753066811	0.615059955931703	0.42770342936567474	4.460884940033748	21.42857142857143	1.1422119996097462
GSE123902	LX653	decile	mhc_cd8	HLA-B	CD8A	HLA-B-CD8A	True	14	14	49	1.0	0.7142857142857143	0.1836734693877551	0.01675348572572577	0.0019384198360343843	0.08900858501280129	0.3858592716129019	0.3279754774021043	0.09292403289288192	0.03609513861674396	1.113354515273922	0.15436426706395487	0.5495100815616432	1.8816302188795397	5.45390692606105	28.57142857142857	1.5331756368480285
GSE123902	LX653	decile	mhc_cd8	HLA-C	CD8A	HLA-C-CD8A	True	14	14	49	0.7857142857142857	0.7142857142857143	0.1836734693877551	-0.010293807762377288	-0.0011910190799444796	-0.042050894231984826	-0.10798879139018525	-0.09178910036870547	-0.0380482602403428	-0.016341578886914232	-0.3115897876204261	-0.3239635128335355	-0.4839800205271436	-1.8014084823128975	-2.3663943064932553	7.14285714285714	-0.5891473364360915
GSE123902	LX661	q4q1	barrier	F11R	ITGAL_ITGB2	F11R-LFA1	True	29	29	3726	0.7931034482758621	0.27586206896551724	0.11084272678475578	0.029426875410920594	0.00022206634447057136	0.06416378137818383	0.2535478366152383	0.1591242610366806	0.27334503575027835	0.0968108119338173	0.7315844130258589	0.2621124695281296	0.774152861807831	0.4847398128622393	1.1720941921543166	51.724137931034484	1.2364658792755872
GSE123902	LX661	q4q1	barrier	F11R	F11R	F11R-F11R	False	29	29	3726	0.7931034482758621	0.27586206896551724	0.04294149221685454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	barrier	NECTIN2	TIGIT	NECTIN2-TIGIT	True	29	29	3726	0.27586206896551724	0.13793103448275862	0.17954911433172302	0.026736308651063287	0.00020176230890538835	0.02227687675230134	0.02860578848794218	0.016764483623452328	0.12413500317341791	0.0317600679856489	0.08253885838454557	-0.09296423013515205	0.21385869793850526	-0.08879107752589044	0.1698440120621187	13.793103448275861	0.7556596826968089
GSE123902	LX661	q4q1	barrier	NECTIN2	CD96	NECTIN2-CD96	True	29	29	3726	0.27586206896551724	0.13793103448275862	0.4028448738593666	0.07561960571529715	0.0005706541784341154	0.08801842573433166	0.028605788487942208	0.03375038344403419	0.11585231133734086	0.03617741724810303	0.08253885838454557	-0.09296423013515205	0.21385869793850526	-0.08879107752589044	0.1698440120621187	13.793103448275861	0.7620933635894535
GSE123902	LX661	q4q1	barrier	CDH1	ITGAE_ITGB7	CDH1-integrin	True	29	29	3726	0.4827586206896552	0.10344827586206896	0.15754159957058508	0.06802478601757611	0.000513340793182207	0.07464298802061717	0.187290360471361	0.08717612435603707	0.39458104448485865	0.13741669452364955	0.5404057485166777	0.540276728082663	0.8289398136273546	0.6200499572772209	0.8015579972411983	37.931034482758626	1.5854524014844493
GSE123902	LX661	q4q1	barrier	CDH1	KLRG1	CDH1-KLRG1	False	29	29	3726	0.4827586206896552	0.10344827586206896	0.04938271604938271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	barrier	LGALS9	HAVCR2	LGALS9-TIM3	True	29	29	3726	0.4482758620689655	0.06896551724137931	0.1274825550187869	0.011348762958643708	8.564206254646297e-05	0.009246241400663756	0.13117318042709444	0.03597441465354257	0.4415377741940647	0.11187862654577704	0.3784857937996049	0.3840527934771534	0.5325537674499556	0.3732566103921814	0.44648741112255225	37.93103448275862	2.206613849401907
GSE123902	LX661	q4q1	barrier	LGALS9	CD44	LGALS9-CD44	True	29	29	3726	0.4482758620689655	0.06896551724137931	0.8129361245303274	0.2828536931969403	0.0021345210726971993	0.4829347250821131	0.13117318042709447	0.4067536320736709	0.22649073431500072	0.16800663492335144	0.3784857937996049	0.3840527934771534	0.5325537674499556	0.3732566103921814	0.44648741112255225	37.93103448275862	2.194513440721904
GSE123902	LX661	q4q1	barrier	LGALS9	PTPRC	LGALS9-CD45	True	29	29	3726	0.4482758620689655	0.06896551724137931	0.8542673107890499	0.28667948584151043	0.002163391952646852	0.4971417603959761	0.13117318042709447	0.4284252035691961	0.4415377741940647	0.16825472348262838	0.3784857937996049	0.3840527934771534	0.5325537674499556	0.3732566103921814	0.44648741112255225	37.93103448275862	2.206613849401907
GSE123902	LX661	q4q1	ifn_recruit	CXCL9	CXCR3	CXCL9-CXCR3	False	29	29	3726	0.034482758620689655	0.0	0.16210413311862587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	ifn_recruit	CXCL10	CXCR3	CXCL10-CXCR3	False	29	29	3726	0.06896551724137931	0.0	0.16210413311862587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	ifn_recruit	CXCL11	CXCR3	CXCL11-CXCR3	False	29	29	3726	0.0	0.0	0.16210413311862587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	29	29	3726	0.13793103448275862	0.3103448275862069	0.048577563070316694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	29	29	3726	0.13793103448275862	0.3103448275862069	0.02522812667740204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	True	29	29	3726	0.4827586206896552	0.13793103448275862	0.273215244229737	0.09813293230886368	0.0007405482656823347	0.11528473434306122	0.10023184615240527	0.08963005899310963	0.2755817401268413	0.08536381199086301	0.28920797476644117	0.21971550413174065	0.4346444261427761	0.24130048971623042	0.38693810453208266	34.48275862068966	1.7919282109774637
GSE123902	LX661	q4q1	mhc_cd8	HLA-A	CD8A	HLA-A-CD8A	True	29	29	3726	0.9655172413793104	0.7241379310344828	0.20343531937734835	0.010619588599416474	8.013943672655782e-05	0.06850827748483573	0.2691181527424571	0.19910594109496604	0.0567024914464683	0.02931279562517819	0.7765108487494832	0.08485791372209421	0.2688149247727277	0.8567137650036756	2.498828725460857	24.13793103448276	0.9686681705654134
GSE123902	LX661	q4q1	mhc_cd8	HLA-B	CD8A	HLA-B-CD8A	True	29	29	3726	1.0	0.7931034482758621	0.20343531937734835	0.007418012293779641	5.5979129632841625e-05	0.05143342265375528	0.28029838170655275	0.20737758678987295	0.053608202358339935	0.02730250572692272	0.8087701705144902	0.22701186052556105	0.2550733220887492	2.5640462225866667	2.658426200359701	20.68965517241379	0.9433166260488248
