sample,dataset,ring,n_qc,n_index,n_used,rho_raw,p_raw,rho_partialEpi,p_partialEpi
P15_T1,E-MTAB-13530,3,2622,1075,1072,0.03304912190824434,0.2796491700063235,0.01703082089688611,0.5775254114057538
P15_T2,E-MTAB-13530,1,3127,1230,1219,0.0013410225252192853,0.9626943958415578,0.004572074353437924,0.873300722854638
P15_T2,E-MTAB-13530,2,3127,1230,1225,0.04638615330749809,0.10464682633341167,0.03586439469752011,0.20970541450222108
P15_T2,E-MTAB-13530,3,3127,1230,1225,0.037605180064104744,0.18840813680870105,0.030866206188837685,0.2803775776138948
P16_T1,E-MTAB-13530,1,2245,936,916,-0.17382636797470952,1.1959749033875003e-07,-0.11453582410592451,0.0005143202017077558
P16_T1,E-MTAB-13530,2,2245,936,923,-0.1098241581207489,0.0008313174018444951,-0.06875987353210782,0.03674109704176353
P16_T1,E-MTAB-13530,3,2245,936,922,-0.0169669791163499,0.6068806756594891,0.014940608211070615,0.6504960004168012
P16_T2,E-MTAB-13530,1,2186,909,891,-0.2652414582969643,8.220227583943377e-16,-0.1931632035577216,6.15166572775014e-09
P16_T2,E-MTAB-13530,2,2186,909,896,-0.10403866447699753,0.001818761133048294,-0.06476589963352168,0.05262528702055324
P16_T2,E-MTAB-13530,3,2186,909,894,-0.053914252879609624,0.10719203858423014,-0.03348632498954642,0.3172547794367637
P17_T1,E-MTAB-13530,1,2655,1203,1180,-0.12120986441692205,2.984006357320113e-05,-0.12743061995635602,1.130086092926512e-05
P17_T1,E-MTAB-13530,2,2655,1203,1185,-0.06783963206768955,0.019515946123465324,-0.08757325456820622,0.0025510168527426483
P17_T1,E-MTAB-13530,3,2655,1203,1187,-0.07056365045032426,0.015032708632242096,-0.09908985850928566,0.0006290960329144717
P17_T2,E-MTAB-13530,1,2950,1334,1308,-0.18140370034480616,3.8605393997614864e-11,-0.17882735258020732,7.321831619258621e-11
P17_T2,E-MTAB-13530,2,2950,1334,1320,-0.1534318611239922,2.1143028447391595e-08,-0.15582978619498958,1.2628838277638396e-08
P17_T2,E-MTAB-13530,3,2950,1334,1323,-0.12418676647231594,5.889125605038378e-06,-0.12763636106983345,3.205430529686655e-06
P19_T1,E-MTAB-13530,1,2509,1060,1046,-0.11044094910607954,0.0003455006225829887,-0.10471388345167944,0.0006940272809683591
P19_T1,E-MTAB-13530,2,2509,1060,1057,-0.06378959368814684,0.038120579496967504,-0.06460150441828981,0.03572858782056206
P19_T1,E-MTAB-13530,3,2509,1060,1057,-0.0034052678010818957,0.9119495569411622,-0.0017917725559909363,0.9536017482470099
P19_T2,E-MTAB-13530,1,2366,1007,986,-0.09412465967913042,0.003092454132510236,-0.08373524218168113,0.008522783875554775
P19_T2,E-MTAB-13530,2,2366,1007,995,-0.046960073054096316,0.13880776740865608,-0.033566465085847166,0.2901580407592301
P19_T2,E-MTAB-13530,3,2366,1007,997,-0.02833265396471849,0.3714988200775231,-0.025049301028614013,0.4294862391426292
P24_T1,E-MTAB-13530,1,3352,1511,1498,-0.17738891979286905,4.683973025828872e-12,-0.10265567300232918,6.880272644772378e-05
P24_T1,E-MTAB-13530,2,3352,1511,1508,-0.10684177176969215,3.218219899611171e-05,-0.07912428550993335,0.002105693642161935
P24_T1,E-MTAB-13530,3,3352,1511,1510,-0.04379907447803722,0.088871107492937,-0.01755196530635133,0.4955333111013956
P24_T2,E-MTAB-13530,1,3367,1491,1468,-0.22875422746893748,6.988937106541768e-19,-0.19490554353958792,4.9320020213012464e-14
P24_T2,E-MTAB-13530,2,3367,1491,1479,-0.0958237479066823,0.00022377243863322093,-0.07177702478297822,0.00575166393332178
P24_T2,E-MTAB-13530,3,3367,1491,1479,-0.04981090329570561,0.05546885685614202,-0.031954346180988726,0.21938410791057159
P25_T1,E-MTAB-13530,1,1256,559,553,-0.23803067624292484,1.4574667424174191e-08,-0.2330071728160179,2.9653899733423978e-08
P25_T1,E-MTAB-13530,2,1256,559,555,-0.15884851018841684,0.00017150269369581794,-0.15586704019553405,0.00022757536972398208
P25_T1,E-MTAB-13530,3,1256,559,556,-0.10509876208373269,0.013157219748108259,-0.10526699412947683,0.013010699776204003
P25_T2,E-MTAB-13530,1,1410,626,617,-0.2594838764599043,5.957328098562493e-11,-0.2567757728888159,9.537725940677948e-11
P25_T2,E-MTAB-13530,2,1410,626,623,-0.14510592640603992,0.0002792609422002061,-0.14543367864477733,0.0002704112284136395
P25_T2,E-MTAB-13530,3,1410,626,625,-0.08280204348776622,0.038502761642301216,-0.0774829687884001,0.052854486564904456
TD1,GSE189487,1,4092,1758,1755,-0.2445700991174733,2.56708162951067e-25,-0.18636497471181876,3.5231276649745314e-15
TD1,GSE189487,2,4092,1758,1755,-0.24340446756673642,4.382279268035169e-25,-0.1787161520841518,4.61506173551286e-14
TD1,GSE189487,3,4092,1758,1755,-0.21885813709395993,1.7813611977921504e-20,-0.16436724624479004,4.26667297522889e-12
TD2,GSE189487,1,4409,1759,1758,-0.052671473792301124,0.02721649570895848,-0.04903499589793309,0.039807714352917634
TD2,GSE189487,2,4409,1759,1759,-0.05018373837608825,0.03532983033967893,-0.04488233422827718,0.05983671595107166
TD2,GSE189487,3,4409,1759,1759,-0.06037075886445531,0.0113256893858185,-0.05502551524829444,0.0210045844499896
TD3,GSE189487,1,1137,481,469,-0.07230665372371872,0.11787131509056316,-0.05982770273021148,0.1958885088327408
TD3,GSE189487,2,1137,481,476,-0.04187623379190632,0.36196386756074644,-0.02715011724650138,0.5545893372778022
TD3,GSE189487,3,1137,481,478,-0.05826154330357179,0.20354028234461993,-0.04197411792097108,0.3598295672183222
TD5,GSE189487,1,1699,777,754,-0.0984559558305113,0.006818136909231684,-0.06649221617928658,0.0680305538385544
TD5,GSE189487,2,1699,777,762,-0.09242389037516845,0.010692890157408751,-0.0673042474592483,0.06331887206562523
TD5,GSE189487,3,1699,777,769,-0.1276020542293432,0.0003892493400319277,-0.10995133564419977,0.0022630485969538983
TD6,GSE189487,1,3909,1541,1533,-0.020237654129503665,0.42847110555468637,-0.01728193768233027,0.4989469026531942
TD6,GSE189487,2,3909,1541,1537,-0.061906334416035026,0.015208888026104454,-0.06128103629120616,0.016270001680189317
TD6,GSE189487,3,3909,1541,1538,-0.04115028206826264,0.10670629322094707,-0.04068282176691243,0.1107490846569026
TD8,GSE189487,1,1760,726,716,-0.1076673070235342,0.003922406282113635,-0.09934931247663537,0.007806042086720484
TD8,GSE189487,2,1760,726,724,-0.14343432682568522,0.00010759358263772283,-0.1381350804618781,0.00019277591662655714
TD8,GSE189487,3,1760,726,724,-0.15004936328906507,5.047664690134252e-05,-0.1423350189603394,0.00012163474807965865
