sample,group,dataset,ring,n_spots,rho_CLDN4_vs_Tnb,p_CLDN4_vs_Tnb,n_CLDN4_vs_Tnb,rho_CLDN4_vs_Bnb,p_CLDN4_vs_Bnb,n_CLDN4_vs_Bnb,rho_CLDN4_vs_TBnb,p_CLDN4_vs_TBnb,n_CLDN4_vs_TBnb,rho_epi_vs_TBnb,p_epi_vs_TBnb,n_epi_vs_TBnb,rho_CLDN4_vs_TBnb_partialEpi,p_CLDN4_vs_TBnb_partialEpi,n_partial
P10_B2,adjacent_normal,E-MTAB-13530,1,1514,-0.03652542085290879,0.1629004058347772,1461,-0.03968299765878679,0.1294932294701079,1461,-0.03704367475280581,0.1570112455444111,1461,-0.016003576850216243,0.5410534373531342,1461,-0.03424376828695356,0.19081771764358782,1461
P10_B2,adjacent_normal,E-MTAB-13530,2,1514,-0.03587963200876107,0.1661378067070645,1491,-0.04817418821572241,0.06292908749193014,1491,-0.04545758565019139,0.07930891914569015,1491,-0.018173218755624613,0.48317796427278176,1491,-0.041737341335503664,0.1071854174070711,1491
P10_B2,adjacent_normal,E-MTAB-13530,3,1514,-0.03238124215367793,0.2115877997774092,1490,0.005811031554409502,0.8226620087762101,1490,-0.04205281929354338,0.10467150153346635,1490,-0.011848693494590647,0.6476725512898833,1490,-0.04144311108622438,0.10980505258398124,1490
P10_T1,tumor,E-MTAB-13530,1,2199,-0.35256551211541354,2.866900999825857e-64,2161,-0.13696967272393212,1.618987650491747e-10,2161,-0.330062005644383,4.351131734053496e-56,2161,-0.32587285021491014,1.2235160659058846e-54,2161,-0.24685182941756775,2.3111590526416363e-31,2161
P10_T1,tumor,E-MTAB-13530,2,2199,-0.34006746597452353,3.3277368201147096e-60,2182,-0.14618192459600515,6.818498849790633e-12,2182,-0.3213564057035007,1.3342824024248066e-53,2182,-0.3322269471516261,2.215033967728553e-57,2182,-0.2458089482313832,2.166694661024306e-31,2182
P10_T1,tumor,E-MTAB-13530,3,2199,-0.3370516186270178,2.264528212263788e-59,2192,-0.1516157696341595,9.62909134725047e-13,2192,-0.3216581388222037,6.085042708715987e-54,2192,-0.3149776043928898,1.1064497112119659e-51,2192,-0.24727839715052916,6.761788189860705e-32,2192
P10_T2,tumor,E-MTAB-13530,1,1981,-0.35954507923019124,2.609878114957843e-60,1941,-0.11609577272722407,2.9149834992244734e-07,1941,-0.3765107893688013,2.06288346283729e-66,1941,-0.4158249474732834,5.0738121495147676e-82,1941,-0.2643088926204535,2.192893368103078e-32,1941
P10_T2,tumor,E-MTAB-13530,2,1981,-0.36717035996772956,1.3177961533988502e-63,1960,-0.12280332408812034,4.927114515940336e-08,1960,-0.3915494287773018,8.011507467848477e-73,1960,-0.398732283306073,1.0858388116087017e-75,1960,-0.29078569276247007,1.6881283672069502e-39,1960
P10_T2,tumor,E-MTAB-13530,3,1981,-0.3877660383441233,1.1654454104082473e-71,1969,-0.1058832686882281,2.4935040519470043e-06,1969,-0.40501833072902127,1.3058861009247373e-78,1969,-0.3630834321759805,2.0489843739584534e-62,1969,-0.31806949779273425,1.5604685348319439e-47,1969
P10_T3,tumor,E-MTAB-13530,1,2604,-0.3123076391467042,1.544292525738434e-58,2538,-0.05727180220459122,0.0038990068653475952,2538,-0.3262888091070039,4.95042835155382e-64,2538,-0.40484120023516934,1.0410448161852276e-100,2538,-0.2284932599252483,2.0386832795511644e-31,2538
P10_T3,tumor,E-MTAB-13530,2,2604,-0.292907016782001,6.702321490029001e-52,2564,-0.07967882027595473,5.366385718031995e-05,2564,-0.31154173237001687,7.991883648946184e-59,2564,-0.41159013174362186,2.0847963627660744e-105,2564,-0.21011136274762857,5.658476855951003e-27,2564
P10_T3,tumor,E-MTAB-13530,3,2604,-0.30907035642965586,4.501017609330014e-58,2573,-0.12104659842442013,7.286631348268851e-10,2573,-0.3315121474213434,4.768469513783975e-67,2573,-0.417058327685308,7.867630293589745e-109,2573,-0.22603310891244144,3.6458057253223105e-31,2573
P10_T4,tumor,E-MTAB-13530,1,2468,-0.32355771132478284,1.04823408834146e-59,2404,-0.18308039353807595,1.4500750255929815e-19,2404,-0.33506104283854804,3.739658348903689e-64,2404,-0.32272045658349385,2.1712601581906396e-59,2404,-0.2763216894645787,2.189716274810437e-43,2404
P10_T4,tumor,E-MTAB-13530,2,2468,-0.33009894951890306,6.856329119885452e-63,2431,-0.14421948845061347,9.033144896902715e-13,2431,-0.3306739144155789,4.077537968975266e-63,2431,-0.2912147960780573,1.0017654027486722e-48,2431,-0.2798912927266901,5.3922870588113863e-45,2431
P10_T4,tumor,E-MTAB-13530,3,2468,-0.331751477479062,8.551189580819202e-64,2441,-0.15193891516091723,4.4616790762512144e-14,2441,-0.34212943672521295,5.499511674209315e-68,2441,-0.31848140139979253,1.1480642983575348e-58,2441,-0.28754162004677447,1.1008363649789372e-47,2441
P11_B1,adjacent_normal,E-MTAB-13530,1,2679,-0.17259282647899385,7.221669277076165e-19,2605,-0.17547460300477924,1.84905086275854e-19,2605,-0.17281012982946073,6.521916452661648e-19,2605,-0.15144524354351033,7.79952819238169e-15,2605,-0.1299192189089874,2.813463813141031e-11,2605
P11_B1,adjacent_normal,E-MTAB-13530,2,2679,-0.1702535378563816,1.4564481402016593e-18,2631,-0.18005706023527585,1.308836110323584e-20,2631,-0.1806098101201287,9.952867223523175e-21,2631,-0.1523983872843903,3.864546410839741e-15,2631,-0.13445212802526332,4.369768277014196e-12,2631
P11_B1,adjacent_normal,E-MTAB-13530,3,2679,-0.14096446097401716,3.4434216882145627e-13,2640,-0.14023313353854824,4.564019205547623e-13,2640,-0.14543659674500925,5.95418774631722e-14,2640,-0.19509407594034597,4.6573044168000495e-24,2640,-0.09214549145577972,2.112314943368325e-06,2640
P11_B2,adjacent_normal,E-MTAB-13530,1,2433,-0.16757305724427646,3.2205889865664024e-16,2343,-0.23662003981520016,3.5537751422440165e-31,2343,-0.2015476784876037,6.727188785691882e-23,2343,-0.11113886113915239,6.910944433541951e-08,2343,-0.16317870507134313,1.900042115465027e-15,2343
P11_B2,adjacent_normal,E-MTAB-13530,2,2433,-0.12689470293636892,5.668384953470067e-10,2370,-0.22919572964015483,1.2717320904130797e-29,2370,-0.16647370047359364,3.432047162488505e-16,2370,-0.1024170485976623,5.839664872367541e-07,2370,-0.13370287177168802,6.363681095312587e-11,2370
P11_B2,adjacent_normal,E-MTAB-13530,3,2433,-0.10721680007855995,1.5613524756263918e-07,2382,-0.20587770730539956,3.257237091532971e-24,2382,-0.1493118729210065,2.397114847360577e-13,2382,-0.10928031293646953,8.955936714878174e-08,2382,-0.10632928157558724,1.9767977403738217e-07,2382
P11_T1,tumor,E-MTAB-13530,1,1099,-0.3829789839424467,3.4467932865708987e-38,1055,-0.44152303714870467,1.4515180970808136e-51,1055,-0.4445772589365355,2.448460904873751e-52,1055,-0.46271019206698666,4.3100574651230775e-57,1055,-0.3478939711421253,2.2310978097761355e-31,1055
P11_T1,tumor,E-MTAB-13530,2,1099,-0.38520512513059124,2.7848182170346753e-39,1073,-0.40396788695681995,2.214191541550243e-43,1073,-0.42315889661608,7.436869993476579e-48,1073,-0.4494089496443599,1.8385425680646063e-54,1073,-0.3201916712987826,5.2738545384157756e-27,1073
P11_T1,tumor,E-MTAB-13530,3,1099,-0.3864108187889501,9.492167218152785e-40,1079,-0.3734968232546812,4.724714671763392e-37,1079,-0.394062521918681,2.0959196282646924e-41,1079,-0.44241204598811046,6.275271901011601e-53,1079,-0.2883857775424041,4.119881482751298e-22,1079
P11_T2,tumor,E-MTAB-13530,1,1159,-0.3802655359028195,1.3064910210837861e-39,1113,-0.4691298757153692,5.4859083827944195e-62,1113,-0.47390845796516096,2.172130422597189e-63,1113,-0.5140865806921359,4.207790798096779e-76,1113,-0.3544384137785032,2.7505615341531597e-34,1113
P11_T2,tumor,E-MTAB-13530,2,1159,-0.38798650064996926,7.22485726472744e-42,1129,-0.4486630801054419,5.201108039631508e-57,1129,-0.45192541314931056,6.47287312701603e-58,1129,-0.46770648647900426,1.958522578092e-62,1129,-0.3310802287279489,2.755691091504673e-30,1129
P11_T2,tumor,E-MTAB-13530,3,1159,-0.41746814156840245,2.9587395369364556e-49,1139,-0.44377548829133384,3.7628263534920103e-56,1139,-0.45475184238204813,3.2662144518635254e-59,1139,-0.4502461688316164,6.085658322778554e-58,1139,-0.3317322721654829,1.1628401790930805e-30,1139
P11_T3,tumor,E-MTAB-13530,1,1696,-0.1947206433365821,1.7446078359663753e-15,1641,-0.2734522601005097,1.5622858142348498e-29,1641,-0.2708914578244283,5.414886352422766e-29,1641,-0.289049364265143,6.0128232794142544e-33,1641,-0.16960773483459912,4.6585625670189355e-12,1641
P11_T3,tumor,E-MTAB-13530,2,1696,-0.1853084003793292,3.040887539098442e-14,1654,-0.2337575109456297,5.781001394063695e-22,1654,-0.25180782760986825,2.4489755291876667e-25,1654,-0.33470843657903016,1.3907279774314616e-44,1654,-0.13753329582416676,1.955713542170543e-08,1654
P11_T3,tumor,E-MTAB-13530,3,1696,-0.15204384048097971,4.498022866988833e-10,1665,-0.18730506981684134,1.3040930692528064e-14,1665,-0.19139171332528404,3.361858414546972e-15,1665,-0.3138398289949029,2.2294502898661368e-39,1665,-0.08396208681750134,0.0006046776445276744,1665
P11_T4,tumor,E-MTAB-13530,1,1706,-0.11214154301455873,4.901992170537297e-06,1652,-0.1721237946933073,1.8777972489659705e-12,1652,-0.15419384458384788,2.9736298185573704e-10,1652,-0.2690706508992565,8.569420226183828e-29,1652,-0.058608574081333534,0.01720119070573778,1652
P11_T4,tumor,E-MTAB-13530,2,1706,-0.06521602363637767,0.0076774098968658295,1670,-0.1703049231590263,2.4585218339236977e-12,1670,-0.12716542311248882,1.848266856103793e-07,1670,-0.272585803480575,7.710992105662833e-30,1670,-0.03614343567722118,0.13983631778312441,1670
P11_T4,tumor,E-MTAB-13530,3,1706,-0.033196021324328404,0.17357546136548102,1682,-0.13680800285094072,1.769681821525223e-08,1682,-0.09587314080169242,8.212287129543608e-05,1682,-0.2625630378454961,6.427830764472542e-28,1682,-0.010929911149219755,0.6541966694712472,1682
P15_B1,adjacent_normal,E-MTAB-13530,1,2833,-0.2436326293989617,6.67691585848636e-39,2784,-0.1886145648652447,1.0403023117047605e-23,2784,-0.23743102451446502,5.6052693599345915e-37,2784,-0.17238344527900748,5.182867913415439e-20,2784,-0.2041717403016373,1.3916962767553197e-27,2784
P15_B1,adjacent_normal,E-MTAB-13530,2,2833,-0.26596732781987886,8.638233785557432e-47,2815,-0.21591296039381386,4.771338026016109e-31,2815,-0.27743650453400837,6.422396063123375e-51,2815,-0.19345357162653895,3.872991160376862e-25,2815,-0.23520744423685588,1.0954341921666958e-36,2815
P15_B1,adjacent_normal,E-MTAB-13530,3,2833,-0.31072295203807,2.631095714950133e-64,2826,-0.23372961362330874,2.26570745553567e-36,2826,-0.32103247865195556,9.316149572348669e-69,2826,-0.23435736831668363,1.4568649247806442e-36,2826,-0.2672527504575409,2.0220694187348302e-47,2826
P15_B2,adjacent_normal,E-MTAB-13530,1,2809,-0.19223740847810109,4.8859597905984495e-24,2718,-0.16833781371997109,9.984704853684828e-19,2718,-0.20759683886628283,7.641998232052584e-28,2718,-0.18369136192847085,4.704392818331223e-22,2718,-0.1592900971097674,6.594903419927441e-17,2718
P15_B2,adjacent_normal,E-MTAB-13530,2,2809,-0.2603638009925175,3.2308052112860576e-44,2774,-0.1779353351295589,3.627423104779649e-21,2774,-0.2704127072234729,1.0942892699259563e-47,2774,-0.21467657181201447,2.7880515819176423e-30,2774,-0.21686455016625364,6.996220171124751e-31,2774
P15_B2,adjacent_normal,E-MTAB-13530,3,2809,-0.24515276688901705,1.95158081490216e-39,2788,-0.18034304215238528,8.238270206220758e-22,2788,-0.2604186818892061,1.8888052756302217e-44,2788,-0.23495193579578003,2.8360889649080957e-36,2788,-0.1975399371189352,6.306859381533574e-26,2788
P15_T1,tumor,E-MTAB-13530,1,2622,-0.058002178073591,0.0032304748482051204,2576,-0.014050592377514723,0.47595888950545406,2576,-0.05479395873996406,0.0054063395133979375,2576,-0.1261815833528551,1.3027245038614175e-10,2576,-0.02275748822534993,0.24824216732295581,2576
P15_T1,tumor,E-MTAB-13530,2,2622,-0.04456832124483652,0.022815054246379696,2609,0.03177410116659941,0.10467467212928025,2609,-0.017966269461755304,0.3589739098085451,2609,-0.09199058149513047,2.5205641401447173e-06,2609,-0.003915323217227506,0.841564061099769,2609
P15_T1,tumor,E-MTAB-13530,3,2622,-0.028821300868609765,0.1408610653613047,2612,0.035662713072287765,0.0684022729710043,2612,-0.00515517320541359,0.79228480707488,2612,-0.02510653865686534,0.1995880280802694,2612,0.012206532917725546,0.5329081811953282,2612
P15_T2,tumor,E-MTAB-13530,1,3127,-0.06120392307223798,0.0006587182209522994,3094,0.00990288899280994,0.5818896707711527,3094,-0.04242041134273614,0.01829019037376684,3094,-0.09171784469224016,3.2147432138903793e-07,3094,-0.014686409071310537,0.414141690032885,3094
P15_T2,tumor,E-MTAB-13530,2,3127,-0.02715209679954413,0.12999665617405828,3111,0.011247147986184192,0.5305986249115853,3111,-0.017126979641052077,0.33959470919856705,3111,-0.06127380404082498,0.0006274366538944229,3111,0.007715626953211824,0.6670626136222171,3111
P15_T2,tumor,E-MTAB-13530,3,3127,-0.04146122019482516,0.020641446466910643,3116,0.022526535867902556,0.20871309813036565,3116,-0.012292870540756947,0.4927429515619327,3116,-0.03487117733034529,0.051611525249767504,3116,0.005533956955707207,0.7574811075939284,3116
P16_B1,adjacent_normal,E-MTAB-13530,1,2533,-0.047034302488699296,0.021180230980133854,2401,-0.10059063271692223,7.856232815553425e-07,2401,-0.06291211020919513,0.002041391318137713,2401,-0.06594042031148448,0.0012253319162552929,2401,-0.028832209815554316,0.1578509958136688,2401
P16_B1,adjacent_normal,E-MTAB-13530,2,2533,-0.029546734319696556,0.14421633036504436,2444,-0.007341178901019771,0.7167962585944605,2444,-0.03464153088593461,0.08685886294933798,2444,-0.060240945516154554,0.002889043163401742,2444,-0.015107328881748042,0.45535398946681443,2444
P16_B1,adjacent_normal,E-MTAB-13530,3,2533,-0.02183787546451543,0.27952834112107977,2454,-0.004195601422246111,0.8354349859868145,2454,-0.02905459720679674,0.15018647199946425,2454,-0.026404690711009808,0.19101121459762732,2454,-0.013044679928252631,0.5183416407848455,2454
P16_B2,adjacent_normal,E-MTAB-13530,1,1836,-0.03755743047501427,0.13764014860332366,1564,-0.07284115736962105,0.003948997421875964,1564,-0.036215364213872704,0.15227281127500622,1564,0.0013408819284295719,0.9577430037931458,1564,-0.017969740943743436,0.47761335711744796,1564
P16_B2,adjacent_normal,E-MTAB-13530,2,1836,-0.038784125742956664,0.12178254383793964,1593,-0.021423354344981074,0.3928366239882112,1593,-0.030816347884431338,0.21896646909651918,1593,-0.0006690537815480123,0.9787129021593945,1593,-0.00825520271701213,0.7419803664833784,1593
P16_B2,adjacent_normal,E-MTAB-13530,3,1836,-0.000125522110638523,0.9960070969943123,1592,-0.012352666040291125,0.6223648709798212,1592,-0.002520872347169576,0.9199444876575682,1592,0.0017768728242497055,0.9435240042612822,1592,-0.011848021513647364,0.6366556922340141,1592
P16_T1,tumor,E-MTAB-13530,1,2245,-0.14997928042799233,1.6337754196387849e-12,2195,-0.11988840929940471,1.7607433344305035e-08,2195,-0.1759954846615587,9.919346453173388e-17,2195,-0.32942872747457447,1.0176959366513656e-56,2195,-0.05649272290067879,0.008112836545362932,2195
P16_T1,tumor,E-MTAB-13530,2,2245,-0.12329692506817694,5.510527993719314e-09,2222,-0.08451325331249568,6.643930852994105e-05,2222,-0.14650792680211797,3.92946951791099e-12,2222,-0.2587924936605715,2.485247693884242e-35,2222,-0.05320396290878206,0.012131403063147323,2222
P16_T1,tumor,E-MTAB-13530,3,2245,-0.09743917539442508,4.32248150418142e-06,2216,-0.06329467303799487,0.002874333143210728,2216,-0.12791052466066827,1.51507970157822e-09,2216,-0.20512167884608776,1.7658970853447406e-22,2216,-0.055608406691370266,0.008837375731173205,2216
P16_T2,tumor,E-MTAB-13530,1,2186,-0.24822541304666365,1.87153917059903e-31,2143,-0.1442791182631537,1.9424064174802482e-11,2143,-0.24870072234775925,1.4267436895796984e-31,2143,-0.36415341918381916,3.4176993624636293e-68,2143,-0.14555000181726255,1.287555513328194e-11,2143
P16_T2,tumor,E-MTAB-13530,2,2186,-0.15640010045936964,2.962888276212169e-13,2152,-0.12823554406273047,2.3724026235288425e-09,2152,-0.16206404862724422,3.9152137085204673e-14,2152,-0.2586739167849667,3.0679583599777905e-34,2152,-0.07765710903686882,0.00031114539759401455,2152
P16_T2,tumor,E-MTAB-13530,3,2186,-0.10888080327067175,4.3347735710225507e-07,2144,-0.119716342205802,2.6971124882502313e-08,2144,-0.11801010798481056,4.247607839497206e-08,2144,-0.19186353565291678,3.1847376746907687e-19,2144,-0.04340797278093996,0.044461937650329277,2144
P17_B1,adjacent_normal,E-MTAB-13530,1,1466,0.047827982813054344,0.07507577688700973,1386,0.03333687750281251,0.21485547955160064,1386,0.04363113114468137,0.10445011515589245,1386,-0.04867696798857473,0.07004265080661955,1386,0.030817347102397294,0.25157310136580635,1386
P17_B1,adjacent_normal,E-MTAB-13530,2,1466,0.04326470822854747,0.10365949658621607,1416,0.11251525477231726,2.19897304562636e-05,1416,0.06185912757411811,0.019916406074115094,1416,-0.06172269081422129,0.020191259352923,1416,0.04014368936749653,0.13107593944859863,1416
P17_B1,adjacent_normal,E-MTAB-13530,3,1466,0.018140274987193956,0.49565412153856736,1413,0.12833129893464265,1.3002581550720575e-06,1413,0.05494333008610222,0.03891864894405369,1413,-0.008174050041791139,0.758847283570206,1413,0.04065850885469784,0.12660491282222458,1413
P17_B2,adjacent_normal,E-MTAB-13530,1,1045,0.07407811499431587,0.02240842943104183,950,0.04300609070906198,0.1853688010667472,950,0.06778367545493846,0.03671804213273038,950,-0.07062826079235779,0.02949833549629546,950,0.05409204302369544,0.09566289858619853,950
P17_B2,adjacent_normal,E-MTAB-13530,2,1045,0.041924400921733475,0.1911067291277675,974,0.076110121201047,0.01751497942785877,974,0.05897868163894191,0.06578259345560616,974,0.013047853653755515,0.6842250228682834,974,0.057120266464807265,0.07477685935079624,974
P17_B2,adjacent_normal,E-MTAB-13530,3,1045,0.0021664833084038947,0.9461898625930036,973,0.09734299578487948,0.00236787697369889,973,0.04117018549634471,0.19945259980489527,973,0.002458051191562655,0.9389613148500309,973,0.046513696770493385,0.14710899697370858,973
P17_T1,tumor,E-MTAB-13530,1,2655,-0.29325067236698943,1.1376602506073386e-52,2597,-0.36487570504809086,1.330763214877529e-82,2597,-0.36786360256853484,4.96151725376815e-84,2597,-0.4911892684619493,8.290402445927036e-158,2597,-0.19642801288601427,5.3094101354470525e-24,2597
P17_T1,tumor,E-MTAB-13530,2,2655,-0.23159963179513812,3.600662180391825e-33,2614,-0.2642227464243239,5.2676902491629794e-43,2614,-0.2684413511639922,2.2027687482103672e-44,2614,-0.33050753324299326,1.1571949349830384e-67,2614,-0.15114035958559832,7.950507046697174e-15,2614
P17_T1,tumor,E-MTAB-13530,3,2655,-0.1872953874702888,4.353394196525809e-22,2617,-0.21334046410680188,2.566186349953534e-28,2617,-0.2138981681586849,1.8467257409450627e-28,2617,-0.24561219337471027,2.940768755716284e-37,2617,-0.1305100949118716,2.056587812156495e-11,2617
P17_T2,tumor,E-MTAB-13530,1,2950,-0.30870481047890785,3.2140577730196515e-64,2861,-0.34199511882094596,2.612883796480252e-79,2861,-0.36596269236760476,2.199511307401253e-91,2861,-0.44301170088366815,7.762014630785476e-138,2861,-0.2507394886718649,2.884152036498052e-42,2861
P17_T2,tumor,E-MTAB-13530,2,2950,-0.2611772320169272,3.1028369172270705e-46,2887,-0.284683390978187,5.8610678365892204e-55,2887,-0.29963075186958205,5.7989276008750995e-61,2887,-0.33198456868178916,3.119686785588048e-75,2887,-0.20673133613005445,3.0915389143954077e-29,2887
P17_T2,tumor,E-MTAB-13530,3,2950,-0.2339440898649429,2.923051706560493e-37,2893,-0.24687539893869886,1.9945935919664078e-41,2893,-0.2639017576672558,2.6929315691517656e-47,2893,-0.27568483964185514,1.2780445181837407e-51,2893,-0.188212837556478,1.7824922908546047e-24,2893
P19_B1,adjacent_normal,E-MTAB-13530,1,1917,-0.044386561677751825,0.05682539924521197,1842,-0.050347458435339706,0.03071524935172998,1842,-0.0755886675975121,0.0011679341795605286,1842,0.051327071207021714,0.02760610113087371,1842,-0.05741695560980333,0.013716179541759455,1842
P19_B1,adjacent_normal,E-MTAB-13530,2,1917,-0.060474609223719666,0.008668260184221224,1883,-0.07514880341950693,0.0011007508051389771,1883,-0.08454145493096853,0.00024000675611005146,1883,0.02678393066177352,0.24536287341106625,1883,-0.048780084499160145,0.03429420275062434,1883
P19_B1,adjacent_normal,E-MTAB-13530,3,1917,-0.06268055599025689,0.006385413781692013,1892,-0.07801953499968674,0.0006823834784285336,1892,-0.08536426938732876,0.00020125690325777646,1892,0.03356041116291513,0.1445024352367887,1892,-0.0491663748604497,0.03247813075081529,1892
P19_B2,adjacent_normal,E-MTAB-13530,1,2018,-0.040993535996578505,0.06840523262114842,1977,-0.06448298230834093,0.0041267216065582184,1977,-0.06916929745422262,0.002089215941731404,1977,0.030344969739163636,0.1774333991362199,1977,-0.05925421196566482,0.0084063664025296,1977
P19_B2,adjacent_normal,E-MTAB-13530,2,2018,-0.024535667538186857,0.272631770043104,2001,-0.08161605842647442,0.00025747239787585793,2001,-0.05788096069217985,0.009605523738225702,2001,0.047554116048868666,0.03341256524805332,2001,-0.0651518721158901,0.003549079681982645,2001
P19_B2,adjacent_normal,E-MTAB-13530,3,2018,-0.047161576782596686,0.03467360036063516,2006,-0.05533462807270327,0.013186091432666235,2006,-0.06281476714980855,0.004886864086414099,2006,0.029009719998498402,0.19402556657486794,2006,-0.05867697928695081,0.008571838489825494,2006
P19_T1,tumor,E-MTAB-13530,1,2509,-0.17042015904735905,1.3029270732577467e-17,2479,-0.14759452425358033,1.5194890772840465e-13,2479,-0.18382861284280436,2.7866861872990036e-20,2479,-0.3604504999694851,6.139785368013207e-77,2479,-0.07319705710739878,0.0002647997273196525,2479
P19_T1,tumor,E-MTAB-13530,2,2509,-0.12742449028675282,1.6283461429914652e-10,2499,-0.12089454203414025,1.338195863801172e-09,2499,-0.1354379979196451,1.057107195112013e-11,2499,-0.2950328559212379,2.2538126082635416e-51,2499,-0.03653112857633046,0.06786730894748891,2499
P19_T1,tumor,E-MTAB-13530,3,2509,-0.074383439781346,0.00019728375343865465,2500,-0.055636707561815005,0.005392532659889329,2500,-0.07139284007919255,0.00035370321794275767,2500,-0.2264738743158199,1.924877544468148e-30,2500,0.010839578310332531,0.5880088071472034,2500
P19_T2,tumor,E-MTAB-13530,1,2366,-0.15013840448584506,3.378852153114349e-13,2326,-0.10986032349983535,1.0863812982942868e-07,2326,-0.15831858190898898,1.5925683682837532e-14,2326,-0.33944545543303234,8.079107271021526e-64,2326,-0.07352005655714022,0.0003871847435870888,2326
P19_T2,tumor,E-MTAB-13530,2,2366,-0.097332224416611,2.334971014099876e-06,2345,-0.08208228142239073,6.907548648270357e-05,2345,-0.10212805767785828,7.199719743594208e-07,2345,-0.24690969095932486,6.587105578751012e-34,2345,-0.034214744870779655,0.09762921947405967,2345
