gsm,cell_type,spotid,tissue,scan,neg_geomean,total_counts,q3,signal_to_bg,epi_score,t_score,b_score,tb_score
GSM8382026,CD45,119,Lung Cancer,DSP-1001660003044,34.95658422868381,1081424.0,50.0,1.4303457017683163,-0.3120473876937053,0.10371608948671707,0.4493689007285484,0.24659418143341094
GSM8382027,CD68,120,Lung Cancer,DSP-1001660003044,123.32419060482835,2183680.0,127.0,1.0298060694916715,-0.23192320231370367,0.015123843071910503,-0.07231041283201556,-0.006557561446376425
GSM8382028,CK,120,Lung Cancer,DSP-1001660003044,26.179033473769277,848385.0,41.0,1.566138797334934,1.277579736969551,-0.22713267771829138,-0.03234320625861953,-0.1561237058633127
GSM8382029,CD68,15,Lung Cancer,DSP-1001660003044,53.47015673458675,1034305.0,60.0,1.1221212665941087,-0.05977712599160112,0.08981623742081757,-0.04890314871195223,0.03264995445542551
GSM8382030,CK,15,Lung Cancer,DSP-1001660003044,101.2109099436967,2434286.0,127.0,1.2548054361990193,0.561276085808196,-0.07586909193656188,-0.0035878734628709275,-0.057972790903621174
GSM8382031,CD68,17,Lung Cancer,DSP-1001660003044,38.675316607436024,731569.0,43.0,1.111820245363744,-0.37693674357000884,0.03171714174512674,-0.06324931753002305,-0.007580018030790114
GSM8382032,CK,17,Lung Cancer,DSP-1001660003044,65.14872337027359,2148177.0,110.0,1.6884444438736523,0.6170011592371387,-0.2754790890763461,-0.1760743524527002,-0.20025299929503282
GSM8382033,CD45,17,Lung Cancer,DSP-1001660003044,48.99269336126579,970031.0,56.0,1.1430275855026633,-0.5801507287478431,0.17339824067113918,-0.08226367760803788,0.06134197724178003
GSM8382034,CD68,18,Lung Cancer,DSP-1001660003044,136.38316581777138,2684699.0,148.0,1.0851779184958243,-0.45499019509577376,-0.047226657155642116,-0.046417864033801326,-0.04044497422245952
GSM8382035,CK,18,Lung Cancer,DSP-1001660003044,26.10505240543186,468968.0,29.0,1.1108960652370026,-0.165588105374173,0.06523013578783843,-0.11157443826523572,0.03331430952793335
GSM8382036,CD45,18,Lung Cancer,DSP-1001660003044,2.603244406902722,21189.0,2.0,0.7682720818286718,-0.756196977034967,0.42876786744629625,-0.6528095015738125,0.028604672616598936
GSM8382037,CD68,2,Lung Cancer,DSP-1001660003044,26.8830829507072,470079.0,29.0,1.0787453229666544,-0.0684704424996605,0.11784183052544162,-0.11614937315615359,0.02265353930443048
GSM8382038,CK,2,Lung Cancer,DSP-1001660003044,24.60089226373948,433480.0,27.0,1.0975211675471093,-0.045426206141271575,0.07088723864976121,-0.08297861768875903,0.009767063292759115
GSM8382039,CD45,2,Lung Cancer,DSP-1001660003044,57.658438731684285,1276457.0,71.0,1.2313895686700982,-0.294011689025496,0.027753600868674067,0.7888002198074617,0.3511935544178524
GSM8382040,CD68,20,Lung Cancer,DSP-1001660003044,12.410918353109425,218449.0,14.0,1.1280390057914165,-0.5992294098157158,-0.11157517773674419,0.08966312645130481,-0.002612962746833425
GSM8382041,CK,20,Lung Cancer,DSP-1001660003044,108.13218084268513,2574479.0,137.0,1.2669678807210305,0.21518753658636713,-0.08611107536678864,0.05658450419866634,-0.020787255109519176
GSM8382042,CD68,21,Lung Cancer,DSP-1001660003044,19.4501020704804,402050.0,24.0,1.233926686504387,-0.3097013426510866,-0.04472356366047192,-0.2135376271033933,-0.1296983149838029
GSM8382043,CK,21,Lung Cancer,DSP-1001660003044,38.41711377247883,694069.0,42.0,1.0932627643174972,-0.11234910754703975,0.04382163910269954,0.014965313756816645,0.029734552005216575
GSM8382044,CD45,21,Lung Cancer,DSP-1001660003044,20.736548102246275,580135.0,26.0,1.2538248830905259,-0.12618363722440584,0.0005984291532219466,0.2559356750418198,0.10427084595100089
GSM8382045,CD68,22,Lung Cancer,DSP-1001660003044,52.50428940129917,1643456.0,79.0,1.5046389714217372,-0.15747864063452077,0.16890998586199357,0.017866197410856266,0.12713661720238933
GSM8382046,CK,22,Lung Cancer,DSP-1001660003044,48.21732345008104,1494504.0,73.0,1.513978686012637,1.0130640301771465,-0.09094469125430749,-0.08834580901296407,-0.08105868146061956
GSM8382047,CD45,22,Lung Cancer,DSP-1001660003044,38.48281553042386,1554679.0,70.0,1.8189937257750588,-0.5103587878068794,0.36990742293416545,0.07635100431629693,0.26272668663266696
GSM8382048,CD68,23,Lung Cancer,DSP-1001660003044,32.956713180362705,910302.0,43.0,1.3047417612512888,-0.5219681583796341,-0.19842256875481068,0.1104648912055648,-0.04841962090620866
GSM8382049,CK,23,Lung Cancer,DSP-1001660003044,58.29436920311238,1075153.0,63.0,1.0807218752207783,0.05487001279962289,-0.06991679769712311,-0.13647374494975573,-0.09095766604338928
GSM8382050,CD45,23,Lung Cancer,DSP-1001660003044,62.32990336713149,1218995.0,69.0,1.1070127863600356,-0.46767185143597745,-0.011315852291681416,0.02951541636739119,9.276986839479306e-05
GSM8382051,CD68,24,Lung Cancer,DSP-1001660003044,24.26828244488132,611455.0,33.0,1.3597995686324469,-0.43131859270337314,0.12966961039973146,0.18092123367041557,0.15771562294165253
GSM8382052,CK,24,Lung Cancer,DSP-1001660003044,13.370709001303458,282077.0,17.0,1.2714359424277901,0.49969794323523864,0.0723358771946816,-0.08502844355466621,0.019804575739048147
GSM8382053,CD45,24,Lung Cancer,DSP-1001660003044,77.12574988139309,2901623.0,146.0,1.893012388528142,-0.5146039290755509,0.5049058736110008,0.7726072599298206,0.6172667004463985
GSM8382054,CD68,25,Lung Cancer,DSP-1001660003044,70.7566357322967,1405896.0,80.0,1.1306360056839755,-0.19822799227285648,-0.025045035678533445,-0.0336565179529984,-0.029601366261581497
GSM8382055,CK,25,Lung Cancer,DSP-1001660003044,10.04660398329011,184834.0,12.0,1.1944334642789596,-0.24893366557124263,0.05363408500554767,-0.12140399850745087,0.0019343276195735726
GSM8382056,CD45,25,Lung Cancer,DSP-1001660003044,27.689974640012856,571956.0,33.0,1.1917670719825795,-0.2643674518579391,0.013331283752239909,0.12548741534370267,0.039433913195295656
GSM8382057,CD68,27,Lung Cancer,DSP-1001660003044,17.90685036300704,332124.0,20.0,1.1168909995091656,-0.08946511684157121,-0.06369375232914587,0.029314085766542597,-0.02276774899680678
GSM8382058,CK,27,Lung Cancer,DSP-1001660003044,47.76402644746232,1358379.0,69.0,1.4446018297032817,0.5181717637005123,-0.23321038978789055,-0.18608264875928482,-0.2087026412423847
GSM8382059,CD45,27,Lung Cancer,DSP-1001660003044,21.89980613436507,397733.0,25.0,1.1415626168840884,-0.16001282267961647,-0.027824903636641807,-0.28180306313222214,-0.12729848542941768
GSM8382060,CD68,3,Lung Cancer,DSP-1001660003044,10.712145903509528,212656.0,13.0,1.2135757034210037,-0.7550230508203719,0.00198418231729125,-0.3406575500374309,-0.13304286752282168
GSM8382061,CK,3,Lung Cancer,DSP-1001660003044,69.20854380878856,3530978.0,148.0,2.138464297253513,0.7915570731905222,-0.4255634206088703,-0.39700383798193206,-0.4008786092262202
GSM8382062,CD45,3,Lung Cancer,DSP-1001660003044,26.901754438490865,847324.0,40.0,1.4868918713631645,-0.4092479613505886,0.13896460587594328,0.01992151872899317,0.09366308923501698
GSM8382063,CK,30,Lung Cancer,DSP-1001660003044,90.0371717169198,2287885.0,118.0,1.3105698207735397,-0.2758413385099443,-0.04937624140577679,0.02257830887441825,-0.007426467569855877
GSM8382064,CD68,32,Lung Cancer,DSP-1001660003044,54.61956287672541,1169727.0,64.0,1.1717413437461215,-0.38357559362095106,-0.021406839671306077,-0.016694974968137988,0.003534750410906451
GSM8382065,CK,32,Lung Cancer,DSP-1001660003044,47.99301226612291,1475781.0,77.0,1.6044002317052395,1.5272014287126852,-0.2610150996538718,-0.08599166056283813,-0.17891208485208043
GSM8382066,CD45,32,Lung Cancer,DSP-1001660003044,36.41113130189909,937109.0,48.0,1.3182781826253356,-0.4073450150745277,0.15921452636670796,0.23411210241402536,0.20736062529850585
GSM8382067,CK,33,Lung Cancer,DSP-1001660003044,109.61244000597348,2769194.0,144.0,1.3137195011091125,0.3331226868633208,-0.16772496595876385,-0.04790285420825402,-0.10672623610202114
GSM8382068,CD68,35,Lung Cancer,DSP-1001660003044,32.15335143785472,803925.0,42.0,1.3062401933800483,0.2501528346910744,-0.05464461591549519,0.08803207033117966,-0.0071662418642475245
GSM8382069,CK,35,Lung Cancer,DSP-1001660003044,42.23762469913516,901584.0,50.0,1.1837786891700797,0.4234533613611817,-0.02054097214502626,-0.027595840096974023,-0.023036630126711977
GSM8382070,CD45,35,Lung Cancer,DSP-1001660003044,19.246179088309894,454552.0,25.0,1.2989591276943364,-0.6039509134534939,0.031591819484227734,0.16520143164103196,0.08223074619890935
GSM8382071,CD68,4,Lung Cancer,DSP-1001660003044,22.311645895584792,446032.0,27.0,1.2101303564226509,-0.4513138589434802,-0.026521569255974153,-0.052260371384414306,-0.0210961551369504
GSM8382072,CK,4,Lung Cancer,DSP-1001660003044,18.420259517622732,714131.0,36.0,1.9543698592063083,1.6944172997367404,-0.2828894027917479,-0.32629830081142286,-0.2509455997134111
GSM8382073,CD45,4,Lung Cancer,DSP-1001660003044,84.01179219362449,1876723.0,102.0,1.2141152728288138,-0.19550804502665864,0.030165647391543704,0.13733163164739004,0.08216920298245878
GSM8382074,CD68,40,Lung Cancer,DSP-1001660003044,23.777967646293995,429298.0,26.0,1.0934492125971216,-0.3552325225002262,0.08213548084701161,-0.13409484227922297,-0.000690340974715653
GSM8382075,CK,40,Lung Cancer,DSP-1001660003044,190.47433504062516,5461419.0,271.0,1.4227638591949934,0.10585578743256985,-0.258260085208605,-0.15593941632211905,-0.2186832010472779
GSM8382076,CK,42,Lung Cancer,DSP-1001660003044,223.1298097871942,7725398.0,394.0,1.7657882663718039,0.4901839965262007,-0.36274647351703404,-0.195082501491048,-0.2748637700225185
GSM8382077,CD45,42,Lung Cancer,DSP-1001660003044,29.68579282723162,524975.0,32.0,1.0779567244923132,-0.4346962701738293,-0.008984331788023159,-0.12226018868552435,-0.03806463466231058
GSM8382078,CD68,45,Lung Cancer,DSP-1001660003044,20.17875678533192,493978.0,26.0,1.2884837394392692,-0.004744967676683309,0.10789897011719951,0.07488833320729205,0.10994165081450191
GSM8382079,CK,45,Lung Cancer,DSP-1001660003044,91.27177281958758,2458460.0,125.0,1.369536233804523,0.4103719299918036,0.08201575280462192,0.009217802859219137,0.05765593673606206
GSM8382080,CD45,45,Lung Cancer,DSP-1001660003044,69.12682280923242,1356646.0,76.0,1.0994285128615748,-0.40329710179149014,-0.034247949504425446,-0.07946099125874362,-0.053569903166315935
GSM8382081,CD68,46,Lung Cancer,DSP-1001660003044,56.78843419137996,1300966.0,67.0,1.1798177032704675,-0.24969529496156984,0.02164360127986198,0.06415456228933225,0.046701086699857175
GSM8382082,CK,46,Lung Cancer,DSP-1001660003044,81.22163284542495,3705441.0,180.0,2.216158352080446,1.1151299507311707,-0.32542462607535994,-0.06598906519414882,-0.21115587210048226
GSM8382083,CD45,46,Lung Cancer,DSP-1001660003044,25.85844308447055,2026593.0,57.0,2.2043090457457475,-0.5368423975673604,0.17303139322845507,0.47911083286024914,0.29854118205856217
GSM8382084,CD68,48,Lung Cancer,DSP-1001660003044,9.790099104141452,275250.0,15.0,1.5321601794260318,-0.4348467283887305,-0.18134679302117318,0.02185672626745827,-0.0836374973875329
GSM8382085,CK,48,Lung Cancer,DSP-1001660003044,122.51796163800172,6021978.0,293.0,2.391486081573197,0.6015191900108903,-0.34462344735593886,-0.2984965164459066,-0.32451827262726907
GSM8382086,CD45,48,Lung Cancer,DSP-1001660003044,55.083610410349266,1427201.0,65.0,1.1800243214955934,-0.45034145350884724,0.02597259737896973,0.16452544132901625,0.08537955728742697
GSM8382087,CK,49,Lung Cancer,DSP-1001660003044,61.32930362130016,2294152.0,117.0,1.9077340372631422,1.0198735531567822,-0.2554658143698796,-0.04891035795884946,-0.19793706295371694
GSM8382088,CD45,49,Lung Cancer,DSP-1001660003044,22.980694745605287,647838.0,35.0,1.523017488698562,0.029163720737671817,-0.1566373856921115,0.06963776524522336,-0.06356980799408429
GSM8382089,CK,51,Lung Cancer,DSP-1001660003044,92.05919308911885,3070667.0,144.0,1.564210973048605,-0.17893211251960217,-0.21773994820294584,-0.018651779419660564,-0.12479082332268199
GSM8382090,CD45,51,Lung Cancer,DSP-1001660003044,29.299294800260824,1106127.0,47.0,1.6041341718429893,-0.45019484611723914,0.19126600064868793,0.41651369805022176,0.29131802958847386
GSM8382091,CD68,53,Lung Cancer,DSP-1001660003044,18.55604956779041,393373.0,23.0,1.2394879586829408,-0.3465949622906672,-0.1219160481316024,-0.16045741437190486,-0.12299328481388727
GSM8382092,CK,53,Lung Cancer,DSP-1001660003044,74.33955738311062,2862380.0,138.0,1.856346807243065,1.9087745724575358,-0.30957736357106436,-0.2515562081718796,-0.27876236332661186
GSM8382093,CD45,53,Lung Cancer,DSP-1001660003044,34.19290709665957,1106207.0,55.0,1.608520733394241,-0.4490149794100109,0.3299245249139924,0.2987335397317237,0.32670668968064387
GSM8382094,CK,55,Lung Cancer,DSP-1001660003044,202.366600320278,7589729.0,388.0,1.9173124388408316,1.1937861605115736,-0.3175676624180408,-0.20122245026591346,-0.2808603847969686
GSM8382096,CK,55,Lung Cancer,DSP-1001660003045-D-A02.dcc,31.54999353767242,1181279.0,61.0,1.9334393817597033,1.2287124494150397,-0.33238103590812473,-0.3548387368588637,-0.3671748123045373
GSM8382097,CK,58,Lung Cancer,DSP-1001660003045-D-A03.dcc,190.92913517762824,9430151.0,522.0,2.733998661411024,0.6543588987537206,-0.30738932405938835,-0.14807867703098054,-0.23949061913895386
GSM8382098,CD68,63,Lung Cancer,DSP-1001660003045-D-A04.dcc,14.078832328659969,285487.0,17.0,1.2074865019447298,-0.6302224965096177,-0.053328640590386556,-0.006627621375115744,-0.02806040805960075
GSM8382099,CK,63,Lung Cancer,DSP-1001660003045-D-A05.dcc,177.32693202120993,5750554.0,303.0,1.7087082968522707,-0.41605979989860753,-0.2442563941194722,-0.08741638914574068,-0.1661373632711749
GSM8382100,CD68,66,Lung Cancer,DSP-1001660003045-D-A06.dcc,50.18882604980683,1189019.0,64.0,1.2751842399439095,-0.7806164012421539,-0.01659164947208236,-0.1390357549127743,-0.05260326188658171
GSM8382101,CK,66,Lung Cancer,DSP-1001660003045-D-A07.dcc,214.08173220076503,8551886.0,406.25,1.8976397277046522,-0.5453407377913364,-0.2441665116343632,-0.26587794387285113,-0.23968261707151672
GSM8382102,CD45,66,Lung Cancer,DSP-1001660003045-D-A08.dcc,41.8756009308871,1259122.0,67.25,1.6059471029679468,-0.5837025858173335,0.11172002389077784,-0.17549490192887562,-0.004334184832866406
GSM8382103,CD68,67,Lung Cancer,DSP-1001660003045-D-A09.dcc,8.082280258349117,225143.0,13.0,1.608456968139753,-0.6620495131568171,0.33956670427387214,0.5237788178798533,0.4202426588758761
GSM8382104,CK,67,Lung Cancer,DSP-1001660003045-D-A10.dcc,17.717865114125708,438959.0,25.0,1.4110052107840325,0.7734048701084397,-0.11966751093686234,-0.05023726515728821,-0.09976306724894046
GSM8382105,CD45,67,Lung Cancer,DSP-1001660003045-D-A11.dcc,109.65199009746927,4222919.0,204.0,1.8604313502989331,-0.5947987654843785,0.4204465794138659,1.0056748157537676,0.655217674597572
GSM8382106,CD68,69,Lung Cancer,DSP-1001660003045-D-A12.dcc,9.678026456061396,180483.0,11.0,1.1365953637283814,-0.3089726935514512,-0.005761509868738912,-0.2826558012572371,-0.07886887793075825
GSM8382107,CK,69,Lung Cancer,DSP-1001660003045-D-B01.dcc,57.03620282843192,1551721.0,81.0,1.4201506408772078,0.4611816263339197,-0.293126125769521,-0.0006519171916807842,-0.17834789431439813
GSM8382108,CD45,69,Lung Cancer,DSP-1001660003045-D-B02.dcc,38.82625223081318,1728905.0,72.0,1.8544153984262113,-0.6234511385984494,0.4759122287761275,0.8298601923408699,0.6227914489017845
GSM8382109,CD68,70,Lung Cancer,DSP-1001660003045-D-B03.dcc,8.93199112020162,152288.0,10.0,1.119571198115373,-0.3269412090337638,0.18543059166921294,-0.06545217452373198,0.06934048307548002
GSM8382110,CK,70,Lung Cancer,DSP-1001660003045-D-B04.dcc,37.32749271857108,680390.0,41.0,1.0983861227733034,-0.3269467821784753,-0.026214114155330037,-0.062014648890925894,-0.021650101838776248
GSM8382111,CD45,70,Lung Cancer,DSP-1001660003045-D-B05.dcc,22.421286019930257,393588.0,24.0,1.0704113929355537,-0.2574146492289029,-0.18208428256654985,-0.12764597047565562,-0.13903330187737772
GSM8382112,CD68,71,Lung Cancer,DSP-1001660003045-D-B06.dcc,19.103126897670688,725225.0,36.0,1.88450823746502,-0.30645723847734363,-0.13145747035502486,-0.4446499202849914,-0.2551447441186627
GSM8382113,CK,71,Lung Cancer,DSP-1001660003045-D-B07.dcc,118.01146514366617,6233149.0,296.25,2.510349309190829,-0.19750952164442914,-0.35941331856810166,-0.2737873771397381,-0.33856366164765195
GSM8382114,CK,72,Lung Cancer,DSP-1001660003045-D-B08.dcc,109.49853252927359,3236090.0,165.0,1.5068695094693485,0.5079580471607068,-0.27783625116818955,-0.07865250735528262,-0.17025457990041604
GSM8382115,CD45,72,Lung Cancer,DSP-1001660003045-D-B09.dcc,9.735043933539838,252244.0,14.0,1.43810342260154,-0.0072391612873392575,-0.033561631787555335,-0.08930142747492065,-0.049507332088850386
GSM8382116,CK,77,Lung Cancer,DSP-1001660003045-D-B10.dcc,46.986863457328575,1630224.0,81.0,1.7238860830444807,1.3697265624932125,-0.16540366976212795,-0.057377143625756855,-0.11480391268633339
GSM8382117,CD68,79,Lung Cancer,DSP-1001660003045-D-B11.dcc,9.162783075427368,207311.0,13.0,1.4187829061306962,-0.6529415869254147,-0.07068798343551164,-0.026997956758882502,-0.02607698057041663
GSM8382118,CK,79,Lung Cancer,DSP-1001660003045-D-B12.dcc,19.333928271577157,451218.0,25.0,1.2930636572575138,-0.3887409224403813,-0.2976143568745826,-0.0297416363174956,-0.16824549926233257
GSM8382119,CD45,79,Lung Cancer,DSP-1001660003045-D-C01.dcc,24.80837943284649,542261.0,31.0,1.2495777922098272,-0.3049554546903459,0.008191091197129019,0.00021059970286696483,0.009040023214204496
GSM8382120,CD68,8,Lung Cancer,DSP-1001660003045-D-C02.dcc,27.689282599107088,835143.0,41.0,1.480717308339442,-0.5985878017219601,0.010223752406831377,-0.12899154930476975,-0.04739661613487911
GSM8382121,CK,8,Lung Cancer,DSP-1001660003045-D-C03.dcc,8.22471949409928,259361.0,13.0,1.5806010173753264,-0.6908771588775049,-0.016983626751554848,-0.21207802215843552,-0.08078785120557441
GSM8382122,CD45,8,Lung Cancer,DSP-1001660003045-D-C04.dcc,37.42411941219993,1455018.0,64.0,1.7101270786116767,-0.696582635943471,0.21632968019540977,0.021639912742631662,0.1316872893027372
GSM8382123,CD68,80,Lung Cancer,DSP-1001660003045-D-C05.dcc,20.010712196132225,509601.0,26.0,1.2993040799929858,-0.3588481103142822,0.1291673480659674,-0.10387475325651963,0.04635694890841924
GSM8382124,CK,80,Lung Cancer,DSP-1001660003045-D-C06.dcc,58.34499187907816,1801755.0,95.0,1.6282460060477941,1.051993814007829,-0.19965149249261893,-0.07562155762017664,-0.14319021524241027
GSM8382125,CD45,80,Lung Cancer,DSP-1001660003045-D-C07.dcc,47.7640514492845,1705560.0,75.0,1.5702185581898223,-0.5549999177810361,0.054203620889991644,0.09469568379883375,0.07942263113895498
GSM8382126,CD68,81,Lung Cancer,DSP-1001660003045-D-C08.dcc,30.095269688700313,758422.0,39.0,1.295884715551929,-0.6728533219938626,-0.09711490746355311,-0.006911093792827838,-0.045887691071600845
GSM8382127,CK,81,Lung Cancer,DSP-1001660003045-D-C09.dcc,69.67028442994838,2271932.0,112.0,1.6075720217937823,0.7715377630618221,-0.18862376013548188,0.01092619642467163,-0.12765621595573862
GSM8382128,CD45,81,Lung Cancer,DSP-1001660003045-D-C10.dcc,69.72339670346865,2580401.0,114.0,1.6350322185942592,-0.5165839715709986,0.11868368319054046,0.14436661983596144,0.13579611779964118
GSM8382129,CD68,86,Lung Cancer,DSP-1001660003045-D-C11.dcc,46.91576599756573,1675471.0,85.0,1.8117576936591062,-0.7249462579266104,-0.2736724005983966,-0.18078842040451049,-0.24482367518725479
GSM8382130,CK,86,Lung Cancer,DSP-1001660003045-D-C12.dcc,132.52944941382148,6733934.0,343.0,2.588104013991539,0.3229656128217937,-0.4892549045501604,-0.3141248102175438,-0.4094454720309715
GSM8382131,CD45,86,Lung Cancer,DSP-1001660003045-D-D01.dcc,28.642580333807267,1030198.0,54.0,1.8853050029247187,-0.8825749910756753,-0.10873138109115299,-0.27520069959508087,-0.1766592521524326
GSM8382132,CK,87,Lung Cancer,DSP-1001660003045-D-D02.dcc,30.569863819685814,1013964.0,52.0,1.7010216436264922,0.4058328862064027,-0.21412849034570813,0.0032837541432129136,-0.1333169387547799
GSM8382133,CD68,88,Lung Cancer,DSP-1001660003045-D-D03.dcc,20.097729142809733,358316.0,22.0,1.0946510346354645,-0.3456295467738739,-0.06437180201494463,-0.08880886413779354,-0.0737121406434258
GSM8382134,CK,88,Lung Cancer,DSP-1001660003045-D-D04.dcc,72.44813251920941,1866892.0,100.0,1.3802978285670138,0.13577979495038672,-0.1059702439439989,-0.009980593812946914,-0.049996093150552756
GSM8382135,CD68,9,Lung Cancer,DSP-1001660003045-D-D05.dcc,13.104432417241563,340945.0,19.0,1.4498911051654255,-0.17609636456452504,-0.17679821843409904,-0.141054511166951,-0.15933602847223582
GSM8382136,CK,9,Lung Cancer,DSP-1001660003045-D-D06.dcc,96.03053098051872,4018250.0,201.0,2.0930843341975893,0.6546146876142362,-0.35966116818409377,-0.20313941384703016,-0.29351888149875593
GSM8382137,CD45,9,Lung Cancer,DSP-1001660003045-D-D07.dcc,22.410175832194174,964778.0,43.0,1.9187712011713334,-0.3878958484192365,-0.03686375711123979,0.16420852195740343,0.04572318792170371
GSM8382138,CD68,90,Lung Cancer,DSP-1001660003045-D-D08.dcc,118.69087705817367,4291791.0,216.0,1.819853432325152,-0.6772733121536025,-0.05797422739428626,-0.1155607680379589,-0.08534838313366366
GSM8382139,CK,90,Lung Cancer,DSP-1001660003045-D-D09.dcc,135.2515736549256,5759903.0,293.0,2.1663333895659225,-0.4186561726233249,-0.31521507465197374,-0.1027702465561271,-0.24078088893418093
GSM8382140,CD68,93,Lung Cancer,DSP-1001660003045-D-D10.dcc,14.219034144172953,469582.0,22.0,1.5472218279337724,-0.21406390966354616,-0.22192022540340028,0.17965114736159515,-0.01943996674191295
GSM8382141,CK,93,Lung Cancer,DSP-1001660003045-D-D11.dcc,24.96471633350928,1069056.0,53.0,2.1229962837134235,0.9428970411103834,-0.45917014213781693,-0.032518895552675176,-0.28432843141839115
